lemma_syntag	F
emparenté_Adj	1
emparlé_Adj	2
emparlier_Adj	1
empêchement_N	1
empeigne_N	2
empenné_Adj	1
empereur_N	69
emperier_N	1
empire_N	18
empoint_Adj	1
empost_Adj	1
empreinte_N	1
empreinture_N	1
emprise_N	2
enarmes_N	2
enceinte_Adj	1
encens_N	1
enchantement_N	1
enchanteur_N	1
enclin_Adj	10
encombrement_N	1
encombrier_N	8
encontre_N	2
encrieme_Adj	1
encusement_N	1
endemain_N	7
endroit_N	10
enfance_N	15
enfançon_N	1
enfant_N	114
enfantement_N	1
enfer_N	33
enferme_Adj	4
enfermeté_N	2
enferté_N	1
Enfion_N	1
enflure_N	1
engaigne_N	1
engendrement_N	1
engendrure_N	1
engigneux_Adj	1
engin_N	16
Englesdun_N	1
engrant_Adj	5
engresseté_N	1
Enguerrand_N	3
enhortement_N	1
ennemi_N	49
ennui_N	29
ennuyeux_Adj	4
enquête_N	1
enrievre_Adj	1
ensanglanter_Adj	1
enscient_N	4
enseigne_N	18
enseignement_N	4
ensuivant_Adj	1
entaille_N	3
ente_N	2
entendable_Adj	2
entendement_N	16
entendeur_N	1
entent_N	2
entente_N	21
ententif_Adj	2
entention_N	12
entérin_Adj	2
entier_Adj	27
entoschement_N	1
entrée_N	7
entrelardure_N	1
entremets_N	2
entreprise_N	3
entrouverture_N	1
envahie_N	2
envers_N	1
envi_N	1
envial_Adj	1
envie_N	38
envieux_Adj	8
envoisure_N	4
Éole_N	1
épais_Adj	5
épais_N	1
épargne_N	1
épaule_N	9
épée_N	54
épeler_N	1
éperon_N	12
épervier_N	3
épice_N	1
épidémie_N	1
épieu_N	18
épine_N	4
épousaille_N	1
épouse_N	7
épouvantable_Adj	1
époux_N	3
épreuve_N	1
équité_N	1
Éracle_N	7
Ermenfroi_N	1
ermin_Adj	1
ermin_N	1
ermitage_N	2
ermite_N	13
Ernaut_N	5
Erneis_N	1
Ernoul_N	1
erre_N	10
errement_N	3
erreur_N	7
es_Adj	12
esbanoi_N	2
escalier_N	1
escarbote_N	1
escarboucle_N	3
escariman_N	1
Escariot_N	1
eschar_N	3
eschars_Adj	4
eschars_N	1
eschelle_N	10
eschiec_N	1
eschif_Adj	2
eschoison_N	1
escient_N	10
Esclabonie_N	1
escli_N	1
esclot_N	1
escondit_N	2
escoufle_N	1
escourgée_N	1
escremie_N	2
escroue_N	1
escueil_N	2
Esdrelon_N	1
eslais_N	2
esmarbre_Adj	1
esme_N	1
espace_N	6
espacion_N	1
Espagne_N	4
espagnol_Adj	1
espèce_N	3
espécial_Adj	7
espérance_N	20
espère_N	1
esperement_N	1
esperite_N	3
espie_N	1
espiet_N	4
Espinart_N	1
espir_N	5
espiritable_Adj	1
espirital_Adj	2
espirituel_Adj	1
espoir_N	32
esponde_N	3
esprec_N	1
esprit_N	13
essai_N	2
essart_N	1
essence_N	1
essoine_N	6
estable_Adj	5
estalufré_Adj	1
estampie_N	1
estampois_N	1
Estampois_N	1
estance_N	1
Est-Anglie_N	4
estel_N	1
estelle_N	1
esterlin_N	1
estival_Adj	1
estoc_N	1
estomac_N	1
estorement_N	1
estour_N	18
estout_Adj	4
Estout_N	1
estoutie_N	1
estrain_N	1
estrayer_Adj	1
estre3_N	1
estrée_N	4
estresce_N	1
estrif_N	1
estros_N	1
estrumelé_Adj	1
estrument_N	3
esvertin_N	1
étable_N	4
étage_N	5
étal_N	2
étamine_N	1
étang_N	5
étant_N	1
état_N	27
été_N	18
étendard_N	12
éternel_Adj	3
éternellement_N	1
éternité_N	1
Éthiopie_N	4
Étienne_N	2
étincelle_N	4
étoile_N	8
étole_N	1
étoupaille_N	1
étoupe_N	1
étrange_Adj	22
étranger_Adj	1
être_N	6
être2_N	3
être3_N	3
étrenne_N	4
étrier_N	7
étroit_Adj	6
étron_N	2
étude_N	7
étudie_N	5
étui_N	1
Eudes_N	1
Eufémien_N	2
Euphémie_N	2
Euphémien_N	4
Europe_N	1
ëurté_N	1
Eustace_N	1
evage_Adj	2
évangelie_N	1
évangéliste_N	3
évangile_N	4
Ève_N	9
évêche_N	1
évêché_N	2
évêque_N	16
évident_Adj	2
excellence_N	1
exécuteresse_N	1
exemplaire_N	5
exemple_N	19
exil_N	10
expédient_Adj	1
expert_Adj	2
exploit_N	7
exquis_Adj	1
extrême_Adj	1
fable_N	19
fabrile_Adj	1
face_N	19
façon_N	16
facture_N	3
fade_Adj	2
fagot_N	1
faible_Adj	10
faiblesse_N	1
faiblet_Adj	1
faide_N	1
faillance_N	2
faille_N	18
failli_Adj	1
faillie_N	1
faim_N	16
faire_N	1
faisance_N	1
faiseur_N	1
faisselle_N	1
fait_N	82
faiteur_N	1
faitis_Adj	5
faiture_N	7
faix_N	16
fallace_N	1
famine_N	4
fantôme_N	1
fardeau_N	3
fardelet_N	1
faubourg_N	2
faucel_N	1
faucon_N	13
fauconnier_N	1
faussement2_N	1
fausseté_N	9
faute_N	8
fauteuil_N	2
fauteur_N	1
fautre_N	2
faux_Adj	37
Faveriel_N	1
féal_Adj	6
féauté_N	4
Fécamp_N	1
féé_Adj	2
fée_N	1
féel_Adj	3
feintise_N	6
Felice_N	10
félicité_N	1
félon_Adj	76
félonesse_Adj	2
félonie_N	13
femelle_N	4
féminin_Adj	1
féminin_N	1
femme_N	141
fenestriz_Adj	1
fenêtre_N	9
fer_N	21
fermail_N	1
fermaille_N	1
ferme_Adj	8
ferme2_Adj	2
fermer_N	1
fermeté_N	3
ferrant_N	1
Ferrant_N	1
ferré_Adj	2
fesse_N	1
feste_N	3
fête_N	29
fétu_N	5
feu_Adj	3
feu_N	57
feuil_N	1
feuille_N	14
feutre_N	1
fi_Adj	12
fi_N	4
fi2_N	1
fiance_N	12
fiction_N	1
fidèle_Adj	14
fidèle_N	2
fie_N	7
fief_N	27
fieffage_N	1
fiel_N	2
fiellée_N	1
fiens_N	1
fier_Adj	69
fière_N	2
Fierebrace_N	1
fiereur_N	1
fierge_N	1
fierté_N	3
fièvre_N	7
figue_N	1
figuier_N	3
figure_N	8
fil_N	1
Filardos_N	3
filé_N	1
filet_N	3
filius_N	2
fille_N	87
fillette_N	3
filleul_N	1
Filote_N	3
fils_N	195
fin_Adj	13
fin_N	66
fin2_Adj	33
finie_N	1
finimonde_N	1
firmament_N	8
firmateur_N	1
Firmin_N	1
flaireur_N	1
flamand_Adj	2
flamand_N	1
flambant_Adj	1
flambe_N	1
flamme_N	6
flan_N	4
flanc_N	6
Flandres_N	3
Flatart_N	1
flatterie_N	1
Flavius_N	2
Flavy_N	1
fléau_N	4
flèche_N	2
fleur_N	27
fleurir_Adj	1
fleuron_N	1
fleuve_N	3
Floire_N	2
Florée_N	18
florin_N	2
flot_N	4
flou_Adj	1
flum_N	4
foi_N	122
foie_N	2
foin_N	1
foire_N	8
foireux_Adj	1
fois_N	105
foison_N	14
foisson_N	1
Foix_N	1
folage_Adj	1
folage_N	5
foleur_N	6
foliage_N	1
folie_N	60
foliot_N	4
folison_N	1
follet_Adj	1
fond_N	4
fonde_N	2
fontaine_N	19
fontainette_N	1
fontenelle_N	2
Fontenoy_N	1
fonts_N	2
forain_Adj	1
force_N	64
forcelé_Adj	1
forcelle_N	1
forcenable_Adj	1
forcené_Adj	1
forcenerie_N	3
forceur_Adj	2
forcier_N	1
forclose_N	1
forêt_N	9
forfait_N	12
forge_N	1
forme_N	5
forsen_N	1
fort_Adj	118
forteresse_Adj	1
forteresse_N	3
fortible_Adj	1
Fortin_N	2
fortiz_N	1
fortuné_Adj	1
fortune_N	38
fosse_N	4
fossé_N	3
fossette_N	1
fou_Adj	98
fouc_N	2
Foucon_N	3
foudre_N	2
Four_N	1
fourbir_Adj	1
fourché_Adj	1
fourche_N	1
fournaise_N	2
Fournier_N	1
fourreau_N	1
fourrier_N	1
fourrure_N	1
Fousedame_N	1
foyer_N	1
Fragon_N	1
frais_Adj	13
franc_Adj	3
franc_N	2
Franc_N	1
franc2_Adj	46
français_Adj	20
français_N	8
France_N	54
franchise_N	12
François_N	7
frarin_Adj	2
frayeur_N	2
frein_N	6
frêle_Adj	2
freleté_N	1
frénétique_Adj	1
frère_N	106
fret_N	1
frétel_N	1
Frévaux_N	1
friand_Adj	2
fricassure_N	1
friche_N	1
frileux_Adj	1
Friquet_N	1
Frise_N	3
frison2_N	1
frisque_Adj	4
frisson_N	1
frivole_Adj	2
Frobier_N	1
froid_Adj	17
froid_N	9
froideur_N	1
froidure_N	2
fromage_N	7
froment_N	7
Fromont_N	2
froncer_N	1
front_N	5
frontière_N	2
Froyvaulx_N	1
fruit_N	43
fruitaille_N	1
fuer_N	6
fuerre_N	3
fuie_N	3
fuite_N	1
fuitif_Adj	1
fumaille_N	1
fumée_N	1
fumier_N	5
fumière_N	1
furet_N	1
fureur_N	1
furieux_Adj	1
fusée_N	1
fuselet_N	3
fût_N	5
futur_N	1
gab_N	3
Gabriel_N	2
gage_N	5
gagne_N	1
gai_Adj	6
gaieté_N	1
Gaifier_N	2
gaillart_N	1
gain_N	4
gaine_N	1
gal3_N	1
Galaad_N	1
Galan_N	1
galant_Adj	3
galée_N	1
Galeran_N	1
Galerne_N	1
galet_N	1
Galice_N	1
Galilée_N	3
Galles_N	2
Gallien_N	1
galop_N	4
Gandés_N	13
Gange_N	2
gant_N	10
Garant_Adj	1
garant_N	17
garantie_N	1
garantison_N	1
garce_N	1
garçon_N	12
gardain_N	1
garde_N	35
Garde_N	1
gardier_N	1
gargate_N	1
Garie_N	3
Garigliano_N	1
Garin_N	5
garnement_N	2
garnison_N	3
gars_N	1
gascavel_N	1
Gascogne_N	2
gascon_Adj	1
gascon_N	2
gast_Adj	3
gast_N	1
gâteau_N	2
gâtement_N	2
Gâtinais_N	1
gauche_Adj	2
Gaudias_N	1
Gaudin_N	1
Gaugis_N	1
Gaule_N	4
gaut_N	1
Gauthier_N	3
Gautier_N	11
Gauvain_N	10
géant_N	4
gelée_N	1
géline_N	1
gémissement_N	1
gemme_N	2
gendarme_N	3
génération_N	6
Généroux_N	1
genevois_N	1
génitoires_N	1
géniture_N	1
Genius_N	1
Genois_N	1
genou_N	14
genouillons_N	5
genre_N	2
gens_N	11
gent_Adj	11
gent_N	253
gent2_Adj	35
gentil_Adj	58
gentillesse_N	3
Geoffroi_N	1
Geoffroy_N	5
géométrie_N	1
Georges_N	2
Gerard_N	3
Gérard_N	8
Gerbert_N	1
gerfaut_N	1
Géri_N	2
Gerin_N	2
germain_Adj	7
Germain_N	1
Germanie_N	1
geste_N	6
Gethsémani_N	1
gibet_N	2
gibier_N	2
Giboin_N	1
gigue_N	1
Gilles_N	4
Gillot_N	1
gingembre_N	1
Girard_N	1
girofle_N	2
giron_N	4
gironnée_N	2
glace_N	3
glaçon_N	1
glaive_N	4
gland_N	1
glas_N	1
Glinas_N	1
gloire_N	23
gloria_Adj	1
glorieusement_N	1
glorieux_Adj	11
glose_N	2
glout_N	2
glouton_N	2
gloutornie_N	1
glu_N	1
glui_N	1
Gociaume_N	1
Godefroy_N	1
godet_N	1
godin_Adj	1
Golgotha_N	1
Gombaut_N	8
gomme_N	1
gonfalon_N	6
gonne_N	1
Gontier_N	3
gord_N	1
gorge_N	8
gorgerin_N	2
gorgette_N	2
Gormont_N	37
Gorre_N	1
gorrier_N	1
gorrière_N	1
gosier_N	1
gotz_N	1
goulet_N	1
goulu_Adj	1
goupil_N	1
gourd_Adj	1
gourmand_Adj	2
gourmandise_N	1
goût_N	2
goûte*_N	1
goutte_N	13
gouvernance_N	1
gouvernement_N	3
gouverneresse_N	1
gouverneur_N	4
gouyère_N	1
grace_N	3
grâce_N	70
gracieuseté_N	1
gracieux_Adj	31
graim_Adj	2
grain_N	7
Graindor_N	1
graindre_Adj	17
graisse_N	1
grammaire_N	3
Granche-Vide_N	3
grand_Adj	955
grandeur_N	2
grandissime_Adj	1
grange_N	1
gras_Adj	14
gratia_N	1
grau_N	1
gravelle_N	1
gré_N	67
grec_Adj	15
grec_N	1
Grèce_N	5
greffier_N	1
grégeois_Adj	1
grégeois_N	2
grêle_Adj	1
grêle2_Adj	3
Grenier_N	1
grenon_N	4
grès_N	1
gresil_N	1
grevain_Adj	2
grevance_N	2
grève_N	1
grevement_N	1
grief_Adj	25
grief_N	1
grièveté_N	2
grifain_Adj	1
griffon_N	1
Grigny_N	1
grille_Adj	1
grille_N	1
grimace_N	1
Grimbert_N	2
Gringnart_N	1
gris_Adj	6
Griseldis_N	2
groin_N	2
Grontère_N	1
gros_Adj	23
groset_Adj	1
grue_N	4
gué_N	16
Guenelon_N	1
guerdon_N	22
guerdonner_N	1
guérison_N	9
guerre_N	63
Guerri_N	13
guerrier_N	6
guet_N	1
guette_N	1
Gueuldry_N	1
gueule_N	10
Gui_N	19
Guibor_N	1
guiche_N	1
guichet_N	1
guidon_N	1
guile_N	2
Guillaume_N	45
Guillemette_N	2
guion_N	1
Guiron_N	1
guisarme_N	1
Guischus_N	1
guise_N	19
guivre_N	1
habile_Adj	1
habileté_N	1
habillement_N	1
habit_N	4
habitacle_N	2
habitude_N	1
hache_N	1
haie_N	3
haillon_N	1
Haimet_N	18
Hainaut_N	2
haine_N	8
haineux_Adj	1
haingre_Adj	1
hainuyer_Adj	1
haire_N	2
hait_N	1
haleine_N	1
haleinée_N	1
hallebarde_N	1
Haloi_N	2
Ham_N	1
han_N	1
hanap_N	6
hanche_N	3
Hannibal_N	1
hanste_N	3
hanstier_N	1
Hantonne_N	1
happaille_N	1
hardeau_N	1
hardement_N	11
hardi_Adj	9
Hardi_N	3
hardiement_N	1
hardière_N	1
hardiesse_N	1
Hardre_N	16
hareng_N	1
harnais_N	7
Harouge_N	2
harpe_N	1
harpeur_N	2
hart_N	2
hasard_N	2
haschie_N	2
haschiere_N	1
Haspres_N	1
hâte_N	1
haterel_N	2
hâtif_Adj	3
haubergeon_N	1
haubergier_N	1
haubert_N	21
haussage_N	1
haut_Adj	153
hautain_Adj	3
hautesse_N	4
hautisme_Adj	1
hautor_Adj	2
havée_N	1
havet_N	1
havre_N	2
hé_N	1
heaume_N	29
héberge_N	7
hébergeage_N	1
hébergement_N	2
hébergerie_N	1
Hébert_N	1
hébreu_N	1
Hector_N	3
Hélène_N	3
heli_N	2
hémée_N	1
hennir_N	1
Henri_N	8
Héralt_N	1
héraut_N	3
herbage_N	1
herbe_N	12
herbelette_N	1
Herbert_N	11
herbette_N	1
herbier_N	2
herbis_N	1
hérisson_N	1
héritage_N	10
hérite_N	1
hérité_N	16
héritier_N	8
Herlot_N	1
Hermensaut_N	1
hermin_N	2
hermine_N	3
Hermon_N	3
Hermondine_N	9
Hérode_N	6
héron_N	4
herse_N	1
Hersent_N	2
Hesselin_N	1
heudure_N	1
heur_N	13
heuré_Adj	2
heure_N	76
heureux_Adj	7
heurt_N	1
Heuvin_N	1
hide_N	3
hideux_Adj	8
hie2_N	1
hiérarchie_N	2
Hildégard_N	1
hine_N	1
Hinguar=Ivar_N	6
histoire_N	37
hiver_N	14
hivernage_N	1
hivernal_Adj	1
hognard_N	1
hoir_N	24
Holopherne_N	11
homicide_N	3
hommage_N	10
homme_N	357
hommenage_N	2
Hongrie_N	15
honnesté_N	2
honnête_Adj	12
honneur_N	135
honni_Adj	1
honorable_Adj	1
honorer_N	1
hontage_N	4
honte_N	55
honteux_Adj	4
hôpital_N	1
hoqueton_N	3
horion_N	1
horloge_N	13
horreur_N	1
horribilité_N	1
horrible_Adj	5
hort_N	1
hostage_N	8
hôte_N	25
hôtel_N	56
hôtesse_N	1
houc_N	1
houe_N	1
houlier_N	1
hourd_N	1
house_N	2
houx_N	1
Hubert_N	1
Hue_N	16
Hué_N	1
Hugelin_N	5
Hugon_N	3
Hugues_N	1
huile_N	1
huis_N	17
huissière_N	1
Huitacelin_N	4
huitefale_N	1
huitième_Adj	1
humain_Adj	18
humanité_N	2
humble_Adj	19
humblesse_N	1
humer_N	1
humeur_N	1
humilité_N	16
Huon_N	19
hure_N	1
hutin_N	4
hutinet_N	1
huvet_N	1
hyène_Adj	1
hypocrite_Adj	3
idée_N	1
idiot_Adj	3
idoine_Adj	1
idolâtre_N	2
idolâtrie_N	6
idole_N	6
if_N	1
ignorance_N	2
île_N	7
image_N	36
imagination_N	2
immense_Adj	1
immonde_Adj	1
immortel_Adj	1
imparfait_Adj	2
impérateur_N	1
impérial_Adj	1
importun_Adj	1
impossible_Adj	2
impuissance_N	1
incarnation_N	3
incertain_Adj	1
incident_N	1
inclination_N	1
Inde_N	1
indigence_N	1
indignation_N	1
indigne_Adj	1
industrie_N	1
inextinguible_Adj	1
infâme_Adj	2
infection_N	1
infernal_Adj	3
infini_Adj	3
influence_N	1
ingrat_Adj	1
inhumain_Adj	2
inique_Adj	1
iniquité_N	1
injure_N	2
innocence_N	1
innocent_Adj	1
inspiration_N	2
instrument_N	2
intellectif_Adj	1
intendit_N	1
intention_N	1
intérêt_N	1
interprétation_N	1
invisible_Adj	2
Ipomedon_N	6
ipse_Adj	1
irascu_Adj	1
ire_N	26
ireur_N	1
ireux_Adj	1
Irlande_N	1
irois_Adj	3
irréparable_Adj	1
Isabeau_N	1
Iscariote_N	2
Isembart_N	6
isnel_Adj	5
isnel_N	1
Isnel_N	1
isnelleté_N	1
Israël_N	3
issue_N	3
Italie_N	1
ivoire_N	2
ivre_Adj	6
ivresse_N	1
ivrogne_N	1
jachère_N	1
jacobin_Adj	1
jacobin_N	2
Jacqueline_N	1
Jacques_N	5
Jaie_N	1
jaiet_N	1
jal_N	1
jalousie_N	8
jaloux_Adj	2
jambe_N	6
jambette_N	1
jambon_N	1
James_N	1
jangle_N	2
jangleur_N	1
janvier_N	2
jaque_N	1
jardin_N	11
jardinier_N	1
Jason_N	1
jaspe_N	2
jatte_N	1
jaune_Adj	2
jaune_N	1
javelot_N	2
Jean_N	32
Jeanne_N	2
jenin_N	1
Jérico_N	1
Jérusalem_N	21
Jessé_N	1
Jesus_N	18
Jésus_N	91
Jésus-Christ_N	10
jet_N	1
jeu_N	34
jeudi_N	1
jeune_Adj	34
jeune_N	2
jeûne_N	2
jeûner_N	2
jeunesse_N	25
Joceaulme_N	1
joi_N	1
joie_N	134
joindre_N	1
jointe_N	1
joli_Adj	12
joli_N	3
jolif_Adj	1
Jolis_Adj	1
joliveté_N	1
Jonas_N	11
jonc_N	1
jongler2_N	1
jongleur_N	3
Joseph_N	1
Joséph_N	1
joue_N	2
jour_N	320
Jourdain_N	3
journal_Adj	1
journal_N	1
journée_N	12
joute_N	4
jouvence_N	1
jouvenceau_N	5
jouvencelle_N	1
jouvent_N	3
jouvente_N	6
jovene_Adj	1
joyant_Adj	5
joyau_N	9
joyeuseté_N	2
joyeux_Adj	30
joyeux_N	1
jubé_N	1
Judas_N	26
Judée_N	2
Judith_N	3
juge_N	10
jugement_N	23
jugeur_N	1
juif_N	29
juillet_N	1
juise_N	2
Jules_N	2
Julien_N	1
Julius_N	1
jumeau_Adj	1
jumeau_N	1
jument_N	2
jupon_N	1
jureur_N	1
jus_N	1
juste_Adj	3
justice_N	6
justiciable_Adj	1
justicier_N	1
juti_N	1
juvénile_Adj	1
Kedorlaomer_N	1
kyrielle_N	2
labeur_N	7
labour_N	1
labourage_N	1
lac_N	1
lâche_Adj	3
lâchement_N	1
lâchesse_N	1
lacs_N	9
ladre_Adj	2
lagan_N	1
lai_Adj	15
lai_N	4
lai2_N	1
lai3_N	1
laid_Adj	21
laidure_N	3
laigne_N	3
laine_N	4
laisse_N	1
lait_N	4
Lalice_N	2
Lambert_N	2
lambris_N	1
lame_N	2
lance_N	40
Lancelot_N	2
lancer_N	1
lande_N	11
Landon_N	1
langage_N	11
lange_N	1
langoureux_Adj	1
Langres_N	1
langue_N	11
langueur_N	7
lanier_Adj	4
lanterne_N	1
Lanval_N	32
Laodicée_N	2
Laon_N	2
Larchant_N	8
larcin_N	3
lard_N	4
large_Adj	13
largesse_N	8
largeté_N	2
larme_N	20
larmoyer_N	1
larron_N	60
las_Adj	52
laschance_N	1
lasne_N	1
lasseté_N	1
latin_N	15
latte_N	1
Laurence_N	1
Laurent_N	1
laurier_N	2
Lazare_N	5
lé_Adj	12
lécherie_N	1
lécheur_N	2
leçon_N	10
lecture_N	1
légal_Adj	1
léger_Adj	23
légèreté_N	1
légerie_N	3
légion_N	2
lendemain_N	1
lent_Adj	3
Leoines_N	1
Léonard_N	1
léonin_Adj	1
léopard_N	4
lèpre_N	3
lépreux_Adj	1
leson_N	2
lettré_Adj	3
lettre_N	18
lettrure_N	1
leur_Adj	3
leur2_Adj	8
Leutice_N	1
Levant_N	1
levis_Adj	1
lévrier_N	4
lez_N	6
liais_N	1
liant_N	1
liart_N	2
Liban_N	1
libéral_Adj	1
liberté_N	5
Licanor_N	2
licence_N	1
lié_Adj	55
lie_N	1
liège_N	1
liégeois_Adj	1
lien_Adj	1
lien_N	8
lier_Adj	1
liesse_N	18
lieu_N	104
lieue_N	17
lieutenant_N	2
lièvre_N	1
lige_Adj	6
lignage_N	31
ligne_N	2
lignée_N	9
limage_N	1
limeçon_N	1
limier_N	2
limitation_N	1
limon_N	1
lin_N	2
lin2_N	4
linceul_N	1
linget_Adj	1
lion_N	24
Lion_N	1
Lionneau_N	3
liqueur_N	2
lis_Adj	1
lis_N	6
listé_Adj	2
lit_N	39
littéral_Adj	1
liveré_N	1
livraison_N	1
livre_N	43
livre2_N	2
livrée_N	1
lobe2_N	1
locu_N	1
Loengre_N	1
loge_N	3
logette_N	1
logique_N	2
logis_N	2
Lohier_N	1
loi_Adj	1
loi_N	63
lointain_Adj	6
loir_N	2
Loire_N	1
loisible_Adj	1
loisir_N	11
lombard_N	2
Lombardie_N	7
long_Adj	86
longaigne_N	2
longueur_N	2
lopin_N	1
loque_N	1
loqueteux_Adj	1
lorrain_N	3
Lorraine_N	2
los_N	15
losenge_N	2
losengier_Adj	1
losengier_N	4
lot_N	1
Lot_N	3
Loth_N	2
louange_N	10
louer_N	1
Louis_N	47
loup_N	22
lourd_Adj	3
lourdaud_Adj	1
Louviers_N	1
loyal_Adj	47
loyal_N	1
loyauté_N	23
loyer_N	12
Luc_N	1
lucerne_N	1
Lucifer_N	4
Lucrèce_N	1
lueur_N	1
lumière_N	6
luminaire_N	1
lundi_N	1
lune_N	8
lunette_N	1
luther_N	1
luxure_N	4
luxurieux_Adj	1
Luxurieux_Adj	1
lyonnaise_Adj	1
lyre_N	1
Mabon_N	1
Maccabée_N	1
Macédoine_N	2
macédonien_N	2
Macée_N	1
Macemue_N	1
machicoule_N	1
Macon_N	1
Macourt_N	1
Macquaire_N	1
Macrobe_N	1
madame_N	5
Madeleine_N	5
mademoiselle_N	2
Madot_N	1
magique_N	1
magnificence_N	1
magnifique_Adj	1
magot_N	1
mahaing_N	2
Mahom_N	9
mahomet_N	3
Mahomet_N	5
mai_N	11
maie_N	4
maigne_Adj	2
maigne_N	1
maigre_Adj	5
mail_N	1
maille_N	10
maille2_N	3
maillette_N	1
main_N	90
main2_N	8
maindre_Adj	1
Maine_N	4
maintesfois_N	1
maintien_N	5
maire_N	1
mais_N	2
mais2_Adj	1
mais3_N	1
maisnie_N	27
maison_N	66
maisonnette_N	1
maisselle_N	4
maître_Adj	5
maître_N	112
maître2_Adj	1
maîtresse_N	18
maîtrie_N	7
maîtrise_N	4
majesté_N	8
majeur_Adj	3
mal_Adj	20
mal_N	196
mal2_Adj	97
malade_Adj	20
maladie_N	23
maladif_Adj	1
malage_N	2
malaise_N	4
Malapert_N	2
malard_N	1
maldehait_N	3
mâle_Adj	1
mâle_N	1
Malebranche_N	1
malédiction_N	2
Malegrape_N	1
maléisson_N	2
malfait_N	1
malfaiteur_N	4
malgré_N	2
malheur_N	1
malheuré_Adj	4
malheureux_Adj	7
malheurté_N	3
malice_N	9
malicieux_Adj	2
malotru_N	2
maltaillé_Adj	1
maltalent_N	15
Malvoisin_N	1
mamelle_N	5
manaie_N	2
manandie_N	1
manant_Adj	1
manceau_N	6
manche_N	4
mandement_N	1
manée_N	1
manel2_Adj	1
mangon_N	1
manière_N	68
manne_N	2
manoir_N	8
manoque_N	1
Mans_N	1
mansion_N	1
manteau_N	11
mantelet_N	1
marais_N	2
marâtre_N	2
marbre_N	7
marbrin_Adj	3
marc_N	10
Marc_N	3
marchand_N	14
marchande_N	1
marchandise_N	4
marche_N	5
marché_N	17
marche2_N	1
mardi_N	7
maréchal_N	2
Margari_N	4
Margiste_N	3
Margot_N	8
mari_N	10
Maria_N	1
mariage_N	21
Marie_N	46
mariement_N	1
Marien_N	1
marin_Adj	1
Marin_N	8
marine_N	1
Marion_N	3
marionnette_N	1
Marle_N	1
Marmion_N	1
Marne_N	1
marque_N	1
marquis_N	21
marquise_N	1
marquisie_N	1
marrement_N	2
mars_N	1
Mars_N	1
marsouin_N	1
Martel_N	5
Marthe_N	4
Martin_N	6
martre_N	1
martyre_N	16
martyrement_N	1
Masquelée_N	1
masse_N	3
masse2_N	2
massue_N	2
mat_Adj	5
mat_N	2
mât_N	1
Mataqua_N	1
matelin_N	1
Mathieu_N	2
Mathurin_N	32
matière_N	23
matin_N	34
mâtin_N	3
matinée_N	3
matinel_N	1
matines_N	5
matinet_N	2
Matroé_N	2
maubué_Adj	1
maudit_N	1
maufé_N	6
Maurienne_N	1
Mautaint_N	1
mauvais_Adj	49
mauvaiseté_N	5
Maximien_N	1
Meaux_N	1
méchance_N	6
méchant_Adj	5
méchef_N	10
méchin_N	3
mécinaille_N	1
Mecque_N	1
mécréandise_N	1
médecine_N	4
Medée_N	5
médicinable_Adj	1
Medon_N	1
méfait_N	7
mège_N	1
Mehaut_N	1
Méhaut_N	1
meilleur_Adj	60
meilleur_N	1
mélancolie_N	8
Méléagant_N	1
Meleager_N	2
Meleain_N	5
mêlée_N	4
Meliadus_N	1
mélodie_N	3
membre_N	15
membru_Adj	1
même_Adj	59
même_N	1
mémoire_N	9
menace_N	8
ménage_N	4
ménager_N	1
menchaut_N	1
mendi_Adj	1
mendi_N	1
Meneïs_N	1
ménestraudise_N	1
ménestrel_N	4
ménétrier_N	1
mensonge_N	17
mensongette_N	1
mensongier_N	1
menterie_N	1
mention_N	10
menton_N	6
menu_Adj	7
mépris_N	1
méprison_N	4
méprisure_N	3
mer_N	83
merci_N	104
merde_N	1
mère_N	123
Merebuef_N	1
mérite_N	9
Merlin_N	1
Mernoc_N	2
merrain_N	1
merveille_N	54
merveiller_N	2
merveilleux_Adj	11
merz_N	1
mes_N	6
mésaise_N	12
meschine_N	12
mésel_Adj	1
mésel_N	2
mesheur_N	1
Mésopotamie_N	1
message_N	28
messager_N	24
messe_N	14
messire_N	16
mesure_N	32
métal_N	1
métier_N	47
métrait_N	1
mètre_N	1
mets_N	8
mettable_Adj	1
Metz_N	3
meuble_N	1
meule_N	1
Meung_N	2
meunier_N	1
meurtre_N	1
meurtrière_N	1
Meuse_N	1
meute_N	1
mi_Adj	2
mi_N	28
Michaut_N	2
miche_N	2
Michel_N	5
midi_N	4
miel_N	2
mien_Adj	12
mier_Adj	5
mignon_Adj	5
mignonnet_N	1
mignot_Adj	1
Milan_N	1
Mile_N	1
milieu_N	2
milliaire_N	2
millier_N	8
million_N	2
mimin_N	1
Minchemont_N	1
mine_N	1
mineur_Adj	7
ministre_N	2
minuit_Adj	1
miracle_N	24
mire_N	9
miroir_N	2
mise_N	1
misère_N	1
miséricorde_N	5
misérin_Adj	1
mite_N	1
Mitou_N	1
moeurs_N	16
moillier_N	32
moilon_N	1
moindre_Adj	1
moine_N	30
moinsné_Adj	1
moinsné_N	2
mois_N	20
moisson2_N	1
moite_Adj	2
moitié_N	11
moiture_N	1
moleste_Adj	1
moleste_N	2
mollet_Adj	1
mon_Adj	48
monarchie_N	1
Monbardon_N	1
monceau_N	3
mondain_Adj	1
monde_Adj	1
monde_N	165
