lemma_syntag	F
Monfaucon_N	1
Monjeu_N	1
Monloon_N	3
monnaie_N	7
Mons_N	1
monseigneur_N	20
monstre_N	2
mont_N	17
montagne_N	6
montant_N	2
Montauban_N	1
Montcler_N	1
monte_N	3
montée_N	1
monter_N	1
Montgriès_N	6
montjoie_N	2
Montmartre_N	1
Montpellier_N	2
Montpipeau_N	1
montrance_N	1
montre_N	1
monument_N	7
moquerie_N	1
moralité_N	1
morceau_N	6
morcelet_N	1
moré_Adj	1
moré_N	1
moré2_N	1
Morel_N	1
Morge_N	1
morne_Adj	7
morois_Adj	3
mors_N	3
morsure_N	1
mort_N	138
mortalité_N	1
mortel_Adj	19
mortier_N	1
Mortier_N	2
morveux_Adj	1
mot_N	58
motet_N	1
mou_Adj	3
mouche_N	3
moue_N	4
mouillé_Adj	1
mouiller_N	1
moule_N	1
moulin_N	3
moulinet_N	1
moult_Adj	1
mouquilleux_Adj	1
moussu_Adj	1
moutarde_N	2
moutier_N	37
mouton_N	13
mouture_N	1
mouvement_N	4
moyen_Adj	3
moyen_N	8
moyen2_Adj	1
moyenne_N	1
mu_Adj	4
muable_Adj	3
mue_N	1
muid_N	1
mul_N	1
mule_N	3
mulet_N	4
mulier_N	1
multitude_N	1
munir_N	1
mûr_Adj	1
mur_N	17
murage_N	1
musard_Adj	5
musard_N	1
muse_N	2
muse3_N	1
muse5_N	1
musette_N	1
mutation_N	4
mute_N	3
myrrhe_N	1
mystère_N	4
mystérial_Adj	1
Nabal_N	1
naïf_N	1
nain_N	1
naissance_N	2
Nales_N	13
Namles_N	2
Namur_N	1
nappe_N	6
narille_N	1
nasel_N	3
natif_Adj	1
nation_N	5
nativité_N	3
natte_N	1
nature_N	53
naturel_Adj	10
nautonier_N	1
Navaille_N	1
navée_N	1
navie_N	2
nazarenus_N	1
nécessaire_Adj	9
nécessité_N	1
nef_N	51
négligence_N	2
négligent_Adj	1
neige_N	1
Neptune_N	1
nerf_N	1
Nesle_N	1
net_Adj	10
netteé_N	1
netteté_N	2
neuf_Adj	8
neuvième_Adj	1
Nevelon_N	1
Nevers_N	2
neveu_N	21
nez_N	11
ni_N	1
niais_Adj	1
Nicaise_N	1
nice_Adj	8
Nicée_N	3
niceté_N	1
Nicodemus_N	1
Nicolas_N	12
Nicosie_N	1
nid_N	5
nieble_N	2
nigromance_N	1
nigromancien_N	1
Nîmes_N	1
Ninive_N	2
nisi_N	1
Nivelle_N	1
no_N	1
nobilité_N	2
noble_Adj	57
Noble_N	10
noblesse_N	8
noce_N	3
Noé_N	1
noeillon_N	1
Noël_Adj	1
noël_N	1
Noël_N	6
noeud_N	1
Nogentel_N	1
noif_N	4
noir_Adj	21
Noire_N	1
noiron_N	1
Noiron_N	3
noise_N	15
noiser_N	2
noisette_N	1
noiseux_Adj	2
noix_N	2
nom_N	127
nombre_N	5
nommer_N	1
nonchaloir_N	1
none_N	3
nonnain_N	1
nonne_N	3
nonnette_N	1
nonpareil_Adj	6
nord_N	1
normand_Adj	3
Normandie_N	10
norois_Adj	2
Northumberland_N	4
northumbreis_N	1
notable_Adj	1
notaire_N	2
note_N	1
notre_Adj	11
nourriture_N	4
nouveau_Adj	55
nouveau_N	1
nouveauté_N	1
nouvelle_N	31
noyeau_N	1
nu_Adj	36
nue_N	3
nuele_N	1
nuisance_N	2
nuit_N	93
nuitée_N	2
oan_N	2
obédience_N	2
obédient_Adj	1
obéissance_N	6
objet_N	1
oblation_N	1
obscur_Adj	6
observance_N	3
occident_N	1
Occident_N	1
occision_N	1
occupation_N	1
océan_N	1
ochaison_N	15
Octavien_N	1
Octovien_N	3
octroi_N	4
odeur_N	2
oeil_N	100
oeuf_N	10
oeuvre_N	42
offense_N	2
office_N	12
offrande_N	6
Ogier_N	7
oie_N	4
oignement_N	7
oiseau_N	23
Oisemont_N	2
oiseux_Adj	3
oisillon_N	1
oison_N	1
oisour_N	3
olif_N	1
olifant_N	5
Oliferne_N	1
olive_N	1
olivet_N	1
Olivet_N	1
olivier_N	9
Olivier_N	3
ombre_N	4
Omer_N	2
omnipotent_Adj	7
oncle_N	7
onde_N	4
ongle_N	5
onguement_N	2
oni_Adj	3
opération_N	2
opinion_N	2
opportun_Adj	1
oppression_N	1
opprobre_N	1
or_N	103
orage_N	2
oraison_N	16
Orange_N	1
orbe2_Adj	1
Orcanie_N	1
ord_Adj	6
ordonnance_N	26
ordonnement_N	1
ordre_N	19
ordure_N	8
oré_N	2
oré2_N	1
oreille_N	20
orfèvre_N	1
orfèvrerie_N	2
orfroi_N	3
orge_N	3
orgueil_N	36
Orgueil_N	21
orgueiller_N	1
Orgueilleuse_N	1
orgueilleux_Adj	16
Orgueilleux_N	2
orient_N	8
Orient_N	1
Oriente_N	2
orière_N	1
oriflambe_N	1
origine_N	1
originel_Adj	1
Origny_N	2
orine_N	2
Orléanais_N	1
Orléans_N	5
orme_N	1
orphelin_Adj	1
orphelin_N	3
orteil_N	2
os_N	16
os2_Adj	1
osement_N	1
osier_N	1
ost_N	18
Oswald_N	1
otage_N	10
ôter_N	2
Oton_N	1
Otrante_N	2
Ou_N	1
ouaille_N	4
oubli_N	7
oublier_N	1
oublieux_Adj	1
ouest_N	2
ouïe_N	3
ouïr_N	1
ours_N	5
ourton_N	1
outil_N	2
outrage_N	14
outrageux_Adj	3
outrecuidance_N	1
ouvrage_N	7
ouvraigne_N	1
ouvrier_N	4
Ovide_N	1
Oxford_N	3
oyance_N	1
pacter_N	1
page_N	1
Pagorant_N	1
pagosse_N	1
paie_N	1
paiement_N	3
païen_Adj	2
païen_N	34
païenie_N	1
païenime_N	2
paieresse_N	1
paile_N	5
paillard_Adj	1
paillard_N	2
paille_N	7
paillette_N	1
pain_N	25
pair_N	29
paisson2_N	1
paître_N	1
paix_N	80
pal_N	2
palais_N	43
palasin_Adj	2
pâle_Adj	6
palefroi_N	11
pâlif_N	2
palis_N	1
Pallas_N	1
palme_N	2
palud_N	3
pâmée_N	1
Pampelune_N	2
pan_N	6
panier_N	3
pansart_Adj	1
panse_N	4
Panthasselée_N	1
paon_N	2
paonnet_N	1
pape_N	5
papegai_N	1
papelard_N	2
papetort_N	1
papillon_N	1
pâques_N	9
Pâques_N	2
paradis_N	37
parage_N	12
parc_N	3
parclose_N	1
parçonnier_Adj	1
pardon_N	9
parégal_Adj	1
pareil_Adj	18
pareil_N	1
parent_N	12
parentage_N	1
parenté_N	6
paresse_N	2
paresseux_Adj	3
parfait_Adj	1
parfait_N	1
parfin_N	2
parfond_Adj	13
Paris_N	38
parisien_Adj	1
parisis_N	1
parjure_N	1
parlement_N	4
parleur_N	1
Parnasus_N	1
paroi_N	3
paroisse_N	1
parole_N	60
parrain_N	3
parrainage_N	1
part_N	126
parti_N	5
partial_Adj	1
partie_N	20
parure_N	1
pas_N	16
pas2_N	2
pascal_Adj	1
pascour_Adj	1
passage_N	8
passe-temps_N	1
Passien_N	1
passion_N	20
pasteur_N	5
pastoureau_N	5
pastourelle_N	1
pasture_N	1
patard_N	1
pâte_N	1
pâté_N	1
patenôtre_N	1
paterne_N	1
Pathelin_N	1
patience_N	3
patior_Adj	1
patriarche_N	6
patrimoine_N	2
patronage_N	1
patte_N	1
pâture_N	1
Pau_N	1
Paul_N	1
paume_N	6
paumeton_N	1
paumier_Adj	1
paumier_N	8
paupière_N	1
pause_N	2
pautonier_Adj	1
pautonier_N	5
pautonière_N	1
pauvre_Adj	115
pauvre_N	1
pauvresse_N	1
pauvreté_N	20
pavement_N	6
Pavie_N	1
pavillon_N	6
pax_N	1
pays_N	86
paysan_N	2
peau_N	32
peautraille_N	1
péchable_Adj	1
péché_N	76
pécher_N	1
pécheur_N	9
pécune_N	3
Pégase_N	1
peigne_N	1
peine_N	118
peintre_N	3
peinture_N	5
Pelé_N	1
pèlerin_N	9
pèlerinage_N	4
pelisse_N	1
pelisson_N	4
pelletier_N	1
penance_N	3
penant_Adj	1
pendaille_N	1
pendis_Adj	1
pénible_Adj	3
pénitence_N	7
pennon_N	1
pensé_N	9
pensée_N	41
pensement_N	5
pensif_Adj	14
Pentail_N	21
pentecôte_N	5
Pépin_N	33
perce_N	1
Perceval_N	2
Perchael_N	2
perchant_N	1
Perchehaie_N	1
Perdicas_N	2
perdition_N	6
Perdriel_N	1
perdrix_N	1
perdurable_Adj	3
père_N	219
perfection_N	2
péril_N	20
périlleux_Adj	8
perle_N	1
permanable_Adj	1
Péronne_N	3
Perrenet_N	1
Perrette_N	1
perrin_N	1
perron_N	3
Perrot_N	1
Perrotin_N	9
pers_N	1
persan_Adj	7
Perse_N	6
persécuteur_N	1
persécution_N	1
personnage_N	4
personne_N	13
perte_N	16
pertuis_N	2
pervers_Adj	2
pesance_N	3
pesme_Adj	3
peson_N	1
peste_N	1
pestilence_N	1
pet_Adj	1
petit_Adj	105
petit_N	1
petitet_Adj	2
petitet_N	4
Petrus_N	1
peu_N	105
peuple_N	31
peur_N	73
peureux_Adj	3
Phaéton_N	3
pharaon_N	1
Phébus_N	3
Phelipople_N	2
Phelis_N	1
phénix_N	1
Philippe_N	4
philosophe_N	2
physicien_N	1
physicienne_N	1
Picte_N	1
pie_N	6
pièce_N	25
pied_N	96
piège_N	1
Piémont_N	1
pierre_N	35
Pierre_N	42
Pierrelatte_N	1
pierrerie_N	2
piétaille_N	1
piété_N	4
pieu_N	1
pieux_Adj	1
pignible_Adj	1
pignon_N	2
Pilas_N	1
Pilate_N	22
pile_N	2
pilier_N	3
pillerie_N	2
piment_N	3
pin_N	2
Pinard_N	1
pinceau_N	1
Pinchart_N	1
Pinelle_N	1
pinte_N	4
Pinte_N	2
pion_N	1
pionnier_N	1
piot_N	1
piperesse_N	1
pique_N	1
pire_Adj	13
pis_N	11
Pise_N	1
pitance_N	3
piteux_Adj	8
pitié_N	57
piu_Adj	11
place_N	21
plaid_N	29
plaider_N	1
plaie_N	7
plain_Adj	1
plain_N	7
plaint_N	2
plainte_N	5
plaisance_N	34
plaisir_N	72
plaissié_N	1
plancher_N	2
planète_N	2
plante_N	3
plantiveux_Adj	1
plaque_N	1
plasmateur_N	1
plasmation_N	1
plat_Adj	3
Plat_N	1
plâtre_N	1
plâtrière_N	1
pleige_N	3
plein_Adj	103
plénier_Adj	18
plenté_N	21
pleur_N	13
pleuvier_N	1
pli_N	2
ploçon_N	1
ploi_N	1
plomb_N	8
plombée_N	2
pluie_N	3
plume_N	2
Plumus_N	1
Pluton_N	1
pluvier_N	2
pluvieux_Adj	1
poe_N	1
poêle_N	3
poeste_N	1
poësté_N	5
pöesté_N	1
poesteif_Adj	6
poète_N	1
pohier_N	1
poi_N	1
poids_N	6
poignard_N	1
poigneur_N	2
poil_N	12
poing_N	14
point_N	68
pointe_N	1
pointure_N	2
poire_N	1
poirier_N	1
pois_N	3
poison_N	2
poisson_N	14
poitevin_N	1
Poitiers_N	7
Poitou_N	6
poitrine_N	4
police_N	1
Polis_N	1
Pologne_N	1
Polycarpe_N	4
pomme_N	11
pommette_N	1
pommier_Adj	1
pommier_N	1
Pompée_N	1
Ponçon_N	2
Ponnet_N	1
pont_N	35
Ponthieu_N	1
Pontieu_N	2
pontifex_N	1
porc_N	3
porche_N	1
porcher_N	1
port_N	21
porte_N	18
portée_N	1
portier_N	1
portrait_N	1
portraiture_N	4
possession_N	1
possible_Adj	3
poste_N	1
postère_N	1
pot_N	6
potage_N	2
potation_N	1
poterne_N	2
potier_N	1
potion_N	1
pouce_N	2
poudre_N	6
Pouilles_N	8
pouilleux_Adj	2
Pouillles_N	1
poul_N	3
poulaille_N	2
Poullieu_N	1
poumon_N	2
pour_N	1
pourceau_N	5
pourchas_N	1
poureté_N	1
pourpens_Adj	1
pourpens_N	5
pourpoint_N	4
pourpre_N	7
Pourras_N	1
pourriture_N	1
pourvoyance_N	6
pousse_N	1
poussière_N	1
poussin_N	1
poussinière_Adj	1
pouture_N	1
pouvoir_N	41
pouz_N	2
poverin_N	1
poverte_N	2
prairie_N	2
pratique_N	2
pré_N	35
préau_N	6
prébende_N	1
précellence_N	1
précept_N	1
précieux_Adj	13
prée_N	2
préférence_N	2
preins_Adj	1
préjudice_N	1
prélat_N	3
prélation_N	1
preliateur_N	1
premerain_Adj	7
premier_Adj	45
prépotence_N	1
prépotent_Adj	1
prérogative_N	1
prescience_N	1
présence_N	5
présent_Adj	4
présent_N	16
président_N	2
présomption_N	1
presse_N	13
prêt_Adj	27
prêt_N	1
prêt2_Adj	2
prétérit_N	1
prêtre_N	32
prêtresse_N	1
preu_N	8
preuve_N	1
preux_Adj	62
prévôt_N	4
Priam_N	1
prière_N	28
prieur_N	1
prieure_N	3
prieurté_N	1
prieuse_N	1
prim_Adj	1
Primaut_N	1
prime_N	4
prince_N	49
princesse_N	6
princier_N	4
principal_Adj	5
principauté_N	1
principe_N	1
printemps_N	2
prise_N	2
prison_N	19
prison2_N	9
prisonnier_N	6
privance_N	1
privé_Adj	3
privée_N	2
priveté_N	2
privilège_N	5
prix_N	37
procès_N	1
prochain_Adj	8
prochain_N	1
procureur_N	2
profès_N	1
profit_N	17
profitable_Adj	8
profiteux_Adj	1
progène_N	1
proie_N	10
proisme_N	1
prologue_N	1
promesse_N	9
promoteur_N	1
prompt_Adj	1
proneau_N	1
prophète_N	5
prophétie_N	2
propice_Adj	1
propos_N	11
propre_Adj	10
propriété_N	3
Proserpine_N	3
prospérité_N	1
Protheselaus_N	7
prou_N	1
prouesse_N	15
prousset_Adj	1
provende_N	3
provendier_N	1
proverbe_N	1
province_N	4
provoire_N	5
prudefemme_N	1
prudence_N	2
prudent_Adj	1
prudhomme_Adj	1
prudhomme_N	39
prudhommie_N	1
prune_N	2
psalmiste_N	2
psaltérion_N	1
psautier_N	3
Ptolémée_N	9
public_Adj	5
pucelage_N	1
pucelle_N	80
pueur_N	3
pugne_N	1
puîné_Adj	1
puissance_N	37
puissant_Adj	21
puissedi_N	1
puits_N	11
pullent_Adj	5
pupitre_N	1
pur_Adj	13
purgement_N	1
put_Adj	8
putain_N	7
puy_N	7
qualité_N	1
quantité_N	1
quarantaine_N	1
quart_Adj	27
quart_N	1
quartaine_N	2
quartenaire_N	1
quartier_N	8
quel_Adj	1
quenouille_N	1
Quentin_N	2
Quercy_N	1
querelle_N	6
quérir_N	1
querne_N	1
quête_N	1
queue_N	2
queux_N	2
quidam_Adj	1
Quinargos_N	1
quint_Adj	4
quintaine_N	10
Quinte_N	1
quitte_Adj	16
quittement_N	1
rachat_N	1
racine_N	5
raclure_N	1
raconte_N	1
racorderesse_N	1
rade_Adj	1
rage_N	11
Raguier_N	2
rai_N	1
raide_Adj	1
raie_N	1
raillon_N	1
raim_N	2
raine_N	7
Rainelet_N	2
Rainouart_N	1
raisin_N	1
raisnable_Adj	1
raisnier_N	1
raison_N	127
raisonnable_Adj	4
raisonnablement_N	1
raiz_N	1
ralias_N	1
rame_N	1
ramener_N	1
rampaille_N	1
ramper_N	1
ramponne_N	2
ramu_Adj	1
ran_N	1
Ranchicourt_N	1
rançon_N	3
rancune_N	3
randon_N	1
rang_N	5
range_N	1
Raoul_N	45
rap_N	1
rapine_N	2
rappel_N	1
rapport_N	3
ras_N	1
rat_N	2
rate_N	6
râteau_N	1
Raul_N	1
Raus_N	1
ravin_N	1
ravine_N	2
réal_N	1
rebelle_Adj	3
rebelle_N	2
rébellion_N	2
rebours_N	1
rebout_N	1
recelée_N	1
recept_N	2
recipé_N	1
reclin_N	1
recoi_N	3
récompense_N	1
réconfort_N	8
recort_N	4
recouvrement_N	1
récréance_N	1
recteur_N	1
reculet_N	1
rédempteur_N	1
rédemption_N	5
redout_N	1
redoutée_N	1
réfection_N	1
refrain_N	1
refuge_N	3
refus_N	8
regal_Adj	2
regard_N	31
regardure_N	1
régiment_N	1
région_N	7
règle_N	4
régné_N	12
règne_N	24
regnier_N	2
Regnier_N	2
regnum_N	3
regret_N	5
regrettée_N	1
Reims_N	3
rein_N	1
reine_N	62
relais_N	2
relation_N	1
relevée_N	1
relief_N	3
religieux_Adj	4
religion_N	5
relique_N	3
Remacle_N	1
remanance_N	2
remanant_N	4
remansion_N	1
Rembaut_N	2
remède_N	2
remembrance_N	7
rémission_N	2
remontière_N	1
remords_N	1
remunération_N	1
renard_N	30
renchère_N	1
rêne_N	12
renom_N	14
renommée_N	8
rente_N	14
repair_N	2
repaire_N	5
repas_N	1
repentaille_N	1
repentance_N	10
répit_N	7
réplétion_N	1
réplique_N	1
répons_N	5
réponse_N	1
repos_N	15
repost_N	2
repostaille_N	1
reproche_N	6
reptile_N	2
requête_N	6
rescos_N	1
rescousse_N	2
résidence_N	1
résistance_N	1
respas_N	1
ressemblable_Adj	1
ressort_N	1
reste_N	1
retenue_N	1
retour_N	6
retournée_N	1
rétraction_N	1
retrait_N	3
retraite_N	1
revel_N	4
révélation_N	2
révérence_N	6
revis_N	1
Rhin_N	5
rhume_N	1
ribaud_Adj	1
ribaud_N	6
ribaude_N	1
ribaudequin_N	1
ribauderie_N	1
Ribemont_N	1
ric_N	2
Richard_N	29
riche_Adj	111
richesse_N	24
richeté_N	5
Richier_N	4
rien_N	281
riennée_N	1
Rifflandoule_N	1
rigoureux_Adj	2
rigueur_N	4
rime_N	8
Rimocheron_N	1
rinceau_N	1
riote_N	2
Riou_N	1
ripeux_Adj	1
Riquier_N	6
rire_N	2
ris_N	10
rivage_N	4
rive_N	1
Rivier_N	1
rivière_N	14
Riviers_N	1
Roalt_N	2
robe_N	15
roberie_N	2
Robert_N	4
robeur_N	1
Robichon_N	1
Robin_N	12
Robinet_N	2
Robués_N	1
roc_N	6
roche_N	3
rocher_N	4
Roenel_N	2
rogneux_Adj	2
rognon_N	1
rognure_N	2
Rohais=Édesse_N	5
roi_N	517
Roie_N	2
roit_Adj	1
Roland_N	3
rôlet_N	1
Romadample_N	3
romain_Adj	13
romain_N	1
roman_N	8
Romanie_N	2
Rome_N	41
ronci_N	2
roncin_N	1
rond_Adj	11
ronde_Adj	1
rondeau_N	5
ros_N	1
rose_N	10
rosée_N	1
rosin_Adj	1
Rosnel_N	1
Rostement_N	1
Rostemont_N	1
rôt_N	2
rote2_N	1
Rotelande_N	1
Rou_N	34
roué_Adj	1
roue_N	26
Rouen_N	2
rouge_Adj	9
Roumanie_N	1
roupieux_Adj	1
Rousse_N	1
rousset_Adj	1
route_N	7
roux_Adj	3
rovaison_N	1
rovent_Adj	1
royal_Adj	12
royaume_N	19
royauté_N	1
ru_N	1
rubeste_Adj	3
rubis_N	4
rude_Adj	8
rudesse_N	3
rue_N	10
Rueil_N	1
Ruel_N	1
ruelle_N	3
ruiotel_N	1
ruisseau_N	2
ruisselet_N	1
ruiste_Adj	1
rusé_Adj	1
rustre_Adj	1
Sabine_N	1
sable2_N	1
sablon_N	4
sac_N	9
sachet_N	2
sacrement_N	5
sacrifice_N	5
sacristain_N	16
sade_Adj	2
sadinet_Adj	1
saeculum_N	1
sage_Adj	134
sage_N	1
sagesse_N	1
sagremor_N	1
saie_N	1
sain_Adj	20
Sains_N	1
saint_Adj	330
saint_N	2
saintisme_Adj	6
saintuaire_N	3
saisine_N	4
saisne_Adj	1
saisne_N	3
saison_N	18
salade_N	2
Salatri_N	1
sale_Adj	1
Salins_N	1
salle_N	19
Salomon_N	3
salpêtre_N	1
Saluces_N	1
salut_N	14
salutaire_Adj	1
Salutes_N	1
salvation_N	1
samadi_N	1
Samarie_N	1
samedi_N	3
samit_N	3
Samuel_N	2
sanctus_Adj	2
sang_N	29
sanglant_Adj	7
sanglier_Adj	1
sanglier_N	3
sanguin_Adj	1
Sanson_N	2
santé_N	20
santif_Adj	1
saphir_N	2
sapience_N	8
sapin_N	1
Sarah_N	1
Sarpetus_N	1
sarrasin_N	14
sarrasinois_Adj	2
sarrasinois_N	1
satan_N	5
Satan_N	3
satanas_N	1
Satanas_N	3
satisfaction_N	1
Saturnard_N	1
Saturne_N	1
sauce_N	2
sauf_Adj	4
sauf-conduit_N	1
saumon_N	1
saut_N	3
sauteur_N	1
sauvage_Adj	9
sauvement_N	7
sauveté_N	5
sauveur_N	4
sauz_N	1
savance_N	1
Savari_N	2
savate_N	2
savetier_N	1
saveur_N	7
savoir_N	20
savourable_Adj	1
savoureux_Adj	3
Saxonie_N	1
sayette_N	2
sceau_N	10
scelleur_N	1
science_N	29
scion_N	1
Scipion_N	1
Scipions_N	1
Scythie_N	1
sec_Adj	9
sèche_Adj	1
séchon_N	1
second_Adj	9
secourable_Adj	1
secours_N	26
secret_Adj	1
secret_N	5
sédition_N	1
Seguin_N	1
seigneur_N	230
seigneurage_N	4
seigneuri_Adj	1
seigneurie_N	27
seigneuriement_N	1
seigneurieux_Adj	1
seine_N	1
Seine_N	1
séjour__N	1
séjour_N	23
sel_N	6
selle_N	16
Sellentois_N	1
Selve_N	1
semaine_N	11
semblable_Adj	6
semblance_N	11
semblant_N	43
semblée_N	1
semelle_N	2
semence_N	6
Semiramis_N	1
semonce_N	1
sempiternel_Adj	1
sen_N	1
sénat_N	1
sénateur_N	2
sené_Adj	9
sénéchal_N	26
senestre_Adj	19
Senlis_N	1
senoec_N	1
sens_Adj	1
sens_N	97
Sens_N	3
sensible_Adj	2
sent_N	3
sente_N	3
sentement_N	5
sentence_N	9
sentier_N	10
septentrion_N	2
septième_Adj	1
sépulcre_N	13
sépulture_N	1
Séquard_N	6
séraphin_N	1
serein_Adj	1
serf_N	14
sergent_N	21
seri_Adj	5
serment_N	15
sermon_N	17
serpe_N	1
serpent_N	5
serpentin_Adj	2
serpentine_N	1
serre_N	4
servage_N	5
servagier_N	1
servant_N	8
servante_N	1
serve_N	4
service_N	51
serviteur_N	9
servitume_N	1
setier_N	1
seuil_N	1
seul_Adj	101
seulet_Adj	1
seurance_N	1
Sewin_N	3
sexe_N	2
Sicile_N	8
Sidoain_N	1
sié_N	2
siècle_N	27
siège_N	9
sien_Adj	14
sigle_N	2
signacle_N	1
signe_N	9
signifiance_N	2
signifiant_N	1
signification_N	1
sigognole_N	1
silence_N	3
silete_N	1
Silocien_N	1
Siméon_N	1
similitude_N	1
Simon_N	6
simonie_N	2
simple_Adj	8
simplesse_N	5
Sindemias_N	1
singe_N	2
singulier_Adj	3
sinople_N	1
Sion_N	1
sire_N	329
Sis_N	1
sixième_Adj	1
sodomite_N	1
soeur_N	52
soie_N	4
soif_N	10
soignantage_N	1
soigne2_N	1
soigneusement_N	1
soigneux_Adj	1
soin_N	16
soir_N	30
Soissons_N	12
soldée_N	2
sole_N	1
soleil_N	31
solenne_Adj	1
solennel_Adj	1
solennité_N	1
solier_N	1
somme_N	17
somme3_N	1
sommeil_N	1
Sommeilleux_N	1
sommeler_Adj	1
sommet_N	1
sommier_N	3
somptueux_Adj	3
son_Adj	9
son_N	8
son3_N	5
son4_Adj	66
songe_N	9
sonnage_N	1
sonnerie_N	1
sonnette_N	1
sor_Adj	9
sorcerie_N	1
sorcière_N	1
sordois_Adj	1
sordois_N	2
sore_Adj	1
sort_N	18
sorte_N	2
sot_Adj	16
sotie_N	1
sottinois_N	1
sou_N	15
souche_N	1
souci_N	7
soucie_N	1
soudain_Adj	1
soudain_N	1
soudan_N	3
soudard_N	1
soudoyer_N	2
souef_Adj	6
souffle_N	1
souffrance_N	3
souffreteux_Adj	1
soufre_N	1
sougit_N	3
souhait_N	2
souillon_N	1
soûl_Adj	2
soulas_N	14
soulier_N	18
Soumillon_N	1
soupçon_N	2
soupçonneux_Adj	1
soupe_N	4
souper_N	3
soupir_N	5
source_N	1
sourcil_N	4
sourd_N	1
souris2_N	1
souspois_N	1
soute_N	1
soutenance_N	2
soutif_Adj	2
soutiveté_N	1
souvenance_N	5
souvenir_N	1
souvent_Adj	3
souverain_Adj	19
souverain_N	1
souvin_Adj	2
souvin_N	1
sphérique_Adj	1
spiritus_N	2
stabilité_N	1
stature_N	6
stérilité_N	1
STOP_N	1
Strigonie=Esztergom_N	1
su_N	1
suatime_Adj	1
suavet_Adj	1
subside_N	1
substance_N	5
substancieux_Adj	1
subtil_Adj	17
subtilité_N	2
successeur_N	1
succession_N	1
sud_N	1
sue_N	1
Suède_N	3
sueur_N	6
suffire_Adj	1
suffisance_N	2
suffrage_N	1
suite_N	1
sujet_N	9
sujétion_N	1
sulent_Adj	1
Sulie_N	1
sum_N	1
support_N	1
sûr_Adj	31
sur2_Adj	1
surcelle_N	1
sûreté_N	2
surfait_N	1
surgeon_N	2
surnom_N	2
surplus_N	7
surselle_N	1
sûrtance_N	1
sustentement_N	1
syllogisme_N	1
Syrie_N	3
tabard_N	2
table_N	26
tableau_N	1
tablier_N	2
tache_N	4
tâche_N	1
tachelé_Adj	1
tacon_N	2
Tafur_N	1
taille_N	4
Taillefer_N	2
Taillevant_N	1
taisson_N	2
talent_N	38
talmouse_N	1
talon_N	3
tambour_N	1
tambre_N	1
tance_N	1
tanceur_Adj	1
tançon_N	7
Tangret_N	1
tantinet_N	1
tapecul_N	1
Tardieu_N	1
tardif_Adj	1
targe_N	5
Tarrenne_N	1
tarte_N	1
tas_N	2
tatin_N	2
taur_N	3
taureau_N	2
taverne_N	1
tavernier_N	1
teigneux_Adj	1
teille_N	2
teint_N	1
tel_Adj	401
témoignage_N	2
témoin_N	6
tempesté_N	1
tempête_N	5
temple_N	5
Temple_N	1
templum_N	1
temporel_Adj	1
temprure_N	1
temps_N	156
tenant_N	1
tendre_Adj	8
ténèbres_N	3
ténébreur_N	1
ténébreux_Adj	4
ténébrosité_N	1
tentation_N	5
tente_N	4
terme_N	22
Termes_N	1
termine_N	2
terne3_N	1
terre_Adj	1
terre_N	306
terrer_N	1
terrestre_Adj	7
terrible_Adj	3
terrien_Adj	6
terrienne_Adj	1
terrin_Adj	1
territoire_N	1
tertre_N	1
Tervagant_N	6
test_N	1
testament_N	5
testimonie_N	1
tête_N	40
têtière_N	1
tétin_N	1
tette_N	1
têtu_Adj	1
texte_N	1
Thamar_N	1
Thessalie_N	1
Thétys_Adj	1
Thibaut_N	3
Thibert_N	1
Thierry_N	1
Tholomé_N	1
Thomas_N	6
Tibériade_N	1
Tibert_N	3
Tibre_N	2
Tiécelin_N	1
tien_Adj	6
tierce_Adj	3
tiers_Adj	19
tigel_N	2
timbois_N	1
timbre_N	1
Timer_N	4
tiois_Adj	1
tiois_N	2
tirant_N	1
tire_N	6
tison_N	1
tissu_N	1
Tite_N	1
titre_N	4
Titus_N	1
toenart_N	5
toile_N	1
toise_N	1
toison_N	3
toit_N	1
toitel_N	1
tombe_N	1
ton_Adj	4
ton_N	2
ton2_Adj	13
ton2_N	1
tonne_N	1
tonneau_N	3
tonnelet_N	1
tonnerre_N	1
tonsure_N	2
toque_N	1
torchon_N	2
Tori_N	1
tort_Adj	1
tort_N	43
Toscane_N	2
total_Adj	1
touaille_N	3
toudis_N	1
tour_N	37
tour3_N	7
Touraine_N	1
tourbe_N	7
tourbillon_N	1
tourment_N	19
tourmente_N	1
tourmenteur_N	2
tournement_N	1
tournis_Adj	1
tournoi_N	9
tournoiement_N	3
tournois_Adj	2
tournois_N	1
tourte_N	1
tourteau_N	1
toux_N	2
trace_N	5
tragédie_N	1
trahison_N	20
train_N	1
trait_N	7
traiteur_N	2
traitif_Adj	1
traitiz_Adj	1
traître_Adj	5
traître_N	27
Tran_N	1
transitoire_Adj	1
travail_N	15
travers_N	4
Travers_N	39
tref_N	16
treille_N	2
tremble_N	1
tremeleur_N	2
trépas_N	3
trépassement_N	1
très.beau_Adj	1
très.bon_Adj	4
très.cher_Adj	1
très.doux_Adj	6
très.fou_Adj	1
très.gracieux_Adj	3
très.long_Adj	1
très.pesant_Adj	1
trésor_N	38
trésorière_N	1
tresse_N	1
trestour_N	1
tréteau_N	1
treü_N	2
trêve_N	4
Trêves_N	1
tricherie_N	5
tricheur_N	2
trine_Adj	1
trinité_N	4
