wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,ref
762,81,2,",",",",81,Pnc,Pnc,",",,PUNCT,"HugCap, v. 81"
763,81,3,or,or,81,Adv,Adv,or2,/V\,ADV,"HugCap, v. 81"
764,81,4,escoutez,escoutez,81,Vpp,Vpp,écouter,/V\.C/V\.'C/V\,VERB,"HugCap, v. 81"
765,81,5,pour,pour,81,Pre,Pre,pour,C/V\,ADP,"HugCap, v. 81"
766,81,6,dieu,dieu,81,N,N,dieu,C/V\,NOUN,"HugCap, v. 81"
767,81,7,et,et,81,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 81"
768,81,8,pour,pour,81,Pre,Pre,pour,C/V\,ADP,"HugCap, v. 81"
769,81,9,sen,sen,81,Det,Det,son4,C/V\,DET,"HugCap, v. 81"
770,81,10,non,non,81,N,N,nom,C/V\,NOUN,"HugCap, v. 81"
771,81,11,",",",",81,Pnc,Pnc,",",,PUNCT,"HugCap, v. 81"
772,82,1,chi,chi,82,Adv,Adv,ci,C/V\,ADV,"HugCap, v. 82"
773,82,2,puet,puet,82,Vfin,Vfin,pouvoir2,C/V\,VERB,"HugCap, v. 82"
774,82,3,on,on,82,Prn,Prn%,on,/V\,PRON,"HugCap, v. 82"
775,82,4,avoir,avoir,82,Vinf,Vinf,avoir,/V\.'C/V\,VERB,"HugCap, v. 82"
776,82,5,joie,joie,82,N,N,joie,'C/V\./(e)\,NOUN,"HugCap, v. 82"
777,82,6,et,et,82,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 82"
778,82,7,consolasion,consolasion,82,N,N,consolation,C/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 82"
779,83,1,a,a,83,Pre,Pre,à,/V\,ADP,"HugCap, v. 83"
780,83,2,oïr,oïr,83,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,"HugCap, v. 83"
781,83,3,raconter,raconter,83,Vinf,Vinf,raconter,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 83"
782,83,4,le,le,83,Det,Det,le,C/(e)\,DET,"HugCap, v. 83"
783,83,5,vie,vie,83,N,N,vie,'C/V\./(e)\,NOUN,"HugCap, v. 83"
784,83,6,de,de,83,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 83"
785,83,7,huon,huon,83,N,N,Hugues,C/V\.'C/V\,NOUN,"HugCap, v. 83"
786,83,8,.,.,83,Pnc,Pnc,.,,PUNCT,"HugCap, v. 83"
787,84,1,je,je,84,Prn,Prn$,je,C/(e)\,PRON,"HugCap, v. 84"
788,84,2,vous,vous,84,Prn,Prn$$,vous,C/V\,PRON,"HugCap, v. 84"
789,84,3,ay,ay,84,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 84"
790,84,4,par,par,84,Pre,Pre,par,C/V\,ADP,"HugCap, v. 84"
791,84,5,devant,devant,84,PrA,PrA,devant,C/V\.'C/V\,ADV,"HugCap, v. 84"
792,84,6,fait,fait,84,Vfin,Vfin,faire,C/V\,VERB,"HugCap, v. 84"
793,84,7,amentasion,amentasion,84,N,N,amentation,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 84"
794,85,1,coment,coment,85,Qux,Qux,comment,C/V\.'C/V\,ADV,"HugCap, v. 85"
795,85,2,huëz,huëz,85,N,N,Hugues,'C/V\./e\,NOUN,"HugCap, v. 85"
796,85,3,party,party,85,Vpp,Vpp,partir,C/V\.'C/V\,VERB,"HugCap, v. 85"
797,85,4,hors,hors,85,PrA,PrA,hors,C/V\,ADV,"HugCap, v. 85"
798,85,5,de,de,85,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 85"
799,85,6,se,se,85,Det,Det,son4,C/(e)\,DET,"HugCap, v. 85"
800,85,7,nasion,nasion,85,N,N,nation,C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 85"
801,85,8,:,:,85,Pnc,Pnc,:,,PUNCT,"HugCap, v. 85"
802,86,1,le,le,86,Det,Det,le,C/(e)\,DET,"HugCap, v. 86"
803,86,2,sien,sien,86,Adj,Adj,son4,C/V\,ADJ,"HugCap, v. 86"
804,86,3,ot,ot,86,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 86"
805,86,4,despendu,despendu,86,Vpp,Vpp,dépendre,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 86"
806,86,5,et,et,86,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 86"
807,86,6,rien,rien,86,N,N,rien,C/V\,PROPN|NOUN,"HugCap, v. 86"
808,86,7,ne,ne,86,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 86"
809,86,8,ly,ly,86,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 86"
810,86,9,deut,deut,86,Vfin,Vfin,devoir2,C/V\,VERB,"HugCap, v. 86"
811,86,10,on,on,86,Prn,Prn$,on,/V\,PRON,"HugCap, v. 86"
812,86,11,;,;,86,Pnc,Pnc,;,,PUNCT,"HugCap, v. 86"
813,87,1,ver,ver,87,Pre,Pre,vers2,C/V\,ADP,"HugCap, v. 87"
814,87,2,paris,paris,87,N,N,Paris,C/V\.'C/V\,NOUN,"HugCap, v. 87"
815,87,3,s',s',87,Prn,Prn$$,se,C/\,PRON,"HugCap, v. 87"
816,87,4,en,en,87,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 87"
817,87,5,ala,ala,87,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 87"
818,87,6,ly,ly,87,Det,Det,le,C/V\,DET,"HugCap, v. 87"
819,87,7,enfëz,enfëz,87,N,N,enfant,'/V\.C/e\,NOUN,"HugCap, v. 87"
820,87,8,de,de,87,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 87"
821,87,9,renon,renon,87,N,N,renom,C/V\.'C/V\,NOUN,"HugCap, v. 87"
822,88,1,montét,montét,88,Vpp,Vpp,monter,C/V\.'C/V\,VERB,"HugCap, v. 88"
823,88,2,sur,sur,88,PrA,PrA,sur,C/V\,ADP,"HugCap, v. 88"
824,88,3,ung,ung,88,QIs,QIs,un,/V\,DET,"HugCap, v. 88"
825,88,4,cheval,cheval,88,N,N,cheval,C/V\.'C/V\,NOUN,"HugCap, v. 88"
826,88,5,qu',qu',88,Qux,Qux,que,C/\,PRON,"HugCap, v. 88"
827,88,6,il,il,88,Prn,Prn$,il,/V\,PRON,"HugCap, v. 88"
828,88,7,avoit,avoit,88,Vfin,Vfin,avoir,/V\.'C/V\,VERB,"HugCap, v. 88"
829,88,8,bel,bel,88,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 88"
830,88,9,et,et,88,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 88"
831,88,10,bon,bon,88,Adj,Adj,bon,C/V\,ADJ,"HugCap, v. 88"
832,88,11,.,.,88,Pnc,Pnc,.,,PUNCT,"HugCap, v. 88"
833,89,1,tant,tant,89,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 89"
834,89,2,fist,fist,89,Vfin,Vfin,faire,C/V\,VERB,"HugCap, v. 89"
835,89,3,ly,ly,89,Det,Det,le,C/V\,DET,"HugCap, v. 89"
836,89,4,damoisiaulz,damoisiaulz,89,N,N,damoiseau,C/V\.C/V\.'C/V\,NOUN,"HugCap, v. 89"
837,89,5,a,a,89,Pre,Pre,à,/V\,ADP,"HugCap, v. 89"
838,89,6,le,le,89,Det,Det,le,C/(e)\,DET,"HugCap, v. 89"
839,89,7,clere,clere,89,Adj,Adj,clair,'C/V\.C/(e)\,ADJ,"HugCap, v. 89"
840,89,8,fachon,fachon,89,N,N,façon,C/V\.'C/V\,NOUN,"HugCap, v. 89"
841,90,1,qu',qu',90,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 90"
842,90,2,en,en,90,Pre,Pre,en,/V\,ADP,"HugCap, v. 90"
843,90,3,paris,paris,90,N,N,Paris,C/V\.'C/V\,NOUN,"HugCap, v. 90"
844,90,4,est,est,90,Vfin,Vfin,être,/V\,VERB,"HugCap, v. 90"
845,90,5,entrez,entrez,90,Vpp,Vpp,entrer,/V\.'C/V\,VERB,"HugCap, v. 90"
846,90,6,",",",",90,Pnc,Pnc,",",,PUNCT,"HugCap, v. 90"
847,90,7,le,le,90,Det,Det,le,C/(e)\,DET,"HugCap, v. 90"
848,90,8,chité,chité,90,N,N,cité,C/V\.'C/V\,NOUN,"HugCap, v. 90"
849,90,9,de,de,90,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 90"
850,90,10,renon,renon,90,N,N,renom,C/V\.'C/V\,NOUN,"HugCap, v. 90"
851,90,11,;,;,90,Pnc,Pnc,;,,PUNCT,"HugCap, v. 90"
852,91,1,la,la,91,Adv,Adv,là,C/V\,ADV,"HugCap, v. 91"
853,91,2,demanda,demanda,91,Vfin,Vfin,demander,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 91"
854,91,3,l',l',91,Det,Det,le,C/\,DET,"HugCap, v. 91"
855,91,4,ostel,ostel,91,N,N,hôtel,/V\.'C/V\,NOUN,"HugCap, v. 91"
856,91,5,du,du,91,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,"HugCap, v. 91"
857,91,6,fran,fran,91,Adj,Adj,franc2,C/V\,ADJ,"HugCap, v. 91"
858,91,7,bouchier,bouchier,91,N,N,boucher,C/V\.'C/V\,PROPN|NOUN,"HugCap, v. 91"
859,91,8,simon,simon,91,N,N,Simon,C/V\.'C/V\,NOUN,"HugCap, v. 91"
860,92,1,qui,qui,92,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 92"
861,92,2,estoit,estoit,92,Vfin,Vfin,être,/V\.'C/V\,VERB,"HugCap, v. 92"
862,92,3,ly,ly,92,Det,Det,le,C/V\,DET,"HugCap, v. 92"
863,92,4,sien,sien,92,Adj,Adj,son4,C/V\,ADJ,"HugCap, v. 92"
864,92,5,onclëz,onclëz,92,N,N,oncle,'/V\.C/e\,NOUN,"HugCap, v. 92"
865,92,6,de,de,92,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 92"
866,92,7,droite,droite,92,Adj,Adj,droit2,'C/V\.C/(e)\,ADJ,"HugCap, v. 92"
867,92,8,estrasion,estrasion,92,N,N,extraction,/V\.C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 92"
868,92,9,:,:,92,Pnc,Pnc,:,,PUNCT,"HugCap, v. 92"
869,93,1,frerëz,frerëz,93,N,N,frère,'C/V\.C/e\,PROPN|NOUN,"HugCap, v. 93"
870,93,2,fu,fu,93,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 93"
871,93,3,a,a,93,Pre,Pre,à,/V\,ADP,"HugCap, v. 93"
872,93,4,se,se,93,Det,Det,son4,C/(e)\,DET,"HugCap, v. 93"
873,93,5,mere,mere,93,N,N,mère,'C/V\.C/(e)\,NOUN,"HugCap, v. 93"
874,93,6,et,et,93,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 93"
875,93,7,fieux,fieux,93,N,N,fils,C/V\,NOUN,"HugCap, v. 93"
876,93,8,a,a,93,Pre,Pre,à,/V\,ADP,"HugCap, v. 93"
877,93,9,sen,sen,93,Det,Det,son4,C/V\,DET,"HugCap, v. 93"
878,93,10,taion,taion,93,N,N,tayon,C/V\.'C/V\,NOUN,"HugCap, v. 93"
879,93,11,;,;,93,Pnc,Pnc,;,,PUNCT,"HugCap, v. 93"
880,94,1,il,il,94,Prn,Prn$,il,/V\,PRON,"HugCap, v. 94"
881,94,2,n',n',94,Neg,Neg$$,ne,C/\,ADV,"HugCap, v. 94"
882,94,3,avoit,avoit,94,Vfin,Vfin,avoir,/V\.'C/V\,VERB,"HugCap, v. 94"
883,94,4,plus,plus,94,Adv,Adv,plus,C/V\,ADV,"HugCap, v. 94"
884,94,5,rique,rique,94,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,"HugCap, v. 94"
885,94,6,homme,homme,94,N,N,homme,'/V\.C/(e)\,NOUN,"HugCap, v. 94"
886,94,7,en,en,94,Pre,Pre,en,/V\,ADP,"HugCap, v. 94"
887,94,8,le,le,94,Det,Det,le,C/(e)\,DET,"HugCap, v. 94"
888,94,9,cité,cité,94,N,N,cité,C/V\.'C/V\,NOUN,"HugCap, v. 94"
889,94,10,de,de,94,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 94"
890,94,11,non,non,94,N,N,nom,C/V\,NOUN,"HugCap, v. 94"
891,94,12,.,.,94,Pnc,Pnc,.,,PUNCT,"HugCap, v. 94"
892,95,1,tant,tant,95,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 95"
893,95,2,a,a,95,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 95"
894,95,3,huëz,huëz,95,N,N,Hugues,'C/V\./e\,PROPN|NOUN,"HugCap, v. 95"
895,95,4,allé,allé,95,Vpp,Vpp,aller,/V\.'C/V\,VERB,"HugCap, v. 95"
896,95,5,qu',qu',95,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 95"
897,95,6,il,il,95,Prn,Prn$,il,/V\,PRON,"HugCap, v. 95"
898,95,7,vint,vint,95,Vfin,Vfin,venir,C/V\,VERB,"HugCap, v. 95"
899,95,8,a,a,95,Pre,Pre,à,/V\,ADP,"HugCap, v. 95"
900,95,9,se,se,95,Det,Det,son4,C/(e)\,DET,"HugCap, v. 95"
901,95,10,meison,meison,95,N,N,maison,C/V\.'C/V\,NOUN,"HugCap, v. 95"
902,95,11,",",",",95,Pnc,Pnc,",",,PUNCT,"HugCap, v. 95"
903,96,1,son,son,96,Det,Det,son4,C/V\,DET,"HugCap, v. 96"
904,96,2,oncle,oncle,96,N,N,oncle,'/V\.C/(e)\,NOUN,"HugCap, v. 96"
905,96,3,salua,salua,96,Vfin,Vfin,saluer,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 96"
906,96,4,d',d',96,Pre,Pre,de,C/\,ADP,"HugCap, v. 96"
907,96,5,umble,umble,96,Adj,Adj,humble,'/V\.C/(e)\,ADJ,"HugCap, v. 96"
908,96,6,condision,condision,96,N,N,condition,C/V\.C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 96"
909,97,1,et,et,97,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 97"
910,97,2,ly,ly,97,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 97"
911,97,3,dit,dit,97,Vfin,Vfin,dire,C/V\,VERB,"HugCap, v. 97"
912,97,4,son,son,97,Det,Det,son4,C/V\,DET,"HugCap, v. 97"
913,97,5,estat,estat,97,N,N,état,/V\.'C/V\,NOUN,"HugCap, v. 97"
914,97,6,",",",",97,Pnc,Pnc,",",,PUNCT,"HugCap, v. 97"
915,97,7,adont,adont,97,Adv,Adv,adonc,/V\.'C/V\,ADV,"HugCap, v. 97"
916,97,8,le,le,97,Prn,Prn$$,le,C/(e)\,PRON,"HugCap, v. 97"
917,97,9,congnut,congnut,97,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,"HugCap, v. 97"
918,97,10,on,on,97,Prn,Prn%,on,/V\,PRON,"HugCap, v. 97"
919,97,11,.,.,97,Pnc,Pnc,.,,PUNCT,"HugCap, v. 97"
920,98,1,adont,adont,98,Adv,Adv,adonc,/V\.'C/V\,ADV,"HugCap, v. 98"
921,98,2,fu,fu,98,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 98"
922,98,3,festiiez,festiiez,98,Vpp,Vpp,festoyer,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 98"
923,98,4,de,de,98,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 98"
924,98,5,moult,moult,98,QIs,QIs,moult,C/V\,ADV,"HugCap, v. 98"
925,98,6,simple,simple,98,Adj,Adj,simple,'C/V\.C/(e)\,ADJ,"HugCap, v. 98"
926,98,7,raison,raison,98,N,N,raison,C/V\.'C/V\,NOUN,"HugCap, v. 98"
927,98,8,:,:,98,Pnc,Pnc,:,,PUNCT,"HugCap, v. 98"
928,99,1,«,«,99,Pnc,Pnc,«,,PUNCT,"HugCap, v. 99"
929,99,2,biaus,biaus,99,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 99"
930,99,3,niez,niez,99,N,N,neveu,C/V\,NOUN,"HugCap, v. 99"
931,99,4,",",",",99,Pnc,Pnc,",",,PUNCT,"HugCap, v. 99"
932,99,5,dist,dist,99,Vfin,Vfin,dire,C/V\,VERB,"HugCap, v. 99"
933,99,6,ly,ly,99,Det,Det,le,C/V\,DET,"HugCap, v. 99"
934,99,7,bourgois,bourgois,99,N,N,bourgeois,C/V\.'C/V\,NOUN,"HugCap, v. 99"
935,99,8,",",",",99,Pnc,Pnc,",",,PUNCT,"HugCap, v. 99"
936,99,9,foy,foy,99,N,N,foi,C/V\,NOUN,"HugCap, v. 99"
937,99,10,que,que,99,Qux,Qux,que,C/(e)\,PRON,"HugCap, v. 99"
938,99,11,nous,nous,99,Prn,Prn$,nous,C/V\,PRON,"HugCap, v. 99"
939,99,12,vo,vo,99,Prn,Prn$$,vous,C/V\,PRON,"HugCap, v. 99"
940,99,13,devon,devon,99,Vfin,Vfin,devoir2,C/V\.'C/V\,VERB,"HugCap, v. 99"
941,99,14,",",",",99,Pnc,Pnc,",",,PUNCT,"HugCap, v. 99"
942,100,1,point,point,100,Neg,Neg,point2,C/V\,ADV,"HugCap, v. 100"
943,100,2,ne,ne,100,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 100"
944,100,3,tenez,tenez,100,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,"HugCap, v. 100"
945,100,4,l',l',100,Det,Det,le,C/\,DET,"HugCap, v. 100"
946,100,5,estat,estat,100,N,N,état,/V\.'C/V\,NOUN,"HugCap, v. 100"
947,100,6,vo,vo,100,Det,Det,votre,C/V\,DET,"HugCap, v. 100"
948,100,7,pere,pere,100,N,N,père,'C/V\.C/(e)\,NOUN,"HugCap, v. 100"
949,100,8,le,le,100,Det,Det,le,C/(e)\,DET,"HugCap, v. 100"
950,100,9,baron,baron,100,N,N,baron,C/V\.'C/V\,NOUN,"HugCap, v. 100"
951,100,10,",",",",100,Pnc,Pnc,",",,PUNCT,"HugCap, v. 100"
952,101,1,car,car,101,Crd,Crd,car,C/V\,CCONJ,"HugCap, v. 101"
953,101,2,quant,quant,101,Sub,Sub,quand,C/V\,SCONJ,"HugCap, v. 101"
954,101,3,il,il,101,Prn,Prn$,il,/V\,PRON,"HugCap, v. 101"
955,101,4,me,me,101,Prn,Prn$$,me,C/(e)\,PRON,"HugCap, v. 101"
956,101,5,venoit,venoit,101,Vfin,Vfin,venir,C/V\.'C/V\,VERB,"HugCap, v. 101"
957,101,6,veïr,veïr,101,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,"HugCap, v. 101"
958,101,7,en,en,101,Pre,Pre,en,/V\,ADP,"HugCap, v. 101"
959,101,8,me,me,101,Det,Det,mon,C/(e)\,DET,"HugCap, v. 101"
960,101,9,maison,maison,101,N,N,maison,C/V\.'C/V\,NOUN,"HugCap, v. 101"
961,101,10,",",",",101,Pnc,Pnc,",",,PUNCT,"HugCap, v. 101"
962,102,1,il,il,102,Prn,Prn$,il,/V\,PRON,"HugCap, v. 102"
963,102,2,maintenoit,maintenoit,102,Vfin,Vfin,maintenir,C/V\.C/e\.'C/V\,VERB,"HugCap, v. 102"
964,102,3,estat,estat,102,N,N,état,/V\.'C/V\,NOUN,"HugCap, v. 102"
965,102,4,et,et,102,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 102"
966,102,5,gracieus,gracieus,102,Adj,Adj,gracieux,C/V\.C/{V}\.'/V\,ADJ,"HugCap, v. 102"
967,102,6,et,et,102,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 102"
968,102,7,bon,bon,102,Adj,Adj,bon,C/V\,ADJ,"HugCap, v. 102"
969,102,8,.,.,102,Pnc,Pnc,.,,PUNCT,"HugCap, v. 102"
970,103,1,-,-,103,Pnc,Pnc,-,,PUNCT,"HugCap, v. 103"
971,103,2,biaus,biaus,103,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 103"
972,103,3,onclëz,onclëz,103,N,N,oncle,'/V\.C/e\,NOUN,"HugCap, v. 103"
973,103,4,",",",",103,Pnc,Pnc,",",,PUNCT,"HugCap, v. 103"
974,103,5,dist,dist,103,Vfin,Vfin,dire,C/V\,VERB,"HugCap, v. 103"
975,103,6,huon,huon,103,N,N,Hugues,C/V\.'C/V\,NOUN,"HugCap, v. 103"
976,103,7,",",",",103,Pnc,Pnc,",",,PUNCT,"HugCap, v. 103"
977,103,8,assez,assez,103,Adv,Adv,assez,/V\.'C/V\,ADV,"HugCap, v. 103"
978,103,9,fait,fait,103,Vpp,Vpp,faire,C/V\,VERB,"HugCap, v. 103"
979,103,10,en,en,103,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 103"
980,103,11,avon,avon,103,Vfin,Vfin,avoir,/V\.'C/V\,VERB,"HugCap, v. 103"
981,103,12,",",",",103,Pnc,Pnc,",",,PUNCT,"HugCap, v. 103"
982,104,1,trezpassez,trezpassez,104,Vpp,Vpp,trépasser,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 104"
983,104,2,est,est,104,Vfin,Vfin,être,/V\,VERB,"HugCap, v. 104"
984,104,3,mon,mon,104,Det,Det,mon,C/V\,DET,"HugCap, v. 104"
985,104,4,pere,pere,104,N,N,père,'C/V\.C/(e)\,NOUN,"HugCap, v. 104"
986,104,5,",",",",104,Pnc,Pnc,",",,PUNCT,"HugCap, v. 104"
987,104,6,dieu,dieu,104,N,N,dieu,C/V\,PROPN,"HugCap, v. 104"
988,104,7,ly,ly,104,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 104"
989,104,8,fache,fache,104,Vfin,Vfin,faire,'C/V\.C/(e)\,VERB,"HugCap, v. 104"
990,104,9,pardon,pardon,104,N,N,pardon,C/V\.'C/V\,NOUN,"HugCap, v. 104"
991,104,10,!,!,104,Pnc,Pnc,!,,PUNCT,"HugCap, v. 104"
992,105,1,grant,grant,105,Adj,Adj,grand,C/V\,ADJ,"HugCap, v. 105"
993,105,2,tresor,tresor,105,N,N,trésor,C/V\.'C/V\,NOUN,"HugCap, v. 105"
994,105,3,me,me,105,Prn,Prn$$,me,C/(e)\,PRON,"HugCap, v. 105"
995,105,4,laissa,laissa,105,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,"HugCap, v. 105"
996,105,5,et,et,105,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 105"
997,105,6,de,de,105,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 105"
998,105,7,terre,terre,105,N,N,terre,'C/V\.C/(e)\,NOUN,"HugCap, v. 105"
999,105,8,a,a,105,Pre,Pre,à,/V\,ADP,"HugCap, v. 105"
1000,105,9,foison,foison,105,N,N,foison,C/V\.'C/V\,NOUN,"HugCap, v. 105"
1001,105,10,.,.,105,Pnc,Pnc,.,,PUNCT,"HugCap, v. 105"
1002,106,1,or,or,106,Adv,Adv,or2,/V\,ADV,"HugCap, v. 106"
1003,106,2,m',m',106,Prn,Prn$$,me,C/\,PRON,"HugCap, v. 106"
1004,106,3,a,a,106,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 106"
1005,106,4,tenu,tenu,106,Vpp,Vpp,tenir,C/V\.'C/V\,VERB,"HugCap, v. 106"
1006,106,5,jonesse,jonesse,106,N,N,jeunesse,C/V\.'C/V\.C/(e)\,NOUN,"HugCap, v. 106"
1007,106,6,en,en,106,Pre,Pre,en,/V\,ADP,"HugCap, v. 106"
1008,106,7,se,se,106,Det,Det,son4,C/(e)\,DET,"HugCap, v. 106"
1009,106,8,pocession,pocession,106,N,N,possession,C/V\.C/V\.C/{V}\.'/V\,NOUN,"HugCap, v. 106"
1010,106,9,",",",",106,Pnc,Pnc,",",,PUNCT,"HugCap, v. 106"
1011,107,1,j',j',107,Prn,Prn$,je,C/\,PRON,"HugCap, v. 107"
1012,107,2,ay,ay,107,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 107"
1013,107,3,eu,eu,107,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,"HugCap, v. 107"
1014,107,4,une,une,107,QIs,QIs,un,'/V\.C/(e)\,DET,"HugCap, v. 107"
1015,107,5,anee,anee,107,N,N,année,/V\.'C/V\./(e)\,VERB,"HugCap, v. 107"
1016,107,6,de,de,107,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 107"
1017,107,7,trez,trëz,107,Adv,Adv,très,C/V\,NOUN,"HugCap, v. 107"
1018,107,8,bone,bone,107,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,"HugCap, v. 107"
1019,107,9,saison,saison,107,N,N,saison,C/V\.'C/V\,NOUN,"HugCap, v. 107"
1020,107,10,:,:,107,Pnc,Pnc,:,,PUNCT,"HugCap, v. 107"
1021,108,1,joustëz,joustëz,108,N,N,joute,'C/V\.C/e\,PROPN|NOUN,"HugCap, v. 108"
1022,108,2,tournois,tournois,108,N,N,tournoi,C/V\.'C/V\,NOUN,"HugCap, v. 108"
1023,108,3,et,et,108,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 108"
1024,108,4,festëz,festëz,108,N,N,fête,'C/V\.C/e\,NOUN,"HugCap, v. 108"
1025,108,5,que,que,108,Qux,Qux,que,C/(e)\,PRON,"HugCap, v. 108"
1026,108,6,sieuvent,sieuvent,108,Vfin,Vfin,suivre,'C/V\.C/e\,VERB,"HugCap, v. 108"
1027,108,7,tout,tout,108,QIs,QIs,tout,C/V\,DET,"HugCap, v. 108"
1028,108,8,ly,ly,108,Det,Det,le,C/V\,DET,"HugCap, v. 108"
1029,108,9,bon,bon,108,Adj,Adj,bon,C/V\,ADJ,"HugCap, v. 108"
1030,108,10,",",",",108,Pnc,Pnc,",",,PUNCT,"HugCap, v. 108"
1031,109,1,j',j',109,Prn,Prn$,je,C/\,PRON,"HugCap, v. 109"
1032,109,2,ay,ay,109,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 109"
1033,109,3,noblement,noblement,109,Adv,Adv,noblement,C/V\.C/e\.'C/V\,ADV,"HugCap, v. 109"
1034,109,4,hanté,hanté,109,Vpp,Vpp,hanter,C/V\.'C/V\,VERB,"HugCap, v. 109"
1035,109,5,",",",",109,Pnc,Pnc,",",,PUNCT,"HugCap, v. 109"
1036,109,6,s',s',109,Adv,Adv,si4,C/\,ADV,"HugCap, v. 109"
1037,109,7,a,a,109,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 109"
1038,109,8,donné,donné,109,Vpp,Vpp,donner,C/V\.'C/V\,VERB,"HugCap, v. 109"
1039,109,9,maint,maint,109,QIs,QIs,maint,C/V\,DET,"HugCap, v. 109"
1040,109,10,biau,biau,109,Adj,Adj,beau,C/V\,ADJ,"HugCap, v. 109"
1041,109,11,don,don,109,N,N,don,C/V\,NOUN,"HugCap, v. 109"
1042,109,12,",",",",109,Pnc,Pnc,",",,PUNCT,"HugCap, v. 109"
1043,110,1,tant,tant,110,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 110"
1044,110,2,que,que,110,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 110"
1045,110,3,j',j',110,Prn,Prn$,je,C/\,PRON,"HugCap, v. 110"
1046,110,4,ay,ay,110,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 110"
1047,110,5,retenu,retenu,110,Vpp,Vpp,retenir,C/V\.C/e\.'C/V\,VERB,"HugCap, v. 110"
1048,110,6,le,le,110,Det,Det,le,C/(e)\,DET,"HugCap, v. 110"
1049,110,7,mains,mains,110,Adv,Adv,moins,C/V\,ADV,"HugCap, v. 110"
1050,110,8,en,en,110,Pre,Pre,en,/V\,ADP,"HugCap, v. 110"
