wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,ref
1645,169,5,tous,tous,169,QIs,QIs,tout,C/V\,ADV,"HugCap, v. 169"
1646,169,6,liez,liez,169,Adj,Adj,lié,C/V\,ADJ,"HugCap, v. 169"
1647,169,7,et,et,169,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 169"
1648,169,8,tous,tous,169,QIs,QIs,tout,C/V\,ADV,"HugCap, v. 169"
1649,169,9,joieus,joieus,169,Adj,Adj,joyeux,C/V\.'C/V\,ADJ,"HugCap, v. 169"
1650,169,10,",",",",169,Pnc,Pnc,",",,PUNCT,"HugCap, v. 169"
1651,170,1,car,car,170,Crd,Crd,car,C/V\,CCONJ,"HugCap, v. 170"
1652,170,2,de,de,170,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 170"
1653,170,3,.ii.,.ii.,170,QIs,QIs,deux,C/V\,NUM,"HugCap, v. 170"
1654,170,4,.c.,.c.,170,QIs,QIs,cent,C/V\,NUM,"HugCap, v. 170"
1655,170,5,florins,florins,170,N,N,florin,C/V\.'C/V\,NOUN,"HugCap, v. 170"
1656,170,6,est,est,170,Vfin,Vfin,être,/V\,VERB,"HugCap, v. 170"
1657,170,7,hauchiez,hauchiez,170,Vpp,Vpp,hausser,C/V\.'C/V\,VERB,"HugCap, v. 170"
1658,170,8,sëz,sëz,170,Det,Det,son4,C/e\,DET,"HugCap, v. 170"
1659,170,9,cateus,cateus,170,N,N,chatel,C/V\.'C/V\,NOUN,"HugCap, v. 170"
1660,170,10,.,.,170,Pnc,Pnc,.,,PUNCT,"HugCap, v. 170"
1661,171,1,tant,tant,171,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 171"
1662,171,2,fu,fu,171,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 171"
1663,171,3,huëz,huëz,171,N,N,Hugues,'C/V\./e\,PROPN|NOUN,"HugCap, v. 171"
1664,171,4,ly,ly,171,Det,Det,le,C/V\,DET,"HugCap, v. 171"
1665,171,5,enfëz,enfëz,171,N,N,enfant,'/V\.C/e\,NOUN,"HugCap, v. 171"
1666,171,6,de,de,171,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 171"
1667,171,7,chevauchier,chevauchier,171,Vinf,Vinf,chevaucher,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 171"
1668,171,8,songneus,songneus,171,Adj,Adj,soigneux,C/V\.'C/V\,ADJ,"HugCap, v. 171"
1669,172,1,qu',qu',172,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 172"
1670,172,2,il,il,172,Prn,Prn$,il,/V\,PRON,"HugCap, v. 172"
1671,172,3,entra,entra,172,Vfin,Vfin,entrer,/V\.'C/V\,VERB,"HugCap, v. 172"
1672,172,4,en,en,172,Pre,Pre,en,/V\,ADP,"HugCap, v. 172"
1673,172,5,hainnau,hainnau,172,N,N,Hainaut,C/V\.'C/V\,NOUN,"HugCap, v. 172"
1674,172,6,",",",",172,Pnc,Pnc,",",,PUNCT,"HugCap, v. 172"
1675,172,7,le,le,172,Det,Det,le,C/(e)\,DET,"HugCap, v. 172"
1676,172,8,païs,païs,172,N,N,pays,C/V\.'C/V\,NOUN,"HugCap, v. 172"
1677,172,9,plaintieuveus,plaintieuveus,172,Adj,Adj,plentiveux,C/V\.C/V\.'C/V\,ADJ,"HugCap, v. 172"
1678,172,10,.,.,172,Pnc,Pnc,.,,PUNCT,"HugCap, v. 172"
1679,173,1,la,la,173,Adv,Adv,là,C/V\,ADV,"HugCap, v. 173"
1680,173,2,demora,demora,173,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 173"
1681,173,3,ly,ly,173,Det,Det,le,C/V\,DET,"HugCap, v. 173"
1682,173,4,enfes,enfes,173,N,N,enfant,'/V\.C/e\,NOUN,"HugCap, v. 173"
1683,173,5,ne,ne,173,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 173"
1684,173,6,say,say,173,Vfin,Vfin,savoir,C/V\,VERB,"HugCap, v. 173"
1685,173,7,.i.,.i.,173,QIs,QIs,un,/V\,NUM,"HugCap, v. 173"
1686,173,8,mois,mois,173,N,N,mois,C/V\,NOUN,"HugCap, v. 173"
1687,173,9,ou,ou,173,Crd,Crd,ou,/V\,CCONJ,"HugCap, v. 173"
1688,173,10,deux,deux,173,QIs,QIs,deux,C/V\,NUM,"HugCap, v. 173"
1689,173,11,",",",",173,Pnc,Pnc,",",,PUNCT,"HugCap, v. 173"
1690,174,1,son,son,174,Det,Det,son4,C/V\,DET,"HugCap, v. 174"
1691,174,2,argent,argent,174,N,N,argent,/V\.'C/V\,NOUN,"HugCap, v. 174"
1692,174,3,despendy,despendy,174,Vfin,Vfin,dépendre,C/V\.C/V\.'C/V\,VERB,"HugCap, v. 174"
1693,174,4,o,o,174,Pre,Pre,o,/V\,ADP,"HugCap, v. 174"
1694,174,5,lëz,lëz,174,Det,Det,le,C/e\,DET,"HugCap, v. 174"
1695,174,6,chevallereus,chevallereus,174,Adj,Adj,chevalereux,C/V\.C/V\.C/e\.'C/V\,ADJ,"HugCap, v. 174"
1696,175,1,et,et,175,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 175"
1697,175,2,donnoit,donnoit,175,Vfin,Vfin,donner,C/V\.'C/V\,VERB,"HugCap, v. 175"
1698,175,3,a,a,175,Pre,Pre,à,/V\,ADP,"HugCap, v. 175"
1699,175,4,mengier,mengier,175,Vinf,Vinf,manger,C/V\.'C/V\,VERB,"HugCap, v. 175"
1700,175,5,souvent,souvent,175,Adv,Adv,souvent,C/V\.'C/V\,ADV,"HugCap, v. 175"
1701,175,6,en,en,175,Pre,Pre,en,/V\,ADP,"HugCap, v. 175"
1702,175,7,cez,cez,175,Dem,Dem,cist,C/V\,DET,"HugCap, v. 175"
1703,175,8,hosteus,hosteus,175,N,N,hôtel,/V\.'C/V\,NOUN,"HugCap, v. 175"
1704,175,9,.,.,175,Pnc,Pnc,.,,PUNCT,"HugCap, v. 175"
1705,176,1,entre,entre,176,PrA,PrA,entre,'/V\.C/(e)\,ADP,"HugCap, v. 176"
1706,176,2,lëz,lëz,176,Det,Det,le,C/e\,DET,"HugCap, v. 176"
1707,176,3,damoisellëz,damoisellëz,176,N,N,damoiselle,C/V\.C/V\.'C/V\.C/e\,NOUN,"HugCap, v. 176"
1708,176,4,estoit,estoit,176,Vfin,Vfin,être,/V\.'C/V\,VERB,"HugCap, v. 176"
1709,176,5,saigëz,saigëz,176,Adj,Adj,sage,'C/V\.C/e\,ADJ,"HugCap, v. 176"
1710,176,6,et,et,176,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 176"
1711,176,7,preus,preus,176,Adj,Adj,preux,C/V\,ADJ,"HugCap, v. 176"
1712,177,1,et,et,177,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 177"
1713,177,2,entre,entre,177,PrA,PrA,entre,'/V\.C/(e)\,ADP,"HugCap, v. 177"
1714,177,3,lëz,lëz,177,Det,Det,le,C/e\,DET,"HugCap, v. 177"
1715,177,4,pucellëz,pucellëz,177,N,N,pucelle,C/V\.'C/V\.C/e\,NOUN,"HugCap, v. 177"
1716,177,5,de,de,177,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 177"
1717,177,6,parler,parler,177,Vinf,Vinf,parler,C/V\.'C/V\,VERB,"HugCap, v. 177"
1718,177,7,sciencheus,sciencheus,177,N,N,scienceux,C/V\.C/V\.'C/V\,PROPN|NOUN,"HugCap, v. 177"
1719,177,8,;,;,177,Pnc,Pnc,;,,PUNCT,"HugCap, v. 177"
1720,178,1,tant,tant,178,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 178"
1721,178,2,yerent,yerent,178,Vfin,Vfin,être,'/V\.C/e\,VERB,"HugCap, v. 178"
1722,178,3,sy,sy,178,Adv,Adv,si4,C/V\,ADV,"HugCap, v. 178"
1723,178,4,parler,parler,178,Vinf,Vinf,parler,C/V\.'C/V\,VERB,"HugCap, v. 178"
1724,178,5,a,a,178,Pre,Pre,à,/V\,ADP,"HugCap, v. 178"
1725,178,6,dames,dames,178,N,N,dame,'C/V\.C/e\,NOUN,"HugCap, v. 178"
1726,178,7,savoureus,savoureus,178,Adj,Adj,savoureux,C/V\.C/V\.'C/V\,ADJ,"HugCap, v. 178"
1727,179,1,et,et,179,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 179"
1728,179,2,ly,ly,179,Det,Det,le,C/V\,DET,"HugCap, v. 179"
1729,179,3,regart,regart,179,N,N,regard,C/V\.'C/V\,NOUN,"HugCap, v. 179"
1730,179,4,de,de,179,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 179"
1731,179,5,lui,lui,179,Prn,Prn,lui,C/V\,PRON,"HugCap, v. 179"
1732,179,6,estoit,estoit,179,Vfin,Vfin,être,/V\.'C/V\,VERB,"HugCap, v. 179"
1733,179,7,sy,sy,179,Adv,Adv,si4,C/V\,ADV,"HugCap, v. 179"
1734,179,8,amoureus,amoureus,179,Adj,Adj,amoureux,/V\.C/V\.'C/V\,ADJ,"HugCap, v. 179"
1735,180,1,que,que,180,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 180"
1736,180,2,dame,dame,180,N,N,dame,'C/V\.C/(e)\,NOUN,"HugCap, v. 180"
1737,180,3,ne,ne,180,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 180"
1738,180,4,le,le,180,Prn,Prn$$,le,C/(e)\,PRON,"HugCap, v. 180"
1739,180,5,voit,voit,180,Vfin,Vfin,voir,C/V\,VERB,"HugCap, v. 180"
1740,180,6,qui,qui,180,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 180"
1741,180,7,ne,ne,180,Neg,Neg$$,ne,C/(e)\,ADV,"HugCap, v. 180"
1742,180,8,ait,ait,180,Vfin,Vfin,avoir,/V\,VERB,"HugCap, v. 180"
1743,180,9,quier,quier,180,Vfin,Vfin,quérir,C/V\,VERB,"HugCap, v. 180"
1744,180,10,cez,cez,180,Dem,Dem,cist,C/V\,DET,"HugCap, v. 180"
1745,180,11,jeus,jeus,180,N,N,jeu,C/V\,NOUN,"HugCap, v. 180"
1746,180,12,",",",",180,Pnc,Pnc,",",,PUNCT,"HugCap, v. 180"
1747,181,1,et,et,181,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 181"
1748,181,2,il,il,181,Prn,Prn$,il,/V\,PRON,"HugCap, v. 181"
1749,181,3,n',n',181,Neg,Neg$$,ne,C/\,ADV,"HugCap, v. 181"
1750,181,4,estoit,estoit,181,Vfin,Vfin,être,/V\.'C/V\,VERB,"HugCap, v. 181"
1751,181,5,ver,ver,181,Pre,Pre,vers2,C/V\,ADP,"HugCap, v. 181"
1752,181,6,ellëz,ellëz,181,Prn,Prn,le,'/V\.C/e\,PRON,"HugCap, v. 181"
1753,181,7,ne,ne,181,Crd,Crd,ne2,C/(e)\,CCONJ,"HugCap, v. 181"
1754,181,8,fel,fel,181,Adj,Adj,félon,C/V\,ADJ,"HugCap, v. 181"
1755,181,9,ne,ne,181,Crd,Crd,ne2,C/(e)\,CCONJ,"HugCap, v. 181"
1756,181,10,despiteus,despiteus,181,Adj,Adj,dépiteux,C/V\.C/V\.'C/V\,ADJ,"HugCap, v. 181"
1757,181,11,",",",",181,Pnc,Pnc,",",,PUNCT,"HugCap, v. 181"
1758,182,1,vollentiers,vollentiers,182,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,"HugCap, v. 182"
1759,182,2,lëz,lëz,182,Prn,Prn$$,le,C/e\,PRON,"HugCap, v. 182"
1760,182,3,servoit,servoit,182,Vfin,Vfin,servir,C/V\.'C/V\,VERB,"HugCap, v. 182"
1761,182,4,du,du,182,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,"HugCap, v. 182"
1762,182,5,mestier,mestier,182,N,N,métier,C/V\.'C/V\,NOUN,"HugCap, v. 182"
1763,182,6,amoureus,amoureus,182,Adj,Adj,amoureux,/V\.C/V\.'C/V\,ADJ,"HugCap, v. 182"
1764,182,7,.,.,182,Pnc,Pnc,.,,PUNCT,"HugCap, v. 182"
1765,183,1,la,la,183,Adv,Adv,là,C/V\,ADV,"HugCap, v. 183"
1766,183,2,enama,enama,183,Vfin,Vfin,enamer,/V\.C/V\.'C/V\,VERB,"HugCap, v. 183"
1767,183,3,le,le,183,Det,Det,le,C/(e)\,DET,"HugCap, v. 183"
1768,183,4,fille,fille,183,N,N,fille,'C/V\.C/(e)\,NOUN,"HugCap, v. 183"
1769,183,5,d',d',183,Pre,Pre,de,C/\,ADP,"HugCap, v. 183"
1770,183,6,un,un,183,QIs,QIs,un,/V\,DET,"HugCap, v. 183"
1771,183,7,chevallier,chevallier,183,N,N,chevalier,C/V\.C/V\.'C/V\,NOUN,"HugCap, v. 183"
1772,183,8,creueus,creueus,183,Adj,Adj,cruel,C/V\.'C/V\,ADJ,"HugCap, v. 183"
1773,184,1,tant,tant,184,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 184"
1774,184,2,qu',qu',184,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 184"
1775,184,3,a,a,184,Pre,Pre,à,/V\,ADP,"HugCap, v. 184"
1776,184,4,privé,privé,184,Adj,Adj,privé,C/V\.'C/V\,NOUN,"HugCap, v. 184"
1777,184,5,fasoient,fasoient,184,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,"HugCap, v. 184"
1778,184,6,lez,lez,184,Det,Det,le,C/e\,PROPN|NOUN,"HugCap, v. 184"
1779,184,7,sollas,sollas,184,N,N,soulas,C/V\.'C/V\,NOUN,"HugCap, v. 184"
1780,184,8,natureus,natureus,184,Adj,Adj,naturel,C/V\.C/V\.'C/V\,ADJ,"HugCap, v. 184"
1781,184,9,",",",",184,Pnc,Pnc,",",,PUNCT,"HugCap, v. 184"
1782,185,1,a,a,185,Pre,Pre,à,/V\,ADP,"HugCap, v. 185"
1783,185,2,leur,leur,185,Det,Det,leur2,C/V\,DET,"HugCap, v. 185"
1784,185,3,privé,privé,185,Adj,Adj,privé,C/V\.'C/V\,NOUN,"HugCap, v. 185"
1785,185,4,n',n',185,Neg,Neg$$,ne,C/\,ADV,"HugCap, v. 185"
1786,185,5,estoient,estoient,185,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,"HugCap, v. 185"
1787,185,6,de,de,185,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 185"
1788,185,7,ce,ce,185,Det,Det,cist,C/(e)\,PRON,"HugCap, v. 185"
1789,185,8,fait,fait,185,N,N,fait,C/V\,VERB,"HugCap, v. 185"
1790,185,9,perecheus,perecheus,185,Adj,Adj,paresseux,C/V\.C/e\.'C/V\,ADJ,"HugCap, v. 185"
1791,186,1,tant,tant,186,QIs,QIs,tant,C/V\,ADV,"HugCap, v. 186"
1792,186,2,que,que,186,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 186"
1793,186,3,celle,celle,186,Dem,Dem,cil,'C/V\.C/(e)\,PRON,"HugCap, v. 186"
1794,186,4,fu,fu,186,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 186"
1795,186,5,grosse,grosse,186,Adj,Adj,gros,'C/V\.C/(e)\,ADJ,"HugCap, v. 186"
1796,186,6,et,et,186,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 186"
1797,186,7,cez,cez,186,Dem,Dem,cist,C/V\,DET,"HugCap, v. 186"
1798,186,8,ventre,ventre,186,N,N,ventre,'C/V\.C/(e)\,NOUN,"HugCap, v. 186"
1799,186,9,bocheus,bocheus,186,Adj,Adj,bosseux,C/V\.'C/V\,ADJ,"HugCap, v. 186"
1800,186,10,.,.,186,Pnc,Pnc,.,,PUNCT,"HugCap, v. 186"
1801,187,1,ly,ly,187,Det,Det,le,C/V\,DET,"HugCap, v. 187"
1802,187,2,chevallier,chevallier,187,N,N,chevalier,C/V\.C/V\.'C/V\,NOUN,"HugCap, v. 187"
1803,187,3,le,le,187,Prn,Prn$$,le,C/(e)\,PRON,"HugCap, v. 187"
1804,187,4,sceut,sceut,187,Vfin,Vfin,savoir,C/V\,VERB,"HugCap, v. 187"
1805,187,5,",",",",187,Pnc,Pnc,",",,PUNCT,"HugCap, v. 187"
1806,187,6,s',s',187,Adv,Adv,si4,C/\,ADV,"HugCap, v. 187"
1807,187,7,en,en,187,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 187"
1808,187,8,fu,fu,187,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 187"
1809,187,9,forment,forment,187,Adv,Adv,fortement,C/V\.'C/V\,ADV,"HugCap, v. 187"
1810,187,10,yreus,yreus,187,N,N,ireux,/V\.'C/V\,PROPN|NOUN,"HugCap, v. 187"
1811,187,11,.,.,187,Pnc,Pnc,.,,PUNCT,"HugCap, v. 187"
1812,188,1,lors,lors,188,Adv,Adv,lors,C/V\,ADV,"HugCap, v. 188"
1813,188,2,jura,jura,188,Vfin,Vfin,jurer,C/V\.'C/V\,VERB,"HugCap, v. 188"
1814,188,3,jhesu,jhesu,188,N,N,Jésus,C/V\.'C/V\,PROPN,"HugCap, v. 188"
1815,188,4,crist,crist,188,N,N,Christ,C/V\,NOUN,"HugCap, v. 188"
1816,188,5,",",",",188,Pnc,Pnc,",",,PUNCT,"HugCap, v. 188"
1817,188,6,le,le,188,Det,Det,le,C/(e)\,DET,"HugCap, v. 188"
1818,188,7,pere,pere,188,N,N,père,'C/V\.C/(e)\,NOUN,"HugCap, v. 188"
1819,188,8,glorieus,glorieus,188,Adj,Adj,glorieux,C/V\.C/{V}\.'/V\,ADJ,"HugCap, v. 188"
1820,188,9,",",",",188,Pnc,Pnc,",",,PUNCT,"HugCap, v. 188"
1821,189,1,que,que,189,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 189"
1822,189,2,huon,huon,189,N,N,Hugues,C/V\.'C/V\,NOUN,"HugCap, v. 189"
1823,189,3,ochira,ochira,189,Vfin,Vfin,occire,/V\.C/V\.'C/V\,VERB,"HugCap, v. 189"
1824,189,4,qui,qui,189,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 189"
1825,189,5,qui,qui,189,Qux,Qux,qui,C/V\,PRON,"HugCap, v. 189"
1826,189,6,en,en,189,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 189"
1827,189,7,soit,soit,189,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 189"
1828,189,8,ly,ly,189,Det,Det,le,C/V\,DET,"HugCap, v. 189"
1829,189,9,noeulz,noeulz,189,N,N,noëuls,C/V\,NOUN,"HugCap, v. 189"
1830,189,10,.,.,189,Pnc,Pnc,.,,PUNCT,"HugCap, v. 189"
1831,190,1,a,a,190,Pre,Pre,à,/V\,ADP,"HugCap, v. 190"
1832,190,2,cez,cez,190,Dem,Dem,cist,C/V\,DET,"HugCap, v. 190"
1833,190,3,parens,parens,190,N,N,parent,C/V\.'C/V\,NOUN,"HugCap, v. 190"
1834,190,4,s',s',190,Prn,Prn$$,se,C/\,PRON,"HugCap, v. 190"
1835,190,5,en,en,190,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 190"
1836,190,6,plaint,plaint,190,Vfin,Vfin,plaindre,C/V\,VERB,"HugCap, v. 190"
1837,190,7,",",",",190,Pnc,Pnc,",",,PUNCT,"HugCap, v. 190"
1838,190,8,s',s',190,Adv,Adv,si4,C/\,ADV,"HugCap, v. 190"
1839,190,9,en,en,190,Prn,Prn$$,en2,/V\,PRON,"HugCap, v. 190"
1840,190,10,assambla,assambla,190,Vfin,Vfin,assembler,/V\.C/V\.'C/V\,VERB,"HugCap, v. 190"
1841,190,11,pluseurs,pluseurs,190,QIs,QIs,plusieurs,C/V\.'C/V\,PRON,"HugCap, v. 190"
1842,190,12,",",",",190,Pnc,Pnc,",",,PUNCT,"HugCap, v. 190"
1843,191,1,s',s',191,Adv,Adv,si4,C/\,ADV,"HugCap, v. 191"
1844,191,2,espierent,espierent,191,Vfin,Vfin,épier,/V\.C/V\.'C/V\.C/e\,VERB,"HugCap, v. 191"
1845,191,3,huon,huon,191,N,N,Hugues,C/V\.'C/V\,NOUN,"HugCap, v. 191"
1846,191,4,par,par,191,Pre,Pre,par,C/V\,ADP,"HugCap, v. 191"
1847,191,5,.i.,.i.,191,QIs,QIs,un,/V\,DET,"HugCap, v. 191"
1848,191,6,jour,jour,191,N,N,jour,C/V\,NOUN,"HugCap, v. 191"
1849,191,7,solempneus,solempneus,191,Adj,Adj,solennel,C/V\.C/V\.'C/V\,ADJ,"HugCap, v. 191"
1850,192,1,que,que,192,Sub,Sub,que,C/(e)\,SCONJ,"HugCap, v. 192"
1851,192,2,d',d',192,Pre,Pre,de,C/\,ADP,"HugCap, v. 192"
1852,192,3,une,une,192,QIs,QIs,un,'/V\.C/(e)\,DET,"HugCap, v. 192"
1853,192,4,ville,ville,192,N,N,ville,'C/V\.C/(e)\,NOUN,"HugCap, v. 192"
1854,192,5,a,a,192,Pre,Pre,à,/V\,ADP,"HugCap, v. 192"
1855,192,6,aultre,aultre,192,Adj,Adj,autre,'/V\.C/(e)\,ADJ,"HugCap, v. 192"
1856,192,7,aloit,aloit,192,Vfin,Vfin,aller,/V\.'C/V\,VERB,"HugCap, v. 192"
1857,192,8,jouwer,jouwer,192,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,"HugCap, v. 192"
1858,192,9,tous,tous,192,QIs,QIs,tout,C/V\,ADV,"HugCap, v. 192"
1859,192,10,seus,seus,192,Adj,Adj,seul,C/V\,ADJ,"HugCap, v. 192"
1860,192,11,;,;,192,Pnc,Pnc,;,,PUNCT,"HugCap, v. 192"
1861,193,1,mais,mais,193,Crd,Crd,mais,C/V\,CCONJ,"HugCap, v. 193"
1862,193,2,il,il,193,Prn,Prn$,il,/V\,PRON,"HugCap, v. 193"
1863,193,3,portoit,portoit,193,Vfin,Vfin,porter,C/V\.'C/V\,VERB,"HugCap, v. 193"
1864,193,4,s',s',193,Det,Det,son4,C/\,DET,"HugCap, v. 193"
1865,193,5,espee,espee,193,N,N,épée,/V\.'C/V\./(e)\,NOUN,"HugCap, v. 193"
1866,193,6,",",",",193,Pnc,Pnc,",",,PUNCT,"HugCap, v. 193"
1867,193,7,de,de,193,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 193"
1868,193,8,ce,ce,193,Prn,Prn,ce,C/(e)\,PRON,"HugCap, v. 193"
1869,193,9,fu,fu,193,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 193"
1870,193,10,il,il,193,Prn,Prn%,il,/V\,PRON,"HugCap, v. 193"
1871,193,11,eureus,eureus,193,Adj,Adj,heureux,/(V)\./V\.'C/V\,ADJ,"HugCap, v. 193"
1872,193,12,",",",",193,Pnc,Pnc,",",,PUNCT,"HugCap, v. 193"
1873,194,1,pour,pour,194,Pre,Pre,pour,C/V\,ADP,"HugCap, v. 194"
1874,194,2,ce,ce,194,Prn,Prn,ce,C/(e)\,PRON,"HugCap, v. 194"
1875,194,3,qu',qu',194,Sub,Sub,que,C/\,SCONJ,"HugCap, v. 194"
1876,194,4,il,il,194,Prn,Prn$,il,/V\,PRON,"HugCap, v. 194"
1877,194,5,s',s',194,Prn,Prn$$,se,C/\,PRON,"HugCap, v. 194"
1878,194,6,enbatoit,enbatoit,194,Vfin,Vfin,embattre,/V\.C/V\.'C/V\,VERB,"HugCap, v. 194"
1879,194,7,souvent,souvent,194,Adv,Adv,souvent,C/V\.'C/V\,ADV,"HugCap, v. 194"
1880,194,8,en,en,194,Pre,Pre,en,/V\,ADP,"HugCap, v. 194"
1881,194,9,lieu,lieu,194,N,N,lieu,C/V\,NOUN,"HugCap, v. 194"
1882,194,10,doubteus,doubteus,194,Adj,Adj,douteux,C/V\.'C/V\,ADJ,"HugCap, v. 194"
1883,194,11,.,.,194,Pnc,Pnc,.,,PUNCT,"HugCap, v. 194"
1884,195,1,prez,prez,195,Adv,Adv,près,C/V\,PROPN|NOUN,"HugCap, v. 195"
1885,195,2,d',d',195,Pre,Pre,de,C/\,ADP,"HugCap, v. 195"
1886,195,3,un,un,195,QIs,QIs,un,/V\,DET,"HugCap, v. 195"
1887,195,4,vivier,vivier,195,N,N,vivier,C/V\.'C/V\,NOUN,"HugCap, v. 195"
1888,195,5,passa,passa,195,Vfin,Vfin,passer,C/V\.'C/V\,VERB,"HugCap, v. 195"
1889,195,6,par,par,195,Pre,Pre,par,C/V\,ADP,"HugCap, v. 195"
1890,195,7,my,my,195,N,N,mi,C/V\,NOUN,"HugCap, v. 195"
1891,195,8,.i.,.i.,195,QIs,QIs,un,/V\,DET,"HugCap, v. 195"
1892,195,9,pré,pré,195,N,N,pré,C/V\,NOUN,"HugCap, v. 195"
1893,195,10,herbeus,herbeus,195,Adj,Adj,herbeux,C/V\.'C/V\,ADJ,"HugCap, v. 195"
1894,195,11,",",",",195,Pnc,Pnc,",",,PUNCT,"HugCap, v. 195"
1895,196,1,chu,chu,196,Prn,Prn,ce,C/V\,PRON,"HugCap, v. 196"
1896,196,2,furent,furent,196,Vfin,Vfin,être,'C/V\.C/e\,VERB,"HugCap, v. 196"
1897,196,3,enbusquiet,enbusquiet,196,Vpp,Vpp,embûcher,/V\.C/V\.'C/V\,VERB,"HugCap, v. 196"
1898,196,4,en,en,196,Pre,Pre,en,/V\,ADP,"HugCap, v. 196"
1899,196,5,ros,ros,196,N,N,ros,C/V\,NOUN,"HugCap, v. 196"
1900,196,6,et,et,196,Crd,Crd,et,/V\,CCONJ,"HugCap, v. 196"
1901,196,7,en,en,196,Pre,Pre,en,/V\,ADP,"HugCap, v. 196"
1902,196,8,glacheus,glacheus,196,N,N,glacheux,C/V\.'C/V\,NOUN,"HugCap, v. 196"
1903,196,9,",",",",196,Pnc,Pnc,",",,PUNCT,"HugCap, v. 196"
1904,197,1,contre,contre,197,PrA,PrA,contre3,'C/V\.C/(e)\,ADP,"HugCap, v. 197"
1905,197,2,lui,lui,197,Prn,Prn,lui,C/V\,PRON,"HugCap, v. 197"
1906,197,3,sont,sont,197,Vfin,Vfin,être,C/V\,VERB,"HugCap, v. 197"
1907,197,4,venu,venu,197,Vpp,Vpp,venir,C/V\.'C/V\,VERB,"HugCap, v. 197"
1908,197,5,de,de,197,Pre,Pre,de,C/(e)\,ADP,"HugCap, v. 197"
1909,197,6,combatre,combatre,197,Vinf,Vinf,combattre,C/V\.'C/V\.C/(e)\,VERB,"HugCap, v. 197"
1910,197,7,envieus,envieus,197,Adj,Adj,envieux,/V\.C/{V}\.'/V\,ADJ,"HugCap, v. 197"
1911,197,8,;,;,197,Pnc,Pnc,;,,PUNCT,"HugCap, v. 197"
1912,198,1,ly,ly,198,Det,Det,le,C/V\,DET,"HugCap, v. 198"
1913,198,2,chevallier,chevallier,198,N,N,chevalier,C/V\.C/V\.'C/V\,NOUN,"HugCap, v. 198"
1914,198,3,ly,ly,198,Prn,Prn$$,li,C/V\,PRON,"HugCap, v. 198"
1915,198,4,crie,crie,198,Vfin,Vfin,crier,'C/V\./(e)\,VERB,"HugCap, v. 198"
1916,198,5,:,:,198,Pnc,Pnc,:,,PUNCT,"HugCap, v. 198"
1917,198,6,«,«,198,Pnc,Pnc,«,,PUNCT,"HugCap, v. 198"
1918,198,7,traytrëz,traytrëz,198,N,N,traître,C/V\.'C/V\.C/e\,NOUN,"HugCap, v. 198"
1919,198,8,dollereus,dollereus,198,Adj,Adj,douloureux,C/V\.C/e\.'C/V\,ADJ,"HugCap, v. 198"
1920,198,9,",",",",198,Pnc,Pnc,",",,PUNCT,"HugCap, v. 198"
1921,199,1,me,me,199,Det,Det,mon,C/(e)\,DET,"HugCap, v. 199"
1922,199,2,fille,fille,199,N,N,fille,'C/V\.C/(e)\,NOUN,"HugCap, v. 199"
