wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref
1,1,1,segnor,segnor,1,N,N,seigneur,C/V\.'C/V\,"Antioche, v. 1"
2,1,2,",",",",1,Pnc,Pnc,",",,"Antioche, v. 1"
3,1,3,soiés,soiés,1,Vfin,Vfin,être,C/V\.'C/V\,"Antioche, v. 1"
4,1,4,en,en,1,Pre,Pre,en,/V\,"Antioche, v. 1"
5,1,5,pais,pais,1,N,N,paix,C/V\,"Antioche, v. 1"
6,1,6,",",",",1,Pnc,Pnc,",",,"Antioche, v. 1"
7,1,7,laisiés,laisiés,1,Vfin,Vfin,laisser,C/V\.'C/V\,"Antioche, v. 1"
8,1,8,la,la,1,Det,Det,le,C/V\,"Antioche, v. 1"
9,1,9,noise,noise,1,N,N,noise,'C/V\.C/(e)\,"Antioche, v. 1"
10,1,10,ester,ester,1,Vinf,Vinf,ester,/V\.'C/V\,"Antioche, v. 1"
11,1,11,",",",",1,Pnc,Pnc,",",,"Antioche, v. 1"
12,2,1,se,se,2,Sub,Sub,si3,C/(e)\,"Antioche, v. 2"
13,2,2,vos,vos,2,Prn,Prn$,vous,C/V\,"Antioche, v. 2"
14,2,3,volés,volés,2,Vfin,Vfin,vouloir,C/V\.'C/V\,"Antioche, v. 2"
15,2,4,cançon,cançon,2,N,N,chanson,C/V\.'C/V\,"Antioche, v. 2"
16,2,5,glorieuse,glorieuse,2,Adj,Adj,glorieux,C/V\.C/{V}\.'/V\.C/(e)\,"Antioche, v. 2"
17,2,6,escouter,escouter,2,Vinf,Vinf,écouter,/V\.C/V\.'C/V\,"Antioche, v. 2"
18,2,7,.,.,2,Pnc,Pnc,.,,"Antioche, v. 2"
19,3,1,ja,ja,3,Adv,Adv,jà,C/V\,"Antioche, v. 3"
20,3,2,de,de,3,Pre,Pre,de,C/(e)\,"Antioche, v. 3"
21,3,3,nule,nule,3,QIs,QIs,nul,'C/V\.C/(e)\,"Antioche, v. 3"
22,3,4,mellor,mellor,3,Adj,Adj,meilleur,C/V\.'C/V\,"Antioche, v. 3"
23,3,5,ne,ne,3,Neg,Neg$$,ne,C/(e)\,"Antioche, v. 3"
24,3,6,vos,vos,3,Prn,Prn$$,vous,C/V\,"Antioche, v. 3"
25,3,7,dira,dira,3,Vfin,Vfin,dire,C/V\.'C/V\,"Antioche, v. 3"
26,3,8,jougler,jougler,3,N,N,jongler2,C/V\.'C/V\,"Antioche, v. 3"
27,3,9,;,;,3,Pnc,Pnc,;,,"Antioche, v. 3"
28,4,1,ceste,ceste,4,Dem,Dem,cist,'C/V\.C/(e)\,"Antioche, v. 4"
29,4,2,chançon,chançon,4,N,N,chanson,C/V\.'C/V\,"Antioche, v. 4"
30,4,3,doit,doit,4,Vfin,Vfin,devoir2,C/V\,"Antioche, v. 4"
31,4,4,on,on,4,Prn,Prn%,on,/V\,"Antioche, v. 4"
32,4,5,cier,cier,4,Adj,Adj,cher,C/V\,"Antioche, v. 4"
33,4,6,tenir,tenir,4,Vinf,Vinf,tenir,C/V\.'C/V\,"Antioche, v. 4"
34,4,7,et,et,4,Crd,Crd,et,/V\,"Antioche, v. 4"
35,4,8,amer,amer,4,Vinf,Vinf,aimer,/V\.'C/V\,"Antioche, v. 4"
36,4,9,",",",",4,Pnc,Pnc,",",,"Antioche, v. 4"
37,5,1,car,car,5,Crd,Crd,car,C/V\,"Antioche, v. 5"
38,5,2,tant,tant,5,QIs,QIs,tant,C/V\,"Antioche, v. 5"
39,5,3,maint,maint,5,QIs,QIs,maint,C/V\,"Antioche, v. 5"
40,5,4,bon,bon,5,Adj,Adj,bon,C/V\,"Antioche, v. 5"
41,5,5,exanple,exanple,5,N,N,exemple,/V\.'C/V\.C/(e)\,"Antioche, v. 5"
42,5,6,i,i,5,Prn,Prn$$,y2,/V\,"Antioche, v. 5"
43,5,7,puet,puet,5,Vfin,Vfin,pouvoir2,C/V\,"Antioche, v. 5"
44,5,8,proudon,proudon,5,N,N,prudhomme,C/V\.'C/V\,"Antioche, v. 5"
45,5,9,trover,trover,5,Vinf,Vinf,trouver,C/V\.'C/V\,"Antioche, v. 5"
46,5,10,.,.,5,Pnc,Pnc,.,,"Antioche, v. 5"
47,6,1,bien,bien,6,Adv,Adv,bien,C/V\,"Antioche, v. 6"
48,6,2,vos,vos,6,Prn,Prn$$,vous,C/V\,"Antioche, v. 6"
49,6,3,puis,puis,6,Vfin,Vfin,pouvoir2,C/V\,"Antioche, v. 6"
50,6,4,por,por,6,Pre,Pre,pour,C/V\,"Antioche, v. 6"
51,6,5,voir,voir,6,N,N,voir2,C/V\,"Antioche, v. 6"
52,6,6,dire,dire,6,Vinf,Vinf,dire,'C/V\.C/(e)\,"Antioche, v. 6"
53,6,7,",",",",6,Pnc,Pnc,",",,"Antioche, v. 6"
54,6,8,oiant,oiant,6,Vprs,Vprs,ouïr,/V\.'C/V\,"Antioche, v. 6"
55,6,9,tos,tos,6,QIs,QIs,tout,C/V\,"Antioche, v. 6"
56,6,10,affremer,affremer,6,Vinf,Vinf,affermer,/V\.C/e\.'C/V\,"Antioche, v. 6"
57,7,1,c',c',7,Sub,Sub,que,C/\,"Antioche, v. 7"
58,7,2,ainc,ainc,7,Adv,Adv,onques,/V\,"Antioche, v. 7"
59,7,3,miudre,miudre,7,Adj,Adj,meilleur,'C/V\.C/(e)\,"Antioche, v. 7"
60,7,4,ne,ne,7,Neg,Neg$$,ne,C/(e)\,"Antioche, v. 7"
61,7,5,fu,fu,7,Vfin,Vfin,être,C/V\,"Antioche, v. 7"
62,7,6,dite,dite,7,Vpp,Vpp,dire,'C/V\.C/(e)\,"Antioche, v. 7"
63,7,7,",",",",7,Pnc,Pnc,",",,"Antioche, v. 7"
64,7,8,qui,qui,7,Qux,Qux,qui,C/V\,"Antioche, v. 7"
65,7,9,droit,droit,7,Adv,Adv,droit2,C/V\,"Antioche, v. 7"
66,7,10,velt,velt,7,Vfin,Vfin,vouloir,C/V\,"Antioche, v. 7"
67,7,11,esgarder,esgarder,7,Vinf,Vinf,égarder,/V\.C/V\.'C/V\,"Antioche, v. 7"
68,7,12,",",",",7,Pnc,Pnc,",",,"Antioche, v. 7"
69,8,1,de,de,8,Pre,Pre,de,C/(e)\,"Antioche, v. 8"
70,8,2,le,le,8,Det,Det,le,C/(e)\,"Antioche, v. 8"
71,8,3,sainte,sainte,8,Adj,Adj,saint,'C/V\.C/(e)\,"Antioche, v. 8"
72,8,4,cité,cité,8,N,N,cité,C/V\.'C/V\,"Antioche, v. 8"
73,8,5,qui,qui,8,Qux,Qux,qui,C/V\,"Antioche, v. 8"
74,8,6,molt,molt,8,QIs,QIs,moult,C/V\,"Antioche, v. 8"
75,8,7,fait,fait,8,Vfin,Vfin,faire,C/V\,"Antioche, v. 8"
