wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref
2133,259,2,ja,ja,525,Adv,Adv,jà,mix,---,C/V\,"ConBeth, chanson 5, v. 25"
2134,259,3,por,por,525,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 25"
2135,259,4,nul,nul,525,QIs,QIs,nul,mix,---,C/V\,"ConBeth, chanson 5, v. 25"
2136,259,5,desirier,desirier,525,Vinf,Vinf,désirer,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 25"
2137,260,1,ne,ne,526,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 26"
2138,260,2,remanrai,remanrai,526,Vfin,Vfin,remanoir,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 26"
2139,260,3,chi,chi,526,Adv,Adv,ci,mix,---,C/V\,"ConBeth, chanson 5, v. 26"
2140,260,4,avoc,avoc,526,Pre,Pre,avec,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 26"
2141,260,5,ces,ces,526,Dem,Dem,cist,mix,---,C/V\,"ConBeth, chanson 5, v. 26"
2142,260,6,tirans,tirans,526,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 26"
2143,260,7,",",",",526,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 26"
2144,261,1,ki,ki,527,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 27"
2145,261,2,sont,sont,527,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 27"
2146,261,3,croisiét,croisiét,527,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 27"
2147,261,4,a,a,527,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 27"
2148,261,5,loier,loier,527,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 27"
2149,262,1,por,por,528,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 28"
2150,262,2,dismer,dismer,528,Vinf,Vinf,dîmer,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28"
2151,262,3,clers,clers,528,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 28"
2152,262,4,et,et,528,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 28"
2153,262,5,borgois,borgois,528,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28"
2154,262,6,et,et,528,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 28"
2155,262,7,serjans,serjans,528,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 28"
2156,262,8,;,;,528,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 28"
2157,263,1,plus,plus,529,Adv,Adv,plus,mix,---,C/V\,"ConBeth, chanson 5, v. 29"
2158,263,2,en,en,529,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 29"
2159,263,3,croisa,croisa,529,Vfin,Vfin,croiser,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 29"
2160,263,4,covoitiés,covoitiés,529,Vpp,Vpp,convoiter,mix,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 29"
2161,263,5,ke,ke,529,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 29"
2162,263,6,creance,creance,529,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 29"
2163,263,7,.,.,529,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 29"
2164,264,1,et,et,530,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 30"
2165,264,2,quant,quant,530,Sub,Sub,quand,mix,---,C/V\,"ConBeth, chanson 5, v. 30"
2166,264,3,la,la,530,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 30"
2167,264,4,crois,crois,530,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 30"
2168,264,5,n',n',530,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 30"
2169,264,6,en,en,530,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 30"
2170,264,7,puet,puet,530,Vfin,Vfin,pouvoir2,mix,---,C/V\,"ConBeth, chanson 5, v. 30"
2171,264,8,estre,estre,530,Vinf,Vinf,être,mix,---,'/V\.C/(e)\,"ConBeth, chanson 5, v. 30"
2172,264,9,garans,garans,530,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 30"
2173,264,10,",",",",530,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 30"
2174,265,1,a,a,531,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 31"
2175,265,2,teus,teus,531,Adj,Adj,tel,mix,---,C/V\,"ConBeth, chanson 5, v. 31"
2176,265,3,croisiés,croisiés,531,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31"
2177,265,4,sera,sera,531,Vfin,Vfin,être,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31"
2178,265,5,dieus,dieus,531,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 31"
2179,265,6,mout,mout,531,QIs,QIs,moult,mix,---,C/V\,"ConBeth, chanson 5, v. 31"
2180,265,7,soffrans,soffrans,531,Vprs,Vprs,souffrir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 31"
2181,265,8,",",",",531,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 31"
2182,266,1,se,se,532,Sub,Sub,si3,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32"
2183,266,2,ne,ne,532,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32"
2184,266,3,s',s',532,Prn,Prn$$,se,mix,---,C/\,"ConBeth, chanson 5, v. 32"
2185,266,4,en,en,532,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 32"
2186,266,5,venge,venge,532,Vfin,Vfin,venger,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 32"
2187,266,6,a,a,532,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 32"
2188,266,7,peu,peu,532,N,N,peu,mix,---,C/V\,"ConBeth, chanson 5, v. 32"
2189,266,8,de,de,532,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 32"
2190,266,9,demorance,demorance,532,N,N,,mix,---,C/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 32"
2191,266,10,.,.,532,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 32"
2192,267,1,li,li,533,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 33"
2193,267,2,quens,quens,533,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 33"
2194,267,3,s',s',533,Prn,Prn$$,se,mix,---,C/\,"ConBeth, chanson 5, v. 33"
2195,267,4,en,en,533,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 33"
2196,267,5,est,est,533,Vfin,Vfin,être,mix,---,/V\,"ConBeth, chanson 5, v. 33"
2197,267,6,ja,ja,533,Adv,Adv,jà,mix,---,C/V\,"ConBeth, chanson 5, v. 33"
2198,267,7,vangiés,vangiés,533,Vpp,Vpp,venger,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 33"
2199,267,8,",",",",533,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 33"
2200,268,1,des,des,534,Pre+Det,Pre+Det,de.le,mix,---,C/V\,"ConBeth, chanson 5, v. 34"
2201,268,2,haus,haus,534,Adj,Adj,haut,mix,---,C/V\,"ConBeth, chanson 5, v. 34"
2202,268,3,barons,barons,534,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 34"
2203,268,4,",",",",534,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 34"
2204,268,5,qui,qui,534,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 34"
2205,268,6,or,or,534,Adv,Adv,or2,mix,---,/V\,"ConBeth, chanson 5, v. 34"
2206,268,7,li,li,534,Prn,Prn$$,li,mix,---,C/V\,"ConBeth, chanson 5, v. 34"
2207,268,8,sont,sont,534,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 34"
2208,268,9,faillit,faillit,534,Vpp,Vpp,faillir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 34"
2209,268,10,.,.,534,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 34"
2210,269,1,c',c',535,Crd,Crd,que,mix,---,C/\,"ConBeth, chanson 5, v. 35"
2211,269,2,or,or,535,Adv,Adv,or2,mix,---,/V\,"ConBeth, chanson 5, v. 35"
2212,269,3,les,les,535,Prn,Prn$$,le,mix,---,C/V\,"ConBeth, chanson 5, v. 35"
2213,269,4,eust,eust,535,Vfin,Vfin,avoir,mix,---,/(V)\.'/V\,"ConBeth, chanson 5, v. 35"
2214,269,5,anpiriés,anpiriés,535,Vpp,Vpp,empirer,mix,---,/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 35"
2215,269,6,",",",",535,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 35"
2216,270,1,qui,qui,536,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2217,270,2,sont,sont,536,Vfin,Vfin,être,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2218,270,3,plus,plus,536,Adv,Adv,plus,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2219,270,4,vil,vil,536,Adj,Adj,,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2220,270,5,que,que,536,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 36"
2221,270,6,onques,onques,536,Adv,Adv,onques,mix,---,'/V\.C/e\,"ConBeth, chanson 5, v. 36"
2222,270,7,mais,mais,536,Adv,Adv,mais,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2223,270,8,ne,ne,536,Neg,Neg,ne,mix,---,C/(e)\,"ConBeth, chanson 5, v. 36"
2224,270,9,vi,vi,536,Vfin,Vfin,voir,mix,---,C/V\,"ConBeth, chanson 5, v. 36"
2225,270,10,!,!,536,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 36"
2226,271,1,dehait,dehait,537,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 37"
2227,271,2,li,li,537,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 37"
2228,271,3,bers,bers,537,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 37"
2229,271,4,qui,qui,537,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 37"
2230,271,5,est,est,537,Vfin,Vfin,être,mix,---,/V\,"ConBeth, chanson 5, v. 37"
2231,271,6,de,de,537,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 37"
2232,271,7,tel,tel,537,Adj,Adj,tel,mix,---,C/V\,"ConBeth, chanson 5, v. 37"
2233,271,8,sanblance,sanblance,537,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 37"
2234,272,1,con,con,538,Sub,Sub,comme,mix,---,C/V\,"ConBeth, chanson 5, v. 38"
2235,272,2,li,li,538,Det,Det,le,mix,---,C/V\,"ConBeth, chanson 5, v. 38"
2236,272,3,oixel,oixel,538,N,N,,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 38"
2237,272,4,qui,qui,538,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 38"
2238,272,5,conchiet,conchiet,538,Vfin,Vfin,conchier,mix,---,C/V\.'C/V\.C/e\,"ConBeth, chanson 5, v. 38"
2239,272,6,son,son,538,Det,Det,son4,mix,---,C/V\,"ConBeth, chanson 5, v. 38"
2240,272,7,nit,nit,538,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 38"
2241,272,8,!,!,538,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 38"
2242,273,1,po,po,539,N,N,peu,mix,---,C/V\,"ConBeth, chanson 5, v. 39"
2243,273,2,en,en,539,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 39"
2244,273,3,i,i,539,Prn,Prn$$,y2,mix,---,/V\,"ConBeth, chanson 5, v. 39"
2245,273,4,a,a,539,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 39"
2246,273,5,n',n',539,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 39"
2247,273,6,ait,ait,539,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 39"
2248,273,7,son,son,539,Det,Det,son4,mix,---,C/V\,"ConBeth, chanson 5, v. 39"
2249,273,8,renne,renne,539,N,N,,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 39"
2250,273,9,honi,honi,539,Vpp,Vpp,honnir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 39"
2251,273,10,",",",",539,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 39"
2252,274,1,por,por,540,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 40"
2253,274,2,tant,tant,540,QIs,QIs,tant,mix,---,C/V\,"ConBeth, chanson 5, v. 40"
2254,274,3,qu',qu',540,Sub,Sub,que,mix,---,C/\,"ConBeth, chanson 5, v. 40"
2255,274,4,il,il,540,Prn,Prn$,il,mix,---,/V\,"ConBeth, chanson 5, v. 40"
2256,274,5,ait,ait,540,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 40"
2257,274,6,sor,sor,540,PrA,PrA,sur,mix,---,C/V\,"ConBeth, chanson 5, v. 40"
2258,274,7,ses,ses,540,Det,Det,son4,mix,---,C/V\,"ConBeth, chanson 5, v. 40"
2259,274,8,homes,homes,540,N,N,,mix,---,'/V\.C/e\,"ConBeth, chanson 5, v. 40"
2260,274,9,possance,possance,540,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 40"
2261,274,10,.,.,540,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 40"
2262,275,1,qui,qui,541,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 41"
2263,275,2,ces,ces,541,Dem,Dem,cist,mix,---,C/V\,"ConBeth, chanson 5, v. 41"
2264,275,3,barons,barons,541,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 41"
2265,275,4,empiriés,empiriés,541,Vpp,Vpp,empirer,mix,---,/V\.C/V\.'C/V\,"ConBeth, chanson 5, v. 41"
2266,276,1,sert,sert,542,Vfin,Vfin,servir,mix,---,C/V\,"ConBeth, chanson 5, v. 42"
2267,276,2,sans,sans,542,Pre,Pre,sans,mix,---,C/V\,"ConBeth, chanson 5, v. 42"
2268,276,3,eur,eur,542,N,N,,mix,---,/(V)\.'/V\,"ConBeth, chanson 5, v. 42"
2269,276,4,",",",",542,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 42"
2270,276,5,ja,ja,542,Adv,Adv,jà,mix,---,C/V\,"ConBeth, chanson 5, v. 42"
2271,276,6,n',n',542,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 42"
2272,276,7,ara,ara,542,Vfin,Vfin,avoir,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 42"
2273,276,8,tant,tant,542,QIs,QIs,tant,mix,---,C/V\,"ConBeth, chanson 5, v. 42"
2274,276,9,servi,servi,542,Vpp,Vpp,servir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 42"
2275,277,1,k',k',543,Sub,Sub,que,mix,---,C/\,"ConBeth, chanson 5, v. 43"
2276,277,2,il,il,543,Prn,Prn$,il,mix,---,/V\,"ConBeth, chanson 5, v. 43"
2277,277,3,lor,lor,543,Prn,Prn$$,leur,mix,---,C/V\,"ConBeth, chanson 5, v. 43"
2278,277,4,em,em,543,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 43"
2279,277,5,prenge,prenge,543,Vfin,Vfin,prendre,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 43"
2280,277,6,pitiés,pitiés,543,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 43"
2281,277,7,;,;,543,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 43"
2282,278,1,pour,pour,544,Pre,Pre,pour,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2283,278,2,çou,çou,544,Prn,Prn,ce,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2284,278,3,fait,fait,544,Vfin,Vfin,faire,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2285,278,4,boin,boin,544,Adj,Adj,bon,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2286,278,5,dieu,dieu,544,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2287,278,6,servir,servir,544,Vinf,Vinf,servir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 44"
2288,278,7,",",",",544,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 44"
2289,278,8,ke,ke,544,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 44"
2290,278,9,je,je,544,Prn,Prn$,je,mix,---,C/(e)\,"ConBeth, chanson 5, v. 44"
2291,278,10,di,di,544,Vfin,Vfin,dire,mix,---,C/V\,"ConBeth, chanson 5, v. 44"
2292,279,1,qu',qu',545,Sub,Sub,que,mix,---,C/\,"ConBeth, chanson 5, v. 45"
2293,279,2,en,en,545,Pre,Pre,en,mix,---,/V\,"ConBeth, chanson 5, v. 45"
2294,279,3,lui,lui,545,Prn,Prn,lui,mix,---,C/V\,"ConBeth, chanson 5, v. 45"
2295,279,4,n',n',545,Neg,Neg,ne,mix,---,C/\,"ConBeth, chanson 5, v. 45"
2296,279,5,afiert,afiert,545,Vfin,Vfin,afférir,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 45"
2297,279,6,ne,ne,545,Crd,Crd,ne2,mix,---,C/(e)\,"ConBeth, chanson 5, v. 45"
2298,279,7,eur,eur,545,N,N,,mix,---,/(V)\.'/V\,"ConBeth, chanson 5, v. 45"
2299,279,8,ne,ne,545,Crd,Crd,ne2,mix,---,C/(e)\,"ConBeth, chanson 5, v. 45"
2300,279,9,kaance,kaance,545,N,N,,mix,---,C/(V)\.'/V\.C/(e)\,"ConBeth, chanson 5, v. 45"
2301,279,10,;,;,545,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 45"
2302,280,1,mais,mais,546,Crd,Crd,mais,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2303,280,2,ki,ki,546,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2304,280,3,mieus,mieus,546,Adv,Adv,mieux,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2305,280,4,sert,sert,546,Vfin,Vfin,servir,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2306,280,5,",",",",546,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 46"
2307,280,6,et,et,546,Crd,Crd,et,mix,---,/V\,"ConBeth, chanson 5, v. 46"
2308,280,7,mieus,mieus,546,Adv,Adv,mieux,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2309,280,8,li,li,546,Prn,Prn$$,li,mix,---,C/V\,"ConBeth, chanson 5, v. 46"
2310,280,9,est,est,546,Vfin,Vfin,être,mix,---,/V\,"ConBeth, chanson 5, v. 46"
2311,280,10,meri,meri,546,Vpp,Vpp,mérir,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 46"
2312,280,11,.,.,546,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 46"
2313,281,1,pleust,pleust,547,Vfin,Vfin,plaire,mix,---,C/(V)\.'/V\,"ConBeth, chanson 5, v. 47"
2314,281,2,a,a,547,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 47"
2315,281,3,dieu,dieu,547,N,N,,mix,---,C/V\,"ConBeth, chanson 5, v. 47"
2316,281,4,k',k',547,Sub,Sub,que,mix,---,C/\,"ConBeth, chanson 5, v. 47"
2317,281,5,amors,amors,547,N,N,,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 47"
2318,281,6,fesist,fesist,547,Vfin,Vfin,faire,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 47"
2319,281,7,ausi,ausi,547,Adv,Adv,aussi,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 47"
2320,282,1,ensvers,ensvers,548,PrA,PrA,envers,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 48"
2321,282,2,tos,tos,548,QIs,QIs,tout,mix,---,C/V\,"ConBeth, chanson 5, v. 48"
2322,282,3,ceaus,ceaus,548,Dem,Dem,cil,mix,---,C/V\,"ConBeth, chanson 5, v. 48"
2323,282,4,qui,qui,548,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 48"
2324,282,5,ens,ens,548,PrA,PrA,ens,mix,---,/V\,"ConBeth, chanson 5, v. 48"
2325,282,6,li,li,548,Prn,Prn,li,mix,---,C/V\,"ConBeth, chanson 5, v. 48"
2326,282,7,ont,ont,548,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 48"
2327,282,8,fiance,fiance,548,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 48"
2328,282,9,.,.,548,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 48"
2329,283,1,or,or,549,Adv,Adv,or2,mix,---,/V\,"ConBeth, chanson 5, v. 49"
2330,283,2,vos,vos,549,Prn,Prn$$,vous,mix,---,C/V\,"ConBeth, chanson 5, v. 49"
2331,283,3,ai,ai,549,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 49"
2332,283,4,dit,dit,549,Vpp,Vpp,dire,mix,---,C/V\,"ConBeth, chanson 5, v. 49"
2333,283,5,des,des,549,Pre+Det,Pre+Det,de.le,mix,---,C/V\,"ConBeth, chanson 5, v. 49"
2334,283,6,barons,barons,549,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 49"
2335,283,7,ma,ma,549,Det,Det,mon,mix,---,C/V\,"ConBeth, chanson 5, v. 49"
2336,283,8,sanblance,sanblance,549,N,N,,mix,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 49"
2337,283,9,;,;,549,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 49"
2338,284,1,si,si,550,Adv,Adv,si4,mix,---,C/V\,"ConBeth, chanson 5, v. 50"
2339,284,2,lor,lor,550,Prn,Prn$$,leur,mix,---,C/V\,"ConBeth, chanson 5, v. 50"
2340,284,3,an,an,550,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 50"
2341,284,4,poise,poise,550,Vfin,Vfin,peser,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 50"
2342,284,5,de,de,550,Pre,Pre,de,mix,---,C/(e)\,"ConBeth, chanson 5, v. 50"
2343,284,6,ceu,ceu,550,Prn,Prn,ce,mix,---,C/V\,"ConBeth, chanson 5, v. 50"
2344,284,7,que,que,550,Qux,Qux,que,mix,---,C/(e)\,"ConBeth, chanson 5, v. 50"
2345,284,8,je,je,550,Prn,Prn$,je,mix,---,C/(e)\,"ConBeth, chanson 5, v. 50"
2346,284,9,di,di,550,Vfin,Vfin,dire,mix,---,C/V\,"ConBeth, chanson 5, v. 50"
2347,284,10,",",",",550,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 50"
2348,285,1,si,si,551,Adv,Adv,si4,mix,---,C/V\,"ConBeth, chanson 5, v. 51"
2349,285,2,s',s',551,Prn,Prn$$,se,mix,---,C/\,"ConBeth, chanson 5, v. 51"
2350,285,3,an,an,551,Prn,Prn$$,en2,mix,---,/V\,"ConBeth, chanson 5, v. 51"
2351,285,4,praingnent,praingnent,551,Vfin,Vfin,prendre,mix,---,'C/V\.C/e\,"ConBeth, chanson 5, v. 51"
2352,285,5,a,a,551,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 51"
2353,285,6,mon,mon,551,Det,Det,mon,mix,---,C/V\,"ConBeth, chanson 5, v. 51"
2354,285,7,mastre,mastre,551,N,N,,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 5, v. 51"
2355,285,8,d',d',551,Pre,Pre,de,mix,---,C/\,"ConBeth, chanson 5, v. 51"
2356,285,9,oissi,oissi,551,N,N,,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 51"
2357,285,10,",",",",551,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 51"
2358,286,1,qui,qui,552,Qux,Qux,qui,mix,---,C/V\,"ConBeth, chanson 5, v. 52"
2359,286,2,m',m',552,Prn,Prn$$,me,mix,---,C/\,"ConBeth, chanson 5, v. 52"
2360,286,3,at,at,552,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 5, v. 52"
2361,286,4,apris,apris,552,Vpp,Vpp,apprendre,mix,---,/V\.'C/V\,"ConBeth, chanson 5, v. 52"
2362,286,5,a,a,552,Pre,Pre,à,mix,---,/V\,"ConBeth, chanson 5, v. 52"
2363,286,6,chanter,chanter,552,Vinf,Vinf,chanter,mix,---,C/V\.'C/V\,"ConBeth, chanson 5, v. 52"
2364,286,7,tres,tres,552,PrA,PrA,très2,mix,---,C/V\,"ConBeth, chanson 5, v. 52"
2365,286,8,m',m',552,Det,Det,mon,mix,---,C/\,"ConBeth, chanson 5, v. 52"
2366,286,9,anfance,anfance,552,N,N,,mix,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 5, v. 52"
2367,286,10,.,.,552,Pnc,Pnc,,mix,---,,"ConBeth, chanson 5, v. 52"
2368,287,1,belle,belle,701,Adj,Adj,beau,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 7, v. 1"
2369,287,2,doce,doce,701,Adj,Adj,doux,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 7, v. 1"
2370,287,3,dame,dame,701,N,N,,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 7, v. 1"
2371,287,4,chiere,chiere,701,Adj,Adj,cher,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 7, v. 1"
2372,287,5,",",",",701,Pnc,Pnc,,mix,---,,"ConBeth, chanson 7, v. 1"
2373,288,1,vostre,vostre,702,Det,Det,votre,mix,---,'C/V\.C/(e)\,"ConBeth, chanson 7, v. 2"
2374,288,2,grans,grans,702,Adj,Adj,grand,mix,---,C/V\,"ConBeth, chanson 7, v. 2"
2375,288,3,beautés,beautés,702,N,N,,mix,---,C/V\.'C/V\,"ConBeth, chanson 7, v. 2"
2376,288,4,entiere,entiere,702,Adj,Adj,,mix,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 7, v. 2"
2377,289,1,m',m',703,Prn,Prn$$,me,mix,---,C/\,"ConBeth, chanson 7, v. 3"
2378,289,2,a,a,703,Vfin,Vfin,avoir,mix,---,/V\,"ConBeth, chanson 7, v. 3"
2379,289,3,si,si,703,Adv,Adv,si4,mix,---,C/V\,"ConBeth, chanson 7, v. 3"
2380,289,4,pris,pris,703,Vpp,Vpp,prendre,mix,---,C/V\,"ConBeth, chanson 7, v. 3"
2381,290,1,ke,ke,704,Sub,Sub,que,mix,---,C/(e)\,"ConBeth, chanson 7, v. 4"
2382,290,2,",",",",704,Pnc,Pnc,,mix,---,,"ConBeth, chanson 7, v. 4"
