wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref
716,95,7,",",",",310,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 10"
717,96,1,si,si,311,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 3, v. 11"
718,96,2,la,la,311,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 3, v. 11"
719,96,3,puet,puet,311,Vfin,Vfin,pouvoir2,10s,---,C/V\,"ConBeth, chanson 3, v. 11"
720,96,4,on,on,311,Prn,Prn%,on,10s,---,/V\,"ConBeth, chanson 3, v. 11"
721,96,5,bien,bien,311,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 3, v. 11"
722,96,6,entendre,entendre,311,Vinf,Vinf,entendre,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 3, v. 11"
723,96,7,en,en,311,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 3, v. 11"
724,96,8,franchois,franchois,311,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 11"
725,96,9,;,;,311,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 11"
726,97,1,ne,ne,312,Crd,Crd,ne2,10s,---,C/(e)\,"ConBeth, chanson 3, v. 12"
727,97,2,chil,chil,312,Dem,Dem,cil,10s,---,C/V\,"ConBeth, chanson 3, v. 12"
728,97,3,ne,ne,312,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 3, v. 12"
729,97,4,sont,sont,312,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 3, v. 12"
730,97,5,bien,bien,312,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 3, v. 12"
731,97,6,apris,apris,312,Vpp,Vpp,apprendre,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 12"
732,97,7,ne,ne,312,Crd,Crd,ne2,10s,---,C/(e)\,"ConBeth, chanson 3, v. 12"
733,97,8,cortois,cortois,312,Adj,Adj,,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 12"
734,97,9,",",",",312,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 12"
735,98,1,s',s',313,Sub,Sub,si3,10s,---,C/\,"ConBeth, chanson 3, v. 13"
736,98,2,il,il,313,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 3, v. 13"
737,98,3,m',m',313,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 3, v. 13"
738,98,4,ont,ont,313,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 3, v. 13"
739,98,5,repris,repris,313,Vpp,Vpp,reprendre,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 13"
740,98,6,se,se,313,Sub,Sub,si3,10s,---,C/(e)\,"ConBeth, chanson 3, v. 13"
741,98,7,j',j',313,Prn,Prn$,je,10s,---,C/\,"ConBeth, chanson 3, v. 13"
742,98,8,ai,ai,313,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 3, v. 13"
743,98,9,dit,dit,313,Vpp,Vpp,dire,10s,---,C/V\,"ConBeth, chanson 3, v. 13"
744,98,10,mos,mos,313,N,N,,10s,---,C/V\,"ConBeth, chanson 3, v. 13"
745,98,11,d',d',313,Pre,Pre,de,10s,---,C/\,"ConBeth, chanson 3, v. 13"
746,98,12,artois,artois,313,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 13"
747,98,13,",",",",313,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 13"
748,99,1,car,car,314,Crd,Crd,car,10s,---,C/V\,"ConBeth, chanson 3, v. 14"
749,99,2,je,je,314,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 3, v. 14"
750,99,3,ne,ne,314,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 3, v. 14"
751,99,4,fui,fui,314,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 3, v. 14"
752,99,5,pas,pas,314,Neg,Neg,pas,10s,---,C/V\,"ConBeth, chanson 3, v. 14"
753,99,6,norris,norris,314,Vpp,Vpp,nourrir,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 14"
754,99,7,a,a,314,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 3, v. 14"
755,99,8,pontoise,pontoise,314,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 3, v. 14"
756,99,9,.,.,314,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 14"
757,100,1,dieus,dieus,315,N,N,,10s,---,C/V\,"ConBeth, chanson 3, v. 15"
758,100,2,!,!,315,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 15"
759,100,3,ke,ke,315,Qux,Qux,que,10s,---,C/(e)\,"ConBeth, chanson 3, v. 15"
760,100,4,ferai,ferai,315,Vfin,Vfin,faire,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 15"
761,100,5,?,?,315,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 15"
762,100,6,dirai,dirai,315,Vfin,Vfin,dire,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 15"
763,100,7,li,li,315,Prn,Prn%,li,10s,---,C/V\,"ConBeth, chanson 3, v. 15"
764,100,8,mon,mon,315,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 3, v. 15"
765,100,9,coraige,coraige,315,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 3, v. 15"
766,100,10,?,?,315,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 15"
767,101,1,li,li,316,Prn,Prn$$,li,10s,---,C/V\,"ConBeth, chanson 3, v. 16"
768,101,2,irai,irai,316,Vfin,Vfin,aller,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 16"
769,101,3,je,je,316,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 3, v. 16"
770,101,4,dont,dont,316,Adv,Adv,donc,10s,---,C/V\,"ConBeth, chanson 3, v. 16"
771,101,5,s',s',316,Det,Det,son4,10s,---,C/\,"ConBeth, chanson 3, v. 16"
772,101,6,amor,amor,316,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 16"
773,101,7,demander,demander,316,Vinf,Vinf,demander,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 3, v. 16"
774,101,8,?,?,316,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 16"
775,102,1,oïl,oïl,317,NVP,NVP,oui,10s,---,/{V}\.'/V\,"ConBeth, chanson 3, v. 17"
776,102,2,",",",",317,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 17"
777,102,3,par,par,317,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
778,102,4,dieu,dieu,317,N,N,,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
779,102,5,!,!,317,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 17"
780,102,6,car,car,317,Crd,Crd,car,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
781,102,7,tel,tel,317,Adj,Adj,tel,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
782,102,8,sont,sont,317,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
783,102,9,li,li,317,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 3, v. 17"
784,102,10,usaige,usaige,317,N,N,,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 3, v. 17"
785,103,1,c',c',318,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 3, v. 18"
786,103,2,on,on,318,Prn,Prn$,on,10s,---,/V\,"ConBeth, chanson 3, v. 18"
787,103,3,n',n',318,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 3, v. 18"
788,103,4,i,i,318,Prn,Prn$$,y2,10s,---,/V\,"ConBeth, chanson 3, v. 18"
789,103,5,puet,puet,318,Vfin,Vfin,pouvoir2,10s,---,C/V\,"ConBeth, chanson 3, v. 18"
790,103,6,mais,mais,318,Adv,Adv,mais,10s,---,C/V\,"ConBeth, chanson 3, v. 18"
791,103,7,sans,sans,318,Pre,Pre,sans,10s,---,C/V\,"ConBeth, chanson 3, v. 18"
792,103,8,demant,demant,318,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 18"
793,103,9,riens,riens,318,N,N,rien,10s,---,C/V\,"ConBeth, chanson 3, v. 18"
794,103,10,trover,trover,318,Vinf,Vinf,trouver,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 18"
795,103,11,;,;,318,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 18"
796,104,1,et,et,319,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 3, v. 19"
797,104,2,se,se,319,Sub,Sub,si3,10s,---,C/(e)\,"ConBeth, chanson 3, v. 19"
798,104,3,jo,jo,319,Prn,Prn$,je,10s,---,C/V\,"ConBeth, chanson 3, v. 19"
799,104,4,sui,sui,319,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 3, v. 19"
800,104,5,outraigeus,outraigeus,319,Adj,Adj,,10s,---,/V\.C/V\.'C/V\,"ConBeth, chanson 3, v. 19"
801,104,6,del,del,319,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"ConBeth, chanson 3, v. 19"
802,104,7,trover,trover,319,Vinf,Vinf,trouver,10s,---,C/V\.'C/V\,"ConBeth, chanson 3, v. 19"
803,104,8,",",",",319,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 19"
804,105,1,se,se,320,Adv,Adv,si4,10s,---,C/(e)\,"ConBeth, chanson 3, v. 20"
805,105,2,n',n',320,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 3, v. 20"
806,105,3,en,en,320,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 3, v. 20"
807,105,4,doit,doit,320,Vfin,Vfin,devoir2,10s,---,C/V\,"ConBeth, chanson 3, v. 20"
808,105,5,pas,pas,320,Neg,Neg,pas,10s,---,C/V\,"ConBeth, chanson 3, v. 20"
809,105,6,ma,ma,320,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 3, v. 20"
810,105,7,dame,dame,320,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 3, v. 20"
811,105,8,a,a,320,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 3, v. 20"
812,105,9,moi,moi,320,Prn,Prn,moi,10s,---,C/V\,"ConBeth, chanson 3, v. 20"
813,105,10,irer,irer,320,Vinf,Vinf,irer,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 20"
814,105,11,",",",",320,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 20"
815,106,1,mais,mais,321,Crd,Crd,mais,10s,---,C/V\,"ConBeth, chanson 3, v. 21"
816,106,2,vers,vers,321,Pre,Pre,vers2,10s,---,C/V\,"ConBeth, chanson 3, v. 21"
817,106,3,amors,amors,321,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 3, v. 21"
818,106,4,",",",",321,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 21"
819,106,5,ki,ki,321,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 3, v. 21"
820,106,6,me,me,321,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 3, v. 21"
821,106,7,font,font,321,Vfin,Vfin,faire,10s,---,C/V\,"ConBeth, chanson 3, v. 21"
822,106,8,dire,dire,321,Vinf,Vinf,dire,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 3, v. 21"
823,106,9,outraige,outraige,321,N,N,,10s,---,/V\.'C/V\.C/(e)\,"ConBeth, chanson 3, v. 21"
824,106,10,.,.,321,Pnc,Pnc,,10s,---,,"ConBeth, chanson 3, v. 21"
825,107,1,ahi,ahi,401,Exc,Exc,,10s,---,/V\.'C/V\,"ConBeth, chanson 4, v. 1"
826,107,2,!,!,401,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 1"
827,107,3,amors,amors,401,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 4, v. 1"
828,107,4,",",",",401,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 1"
829,107,5,com,com,401,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 4, v. 1"
830,107,6,dure,dure,401,Adj,Adj,dur,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 4, v. 1"
831,107,7,departie,departie,401,Vpp,Vpp,départir,10s,---,C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 1"
832,108,1,me,me,402,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 4, v. 2"
833,108,2,convenra,convenra,402,Vfin,Vfin,convenir,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 4, v. 2"
834,108,3,faire,faire,402,Vinf,Vinf,faire,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 4, v. 2"
835,108,4,de,de,402,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 4, v. 2"
836,108,5,la,la,402,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 4, v. 2"
837,108,6,millor,millor,402,Adj,Adj,meilleur,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 2"
838,109,1,ki,ki,403,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 4, v. 3"
839,109,2,onques,onques,403,Adv,Adv,onques,10s,---,'/V\.C/e\,"ConBeth, chanson 4, v. 3"
840,109,3,fust,fust,403,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 4, v. 3"
841,109,4,amee,amee,403,Vpp,Vpp,aimer,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 3"
842,109,5,ne,ne,403,Crd,Crd,ne2,10s,---,C/(e)\,"ConBeth, chanson 4, v. 3"
843,109,6,servie,servie,403,Vpp,Vpp,servir,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 3"
844,109,7,!,!,403,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 3"
845,110,1,dieus,dieus,404,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 4"
846,110,2,me,me,404,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 4, v. 4"
847,110,3,ramaint,ramaint,404,Vfin,Vfin,ramener,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 4"
848,110,4,a,a,404,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 4, v. 4"
849,110,5,li,li,404,Prn,Prn,li,10s,---,C/V\,"ConBeth, chanson 4, v. 4"
850,110,6,par,par,404,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 4, v. 4"
851,110,7,sa,sa,404,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 4, v. 4"
852,110,8,douçour,douçour,404,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 4"
853,110,9,",",",",404,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 4"
854,111,1,si,si,405,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 4, v. 5"
855,111,2,voirement,voirement,405,Adv,Adv,,10s,---,C/V\.C/e\.'C/V\,"ConBeth, chanson 4, v. 5"
856,111,3,con,con,405,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 4, v. 5"
857,111,4,j',j',405,Prn,Prn$,je,10s,---,C/\,"ConBeth, chanson 4, v. 5"
858,111,5,en,en,405,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 4, v. 5"
859,111,6,part,part,405,Vfin,Vfin,partir,10s,---,C/V\,"ConBeth, chanson 4, v. 5"
860,111,7,a,a,405,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 4, v. 5"
861,111,8,dolor,dolor,405,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 5"
862,111,9,!,!,405,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 5"
863,112,1,las,las,406,Adj,Adj,las,10s,---,C/V\,"ConBeth, chanson 4, v. 6"
864,112,2,!,!,406,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 6"
865,112,3,k',k',406,Qux,Qux,que,10s,---,C/\,"ConBeth, chanson 4, v. 6"
866,112,4,ai,ai,406,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 4, v. 6"
867,112,5,je,je,406,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 4, v. 6"
868,112,6,dit,dit,406,Vpp,Vpp,dire,10s,---,C/V\,"ConBeth, chanson 4, v. 6"
869,112,7,?,?,406,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 6"
870,112,8,ja,ja,406,Adv,Adv,jà,10s,---,C/V\,"ConBeth, chanson 4, v. 6"
871,112,9,ne,ne,406,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 4, v. 6"
872,112,10,m',m',406,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 4, v. 6"
873,112,11,en,en,406,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 4, v. 6"
874,112,12,part,part,406,Vfin,Vfin,partir,10s,---,C/V\,"ConBeth, chanson 4, v. 6"
875,112,13,je,je,406,Prn,Prn%,je,10s,---,C/(e)\,"ConBeth, chanson 4, v. 6"
876,112,14,mie,mie,406,Neg,Neg,mie3,10s,---,'C/V\./(e)\,"ConBeth, chanson 4, v. 6"
877,112,15,!,!,406,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 6"
878,113,1,se,se,407,Sub,Sub,si3,10s,---,C/(e)\,"ConBeth, chanson 4, v. 7"
879,113,2,li,li,407,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 4, v. 7"
880,113,3,cors,cors,407,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 7"
881,113,4,va,va,407,Vfin,Vfin,aller,10s,---,C/V\,"ConBeth, chanson 4, v. 7"
882,113,5,servir,servir,407,Vinf,Vinf,servir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 7"
883,113,6,nostre,nostre,407,Det,Det,notre,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 4, v. 7"
884,113,7,signor,signor,407,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 7"
885,113,8,",",",",407,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 7"
886,114,1,mes,mes,408,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 4, v. 8"
887,114,2,cuers,cuers,408,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 8"
888,114,3,remaint,remaint,408,Vfin,Vfin,remanoir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 8"
889,114,4,del,del,408,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"ConBeth, chanson 4, v. 8"
890,114,5,tot,tot,408,QIs,QIs,tout,10s,---,C/V\,"ConBeth, chanson 4, v. 8"
891,114,6,en,en,408,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 4, v. 8"
892,114,7,sa,sa,408,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 4, v. 8"
893,114,8,baillie,baillie,408,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 8"
894,114,9,.,.,408,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 8"
895,115,1,por,por,409,Pre,Pre,pour,10s,---,C/V\,"ConBeth, chanson 4, v. 9"
896,115,2,li,li,409,Prn,Prn,li,10s,---,C/V\,"ConBeth, chanson 4, v. 9"
897,115,3,m',m',409,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 4, v. 9"
898,115,4,en,en,409,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 4, v. 9"
899,115,5,vois,vois,409,Vfin,Vfin,aller,10s,---,C/V\,"ConBeth, chanson 4, v. 9"
900,115,6,sospirant,sospirant,409,Vprs,Vprs,soupirer,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 4, v. 9"
901,115,7,en,en,409,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 4, v. 9"
902,115,8,surie,surie,409,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 9"
903,115,9,",",",",409,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 9"
904,116,1,car,car,410,Crd,Crd,car,10s,---,C/V\,"ConBeth, chanson 4, v. 10"
905,116,2,je,je,410,Prn,Prn$,je,10s,---,C/(e)\,"ConBeth, chanson 4, v. 10"
906,116,3,ne,ne,410,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 4, v. 10"
907,116,4,doi,doi,410,Vfin,Vfin,devoir2,10s,---,C/V\,"ConBeth, chanson 4, v. 10"
908,116,5,faillir,faillir,410,Vinf,Vinf,faillir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 10"
909,116,6,mon,mon,410,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 4, v. 10"
910,116,7,creator,creator,410,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 4, v. 10"
911,116,8,.,.,410,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 10"
912,117,1,ki,ki,411,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 4, v. 11"
913,117,2,li,li,411,Prn,Prn$$,li,10s,---,C/V\,"ConBeth, chanson 4, v. 11"
914,117,3,faura,faura,411,Vfin,Vfin,faillir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 11"
915,117,4,a,a,411,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 4, v. 11"
916,117,5,cest,cest,411,Dem,Dem,cist,10s,---,C/V\,"ConBeth, chanson 4, v. 11"
917,117,6,besoig,besoig,411,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 11"
918,117,7,d',d',411,Pre,Pre,de,10s,---,C/\,"ConBeth, chanson 4, v. 11"
919,117,8,aïe,aïe,411,N,N,,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 11"
920,117,9,",",",",411,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 11"
921,118,1,saiciés,saiciés,412,Vfin,Vfin,savoir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 12"
922,118,2,ke,ke,412,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 4, v. 12"
923,118,3,il,il,412,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 4, v. 12"
924,118,4,li,li,412,Prn,Prn$$,li,10s,---,C/V\,"ConBeth, chanson 4, v. 12"
925,118,5,faura,faura,412,Vfin,Vfin,faillir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 12"
926,118,6,a,a,412,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 4, v. 12"
927,118,7,grignor,grignor,412,Adj,Adj,graindre,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 12"
928,118,8,;,;,412,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 12"
929,119,1,et,et,413,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 13"
930,119,2,saicent,saicent,413,Vfin,Vfin,savoir,10s,---,'C/V\.C/e\,"ConBeth, chanson 4, v. 13"
931,119,3,bien,bien,413,Adv,Adv,bien,10s,---,C/V\,"ConBeth, chanson 4, v. 13"
932,119,4,li,li,413,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 4, v. 13"
933,119,5,grant,grant,413,Adj,Adj,grand,10s,---,C/V\,"ConBeth, chanson 4, v. 13"
934,119,6,et,et,413,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 13"
935,119,7,li,li,413,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 4, v. 13"
936,119,8,menor,menor,413,Adj,Adj,petit,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 13"
937,120,1,ke,ke,414,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 4, v. 14"
938,120,2,la,la,414,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 4, v. 14"
939,120,3,doit,doit,414,Vfin,Vfin,devoir2,10s,---,C/V\,"ConBeth, chanson 4, v. 14"
940,120,4,on,on,414,Prn,Prn%,on,10s,---,/V\,"ConBeth, chanson 4, v. 14"
941,120,5,faire,faire,414,Vinf,Vinf,faire,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 4, v. 14"
942,120,6,chevallerie,chevallerie,414,N,N,,10s,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 14"
943,121,1,ou,ou,415,Qux,Qux,où,10s,---,/V\,"ConBeth, chanson 4, v. 15"
944,121,2,on,on,415,Prn,Prn$,on,10s,---,/V\,"ConBeth, chanson 4, v. 15"
945,121,3,conquiert,conquiert,415,Vfin,Vfin,conquérir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 15"
946,121,4,paradis,paradis,415,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 4, v. 15"
947,121,5,et,et,415,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 15"
948,121,6,honor,honor,415,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 4, v. 15"
949,122,1,et,et,416,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 16"
950,122,2,pris,pris,416,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 16"
951,122,3,et,et,416,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 16"
952,122,4,los,los,416,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 16"
953,122,5,et,et,416,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 4, v. 16"
954,122,6,l',l',416,Det,Det,le,10s,---,C/\,"ConBeth, chanson 4, v. 16"
955,122,7,amor,amor,416,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 4, v. 16"
956,122,8,de,de,416,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 4, v. 16"
957,122,9,s',s',416,Det,Det,son4,10s,---,C/\,"ConBeth, chanson 4, v. 16"
958,122,10,amie,amie,416,N,N,,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 4, v. 16"
959,122,11,.,.,416,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 16"
960,123,1,dieus,dieus,417,N,N,,10s,---,C/V\,"ConBeth, chanson 4, v. 17"
961,123,2,est,est,417,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 4, v. 17"
962,123,3,assis,assis,417,Vpp,Vpp,asseoir,10s,---,/V\.'C/V\,"ConBeth, chanson 4, v. 17"
963,123,4,en,en,417,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 4, v. 17"
964,123,5,son,son,417,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 4, v. 17"
965,123,6,saint,saint,417,Adj,Adj,saint,10s,---,C/V\,"ConBeth, chanson 4, v. 17"
966,123,7,iretaige,iretaige,417,N,N,,10s,---,/V\.C/e\.'C/V\.C/(e)\,"ConBeth, chanson 4, v. 17"
967,123,8,;,;,417,Pnc,Pnc,,10s,---,,"ConBeth, chanson 4, v. 17"
968,124,1,ore,ore,418,Adv,Adv,or2,10s,---,'/V\.C/(e)\,"ConBeth, chanson 4, v. 18"
969,124,2,i,i,418,Prn,Prn$$,y2,10s,---,/V\,"ConBeth, chanson 4, v. 18"
970,124,3,parra,parra,418,Vfin,Vfin,paroir,10s,---,C/V\.'C/V\,"ConBeth, chanson 4, v. 18"
