wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,syllabified,lemma
881,123,9,sui,sui,123,Vfin,Vfin,C/V\,être
882,123,10,;,;,123,Pnc,Pnc,,;
883,124,1,d',d',124,Pre,Pre,C/\,de
884,124,2,oisemont,oisemont,124,N,N,/V\.C/e\.'C/V\,Oisemont
885,124,3,vieing,vieing,124,Vfin,Vfin,C/V\,venir
886,124,4,",",",",124,Pnc,Pnc,,","
887,124,5,au,au,124,Pre+Det,Pre+Det,/V\,à.le
888,124,6,marchié,marchié,124,N,N,C/V\.'C/V\,marché
889,124,7,fui,fui,124,Vfin,Vfin,C/V\,être
890,124,8,;,;,124,Pnc,Pnc,,;
891,125,1,n',n',125,Neg,Neg$$,C/\,ne
892,125,2,i,i,125,Prn,Prn$$,/V\,y
893,125,3,acheté,acheté,125,Vfin,Vfin,/V\.C/e\.'C/V\,acheter
894,125,4,c',c',125,Sub,Sub,C/\,que
895,125,5,un,un,125,QIs,QIs,/V\,un
896,125,6,seul,seul,125,Adj,Adj,C/V\,seul
897,125,7,mouton,mouton,125,N,N,C/V\.'C/V\,mouton
898,125,8,",",",",125,Pnc,Pnc,,","
899,126,1,més,més,126,Crd,Crd,C/V\,mais
900,126,2,cil,cil,126,Dem,Dem,C/V\,cil
901,126,3,a,a,126,Vfin,Vfin,/V\,avoir
902,126,4,molt,molt,126,QIs,QIs,C/V\,moult
903,126,5,cras,cras,126,Adj,Adj,C/V\,gras
904,126,6,le,le,126,Det,Det,C/(e)\,le
905,126,7,crepon,crepon,126,N,N,C/V\.'C/V\,crepon
906,126,8,!,!,126,Pnc,Pnc,,!
907,127,1,sire,sire,127,N,N,'C/V\.C/(e)\,sire
908,127,2,",",",",127,Pnc,Pnc,,","
909,127,3,ennuit,ennuit,127,Adv,Adv,/V\.'C/V\,anuit
910,127,4,més,més,127,Adv,Adv,C/V\,mais
911,127,5,me,me,127,Prn,Prn$$,C/(e)\,me
912,127,6,hebergiez,hebergiez,127,Vfin,Vfin,C/V\.C/V\.'C/V\,héberger
913,127,7,",",",",127,Pnc,Pnc,,","
914,128,1,car,car,128,Crd,Crd,C/V\,car
915,128,2,bien,bien,128,Adv,Adv,C/V\,bien
916,128,3,en,en,128,Prn,Prn$$,/V\,en
917,128,4,estes,estes,128,Vfin,Vfin,'/V\.C/e\,être
918,128,5,aesiez,aesiez,128,Vpp,Vpp,/(V)\./V\.'C/V\,aaiser
919,128,6,.,.,128,Pnc,Pnc,,.
920,129,1,je,je,129,Prn,Prn$,C/(e)\,je
921,129,2,ne,ne,129,Neg,Neg$$,C/(e)\,ne
922,129,3,sui,sui,129,Vfin,Vfin,C/V\,être
923,129,4,aver,aver,129,Adj,Adj,/V\.'C/V\,avare
924,129,5,ne,ne,129,Crd,Crd,C/(e)\,ne
925,129,6,eschars,eschars,129,Adj,Adj,/V\.'C/V\,eschars
926,129,7,:,:,129,Pnc,Pnc,,:
927,130,1,anuit,anuit,130,Adv,Adv,/V\.'C/V\,anuit
928,130,2,iert,iert,130,Vfin,Vfin,/V\,être
929,130,3,mengie,mengie,130,Vpp,Vpp,C/V\.'C/V\./(e)\,manger
930,130,4,la,la,130,Det,Det,C/V\,le
931,130,5,chars,chars,130,N,N,C/V\,chair
932,131,1,de,de,131,Pre,Pre,C/(e)\,de
933,131,2,mon,mon,131,Det,Det,C/V\,mon
934,131,3,mouton,mouton,131,N,N,C/V\.'C/V\,mouton
935,131,4,",",",",131,Pnc,Pnc,,","
936,131,5,por,por,131,Pre,Pre,C/V\,pour
937,131,6,qu',qu',131,Sub,Sub,C/\,que
938,131,7,il,il,131,Prn,Prn$,/V\,il
939,131,8,vos,vos,131,Prn,Prn$$,C/V\,vous
940,131,9,plese,plese,131,Vfin,Vfin,'C/V\.C/(e)\,plaire
941,131,10,",",",",131,Pnc,Pnc,,","
942,132,1,car,car,132,Crd,Crd,C/V\,car
943,132,2,porté,porté,132,Vpp,Vpp,C/V\.'C/V\,porter
944,132,3,l',l',132,Prn,Prn$$,C/\,le
945,132,4,ai,ai,132,Vfin,Vfin,/V\,avoir
946,132,5,a,a,132,Pre,Pre,/V\,à
947,132,6,grant,grant,132,Adj,Adj,C/V\,grand
948,132,7,mesese,mesese,132,N,N,C/V\.'C/V\.C/(e)\,mésaise
949,132,8,;,;,132,Pnc,Pnc,,;
950,133,1,il,il,133,Prn,Prn$,/V\,il
951,133,2,est,est,133,Vfin,Vfin,/V\,être
952,133,3,grant,grant,133,Adj,Adj,C/V\,grand
953,133,4,",",",",133,Pnc,Pnc,,","
954,133,5,si,si,133,Adv,Adv,C/V\,si
955,133,6,a,a,133,Vfin,Vfin,/V\,avoir
956,133,7,char,char,133,N,N,C/V\,chair
957,133,8,assez,assez,133,Adv,Adv,/V\.'C/V\,assez
958,133,9,:,:,133,Pnc,Pnc,,:
959,134,1,nos,nos,134,Prn,Prn$,C/V\,nous
960,134,2,en,en,134,Prn,Prn$$,/V\,en
961,134,3,aron,aron,134,Vfin,Vfin,/V\.'C/V\,avoir
962,134,4,trestouz,trestouz,134,QIs,QIs,C/V\.'C/V\,trèstout
963,134,5,assez,assez,134,Adv,Adv,/V\.'C/V\,assez
964,134,6,.,.,134,Pnc,Pnc,,.
965,134,7,"""","""",134,Pnc,Pnc,,""""
966,135,1,le,le,135,Det,Det,C/(e)\,le
967,135,2,prestre,prestre,135,N,N,'C/V\.C/(e)\,prêtre
968,135,3,pense,pense,135,Vfin,Vfin,'C/V\.C/(e)\,penser
969,135,4,qu',qu',135,Sub,Sub,C/\,que
970,135,5,il,il,135,Prn,Prn$,/V\,il
971,135,6,dit,dit,135,Vfin,Vfin,C/V\,dire
972,135,7,voir,voir,135,N,N,C/V\,voir
973,135,8,",",",",135,Pnc,Pnc,,","
974,136,1,qui,qui,136,Qux,Qux,C/V\,qui
975,136,2,molt,molt,136,QIs,QIs,C/V\,moult
976,136,3,golouse,golouse,136,Vfin,Vfin,C/V\.'C/V\.C/(e)\,gouloser
977,136,4,autrui,autrui,136,Adj,Adj,/V\.'C/V\,autrui
978,136,5,avoir,avoir,136,N,N,/V\.'C/V\,avoir
979,136,6,:,:,136,Pnc,Pnc,,:
980,137,1,mieus,mieus,137,Adv,Adv,C/V\,mieux
981,137,2,aime,aime,137,Vfin,Vfin,'/V\.C/(e)\,aimer
982,137,3,un,un,137,QIs,QIs,/V\,un
983,137,4,mort,mort,137,Vpp,Vpp,C/V\,mourir
984,137,5,que,que,137,Sub,Sub,C/(e)\,que
985,137,6,quatre,quatre,137,QIs,QIs,'C/V\.C/(e)\,quatre
986,137,7,vis,vis,137,Adj,Adj,C/V\,vif
987,137,8,",",",",137,Pnc,Pnc,,","
988,138,1,ensi,ensi,138,Adv,Adv,/V\.'C/V\,ainsi
989,138,2,com,com,138,Sub,Sub,C/V\,comme
990,138,3,moi,moi,138,Prn,Prn$$,C/V\,moi
991,138,4,en,en,138,Prn,Prn$$,/V\,en
992,138,5,est,est,138,Vfin,Vfin,/V\,être
993,138,6,avis,avis,138,N,N,/V\.'C/V\,avis
994,138,7,.,.,138,Pnc,Pnc,,.
995,139,1,"""","""",139,Pnc,Pnc,,""""
996,139,2,amis,amis,139,N,N,/V\.'C/V\,ami
997,139,3,",",",",139,Pnc,Pnc,,","
998,139,4,dist,dist,139,Vfin,Vfin,C/V\,dire
999,139,5,il,il,139,Prn,Prn%,/V\,il
1000,139,6,",",",",139,Pnc,Pnc,,","
1001,139,7,molt,molt,139,QIs,QIs,C/V\,moult
1002,139,8,volentiers,volentiers,139,Adv,Adv,C/V\.C/V\.'C/V\,volentiers
1003,139,9,!,!,139,Pnc,Pnc,,!
1004,140,1,se,se,140,Sub,Sub,C/(e)\,si
1005,140,2,estiez,estiez,140,Vfin,Vfin,/V\.C/<V>\.'/V\,être
1006,140,3,ore,ore,140,Adv,Adv,'/V\.C/(e)\,or
1007,140,4,vos,vos,140,Prn,Prn,C/V\,vous
1008,140,5,tiers,tiers,140,Adj,Adj,C/V\,tiers
1009,140,6,",",",",140,Pnc,Pnc,,","
1010,141,1,s',s',141,Adv,Adv,C/\,si
1011,141,2,ariez,ariez,141,Vfin,Vfin,/V\.C/<V>\.'/V\,avoir
1012,141,3,ostel,ostel,141,N,N,/V\.'C/V\,hôtel
1013,141,4,a,a,141,Pre,Pre,/V\,à
1014,141,5,talent,talent,141,N,N,C/V\.'C/V\,talent
1015,141,6,;,;,141,Pnc,Pnc,,;
1016,142,1,onc,onc,142,Adv,Adv,/V\,onques
1017,142,2,nul,nul,142,QIs,QIs,C/V\,nul
1018,142,3,hom,hom,142,N,N,/V\,homme
1019,142,4,ne,ne,142,Neg,Neg$$,C/(e)\,ne
1020,142,5,me,me,142,Prn,Prn$$,C/(e)\,me
1021,142,6,trova,trova,142,Vfin,Vfin,C/V\.'C/V\,trouver
1022,142,7,lent,lent,142,Adj,Adj,C/V\,lent
1023,143,1,de,de,143,Pre,Pre,C/(e)\,de
1024,143,2,cortoisie,cortoisie,143,N,N,C/V\.C/V\.'C/V\./(e)\,courtoisie
1025,143,3,et,et,143,Crd,Crd,/V\,et
1026,143,4,d',d',143,Pre,Pre,C/\,de
1027,143,5,aneur,aneur,143,N,N,/V\.'C/V\,honneur
1028,143,6,fere,fere,143,Vinf,Vinf,'C/V\.C/(e)\,faire
1029,143,7,.,.,143,Pnc,Pnc,,.
1030,144,1,vos,vos,144,Prn,Prn$,C/V\,vous
1031,144,2,me,me,144,Prn,Prn$$,C/(e)\,me
1032,144,3,semblez,semblez,144,Vfin,Vfin,C/V\.'C/V\,sembler
1033,144,4,de,de,144,Pre,Pre,C/(e)\,de
1034,144,5,bon,bon,144,Adj,Adj,C/V\,bon
1035,144,6,afere,afere,144,N,N,/V\.'C/V\.C/(e)\,affaire
1036,144,7,.,.,144,Pnc,Pnc,,.
1037,144,8,"""","""",144,Pnc,Pnc,,""""
1038,145,1,puis,puis,145,PrA,PrA,C/V\,puis
1039,145,2,li,li,145,Prn,Prn$$,C/V\,li
1040,145,3,dist,dist,145,Vfin,Vfin,C/V\,dire
1041,145,4,:,:,145,Pnc,Pnc,,:
1042,145,5,"""","""",145,Pnc,Pnc,,""""
1043,145,6,comment,comment,145,Qux,Qux,C/V\.'C/V\,comment
1044,145,7,est,est,145,Vfin,Vfin,/V\,être
1045,145,8,vos,vos,145,Det,Det,C/V\,votre
1046,145,9,nons,nons,145,N,N,C/V\,nom
1047,145,10,?,?,145,Pnc,Pnc,,?
1048,146,1,-,-,146,Pnc,Pnc,,-
1049,146,2,sire,sire,146,N,N,'C/V\.C/(e)\,sire
1050,146,3,",",",",146,Pnc,Pnc,,","
1051,146,4,par,par,146,Pre,Pre,C/V\,par
1052,146,5,deu,deu,146,N,N,C/V\,dieu
1053,146,6,et,et,146,Crd,Crd,/V\,et
1054,146,7,par,par,146,Pre,Pre,C/V\,par
1055,146,8,ses,ses,146,Det,Det,C/V\,son
1056,146,9,nons,nons,146,N,N,C/V\,nom
1057,146,10,",",",",146,Pnc,Pnc,,","
1058,147,1,j',j',147,Prn,Prn$,C/\,je
1059,147,2,ai,ai,147,Vfin,Vfin,/V\,avoir
1060,147,3,non,non,147,N,N,C/V\,nom
1061,147,4,davi,davi,147,N,N,C/V\.'C/V\,David
1062,147,5,en,en,147,Pre,Pre,/V\,en
1063,147,6,droit,droit,147,Adj,Adj,C/V\,droit
1064,147,7,baptesme,baptesme,147,N,N,C/V\.'C/V\.C/(e)\,baptême
1065,147,8,",",",",147,Pnc,Pnc,,","
1066,148,1,quant,quant,148,Sub,Sub,C/V\,quand
1067,148,2,je,je,148,Prn,Prn$,C/(e)\,je
1068,148,3,rechui,rechui,148,Vfin,Vfin,C/V\.'C/V\,recheoir
1069,148,4,l',l',148,Det,Det,C/\,le
1070,148,5,uille,uille,148,N,N,'/V\.C/(e)\,huile
1071,148,6,et,et,148,Crd,Crd,/V\,et
1072,148,7,le,le,148,Det,Det,C/(e)\,le
1073,148,8,cresme,cresme,148,N,N,'C/V\.C/(e)\,chrême
1074,148,9,.,.,148,Pnc,Pnc,,.
1075,149,1,traveilliez,traveilliez,149,Vpp,Vpp,C/V\.C/V\.'C/V\,travailler
1076,149,2,sui,sui,149,Vfin,Vfin,C/V\,être
1077,149,3,en,en,149,Pre,Pre,/V\,en
1078,149,4,ceste,ceste,149,Dem,Dem,'C/V\.C/(e)\,cist
1079,149,5,voie,voie,149,N,N,'C/V\./(e)\,voie
1080,149,6,;,;,149,Pnc,Pnc,,;
1081,150,1,ja,ja,150,Adv,Adv,C/V\,jà
1082,150,2,dieus,dieus,150,N,N,C/V\,dieu
1083,150,3,de,de,150,Pre,Pre,C/(e)\,de
1084,150,4,ses,ses,150,Det,Det,C/V\,son
1085,150,5,ieus,ieus,150,N,N,/V\,oeil
1086,150,6,ne,ne,150,Neg,Neg$$,C/(e)\,ne
1087,150,7,le,le,150,Prn,Prn$$,C/(e)\,le
1088,150,8,voie,voie,150,Vfin,Vfin,'C/V\./(e)\,voir
1089,151,1,celui,celui,151,Dem,Dem,C/V\.'C/V\,cil
1090,151,2,qui,qui,151,Qux,Qux,C/V\,qui
1091,151,3,ceste,ceste,151,Dem,Dem,'C/V\.C/(e)\,cist
1092,151,4,beste,beste,151,N,N,'C/V\.C/(e)\,bête
1093,151,5,fu,fu,151,Vfin,Vfin,C/V\,être
1094,151,6,!,!,151,Pnc,Pnc,,!
1095,152,1,huimais,huimais,152,Adv,Adv,/V\.'C/V\,huimais
1096,152,2,seroie,seroie,152,Vfin,Vfin,C/V\.'C/V\./(e)\,être
1097,152,3,pres,pres,152,PrA,PrA,C/V\,près
1098,152,4,du,du,152,Pre+Det,Pre+Det,C/V\,de.le
1099,152,5,fu,fu,152,N,N,C/V\,feu
1100,152,6,!,!,152,Pnc,Pnc,,!
1101,152,7,"""","""",152,Pnc,Pnc,,""""
1102,153,1,adont,adont,153,Adv,Adv,/V\.'C/V\,adonc
1103,153,2,entrent,entrent,153,Vfin,Vfin,'/V\.C/e\,entrer
1104,153,3,en,en,153,Pre,Pre,/V\,en
1105,153,4,la,la,153,Det,Det,C/V\,le
1106,153,5,meson,meson,153,N,N,C/V\.'C/V\,maison
1107,153,6,",",",",153,Pnc,Pnc,,","
1108,154,1,ou,ou,154,Qux,Qux,/V\,où
1109,154,2,li,li,154,Det,Det,C/V\,le
1110,154,3,feu,feu,154,N,N,C/V\,feu
1111,154,4,estoit,estoit,154,Vfin,Vfin,/V\.'C/V\,être
1112,154,5,en,en,154,Pre,Pre,/V\,en
1113,154,6,seson,seson,154,N,N,C/V\.'C/V\,saison
1114,154,7,.,.,154,Pnc,Pnc,,.
1115,155,1,des,des,155,Pre,Pre,C/V\,dès
1116,155,2,qu',qu',155,Sub,Sub,C/\,que
1117,155,3,il,il,155,Prn,Prn$,/V\,il
1118,155,4,ot,ot,155,Vfin,Vfin,/V\,avoir
1119,155,5,le,le,155,Det,Det,C/(e)\,le
1120,155,6,mouton,mouton,155,N,N,C/V\.'C/V\,mouton
1121,155,7,mis,mis,155,Vpp,Vpp,C/V\,mettre
1122,155,8,jus,jus,155,Adv,Adv,C/V\,jus
1123,155,9,",",",",155,Pnc,Pnc,,","
1124,156,1,ariere,ariere,156,PrA,PrA,/V\.'C/V\.C/(e)\,arrière
1125,156,2,garde,garde,156,Vfin,Vfin,'C/V\.C/(e)\,garder
1126,156,3,sus,sus,156,PrA,PrA,C/V\,sus
1127,156,4,et,et,156,Crd,Crd,/V\,et
1128,156,5,jus,jus,156,Adv,Adv,C/V\,jus
1129,156,6,;,;,156,Pnc,Pnc,,;
1130,157,1,une,une,157,QIs,QIs,'/V\.C/(e)\,un
1131,157,2,coignie,coignie,157,N,N,C/V\.'C/V\./(e)\,cognée
1132,157,3,a,a,157,Vfin,Vfin,/V\,avoir
1133,157,4,demandee,demandee,157,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,demander
1134,157,5,",",",",157,Pnc,Pnc,,","
1135,158,1,et,et,158,Crd,Crd,/V\,et
1136,158,2,hon,hon,158,Prn,Prn$,/V\,on
1137,158,3,li,li,158,Prn,Prn$$,C/V\,li
1138,158,4,a,a,158,Vfin,Vfin,/V\,avoir
1139,158,5,tost,tost,158,Adv,Adv,C/V\,tôt
1140,158,6,aportee,aportee,158,Vpp,Vpp,/V\.C/V\.'C/V\./(e)\,apporter
1141,158,7,.,.,158,Pnc,Pnc,,.
1142,159,1,la,la,159,Det,Det,C/V\,le
1143,159,2,beste,beste,159,N,N,'C/V\.C/(e)\,bête
1144,159,3,asome,asome,159,Vfin,Vfin,/V\.'C/V\.C/(e)\,assommer
1145,159,4,et,et,159,Crd,Crd,/V\,et
1146,159,5,puis,puis,159,PrA,PrA,C/V\,puis
1147,159,6,l',l',159,Prn,Prn$$,C/\,le
1148,159,7,escorche,escorche,159,Vfin,Vfin,/V\.'C/V\.C/(e)\,écorcher
1149,159,8,",",",",159,Pnc,Pnc,,","
1150,160,1,sus,sus,160,PrA,PrA,C/V\,sus
1151,160,2,un,un,160,QIs,QIs,/V\,un
1152,160,3,banc,banc,160,N,N,C/V\,banc
1153,160,4,a,a,160,Vfin,Vfin,/V\,avoir
1154,160,5,toute,toute,160,QIs,QIs,'C/V\.C/(e)\,tout
1155,160,6,l',l',160,Det,Det,C/\,le
1156,160,7,escorche,escorche,160,N,N,/V\.'C/V\.C/(e)\,écorce
1157,160,8,",",",",160,Pnc,Pnc,,","
1158,161,1,pendi,pendi,161,Vfin,Vfin,C/V\.'C/V\,pendre
1159,161,2,la,la,161,Det,Det,C/V\,le
1160,161,3,pel,pel,161,N,N,C/V\,peau
1161,161,4,",",",",161,Pnc,Pnc,,","
1162,161,5,lour,lour,161,Det,Det,C/V\,leur
1163,161,6,euz,euz,161,N,N,/V\,oeil
1164,161,7,voiant,voiant,161,Vprs,Vprs,C/V\.'C/V\,voir
1165,161,8,.,.,161,Pnc,Pnc,,.
1166,162,1,"""","""",162,Pnc,Pnc,,""""
1167,162,2,sire,sire,162,N,N,'C/V\.C/(e)\,sire
1168,162,3,",",",",162,Pnc,Pnc,,","
1169,162,4,dist,dist,162,Vfin,Vfin,C/V\,dire
1170,162,5,il,il,162,Prn,Prn%,/V\,il
1171,162,6,",",",",162,Pnc,Pnc,,","
1172,162,7,venez,venez,162,Vfin,Vfin,C/V\.'C/V\,venir
1173,162,8,avant,avant,162,PrA,PrA,/V\.'C/V\,avant
1174,162,9,",",",",162,Pnc,Pnc,,","
1175,163,1,por,por,163,Pre,Pre,C/V\,pour
1176,163,2,amor,amor,163,N,N,/V\.'C/V\,amour
1177,163,3,deu,deu,163,N,N,C/V\,dieu
1178,163,4,",",",",163,Pnc,Pnc,,","
1179,163,5,car,car,163,Crd,Crd,C/V\,car
1180,163,6,m',m',163,Prn,Prn$$,C/\,me
1181,163,7,esgardez,esgardez,163,Vfin,Vfin,/V\.C/V\.'C/V\,égarder
1182,164,1,com,com,164,Sub,Sub,C/V\,comme
1183,164,2,cest,cest,164,Dem,Dem,C/V\,cist
1184,164,3,mouton,mouton,164,N,N,C/V\.'C/V\,mouton
1185,164,4,est,est,164,Vfin,Vfin,/V\,être
1186,164,5,enlardez,enlardez,164,Vpp,Vpp,/V\.C/V\.'C/V\,enlarder
1187,164,6,!,!,164,Pnc,Pnc,,!
1188,165,1,vez,vez,165,Vfin,Vfin,C/V\,voir
1189,165,2,com,com,165,Sub,Sub,C/V\,comme
1190,165,3,il,il,165,Prn,Prn$,/V\,il
1191,165,4,est,est,165,Vfin,Vfin,/V\,être
1192,165,5,cras,cras,165,Adj,Adj,C/V\,gras
1193,165,6,et,et,165,Crd,Crd,/V\,et
1194,165,7,refés,refés,165,Vpp,Vpp,C/V\.'C/V\,refaire
1195,165,8,!,!,165,Pnc,Pnc,,!
1196,166,1,més,més,166,Crd,Crd,C/V\,mais
1197,166,2,molt,molt,166,QIs,QIs,C/V\,moult
1198,166,3,m',m',166,Prn,Prn$$,C/\,me
1199,166,4,en,en,166,Prn,Prn$$,/V\,en
1200,166,5,a,a,166,Vfin,Vfin,/V\,avoir
1201,166,6,grevé,grevé,166,Vpp,Vpp,C/V\.'C/V\,grever
1202,166,7,le,le,166,Det,Det,C/(e)\,le
1203,166,8,fes,fes,166,N,N,C/V\,faix
1204,166,9,",",",",166,Pnc,Pnc,,","
1205,167,1,quant,quant,167,Sub,Sub,C/V\,quand
1206,167,2,de,de,167,Pre,Pre,C/(e)\,de
1207,167,3,si,si,167,Adv,Adv,C/V\,si
1208,167,4,loing,loing,167,Adv,Adv,C/V\,loin
1209,167,5,l',l',167,Prn,Prn$$,C/\,le
1210,167,6,ai,ai,167,Vfin,Vfin,/V\,avoir
1211,167,7,aporté,aporté,167,Vpp,Vpp,/V\.C/V\.'C/V\,apporter
1212,167,8,.,.,167,Pnc,Pnc,,.
1213,168,1,or,or,168,Adv,Adv,/V\,or
1214,168,2,en,en,168,Prn,Prn$$,/V\,en
1215,168,3,fetes,fetes,168,Vfin,Vfin,'C/V\.C/e\,faire
1216,168,4,vos,vos,168,Det,Det,C/V\,votre
1217,168,5,volenté,volenté,168,N,N,C/V\.C/V\.'C/V\,volonté
1218,168,6,!,!,168,Pnc,Pnc,,!
1219,169,1,or,or,169,Adv,Adv,/V\,or
1220,169,2,en,en,169,Prn,Prn$$,/V\,en
1221,169,3,cuisiez,cuisiez,169,Vfin,Vfin,C/V\.'C/V\,cuire
1222,169,4,l',l',169,Det,Det,C/\,le
1223,169,5,espaulle,espaulle,169,N,N,/V\.'C/V\.C/(e)\,épaule
1224,169,6,en,en,169,Pre,Pre,/V\,en
1225,169,7,rost,rost,169,N,N,C/V\,rôt
1226,169,8,",",",",169,Pnc,Pnc,,","
1227,170,1,et,et,170,Crd,Crd,/V\,et
1228,170,2,s',s',170,Adv,Adv,C/\,si
1229,170,3,en,en,170,Prn,Prn$$,/V\,en
1230,170,4,fetes,fetes,170,Vfin,Vfin,'C/V\.C/e\,faire
1231,170,5,bolir,bolir,170,Vinf,Vinf,C/V\.'C/V\,bouillir
1232,170,6,tantost,tantost,170,Adv,Adv,C/V\.'C/V\,tantôt
1233,171,1,c',c',171,Sub,Sub,C/\,que
1234,171,2,asez,asez,171,Adv,Adv,/V\.'C/V\,assez
1235,171,3,en,en,171,Prn,Prn$$,/V\,en
1236,171,4,aient,aient,171,Vfin,Vfin,'/V\./e\,avoir
1237,171,5,la,la,171,Det,Det,C/V\,le
1238,171,6,mesnie,mesnie,171,N,N,C/V\.'C/V\./(e)\,maisnie
1239,171,7,.,.,171,Pnc,Pnc,,.
1240,172,1,je,je,172,Prn,Prn$,C/(e)\,je
1241,172,2,ne,ne,172,Neg,Neg$$,C/(e)\,ne
1242,172,3,di,di,172,Vfin,Vfin,C/V\,dire
1243,172,4,mie,mie,172,Neg,Neg,'C/V\./(e)\,mie
1244,172,5,vilenie,vilenie,172,N,N,C/V\.C/V\.'C/V\./(e)\,vilenie
1245,172,6,:,:,172,Pnc,Pnc,,:
1246,173,1,einz,einz,173,Adv,Adv,/V\,onques
1247,173,2,més,més,173,Adv,Adv,C/V\,mais
1248,173,3,tant,tant,173,QIs,QIs,C/V\,tant
1249,173,4,bele,bele,173,Adj,Adj,'C/V\.C/(e)\,beau
1250,173,5,char,char,173,N,N,C/V\,chair
1251,173,6,ne,ne,173,Neg,Neg$$,C/(e)\,ne
1252,173,7,fu,fu,173,Vfin,Vfin,C/V\,être
1253,173,8,!,!,173,Pnc,Pnc,,!
1254,174,1,metez,metez,174,Vfin,Vfin,C/V\.'C/V\,mettre
1255,174,2,en,en,174,Prn,Prn%$,/V\,en
1256,174,3,rostir,rostir,174,Vinf,Vinf,C/V\.'C/V\,rôtir
1257,174,4,sus,sus,174,PrA,PrA,C/V\,sus
1258,174,5,le,le,174,Det,Det,C/(e)\,le
1259,174,6,fu,fu,174,N,N,C/V\,feu
1260,174,7,;,;,174,Pnc,Pnc,,;
1261,175,1,vez,vez,175,Vfin,Vfin,C/V\,voir
1262,175,2,com,com,175,Sub,Sub,C/V\,comme
1263,175,3,el,el,175,Prn,Prn$,/V\,elle
1264,175,4,est,est,175,Vfin,Vfin,/V\,être
1265,175,5,tendre,tendre,175,Adj,Adj,'C/V\.C/(e)\,tendre
1266,175,6,et,et,175,Crd,Crd,/V\,et
1267,175,7,refete,refete,175,Vpp,Vpp,C/V\.'C/V\.C/(e)\,refaire
1268,175,8,:,:,175,Pnc,Pnc,,:
1269,176,1,ençois,ençois,176,Adv,Adv,/V\.'C/V\,ainçois
1270,176,2,que,que,176,Sub,Sub,C/(e)\,que
1271,176,3,la,la,176,Det,Det,C/V\,le
1272,176,4,savor,savor,176,N,N,C/V\.'C/V\,saveur
1273,176,5,soit,soit,176,Vfin,Vfin,C/V\,être
1274,176,6,fete,fete,176,Vpp,Vpp,'C/V\.C/(e)\,faire
1275,177,1,ert,ert,177,Vfin,Vfin,/V\,être
1276,177,2,ele,ele,177,Prn,Prn$,'/V\.C/(e)\,elle
1277,177,3,cuite,cuite,177,Vpp,Vpp,'C/V\.C/(e)\,cuire
1278,177,4,voirement,voirement,177,Adv,Adv,C/V\.C/e\.'C/V\,voirement
1279,177,5,!,!,177,Pnc,Pnc,,!
1280,178,1,biaus,biaus,178,Adj,Adj,C/V\,beau
1281,178,2,ostes,ostes,178,N,N,'/V\.C/e\,ôter
1282,178,3,",",",",178,Pnc,Pnc,,","
1283,178,4,fetes,fetes,178,Vfin,Vfin,'C/V\.C/e\,faire
1284,178,5,vos,vos,178,Det,Det,C/V\,votre
1285,178,6,talent,talent,178,N,N,C/V\.'C/V\,talent
1286,178,7,:,:,178,Pnc,Pnc,,:
1287,179,1,sus,sus,179,PrA,PrA,C/V\,sus
1288,179,2,vos,vos,179,Prn,Prn,C/V\,vous
1289,179,3,ne,ne,179,Neg,Neg$$,C/(e)\,ne
1290,179,4,m',m',179,Prn,Prn$$,C/\,me
1291,179,5,en,en,179,Prn,Prn$$,/V\,en
1292,179,6,sai,sai,179,Vfin,Vfin,C/V\,savoir
1293,179,7,entremetre,entremetre,179,Vinf,Vinf,/V\.C/e\.'C/V\.C/(e)\,entremettre
1294,179,8,!,!,179,Pnc,Pnc,,!
1295,180,1,fetes,fetes,180,Vfin,Vfin,'C/V\.C/e\,faire
1296,180,2,donques,donques,180,Adv,Adv,'C/V\.C/e\,donc
1297,180,3,la,la,180,Det,Det,C/V\,le
1298,180,4,table,table,180,N,N,'C/V\.C/(e)\,table
1299,180,5,metre,metre,180,Vinf,Vinf,'C/V\.C/(e)\,mettre
1300,180,6,:,:,180,Pnc,Pnc,,:
1301,181,1,aprés,aprés,181,PrA,PrA,/V\.'C/V\,après
1302,181,2,n',n',181,Neg,Neg$$,C/\,ne
1303,181,3,i,i,181,Prn,Prn$$,/V\,y
1304,181,4,a,a,181,Vfin,Vfin,/V\,avoir
1305,181,5,fors,fors,181,PrA,PrA,C/V\,hors
1306,181,6,du,du,181,Pre+Det,Pre+Det,C/V\,de.le
1307,181,7,laver,laver,181,Vinf,Vinf,C/V\.'C/V\,laver
1308,182,1,et,et,182,Crd,Crd,/V\,et
1309,182,2,des,des,182,Pre+Det,Pre+Det,C/V\,de.le
1310,182,3,chandeles,chandeles,182,N,N,C/V\.'C/V\.C/e\,chandelle
1311,182,4,alumer,alumer,182,Vinf,Vinf,/V\.C/V\.'C/V\,allumer
1312,182,5,.,.,182,Pnc,Pnc,,.
1313,182,6,"""","""",182,Pnc,Pnc,,""""
1314,183,1,seignors,seignors,183,N,N,C/V\.'C/V\,seigneur
1315,183,2,",",",",183,Pnc,Pnc,,","
1316,183,3,ne,ne,183,Neg,Neg$$,C/(e)\,ne
1317,183,4,vos,vos,183,Prn,Prn$$,C/V\,vous
