wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,syllabified,lemma
438,63,8,vos,vos,63,Prn,Prn$$,C/V\,vous
439,63,9,hebert,hebert,63,Vfin,Vfin,C/V\.'C/V\,héberger
440,63,10,!,!,63,Pnc,Pnc,,!
441,64,1,foi,foi,64,N,N,C/V\,foi
442,64,2,que,que,64,Qux,Qux,C/(e)\,que
443,64,3,je,je,64,Prn,Prn$,C/(e)\,je
444,64,4,doi,doi,64,Vfin,Vfin,C/V\,devoir
445,64,5,a,a,64,Pre,Pre,/V\,à
446,64,6,seint,seint,64,Adj,Adj,C/V\,saint
447,64,7,hebert,hebert,64,N,N,C/V\.'C/V\,Herbert
448,64,8,",",",",64,Pnc,Pnc,,","
449,65,1,ja,ja,65,Adv,Adv,C/V\,jà
450,65,2,laiz,laiz,65,Adj,Adj,C/V\,lai
451,65,3,hom,hom,65,N,N,/V\,homme
452,65,4,ceanz,ceanz,65,Adv,Adv,C/(V)\.'/V\,céans
453,65,5,ne,ne,65,Neg,Neg$$,C/(e)\,ne
454,65,6,gerra,gerra,65,Vfin,Vfin,C/V\.'C/V\,gésir
455,66,1,ne,ne,66,Crd,Crd,C/(e)\,ne
456,66,2,avec,avec,66,PrA,PrA,/V\.'C/V\,avec
457,66,3,moi,moi,66,Prn,Prn,C/V\,moi
458,66,4,ne,ne,66,Neg,Neg$$,C/(e)\,ne
459,66,5,mengera,mengera,66,Vfin,Vfin,C/V\.C/e\.'C/V\,manger
460,66,6,",",",",66,Pnc,Pnc,,","
461,67,1,tant,tant,67,QIs,QIs,C/V\,tant
462,67,2,ne,ne,67,Neg,Neg$$,C/(e)\,ne
463,67,3,savroit,savroit,67,Vfin,Vfin,C/V\.'C/V\,savoir
464,67,4,estre,estre,67,Vinf,Vinf,'/V\.C/(e)\,être
465,67,5,loial,loial,67,Adj,Adj,C/V\.'C/V\,loyal
466,67,6,!,!,67,Pnc,Pnc,,!
467,68,1,querez,querez,68,Vfin,Vfin,C/V\.'C/V\,quérir
468,68,2,tant,tant,68,QIs,QIs,C/V\,tant
469,68,3,amont,amont,68,PrA,PrA,/V\.'C/V\,amont
470,68,4,et,et,68,Crd,Crd,/V\,et
471,68,5,aval,aval,68,PrA,PrA,/V\.'C/V\,aval
472,69,1,que,que,69,Sub,Sub,C/(e)\,que
473,69,2,vos,vos,69,Prn,Prn$,C/V\,vous
474,69,3,puissiez,puissiez,69,Vfin,Vfin,C/V\.C/<V>\.'/V\,pouvoir
475,69,4,ostel,ostel,69,N,N,/V\.'C/V\,hôtel
476,69,5,avoir,avoir,69,Vinf,Vinf,/V\.'C/V\,avoir
477,69,6,:,:,69,Pnc,Pnc,,:
478,70,1,ja,ja,70,Adv,Adv,C/V\,jà
479,70,2,ne,ne,70,Neg,Neg$$,C/(e)\,ne
480,70,3,gerrez,gerrez,70,Vfin,Vfin,C/V\.'C/V\,gésir
481,70,4,en,en,70,Pre,Pre,/V\,en
482,70,5,mon,mon,70,Det,Det,C/V\,mon
483,70,6,manoir,manoir,70,N,N,C/V\.'C/V\,manoir
484,70,7,",",",",70,Pnc,Pnc,,","
485,71,1,car,car,71,Crd,Crd,C/V\,car
486,71,2,ce,ce,71,Prn,Prn,C/(e)\,ce
487,71,3,n',n',71,Neg,Neg$$,C/\,ne
488,71,4,est,est,71,Vfin,Vfin,/V\,être
489,71,5,mie,mie,71,Neg,Neg,'C/V\./(e)\,mie
490,71,6,costume,costume,71,N,N,C/V\.'C/V\.C/(e)\,coutume
491,71,7,a,a,71,Pre,Pre,/V\,à
492,71,8,prestre,prestre,71,N,N,'C/V\.C/(e)\,prêtre
493,72,1,que,que,72,Sub,Sub,C/(e)\,que
494,72,2,vileins,vileins,72,Adj,Adj,C/V\.'C/V\,vilain
495,72,3,hons,hons,72,N,N,/V\,homme
496,72,4,gise,gise,72,Vfin,Vfin,'C/V\.C/(e)\,gésir
497,72,5,en,en,72,Pre,Pre,/V\,en
498,72,6,son,son,72,Det,Det,C/V\,son
499,72,7,estre,estre,72,N,N,'/V\.C/(e)\,être
500,72,8,.,.,72,Pnc,Pnc,,.
501,73,1,-,-,73,Pnc,Pnc,,-
502,73,2,vilein,vilein,73,N,N,C/V\.'C/V\,vilain
503,73,3,?,?,73,Pnc,Pnc,,?
504,73,4,sire,sire,73,N,N,'C/V\.C/(e)\,sire
505,73,5,",",",",73,Pnc,Pnc,,","
506,73,6,qu',qu',73,Qux,Qux,C/\,que
507,73,7,avez,avez,73,Vfin,Vfin,/V\.'C/V\,avoir
508,73,8,vos,vos,73,Prn,Prn%,C/V\,vous
509,73,9,dit,dit,73,Vpp,Vpp,C/V\,dire
510,73,10,?,?,73,Pnc,Pnc,,?
511,74,1,tenez,tenez,74,Vfin,Vfin,C/V\.'C/V\,tenir
512,74,2,vos,vos,74,Prn,Prn%,C/V\,vous
513,74,3,hom,hom,74,N,N,/V\,homme
514,74,4,lai,lai,74,Adj,Adj,C/V\,lai
515,74,5,en,en,74,Pre,Pre,/V\,en
516,74,6,despit,despit,74,N,N,C/V\.'C/V\,dépit
517,74,7,?,?,74,Pnc,Pnc,,?
518,75,1,-,-,75,Pnc,Pnc,,-
519,75,2,oïl,oïl,75,NVP,NVP,/{V}\.'/V\,oui
520,75,3,",",",",75,Pnc,Pnc,,","
521,75,4,certes,certes,75,Adv,Adv,'C/V\.C/e\,certes
522,75,5,",",",",75,Pnc,Pnc,,","
523,75,6,si,si,75,Adv,Adv,C/V\,si
524,75,7,ai,ai,75,Vfin,Vfin,/V\,avoir
525,75,8,reson,reson,75,N,N,C/V\.'C/V\,raison
526,75,9,!,!,75,Pnc,Pnc,,!
527,76,1,alez,alez,76,Vfin,Vfin,/V\.'C/V\,aller
528,76,2,en,en,76,Prn,Prn%%,/V\,en
529,76,3,sus,sus,76,PrA,PrA,C/V\,sus
530,76,4,de,de,76,Pre,Pre,C/(e)\,de
531,76,5,ma,ma,76,Det,Det,C/V\,mon
532,76,6,meson,meson,76,N,N,C/V\.'C/V\,maison
533,76,7,",",",",76,Pnc,Pnc,,","
534,77,1,il,il,77,Prn,Prn$,/V\,il
535,77,2,m',m',77,Prn,Prn$$,C/\,me
536,77,3,est,est,77,Vfin,Vfin,/V\,être
537,77,4,avis,avis,77,N,N,/V\.'C/V\,avis
538,77,5,ce,ce,77,Prn,Prn,C/(e)\,ce
539,77,6,soit,soit,77,Vfin,Vfin,C/V\,être
540,77,7,ramposne,ramposne,77,N,N,C/V\.'C/V\.C/(e)\,ramponne
541,77,8,.,.,77,Pnc,Pnc,,.
542,78,1,-,-,78,Pnc,Pnc,,-
543,78,2,nenil,nenil,78,NVP,NVP,C/V\.'C/V\,nenni
544,78,3,",",",",78,Pnc,Pnc,,","
545,78,4,sire,sire,78,N,N,'C/V\.C/(e)\,sire
546,78,5,",",",",78,Pnc,Pnc,,","
547,78,6,einz,einz,78,Crd,Crd,/V\,ains
548,78,7,seroit,seroit,78,Vfin,Vfin,C/V\.'C/V\,être
549,78,8,aumosne,aumosne,78,N,N,/V\.'C/V\.C/(e)\,aumône
550,79,1,s',s',79,Sub,Sub,C/\,si
551,79,2,imés,imés,79,Adv,Adv,/V\.'C/V\,huimais
552,79,3,me,me,79,Prn,Prn$$,C/(e)\,me
553,79,4,prestiez,prestiez,79,Vfin,Vfin,C/V\.C/<V>\.'/V\,prêter
554,79,5,l',l',79,Det,Det,C/\,le
555,79,6,ostel,ostel,79,N,N,/V\.'C/V\,hôtel
556,79,7,",",",",79,Pnc,Pnc,,","
557,80,1,car,car,80,Crd,Crd,C/V\,car
558,80,2,en,en,80,Pre,Pre,/V\,en
559,80,3,la,la,80,Det,Det,C/V\,le
560,80,4,vile,vile,80,N,N,'C/V\.C/(e)\,ville
561,80,5,n',n',80,Neg,Neg$$,C/\,ne
562,80,6,a,a,80,Vfin,Vfin,/V\,avoir
563,80,7,nul,nul,80,QIs,QIs,C/V\,nul
564,80,8,tel,tel,80,Adj,Adj,C/V\,tel
565,80,9,!,!,80,Pnc,Pnc,,!
566,81,1,je,je,81,Prn,Prn$,C/(e)\,je
567,81,2,sai,sai,81,Vfin,Vfin,C/V\,savoir
568,81,3,molt,molt,81,QIs,QIs,C/V\,moult
569,81,4,bien,bien,81,Adv,Adv,C/V\,bien
570,81,5,le,le,81,Det,Det,C/(e)\,le
571,81,6,mien,mien,81,Adj,Adj,C/V\,mon
572,81,7,despendre,despendre,81,Vinf,Vinf,C/V\.'C/V\.C/(e)\,dépendre
573,81,8,:,:,81,Pnc,Pnc,,:
574,82,1,se,se,82,Sub,Sub,C/(e)\,si
575,82,2,du,du,82,Pre+Det,Pre+Det,C/V\,de.le
576,82,3,vostre,vostre,82,Adj,Adj,'C/V\.C/(e)\,votre
577,82,4,me,me,82,Prn,Prn$$,C/(e)\,me
578,82,5,volez,volez,82,Vfin,Vfin,C/V\.'C/V\,vouloir
579,82,6,vendre,vendre,82,Vinf,Vinf,'C/V\.C/(e)\,vendre
580,82,7,",",",",82,Pnc,Pnc,,","
581,83,1,molt,molt,83,QIs,QIs,C/V\,moult
582,83,2,volentiers,volentiers,83,Adv,Adv,C/V\.C/V\.'C/V\,volentiers
583,83,3,l',l',83,Prn,Prn$$,C/\,le
584,83,4,acheteroie,acheteroie,83,Vfin,Vfin,/V\.C/e\.C/e\.'C/V\./(e)\,acheter
585,84,1,et,et,84,Crd,Crd,/V\,et
586,84,2,molt,molt,84,QIs,QIs,C/V\,moult
587,84,3,bon,bon,84,Adj,Adj,C/V\,bon
588,84,4,gré,gré,84,N,N,C/V\,gré
589,84,5,vos,vos,84,Prn,Prn$$,C/V\,vous
590,84,6,en,en,84,Prn,Prn$$,/V\,en
591,84,7,saroie,saroie,84,Vfin,Vfin,C/V\.'C/V\./(e)\,être
592,84,8,.,.,84,Pnc,Pnc,,.
593,85,1,riens,riens,85,N,N,C/V\,rien
594,85,2,nule,nule,85,QIs,QIs,'C/V\.C/(e)\,nul
595,85,3,ne,ne,85,Neg,Neg$$,C/(e)\,ne
596,85,4,vos,vos,85,Prn,Prn$$,C/V\,vous
597,85,5,veil,veil,85,Vfin,Vfin,C/V\,vouloir
598,85,6,couster,couster,85,Vinf,Vinf,C/V\.'C/V\,coûter
599,85,7,!,!,85,Pnc,Pnc,,!
600,86,1,-,-,86,Pnc,Pnc,,-
601,86,2,ausi,ausi,86,Adv,Adv,/V\.'C/V\,aussi
602,86,3,bien,bien,86,Adv,Adv,C/V\,bien
603,86,4,te,te,86,Prn,Prn$$,C/(e)\,te
604,86,5,vendroit,vendroit,86,Vfin,Vfin,C/V\.'C/V\,venir
605,86,6,hurter,hurter,86,Vinf,Vinf,C/V\.'C/V\,heurter
606,87,1,ta,ta,87,Det,Det,C/V\,ton
607,87,2,teste,teste,87,N,N,'C/V\.C/(e)\,tête
608,87,3,a,a,87,Pre,Pre,/V\,à
609,87,4,cele,cele,87,Dem,Dem,'C/V\.C/(e)\,cil
610,87,5,dure,dure,87,Adj,Adj,'C/V\.C/(e)\,dur
611,87,6,pierre,pierre,87,N,N,'C/V\.C/(e)\,pierre
612,87,7,",",",",87,Pnc,Pnc,,","
613,88,1,ce,ce,88,Prn,Prn,C/(e)\,ce
614,88,2,dit,dit,88,Vfin,Vfin,C/V\,dire
615,88,3,le,le,88,Det,Det,C/(e)\,le
616,88,4,deans,deans,88,N,N,C/(V)\.'/V\,déan
617,88,5,",",",",88,Pnc,Pnc,,","
618,88,6,par,par,88,Pre,Pre,C/V\,par
619,88,7,seint,seint,88,Adj,Adj,C/V\,saint
620,88,8,pierre,pierre,88,N,N,'C/V\.C/(e)\,Pierre
621,88,9,",",",",88,Pnc,Pnc,,","
622,89,1,ja,ja,89,Adv,Adv,C/V\,jà
623,89,2,ne,ne,89,Neg,Neg$$,C/(e)\,ne
624,89,3,gerras,gerras,89,Vfin,Vfin,C/V\.'C/V\,gésir
625,89,4,en,en,89,Pre,Pre,/V\,en
626,89,5,mon,mon,89,Det,Det,C/V\,mon
627,89,6,manoir,manoir,89,N,N,C/V\.'C/V\,manoir
628,89,7,!,!,89,Pnc,Pnc,,!
629,90,1,-,-,90,Pnc,Pnc,,-
630,90,2,deable,deable,90,N,N,C/(V)\.'/V\.C/(e)\,diable
631,90,3,i,i,90,Prn,Prn$$,/V\,y
632,90,4,puise,puise,90,Vfin,Vfin,'C/V\.C/(e)\,pouvoir
633,90,5,remanoir,remanoir,90,Vinf,Vinf,C/V\.C/V\.'C/V\,remanoir
634,90,6,",",",",90,Pnc,Pnc,,","
635,91,1,dist,dist,91,Vfin,Vfin,C/V\,dire
636,91,2,le,le,91,Det,Det,C/(e)\,le
637,91,3,bouchier,bouchier,91,N,N,C/V\.'C/V\,boucher
638,91,4,",",",",91,Pnc,Pnc,,","
639,91,5,fous,fous,91,Adj,Adj,C/V\,fou
640,91,6,chapeleins,chapeleins,91,N,N,C/V\.C/e\.'C/V\,chapelain
641,91,7,!,!,91,Pnc,Pnc,,!
642,92,1,pautonnier,pautonnier,92,N,N,C/V\.C/V\.'C/V\,pautonier
643,92,2,estes,estes,92,Vfin,Vfin,'/V\.C/e\,être
644,92,3,et,et,92,Crd,Crd,/V\,et
645,92,4,vileins,vileins,92,Adj,Adj,C/V\.'C/V\,vilain
646,92,5,!,!,92,Pnc,Pnc,,!
647,92,6,"""","""",92,Pnc,Pnc,,""""
648,93,1,a,a,93,Pre,Pre,/V\,à
649,93,2,tant,tant,93,QIs,QIs,C/V\,tant
650,93,3,s',s',93,Prn,Prn$$,C/\,se
651,93,4,en,en,93,Prn,Prn$$,/V\,en
652,93,5,va,va,93,Vfin,Vfin,C/V\,aller
653,93,6,",",",",93,Pnc,Pnc,,","
654,93,7,ne,ne,93,Neg,Neg$$,C/(e)\,ne
655,93,8,veut,veut,93,Vfin,Vfin,C/V\,vouloir
656,93,9,plus,plus,93,Adv,Adv,C/V\,plus
657,93,10,dire,dire,93,Vinf,Vinf,'C/V\.C/(e)\,dire
658,93,11,",",",",93,Pnc,Pnc,,","
659,94,1,tot,tot,94,QIs,QIs,C/V\,tout
660,94,2,corocié,corocié,94,Vpp,Vpp,C/V\.C/V\.'C/V\,courroucer
661,94,3,et,et,94,Crd,Crd,/V\,et
662,94,4,tot,tot,94,QIs,QIs,C/V\,tout
663,94,5,plein,plein,94,Adj,Adj,C/V\,plein
664,94,6,d',d',94,Pre,Pre,C/\,de
665,94,7,ire,ire,94,N,N,'/V\.C/(e)\,ire
666,94,8,.,.,94,Pnc,Pnc,,.
667,95,1,quant,quant,95,Sub,Sub,C/V\,quand
668,95,2,il,il,95,Prn,Prn,/V\,il
669,95,3,fors,fors,95,PrA,PrA,C/V\,hors
670,95,4,de,de,95,Pre,Pre,C/(e)\,de
671,95,5,la,la,95,Det,Det,C/V\,le
672,95,6,vile,vile,95,N,N,'C/V\.C/(e)\,ville
673,95,7,vint,vint,95,Vfin,Vfin,C/V\,venir
674,95,8,",",",",95,Pnc,Pnc,,","
675,96,1,oez,oez,96,Vfin,Vfin,/V\.'C/V\,ouïr
676,96,2,comment,comment,96,Qux,Qux,C/V\.'C/V\,comment
677,96,3,il,il,96,Prn,Prn$,/V\,il
678,96,4,li,li,96,Prn,Prn$$,C/V\,li
679,96,5,avint,avint,96,Vfin,Vfin,/V\.'C/V\,avenir
680,96,6,:,:,96,Pnc,Pnc,,:
681,97,1,devant,devant,97,PrA,PrA,C/V\.'C/V\,devant
682,97,2,une,une,97,QIs,QIs,'/V\.C/(e)\,un
683,97,3,gaste,gaste,97,Adj,Adj,'C/V\.C/(e)\,gast
684,97,4,meson,meson,97,N,N,C/V\.'C/V\,maison
685,98,1,-,-,98,Pnc,Pnc,,-
686,98,2,decheu,decheu,98,Vpp,Vpp,C/V\.C/(V)\.'/V\,déchoir
687,98,3,furent,furent,98,Vfin,Vfin,'C/V\.C/e\,être
688,98,4,li,li,98,Det,Det,C/V\,le
689,98,5,chevron,chevron,98,N,N,C/V\.'C/V\,chevron
690,98,6,-,-,98,Pnc,Pnc,,-
691,99,1,encontre,encontre,99,Vfin,Vfin,/V\.'C/V\.C/(e)\,encontrer
692,99,2,un,un,99,QIs,QIs,/V\,un
693,99,3,grant,grant,99,Adj,Adj,C/V\,grand
694,99,4,tropé,tropé,99,N,N,C/V\.'C/V\,troupe
695,99,5,d',d',99,Pre,Pre,C/\,de
696,99,6,oeilles,oeilles,99,N,N,/V\.'C/V\.C/e\,ouaille
697,99,7,.,.,99,Pnc,Pnc,,.
698,100,1,por,por,100,Pre,Pre,C/V\,pour
699,100,2,dieu,dieu,100,N,N,C/V\,dieu
700,100,3,",",",",100,Pnc,Pnc,,","
701,100,4,or,or,100,Adv,Adv,/V\,or
702,100,5,escoutez,escoutez,100,Vfin,Vfin,/V\.C/V\.'C/V\,écouter
703,100,6,merveilles,merveilles,100,N,N,C/V\.'C/V\.C/e\,merveille
704,100,7,!,!,100,Pnc,Pnc,,!
705,101,1,il,il,101,Prn,Prn$,/V\,il
706,101,2,demanda,demanda,101,Vfin,Vfin,C/V\.C/V\.'C/V\,demander
707,101,3,au,au,101,Pre+Det,Pre+Det,/V\,à.le
708,101,4,pastorel,pastorel,101,N,N,C/V\.C/V\.'C/V\,pastoureau
709,101,5,",",",",101,Pnc,Pnc,,","
710,102,1,qui,qui,102,Qux,Qux,C/V\,qui
711,102,2,meinte,meinte,102,QIs,QIs,'C/V\.C/(e)\,maint
712,102,3,vache,vache,102,N,N,'C/V\.C/(e)\,vache
713,102,4,et,et,102,Crd,Crd,/V\,et
714,102,5,meint,meint,102,QIs,QIs,C/V\,maint
715,102,6,torel,torel,102,N,N,C/V\.'C/V\,taureau
716,103,1,avoit,avoit,103,Vfin,Vfin,/V\.'C/V\,avoir
717,103,2,gardé,gardé,103,Vpp,Vpp,C/V\.'C/V\,garder
718,103,3,en,en,103,Pre,Pre,/V\,en
719,103,4,sa,sa,103,Det,Det,C/V\,son
720,103,5,janesce,janesce,103,N,N,C/V\.'C/V\.C/(e)\,jeunesse
721,103,6,:,:,103,Pnc,Pnc,,:
722,104,1,"""","""",104,Pnc,Pnc,,""""
723,104,2,pastour,pastour,104,N,N,C/V\.'C/V\,pasteur
724,104,3,",",",",104,Pnc,Pnc,,","
725,104,4,se,se,104,Sub,Sub,C/(e)\,si
726,104,5,dieus,dieus,104,N,N,C/V\,dieu
727,104,6,te,te,104,Prn,Prn$$,C/(e)\,te
728,104,7,doint,doint,104,Vfin,Vfin,C/V\,donner
729,104,8,leesce,leesce,104,N,N,C/(V)\.'/V\.C/(e)\,liesse
730,104,9,",",",",104,Pnc,Pnc,,","
731,105,1,qui,qui,105,Qux,Qux,C/V\,qui
732,105,2,est,est,105,Vfin,Vfin,/V\,être
733,105,3,l',l',105,Det,Det,C/\,le
734,105,4,avoir,avoir,105,N,N,/V\.'C/V\,avoir
735,105,5,?,?,105,Pnc,Pnc,,?
736,105,6,-,-,105,Pnc,Pnc,,-
737,105,7,sire,sire,105,N,N,'C/V\.C/(e)\,sire
738,105,8,",",",",105,Pnc,Pnc,,","
739,105,9,nos,nos,105,Det,Det,C/V\,notre
740,105,10,prestre,prestre,105,N,N,'C/V\.C/(e)\,prêtre
741,105,11,.,.,105,Pnc,Pnc,,.
742,106,1,-,-,106,Pnc,Pnc,,-
743,106,2,de,de,106,Pre,Pre,C/(e)\,de
744,106,3,par,par,106,Pre,Pre,C/V\,par
745,106,4,deu,deu,106,N,N,C/V\,dieu
746,106,5,",",",",106,Pnc,Pnc,,","
747,106,6,frere,frere,106,N,N,'C/V\.C/(e)\,frère
748,106,7,",",",",106,Pnc,Pnc,,","
749,106,8,puist,puist,106,Vfin,Vfin,C/V\,pouvoir
750,106,9,il,il,106,Prn,Prn%,/V\,il
751,106,10,estre,estre,106,Vinf,Vinf,'/V\.C/(e)\,être
752,106,11,!,!,106,Pnc,Pnc,,!
753,106,12,"""","""",106,Pnc,Pnc,,""""
754,107,1,or,or,107,Adv,Adv,/V\,or
755,107,2,oiez,oiez,107,Vfin,Vfin,/V\.'C/V\,ouïr
756,107,3,que,que,107,Sub,Sub,C/(e)\,que
757,107,4,le,le,107,Det,Det,C/(e)\,le
758,107,5,bouchier,bouchier,107,N,N,C/V\.'C/V\,boucher
759,107,6,fist,fist,107,Vfin,Vfin,C/V\,faire
760,107,7,:,:,107,Pnc,Pnc,,:
761,108,1,tot,tot,108,QIs,QIs,C/V\,tout
762,108,2,coiement,coiement,108,Adv,Adv,C/V\.C/e\.'C/V\,coiement
763,108,3,un,un,108,QIs,QIs,/V\,un
764,108,4,mouton,mouton,108,N,N,C/V\.'C/V\,mouton
765,108,5,prist,prist,108,Vfin,Vfin,C/V\,prendre
766,108,6,",",",",108,Pnc,Pnc,,","
767,109,1,que,que,109,Crd,Crd,C/(e)\,que
768,109,2,li,li,109,Det,Det,C/V\,le
769,109,3,pastour,pastour,109,N,N,C/V\.'C/V\,pasteur
770,109,4,ne,ne,109,Neg,Neg$$,C/(e)\,ne
771,109,5,s',s',109,Prn,Prn$$,C/\,se
772,109,6,aperchut,aperchut,109,Vfin,Vfin,/V\.C/V\.'C/V\,apercevoir
773,109,7,;,;,109,Pnc,Pnc,,;
774,110,1,bien,bien,110,Adv,Adv,C/V\,bien
775,110,2,l',l',110,Prn,Prn$$,C/\,le
776,110,3,a,a,110,Vfin,Vfin,/V\,avoir
777,110,4,enginié,enginié,110,Vpp,Vpp,/V\.C/V\.'C/V\,engigner
778,110,5,et,et,110,Crd,Crd,/V\,et
779,110,6,deçut,deçut,110,Vpp,Vpp,C/V\.'C/V\,décevoir
780,110,7,:,:,110,Pnc,Pnc,,:
781,111,1,onc,onc,111,Adv,Adv,/V\,onques
782,111,2,ne,ne,111,Neg,Neg$$,C/(e)\,ne
783,111,3,le,le,111,Prn,Prn$$,C/(e)\,le
784,111,4,vit,vit,111,Vfin,Vfin,C/V\,voir
785,111,5,ne,ne,111,Crd,Crd,C/(e)\,ne
786,111,6,mot,mot,111,N,N,C/V\,mot
787,111,7,n',n',111,Neg,Neg$$,C/\,ne
788,111,8,en,en,111,Prn,Prn$$,/V\,en
789,111,9,sot,sot,111,Vfin,Vfin,C/V\,savoir
790,111,10,.,.,111,Pnc,Pnc,,.
791,112,1,le,le,112,Det,Det,C/(e)\,le
792,112,2,bouchier,bouchier,112,N,N,C/V\.'C/V\,boucher
793,112,3,au,au,112,Pre+Det,Pre+Det,/V\,à.le
794,112,4,plus,plus,112,Adv,Adv,C/V\,plus
795,112,5,tost,tost,112,Adv,Adv,C/V\,tôt
796,112,6,qu',qu',112,Sub,Sub,C/\,que
797,112,7,il,il,112,Prn,Prn$,/V\,il
798,112,8,pot,pot,112,Vfin,Vfin,C/V\,pouvoir
799,113,1,meintenant,meintenant,113,Adv,Adv,C/V\.C/e\.'C/V\,maintenant
800,113,2,a,a,113,Pre,Pre,/V\,à
801,113,3,son,son,113,Det,Det,C/V\,son
802,113,4,col,col,113,N,N,C/V\,cou
803,113,5,le,le,113,Prn,Prn$$,C/(e)\,le
804,113,6,rue,rue,113,Vfin,Vfin,'C/V\./(e)\,ruer
805,113,7,;,;,113,Pnc,Pnc,,;
806,114,1,par,par,114,Pre,Pre,C/V\,par
807,114,2,mi,mi,114,N,N,C/V\,mi
808,114,3,une,une,114,QIs,QIs,'/V\.C/(e)\,un
809,114,4,foreine,foreine,114,Adj,Adj,C/V\.'C/V\.C/(e)\,forain
810,114,5,rue,rue,114,N,N,'C/V\./(e)\,rue
811,115,1,vint,vint,115,Vfin,Vfin,C/V\,venir
812,115,2,au,au,115,Pre+Det,Pre+Det,/V\,à.le
813,115,3,maneir,maneir,115,N,N,C/V\.'C/V\,manoir
814,115,4,au,au,115,Pre+Det,Pre+Det,/V\,à.le
815,115,5,prestre,prestre,115,N,N,'C/V\.C/(e)\,prêtre
816,115,6,ariere,ariere,115,PrA,PrA,/V\.'C/V\.C/(e)\,arrière
817,115,7,",",",",115,Pnc,Pnc,,","
818,116,1,qui,qui,116,Qux,Qux,C/V\,qui
819,116,2,molt,molt,116,QIs,QIs,C/V\,moult
820,116,3,fu,fu,116,Vfin,Vfin,C/V\,être
821,116,4,fier,fier,116,Adj,Adj,C/V\,fier
822,116,5,de,de,116,Pre,Pre,C/(e)\,de
823,116,6,grant,grant,116,Adj,Adj,C/V\,grand
824,116,7,maniere,maniere,116,N,N,C/V\.'C/V\.C/(e)\,manière
825,116,8,",",",",116,Pnc,Pnc,,","
826,117,1,si,si,117,Adv,Adv,C/V\,si
827,117,2,com,com,117,Sub,Sub,C/V\,comme
828,117,3,il,il,117,Prn,Prn$,/V\,il
829,117,4,dut,dut,117,Vfin,Vfin,C/V\,devoir
830,117,5,clore,clore,117,Vinf,Vinf,'C/V\.C/(e)\,clore
831,117,6,la,la,117,Det,Det,C/V\,le
832,117,7,porte,porte,117,N,N,'C/V\.C/(e)\,porte
833,117,8,.,.,117,Pnc,Pnc,,.
834,118,1,et,et,118,Crd,Crd,/V\,et
835,118,2,cil,cil,118,Dem,Dem,C/V\,cil
836,118,3,",",",",118,Pnc,Pnc,,","
837,118,4,qui,qui,118,Qux,Qux,C/V\,qui
838,118,5,le,le,118,Det,Det,C/(e)\,le
839,118,6,mouton,mouton,118,N,N,C/V\.'C/V\,mouton
840,118,7,aporte,aporte,118,Vfin,Vfin,/V\.'C/V\.C/(e)\,apporter
841,118,8,",",",",118,Pnc,Pnc,,","
842,119,1,li,li,119,Prn,Prn$$,C/V\,li
843,119,2,dist,dist,119,Vfin,Vfin,C/V\,dire
844,119,3,:,:,119,Pnc,Pnc,,:
845,119,4,"""","""",119,Pnc,Pnc,,""""
846,119,5,sire,sire,119,N,N,'C/V\.C/(e)\,sire
847,119,6,",",",",119,Pnc,Pnc,,","
848,119,7,cel,cel,119,Dem,Dem,C/V\,cil
849,119,8,dieu,dieu,119,N,N,C/V\,dieu
850,119,9,vos,vos,119,Prn,Prn$$,C/V\,vous
851,119,10,saut,saut,119,Vfin,Vfin,C/V\,sauver
852,120,1,qui,qui,120,Qux,Qux,C/V\,qui
853,120,2,seur,seur,120,PrA,PrA,C/V\,sur
854,120,3,touz,touz,120,QIs,QIs,C/V\,tout
855,120,4,homes,homes,120,N,N,'/V\.C/e\,homme
856,120,5,puet,puet,120,Vfin,Vfin,C/V\,pouvoir
857,120,6,et,et,120,Crd,Crd,/V\,et
858,120,7,vaut,vaut,120,Vfin,Vfin,C/V\,valoir
859,120,8,!,!,120,Pnc,Pnc,,!
860,120,9,"""","""",120,Pnc,Pnc,,""""
861,121,1,li,li,121,Det,Det,C/V\,le
862,121,2,dean,dean,121,N,N,C/(V)\.'/V\,déan
863,121,3,son,son,121,Det,Det,C/V\,son
864,121,4,salu,salu,121,N,N,C/V\.'C/V\,salut
865,121,5,li,li,121,Prn,Prn$$,C/V\,li
866,121,6,rent,rent,121,Vfin,Vfin,C/V\,rendre
867,121,7,",",",",121,Pnc,Pnc,,","
868,122,1,puis,puis,122,PrA,PrA,C/V\,puis
869,122,2,li,li,122,Prn,Prn$$,C/V\,li
870,122,3,demande,demande,122,Vfin,Vfin,C/V\.'C/V\.C/(e)\,demander
871,122,4,inellement,inellement,122,Adv,Adv,/V\.C/V\.C/e\.'C/V\,isnellement
872,122,5,:,:,122,Pnc,Pnc,,:
873,123,1,"""","""",123,Pnc,Pnc,,""""
874,123,2,dont,dont,123,Qux,Qux,C/V\,dont
875,123,3,ies,ies,123,Vfin,Vfin,/V\,être
876,123,4,tu,tu,123,Prn,Prn%,C/V\,tu
877,123,5,?,?,123,Pnc,Pnc,,?
878,123,6,-,-,123,Pnc,Pnc,,-
879,123,7,d',d',123,Pre,Pre,C/\,de
880,123,8,abevile,abevile,123,N,N,/V\.C/e\.'C/V\.C/(e)\,Abbeville
