wd_id,line_id,linewd,lex_id,word,textlineid,syntag,syntag2,lemma,syllabified,ref
869,118,3,penser,penser,118,Vinf,Vinf,penser,C/V\.'C/V\,"GuilMachBeh, v. 118"
870,118,4,qui,qui,118,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 118"
871,118,5,m',m',118,Prn,Prn$$,me,C/\,"GuilMachBeh, v. 118"
872,118,6,esprent,esprent,118,Vfin,Vfin,éprendre,/V\.'C/V\,"GuilMachBeh, v. 118"
873,118,7,et,et,118,Crd,Crd,et,/V\,"GuilMachBeh, v. 118"
874,118,8,enflame,enflame,118,Vfin,Vfin,enflammer,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 118"
875,119,1,et,Et,119,Crd,Crd,et,/V\,"GuilMachBeh, v. 119"
876,119,2,qui,qui,119,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 119"
877,119,3,souvent,souvent,119,Adv,Adv,souvent,C/V\.'C/V\,"GuilMachBeh, v. 119"
878,119,4,mon,mon,119,Det,Det,mon,C/V\,"GuilMachBeh, v. 119"
879,119,5,cuer,cuer,119,N,N,coeur,C/V\,"GuilMachBeh, v. 119"
880,119,6,mort,mort,119,Vfin,Vfin,mordre,C/V\,"GuilMachBeh, v. 119"
881,119,7,et,et,119,Crd,Crd,et,/V\,"GuilMachBeh, v. 119"
882,119,8,entame,entame,119,Vfin,Vfin,entamer,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 119"
883,120,1,vous,Vous,120,Prn,Prn$$,vous,C/V\,"GuilMachBeh, v. 120"
884,120,2,gehiray,gehiray,120,Vfin,Vfin,gehir,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 120"
885,121,1,de,De,121,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 121"
886,121,2,chief,chief,121,N,N,chef,C/V\,"GuilMachBeh, v. 121"
887,121,3,en,en,121,Pre,Pre,en,/V\,"GuilMachBeh, v. 121"
888,121,4,chief,chief,121,N,N,chef,C/V\,"GuilMachBeh, v. 121"
889,121,5,",",",",121,Pnc,Pnc,",",,"GuilMachBeh, v. 121"
890,121,6,ne,ne,121,Crd,Crd,ne,C/(e)\,"GuilMachBeh, v. 121"
891,121,7,ja,ja,121,Adv,Adv,jà,C/V\,"GuilMachBeh, v. 121"
892,121,8,n',n',121,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 121"
893,121,9,en,en,121,Prn,Prn$$,en,/V\,"GuilMachBeh, v. 121"
894,121,10,mentiray,mentiray,121,Vfin,Vfin,mentir,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 121"
895,121,11,.,.,121,Pnc,Pnc,.,,"GuilMachBeh, v. 121"
896,121,12,"""","""",121,Pnc,Pnc,"""",,"GuilMachBeh, v. 121"
897,122,1,certes,Certes,122,Adv,Adv,certes,'C/V\.C/e\,"GuilMachBeh, v. 122"
898,122,2,",",",",122,Pnc,Pnc,",",,"GuilMachBeh, v. 122"
899,122,3,sire,sire,122,N,N,seigneur,'C/V\.C/(e)\,"GuilMachBeh, v. 122"
900,122,4,",",",",122,Pnc,Pnc,",",,"GuilMachBeh, v. 122"
901,122,5,et,et,122,Crd,Crd,et,/V\,"GuilMachBeh, v. 122"
902,122,6,je,je,122,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 122"
903,122,7,le,le,122,Prn,Prn$$,le,C/(e)\,"GuilMachBeh, v. 122"
904,122,8,vous,vous,122,Prn,Prn$$,vous,C/V\,"GuilMachBeh, v. 122"
905,122,9,diray,diray,122,Vfin,Vfin,dire,C/V\.'C/V\,"GuilMachBeh, v. 122"
906,122,10,.,.,122,Pnc,Pnc,.,,"GuilMachBeh, v. 122"
907,122,11,"""","""",122,Pnc,Pnc,"""",,"GuilMachBeh, v. 122"
908,123,1,"""","""",123,Pnc,Pnc,"""",,"GuilMachBeh, v. 123"
909,123,2,or,Or,123,Adv,Adv,or,/V\,"GuilMachBeh, v. 123"
910,123,3,dites,dites,123,Vfin,Vfin,dire,'C/V\.C/e\,"GuilMachBeh, v. 123"
911,123,4,donc,donc,123,Adv,Adv,donc,C/V\,"GuilMachBeh, v. 123"
912,123,5,;,;,123,Pnc,Pnc,;,,"GuilMachBeh, v. 123"
913,123,6,je,je,123,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 123"
914,123,7,vous,vous,123,Prn,Prn$$,vous,C/V\,"GuilMachBeh, v. 123"
915,123,8,escouteray,escouteray,123,Vfin,Vfin,écouter,/V\.C/V\.C/e\.'C/V\,"GuilMachBeh, v. 123"
916,124,1,moult,Moult,124,QIs,QIs,moult,C/V\,"GuilMachBeh, v. 124"
917,124,2,volentiers,volentiers,124,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 124"
918,124,3,.,.,124,Pnc,Pnc,.,,"GuilMachBeh, v. 124"
919,124,4,"""","""",124,Pnc,Pnc,"""",,"GuilMachBeh, v. 124"
920,125,1,"""","""",125,Pnc,Pnc,"""",,"GuilMachBeh, v. 125"
921,125,2,sire,Sire,125,N,N,seigneur,'C/V\.C/(e)\,"GuilMachBeh, v. 125"
922,125,3,",",",",125,Pnc,Pnc,",",,"GuilMachBeh, v. 125"
923,125,4,il,il,125,Prn,Prn$,il,/V\,"GuilMachBeh, v. 125"
924,125,5,a,a,125,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 125"
925,125,6,bien,bien,125,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 125"
926,125,7,.vij.,.vij.,125,QIs,QIs,sept,C/V\,"GuilMachBeh, v. 125"
927,125,8,ans,ans,125,N,N,an,/V\,"GuilMachBeh, v. 125"
928,125,9,ou,ou,125,Crd,Crd,ou,/V\,"GuilMachBeh, v. 125"
929,125,10,.viij.,.viij.,125,QIs,QIs,huit,C/V\,"GuilMachBeh, v. 125"
930,125,11,entiers,entiers,125,Adj,Adj,entier,/V\.'C/V\,"GuilMachBeh, v. 125"
931,126,1,que,Que,126,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 126"
932,126,2,mes,mes,126,Det,Det,mon,C/V\,"GuilMachBeh, v. 126"
933,126,3,cuers,cuers,126,N,N,coeur,C/V\,"GuilMachBeh, v. 126"
934,126,4,a,a,126,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 126"
935,126,5,esté,esté,126,Vpp,Vpp,être,/V\.'C/V\,"GuilMachBeh, v. 126"
936,126,6,sers,sers,126,N,N,serf,C/V\,"GuilMachBeh, v. 126"
937,126,7,et,et,126,Crd,Crd,et,/V\,"GuilMachBeh, v. 126"
938,126,8,rentiers,rentiers,126,N,N,rentier,C/V\.'C/V\,"GuilMachBeh, v. 126"
939,127,1,a,A,127,Pre,Pre,à,/V\,"GuilMachBeh, v. 127"
940,127,2,bonne,Bonne,127,Adj,Adj,bon,'C/V\.C/(e)\,"GuilMachBeh, v. 127"
941,127,3,amour,Amour,127,N,N,amour,/V\.'C/V\,"GuilMachBeh, v. 127"
942,127,4,",",",",127,Pnc,Pnc,",",,"GuilMachBeh, v. 127"
943,127,5,si,si,127,Adv,Adv,si,C/V\,"GuilMachBeh, v. 127"
944,127,6,qu',qu',127,Sub,Sub,que,C/\,"GuilMachBeh, v. 127"
945,127,7,apris,apris,127,Vpp,Vpp,apprendre,/V\.'C/V\,"GuilMachBeh, v. 127"
946,127,8,ses,ses,127,Det,Det,son,C/V\,"GuilMachBeh, v. 127"
947,127,9,sentiers,sentiers,127,N,N,sentier,C/V\.'C/V\,"GuilMachBeh, v. 127"
948,128,1,ay,Ay,128,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 128"
949,128,2,tres,trés,128,PrA,PrA,très,C/V\,"GuilMachBeh, v. 128"
950,128,3,m',m',128,Det,Det,mon,C/\,"GuilMachBeh, v. 128"
951,128,4,enfance,enfance,128,N,N,enfance,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 128"
952,128,5,.,.,128,Pnc,Pnc,.,,"GuilMachBeh, v. 128"
953,129,1,car,Car,129,Crd,Crd,car,C/V\,"GuilMachBeh, v. 129"
954,129,2,dés,dès,129,Pre,Pre,dès,C/V\,"GuilMachBeh, v. 129"
955,129,3,premiers,premiers,129,Adv,Adv,premier,C/V\.C/<V>\.'/V\,"GuilMachBeh, v. 129"
956,129,4,que,que,129,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 129"
957,129,5,j',j',129,Prn,Prn$,je,C/\,"GuilMachBeh, v. 129"
958,129,6,eus,eus,129,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 129"
959,129,7,sa,sa,129,Det,Det,son,C/V\,"GuilMachBeh, v. 129"
960,129,8,congnoissance,congnoissance,129,N,N,connaissance,C/V\.C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 129"
961,129,9,",",",",129,Pnc,Pnc,",",,"GuilMachBeh, v. 129"
962,130,1,cuer,Cuer,130,N,N,coeur,C/V\,"GuilMachBeh, v. 130"
963,130,2,",",",",130,Pnc,Pnc,",",,"GuilMachBeh, v. 130"
964,130,3,corps,corps,130,N,N,corps,C/V\,"GuilMachBeh, v. 130"
965,130,4,",",",",130,Pnc,Pnc,",",,"GuilMachBeh, v. 130"
966,130,5,povoir,povoir,130,N,N,pouvoir,C/V\.'C/V\,"GuilMachBeh, v. 130"
967,130,6,",",",",130,Pnc,Pnc,",",,"GuilMachBeh, v. 130"
968,130,7,vie,vie,130,N,N,vie,'C/V\./(e)\,"GuilMachBeh, v. 130"
969,130,8,",",",",130,Pnc,Pnc,",",,"GuilMachBeh, v. 130"
970,130,9,avoir,avoir,130,N,N,avoir,/V\.'C/V\,"GuilMachBeh, v. 130"
971,130,10,",",",",130,Pnc,Pnc,",",,"GuilMachBeh, v. 130"
972,130,11,et,et,130,Crd,Crd,et,/V\,"GuilMachBeh, v. 130"
973,130,12,puissance,puissance,130,N,N,puissance,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 130"
974,131,1,et,Et,131,Crd,Crd,et,/V\,"GuilMachBeh, v. 131"
975,131,2,quanqu',quanqu',131,Qux,Qux,quanque,C/V\,"GuilMachBeh, v. 131"
976,131,3,il,il,131,Prn,Prn$,il,/V\,"GuilMachBeh, v. 131"
977,131,4,fu,fu,131,Vfin,Vfin,être,C/V\,"GuilMachBeh, v. 131"
978,131,5,de,de,131,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 131"
979,131,6,moy,moy,131,Prn,Prn,moi,C/V\,"GuilMachBeh, v. 131"
980,131,7,",",",",131,Pnc,Pnc,",",,"GuilMachBeh, v. 131"
981,131,8,mis,mis,131,Vfin,Vfin,mettre,C/V\,"GuilMachBeh, v. 131"
982,131,9,par,par,131,Pre,Pre,par,C/V\,"GuilMachBeh, v. 131"
983,131,10,plaisance,plaisance,131,N,N,plaisance,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 131"
984,132,1,en,En,132,Pre,Pre,en,/V\,"GuilMachBeh, v. 132"
985,132,2,son,son,132,Det,Det,son,C/V\,"GuilMachBeh, v. 132"
986,132,3,servage,servage,132,N,N,servage,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 132"
987,132,4,.,.,132,Pnc,Pnc,.,,"GuilMachBeh, v. 132"
988,133,1,et,Et,133,Crd,Crd,et,/V\,"GuilMachBeh, v. 133"
989,133,2,elle,elle,133,Prn,Prn$,elle,'/V\.C/(e)\,"GuilMachBeh, v. 133"
990,133,3,me,me,133,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 133"
991,133,4,retint,retint,133,Vfin,Vfin,retenir,C/V\.'C/V\,"GuilMachBeh, v. 133"
992,133,5,en,en,133,Pre,Pre,en,/V\,"GuilMachBeh, v. 133"
993,133,6,son,son,133,Det,Det,son,C/V\,"GuilMachBeh, v. 133"
994,133,7,hommage,hommage,133,N,N,hommage,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 133"
995,134,1,et,Et,134,Crd,Crd,et,/V\,"GuilMachBeh, v. 134"
996,134,2,me,me,134,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 134"
997,134,3,donna,donna,134,Vfin,Vfin,donner,C/V\.'C/V\,"GuilMachBeh, v. 134"
998,134,4,de,de,134,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 134"
999,134,5,tres,trés,134,PrA,PrA,très,C/V\,"GuilMachBeh, v. 134"
1000,134,6,loial,loial,134,Adj,Adj,loyal,C/V\.'C/V\,"GuilMachBeh, v. 134"
1001,134,7,corage,corage,134,N,N,courage,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 134"
1002,135,1,a,A,135,Pre,Pre,à,/V\,"GuilMachBeh, v. 135"
1003,135,2,bel,bel,135,Adj,Adj,beau,C/V\,"GuilMachBeh, v. 135"
1004,135,3,et,et,135,Crd,Crd,et,/V\,"GuilMachBeh, v. 135"
1005,135,4,bon,bon,135,Adj,Adj,bon,C/V\,"GuilMachBeh, v. 135"
1006,135,5,",",",",135,Pnc,Pnc,",",,"GuilMachBeh, v. 135"
1007,135,6,dous,dous,135,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 135"
1008,135,7,",",",",135,Pnc,Pnc,",",,"GuilMachBeh, v. 135"
1009,135,8,gracieus,gracieus,135,Adj,Adj,gracieux,C/V\.C/{V}\.'/V\,"GuilMachBeh, v. 135"
1010,135,9,",",",",135,Pnc,Pnc,",",,"GuilMachBeh, v. 135"
1011,135,10,et,et,135,Crd,Crd,et,/V\,"GuilMachBeh, v. 135"
1012,135,11,sage,sage,135,Adj,Adj,sage,'C/V\.C/(e)\,"GuilMachBeh, v. 135"
1013,135,12,",",",",135,Pnc,Pnc,",",,"GuilMachBeh, v. 135"
1014,136,1,qui,Qui,136,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 136"
1015,136,2,de,de,136,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 136"
1016,136,3,valour,valour,136,N,N,valeur,C/V\.'C/V\,"GuilMachBeh, v. 136"
1017,136,4,",",",",136,Pnc,Pnc,",",,"GuilMachBeh, v. 136"
1018,137,1,de,De,137,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 137"
1019,137,2,courtoisie,courtoisie,137,N,N,courtoisie,C/V\.C/V\.'C/V\./(e)\,"GuilMachBeh, v. 137"
1020,137,3,et,et,137,Crd,Crd,et,/V\,"GuilMachBeh, v. 137"
1021,137,4,de,de,137,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 137"
1022,137,5,parfaite,parfaite,137,Vpp,Vpp,parfaire,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 137"
1023,137,6,honnour,honnour,137,N,N,honneur,/V\.'C/V\,"GuilMachBeh, v. 137"
1024,137,7,",",",",137,Pnc,Pnc,",",,"GuilMachBeh, v. 137"
1025,138,1,et,Et,138,Crd,Crd,et,/V\,"GuilMachBeh, v. 138"
1026,138,2,de,de,138,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 138"
1027,138,3,plaisant,plaisant,138,Vprs,Vprs,plaire,C/V\.'C/V\,"GuilMachBeh, v. 138"
1028,138,4,maintient,maintient,138,N,N,maintien,C/V\.'C/V\,"GuilMachBeh, v. 138"
1029,138,5,avoit,avoit,138,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 138"
1030,138,6,la,la,138,Det,Det,le,C/V\,"GuilMachBeh, v. 138"
1031,138,7,flour,flour,138,N,N,fleur,C/V\,"GuilMachBeh, v. 138"
1032,138,8,",",",",138,Pnc,Pnc,",",,"GuilMachBeh, v. 138"
1033,139,1,et,Et,139,Crd,Crd,et,/V\,"GuilMachBeh, v. 139"
1034,139,2,des,des,139,Pre+Det,Pre+Det,de.le,C/V\,"GuilMachBeh, v. 139"
1035,139,3,tres,trés,139,PrA,PrA,très,C/V\,"GuilMachBeh, v. 139"
1036,139,4,bons,bons,139,Adj,Adj,bon,C/V\,"GuilMachBeh, v. 139"
1037,139,5,estoit,estoit,139,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 139"
1038,139,6,tout,tout,139,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 139"
1039,139,7,le,le,139,Det,Det,le,C/(e)\,"GuilMachBeh, v. 139"
1040,139,8,millour,millour,139,Adj,Adj,meilleur,C/V\.'C/V\,"GuilMachBeh, v. 139"
1041,139,9,.,.,139,Pnc,Pnc,.,,"GuilMachBeh, v. 139"
1042,140,1,et,Et,140,Crd,Crd,et,/V\,"GuilMachBeh, v. 140"
1043,140,2,s',s',140,Adv,Adv,si,C/\,"GuilMachBeh, v. 140"
1044,140,3,ot,ot,140,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 140"
1045,140,4,en,en,140,Pre,Pre,en,/V\,"GuilMachBeh, v. 140"
1046,140,5,li,li,140,Prn,Prn,li,C/V\,"GuilMachBeh, v. 140"
1047,141,1,gent,Gent,141,Adj,Adj,gent2,C/V\,"GuilMachBeh, v. 141"
1048,141,2,corps,corps,141,N,N,corps,C/V\,"GuilMachBeh, v. 141"
1049,141,3,faitis,faitis,141,Adj,Adj,faitis,C/V\.'C/V\,"GuilMachBeh, v. 141"
1050,141,4,",",",",141,Pnc,Pnc,",",,"GuilMachBeh, v. 141"
1051,141,5,cointe,cointe,141,Adj,Adj,cointe,'C/V\.C/(e)\,"GuilMachBeh, v. 141"
1052,141,6,",",",",141,Pnc,Pnc,",",,"GuilMachBeh, v. 141"
1053,141,7,apert,apert,141,Adj,Adj,apert,/V\.'C/V\,"GuilMachBeh, v. 141"
1054,141,8,",",",",141,Pnc,Pnc,",",,"GuilMachBeh, v. 141"
1055,141,9,et,et,141,Crd,Crd,et,/V\,"GuilMachBeh, v. 141"
1056,141,10,joli,joli,141,Adj,Adj,joli,C/V\.'C/V\,"GuilMachBeh, v. 141"
1057,141,11,",",",",141,Pnc,Pnc,",",,"GuilMachBeh, v. 141"
1058,142,1,juene,Juene,142,Adj,Adj,jeune,'C/V\.C/(e)\,"GuilMachBeh, v. 142"
1059,142,2,",",",",142,Pnc,Pnc,",",,"GuilMachBeh, v. 142"
1060,142,3,gentil,gentil,142,Adj,Adj,gentil,C/V\.'C/V\,"GuilMachBeh, v. 142"
1061,142,4,",",",",142,Pnc,Pnc,",",,"GuilMachBeh, v. 142"
1062,142,5,de,de,142,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 142"
1063,142,6,maniere,maniere,142,N,N,manière,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 142"
1064,142,7,garni,garni,142,Vpp,Vpp,garnir,C/V\.'C/V\,"GuilMachBeh, v. 142"
1065,142,8,",",",",142,Pnc,Pnc,",",,"GuilMachBeh, v. 142"
1066,143,1,plein,Plein,143,Adj,Adj,plein,C/V\,"GuilMachBeh, v. 143"
1067,143,2,de,de,143,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 143"
1068,143,3,tout,tout,143,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 143"
1069,143,4,ce,ce,143,Prn,Prn,ce,C/(e)\,"GuilMachBeh, v. 143"
1070,143,5,qu',qu',143,Qux,Qux,que,C/\,"GuilMachBeh, v. 143"
1071,143,6,il,il,143,Prn,Prn$,il,/V\,"GuilMachBeh, v. 143"
1072,143,7,faut,faut,143,Vfin,Vfin,faillir,C/V\,"GuilMachBeh, v. 143"
1073,143,8,a,a,143,Pre,Pre,à,/V\,"GuilMachBeh, v. 143"
1074,143,9,vray,vray,143,Adj,Adj,vrai,C/V\,"GuilMachBeh, v. 143"
1075,143,10,ami,ami,143,N,N,ami,/V\.'C/V\,"GuilMachBeh, v. 143"
1076,143,11,.,.,143,Pnc,Pnc,.,,"GuilMachBeh, v. 143"
1077,144,1,et,Et,144,Crd,Crd,et,/V\,"GuilMachBeh, v. 144"
1078,144,2,d',d',144,Pre,Pre,de,C/\,"GuilMachBeh, v. 144"
1079,144,3,estre,estre,144,Vinf,Vinf,être,'/V\.C/(e)\,"GuilMachBeh, v. 144"
1080,144,4,amez,amez,144,Vpp,Vpp,aimer,/V\.'C/V\,"GuilMachBeh, v. 144"
1081,145,1,par,Par,145,Pre,Pre,par,C/V\,"GuilMachBeh, v. 145"
1082,145,2,dessus,dessus,145,PrA,PrA,dessus,C/V\.'C/V\,"GuilMachBeh, v. 145"
1083,145,3,tous,tous,145,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 145"
1084,145,4,estoit,estoit,145,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 145"
1085,145,5,dignes,dignes,145,Adj,Adj,digne,'C/V\.C/e\,"GuilMachBeh, v. 145"
1086,145,6,clamez,clamez,145,Vpp,Vpp,clamer,C/V\.'C/V\,"GuilMachBeh, v. 145"
1087,145,7,",",",",145,Pnc,Pnc,",",,"GuilMachBeh, v. 145"
1088,146,1,car,Car,146,Crd,Crd,car,C/V\,"GuilMachBeh, v. 146"
1089,146,2,il,il,146,Prn,Prn$,il,/V\,"GuilMachBeh, v. 146"
1090,146,3,estoit,estoit,146,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 146"
1091,146,4,vrais,vrais,146,Adj,Adj,vrai,C/V\,"GuilMachBeh, v. 146"
1092,146,5,",",",",146,Pnc,Pnc,",",,"GuilMachBeh, v. 146"
1093,146,6,loiaus,loiaus,146,Adj,Adj,loyal,C/V\.'C/V\,"GuilMachBeh, v. 146"
1094,146,7,",",",",146,Pnc,Pnc,",",,"GuilMachBeh, v. 146"
1095,146,8,et,et,146,Crd,Crd,et,/V\,"GuilMachBeh, v. 146"
1096,146,9,secrez,secrez,146,Adj,Adj,secret,C/V\.'C/V\,"GuilMachBeh, v. 146"
1097,146,10,",",",",146,Pnc,Pnc,",",,"GuilMachBeh, v. 146"
1098,147,1,et,Et,147,Crd,Crd,et,/V\,"GuilMachBeh, v. 147"
1099,147,2,en,en,147,Pre,Pre,en,/V\,"GuilMachBeh, v. 147"
1100,147,3,trestous,trestous,147,QIs,QIs,trèstout,C/V\.'C/V\,"GuilMachBeh, v. 147"
1101,147,4,fais,fais,147,N,N,fait,C/V\,"GuilMachBeh, v. 147"
1102,147,5,amoureus,amoureus,147,Adj,Adj,amoureux,/V\.C/V\.'C/V\,"GuilMachBeh, v. 147"
1103,147,6,discrez,discrez,147,Adj,Adj,discret,C/V\.'C/V\,"GuilMachBeh, v. 147"
1104,147,7,;,;,147,Pnc,Pnc,;,,"GuilMachBeh, v. 147"
1105,148,1,et,Et,148,Crd,Crd,et,/V\,"GuilMachBeh, v. 148"
1106,148,2,je,je,148,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 148"
1107,148,3,l',l',148,Prn,Prn$$,le,C/\,"GuilMachBeh, v. 148"
1108,148,4,amoie,amoie,148,Vfin,Vfin,aimer,/V\.'C/V\./(e)\,"GuilMachBeh, v. 148"
1109,149,1,si,Si,149,Adv,Adv,si,C/V\,"GuilMachBeh, v. 149"
1110,149,2,loiaument,loiaument,149,Adv,Adv,loyalement,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 149"
1111,149,3,que,que,149,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 149"
1112,149,4,tout,tout,149,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 149"
1113,149,5,mon,mon,149,Det,Det,mon,C/V\,"GuilMachBeh, v. 149"
1114,149,6,cuer,cuer,149,N,N,coeur,C/V\,"GuilMachBeh, v. 149"
1115,149,7,mettoie,mettoie,149,Vfin,Vfin,mettre,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 149"
1116,150,1,en,En,150,Pre,Pre,en,/V\,"GuilMachBeh, v. 150"
1117,150,2,li,li,150,Prn,Prn,li,C/V\,"GuilMachBeh, v. 150"
1118,150,3,amer,amer,150,Vinf,Vinf,aimer,/V\.'C/V\,"GuilMachBeh, v. 150"
1119,150,4,",",",",150,Pnc,Pnc,",",,"GuilMachBeh, v. 150"
1120,150,5,n',n',150,Crd,Crd,ne,C/\,"GuilMachBeh, v. 150"
1121,150,6,autre,autre,150,Adj,Adj,autre,'/V\.C/(e)\,"GuilMachBeh, v. 150"
1122,150,7,entente,entente,150,N,N,entente,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 150"
1123,150,8,n',n',150,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 150"
1124,150,9,avoie,avoie,150,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,"GuilMachBeh, v. 150"
1125,150,10,;,;,150,Pnc,Pnc,;,,"GuilMachBeh, v. 150"
1126,151,1,qu',Qu',151,Crd,Crd,que,C/\,"GuilMachBeh, v. 151"
1127,151,2,en,en,151,Pre,Pre,en,/V\,"GuilMachBeh, v. 151"
1128,151,3,li,li,151,Prn,Prn,li,C/V\,"GuilMachBeh, v. 151"
1129,151,4,estoit,estoit,151,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 151"
1130,151,5,m',m',151,Det,Det,mon,C/\,"GuilMachBeh, v. 151"
1131,151,6,esperence,esperence,151,N,N,espérance,/V\.C/e\.'C/V\.C/(e)\,"GuilMachBeh, v. 151"
1132,151,7,",",",",151,Pnc,Pnc,",",,"GuilMachBeh, v. 151"
1133,151,8,ma,ma,151,Det,Det,mon,C/V\,"GuilMachBeh, v. 151"
1134,151,9,joie,joie,151,N,N,joie,'C/V\./(e)\,"GuilMachBeh, v. 151"
1135,151,10,",",",",151,Pnc,Pnc,",",,"GuilMachBeh, v. 151"
1136,152,1,et,Et,152,Crd,Crd,et,/V\,"GuilMachBeh, v. 152"
1137,152,2,mon,mon,152,Det,Det,mon,C/V\,"GuilMachBeh, v. 152"
1138,152,3,plaisir,plaisir,152,N,N,plaisir,C/V\.'C/V\,"GuilMachBeh, v. 152"
1139,152,4,",",",",152,Pnc,Pnc,",",,"GuilMachBeh, v. 152"
1140,153,1,mon,Mon,153,Det,Det,mon,C/V\,"GuilMachBeh, v. 153"
1141,153,2,cuer,cuer,153,N,N,coeur,C/V\,"GuilMachBeh, v. 153"
1142,153,3,",",",",153,Pnc,Pnc,",",,"GuilMachBeh, v. 153"
1143,153,4,m',m',153,Det,Det,mon,C/\,"GuilMachBeh, v. 153"
1144,153,5,amor,amor,153,N,N,amour,/V\.'C/V\,"GuilMachBeh, v. 153"
1145,153,6,",",",",153,Pnc,Pnc,",",,"GuilMachBeh, v. 153"
1146,153,7,mon,mon,153,Det,Det,mon,C/V\,"GuilMachBeh, v. 153"
1147,153,8,penser,penser,153,Vinf,Vinf,penser,C/V\.'C/V\,"GuilMachBeh, v. 153"
1148,153,9,",",",",153,Pnc,Pnc,",",,"GuilMachBeh, v. 153"
1149,153,10,mon,mon,153,Det,Det,mon,C/V\,"GuilMachBeh, v. 153"
1150,153,11,desir,desir,153,N,N,désir,C/V\.'C/V\,"GuilMachBeh, v. 153"
1151,153,12,.,.,153,Pnc,Pnc,.,,"GuilMachBeh, v. 153"
1152,154,1,de,De,154,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 154"
1153,154,2,tous,tous,154,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 154"
1154,154,3,les,les,154,Det,Det,le,C/V\,"GuilMachBeh, v. 154"
1155,154,4,biens,biens,154,N,N,bien,C/V\,"GuilMachBeh, v. 154"
1156,154,5,pooit,pooit,154,Vfin,Vfin,pouvoir,C/V\.'C/V\,"GuilMachBeh, v. 154"
1157,154,6,mes,mes,154,Det,Det,mon,C/V\,"GuilMachBeh, v. 154"
1158,154,7,cuers,cuers,154,N,N,coeur,C/V\,"GuilMachBeh, v. 154"
1159,154,8,joir,joïr,154,Vinf,Vinf,jouir,C/V\.'C/V\,"GuilMachBeh, v. 154"
1160,155,1,par,Par,155,Pre,Pre,par,C/V\,"GuilMachBeh, v. 155"
