wd_id,line_id,linewd,lex_id,word,textlineid,syntag,syntag2,lemma,syllabified,ref
1,1,1,au,Au,1,Pre+Det,Pre+Det,à.le,/V\,"GuilMachBeh, v. 1"
2,1,2,temps,temps,1,N,N,temps,C/V\,"GuilMachBeh, v. 1"
3,1,3,pascour,pascour,1,Adj,Adj,pascour,C/V\.'C/V\,"GuilMachBeh, v. 1"
4,1,4,que,que,1,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 1"
5,1,5,toute,toute,1,QIs,QIs,tout,'C/V\.C/(e)\,"GuilMachBeh, v. 1"
6,1,6,riens,riens,1,N,N,rien,C/V\,"GuilMachBeh, v. 1"
7,1,7,s',s',1,Prn,Prn$$,se,C/\,"GuilMachBeh, v. 1"
8,1,8,esgaie,esgaie,1,Vfin,Vfin,égayer,/V\.'C/V\./(e)\,"GuilMachBeh, v. 1"
9,1,9,",",",",1,Pnc,Pnc,",",,"GuilMachBeh, v. 1"
10,2,1,que,Que,2,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 2"
11,2,2,la,la,2,Det,Det,le,C/V\,"GuilMachBeh, v. 2"
12,2,3,terre,terre,2,N,N,terre,'C/V\.C/(e)\,"GuilMachBeh, v. 2"
13,2,4,de,de,2,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 2"
14,2,5,mainte,mainte,2,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 2"
15,2,6,colour,colour,2,N,N,couleur,C/V\.'C/V\,"GuilMachBeh, v. 2"
16,2,7,gaie,gaie,2,Adj,Adj,gai,'C/V\./(e)\,"GuilMachBeh, v. 2"
17,3,1,se,Se,3,Prn,Prn$$,se,C/(e)\,"GuilMachBeh, v. 3"
18,3,2,cointoie,cointoie,3,Vfin,Vfin,cointoyer,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 3"
19,3,3,",",",",3,Pnc,Pnc,",",,"GuilMachBeh, v. 3"
20,3,4,dont,dont,3,Qux,Qux,dont,C/V\,"GuilMachBeh, v. 3"
21,3,5,pointure,pointure,3,N,N,pointure,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 3"
22,3,6,sans,sans,3,Pre,Pre,sans,C/V\,"GuilMachBeh, v. 3"
23,3,7,plaie,plaie,3,N,N,plaie,'C/V\./(e)\,"GuilMachBeh, v. 3"
24,4,1,sous,Sous,4,Pre,Pre,sous,C/V\,"GuilMachBeh, v. 4"
25,4,2,la,la,4,Det,Det,le,C/V\,"GuilMachBeh, v. 4"
26,4,3,mamelle,mamelle,4,N,N,mamelle,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 4"
27,5,1,fait,Fait,5,Vfin,Vfin,faire,C/V\,"GuilMachBeh, v. 5"
28,5,2,bonne,Bonne,5,Adj,Adj,bon,'C/V\.C/(e)\,"GuilMachBeh, v. 5"
29,5,3,amour,Amour,5,N,N,amour,/V\.'C/V\,"GuilMachBeh, v. 5"
30,5,4,a,a,5,Pre,Pre,à,/V\,"GuilMachBeh, v. 5"
31,5,5,mainte,mainte,5,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 5"
32,5,6,dame,dame,5,N,N,dame,'C/V\.C/(e)\,"GuilMachBeh, v. 5"
33,5,7,bele,bele,5,Adj,Adj,beau,'C/V\.C/(e)\,"GuilMachBeh, v. 5"
34,5,8,",",",",5,Pnc,Pnc,",",,"GuilMachBeh, v. 5"
35,6,1,a,A,6,Pre,Pre,à,/V\,"GuilMachBeh, v. 6"
36,6,2,maint,maint,6,QIs,QIs,maint,C/V\,"GuilMachBeh, v. 6"
37,6,3,amant,amant,6,Vprs,Vprs,aimer,/V\.'C/V\,"GuilMachBeh, v. 6"
38,6,4,et,et,6,Crd,Crd,et,/V\,"GuilMachBeh, v. 6"
39,6,5,a,a,6,Pre,Pre,à,/V\,"GuilMachBeh, v. 6"
40,6,6,mainte,mainte,6,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 6"
41,6,7,pucele,pucele,6,N,N,pucelle,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 6"
42,6,8,",",",",6,Pnc,Pnc,",",,"GuilMachBeh, v. 6"
43,7,1,dont,Dont,7,Qux,Qux,dont,C/V\,"GuilMachBeh, v. 7"
44,7,2,il,il,7,Prn,Prn$,il,/V\,"GuilMachBeh, v. 7"
45,7,3,ont,ont,7,Vfin,Vfin,avoir,/V\,"GuilMachBeh, v. 7"
46,7,4,puis,puis,7,PrA,PrA,puis,C/V\,"GuilMachBeh, v. 7"
47,7,5,mainte,mainte,7,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 7"
48,7,6,lie,lie,7,Adj,Adj,lié,'C/V\./(e)\,"GuilMachBeh, v. 7"
49,7,7,nouvelle,nouvelle,7,N,N,nouvelle,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 7"
50,8,1,et,Et,8,Crd,Crd,et,/V\,"GuilMachBeh, v. 8"
51,8,2,maint,maint,8,QIs,QIs,maint,C/V\,"GuilMachBeh, v. 8"
52,8,3,esmay,esmay,8,N,N,émoi,/V\.'C/V\,"GuilMachBeh, v. 8"
53,8,4,",",",",8,Pnc,Pnc,",",,"GuilMachBeh, v. 8"
54,9,1,a,A,9,Pre,Pre,à,/V\,"GuilMachBeh, v. 9"
55,9,2,ce,ce,9,Dem,Dem,ce,C/(e)\,"GuilMachBeh, v. 9"
56,9,3,dous,dous,9,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 9"
57,9,4,temps,temps,9,N,N,temps,C/V\,"GuilMachBeh, v. 9"
58,9,5,",",",",9,Pnc,Pnc,",",,"GuilMachBeh, v. 9"
59,9,6,contre,contre,9,PrA,PrA,contre,'C/V\.C/(e)\,"GuilMachBeh, v. 9"
60,9,7,le,le,9,Det,Det,le,C/(e)\,"GuilMachBeh, v. 9"
61,9,8,mois,mois,9,N,N,mois,C/V\,"GuilMachBeh, v. 9"
62,9,9,de,de,9,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 9"
63,9,10,may,may,9,N,N,mai,C/V\,"GuilMachBeh, v. 9"
64,9,11,",",",",9,Pnc,Pnc,",",,"GuilMachBeh, v. 9"
65,10,1,par,Par,10,Pre,Pre,par,C/V\,"GuilMachBeh, v. 10"
66,10,2,un,un,10,QIs,QIs,un,/V\,"GuilMachBeh, v. 10"
67,10,3,matin,matin,10,N,N,matin,C/V\.'C/V\,"GuilMachBeh, v. 10"
68,10,4,cointement,cointement,10,N,N,cointement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 10"
69,10,5,m',m',10,Prn,Prn$$,me,C/\,"GuilMachBeh, v. 10"
70,10,6,acesmay,acesmay,10,Vfin,Vfin,acesmer,/V\.C/V\.'C/V\,"GuilMachBeh, v. 10"
71,10,7,",",",",10,Pnc,Pnc,",",,"GuilMachBeh, v. 10"
72,11,1,com,Com,11,Sub,Sub,comme,C/V\,"GuilMachBeh, v. 11"
73,11,2,cils,cils,11,Dem,Dem,cil,C/V\,"GuilMachBeh, v. 11"
74,11,3,qui,qui,11,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 11"
75,11,4,tres,trés,11,PrA,PrA,très,C/V\,"GuilMachBeh, v. 11"
76,11,5,parfaitement,parfaitement,11,Adv,Adv,parfaitement,C/V\.C/V\.C/e\.'C/V\,"GuilMachBeh, v. 11"
77,11,6,amay,amay,11,Vfin,Vfin,aimer,/V\.'C/V\,"GuilMachBeh, v. 11"
78,12,1,d',D',12,Pre,Pre,de,C/\,"GuilMachBeh, v. 12"
79,12,2,amour,amour,12,N,N,amour,/V\.'C/V\,"GuilMachBeh, v. 12"
80,12,3,seüre,seüre,12,Adj,Adj,sûr,C/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 12"
81,12,4,.,.,12,Pnc,Pnc,.,,"GuilMachBeh, v. 12"
82,13,1,et,Et,13,Crd,Crd,et,/V\,"GuilMachBeh, v. 13"
83,13,2,li,li,13,Det,Det,le,C/V\,"GuilMachBeh, v. 13"
84,13,3,jours,jours,13,N,N,jour,C/V\,"GuilMachBeh, v. 13"
85,13,4,fu,fu,13,Vfin,Vfin,être,C/V\,"GuilMachBeh, v. 13"
86,13,5,attemprez,attemprez,13,Vpp,Vpp,attemprer,/V\.C/V\.'C/V\,"GuilMachBeh, v. 13"
87,13,6,par,par,13,Pre,Pre,par,C/V\,"GuilMachBeh, v. 13"
88,13,7,mesure,mesure,13,N,N,mesure,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 13"
89,13,8,",",",",13,Pnc,Pnc,",",,"GuilMachBeh, v. 13"
90,14,1,biaus,Biaus,14,Adj,Adj,beau,C/V\,"GuilMachBeh, v. 14"
91,14,2,",",",",14,Pnc,Pnc,",",,"GuilMachBeh, v. 14"
92,14,3,clers,clers,14,Adj,Adj,clair,C/V\,"GuilMachBeh, v. 14"
93,14,4,",",",",14,Pnc,Pnc,",",,"GuilMachBeh, v. 14"
94,14,5,luisans,luisans,14,Vprs,Vprs,luire,C/V\.'C/V\,"GuilMachBeh, v. 14"
95,14,6,",",",",14,Pnc,Pnc,",",,"GuilMachBeh, v. 14"
96,14,7,nés,nes,14,Adj,Adj,net,C/V\,"GuilMachBeh, v. 14"
97,14,8,et,et,14,Crd,Crd,et,/V\,"GuilMachBeh, v. 14"
98,14,9,purs,purs,14,Adj,Adj,pur,C/V\,"GuilMachBeh, v. 14"
99,14,10,",",",",14,Pnc,Pnc,",",,"GuilMachBeh, v. 14"
100,14,11,sans,sans,14,Pre,Pre,sans,C/V\,"GuilMachBeh, v. 14"
101,14,12,froidure,froidure,14,N,N,froidure,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 14"
102,14,13,.,.,14,Pnc,Pnc,.,,"GuilMachBeh, v. 14"
103,15,1,la,La,15,Det,Det,le,C/V\,"GuilMachBeh, v. 15"
104,15,2,rousee,rousée,15,N,N,rosée,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 15"
105,15,3,par,par,15,Pre,Pre,par,C/V\,"GuilMachBeh, v. 15"
106,15,4,dessus,dessus,15,PrA,PrA,dessus,C/V\.'C/V\,"GuilMachBeh, v. 15"
107,15,5,la,la,15,Det,Det,le,C/V\,"GuilMachBeh, v. 15"
108,15,6,verdure,verdure,15,N,N,verdure,C/e\.'C/V\.C/(e)\,"GuilMachBeh, v. 15"
109,16,1,resplendissoit,Resplendissoit,16,Vfin,Vfin,resplendir,C/V\.C/V\.C/V\.'C/V\,"GuilMachBeh, v. 16"
110,17,1,si,Si,17,Adv,Adv,si,C/V\,"GuilMachBeh, v. 17"
111,17,2,clerement,clerement,17,Adv,Adv,clairement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 17"
112,17,3,que,que,17,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 17"
113,17,4,tout,tout,17,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 17"
114,17,5,m',m',17,Prn,Prn$$,me,C/\,"GuilMachBeh, v. 17"
115,17,6,esbloissoit,esbloïssoit,17,Vfin,Vfin,éblouir,/V\.C/V\.C/V\.'C/V\,"GuilMachBeh, v. 17"
116,17,7,",",",",17,Pnc,Pnc,",",,"GuilMachBeh, v. 17"
117,18,1,quant,Quant,18,Sub,Sub,quand,C/V\,"GuilMachBeh, v. 18"
118,18,2,mes,mes,18,Det,Det,mon,C/V\,"GuilMachBeh, v. 18"
119,18,3,regars,regars,18,N,N,regard,C/V\.'C/V\,"GuilMachBeh, v. 18"
120,18,4,celle,celle,18,Dem,Dem,cil,'C/V\.C/(e)\,"GuilMachBeh, v. 18"
121,18,5,part,part,18,N,N,part,C/V\,"GuilMachBeh, v. 18"
122,18,6,guenchissoit,guenchissoit,18,Vfin,Vfin,guenchir,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 18"
123,18,7,",",",",18,Pnc,Pnc,",",,"GuilMachBeh, v. 18"
124,19,1,pour,Pour,19,Pre,Pre,pour,C/V\,"GuilMachBeh, v. 19"
125,19,2,le,le,19,Det,Det,le,C/(e)\,"GuilMachBeh, v. 19"
126,19,3,soleil,soleil,19,N,N,soleil,C/V\.'C/V\,"GuilMachBeh, v. 19"
127,19,4,qui,qui,19,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 19"
128,19,5,dessus,dessus,19,PrA,PrA,dessus,C/V\.'C/V\,"GuilMachBeh, v. 19"
129,19,6,reluisoit,reluisoit,19,Vfin,Vfin,reluire,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 19"
130,19,7,.,.,19,Pnc,Pnc,.,,"GuilMachBeh, v. 19"
131,20,1,et,Et,20,Crd,Crd,et,/V\,"GuilMachBeh, v. 20"
132,20,2,cil,cil,20,Dem,Dem,cil,C/V\,"GuilMachBeh, v. 20"
133,20,3,oisel,oisel,20,N,N,oiseau,/V\.'C/V\,"GuilMachBeh, v. 20"
134,20,4,",",",",20,Pnc,Pnc,",",,"GuilMachBeh, v. 20"
135,21,1,pour,Pour,21,Pre,Pre,pour,C/V\,"GuilMachBeh, v. 21"
136,21,2,la,la,21,Det,Det,le,C/V\,"GuilMachBeh, v. 21"
137,21,3,douceur,douceur,21,N,N,douceur,C/V\.'C/V\,"GuilMachBeh, v. 21"
138,21,4,dou,dou,21,Pre+Det,Pre+Det,de.le,C/V\,"GuilMachBeh, v. 21"
139,21,5,joli,joli,21,Adj,Adj,joli,C/V\.'C/V\,"GuilMachBeh, v. 21"
140,21,6,temps,temps,21,N,N,temps,C/V\,"GuilMachBeh, v. 21"
141,21,7,nouvel,nouvel,21,Adj,Adj,nouveau,C/V\.'C/V\,"GuilMachBeh, v. 21"
142,21,8,",",",",21,Pnc,Pnc,",",,"GuilMachBeh, v. 21"
143,22,1,si,Si,22,Adv,Adv,si,C/V\,"GuilMachBeh, v. 22"
144,22,2,liement,liement,22,Adv,Adv,liément,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 22"
145,22,3,et,et,22,Crd,Crd,et,/V\,"GuilMachBeh, v. 22"
146,22,4,de,de,22,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 22"
147,22,5,si,si,22,Adv,Adv,si,C/V\,"GuilMachBeh, v. 22"
148,22,6,grant,grant,22,Adj,Adj,grand,C/V\,"GuilMachBeh, v. 22"
149,22,7,revel,revel,22,N,N,revel,C/V\.'C/V\,"GuilMachBeh, v. 22"
150,23,1,chantoient,Chantoient,23,Vfin,Vfin,chanter,C/V\.'C/V\./e\,"GuilMachBeh, v. 23"
151,23,2,tuit,tuit,23,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 23"
152,23,3,que,que,23,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 23"
153,23,4,j',j',23,Prn,Prn$,je,C/\,"GuilMachBeh, v. 23"
154,23,5,alay,alay,23,Vfin,Vfin,aller,/V\.'C/V\,"GuilMachBeh, v. 23"
155,23,6,a,a,23,Pre,Pre,à,/V\,"GuilMachBeh, v. 23"
156,23,7,l',l',23,Det,Det,le,C/\,"GuilMachBeh, v. 23"
157,23,8,appel,appel,23,N,N,appel,/V\.'C/V\,"GuilMachBeh, v. 23"
158,24,1,de,De,24,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 24"
159,24,2,leur,leur,24,Det,Det,leur,C/V\,"GuilMachBeh, v. 24"
160,24,3,dous,dous,24,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 24"
161,24,4,chant,chant,24,N,N,chant,C/V\,"GuilMachBeh, v. 24"
162,24,5,.,.,24,Pnc,Pnc,.,,"GuilMachBeh, v. 24"
163,25,1,si,Si,25,Adv,Adv,si,C/V\,"GuilMachBeh, v. 25"
164,25,2,en,en,25,Prn,Prn$$,en,/V\,"GuilMachBeh, v. 25"
165,25,3,choisi,choisi,25,Vfin,Vfin,choisir,C/V\.'C/V\,"GuilMachBeh, v. 25"
166,25,4,en,en,25,Pre,Pre,en,/V\,"GuilMachBeh, v. 25"
167,25,5,l',l',25,Det,Det,le,C/\,"GuilMachBeh, v. 25"
168,25,6,air,air,25,N,N,air,/V\,"GuilMachBeh, v. 25"
169,25,7,un,un,25,QIs,QIs,un,/V\,"GuilMachBeh, v. 25"
170,25,8,voletant,voletant,25,Vprs,Vprs,voleter,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 25"
171,26,1,qui,Qui,26,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 26"
172,26,2,dessus,dessus,26,PrA,PrA,dessus,C/V\.'C/V\,"GuilMachBeh, v. 26"
173,26,3,tous,tous,26,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 26"
174,26,4,s',s',26,Prn,Prn$$,se,C/\,"GuilMachBeh, v. 26"
175,26,5,en,en,26,Prn,Prn$$,en,/V\,"GuilMachBeh, v. 26"
176,26,6,aloit,aloit,26,Vfin,Vfin,aller,/V\.'C/V\,"GuilMachBeh, v. 26"
177,26,7,glatissant,glatissant,26,Vprs,Vprs,glatir,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 26"
178,26,8,:,:,26,Pnc,Pnc,:,,"GuilMachBeh, v. 26"
179,27,1,"""","""",27,Pnc,Pnc,"""",,"GuilMachBeh, v. 27"
180,27,2,oci,Oci,27,Exc,Exc,oci,/V\.'C/V\,"GuilMachBeh, v. 27"
181,27,3,!,!,27,Pnc,Pnc,!,,"GuilMachBeh, v. 27"
182,27,4,oci,Oci,27,Exc,Exc,oci,/V\.'C/V\,"GuilMachBeh, v. 27"
183,27,5,!,!,27,Pnc,Pnc,!,,"GuilMachBeh, v. 27"
184,27,6,"""","""",27,Pnc,Pnc,"""",,"GuilMachBeh, v. 27"
185,27,7,et,Et,27,Crd,Crd,et,/V\,"GuilMachBeh, v. 27"
186,27,8,je,je,27,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 27"
187,27,9,le,le,27,Prn,Prn$$,le,C/(e)\,"GuilMachBeh, v. 27"
188,27,10,sievi,sievi,27,Vfin,Vfin,suivre,C/V\.'C/V\,"GuilMachBeh, v. 27"
189,27,11,tant,tant,27,QIs,QIs,tant,C/V\,"GuilMachBeh, v. 27"
190,28,1,qu',Qu',28,Sub,Sub,que,C/\,"GuilMachBeh, v. 28"
191,28,2,en,en,28,Pre,Pre,en,/V\,"GuilMachBeh, v. 28"
192,28,3,un,un,28,QIs,QIs,un,/V\,"GuilMachBeh, v. 28"
193,28,4,destour,destour,28,N,N,détour,C/V\.'C/V\,"GuilMachBeh, v. 28"
194,28,5,",",",",28,Pnc,Pnc,",",,"GuilMachBeh, v. 28"
195,29,1,sus,Sus,29,PrA,PrA,sus,C/V\,"GuilMachBeh, v. 29"
196,29,2,un,un,29,QIs,QIs,un,/V\,"GuilMachBeh, v. 29"
197,29,3,ruissel,ruissel,29,N,N,ruisseau,C/V\.'C/V\,"GuilMachBeh, v. 29"
198,29,4,",",",",29,Pnc,Pnc,",",,"GuilMachBeh, v. 29"
199,29,5,pres,près,29,PrA,PrA,près,C/V\,"GuilMachBeh, v. 29"
200,29,6,d',d',29,Pre,Pre,de,C/\,"GuilMachBeh, v. 29"
201,29,7,une,une,29,QIs,QIs,un,'/V\.C/(e)\,"GuilMachBeh, v. 29"
202,29,8,bele,bele,29,Adj,Adj,beau,'C/V\.C/(e)\,"GuilMachBeh, v. 29"
203,29,9,tour,tour,29,N,N,tour,C/V\,"GuilMachBeh, v. 29"
204,30,1,ou,Ou,30,Qux,Qux,où,/V\,"GuilMachBeh, v. 30"
205,30,2,il,il,30,Prn,Prn$,il,/V\,"GuilMachBeh, v. 30"
206,30,3,avoit,avoit,30,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 30"
207,30,4,maint,maint,30,QIs,QIs,maint,C/V\,"GuilMachBeh, v. 30"
208,30,5,arbre,arbre,30,N,N,arbre,'/V\.C/(e)\,"GuilMachBeh, v. 30"
209,30,6,et,et,30,Crd,Crd,et,/V\,"GuilMachBeh, v. 30"
210,30,7,mainte,mainte,30,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 30"
211,30,8,flour,flour,30,N,N,fleur,C/V\,"GuilMachBeh, v. 30"
212,31,1,souef,Souëf,31,Adv,Adv,souef,C/V\.'C/V\,"GuilMachBeh, v. 31"
213,31,2,flairant,flairant,31,Vprs,Vprs,flairer,C/V\.'C/V\,"GuilMachBeh, v. 31"
214,31,3,",",",",31,Pnc,Pnc,",",,"GuilMachBeh, v. 31"
215,31,4,de,de,31,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 31"
216,31,5,diverse,diverse,31,QIs,QIs,divers,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 31"
217,31,6,colour,colour,31,N,N,couleur,C/V\.'C/V\,"GuilMachBeh, v. 31"
218,31,7,",",",",31,Pnc,Pnc,",",,"GuilMachBeh, v. 31"
219,32,1,s',S',32,Prn,Prn$$,se,C/\,"GuilMachBeh, v. 32"
220,32,2,ala,ala,32,Vfin,Vfin,aller,/V\.'C/V\,"GuilMachBeh, v. 32"
221,32,3,seoir,sëoir,32,Vinf,Vinf,seoir,C/(V)\.'/V\,"GuilMachBeh, v. 32"
222,32,4,.,.,32,Pnc,Pnc,.,,"GuilMachBeh, v. 32"
223,33,1,lors,Lors,33,Adv,Adv,lors,C/V\,"GuilMachBeh, v. 33"
224,33,2,me,me,33,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 33"
225,33,3,laissay,laissay,33,Vfin,Vfin,laisser,C/V\.'C/V\,"GuilMachBeh, v. 33"
226,33,4,tout,tout,33,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 33"
227,33,5,belement,belement,33,Adv,Adv,bellement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 33"
228,33,6,cheoir,chëoir,33,Vinf,Vinf,choir,C/(V)\.'/V\,"GuilMachBeh, v. 33"
229,34,1,et,Et,34,Crd,Crd,et,/V\,"GuilMachBeh, v. 34"
230,34,2,me,me,34,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 34"
231,34,3,coiti,coiti,34,Vfin,Vfin,coitir,C/V\.'C/V\,"GuilMachBeh, v. 34"
232,34,4,si,si,34,Adv,Adv,si,C/V\,"GuilMachBeh, v. 34"
233,34,5,bien,bien,34,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 34"
234,34,6,",",",",34,Pnc,Pnc,",",,"GuilMachBeh, v. 34"
235,34,7,a,a,34,Pre,Pre,à,/V\,"GuilMachBeh, v. 34"
236,34,8,mon,mon,34,Det,Det,mon,C/V\,"GuilMachBeh, v. 34"
237,34,9,povoir,povoir,34,N,N,pouvoir,C/V\.'C/V\,"GuilMachBeh, v. 34"
238,34,10,",",",",34,Pnc,Pnc,",",,"GuilMachBeh, v. 34"
239,35,1,sous,Sous,35,Pre,Pre,sous,C/V\,"GuilMachBeh, v. 35"
240,35,2,les,les,35,Det,Det,le,C/V\,"GuilMachBeh, v. 35"
241,35,3,arbres,arbres,35,N,N,arbre,'/V\.C/e\,"GuilMachBeh, v. 35"
242,35,4,",",",",35,Pnc,Pnc,",",,"GuilMachBeh, v. 35"
243,35,5,qu',qu',35,Sub,Sub,que,C/\,"GuilMachBeh, v. 35"
244,35,6,il,il,35,Prn,Prn$,il,/V\,"GuilMachBeh, v. 35"
245,35,7,ne,ne,35,Neg,Neg$$,ne,C/(e)\,"GuilMachBeh, v. 35"
246,35,8,me,me,35,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 35"
247,35,9,pot,pot,35,Vfin,Vfin,pouvoir,C/V\,"GuilMachBeh, v. 35"
248,35,10,veoir,vëoir,35,Vinf,Vinf,voir,C/(V)\.'/V\,"GuilMachBeh, v. 35"
249,35,11,",",",",35,Pnc,Pnc,",",,"GuilMachBeh, v. 35"
250,36,1,pour,Pour,36,Pre,Pre,pour,C/V\,"GuilMachBeh, v. 36"
251,36,2,escouter,escouter,36,Vinf,Vinf,écouter,/V\.C/V\.'C/V\,"GuilMachBeh, v. 36"
252,37,1,le,Le,37,Det,Det,le,C/(e)\,"GuilMachBeh, v. 37"
253,37,2,tres,trés,37,PrA,PrA,très,C/V\,"GuilMachBeh, v. 37"
254,37,3,dous,dous,37,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 37"
255,37,4,son,son,37,N,N,son,C/V\,"GuilMachBeh, v. 37"
256,37,5,de,de,37,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 37"
257,37,6,son,son,37,Det,Det,son,C/V\,"GuilMachBeh, v. 37"
258,37,7,joli,joli,37,Adj,Adj,joli,C/V\.'C/V\,"GuilMachBeh, v. 37"
259,37,8,chanter,chanter,37,Vinf,Vinf,chanter,C/V\.'C/V\,"GuilMachBeh, v. 37"
260,37,9,.,.,37,Pnc,Pnc,.,,"GuilMachBeh, v. 37"
261,38,1,si,Si,38,Adv,Adv,si,C/V\,"GuilMachBeh, v. 38"
262,38,2,me,me,38,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 38"
263,38,3,plut,plut,38,Vfin,Vfin,plaire,C/V\,"GuilMachBeh, v. 38"
264,38,4,tant,tant,38,QIs,QIs,tant,C/V\,"GuilMachBeh, v. 38"
265,38,5,en,en,38,Pre,Pre,en,/V\,"GuilMachBeh, v. 38"
266,38,6,oïr,oir,38,Vinf,Vinf,ouïr,/V\.'C/V\,"GuilMachBeh, v. 38"
267,38,7,deliter,deliter,38,Vinf,Vinf,déliter,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 38"
268,39,1,son,Son,39,Det,Det,son,C/V\,"GuilMachBeh, v. 39"
269,39,2,dous,dous,39,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 39"
270,39,3,chanter,chanter,39,Vinf,Vinf,chanter,C/V\.'C/V\,"GuilMachBeh, v. 39"
271,39,4,",",",",39,Pnc,Pnc,",",,"GuilMachBeh, v. 39"
272,39,5,que,que,39,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 39"
273,39,6,jamais,jamais,39,Adv,Adv,jamais,C/V\.'C/V\,"GuilMachBeh, v. 39"
274,39,7,raconter,raconter,39,Vinf,Vinf,raconter,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 39"
275,40,1,ne,Ne,40,Neg,Neg$$,ne,C/(e)\,"GuilMachBeh, v. 40"
276,40,2,le,le,40,Prn,Prn$$,le,C/(e)\,"GuilMachBeh, v. 40"
277,40,3,porroie,porroie,40,Vfin,Vfin,pouvoir,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 40"
278,40,4,.,.,40,Pnc,Pnc,.,,"GuilMachBeh, v. 40"
279,41,1,mais,Mais,41,Crd,Crd,mais,C/V\,"GuilMachBeh, v. 41"
280,41,2,tout,tout,41,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 41"
281,41,3,einsi,einsi,41,Adv,Adv,ainsi,/V\.'C/V\,"GuilMachBeh, v. 41"
282,41,4,",",",",41,Pnc,Pnc,",",,"GuilMachBeh, v. 41"
283,41,5,com,com,41,Sub,Sub,comme,C/V\,"GuilMachBeh, v. 41"
284,41,6,je,je,41,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 41"
285,41,7,me,me,41,Prn,Prn$$,me,C/(e)\,"GuilMachBeh, v. 41"
286,41,8,delitoie,delitoie,41,Vfin,Vfin,déliter,C/V\.C/V\.'C/V\./(e)\,"GuilMachBeh, v. 41"
287,42,1,en,En,42,Pre,Pre,en,/V\,"GuilMachBeh, v. 42"
288,42,2,son,son,42,Det,Det,son,C/V\,"GuilMachBeh, v. 42"
289,42,3,tres,trés,42,PrA,PrA,très,C/V\,"GuilMachBeh, v. 42"
290,42,4,dous,dous,42,Adj,Adj,doux,C/V\,"GuilMachBeh, v. 42"
