wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,ref
810,135,1,qui,qui,135,PROCON,Qux,Qux,qui,C/V\,"JPriorat, v. 135"
811,135,2,bons,bons,135,ADJ:suj:masc:sg,Adj,Adj,bon,C/V\,"JPriorat, v. 135"
812,135,3,fust,fust,135,VER:subi:3:sg,Vfin,Vfin,être,C/V\,"JPriorat, v. 135"
813,135,4,et,et,135,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 135"
814,135,5,non,non,135,ADV,Neg,Neg,ne,C/V\,"JPriorat, v. 135"
815,135,6,mie,mie,135,ADV,Neg,Neg,mie3,'C/V\./(e)\,"JPriorat, v. 135"
816,135,7,faubles,faubles,135,NOM:suj:femi:pl,N,N,fable,'C/V\.C/e\,"JPriorat, v. 135"
817,135,8,",",",",135,PON,Pnc,Pnc,",",,"JPriorat, v. 135"
818,136,1,mas,mas,136,CON:subord,Crd,Crd,mais,C/V\,"JPriorat, v. 136"
819,136,2,choses,choses,136,NOM:suj:femi:pl,N,N,chose,'C/V\.C/e\,"JPriorat, v. 136"
820,136,3,a,a,136,PRE,Pre,Pre,à,/V\,"JPriorat, v. 136"
821,136,4,toz,toz,136,PRO:ind:obj:masc:pl,QIs,QIs,tout,C/V\,"JPriorat, v. 136"
822,136,5,profitaubles,profitaubles,136,ADJ:suj:femi:pl,Adj,Adj,profitable,C/V\.C/V\.'C/V\.C/e\,"JPriorat, v. 136"
823,137,1,et,et,137,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 137"
824,137,2,qui,qui,137,PROCON,Qux,Qux,qui,C/V\,"JPriorat, v. 137"
825,137,3,estoient,estoient,137,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,"JPriorat, v. 137"
826,137,4,necessaires,necessaires,137,ADJ:suj:femi:pl,Adj,Adj,nécessaire,C/V\.C/e\.'C/V\.C/e\,"JPriorat, v. 137"
827,138,1,en,en,138,PRE,Pre,Pre,en,/V\,"JPriorat, v. 138"
828,138,2,moult,moult,138,ADV,QIs,QIs,moult,C/V\,"JPriorat, v. 138"
829,138,3,de,de,138,PRE,Pre,Pre,de,C/(e)\,"JPriorat, v. 138"
830,138,4,leus,leus,138,NOM:obj:masc:pl,N,N,lieu,C/V\,"JPriorat, v. 138"
831,138,5,",",",",138,PON,Pnc,Pnc,",",,"JPriorat, v. 138"
832,138,6,en,en,138,PRE,Pre,Pre,en,/V\,"JPriorat, v. 138"
833,138,7,moult,moult,138,ADV,QIs,QIs,moult,C/V\,"JPriorat, v. 138"
834,138,8,d',d',138,PRE,Pre,Pre,de,C/\,"JPriorat, v. 138"
835,138,9,afaires,afaires,138,NOM:obj:masc:pl,N,N,affaire,/V\.'C/V\.C/e\,"JPriorat, v. 138"
836,138,10,.,.,138,PON,Pnc,Pnc,.,,"JPriorat, v. 138"
837,139,1,aprés,aprés,139,PRE,PrA,PrA,après,/V\.'C/V\,"JPriorat, v. 139"
838,139,2,de,de,139,PRE,Pre,Pre,de,C/(e)\,"JPriorat, v. 139"
839,139,3,ce,ce,139,PRO:invar,Prn,Prn,ce,C/(e)\,"JPriorat, v. 139"
840,139,4,livres,livres,139,NOM:obj:masc:pl,N,N,livre,'C/V\.C/e\,"JPriorat, v. 139"
841,139,5,facoient,facoient,139,VER:impf:3:pl,Vfin,Vfin,faire,C/V\.'C/V\./e\,"JPriorat, v. 139"
842,140,1,et,et,140,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 140"
843,140,2,las,las,140,PRO:pers:acc:3:masc:pl,Prn,Prn,le,C/V\,"JPriorat, v. 140"
844,140,3,donoient,donoient,140,VER:impf:3:pl,Vfin,Vfin,donner,C/V\.'C/V\./e\,"JPriorat, v. 140"
845,140,4,et,et,140,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 140"
846,140,5,offroient,offroient,140,VER:impf:3:pl,Vfin,Vfin,offrir,/V\.'C/V\./e\,"JPriorat, v. 140"
847,141,1,as,as,141,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,"JPriorat, v. 141"
848,141,2,princes,princes,141,NOM:obj:masc:pl,N,N,prince,'C/V\.C/e\,"JPriorat, v. 141"
849,141,3,per,per,141,PRE,Pre,Pre,par,C/V\,"JPriorat, v. 141"
850,141,4,granz,granz,141,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,"JPriorat, v. 141"
851,141,5,dignetey,dignetey,141,NOM:obj:femi:sg,N,N,dignité,C/V\.C/e\.'C/V\,"JPriorat, v. 141"
852,142,1,por,por,142,PRE,Pre,Pre,pour,C/V\,"JPriorat, v. 142"
853,142,2,metre,metre,142,VER:infi,Vinf,Vinf,mettre,'C/V\.C/(e)\,"JPriorat, v. 142"
854,142,3,en,en,142,PRE,Pre,Pre,en,/V\,"JPriorat, v. 142"
855,142,4,auctoritey,auctoritey,142,NOM:obj:femi:sg,N,N,autorité,/V\.C/V\.C/V\.'C/V\,"JPriorat, v. 142"
856,142,5,.,.,142,PON,Pnc,Pnc,.,,"JPriorat, v. 142"
857,143,1,li,li,143,DET:def:suj:masc:pl,Det,Det,le,C/V\,"JPriorat, v. 143"
858,143,2,emparour,emparour,143,NOM:suj:masc:pl,N,N,empereur,/V\.C/V\.'C/V\,"JPriorat, v. 143"
859,143,3,et,et,143,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 143"
860,143,4,li,li,143,DET:def:suj:masc:pl,Det,Det,le,C/V\,"JPriorat, v. 143"
861,143,5,haut,haut,143,ADJ:suj:masc:pl,Adj,Adj,haut,C/V\,"JPriorat, v. 143"
862,143,6,home,home,143,NOM:suj:masc:pl,N,N,homme,'/V\.C/(e)\,"JPriorat, v. 143"
863,143,7,",",",",143,PON,Pnc,Pnc,",",,"JPriorat, v. 143"
864,144,1,qui,qui,144,PROCON,Qux,Qux,qui,C/V\,"JPriorat, v. 144"
865,144,2,signour,signour,144,NOM:suj:masc:pl,N,N,seigneur,C/V\.'C/V\,"JPriorat, v. 144"
866,144,3,estoient,estoient,144,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,"JPriorat, v. 144"
867,144,4,de,de,144,PRE,Pre,Pre,de,C/(e)\,"JPriorat, v. 144"
868,144,5,rome,rome,144,NPR:obj:masc:sg,N,N,Rome,'C/V\.C/(e)\,"JPriorat, v. 144"
869,144,6,",",",",144,PON,Pnc,Pnc,",",,"JPriorat, v. 144"
870,145,1,lor,lor,145,PRO:pers:dat:3:pl,Prn,Prn,leur,C/V\,"JPriorat, v. 145"
871,145,2,confermoient,confermoient,145,VER:impf:3:pl,Vfin,Vfin,confermer,C/V\.C/V\.'C/V\./e\,"JPriorat, v. 145"
872,145,3,bonemant,bonemant,145,ADV,Adv,Adv,bonnement,C/V\.C/e\.'C/V\,"JPriorat, v. 145"
873,145,4,.,.,145,PON,Pnc,Pnc,.,,"JPriorat, v. 145"
874,146,1,et,et,146,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 146"
875,146,2,sachiez,sachiez,146,VER:impe:2:pl,Vfin,Vfin,savoir,C/V\.'C/V\,"JPriorat, v. 146"
876,146,3,bien,bien,146,ADV,Adv,Adv,bien,C/V\,"JPriorat, v. 146"
877,146,4,que,que,146,PROCON,Sub,Sub,que,C/(e)\,"JPriorat, v. 146"
878,146,5,autremant,autremant,146,ADV,Adv,Adv,autrement,/V\.C/e\.'C/V\,"JPriorat, v. 146"
879,147,1,ne,ne,147,PRO:clit,Neg,Neg$$,ne,C/(e)\,"JPriorat, v. 147"
880,147,2,fussent,fussent,147,VER:subi:3:pl,Vfin,Vfin,être,'C/V\.C/e\,"JPriorat, v. 147"
881,147,3,confert,confert,147,VER:pper:masc:sg,Vpp,Vpp,confire,C/V\.'C/V\,"JPriorat, v. 147"
882,147,4,ne,ne,147,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 147"
883,147,5,leü,leü,147,VER:pper:masc:sg,Vpp,Vpp,lire,C/(V)\.'/V\,"JPriorat, v. 147"
884,147,6,",",",",147,PON,Pnc,Pnc,",",,"JPriorat, v. 147"
885,148,1,se,se,148,PROCON,Sub,Sub,si3,C/(e)\,"JPriorat, v. 148"
886,148,2,premiers,premiers,148,ADJ:ord:obj:masc:pl,Adj,Adj,premier,C/V\.C/<V>\.'/V\,"JPriorat, v. 148"
887,148,3,n,n,148,PRO:clit,Neg,Neg$$,ne,C/\,"JPriorat, v. 148"
888,148,4,aussent,aussent,148,VER:subi:3:pl,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,"JPriorat, v. 148"
889,148,5,vaü,vaü,148,VER:pper:masc:sg,Vpp,Vpp,voir,C/(V)\.'/V\,"JPriorat, v. 148"
890,149,1,li,li,149,DET:def:suj:masc:pl,Det,Det,le,C/V\,"JPriorat, v. 149"
891,149,2,emparour,emparour,149,NOM:suj:masc:pl,N,N,empereur,/V\.C/V\.'C/V\,"JPriorat, v. 149"
892,149,3,",",",",149,PON,Pnc,Pnc,",",,"JPriorat, v. 149"
893,149,4,ainz,ainz,149,ADV,PrA,PrA,ains,/V\,"JPriorat, v. 149"
894,149,5,que,que,149,PROCON,Sub,Sub,que,C/(e)\,"JPriorat, v. 149"
895,149,6,nul,nul,149,DET:ind:suj:masc:pl,QIs,QIs,nul,C/V\,"JPriorat, v. 149"
896,149,7,autre,autre,149,ADJ:suj:masc:pl,Adj,Adj,autre,'/V\.C/(e)\,"JPriorat, v. 149"
897,149,8,",",",",149,PON,Pnc,Pnc,",",,"JPriorat, v. 149"
898,150,1,n,n,150,PROCON,Crd,Crd,ne2,C/\,"JPriorat, v. 150"
899,150,2,avant,avant,150,PRE,PrA,PrA,avant,/V\.'C/V\,"JPriorat, v. 150"
900,150,3,ne,ne,150,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 150"
901,150,4,las,las,150,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,C/V\,"JPriorat, v. 150"
902,150,5,osasent,osasent,150,VER:subi:3:pl,Vfin,Vfin,oser,/V\.'C/V\.C/e\,"JPriorat, v. 150"
903,150,6,matre,matre,150,VER:infi,Vinf,Vinf,mettre,'C/V\.C/(e)\,"JPriorat, v. 150"
904,150,7,",",",",150,PON,Pnc,Pnc,",",,"JPriorat, v. 150"
905,151,1,ne,ne,151,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 151"
906,151,2,mostrer,mostrer,151,VER:infi,Vinf,Vinf,montrer,C/V\.'C/V\,"JPriorat, v. 151"
907,151,3,",",",",151,PON,Pnc,Pnc,",",,"JPriorat, v. 151"
908,151,4,ne,ne,151,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 151"
909,151,5,auctorisier,auctorisier,151,VER:infi,Vinf,Vinf,autoriser,/V\.C/V\.C/V\.'C/V\,"JPriorat, v. 151"
910,151,6,;,;,151,PON,Pnc,Pnc,;,,"JPriorat, v. 151"
911,152,1,car,car,152,CON:coord,Crd,Crd,car,C/V\,"JPriorat, v. 152"
912,152,2,li,li,152,DET:def:suj:masc:pl,Det,Det,le,C/V\,"JPriorat, v. 152"
913,152,3,prince,prince,152,NOM:suj:masc:pl,N,N,prince,'C/V\.C/(e)\,"JPriorat, v. 152"
914,152,4,font,font,152,VER:pres:3:pl,Vfin,Vfin,faire,C/V\,"JPriorat, v. 152"
915,152,5,a,a,152,PRE,Pre,Pre,à,/V\,"JPriorat, v. 152"
916,152,6,prisier,prisier,152,VER:infi,Vinf,Vinf,priser,C/V\.'C/V\,"JPriorat, v. 152"
917,153,1,plus,plus,153,ADV,Adv,Adv,plus,C/V\,"JPriorat, v. 153"
918,153,2,",",",",153,PON,Pnc,Pnc,",",,"JPriorat, v. 153"
919,153,3,a,a,153,PRE,Pre,Pre,à,/V\,"JPriorat, v. 153"
920,153,4,doter,doter,153,VER:infi,Vinf,Vinf,doter,C/V\.'C/V\,"JPriorat, v. 153"
921,153,5,",",",",153,PON,Pnc,Pnc,",",,"JPriorat, v. 153"
922,153,6,et,et,153,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 153"
923,153,7,per,per,153,PRE,Pre,Pre,par,C/V\,"JPriorat, v. 153"
924,153,8,raison,raison,153,NOM:obj:femi:sg,N,N,raison,C/V\.'C/V\,"JPriorat, v. 153"
925,154,1,que,que,154,PROCON,Sub,Sub,que,C/(e)\,"JPriorat, v. 154"
926,154,2,janz,janz,154,NOM:suj:femi:pl,N,N,gent,C/V\,"JPriorat, v. 154"
927,154,3,qui,qui,154,PROCON,Qux,Qux,qui,C/V\,"JPriorat, v. 154"
928,154,4,sont,sont,154,VER:pres:3:pl,Vfin,Vfin,être,C/V\,"JPriorat, v. 154"
929,154,5,fuer,fuer,154,PRE,PrA,PrA,hors,C/V\,"JPriorat, v. 154"
930,154,6,de,de,154,PRE,Pre,Pre,de,C/(e)\,"JPriorat, v. 154"
931,154,7,saison,saison,154,NOM:obj:femi:sg,N,N,saison,C/V\.'C/V\,"JPriorat, v. 154"
932,154,8,",",",",154,PON,Pnc,Pnc,",",,"JPriorat, v. 154"
933,155,1,cui,cui,155,PROCON,Qux,Qux,cui,C/V\,"JPriorat, v. 155"
934,155,2,deux,deux,155,NOM:suj:masc:sg,N,N,dieu,C/V\,"JPriorat, v. 155"
935,155,3,n,n,155,PRO:clit,Neg,Neg$$,ne,C/\,"JPriorat, v. 155"
936,155,4,a,a,155,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,"JPriorat, v. 155"
937,155,5,tant,tant,155,ADV,QIs,QIs,tant,C/V\,"JPriorat, v. 155"
938,155,6,doney,doney,155,VER:pper:masc:sg,Vpp,Vpp,donner,C/V\.'C/V\,"JPriorat, v. 155"
939,155,7,hautaces,hautaces,155,NOM:obj:femi:pl,N,N,hautesse,C/V\.'C/V\.C/e\,"JPriorat, v. 155"
940,155,8,",",",",155,PON,Pnc,Pnc,",",,"JPriorat, v. 155"
941,156,1,valours,valours,156,NOM:obj:femi:pl,N,N,valeur,C/V\.'C/V\,"JPriorat, v. 156"
942,156,2,",",",",156,PON,Pnc,Pnc,",",,"JPriorat, v. 156"
943,156,3,sanz,sanz,156,NOM:obj:masc:pl,Adj,Adj,sens,C/V\,"JPriorat, v. 156"
944,156,4,",",",",156,PON,Pnc,Pnc,",",,"JPriorat, v. 156"
945,156,5,forces,forces,156,NOM:obj:femi:pl,N,N,force,'C/V\.C/e\,"JPriorat, v. 156"
946,156,6,",",",",156,PON,Pnc,Pnc,",",,"JPriorat, v. 156"
947,156,7,ne,ne,156,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 156"
948,156,8,prouaces,prouaces,156,NOM:obj:femi:pl,N,N,prouesse,C/V\.'C/V\.C/e\,"JPriorat, v. 156"
949,156,9,",",",",156,PON,Pnc,Pnc,",",,"JPriorat, v. 156"
950,157,1,ne,ne,157,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 157"
951,157,2,grace,grace,157,NOM:obj:femi:sg,N,N,grâce,'C/V\.C/(e)\,"JPriorat, v. 157"
952,157,3,",",",",157,PON,Pnc,Pnc,",",,"JPriorat, v. 157"
953,157,4,come,come,157,CON:subord,Sub,Sub,comme,'C/V\.C/(e)\,"JPriorat, v. 157"
954,157,5,il,il,157,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,"JPriorat, v. 157"
955,157,6,lor,lor,157,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,"JPriorat, v. 157"
956,157,7,done,done,157,VER:pres:3:sg,Vfin,Vfin,donner,'C/V\.C/(e)\,"JPriorat, v. 157"
957,157,8,:,:,157,PON,Pnc,Pnc,:,,"JPriorat, v. 157"
958,158,1,la,la,158,ADV,Adv,Adv,là,C/V\,"JPriorat, v. 158"
959,158,2,ou,ou,158,PROCON,Qux,Qux,où,/V\,"JPriorat, v. 158"
960,158,3,deu,deu,158,NOM:obj:masc:sg,N,N,dieu,C/V\,"JPriorat, v. 158"
961,158,4,plait,plait,158,VER:pres:3:sg,Vfin,Vfin,plaire,C/V\,"JPriorat, v. 158"
962,158,5,si,si,158,PROCON,Adv,Adv,si4,C/V\,"JPriorat, v. 158"
963,158,6,s,s,158,PROCON,Prn,Prn$$,se,C/\,"JPriorat, v. 158"
964,158,7,abandone,abandone,158,VER:pres:3:sg,Vfin,Vfin,abandonner,/V\.C/V\.'C/V\.C/(e)\,"JPriorat, v. 158"
965,159,1,de,de,159,PRE,Pre,Pre,de,C/(e)\,"JPriorat, v. 159"
966,159,2,l',l',159,DET:def:obj:masc:sg,Det,Det,le,C/\,"JPriorat, v. 159"
967,159,3,ome,ome,159,NOM:obj:masc:sg,N,N,homme,'/V\.C/(e)\,"JPriorat, v. 159"
968,159,4,faire,faire,159,VER:infi,Vinf,Vinf,faire,'C/V\.C/(e)\,"JPriorat, v. 159"
969,159,5,riche,riche,159,ADJ:obj:masc:sg,Adj,Adj,riche,'C/V\.C/(e)\,"JPriorat, v. 159"
970,159,6,ou,ou,159,PROCON,Crd,Crd,ou,/V\,"JPriorat, v. 159"
971,159,7,povre,povre,159,ADJ:obj:masc:sg,Adj,Adj,pauvre,'C/V\.C/(e)\,"JPriorat, v. 159"
972,159,8,;,;,159,PON,Pnc,Pnc,;,,"JPriorat, v. 159"
973,160,1,li,li,160,DET:def:suj:masc:sg,Det,Det,le,C/V\,"JPriorat, v. 160"
974,160,2,uns,uns,160,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,"JPriorat, v. 160"
975,160,3,",",",",160,PON,Pnc,Pnc,",",,"JPriorat, v. 160"
976,160,4,quant,quant,160,ADV,Sub,Sub,quand,C/V\,"JPriorat, v. 160"
977,160,5,nait,nait,160,VER:pres:3:sg,Vfin,Vfin,naître,C/V\,"JPriorat, v. 160"
978,160,6,",",",",160,PON,Pnc,Pnc,",",,"JPriorat, v. 160"
979,160,7,richaces,richaces,160,NOM:obj:femi:pl,N,N,richesse,C/V\.'C/V\.C/e\,"JPriorat, v. 160"
980,160,8,trove,trove,160,VER:pres:3:sg,Vfin,Vfin,trouver,'C/V\.C/(e)\,"JPriorat, v. 160"
981,160,9,;,;,160,PON,Pnc,Pnc,;,,"JPriorat, v. 160"
982,161,1,uns,uns,161,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,"JPriorat, v. 161"
983,161,2,autres,autres,161,ADJ:suj:masc:sg,Adj,Adj,autre,'/V\.C/e\,"JPriorat, v. 161"
984,161,3,",",",",161,PON,Pnc,Pnc,",",,"JPriorat, v. 161"
985,161,4,quant,quant,161,ADV,Sub,Sub,quand,C/V\,"JPriorat, v. 161"
986,161,5,nait,nait,161,VER:pres:3:sg,Vfin,Vfin,naître,C/V\,"JPriorat, v. 161"
987,161,6,",",",",161,PON,Pnc,Pnc,",",,"JPriorat, v. 161"
988,161,7,povretey,povretey,161,NOM:obj:femi:sg,N,N,pauvreté,C/V\.C/e\.'C/V\,"JPriorat, v. 161"
989,162,1,retrueve,retrueve,162,VER:pres:3:sg,Vfin,Vfin,retrouver,C/V\.'C/V\.C/(e)\,"JPriorat, v. 162"
990,162,2,et,et,162,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 162"
991,162,3,male,male,162,ADJ:obj:femi:sg,Adj,Adj,mal2,'C/V\.C/(e)\,"JPriorat, v. 162"
992,162,4,aurtey,aurtey,162,NOM:obj:femi:sg,N,N,ëurté,/(V)\./V\.'C/V\,"JPriorat, v. 162"
993,162,5,.,.,162,PON,Pnc,Pnc,.,,"JPriorat, v. 162"
994,163,1,don,don,163,ADV,Adv,Adv,donc,C/V\,"JPriorat, v. 163"
995,163,2,est,est,163,VER:pres:3:sg,Vfin,Vfin,être,/V\,"JPriorat, v. 163"
996,163,3,il,il,163,PRO:pers:suj:3:masc:sg:unb,Prn,Prn%,il,/V\,"JPriorat, v. 163"
997,163,4,bien,bien,163,ADV,Adv,Adv,bien,C/V\,"JPriorat, v. 163"
998,163,5,apparissanz,apparissanz,163,VER:ppre:pl,Vprs,Vprs,apparaître,/V\.C/V\.C/V\.'C/V\,"JPriorat, v. 163"
999,164,1,c',c',164,PROCON,Sub,Sub,que,C/\,"JPriorat, v. 164"
1000,164,2,on,on,164,PRO:invar,Prn,Prn$,on,/V\,"JPriorat, v. 164"
1001,164,3,doit,doit,164,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,"JPriorat, v. 164"
1002,164,4,meuz,meuz,164,ADV,Adv,Adv,mieux,C/V\,"JPriorat, v. 164"
1003,164,5,prisier,prisier,164,VER:infi,Vinf,Vinf,priser,C/V\.'C/V\,"JPriorat, v. 164"
1004,164,6,las,las,164,DET:def:obj:masc:pl,Det,Det,le,C/V\,"JPriorat, v. 164"
1005,164,7,naissanz,naissanz,164,VER:ppre:pl,Vprs,Vprs,naître,C/V\.'C/V\,"JPriorat, v. 164"
1006,165,1,du,du,165,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,"JPriorat, v. 165"
1007,165,2,haut,haut,165,ADJ:obj:masc:sg,Adj,Adj,haut,C/V\,"JPriorat, v. 165"
1008,165,3,leu,leu,165,NOM:obj:masc:sg,N,N,lieu,C/V\,"JPriorat, v. 165"
1009,165,4,et,et,165,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 165"
1010,165,5,du,du,165,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,"JPriorat, v. 165"
1011,165,6,haut,haut,165,ADJ:obj:masc:sg,Adj,Adj,haut,C/V\,"JPriorat, v. 165"
1012,165,7,lignaige,lignaige,165,NOM:obj:masc:sg,N,N,lignage,C/V\.'C/V\.C/(e)\,"JPriorat, v. 165"
1013,165,8,",",",",165,PON,Pnc,Pnc,",",,"JPriorat, v. 165"
1014,166,1,puisqu,puisqu,166,CON:subord,Sub,Sub,puisque,C/V\,"JPriorat, v. 166"
1015,166,2,il,il,166,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,"JPriorat, v. 166"
1016,166,3,se,se,166,PROCON,Prn,Prn$$,se,C/(e)\,"JPriorat, v. 166"
1017,166,4,mantienent,mantienent,166,VER:pres:3:pl,Vfin,Vfin,maintenir,C/V\.'C/V\.C/e\,"JPriorat, v. 166"
1018,166,5,con,con,166,CON:subord,Sub,Sub,comme,C/V\,"JPriorat, v. 166"
1019,166,6,saige,saige,166,ADJ:suj:masc:pl,Adj,Adj,sage,'C/V\.C/(e)\,"JPriorat, v. 166"
1020,167,1,et,et,167,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 167"
1021,167,2,mantienent,mantienent,167,VER:pres:3:pl,Vfin,Vfin,maintenir,C/V\.'C/V\.C/e\,"JPriorat, v. 167"
1022,167,3,lor,lor,167,DET:poss:obj:femi:sg,Det,Det,leur2,C/V\,"JPriorat, v. 167"
1023,167,4,nation,nation,167,NOM:obj:femi:sg,N,N,nation,C/V\.C/{V}\.'/V\,"JPriorat, v. 167"
1024,167,5,",",",",167,PON,Pnc,Pnc,",",,"JPriorat, v. 167"
1025,168,1,que,que,168,PROCON,Sub,Sub,que,C/(e)\,"JPriorat, v. 168"
1026,168,2,cex,cex,168,PRO:demo:obj:masc:pl,Dem,Dem,cil,C/V\,"JPriorat, v. 168"
1027,168,3,qui,qui,168,PROCON,Qux,Qux,qui,C/V\,"JPriorat, v. 168"
1028,168,4,en,en,168,PRE,Pre,Pre,en,/V\,"JPriorat, v. 168"
1029,168,5,subjection,subjection,168,NOM:obj:femi:sg,N,N,sujétion,C/V\.C/V\.C/{V}\.'/V\,"JPriorat, v. 168"
1030,169,1,sont,sont,169,VER:pres:3:pl,Vfin,Vfin,être,C/V\,"JPriorat, v. 169"
1031,169,2,et,et,169,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 169"
1032,169,3,saront,saront,169,VER:futu:3:pl,Vfin,Vfin,être,C/V\.'C/V\,"JPriorat, v. 169"
1033,169,4,et,et,169,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 169"
1034,169,5,per,per,169,PRE,Pre,Pre,par,C/V\,"JPriorat, v. 169"
1035,169,6,nature,nature,169,NOM:obj:femi:sg,N,N,nature,C/V\.'C/V\.C/(e)\,"JPriorat, v. 169"
1036,169,7,;,;,169,PON,Pnc,Pnc,;,,"JPriorat, v. 169"
1037,170,1,don,don,170,PRO:invar,Qux,Qux,dont,C/V\,"JPriorat, v. 170"
1038,170,2,il,il,170,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,"JPriorat, v. 170"
1039,170,3,est,est,170,VER:pres:3:sg,Vfin,Vfin,être,/V\,"JPriorat, v. 170"
1040,170,4,raisons,raisons,170,NOM:suj:femi:sg,N,N,raison,C/V\.'C/V\,"JPriorat, v. 170"
1041,170,5,et,et,170,CON:coord,Crd,Crd,et,/V\,"JPriorat, v. 170"
1042,170,6,droiture,droiture,170,NOM:suj:femi:sg,N,N,droiture,C/V\.'C/V\.C/(e)\,"JPriorat, v. 170"
1043,171,1,qu,qu,171,PROCON,Sub,Sub,que,C/\,"JPriorat, v. 171"
1044,171,2,il,il,171,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,"JPriorat, v. 171"
1045,171,3,saichent,saichent,171,VER:subp:3:pl,Vfin,Vfin,savoir,'C/V\.C/e\,"JPriorat, v. 171"
1046,171,4,plus,plus,171,ADV,Adv,Adv,plus,C/V\,"JPriorat, v. 171"
1047,171,5,tost,tost,171,ADV,Adv,Adv,tôt,C/V\,"JPriorat, v. 171"
1048,171,6,las,las,171,DET:def:obj:femi:pl,Det,Det,le,C/V\,"JPriorat, v. 171"
1049,171,7,granz,granz,171,ADJ:obj:femi:pl,Adj,Adj,grand,C/V\,"JPriorat, v. 171"
1050,171,8,choses,choses,171,NOM:obj:femi:pl,N,N,chose,'C/V\.C/e\,"JPriorat, v. 171"
1051,171,9,",",",",171,PON,Pnc,Pnc,",",,"JPriorat, v. 171"
1052,172,1,car,car,172,CON:coord,Crd,Crd,car,C/V\,"JPriorat, v. 172"
1053,172,2,ales,ales,172,PRO:pers:suj:3:femi:pl,Prn,Prn$,elle,'/V\.C/e\,"JPriorat, v. 172"
1054,172,3,sont,sont,172,VER:pres:3:pl,Vfin,Vfin,être,C/V\,"JPriorat, v. 172"
1055,172,4,plus,plus,172,ADV,Adv,Adv,plus,C/V\,"JPriorat, v. 172"
1056,172,5,profitoses,profitoses,172,ADJ:suj:femi:pl,Adj,Adj,profiteux,C/V\.C/V\.'C/V\.C/e\,"JPriorat, v. 172"
1057,173,1,a,a,173,PRE,Pre,Pre,à,/V\,"JPriorat, v. 173"
1058,173,2,lour,lour,173,PRO:pers:acc:3:masc:pl:bet,Det,Det,leur2,C/V\,"JPriorat, v. 173"
1059,173,3,savoir,savoir,173,VER:infi,N,N,savoir,C/V\.'C/V\,"JPriorat, v. 173"
1060,173,4,qu,qu,173,PROCON,Sub,Sub,que,C/\,"JPriorat, v. 173"
1061,173,5,as,as,173,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,"JPriorat, v. 173"
1062,173,6,genz,genz,173,NOM:obj:femi:pl,N,N,gent,C/V\,"JPriorat, v. 173"
1063,173,7,petites,petites,173,ADJ:obj:femi:pl,Adj,Adj,petit,C/V\.'C/V\.C/e\,"JPriorat, v. 173"
1064,174,1,ne,ne,174,PROCON,Crd,Crd,ne2,C/(e)\,"JPriorat, v. 174"
1065,174,2,as,as,174,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,"JPriorat, v. 174"
1066,174,3,mainnez,mainnez,174,NOM:obj:masc:pl,N,N,maigne,C/V\.'C/V\,"JPriorat, v. 174"
1067,174,4,n,n,174,PROCON,Crd,Crd,ne2,C/\,"JPriorat, v. 174"
