wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,syllabified,lemma,ref
980,133,9,",",",",133,Pnc,Pnc,,",","ChrPisTroisJug, v. 133"
981,134,1,par,par,134,Pre,Pre,C/V\,par,"ChrPisTroisJug, v. 134"
982,134,2,quoy,quoy,134,Qux,Qux,C/V\,quoi,"ChrPisTroisJug, v. 134"
983,134,3,te,te,134,Prn,Prn$$,C/(e)\,te,"ChrPisTroisJug, v. 134"
984,134,4,puis,puis,134,Vfin,Vfin,C/V\,pouvoir,"ChrPisTroisJug, v. 134"
985,134,5,bon,bon,134,Adj,Adj,C/V\,bon,"ChrPisTroisJug, v. 134"
986,134,6,et,et,134,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 134"
987,134,7,loyal,loyal,134,Adj,Adj,C/V\.'C/V\,loyal,"ChrPisTroisJug, v. 134"
988,134,8,trouver,trouver,134,Vinf,Vinf,C/V\.'C/V\,trouver,"ChrPisTroisJug, v. 134"
989,134,9,.,.,134,Pnc,Pnc,,.,"ChrPisTroisJug, v. 134"
990,135,1,pour,pour,135,Pre,Pre,C/V\,pour,"ChrPisTroisJug, v. 135"
991,135,2,ce,ce,135,Prn,Prn,C/(e)\,ce,"ChrPisTroisJug, v. 135"
992,135,3,m',m',135,Det,Det,C/\,mon,"ChrPisTroisJug, v. 135"
993,135,4,amour,amour,135,N,N,/V\.'C/V\,amour,"ChrPisTroisJug, v. 135"
994,135,5,t',t',135,Prn,Prn$$,C/\,te,"ChrPisTroisJug, v. 135"
995,135,6,ottroy,ottroy,135,Vfin,Vfin,/V\.'C/V\,octroyer,"ChrPisTroisJug, v. 135"
996,135,7,sans,sans,135,Pre,Pre,C/V\,sans,"ChrPisTroisJug, v. 135"
997,135,8,plus,plus,135,Adv,Adv,C/V\,plus,"ChrPisTroisJug, v. 135"
998,135,9,rouver,rouver,135,Vinf,Vinf,C/V\.'C/V\,rover,"ChrPisTroisJug, v. 135"
999,136,1,a,a,136,Pre,Pre,/V\,à,"ChrPisTroisJug, v. 136"
1000,136,2,tous,tous,136,QIs,QIs,C/V\,tout,"ChrPisTroisJug, v. 136"
1001,136,3,jours,jours,136,N,N,C/V\,jour,"ChrPisTroisJug, v. 136"
1002,136,4,mais,mais,136,Adv,Adv,C/V\,mais,"ChrPisTroisJug, v. 136"
1003,136,5,",",",",136,Pnc,Pnc,,",","ChrPisTroisJug, v. 136"
1004,137,1,car,car,137,Crd,Crd,C/V\,car,"ChrPisTroisJug, v. 137"
1005,137,2,je,je,137,Prn,Prn$,C/(e)\,je,"ChrPisTroisJug, v. 137"
1006,137,3,ne,ne,137,Neg,Neg$$,C/(e)\,ne,"ChrPisTroisJug, v. 137"
1007,137,4,cuid,cuid,137,Vfin,Vfin,C/V\,cuider,"ChrPisTroisJug, v. 137"
1008,137,5,que,que,137,Sub,Sub,C/(e)\,que,"ChrPisTroisJug, v. 137"
1009,137,6,tu,tu,137,Prn,Prn$,C/V\,tu,"ChrPisTroisJug, v. 137"
1010,137,7,ayes,ayes,137,Vfin,Vfin,'/V\./e\,avoir,"ChrPisTroisJug, v. 137"
1011,137,8,jamais,jamais,137,Adv,Adv,C/V\.'C/V\,jamais,"ChrPisTroisJug, v. 137"
1012,138,1,desir,desir,138,N,N,C/V\.'C/V\,désir,"ChrPisTroisJug, v. 138"
1013,138,2,d',d',138,Pre,Pre,C/\,de,"ChrPisTroisJug, v. 138"
1014,138,3,avoir,avoir,138,Vinf,Vinf,/V\.'C/V\,avoir,"ChrPisTroisJug, v. 138"
1015,138,4,nul,nul,138,QIs,QIs,C/V\,nul,"ChrPisTroisJug, v. 138"
1016,138,5,autre,autre,138,Adj,Adj,'/V\.C/(e)\,autre,"ChrPisTroisJug, v. 138"
1017,138,6,amoureux,amoureux,138,Adj,Adj,/V\.C/V\.'C/V\,amoureux,"ChrPisTroisJug, v. 138"
1018,138,7,mais,mais,138,Crd,Crd,C/V\,mais,"ChrPisTroisJug, v. 138"
1019,139,1,fors,fors,139,PrA,PrA,C/V\,hors,"ChrPisTroisJug, v. 139"
1020,139,2,le,le,139,Det,Det,C/(e)\,le,"ChrPisTroisJug, v. 139"
1021,139,3,mien,mien,139,Adj,Adj,C/V\,mien,"ChrPisTroisJug, v. 139"
1022,139,4,cuer,cuer,139,N,N,C/V\,coeur,"ChrPisTroisJug, v. 139"
1023,139,5,",",",",139,Pnc,Pnc,,",","ChrPisTroisJug, v. 139"
1024,139,6,car,car,139,Crd,Crd,C/V\,car,"ChrPisTroisJug, v. 139"
1025,139,7,le,le,139,Det,Det,C/(e)\,le,"ChrPisTroisJug, v. 139"
1026,139,8,tien,tien,139,Adj,Adj,C/V\,tien,"ChrPisTroisJug, v. 139"
1027,139,9,m',m',139,Prn,Prn$$,C/\,me,"ChrPisTroisJug, v. 139"
1028,139,10,est,est,139,Vfin,Vfin,/V\,être,"ChrPisTroisJug, v. 139"
1029,139,11,remais,remais,139,Vpp,Vpp,C/V\.'C/V\,remanoir,"ChrPisTroisJug, v. 139"
1030,139,12,",",",",139,Pnc,Pnc,,",","ChrPisTroisJug, v. 139"
1031,140,1,ce,ce,140,Prn,Prn,C/(e)\,ce,"ChrPisTroisJug, v. 140"
1032,140,2,sçay,sçay,140,Vfin,Vfin,C/V\,savoir,"ChrPisTroisJug, v. 140"
1033,140,3,je,je,140,Prn,Prn%,C/(e)\,je,"ChrPisTroisJug, v. 140"
1034,140,4,bien,bien,140,Adv,Adv,C/V\,bien,"ChrPisTroisJug, v. 140"
1035,140,5,;,;,140,Pnc,Pnc,,;,"ChrPisTroisJug, v. 140"
1036,141,1,si,si,141,Adv,Adv,C/V\,si,"ChrPisTroisJug, v. 141"
1037,141,2,suis,suis,141,Vfin,Vfin,C/V\,être,"ChrPisTroisJug, v. 141"
1038,141,3,tienne,tienne,141,Adj,Adj,'C/V\.C/(e)\,tien,"ChrPisTroisJug, v. 141"
1039,141,4,",",",",141,Pnc,Pnc,,",","ChrPisTroisJug, v. 141"
1040,141,5,tout,tout,141,QIs,QIs,C/V\,tout,"ChrPisTroisJug, v. 141"
1041,141,6,aussi,aussi,141,Adv,Adv,/V\.'C/V\,aussi,"ChrPisTroisJug, v. 141"
1042,141,7,tu,tu,141,Prn,Prn$,C/V\,tu,"ChrPisTroisJug, v. 141"
1043,141,8,es,es,141,Vfin,Vfin,/V\,être,"ChrPisTroisJug, v. 141"
1044,141,9,mien,mien,141,Adj,Adj,C/V\,mien,"ChrPisTroisJug, v. 141"
1045,141,10,.,.,141,Pnc,Pnc,,.,"ChrPisTroisJug, v. 141"
1046,142,1,or,or,142,Adv,Adv,/V\,or,"ChrPisTroisJug, v. 142"
1047,142,2,soies,soies,142,Vfin,Vfin,'C/V\./e\,être,"ChrPisTroisJug, v. 142"
1048,142,3,lie,lie,142,Adj,Adj,'C/V\./(e)\,lié,"ChrPisTroisJug, v. 142"
1049,142,4,",",",",142,Pnc,Pnc,,",","ChrPisTroisJug, v. 142"
1050,142,5,et,et,142,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 142"
1051,142,6,ne,ne,142,Neg,Neg$$,C/(e)\,ne,"ChrPisTroisJug, v. 142"
1052,142,7,pensez,pensez,142,Vfin,Vfin,C/V\.'C/V\,penser,"ChrPisTroisJug, v. 142"
1053,142,8,qu',qu',142,Sub,Sub,C/\,que,"ChrPisTroisJug, v. 142"
1054,142,9,a,a,142,Pre,Pre,/V\,à,"ChrPisTroisJug, v. 142"
1055,142,10,bien,bien,142,Adv,Adv,C/V\,bien,"ChrPisTroisJug, v. 142"
1056,143,1,amours,amours,143,N,N,/V\.'C/V\,amour,"ChrPisTroisJug, v. 143"
1057,143,2,servir,servir,143,Vinf,Vinf,C/V\.'C/V\,servir,"ChrPisTroisJug, v. 143"
1058,143,3,",",",",143,Pnc,Pnc,,",","ChrPisTroisJug, v. 143"
1059,143,4,et,et,143,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 143"
1060,143,5,gayement,gayement,143,Adv,Adv,C/V\.C/e\.'C/V\,gaiement,"ChrPisTroisJug, v. 143"
1061,143,6,te,te,143,Prn,Prn$$,C/(e)\,te,"ChrPisTroisJug, v. 143"
1062,143,7,tien,tien,143,Vfin,Vfin,C/V\,tenir,"ChrPisTroisJug, v. 143"
1063,143,8,",",",",143,Pnc,Pnc,,",","ChrPisTroisJug, v. 143"
1064,144,1,mon,mon,144,Det,Det,C/V\,mon,"ChrPisTroisJug, v. 144"
1065,144,2,doulx,doulx,144,Adj,Adj,C/V\,doux,"ChrPisTroisJug, v. 144"
1066,144,3,ami,ami,144,N,N,/V\.'C/V\,ami,"ChrPisTroisJug, v. 144"
1067,144,4,",",",",144,Pnc,Pnc,,",","ChrPisTroisJug, v. 144"
1068,145,1,car,car,145,Crd,Crd,C/V\,car,"ChrPisTroisJug, v. 145"
1069,145,2,tout,tout,145,QIs,QIs,C/V\,tout,"ChrPisTroisJug, v. 145"
1070,145,3,est,est,145,Vfin,Vfin,/V\,être,"ChrPisTroisJug, v. 145"
1071,145,4,tien,tien,145,Adj,Adj,C/V\,tien,"ChrPisTroisJug, v. 145"
1072,145,5,le,le,145,Det,Det,C/(e)\,le,"ChrPisTroisJug, v. 145"
1073,145,6,mien,mien,145,Adj,Adj,C/V\,mien,"ChrPisTroisJug, v. 145"
1074,145,7,cuer,cuer,145,N,N,C/V\,coeur,"ChrPisTroisJug, v. 145"
1075,145,8,sans,sans,145,Pre,Pre,C/V\,sans,"ChrPisTroisJug, v. 145"
1076,145,9,demy,demy,145,Adj,Adj,C/V\.'C/V\,demi,"ChrPisTroisJug, v. 145"
1077,145,10,.,.,145,Pnc,Pnc,,.,"ChrPisTroisJug, v. 145"
1078,146,1,si,si,146,Adv,Adv,C/V\,si,"ChrPisTroisJug, v. 146"
1079,146,2,soyes,soyes,146,Vfin,Vfin,'C/V\./e\,être,"ChrPisTroisJug, v. 146"
1080,146,3,bon,bon,146,Adj,Adj,C/V\,bon,"ChrPisTroisJug, v. 146"
1081,146,4,tout,tout,146,QIs,QIs,C/V\,tout,"ChrPisTroisJug, v. 146"
1082,146,5,pour,pour,146,Pre,Pre,C/V\,pour,"ChrPisTroisJug, v. 146"
1083,146,6,l',l',146,Det,Det,C/\,le,"ChrPisTroisJug, v. 146"
1084,146,7,amour,amour,146,N,N,/V\.'C/V\,amour,"ChrPisTroisJug, v. 146"
1085,146,8,de,de,146,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 146"
1086,146,9,my,my,146,Prn,Prn,C/V\,moi,"ChrPisTroisJug, v. 146"
1087,146,10,",",",",146,Pnc,Pnc,,",","ChrPisTroisJug, v. 146"
1088,147,1,plus,plus,147,Adv,Adv,C/V\,plus,"ChrPisTroisJug, v. 147"
1089,147,2,ne,ne,147,Neg,Neg$$,C/(e)\,ne,"ChrPisTroisJug, v. 147"
1090,147,3,te,te,147,Prn,Prn$$,C/(e)\,te,"ChrPisTroisJug, v. 147"
1091,147,4,plains,plains,147,Vfin,Vfin,C/V\,plaindre,"ChrPisTroisJug, v. 147"
1092,147,5,d',d',147,Pre,Pre,C/\,de,"ChrPisTroisJug, v. 147"
1093,147,6,amours,amours,147,N,N,/V\.'C/V\,amour,"ChrPisTroisJug, v. 147"
1094,147,7,",",",",147,Pnc,Pnc,,",","ChrPisTroisJug, v. 147"
1095,147,8,disant,disant,147,Vprs,Vprs,C/V\.'C/V\,dire,"ChrPisTroisJug, v. 147"
1096,147,9,",",",",147,Pnc,Pnc,,",","ChrPisTroisJug, v. 147"
1097,147,10,"""","""",147,Pnc,Pnc,,"""","ChrPisTroisJug, v. 147"
1098,147,11,aymy,aymy,147,Exc,Exc,/V\.'C/V\,aimi,"ChrPisTroisJug, v. 147"
1099,147,12,!,!,147,Pnc,Pnc,,!,"ChrPisTroisJug, v. 147"
1100,147,13,",",",",147,Pnc,Pnc,,",","ChrPisTroisJug, v. 147"
1101,147,14,"""","""",147,Pnc,Pnc,,"""","ChrPisTroisJug, v. 147"
1102,148,1,mais,mais,148,Crd,Crd,C/V\,mais,"ChrPisTroisJug, v. 148"
1103,148,2,soiez,soiez,148,Vfin,Vfin,C/V\.'C/V\,être,"ChrPisTroisJug, v. 148"
1104,148,3,lié,lié,148,Adj,Adj,C/<V>\.'/V\,lié,"ChrPisTroisJug, v. 148"
1105,148,4,.,.,148,Pnc,Pnc,,.,"ChrPisTroisJug, v. 148"
1106,148,5,"""","""",148,Pnc,Pnc,,"""","ChrPisTroisJug, v. 148"
1107,149,1,adont,adont,149,Adv,Adv,/V\.'C/V\,adonc,"ChrPisTroisJug, v. 149"
1108,149,2,l',l',149,Det,Det,C/\,le,"ChrPisTroisJug, v. 149"
1109,149,3,amant,amant,149,Vprs,Vprs,/V\.'C/V\,aimer,"ChrPisTroisJug, v. 149"
1110,149,4,qui,qui,149,Qux,Qux,C/V\,qui,"ChrPisTroisJug, v. 149"
1111,149,5,ot,ot,149,Vfin,Vfin,/V\,avoir,"ChrPisTroisJug, v. 149"
1112,149,6,esté,esté,149,Vpp,Vpp,/V\.'C/V\,être,"ChrPisTroisJug, v. 149"
1113,149,7,lié,lié,149,Adj,Adj,C/<V>\.'/V\,lié,"ChrPisTroisJug, v. 149"
1114,150,1,par,par,150,Pre,Pre,C/V\,par,"ChrPisTroisJug, v. 150"
1115,150,2,dur,dur,150,Adj,Adj,C/V\,dur,"ChrPisTroisJug, v. 150"
1116,150,3,refus,refus,150,N,N,C/V\.'C/V\,refus,"ChrPisTroisJug, v. 150"
1117,150,4,qui,qui,150,Qux,Qux,C/V\,qui,"ChrPisTroisJug, v. 150"
1118,150,5,l',l',150,Prn,Prn$$,C/\,le,"ChrPisTroisJug, v. 150"
1119,150,6,ot,ot,150,Vfin,Vfin,/V\,avoir,"ChrPisTroisJug, v. 150"
1120,150,7,contralié,contralié,150,Vpp,Vpp,C/V\.C/V\.C/<V>\.'/V\,contrarier,"ChrPisTroisJug, v. 150"
1121,150,8,",",",",150,Pnc,Pnc,,",","ChrPisTroisJug, v. 150"
1122,151,1,devant,devant,151,PrA,PrA,C/V\.'C/V\,devant,"ChrPisTroisJug, v. 151"
1123,151,2,sa,sa,151,Det,Det,C/V\,son,"ChrPisTroisJug, v. 151"
1124,151,3,dame,dame,151,N,N,'C/V\.C/(e)\,dame,"ChrPisTroisJug, v. 151"
1125,151,4,s',s',151,Prn,Prn$$,C/\,se,"ChrPisTroisJug, v. 151"
1126,151,5,est,est,151,Vfin,Vfin,/V\,être,"ChrPisTroisJug, v. 151"
1127,151,6,humilié,humilié,151,Vpp,Vpp,/V\.C/V\.C/V\.'C/V\,humilier,"ChrPisTroisJug, v. 151"
1128,152,1,a,a,152,Pre,Pre,/V\,à,"ChrPisTroisJug, v. 152"
1129,152,2,humble,humble,152,Adj,Adj,'/V\.C/(e)\,humble,"ChrPisTroisJug, v. 152"
1130,152,3,chiere,chiere,152,N,N,'C/V\.C/(e)\,chère,"ChrPisTroisJug, v. 152"
1131,153,1,et,et,153,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 153"
1132,153,2,liement,liement,153,Adv,Adv,C/V\.C/e\.'C/V\,liément,"ChrPisTroisJug, v. 153"
1133,153,3,lui,lui,153,Prn,Prn$$,C/V\,lui,"ChrPisTroisJug, v. 153"
1134,153,4,dist,dist,153,Vfin,Vfin,C/V\,dire,"ChrPisTroisJug, v. 153"
1135,153,5,",",",",153,Pnc,Pnc,,",","ChrPisTroisJug, v. 153"
1136,153,6,"""","""",153,Pnc,Pnc,,"""","ChrPisTroisJug, v. 153"
1137,153,7,ma,ma,153,Det,Det,C/V\,mon,"ChrPisTroisJug, v. 153"
1138,153,8,dame,dame,153,N,N,'C/V\.C/(e)\,dame,"ChrPisTroisJug, v. 153"
1139,153,9,chiere,chiere,153,Adj,Adj,'C/V\.C/(e)\,cher,"ChrPisTroisJug, v. 153"
1140,153,10,",",",",153,Pnc,Pnc,,",","ChrPisTroisJug, v. 153"
1141,154,1,que,que,154,Qux,Qux,C/(e)\,que,"ChrPisTroisJug, v. 154"
1142,154,2,j',j',154,Prn,Prn$,C/\,je,"ChrPisTroisJug, v. 154"
1143,154,3,aim,aim,154,Vfin,Vfin,/V\,aimer,"ChrPisTroisJug, v. 154"
1144,154,4,et,et,154,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 154"
1145,154,5,craing,craing,154,Vfin,Vfin,C/V\,craindre,"ChrPisTroisJug, v. 154"
1146,154,6,et,et,154,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 154"
1147,154,7,ay,ay,154,Vfin,Vfin,/V\,avoir,"ChrPisTroisJug, v. 154"
1148,154,8,plus,plus,154,Adv,Adv,C/V\,plus,"ChrPisTroisJug, v. 154"
1149,154,9,que,que,154,Sub,Sub,C/(e)\,que,"ChrPisTroisJug, v. 154"
1150,154,10,riens,riens,154,N,N,C/V\,rien,"ChrPisTroisJug, v. 154"
1151,154,11,chiere,chiere,154,Adj,Adj,'C/V\.C/(e)\,cher,"ChrPisTroisJug, v. 154"
1152,154,12,",",",",154,Pnc,Pnc,,",","ChrPisTroisJug, v. 154"
1153,155,1,dire,dire,155,Vinf,Vinf,'C/V\.C/(e)\,dire,"ChrPisTroisJug, v. 155"
1154,155,2,ne,ne,155,Neg,Neg$$,C/(e)\,ne,"ChrPisTroisJug, v. 155"
1155,155,3,doy,doy,155,Vfin,Vfin,C/V\,devoir,"ChrPisTroisJug, v. 155"
1156,155,4,qu',qu',155,Sub,Sub,C/\,que,"ChrPisTroisJug, v. 155"
1157,155,5,aye,aye,155,Vfin,Vfin,'/V\./(e)\,avoir,"ChrPisTroisJug, v. 155"
1158,155,6,comparé,comparé,155,Vpp,Vpp,C/V\.C/V\.'C/V\,comparer,"ChrPisTroisJug, v. 155"
1159,155,7,chiere,chiere,155,Adj,Adj,'C/V\.C/(e)\,cher,"ChrPisTroisJug, v. 155"
1160,156,1,si,si,156,Adv,Adv,C/V\,si,"ChrPisTroisJug, v. 156"
1161,156,2,doulce,doulce,156,Adj,Adj,'C/V\.C/(e)\,doux,"ChrPisTroisJug, v. 156"
1162,156,3,amour,amour,156,N,N,/V\.'C/V\,amour,"ChrPisTroisJug, v. 156"
1163,157,1,qui,qui,157,Qux,Qux,C/V\,qui,"ChrPisTroisJug, v. 157"
1164,157,2,tant,tant,157,QIs,QIs,C/V\,tant,"ChrPisTroisJug, v. 157"
1165,157,3,me,me,157,Prn,Prn$$,C/(e)\,me,"ChrPisTroisJug, v. 157"
1166,157,4,vault,vault,157,Vfin,Vfin,C/V\,valoir,"ChrPisTroisJug, v. 157"
1167,157,5,qu',qu',157,Sub,Sub,C/\,que,"ChrPisTroisJug, v. 157"
1168,157,6,elle,elle,157,Prn,Prn$,'/V\.C/(e)\,elle,"ChrPisTroisJug, v. 157"
1169,157,7,fait,fait,157,Vfin,Vfin,C/V\,faire,"ChrPisTroisJug, v. 157"
1170,157,8,sanz,sanz,157,Pre,Pre,C/V\,sans,"ChrPisTroisJug, v. 157"
1171,157,9,demour,demour,157,N,N,C/V\.'C/V\,demeur,"ChrPisTroisJug, v. 157"
1172,158,1,mon,mon,158,Det,Det,C/V\,mon,"ChrPisTroisJug, v. 158"
1173,158,2,povre,povre,158,Adj,Adj,'C/V\.C/(e)\,pauvre,"ChrPisTroisJug, v. 158"
1174,158,3,cuer,cuer,158,N,N,C/V\,coeur,"ChrPisTroisJug, v. 158"
1175,158,4,",",",",158,Pnc,Pnc,,",","ChrPisTroisJug, v. 158"
1176,158,5,en,en,158,Pre,Pre,/V\,en,"ChrPisTroisJug, v. 158"
1177,158,6,qui,qui,158,Qux,Qux,C/V\,qui,"ChrPisTroisJug, v. 158"
1178,158,7,n',n',158,Neg,Neg$$,C/\,ne,"ChrPisTroisJug, v. 158"
1179,158,8,avoit,avoit,158,Vfin,Vfin,/V\.'C/V\,avoir,"ChrPisTroisJug, v. 158"
1180,158,9,humour,humour,158,N,N,/V\.'C/V\,humeur,"ChrPisTroisJug, v. 158"
1181,159,1,de,de,159,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 159"
1182,159,2,nul,nul,159,QIs,QIs,C/V\,nul,"ChrPisTroisJug, v. 159"
1183,159,3,plaisir,plaisir,159,N,N,C/V\.'C/V\,plaisir,"ChrPisTroisJug, v. 159"
1184,159,4,",",",",159,Pnc,Pnc,,",","ChrPisTroisJug, v. 159"
1185,159,5,saillir,saillir,159,Vinf,Vinf,C/V\.'C/V\,saillir,"ChrPisTroisJug, v. 159"
1186,159,6,hors,hors,159,PrA,PrA,C/V\,hors,"ChrPisTroisJug, v. 159"
1187,159,7,de,de,159,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 159"
1188,159,8,cremour,cremour,159,N,N,C/e\.'C/V\,crémeur,"ChrPisTroisJug, v. 159"
1189,160,1,de,de,160,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 160"
1190,160,2,desespoir,desespoir,160,N,N,C/V\.C/e\.'C/V\,désespoir,"ChrPisTroisJug, v. 160"
1191,160,3,",",",",160,Pnc,Pnc,,",","ChrPisTroisJug, v. 160"
1192,161,1,mais,mais,161,Crd,Crd,C/V\,mais,"ChrPisTroisJug, v. 161"
1193,161,2,par,par,161,Pre,Pre,C/V\,par,"ChrPisTroisJug, v. 161"
1194,161,3,ce,ce,161,Dem,Dem,C/(e)\,ce,"ChrPisTroisJug, v. 161"
1195,161,4,don,don,161,N,N,C/V\,don,"ChrPisTroisJug, v. 161"
1196,161,5,d',d',161,Pre,Pre,C/\,de,"ChrPisTroisJug, v. 161"
1197,161,6,or,or,161,Adv,Adv,/V\,or,"ChrPisTroisJug, v. 161"
1198,161,7,en,en,161,Pre,Pre,/V\,en,"ChrPisTroisJug, v. 161"
1199,161,8,avant,avant,161,PrA,PrA,/V\.'C/V\,avant,"ChrPisTroisJug, v. 161"
1200,161,9,j',j',161,Prn,Prn,C/\,je,"ChrPisTroisJug, v. 161"
1201,161,10,espoir,espoir,161,Vfin,Vfin,/V\.'C/V\,espérer,"ChrPisTroisJug, v. 161"
1202,162,1,trop,trop,162,Adv,Adv,C/V\,trop,"ChrPisTroisJug, v. 162"
1203,162,2,plus,plus,162,Adv,Adv,C/V\,plus,"ChrPisTroisJug, v. 162"
1204,162,3,de,de,162,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 162"
1205,162,4,bien,bien,162,Adv,Adv,C/V\,bien,"ChrPisTroisJug, v. 162"
1206,162,5,que,que,162,Sub,Sub,C/(e)\,que,"ChrPisTroisJug, v. 162"
1207,162,6,ne,ne,162,Neg,Neg$$,C/(e)\,ne,"ChrPisTroisJug, v. 162"
1208,162,7,pensés,pensés,162,Vfin,Vfin,C/V\.'C/V\,penser,"ChrPisTroisJug, v. 162"
1209,162,8,a,a,162,Pre,Pre,/V\,à,"ChrPisTroisJug, v. 162"
1210,162,9,poir,poir,162,Vinf,Vinf,C/V\,pouvoir,"ChrPisTroisJug, v. 162"
1211,162,10,",",",",162,Pnc,Pnc,,",","ChrPisTroisJug, v. 162"
1212,163,1,et,et,163,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 163"
1213,163,2,le,le,163,Det,Det,C/(e)\,le,"ChrPisTroisJug, v. 163"
1214,163,3,confort,confort,163,N,N,C/V\.'C/V\,confort,"ChrPisTroisJug, v. 163"
1215,163,4,de,de,163,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 163"
1216,163,5,si,si,163,Adv,Adv,C/V\,si,"ChrPisTroisJug, v. 163"
1217,163,6,joyeux,joyeux,163,Adj,Adj,C/V\.'C/V\,joyeux,"ChrPisTroisJug, v. 163"
1218,163,7,espoir,espoir,163,N,N,/V\.'C/V\,espoir,"ChrPisTroisJug, v. 163"
1219,164,1,bien,bien,164,Adv,Adv,C/V\,bien,"ChrPisTroisJug, v. 164"
1220,164,2,doit,doit,164,Vfin,Vfin,C/V\,devoir,"ChrPisTroisJug, v. 164"
1221,164,3,garir,garir,164,Vinf,Vinf,C/V\.'C/V\,guérir,"ChrPisTroisJug, v. 164"
1222,165,1,l',l',165,Det,Det,C/\,le,"ChrPisTroisJug, v. 165"
1223,165,2,amoureux,amoureux,165,Adj,Adj,/V\.C/V\.'C/V\,amoureux,"ChrPisTroisJug, v. 165"
1224,165,3,mal,mal,165,N,N,C/V\,mal,"ChrPisTroisJug, v. 165"
1225,165,4,dont,dont,165,Qux,Qux,C/V\,dont,"ChrPisTroisJug, v. 165"
1226,165,5,j',j',165,Prn,Prn$,C/\,je,"ChrPisTroisJug, v. 165"
1227,165,6,estoie,estoie,165,Vfin,Vfin,/V\.'C/V\./(e)\,être,"ChrPisTroisJug, v. 165"
1228,165,7,au,au,165,Pre+Det,Pre+Det,/V\,à.le,"ChrPisTroisJug, v. 165"
1229,165,8,mourir,mourir,165,Vinf,Vinf,C/V\.'C/V\,mourir,"ChrPisTroisJug, v. 165"
1230,165,9,.,.,165,Pnc,Pnc,,.,"ChrPisTroisJug, v. 165"
1231,166,1,et,et,166,Crd,Crd,/V\,et,"ChrPisTroisJug, v. 166"
1232,166,2,puis,puis,166,PrA,PrA,C/V\,puis,"ChrPisTroisJug, v. 166"
1233,166,3,qu',qu',166,Sub,Sub,C/\,que,"ChrPisTroisJug, v. 166"
1234,166,4,ainsi,ainsi,166,Adv,Adv,/V\.'C/V\,ainsi,"ChrPisTroisJug, v. 166"
1235,166,5,me,me,166,Prn,Prn$$,C/(e)\,me,"ChrPisTroisJug, v. 166"
1236,166,6,daignez,daignez,166,Vfin,Vfin,C/V\.'C/V\,daigner,"ChrPisTroisJug, v. 166"
1237,166,7,secourir,secourir,166,Vinf,Vinf,C/V\.C/V\.'C/V\,secourir,"ChrPisTroisJug, v. 166"
1238,166,8,",",",",166,Pnc,Pnc,,",","ChrPisTroisJug, v. 166"
1239,167,1,je,je,167,Prn,Prn$,C/(e)\,je,"ChrPisTroisJug, v. 167"
1240,167,2,prie,prie,167,Vfin,Vfin,'C/V\./(e)\,prier,"ChrPisTroisJug, v. 167"
1241,167,3,a,a,167,Pre,Pre,/V\,à,"ChrPisTroisJug, v. 167"
1242,167,4,dieu,dieu,167,N,N,C/V\,dieu,"ChrPisTroisJug, v. 167"
1243,167,5,qu',qu',167,Sub,Sub,C/\,que,"ChrPisTroisJug, v. 167"
1244,167,6,il,il,167,Prn,Prn$,/V\,il,"ChrPisTroisJug, v. 167"
1245,167,7,le,le,167,Prn,Prn$$,C/(e)\,le,"ChrPisTroisJug, v. 167"
1246,167,8,me,me,167,Prn,Prn$$,C/(e)\,me,"ChrPisTroisJug, v. 167"
1247,167,9,doint,doint,167,Vfin,Vfin,C/V\,donner,"ChrPisTroisJug, v. 167"
1248,167,10,merir,merir,167,Vinf,Vinf,C/V\.'C/V\,mérir,"ChrPisTroisJug, v. 167"
1249,167,11,",",",",167,Pnc,Pnc,,",","ChrPisTroisJug, v. 167"
1250,168,1,ma,ma,168,Det,Det,C/V\,mon,"ChrPisTroisJug, v. 168"
1251,168,2,dame,dame,168,N,N,'C/V\.C/(e)\,dame,"ChrPisTroisJug, v. 168"
1252,168,3,gente,gente,168,Adj,Adj,'C/V\.C/(e)\,gent2,"ChrPisTroisJug, v. 168"
1253,168,4,",",",",168,Pnc,Pnc,,",","ChrPisTroisJug, v. 168"
1254,169,1,que,que,169,Qux,Qux,C/(e)\,que,"ChrPisTroisJug, v. 169"
1255,169,2,je,je,169,Prn,Prn$,C/(e)\,je,"ChrPisTroisJug, v. 169"
1256,169,3,merci,merci,169,Vfin,Vfin,C/V\.'C/V\,mercier,"ChrPisTroisJug, v. 169"
1257,169,4,de,de,169,Pre,Pre,C/(e)\,de,"ChrPisTroisJug, v. 169"
