wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref
1,1,1,Cil,cil,103,Dem,Dem,cil,C/V\,"Thebes, v. 103"
2,1,2,sont,sont,103,Vfin,Vfin,être,C/V\,"Thebes, v. 103"
3,1,3,ja,ja,103,Adv,Adv,jà,C/V\,"Thebes, v. 103"
4,1,4,loing,loing,103,Adv,Adv,loin,C/V\,"Thebes, v. 103"
5,1,5,de,de,103,Pre,Pre,de,C/(e)\,"Thebes, v. 103"
6,1,6,la,la,103,Det,Det,le,C/V\,"Thebes, v. 103"
7,1,7,cité,cité,103,N,N,cité,C/V\.'C/V\,"Thebes, v. 103"
8,1,8,",",",",103,Pnc,Pnc,",",,"Thebes, v. 103"
9,2,1,en,en,104,Pre,Pre,en,/V\,"Thebes, v. 104"
10,2,2,mi,mi,104,N,N,mi,C/V\,"Thebes, v. 104"
11,2,3,un,un,104,QIs,QIs,un,/V\,"Thebes, v. 104"
12,2,4,gaut,gaut,104,N,N,gaut,C/V\,"Thebes, v. 104"
13,2,5,en,en,104,Prn,Prn$$,en2,/V\,"Thebes, v. 104"
14,2,6,sont,sont,104,Vfin,Vfin,être,C/V\,"Thebes, v. 104"
15,2,7,entré,entré,104,Vpp,Vpp,entrer,/V\.'C/V\,"Thebes, v. 104"
16,2,8,;,;,104,Pnc,Pnc,;,,"Thebes, v. 104"
17,3,1,descouvert,descouvert,105,Vpp,Vpp,découvrir,C/V\.C/V\.'C/V\,"Thebes, v. 105"
18,3,2,ont,ont,105,Vfin,Vfin,avoir,/V\,"Thebes, v. 105"
19,3,3,le,le,105,Det,Det,le,C/(e)\,"Thebes, v. 105"
20,3,4,filz,filz,105,N,N,fils,C/V\,"Thebes, v. 105"
21,3,5,le,le,105,Det,Det,le,C/(e)\,"Thebes, v. 105"
22,3,6,roi,roi,105,N,N,roi,C/V\,"Thebes, v. 105"
23,4,1,d',d',106,Pre,Pre,de,C/\,"Thebes, v. 106"
24,4,2,un,un,106,QIs,QIs,un,/V\,"Thebes, v. 106"
25,4,3,sydoine,sydoine,106,N,N,sidoine,C/V\.'C/V\.C/(e)\,"Thebes, v. 106"
26,4,4,qu',qu',106,Qux,Qux,que,C/\,"Thebes, v. 106"
27,4,5,il,il,106,Prn,Prn$,il,/V\,"Thebes, v. 106"
28,4,6,ot,ot,106,Vfin,Vfin,avoir,/V\,"Thebes, v. 106"
29,4,7,o,o,106,Pre,Pre,o,/V\,"Thebes, v. 106"
30,4,8,soi,soi,106,Prn,Prn,soi,C/V\,"Thebes, v. 106"
31,4,9,.,.,106,Pnc,Pnc,.,,"Thebes, v. 106"
32,5,1,Cil,cil,107,Dem,Dem,cil,C/V\,"Thebes, v. 107"
33,5,2,fu,fu,107,Vfin,Vfin,être,C/V\,"Thebes, v. 107"
34,5,3,petit,petit,107,Adj,Adj,petit,C/V\.'C/V\,"Thebes, v. 107"
35,5,4,",",",",107,Pnc,Pnc,",",,"Thebes, v. 107"
36,5,5,ne,ne,107,Neg,Neg$$,ne,C/(e)\,"Thebes, v. 107"
37,5,6,sot,sot,107,Vfin,Vfin,savoir,C/V\,"Thebes, v. 107"
38,5,7,la,la,107,Det,Det,le,C/V\,"Thebes, v. 107"
39,5,8,sort,sort,107,N,N,sort,C/V\,"Thebes, v. 107"
40,6,1,ne,ne,108,Crd,Crd,ne2,C/(e)\,"Thebes, v. 108"
41,6,2,ne,ne,108,Neg,Neg$$,ne,C/(e)\,"Thebes, v. 108"
42,6,3,s',s',108,Prn,Prn$$,se,C/\,"Thebes, v. 108"
43,6,4,aperçut,aperçut,108,Vfin,Vfin,apercevoir,/V\.C/V\.'C/V\,"Thebes, v. 108"
44,6,5,de,de,108,Pre,Pre,de,C/(e)\,"Thebes, v. 108"
45,6,6,sa,sa,108,Det,Det,son4,C/V\,"Thebes, v. 108"
46,6,7,mort,mort,108,N,N,mort,C/V\,"Thebes, v. 108"
47,6,8,;,;,108,Pnc,Pnc,;,,"Thebes, v. 108"
48,7,1,tendi,tendi,109,Vfin,Vfin,tendre,C/V\.'C/V\,"Thebes, v. 109"
49,7,2,ses,ses,109,Det,Det,son4,C/V\,"Thebes, v. 109"
50,7,3,mains,mains,109,N,N,main,C/V\,"Thebes, v. 109"
