wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref
1,1,1,bons,bons,1,Adj,Adj,bon,C/V\,"Alexis, v. 1"
2,1,2,fut,fut,1,Vfin,Vfin,être,C/V\,"Alexis, v. 1"
3,1,3,li,li,1,Det,Det,le,C/V\,"Alexis, v. 1"
4,1,4,secles,secles,1,N,N,siècle,'C/V\.C/e\,"Alexis, v. 1"
5,1,5,al,al,1,Pre+Det,Pre+Det,à.le,/V\,"Alexis, v. 1"
6,1,6,tens,tens,1,N,N,temps,C/V\,"Alexis, v. 1"
7,1,7,ancienur,ancienur,1,Adj,Adj,anciennour,/V\.C/V\.C/e\.'C/V\,"Alexis, v. 1"
8,1,8,",",",",1,Pnc,Pnc,",",,"Alexis, v. 1"
9,2,1,quer,quer,2,Crd,Crd,car,C/V\,"Alexis, v. 2"
10,2,2,feit,feit,2,N,N,foi,C/V\,"Alexis, v. 2"
11,2,3,i,i,2,Prn,Prn$$,y,/V\,"Alexis, v. 2"
12,2,4,ert,ert,2,Vfin,Vfin,être,/V\,"Alexis, v. 2"
13,2,5,e,e,2,Crd,Crd,et,/V\,"Alexis, v. 2"
14,2,6,justise,justise,2,N,N,justice,C/V\.'C/V\.C/(e)\,"Alexis, v. 2"
15,2,7,ed,ed,2,Crd,Crd,et,/V\,"Alexis, v. 2"
16,2,8,amur,amur,2,N,N,amour,/V\.'C/V\,"Alexis, v. 2"
17,2,9,;,;,2,Pnc,Pnc,;,,"Alexis, v. 2"
18,3,1,s',s',3,Adv,Adv,si,C/\,"Alexis, v. 3"
19,3,2,i,i,3,Prn,Prn$$,y,/V\,"Alexis, v. 3"
20,3,3,ert,ert,3,Vfin,Vfin,être,/V\,"Alexis, v. 3"
21,3,4,creance,creance,3,N,N,créance,C/V\.'C/V\.C/(e)\,"Alexis, v. 3"
22,3,5,",",",",3,Pnc,Pnc,",",,"Alexis, v. 3"
23,3,6,dunt,dunt,3,Qux,Qux,dont,C/V\,"Alexis, v. 3"
24,3,7,or,or,3,Adv,Adv,or,/V\,"Alexis, v. 3"
25,3,8,n',n',3,Neg,Neg$$,ne,C/\,"Alexis, v. 3"
26,3,9,i,i,3,Prn,Prn$$,y,/V\,"Alexis, v. 3"
27,3,10,at,at,3,Vfin,Vfin,avoir,/V\,"Alexis, v. 3"
28,3,11,nul,nul,3,QIs,QIs,nul,C/V\,"Alexis, v. 3"
29,3,12,prut,prut,3,N,N,preu,C/V\,"Alexis, v. 3"
30,3,13,.,.,3,Pnc,Pnc,.,,"Alexis, v. 3"
31,4,1,tut,tut,4,QIs,QIs,tout,C/V\,"Alexis, v. 4"
32,4,2,est,est,4,Vfin,Vfin,être,/V\,"Alexis, v. 4"
33,4,3,muez,müez,4,Vpp,Vpp,muer,C/V\.'C/V\,"Alexis, v. 4"
