wd_id,line_id,linewd,word,lemma,lex_id,textlineid,syntag,syntag2,syllabified,ref
132,22,4,vostre,votre,vostre,46,Det,Det,'C/V\.C/(e)\,"MolinetJudHoloph, v. 46"
133,22,5,main,main,main,46,N,N,C/V\,"MolinetJudHoloph, v. 46"
134,22,6,.,.,.,46,Pnc,Pnc,,"MolinetJudHoloph, v. 46"
135,23,1,plus,plus,plus,47,Adv,Adv,C/V\,"MolinetJudHoloph, v. 47"
136,23,2,ne,ne,ne,47,Neg,Neg$$,C/(e)\,"MolinetJudHoloph, v. 47"
137,23,3,congnois,connaître,congnois,47,Vfin,Vfin,C/V\.'C/V\,"MolinetJudHoloph, v. 47"
138,23,4,nulz,nul,nulz,47,QIs,QIs,C/V\,"MolinetJudHoloph, v. 47"
139,23,5,ennemis,ennemi,ennemis,47,N,N,/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 47"
140,23,6,;,;,;,47,Pnc,Pnc,,"MolinetJudHoloph, v. 47"
141,24,1,tout,tout,tout,48,QIs,QIs,C/V\,"MolinetJudHoloph, v. 48"
142,24,2,orient,orient,orient,48,N,N,/V\.C/V\.'C/V\,"MolinetJudHoloph, v. 48"
143,24,3,vous,vous,vous,48,Prn,Prn$$,C/V\,"MolinetJudHoloph, v. 48"
144,24,4,est,être,est,48,Vfin,Vfin,/V\,"MolinetJudHoloph, v. 48"
145,24,5,humain,humain,humain,48,Adj,Adj,/V\.'C/(e)\,"MolinetJudHoloph, v. 48"
146,24,6,.,.,.,48,Pnc,Pnc,,"MolinetJudHoloph, v. 48"
147,25,1,parfois,parfois,parfois,49,Adv,Adv,C/V\.'C/V\,"MolinetJudHoloph, v. 49"
148,25,2,soy,être,soy,49,Vfin,Vfin,C/V\,"MolinetJudHoloph, v. 49"
149,25,3,monstrer,montrer,monstrer,49,Vinf,Vinf,C/V\.'C/V\,"MolinetJudHoloph, v. 49"
150,25,4,inhumain,inhumain,inhumain,49,Adj,Adj,/V\.C/V\.'C/V\,"MolinetJudHoloph, v. 49"
151,26,1,aux,à.le,aux,50,Pre+Det,Pre+Det,/V\,"MolinetJudHoloph, v. 50"
152,26,2,rebelles,rebelle,rebelles,50,N,N,C/V\.'C/V\.C/e\,"MolinetJudHoloph, v. 50"
153,26,3,",",",",",",50,Pnc,Pnc,,"MolinetJudHoloph, v. 50"
154,26,4,c',ce,c',50,Prn,Prn$,C/\,"MolinetJudHoloph, v. 50"
155,26,5,est,être,est,50,Vfin,Vfin,/V\,"MolinetJudHoloph, v. 50"
156,26,6,grant,grand,grant,50,Adj,Adj,C/V\,"MolinetJudHoloph, v. 50"
157,26,7,conduyt,conduit,conduyt,50,N,N,C/V\.'C/V\,"MolinetJudHoloph, v. 50"
158,26,8,.,.,.,50,Pnc,Pnc,,"MolinetJudHoloph, v. 50"
159,27,1,nous,nous,nous,51,Prn,Prn$,C/V\,"MolinetJudHoloph, v. 51"
160,27,2,congnoissons,connaître,congnoissons,51,Vfin,Vfin,C/V\.C/V\.'C/V\,"MolinetJudHoloph, v. 51"
161,27,3,que,que,que,51,Sub,Sub,C/(e)\,"MolinetJudHoloph, v. 51"
162,27,4,soir,soir,soir,51,N,N,C/V\,"MolinetJudHoloph, v. 51"
163,27,5,et,et,et,51,Crd,Crd,/V\,"MolinetJudHoloph, v. 51"
164,27,6,main,main,main,51,N,N,C/V\,"MolinetJudHoloph, v. 51"
165,27,7,",",",",",",51,Pnc,Pnc,,"MolinetJudHoloph, v. 51"
166,28,1,seneschal,sénéchal,seneschal,52,N,N,C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 52"
167,28,2,",",",",",",52,Pnc,Pnc,,"MolinetJudHoloph, v. 52"
168,28,3,nous,nous,nous,52,Prn,Prn$,C/V\,"MolinetJudHoloph, v. 52"
169,28,4,estes,être,estes,52,Vfin,Vfin,'/V\.C/e\,"MolinetJudHoloph, v. 52"
170,28,5,bien,bien,bien,52,Adv,Adv,C/V\,"MolinetJudHoloph, v. 52"
171,28,6,duit,duire,duit,52,Vpp,Vpp,C/V\,"MolinetJudHoloph, v. 52"
172,28,7,.,.,.,52,Pnc,Pnc,,"MolinetJudHoloph, v. 52"
173,29,1,ninive,Ninive,ninive,53,N,N,C/V\.'C/V\.C/(e)\,"MolinetJudHoloph, v. 53"
174,29,2,",",",",",",53,Pnc,Pnc,,"MolinetJudHoloph, v. 53"
175,29,3,ceste,cist,ceste,53,Dem,Dem,'C/V\.C/(e)\,"MolinetJudHoloph, v. 53"
176,29,4,cité,cité,cité,53,N,N,C/V\.'C/V\,"MolinetJudHoloph, v. 53"
177,29,5,",",",",",",53,Pnc,Pnc,,"MolinetJudHoloph, v. 53"
178,29,6,bruit,bruir,bruit,53,Vfin,Vfin,C/V\,"MolinetJudHoloph, v. 53"
179,30,1,dessous,dessous,dessous,54,PrA,PrA,C/e\.'C/V\,"MolinetJudHoloph, v. 54"
180,30,2,vous,vous,vous,54,Prn,Prn,C/V\,"MolinetJudHoloph, v. 54"
181,30,3,glorieusement,glorieusement,glorieusement,54,N,N,C/V\.C/{V}\./V\.C/e\.'C/V\,"MolinetJudHoloph, v. 54"
182,30,4,.,.,.,54,Pnc,Pnc,,"MolinetJudHoloph, v. 54"
183,31,1,tout,tout,tout,55,QIs,QIs,C/V\,"MolinetJudHoloph, v. 55"
184,31,2,vostre,votre,vostre,55,Det,Det,'C/V\.C/(e)\,"MolinetJudHoloph, v. 55"
185,31,3,royaulme,royaume,royaulme,55,N,N,C/V\.'C/V\.C/(e)\,"MolinetJudHoloph, v. 55"
186,31,4,reluit,reluire,reluit,55,Vfin,Vfin,C/V\.'C/V\,"MolinetJudHoloph, v. 55"
187,32,1,en,en,en,56,Pre,Pre,/V\,"MolinetJudHoloph, v. 56"
188,32,2,paix,paix,paix,56,N,N,C/V\,"MolinetJudHoloph, v. 56"
189,32,3,moult,moult,moult,56,QIs,QIs,C/V\,"MolinetJudHoloph, v. 56"
190,32,4,magnifiquement,magnifiquement,magnifiquement,56,Adv,Adv,C/V\.C/V\.C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 56"
191,32,5,.,.,.,56,Pnc,Pnc,,"MolinetJudHoloph, v. 56"
192,33,1,assiriens,assyrien,assiriens,57,N,N,/V\.C/V\.C/{V}\.'/V\,"MolinetJudHoloph, v. 57"
193,33,2,totallement,totalement,totallement,57,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 57"
194,34,1,vous,vous,vous,58,Prn,Prn$$,C/V\,"MolinetJudHoloph, v. 58"
195,34,2,tiennent,tenir,tiennent,58,Vfin,Vfin,'C/V\.C/e\,"MolinetJudHoloph, v. 58"
196,34,3,comme,comme,comme,58,Sub,Sub,'C/V\.C/(e)\,"MolinetJudHoloph, v. 58"
197,34,4,dieu,dieu,dieu,58,N,N,C/V\,"MolinetJudHoloph, v. 58"
198,34,5,sur,sur,sur,58,PrA,PrA,C/V\,"MolinetJudHoloph, v. 58"
199,34,6,terre,terre,terre,58,N,N,'C/V\.C/(e)\,"MolinetJudHoloph, v. 58"
200,34,7,.,.,.,58,Pnc,Pnc,,"MolinetJudHoloph, v. 58"
201,35,1,grans,grand,grans,59,Adj,Adj,C/V\,"MolinetJudHoloph, v. 59"
202,35,2,",",",",",",59,Pnc,Pnc,,"MolinetJudHoloph, v. 59"
203,35,3,petis,petit,petis,59,Adj,Adj,C/e\.'C/V\,"MolinetJudHoloph, v. 59"
204,35,4,",",",",",",59,Pnc,Pnc,,"MolinetJudHoloph, v. 59"
205,35,5,tous,tout,tous,59,QIs,QIs,C/V\,"MolinetJudHoloph, v. 59"
206,35,6,assemblement,assemblement,assemblement,59,N,N,/V\.C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 59"
207,36,1,font,faire,font,60,Vfin,Vfin,C/V\,"MolinetJudHoloph, v. 60"
208,36,2,de,de,de,60,Pre,Pre,C/(e)\,"MolinetJudHoloph, v. 60"
209,36,3,vous,vous,vous,60,Prn,Prn,C/V\,"MolinetJudHoloph, v. 60"
210,36,4,leur,leur,leur,60,Det,Det,C/V\,"MolinetJudHoloph, v. 60"
211,36,5,dieu,dieu,dieu,60,N,N,C/V\,"MolinetJudHoloph, v. 60"
212,36,6,.,.,.,60,Pnc,Pnc,,"MolinetJudHoloph, v. 60"
213,36,7,|,|,|,60,Pnc,Pnc,,"MolinetJudHoloph, v. 60"
214,36,8,fault,falloir,fault,60,Vfin,Vfin,C/V\,"MolinetJudHoloph, v. 60"
215,36,9,enquerre,enquérir,enquerre,60,Vinf,Vinf,/V\.'C/V\.C/(e)\,"MolinetJudHoloph, v. 60"
216,36,10,",",",",",",60,Pnc,Pnc,,"MolinetJudHoloph, v. 60"
217,37,1,pour,pour,pour,61,Pre,Pre,C/V\,"MolinetJudHoloph, v. 61"
218,37,2,tenir,tenir,tenir,61,Vinf,Vinf,C/V\.'C/V\,"MolinetJudHoloph, v. 61"
219,37,3,noz,notre,noz,61,Det,Det,C/V\,"MolinetJudHoloph, v. 61"
220,37,4,gendarmes,gendarme,gendarmes,61,N,N,C/V\.'C/V\.C/e\,"MolinetJudHoloph, v. 61"
221,37,5,serre,serre,serre,61,N,N,'C/V\.C/(e)\,"MolinetJudHoloph, v. 61"
222,37,6,",",",",",",61,Pnc,Pnc,,"MolinetJudHoloph, v. 61"
223,38,1,se,si,se,62,Sub,Sub,C/(e)\,"MolinetJudHoloph, v. 62"
224,38,2,les,le,les,62,Det,Det,C/V\,"MolinetJudHoloph, v. 62"
225,38,3,royaulmes,royaume,royaulmes,62,N,N,C/V\.'C/V\.C/e\,"MolinetJudHoloph, v. 62"
226,38,4,de,de,de,62,Pre,Pre,C/(e)\,"MolinetJudHoloph, v. 62"
227,38,5,medee,Medée,medee,62,N,N,C/V\.'C/V\./(e)\,"MolinetJudHoloph, v. 62"
228,38,6,",",",",",",62,Pnc,Pnc,,"MolinetJudHoloph, v. 62"
229,39,1,d',de,d',63,Pre,Pre,C/\,"MolinetJudHoloph, v. 63"
230,39,2,israel,Israël,israel,63,N,N,/V\.C/V\.'C/V\,"MolinetJudHoloph, v. 63"
231,39,3,et,et,et,63,Crd,Crd,/V\,"MolinetJudHoloph, v. 63"
232,39,4,toute,tout,toute,63,QIs,QIs,'C/V\.C/(e)\,"MolinetJudHoloph, v. 63"
233,39,5,judee,Judée,judee,63,N,N,C/V\.'C/V\./(e)\,"MolinetJudHoloph, v. 63"
234,40,1,ont,avoir,ont,64,Vfin,Vfin,/V\,"MolinetJudHoloph, v. 64"
235,40,2,acomply,accomplir,acomply,64,Vpp,Vpp,/V\.C/V\.'C/V\,"MolinetJudHoloph, v. 64"
236,40,3,noz,notre,noz,64,Det,Det,C/V\,"MolinetJudHoloph, v. 64"
237,40,4,mandemens,mandement,mandemens,64,N,N,C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 64"
238,40,5,.,.,.,64,Pnc,Pnc,,"MolinetJudHoloph, v. 64"
239,41,1,cher,cher,cher,65,Adj,Adj,C/V\,"MolinetJudHoloph, v. 65"
240,41,2,seigneur,seigneur,seigneur,65,N,N,C/V\.'C/V\,"MolinetJudHoloph, v. 65"
241,41,3,",",",",",",65,Pnc,Pnc,,"MolinetJudHoloph, v. 65"
242,41,4,voz,votre,voz,65,Det,Det,C/V\,"MolinetJudHoloph, v. 65"
243,41,5,commandemens,commandement,commandemens,65,N,N,C/V\.C/V\.C/e\.'C/V\,"MolinetJudHoloph, v. 65"
244,42,1,desprisent,dépriser,desprisent,66,Vfin,Vfin,C/V\.'C/V\.C/e\,"MolinetJudHoloph, v. 66"
245,42,2,",",",",",",66,Pnc,Pnc,,"MolinetJudHoloph, v. 66"
246,42,3,bref,bref,bref,66,Adj,Adj,C/V\,"MolinetJudHoloph, v. 66"
247,42,4,",",",",",",66,Pnc,Pnc,,"MolinetJudHoloph, v. 66"
248,42,5,du,de.le,du,66,Pre+Det,Pre+Det,C/V\,"MolinetJudHoloph, v. 66"
249,42,6,tout,tout,tout,66,QIs,QIs,C/V\,"MolinetJudHoloph, v. 66"
250,42,7,en,en,en,66,Pre,Pre,/V\,"MolinetJudHoloph, v. 66"
251,42,8,tout,tout,tout,66,QIs,QIs,C/V\,"MolinetJudHoloph, v. 66"
252,42,9,.,.,.,66,Pnc,Pnc,,"MolinetJudHoloph, v. 66"
253,43,1,comment,comment,comment,67,Qux,Qux,C/V\.'C/V\,"MolinetJudHoloph, v. 67"
254,43,2,cecy,ceci,cecy,67,Prn,Prn,C/V\.'C/V\,"MolinetJudHoloph, v. 67"
255,43,3,?,?,?,67,Pnc,Pnc,,"MolinetJudHoloph, v. 67"
256,43,4,|,|,|,67,Pnc,Pnc,,"MolinetJudHoloph, v. 67"
257,43,5,de,de,de,67,Pre,Pre,C/(e)\,"MolinetJudHoloph, v. 67"
258,43,6,bout,bout,bout,67,N,N,C/V\,"MolinetJudHoloph, v. 67"
259,43,7,en,en,en,67,Pre,Pre,/V\,"MolinetJudHoloph, v. 67"
260,43,8,bout,bout,bout,67,N,N,C/V\,"MolinetJudHoloph, v. 67"
261,43,9,",",",",",",67,Pnc,Pnc,,"MolinetJudHoloph, v. 67"
262,44,1,en,en,en,68,Pre,Pre,/V\,"MolinetJudHoloph, v. 68"
263,44,2,lieux,lieu,lieux,68,N,N,C/V\,"MolinetJudHoloph, v. 68"
264,44,3,ay,avoir,ay,68,Vfin,Vfin,/V\,"MolinetJudHoloph, v. 68"
265,44,4,esté,être,esté,68,Vpp,Vpp,/V\.'C/V\,"MolinetJudHoloph, v. 68"
266,44,5,plus,plus,plus,68,Adv,Adv,C/V\,"MolinetJudHoloph, v. 68"
267,44,6,de,de,de,68,Pre,Pre,C/(e)\,"MolinetJudHoloph, v. 68"
268,44,7,mille,mille,mille,68,QIs,QIs,'C/V\.C/(e)\,"MolinetJudHoloph, v. 68"
269,44,8,",",",",",",68,Pnc,Pnc,,"MolinetJudHoloph, v. 68"
270,45,1,par,par,par,69,Pre,Pre,C/V\,"MolinetJudHoloph, v. 69"
271,45,2,les,le,les,69,Det,Det,C/V\,"MolinetJudHoloph, v. 69"
272,45,3,royaulmes,royaume,royaulmes,69,N,N,C/V\.'C/V\.C/e\,"MolinetJudHoloph, v. 69"
273,45,4,de,de,de,69,Pre,Pre,C/(e)\,"MolinetJudHoloph, v. 69"
