wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,ref
864,138,5,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 138"
865,138,6,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 138"
866,138,7,nulle,nulle,QIs,QIs,nul,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 138"
867,138,8,envie,envie,N,N,envie,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 138"
868,139,1,fors,fors,PrA,PrA,hors,C/V\,"MirNDPers, Miracle de la nonne, v. 139"
869,139,2,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 139"
870,139,3,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 139"
871,139,4,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 139"
872,139,5,sa,sa,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 139"
873,139,6,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 139"
874,139,7,mere,mere,N,N,mère,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 139"
875,139,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 139"
876,140,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 140"
877,140,2,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 140"
878,140,3,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 140"
879,140,4,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 140"
880,140,5,trop,trop,Adv,Adv,trop,C/V\,"MirNDPers, Miracle de la nonne, v. 140"
881,140,6,amere,amere,Adj,Adj,amer,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 140"
882,141,1,dont,dont,Qux,Qux,dont,C/V\,"MirNDPers, Miracle de la nonne, v. 141"
883,141,2,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 141"
884,141,3,endroit,endroit,PrA,PrA,endroit,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 141"
885,141,4,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 141"
886,141,5,requerez,requerez,Vfin,Vfin,requérir,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 141"
887,141,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 141"
888,142,1,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 142"
889,142,2,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 142"
890,142,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 142"
891,142,4,pas,pas,Neg,Neg,pas,C/V\,"MirNDPers, Miracle de la nonne, v. 142"
892,142,5,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 142"
893,142,6,que,que,Qux,Qux,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 142"
894,142,7,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 142"
895,142,8,querez,querez,Vfin,Vfin,quérir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 142"
896,142,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 142"
897,143,1,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 143"
898,143,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 143"
899,143,3,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 143"
900,143,4,voir,voir,Adj,Adj,voir2,C/V\,"MirNDPers, Miracle de la nonne, v. 143"
901,143,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 143"
902,144,1,e,e,Exc,Exc,hé,/V\,"MirNDPers, Miracle de la nonne, v. 144"
903,144,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 144"
904,144,3,belle,belle,Adj,Adj,beau,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 144"
905,144,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 144"
906,144,5,plaine,plaine,Adj,Adj,plein,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 144"
907,144,6,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 144"
908,144,7,savoir,savoir,N,N,savoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 144"
909,144,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 144"
910,145,1,vers,vers,Pre,Pre,vers2,C/V\,"MirNDPers, Miracle de la nonne, v. 145"
911,145,2,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 145"
912,145,3,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 145"
913,145,4,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 145"
914,145,5,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 145"
915,145,6,riens,riens,N,N,rien,C/V\,"MirNDPers, Miracle de la nonne, v. 145"
916,145,7,mesprendre,mesprendre,Vinf,Vinf,méprendre,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 145"
917,145,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 145"
918,146,1,plaise,plaise,Vfin,Vfin,plaire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 146"
919,146,2,vous,vous,Prn,Prn%%,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 146"
920,146,3,cest,cest,Dem,Dem,cist,C/V\,"MirNDPers, Miracle de la nonne, v. 146"
921,146,4,anel,anel,N,N,anneau,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 146"
922,146,5,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 146"
923,146,6,prendre,prendre,Vinf,Vinf,prendre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 146"
924,147,1,que,que,Qux,Qux,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 147"
925,147,2,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 147"
926,147,3,fine,fine,Adj,Adj,fin2,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 147"
927,147,4,amistié,amistié,N,N,amitié,/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 147"
928,147,5,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 147"
929,147,6,tens,tens,Vfin,Vfin,tendre,C/V\,"MirNDPers, Miracle de la nonne, v. 147"
930,148,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 148"
931,148,2,qu',qu',Sub,Sub,que,C/\,"MirNDPers, Miracle de la nonne, v. 148"
932,148,3,avec,avec,PrA,PrA,avec,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 148"
933,148,4,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 148"
934,148,5,hui,hui,Adv,Adv,hui2,/V\,"MirNDPers, Miracle de la nonne, v. 148"
935,148,6,mais,mais,Adv,Adv,mais,C/V\,"MirNDPers, Miracle de la nonne, v. 148"
936,148,7,seans,seans,Adv,Adv,céans,C/(V)\.'/V\,"MirNDPers, Miracle de la nonne, v. 148"
937,149,1,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 149"
938,149,2,puisse,puisse,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 149"
939,149,3,esbattre,esbattre,Vinf,Vinf,ébattre,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 149"
940,149,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 149"
941,150,1,folie,folie,N,N,folie,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 150"
942,150,2,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 150"
943,150,3,feroit,feroit,Vfin,Vfin,faire,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 150"
944,150,4,embatre,embatre,Vinf,Vinf,embattre,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 150"
945,151,1,la,la,Adv,Adv,là,C/V\,"MirNDPers, Miracle de la nonne, v. 151"
946,151,2,ou,ou,Qux,Qux,où,/V\,"MirNDPers, Miracle de la nonne, v. 151"
947,151,3,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 151"
948,151,4,en,en,Prn,Prn$,on,/V\,"MirNDPers, Miracle de la nonne, v. 151"
949,151,5,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 151"
950,151,6,a,a,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 151"
951,151,7,cure,cure,N,N,cure,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 151"
952,151,8,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 151"
953,151,9,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 151"
954,151,10,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 151"
955,152,1,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 152"
956,152,2,foy,foy,N,N,foi,C/V\,"MirNDPers, Miracle de la nonne, v. 152"
957,152,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 152"
958,152,4,miex,miex,Adv,Adv,mieux,C/V\,"MirNDPers, Miracle de la nonne, v. 152"
959,152,5,vouldroie,vouldroie,Vfin,Vfin,vouloir,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 152"
960,152,6,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 152"
961,152,7,roupz,roupz,Vpp,Vpp,rompre,C/V\,"MirNDPers, Miracle de la nonne, v. 152"
962,153,1,touz,touz,QIs,QIs,tout,C/V\,"MirNDPers, Miracle de la nonne, v. 153"
963,153,2,les,les,Det,Det,le,C/V\,"MirNDPers, Miracle de la nonne, v. 153"
964,153,3,deux,deux,QIs,QIs,deux,C/V\,"MirNDPers, Miracle de la nonne, v. 153"
965,153,4,braz,braz,N,N,bras,C/V\,"MirNDPers, Miracle de la nonne, v. 153"
966,153,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 153"
967,154,1,cuer,cuer,N,N,coeur,C/V\,"MirNDPers, Miracle de la nonne, v. 154"
968,154,2,doulx,doulx,Adj,Adj,doux,C/V\,"MirNDPers, Miracle de la nonne, v. 154"
969,154,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 154"
970,154,4,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 154"
971,154,5,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 154"
972,154,6,refusez,refusez,Vfin,Vfin,refuser,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 154"
973,154,7,pas,pas,Neg,Neg,pas,C/V\,"MirNDPers, Miracle de la nonne, v. 154"
974,154,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 154"
975,155,1,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 155"
976,155,2,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 155"
977,155,3,faites,faites,Vfin,Vfin,faire,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 155"
978,155,4,ma,ma,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 155"
979,155,5,voulenté,voulenté,N,N,volonté,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 155"
980,155,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 155"
981,156,1,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 156"
982,156,2,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 156"
983,156,3,feray,feray,Vfin,Vfin,faire,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 156"
984,156,4,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 156"
985,156,5,verité,verité,N,N,vérité,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 156"
986,157,1,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 157"
987,157,2,riche,riche,Adj,Adj,riche,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 157"
988,157,3,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 157"
989,157,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 157"
990,158,1,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 158"
991,158,2,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 158"
992,158,3,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 158"
993,158,4,rens,rens,Vfin,Vfin,rendre,C/V\,"MirNDPers, Miracle de la nonne, v. 158"
994,158,5,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 158"
995,158,6,corps,corps,N,N,corps,C/V\,"MirNDPers, Miracle de la nonne, v. 158"
996,158,7,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 158"
997,158,8,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 158"
998,158,9,ame,ame,N,N,âme,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 158"
999,158,10,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 158"
1000,159,1,biau,biau,Adj,Adj,beau,C/V\,"MirNDPers, Miracle de la nonne, v. 159"
1001,159,2,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 159"
1002,159,3,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 159"
1003,159,4,laissiez,laissiez,Vfin,Vfin,laisser,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 159"
1004,159,5,moy,moy,Prn,Prn%%,moi,C/V\,"MirNDPers, Miracle de la nonne, v. 159"
1005,159,6,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 159"
1006,159,7,paiz,paiz,N,N,paix,C/V\,"MirNDPers, Miracle de la nonne, v. 159"
1007,159,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 159"
1008,160,1,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 160"
1009,160,2,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 160"
1010,160,3,devoie,devoie,Vfin,Vfin,devoir2,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 160"
1011,160,4,tout,tout,QIs,QIs,tout,C/V\,"MirNDPers, Miracle de la nonne, v. 160"
1012,160,5,despendre,despendre,Vinf,Vinf,dépendre,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 160"
1013,161,1,quanque,quanque,Qux,Qux,quanque,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 161"
1014,161,2,j',j',Prn,Prn$,je,C/\,"MirNDPers, Miracle de la nonne, v. 161"
1015,161,3,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 161"
1016,161,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 161"
1017,161,5,si,si,Adv,Adv,si4,C/V\,"MirNDPers, Miracle de la nonne, v. 161"
1018,161,6,vouldray,vouldray,Vfin,Vfin,vouloir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 161"
1019,161,7,je,je,Prn,Prn%,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 161"
1020,161,8,tendre,tendre,Vinf,Vinf,tendre2,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 161"
1021,162,1,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 162"
1022,162,2,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 162"
1023,162,3,s',s',Det,Det,son4,C/\,"MirNDPers, Miracle de la nonne, v. 162"
1024,162,4,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 162"
1025,162,5,maintenant,maintenant,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 162"
1026,162,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 162"
1027,163,1,e,e,Exc,Exc,hé,/V\,"MirNDPers, Miracle de la nonne, v. 163"
1028,163,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 163"
1029,163,3,tresgracieuse,tresgracieuse,Adj,Adj,très.gracieux,C/V\.C/V\.C/{V}\.'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 163"
1030,163,4,avenant,avenant,Adj,Adj,avenant,/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 163"
1031,163,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 163"
1032,164,1,diex,diex,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 164"
1033,164,2,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 164"
1034,164,3,doint,doint,Vfin,Vfin,donner,C/V\,"MirNDPers, Miracle de la nonne, v. 164"
1035,164,4,tresbonne,tresbonne,Adj,Adj,très.bon,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 164"
1036,164,5,aventure,aventure,N,N,aventure,/V\.C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 164"
1037,165,1,conme,conme,Sub,Sub,comme,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 165"
1038,165,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 165"
1039,165,3,ycelle,ycelle,Dem,Dem,cil,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 165"
1040,165,4,creature,creature,N,N,créature,C/V\.C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 165"
1041,166,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 166"
1042,166,2,plus,plus,Adv,Adv,plus,C/V\,"MirNDPers, Miracle de la nonne, v. 166"
1043,166,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 166"
1044,166,4,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 166"
1045,166,5,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 166"
1046,166,6,cuer,cuer,N,N,coeur,C/V\,"MirNDPers, Miracle de la nonne, v. 166"
1047,166,7,amee,amee,Vpp,Vpp,aimer,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 166"
1048,166,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 166"
1049,167,1,or,or,Adv,Adv,or2,/V\,"MirNDPers, Miracle de la nonne, v. 167"
1050,167,2,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 167"
1051,167,3,soit,soit,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 167"
1052,167,4,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 167"
1053,167,5,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 167"
1054,167,6,donnee,donnee,Vpp,Vpp,donner,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 167"
1055,167,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 167"
1056,168,1,tresdoulce,tresdoulce,Adj,Adj,très.doux,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 168"
1057,168,2,amie,amie,N,N,ami,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 168"
1058,168,3,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 168"
1059,169,1,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 169"
1060,169,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 169"
1061,169,3,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 169"
1062,169,4,amer,amer,Vinf,Vinf,aimer,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 169"
1063,169,5,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 169"
1064,169,6,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 169"
1065,169,7,nulle,nulle,QIs,QIs,nul,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 169"
1066,169,8,envie,envie,N,N,envie,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 169"
1067,170,1,fors,fors,PrA,PrA,hors,C/V\,"MirNDPers, Miracle de la nonne, v. 170"
1068,170,2,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 170"
1069,170,3,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 170"
1070,170,4,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 170"
1071,170,5,sa,sa,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 170"
1072,170,6,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 170"
1073,170,7,mere,mere,N,N,mère,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 170"
1074,170,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 170"
1075,171,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 171"
1076,171,2,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 171"
1077,171,3,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 171"
1078,171,4,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 171"
1079,171,5,trop,trop,Adv,Adv,trop,C/V\,"MirNDPers, Miracle de la nonne, v. 171"
1080,171,6,amere,amere,Adj,Adj,amer,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 171"
1081,172,1,dont,dont,Qux,Qux,dont,C/V\,"MirNDPers, Miracle de la nonne, v. 172"
1082,172,2,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 172"
1083,172,3,endroit,endroit,PrA,PrA,endroit,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 172"
1084,172,4,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 172"
1085,172,5,requerez,requerez,Vfin,Vfin,requérir,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 172"
1086,172,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 172"
1087,173,1,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 173"
1088,173,2,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 173"
1089,173,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 173"
1090,173,4,pas,pas,Neg,Neg,pas,C/V\,"MirNDPers, Miracle de la nonne, v. 173"
1091,173,5,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 173"
1092,173,6,que,que,Qux,Qux,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 173"
1093,173,7,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 173"
1094,173,8,querez,querez,Vfin,Vfin,quérir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 173"
1095,173,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 173"
1096,174,1,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 174"
1097,174,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 174"
1098,174,3,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 174"
1099,174,4,voir,voir,Adj,Adj,voir2,C/V\,"MirNDPers, Miracle de la nonne, v. 174"
1100,174,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 174"
1101,175,1,e,e,Exc,Exc,hé,/V\,"MirNDPers, Miracle de la nonne, v. 175"
1102,175,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 175"
1103,175,3,belle,belle,Adj,Adj,beau,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 175"
1104,175,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 175"
1105,175,5,plaine,plaine,Adj,Adj,plein,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 175"
1106,175,6,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 175"
1107,175,7,savoir,savoir,Vinf,Vinf,savoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 175"
1108,175,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 175"
1109,176,1,vers,vers,Pre,Pre,vers2,C/V\,"MirNDPers, Miracle de la nonne, v. 176"
1110,176,2,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 176"
1111,176,3,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 176"
1112,176,4,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 176"
1113,176,5,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 176"
1114,176,6,riens,riens,N,N,rien,C/V\,"MirNDPers, Miracle de la nonne, v. 176"
1115,176,7,mesprendre,mesprendre,Vinf,Vinf,méprendre,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 176"
1116,176,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 176"
1117,177,1,plaise,plaise,Vfin,Vfin,plaire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 177"
1118,177,2,vous,vous,Prn,Prn%%,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 177"
