wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,ref
3198,492,4,demourray,demourray,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 492"
3199,492,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 492"
3200,493,1,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 493"
3201,493,2,uncore,uncore,Adv,Adv,encore,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 493"
3202,493,3,un,un,QIs,QIs,un,/V\,"MirNDPers, Miracle de la nonne, v. 493"
3203,493,4,po,po,N,N,peu,C/V\,"MirNDPers, Miracle de la nonne, v. 493"
3204,493,5,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 493"
3205,493,6,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 493"
3206,493,7,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 493"
3207,494,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 494"
3208,494,2,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 494"
3209,494,3,service,service,N,N,service,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 494"
3210,494,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 494"
3211,495,1,m',m',Det,Det,mon,C/\,"MirNDPers, Miracle de la nonne, v. 495"
3212,495,2,amie,amie,N,N,ami,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 495"
3213,495,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 495"
3214,495,4,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 495"
3215,495,5,seroie,seroie,Vfin,Vfin,être,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 495"
3216,495,6,nice,nice,Adj,Adj,nice,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 495"
3217,496,1,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 496"
3218,496,2,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 496"
3219,496,3,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 496"
3220,496,4,le,le,Prn,Prn$$,le,C/(e)\,"MirNDPers, Miracle de la nonne, v. 496"
3221,496,5,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 496"
3222,496,6,laissoie,laissoie,Vfin,Vfin,laisser,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 496"
3223,496,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 496"
3224,497,1,nous,nous,Prn,Prn$,nous,C/V\,"MirNDPers, Miracle de la nonne, v. 497"
3225,497,2,en,en,Prn,Prn$$,en2,/V\,"MirNDPers, Miracle de la nonne, v. 497"
3226,497,3,irons,irons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 497"
3227,497,4,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 497"
3228,497,5,ceste,ceste,Dem,Dem,cist,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 497"
3229,497,6,voie,voie,N,N,voie,'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 497"
3230,498,1,nous,nous,Prn,Prn,nous,C/V\,"MirNDPers, Miracle de la nonne, v. 498"
3231,498,2,deux,deux,QIs,QIs,deux,C/V\,"MirNDPers, Miracle de la nonne, v. 498"
3232,498,3,devant,devant,PrA,PrA,devant,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 498"
3233,498,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 498"
3234,499,1,e,e,Exc,Exc,hé,/V\,"MirNDPers, Miracle de la nonne, v. 499"
3235,499,2,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 499"
3236,499,3,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 499"
3237,499,4,amie,amie,N,N,ami,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 499"
3238,499,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 499"
3239,499,6,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 499"
3240,499,7,convenant,convenant,N,N,convenant,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 499"
3241,500,1,m',m',Prn,Prn$$,me,C/\,"MirNDPers, Miracle de la nonne, v. 500"
3242,500,2,aviez,aviez,Vfin,Vfin,avoir,/V\.C/<V>\.'/V\,"MirNDPers, Miracle de la nonne, v. 500"
3243,500,3,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 500"
3244,500,4,estre,estre,Vinf,Vinf,être,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 500"
3245,500,5,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 500"
3246,500,6,moy,moy,Prn,Prn,moi,C/V\,"MirNDPers, Miracle de la nonne, v. 500"
3247,500,7,venue,venue,Vpp,Vpp,venir,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 500"
3248,500,8,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 500"
3249,501,1,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 501"
3250,501,2,deux,deux,QIs,QIs,deux,C/V\,"MirNDPers, Miracle de la nonne, v. 501"
3251,501,3,nuiz,nuiz,N,N,nuit,C/V\,"MirNDPers, Miracle de la nonne, v. 501"
3252,501,4,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 501"
3253,501,5,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 501"
3254,501,6,attendue,attendue,Vpp,Vpp,attendre,/V\.C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 501"
3255,502,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 502"
3256,502,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 502"
3257,502,3,toutes,toutes,QIs,QIs,tout,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 502"
3258,502,4,deux,deux,QIs,QIs,deux,C/V\,"MirNDPers, Miracle de la nonne, v. 502"
3259,502,5,musé,musé,Vpp,Vpp,muser,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 502"
3260,502,6,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 502"
3261,502,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 502"
3262,503,1,dont,dont,Qux,Qux,dont,C/V\,"MirNDPers, Miracle de la nonne, v. 503"
3263,503,2,j',j',Prn,Prn$,je,C/\,"MirNDPers, Miracle de la nonne, v. 503"
3264,503,3,ay,ay,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 503"
3265,503,4,esté,esté,Vpp,Vpp,être,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 503"
3266,503,5,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 503"
3267,503,6,grant,grant,Adj,Adj,grand,C/V\,"MirNDPers, Miracle de la nonne, v. 503"
3268,503,7,esmay,esmay,N,N,émoi,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 503"
3269,503,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 503"
3270,504,1,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 504"
3271,504,2,grant,grant,Adj,Adj,grand,C/V\,"MirNDPers, Miracle de la nonne, v. 504"
3272,504,3,courrouz,courrouz,N,N,courroux,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 504"
3273,504,4,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 504"
3274,504,5,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 504"
3275,504,6,malayse,malayse,N,N,malaise,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 504"
3276,504,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 504"
3277,505,1,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 505"
3278,505,2,dieu,dieu,N,N,Dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 505"
3279,505,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 505"
3280,505,4,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 505"
3281,505,5,moy,moy,Prn,Prn,moi,C/V\,"MirNDPers, Miracle de la nonne, v. 505"
3282,505,6,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 505"
3283,505,7,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 505"
3284,505,8,playse,playse,Vfin,Vfin,plaire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 505"
3285,506,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 506"
3286,506,2,m',m',Prn,Prn$$,me,C/\,"MirNDPers, Miracle de la nonne, v. 506"
3287,506,3,a,a,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 506"
3288,506,4,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 506"
3289,506,5,fait,fait,Vpp,Vpp,faire,C/V\,"MirNDPers, Miracle de la nonne, v. 506"
3290,506,6,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 506"
3291,506,7,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 506"
3292,506,8,venistes,venistes,Vfin,Vfin,venir,C/V\.'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 506"
3293,507,1,des,des,Pre,Pre,dès,C/V\,"MirNDPers, Miracle de la nonne, v. 507"
3294,507,2,le,le,Det,Det,le,C/(e)\,"MirNDPers, Miracle de la nonne, v. 507"
3295,507,3,convenant,convenant,N,N,convenant,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 507"
3296,507,4,que,que,Qux,Qux,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 507"
3297,507,5,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 507"
3298,507,6,fistes,fistes,Vfin,Vfin,faire,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 507"
3299,508,1,premiere,premiere,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 508"
3300,508,2,foiz,foiz,N,N,fois,C/V\,"MirNDPers, Miracle de la nonne, v. 508"
3301,508,3,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 508"
3302,509,1,doulx,doulx,Adj,Adj,doux,C/V\,"MirNDPers, Miracle de la nonne, v. 509"
3303,509,2,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 509"
3304,509,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 509"
3305,509,4,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 509"
3306,509,5,conte,conte,N,N,comte,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 509"
3307,509,6,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 509"
3308,509,7,foiz,foiz,N,N,Foix,C/V\,"MirNDPers, Miracle de la nonne, v. 509"
3309,510,1,feussiez,feussiez,Vfin,Vfin,être,C/V\.C/<V>\.'/V\,"MirNDPers, Miracle de la nonne, v. 510"
3310,510,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 510"
3311,510,3,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 510"
3312,510,4,en,en,Prn,Prn$$,en2,/V\,"MirNDPers, Miracle de la nonne, v. 510"
3313,510,5,peusse,peusse,Vfin,Vfin,pouvoir2,C/(V)\.'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 510"
3314,510,6,je,je,Prn,Prn%,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 510"
3315,510,7,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 510"
3316,511,1,plus,plus,Adv,Adv,plus,C/V\,"MirNDPers, Miracle de la nonne, v. 511"
3317,511,2,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 511"
3318,511,3,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 511"
3319,511,4,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 511"
3320,511,5,vueille,vueille,Vfin,Vfin,vouloir,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 511"
3321,511,6,pas,pas,Neg,Neg,pas,C/V\,"MirNDPers, Miracle de la nonne, v. 511"
3322,511,7,desplaire,desplaire,Vinf,Vinf,déplaire,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 511"
3323,511,8,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 511"
3324,512,1,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 512"
3325,512,2,l',l',Prn,Prn$$,le,C/\,"MirNDPers, Miracle de la nonne, v. 512"
3326,512,3,amenderay,amenderay,Vfin,Vfin,amender,/V\.C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 512"
3327,512,4,bonnement,bonnement,Adv,Adv,bonnement,C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 512"
3328,512,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 512"
3329,513,1,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 513"
3330,513,2,ennuit,ennuit,Adv,Adv,anuit,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 513"
3331,513,3,tout,tout,QIs,QIs,tout,C/V\,"MirNDPers, Miracle de la nonne, v. 513"
3332,513,4,certainement,certainement,Adv,Adv,certainement,C/V\.C/V\.C/e\.'C/V\,"MirNDPers, Miracle de la nonne, v. 513"
3333,514,1,venray,venray,Vfin,Vfin,venir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 514"
3334,514,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 514"
3335,514,3,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 514"
3336,514,4,entour,entour,PrA,PrA,entour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 514"
3337,514,5,mienuit,mienuit,Adj,Adj,minuit,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 514"
3338,514,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 514"
3339,515,1,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 515"
3340,515,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 515"
3341,515,3,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 515"
3342,515,4,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 515"
3343,515,5,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 515"
3344,515,6,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 515"
3345,515,7,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 515"
3346,515,8,ennuit,ennuit,Vfin,Vfin,ennuyer,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 515"
3347,516,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 516"
3348,516,2,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 516"
3349,516,3,demour,demour,N,N,demeur,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 516"
3350,516,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 516"
3351,517,1,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 517"
3352,517,2,amie,amie,N,N,ami,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 517"
3353,517,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 517"
3354,517,4,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 517"
3355,517,5,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 517"
3356,517,6,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 517"
3357,518,1,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 518"
3358,518,2,m',m',Prn,Prn$$,me,C/\,"MirNDPers, Miracle de la nonne, v. 518"
3359,518,3,en,en,Prn,Prn$$,en2,/V\,"MirNDPers, Miracle de la nonne, v. 518"
3360,518,4,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 518"
3361,518,5,je,je,Prn,Prn%,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 518"
3362,518,6,pas,pas,Neg,Neg,pas,C/V\,"MirNDPers, Miracle de la nonne, v. 518"
3363,518,7,courroucier,courroucier,Vinf,Vinf,courroucer,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 518"
3364,518,8,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 518"
3365,519,1,mais,mais,Crd,Crd,mais,C/V\,"MirNDPers, Miracle de la nonne, v. 519"
3366,519,2,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 519"
3367,519,3,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 519"
3368,519,4,pri,pri,Vfin,Vfin,prier,C/V\,"MirNDPers, Miracle de la nonne, v. 519"
3369,519,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 519"
3370,519,6,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 519"
3371,519,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 519"
3372,519,8,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 519"
3373,519,9,requier,requier,Vfin,Vfin,requérir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 519"
3374,520,1,ennuit,ennuit,Adv,Adv,anuit,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 520"
3375,520,2,venez,venez,Vfin,Vfin,venir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 520"
3376,520,3,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 520"
3377,521,1,sire,sire,N,N,sire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 521"
3378,521,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 521"
3379,521,3,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 521"
3380,521,4,tout,tout,QIs,QIs,tout,C/V\,"MirNDPers, Miracle de la nonne, v. 521"
3381,521,5,certain,certain,Adj,Adj,certain,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 521"
3382,521,6,tenez,tenez,Vfin,Vfin,tenir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 521"
3383,522,1,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 522"
3384,522,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 522"
3385,522,3,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 522"
3386,522,4,vers,vers,Pre,Pre,vers2,C/V\,"MirNDPers, Miracle de la nonne, v. 522"
3387,522,5,mienuit,mienuit,Adv,Adv,minuit,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 522"
3388,522,6,iray,iray,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 522"
3389,522,7,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 522"
3390,523,1,pour,pour,Pre,Pre,pour,C/V\,"MirNDPers, Miracle de la nonne, v. 523"
3391,523,2,nulle,nulle,QIs,QIs,nul,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 523"
3392,523,3,riens,riens,N,N,rien,C/V\,"MirNDPers, Miracle de la nonne, v. 523"
3393,523,4,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 523"
3394,523,5,le,le,Prn,Prn$$,le,C/(e)\,"MirNDPers, Miracle de la nonne, v. 523"
3395,523,6,lairay,lairay,Vfin,Vfin,layer,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 523"
3396,523,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 523"
3397,524,1,soiez,soiez,Vfin,Vfin,être,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 524"
3398,524,2,en,en,Prn,Prn%%,en2,/V\,"MirNDPers, Miracle de la nonne, v. 524"
3399,524,3,seür,seür,Adj,Adj,sûr,C/(V)\.'/V\,"MirNDPers, Miracle de la nonne, v. 524"
3400,524,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 524"
3401,525,1,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 525"
3402,525,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 525"
3403,525,3,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 525"
3404,525,4,soit,soit,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 525"
3405,525,5,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 525"
3406,525,6,bon,bon,Adj,Adj,bon,C/V\,"MirNDPers, Miracle de la nonne, v. 525"
3407,525,7,eur,eur,N,N,heur,/(V)\.'/V\,"MirNDPers, Miracle de la nonne, v. 525"
3408,525,8,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 525"
3409,526,1,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 526"
3410,526,2,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 526"
3411,526,3,!,!,Pnc,Pnc,!,,"MirNDPers, Miracle de la nonne, v. 526"
3412,526,4,moult,moult,QIs,QIs,moult,C/V\,"MirNDPers, Miracle de la nonne, v. 526"
3413,526,5,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 526"
3414,526,6,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 526"
3415,526,7,prendray,prendray,Vfin,Vfin,prendre,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 526"
3416,526,8,garde,garde,N,N,garde,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 526"
3417,527,1,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 527"
3418,527,2,vous,vous,Prn,Prn,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 527"
3419,527,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 527"
3420,527,4,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 527"
3421,527,5,moult,moult,QIs,QIs,moult,C/V\,"MirNDPers, Miracle de la nonne, v. 527"
3422,527,6,forment,forment,Adv,Adv,fortement,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 527"
3423,527,7,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 527"
3424,527,8,tarde,tarde,Vfin,Vfin,tarder,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 527"
3425,528,1,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 528"
3426,528,2,venue,venue,N,N,venue,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 528"
3427,528,3,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 528"
3428,529,1,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 529"
3429,529,2,sui,sui,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 529"
3430,529,3,fole,fole,Adj,Adj,fou,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 529"
3431,529,4,quant,quant,Sub,Sub,quand,C/V\,"MirNDPers, Miracle de la nonne, v. 529"
3432,529,5,tant,tant,QIs,QIs,tant,C/V\,"MirNDPers, Miracle de la nonne, v. 529"
3433,529,6,tenue,tenue,Vpp,Vpp,tenir,C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 529"
3434,530,1,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 530"
3435,530,2,sui,sui,Vfin,Vfin,être,C/V\,"MirNDPers, Miracle de la nonne, v. 530"
3436,530,3,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 530"
3437,530,4,servir,servir,Vinf,Vinf,servir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 530"
3438,530,5,ceste,ceste,Dem,Dem,cist,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 530"
3439,530,6,ymage,ymage,N,N,image,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 530"
3440,531,1,qui,qui,Qux,Qux,qui,C/V\,"MirNDPers, Miracle de la nonne, v. 531"
3441,531,2,deux,deux,QIs,QIs,deux,C/V\,"MirNDPers, Miracle de la nonne, v. 531"
3442,531,3,foiz,foiz,N,N,fois,C/V\,"MirNDPers, Miracle de la nonne, v. 531"
3443,531,4,m',m',Prn,Prn$$,me,C/\,"MirNDPers, Miracle de la nonne, v. 531"
3444,531,5,a,a,Vfin,Vfin,avoir,/V\,"MirNDPers, Miracle de la nonne, v. 531"
3445,531,6,fait,fait,Vpp,Vpp,faire,C/V\,"MirNDPers, Miracle de la nonne, v. 531"
3446,531,7,tel,tel,Adj,Adj,tel,C/V\,"MirNDPers, Miracle de la nonne, v. 531"
3447,531,8,hontage,hontage,N,N,hontage,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 531"
3448,532,1,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 532"
3449,532,2,le,le,Det,Det,le,C/(e)\,"MirNDPers, Miracle de la nonne, v. 532"
