wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,ref
1,1,1,a,a,1,Pre,Pre,à,/V\,"GuilMachVoir, v. 1"
2,1,2,la,la,1,Det,Det,le,C/V\,"GuilMachVoir, v. 1"
3,1,3,loenge,loenge,1,N,N,louange,C/{V}\.'/V\.C/(e)\,"GuilMachVoir, v. 1"
4,1,4,et,et,1,Crd,Crd,et,/V\,"GuilMachVoir, v. 1"
5,1,5,a,a,1,Pre,Pre,à,/V\,"GuilMachVoir, v. 1"
6,1,6,l',l',1,Det,Det,le,C/\,"GuilMachVoir, v. 1"
7,1,7,onnour,onnour,1,N,N,honneur,/V\.'C/V\,"GuilMachVoir, v. 1"
8,2,1,de,de,2,Pre,Pre,de,C/(e)\,"GuilMachVoir, v. 2"
9,2,2,tresfine,tresfine,2,Adj,Adj,très.fine,C/V\.'C/V\.C/(e)\,"GuilMachVoir, v. 2"
10,2,3,amour,amour,2,N,N,amour,/V\.'C/V\,"GuilMachVoir, v. 2"
11,2,4,que,que,2,Qux,Qux,que,C/(e)\,"GuilMachVoir, v. 2"
12,2,5,je,je,2,Prn,Prn$,je,C/(e)\,"GuilMachVoir, v. 2"
13,2,6,honnour,honnour,2,Vfin,Vfin,honorer,/V\.'C/V\,"GuilMachVoir, v. 2"
14,2,7,",",",",2,Pnc,Pnc,",",,"GuilMachVoir, v. 2"
15,3,1,aim,aim,3,Vfin,Vfin,aimer,/V\,"GuilMachVoir, v. 3"
16,3,2,",",",",3,Pnc,Pnc,",",,"GuilMachVoir, v. 3"
17,3,3,obey,obey,3,Vfin,Vfin,obéir,/V\.C/(V)\.'/V\,"GuilMachVoir, v. 3"
18,3,4,et,et,3,Crd,Crd,et,/V\,"GuilMachVoir, v. 3"
19,3,5,sers,sers,3,Vfin,Vfin,servir,C/V\,"GuilMachVoir, v. 3"
20,3,6,et,et,3,Crd,Crd,et,/V\,"GuilMachVoir, v. 3"
21,3,7,doubte,doubte,3,Vfin,Vfin,douter,'C/V\.C/(e)\,"GuilMachVoir, v. 3"
22,3,8,",",",",3,Pnc,Pnc,",",,"GuilMachVoir, v. 3"
23,4,1,qu',qu',4,Crd,Crd,que,C/\,"GuilMachVoir, v. 4"
24,4,2,en,en,4,Pre,Pre,en,/V\,"GuilMachVoir, v. 4"
25,4,3,lui,lui,4,Prn,Prn,lui,C/V\,"GuilMachVoir, v. 4"
26,4,4,ay,ay,4,Vfin,Vfin,avoir,/V\,"GuilMachVoir, v. 4"
27,4,5,mis,mis,4,Vpp,Vpp,mettre,C/V\,"GuilMachVoir, v. 4"
28,4,6,m',m',4,Det,Det,mon,C/\,"GuilMachVoir, v. 4"
29,4,7,entente,entente,4,N,N,entente,/V\.'C/V\.C/(e)\,"GuilMachVoir, v. 4"
30,4,8,toute,toute,4,QIs,QIs,tout,'C/V\.C/(e)\,"GuilMachVoir, v. 4"
31,4,9,;,;,4,Pnc,Pnc,;,,"GuilMachVoir, v. 4"
32,5,1,et,et,5,Crd,Crd,et,/V\,"GuilMachVoir, v. 5"
33,5,2,pour,pour,5,Pre,Pre,pour,C/V\,"GuilMachVoir, v. 5"
34,5,3,ma,ma,5,Det,Det,mon,C/V\,"GuilMachVoir, v. 5"
35,5,4,gracieuse,gracieuse,5,Adj,Adj,gracieux,C/V\.C/V\.'C/V\.C/(e)\,"GuilMachVoir, v. 5"
36,5,5,dame,dame,5,N,N,dame,'C/V\.C/(e)\,"GuilMachVoir, v. 5"
37,6,1,a,a,6,Pre,Pre,à,/V\,"GuilMachVoir, v. 6"
38,6,2,cui,cui,6,Qux,Qux,cui,C/V\,"GuilMachVoir, v. 6"
39,6,3,j',j',6,Prn,Prn$,je,C/\,"GuilMachVoir, v. 6"
40,6,4,ay,ay,6,Vfin,Vfin,avoir,/V\,"GuilMachVoir, v. 6"
41,6,5,donné,donné,6,Vpp,Vpp,donner,C/V\.'C/V\,"GuilMachVoir, v. 6"
42,6,6,corps,corps,6,N,N,corps,C/V\,"GuilMachVoir, v. 6"
43,6,7,et,et,6,Crd,Crd,et,/V\,"GuilMachVoir, v. 6"
44,6,8,ame,ame,6,N,N,âme,'/V\.C/(e)\,"GuilMachVoir, v. 6"
45,7,1,et,et,7,Crd,Crd,et,/V\,"GuilMachVoir, v. 7"
46,7,2,que,que,7,Qux,Qux,que,C/(e)\,"GuilMachVoir, v. 7"
47,7,3,j',j',7,Prn,Prn$,je,C/\,"GuilMachVoir, v. 7"
48,7,4,aim,aim,7,Vfin,Vfin,aimer,/V\,"GuilMachVoir, v. 7"
49,7,5,de,de,7,Pre,Pre,de,C/(e)\,"GuilMachVoir, v. 7"
50,7,6,vray,vray,7,Adj,Adj,vrai,C/V\,"GuilMachVoir, v. 7"
51,7,7,cuer,cuer,7,N,N,coeur,C/V\,"GuilMachVoir, v. 7"
52,7,8,d',d',7,Pre,Pre,de,C/\,"GuilMachVoir, v. 7"
53,7,9,ami,ami,7,N,N,ami,/V\.'C/V\,"GuilMachVoir, v. 7"
54,7,10,",",",",7,Pnc,Pnc,",",,"GuilMachVoir, v. 7"
55,8,1,sanz,sanz,8,Pre,Pre,sans,C/V\,"GuilMachVoir, v. 8"
56,8,2,comparaison,comparaison,8,N,N,comparaison,C/V\.C/V\.C/V\.'C/V\,"GuilMachVoir, v. 8"
57,8,3,plus,plus,8,Adv,Adv,plus,C/V\,"GuilMachVoir, v. 8"
58,8,4,que,que,8,Sub,Sub,que,C/(e)\,"GuilMachVoir, v. 8"
59,8,5,mi,mi,8,Prn,Prn,moi,C/V\,"GuilMachVoir, v. 8"
60,8,6,;,;,8,Pnc,Pnc,;,,"GuilMachVoir, v. 8"
61,9,1,et,et,9,Crd,Crd,et,/V\,"GuilMachVoir, v. 9"
62,9,2,d',d',9,Pre,Pre,de,C/\,"GuilMachVoir, v. 9"
