wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,ref
57,10,1,c',c',PRO:invar,10,Prn,Prn$,ce,C/\,"RenNouv, v. 10"
58,10,2,est,est,VER:pres:3:sg,10,Vfin,Vfin,être,/V\,"RenNouv, v. 10"
59,10,3,dure,dure,ADJ:suj:femi:sg,10,Adj,Adj,dur,'C/V\.C/(e)\,"RenNouv, v. 10"
60,10,4,nouvele,nouvele,NOM:suj:femi:sg,10,N,N,nouvelle,C/V\.'C/V\.C/(e)\,"RenNouv, v. 10"
61,10,5,a,a,PRE,10,Pre,Pre,à,/V\,"RenNouv, v. 10"
62,10,6,che,che,DET:demo:obj:masc:sg,10,Dem,Dem,ce,C/(e)\,"RenNouv, v. 10"
63,10,7,monde,monde,NOM:obj:masc:sg,10,N,N,monde,'C/V\.C/(e)\,"RenNouv, v. 10"
64,11,1,qui,qui,PROCON,11,Qux,Qux,qui,C/V\,"RenNouv, v. 11"
65,11,2,de,de,PRE,11,Pre,Pre,de,C/(e)\,"RenNouv, v. 11"
66,11,3,fausseté,fausseté,NOM:obj:femi:sg,11,N,N,fausseté,C/V\.C/e\.'C/V\,"RenNouv, v. 11"
67,11,4,est,est,VER:pres:3:sg,11,Vfin,Vfin,être,/V\,"RenNouv, v. 11"
68,11,5,tous,tous,PRO:ind:suj:masc:sg,11,QIs,QIs,tout,C/V\,"RenNouv, v. 11"
69,11,6,plains,plains,ADJ:suj:masc:sg,11,Adj,Adj,plein,C/V\,"RenNouv, v. 11"
70,12,1,et,et,CON:coord,12,Crd,Crd,et,/V\,"RenNouv, v. 12"
71,12,2,ens,ens,ADV,12,PrA,PrA,ens,/V\,"RenNouv, v. 12"
72,12,3,es,es,PREDET:en:obj:masc:pl,12,Pre+Det,Pre+Det,en.le,/V\,"RenNouv, v. 12"
73,12,4,vaus,vaus,NOM:obj:masc:pl,12,N,N,val,C/V\,"RenNouv, v. 12"
74,12,5,et,et,CON:coord,12,Crd,Crd,et,/V\,"RenNouv, v. 12"
75,12,6,ens,ens,ADV,12,PrA,PrA,ens,/V\,"RenNouv, v. 12"
76,12,7,es,es,PREDET:en:obj:masc:pl,12,Pre+Det,Pre+Det,en.le,/V\,"RenNouv, v. 12"
77,12,8,plains,plains,NOM:obj:masc:pl,12,N,N,plain,C/V\,"RenNouv, v. 12"
78,13,1,par,par,PRE,13,Pre,Pre,par,C/V\,"RenNouv, v. 13"
79,13,2,envie,envie,NOM:obj:femi:sg,13,N,N,envie,/V\.'C/V\./(e)\,"RenNouv, v. 13"
80,13,3,qui,qui,PROCON,13,Qux,Qux,qui,C/V\,"RenNouv, v. 13"
81,13,4,tous,tous,DET:ind:obj:masc:pl,13,QIs,QIs,tout,C/V\,"RenNouv, v. 13"
82,13,5,maus,maus,NOM:obj:masc:pl,13,N,N,mal,C/V\,"RenNouv, v. 13"
83,13,6,pont,pont,VER:pres:3:sg,13,Vfin,Vfin,pondre,C/V\,"RenNouv, v. 13"
84,14,1,et,et,CON:coord,14,Crd,Crd,et,/V\,"RenNouv, v. 14"
85,14,2,couvoitise,couvoitise,NOM:suj:femi:sg,14,N,N,convoitise,C/V\.C/V\.'C/V\.C/(e)\,"RenNouv, v. 14"
86,14,3,a,a,VER:pres:3:sg,14,Vfin,Vfin,avoir,/V\,"RenNouv, v. 14"
87,14,4,fait,fait,VER:pper:masc:sg,14,Vpp,Vpp,faire,C/V\,"RenNouv, v. 14"
88,14,5,son,son,DET:poss:obj:masc:sg,14,Det,Det,son,C/V\,"RenNouv, v. 14"
89,14,6,pont,pont,NOM:obj:masc:sg,14,N,N,pont,C/V\,"RenNouv, v. 14"
90,15,1,en,en,PRE,15,Pre,Pre,en,/V\,"RenNouv, v. 15"
91,15,2,che,che,DET:demo:obj:masc:sg,15,Dem,Dem,ce,C/(e)\,"RenNouv, v. 15"
92,15,3,monde,monde,NOM:obj:masc:sg,15,N,N,monde,'C/V\.C/(e)\,"RenNouv, v. 15"
93,15,4,seur,seur,PRE,15,Pre,Pre,sur,C/V\,"RenNouv, v. 15"
94,15,5,coi,coi,PRO:invar,15,Qux,Qux,quoi,C/V\,"RenNouv, v. 15"
95,15,6,monter,monter,VER:infi,15,Vinf,Vinf,monter,C/V\.'C/V\,"RenNouv, v. 15"
96,16,1,fait,fait,VER:pres:3:sg,16,Vfin,Vfin,faire,C/V\,"RenNouv, v. 16"
97,16,2,les,les,DET:def:obj:masc:pl,16,Det,Det,le,C/V\,"RenNouv, v. 16"
98,16,3,prelas,prelas,NOM:obj:masc:pl,16,N,N,prélat,C/V\.'C/V\,"RenNouv, v. 16"
99,16,4,et,et,CON:coord,16,Crd,Crd,et,/V\,"RenNouv, v. 16"
100,16,5,desmonter,desmonter,VER:infi,16,Vinf,Vinf,démonter,C/V\.C/V\.'C/V\,"RenNouv, v. 16"
101,17,1,de,de,PRE,17,Pre,Pre,de,C/(e)\,"RenNouv, v. 17"
102,17,2,dieu,dieu,NOM:obj:masc:sg,17,N,N,dieu,C/V\,"RenNouv, v. 17"
103,17,3,en,en,PRE,17,Pre,Pre,en,/V\,"RenNouv, v. 17"
104,17,4,montant,montant,VER:ppre,17,Vprs,Vprs,monter,C/V\.'C/V\,"RenNouv, v. 17"
105,17,5,se,se,PROCON,17,Prn,Prn$$,se,C/(e)\,"RenNouv, v. 17"
106,17,6,desmontent,desmontent,VER:pres:3:pl,17,Vfin,Vfin,démonter,C/V\.'C/V\.C/e\,"RenNouv, v. 17"
107,18,1,quant,quant,ADV,18,Sub,Sub,quand,C/V\,"RenNouv, v. 18"
108,18,2,plus,plus,ADV,18,Adv,Adv,plus,C/V\,"RenNouv, v. 18"
109,18,3,as,as,PREDET:a:obj:masc:pl,18,Pre+Det,Pre+Det,à.le,/V\,"RenNouv, v. 18"
110,18,4,temporeus,temporeus,ADJ:obj:masc:pl,18,Adj,Adj,temporel,C/V\.C/V\.'C/V\,"RenNouv, v. 18"
111,18,5,biens,biens,NOM:obj:masc:pl,18,N,N,bien,C/V\,"RenNouv, v. 18"
112,18,6,montent,montent,VER:pres:3:pl,18,Vfin,Vfin,monter,'C/V\.C/e\,"RenNouv, v. 18"
113,19,1,car,car,CON:coord,19,Crd,Crd,car,C/V\,"RenNouv, v. 19"
114,19,2,par,par,PRE,19,Pre,Pre,par,C/V\,"RenNouv, v. 19"
115,19,3,avoir,avoir,VER:infi,19,N,N,avoir,/V\.'C/V\,"RenNouv, v. 19"
116,19,4,voit,voit,VER:pres:3:sg,19,Vfin,Vfin,voir,C/V\,"RenNouv, v. 19"
117,19,5,on,on,PRO:invar,19,Prn,Prn%,on,/V\,"RenNouv, v. 19"
118,19,6,avoir,avoir,VER:infi,19,Vinf,Vinf,avoir,/V\.'C/V\,"RenNouv, v. 19"
119,20,1,orgueil,orgueil,NOM:obj:masc:sg,20,N,N,orgueil,/V\.'C/V\,"RenNouv, v. 20"
120,20,2,gardés,gardés,VER:impe:2:pl,20,Vfin,Vfin,garder,C/V\.'C/V\,"RenNouv, v. 20"
121,20,3,se,se,PROCON,20,Sub,Sub,si,C/(e)\,"RenNouv, v. 20"
122,20,4,je,je,PRO:pers:suj:1:sg:unb,20,Prn,Prn$,je,C/(e)\,"RenNouv, v. 20"
123,20,5,di,di,VER:pres:1:sg,20,Vfin,Vfin,dire,C/V\,"RenNouv, v. 20"
124,20,6,voir,voir,ADJ:obj:masc:sg,20,N,N,voir,C/V\,"RenNouv, v. 20"
125,21,1,roy,roy,NOM:suj:masc:pl,21,N,N,roi,C/V\,"RenNouv, v. 21"
126,21,2,et,et,CON:coord,21,Crd,Crd,et,/V\,"RenNouv, v. 21"
127,21,3,conte,conte,NOM:suj:masc:pl,21,N,N,comte,'C/V\.C/(e)\,"RenNouv, v. 21"
128,21,4,prinche,prinche,NOM:suj:masc:pl,21,N,N,prince,'C/V\.C/(e)\,"RenNouv, v. 21"
129,21,5,et,et,CON:coord,21,Crd,Crd,et,/V\,"RenNouv, v. 21"
130,21,6,casé,casé,VER:pper:masc:sg,21,Vpp,Vpp,chaser,C/V\.'C/V\,"RenNouv, v. 21"
131,22,1,sont,sont,VER:pres:3:pl,22,Vfin,Vfin,être,C/V\,"RenNouv, v. 22"
132,22,2,par,par,PRE,22,Pre,Pre,par,C/V\,"RenNouv, v. 22"
133,22,3,che,che,DET:demo:obj:masc:sg,22,Dem,Dem,ce,C/(e)\,"RenNouv, v. 22"
134,22,4,pont,pont,NOM:obj:masc:sg,22,N,N,pont,C/V\,"RenNouv, v. 22"
135,22,5,plus,plus,ADV,22,Adv,Adv,plus,C/V\,"RenNouv, v. 22"
136,22,6,que,que,PROCON,22,Sub,Sub,que,C/(e)\,"RenNouv, v. 22"
137,22,7,casé,casé,VER:pper:masc:sg,22,Vpp,Vpp,casser,C/V\.'C/V\,"RenNouv, v. 22"
138,23,1,de,de,PRE,23,Pre,Pre,de,C/(e)\,"RenNouv, v. 23"
139,23,2,monter,monter,VER:infi,23,Vinf,Vinf,monter,C/V\.'C/V\,"RenNouv, v. 23"
140,23,3,sus,sus,ADV,23,PrA,PrA,sus,C/V\,"RenNouv, v. 23"
141,23,4,chascuns,chascuns,PRO:ind:suj:masc:sg,23,QIs,QIs,chacun,C/V\.'C/V\,"RenNouv, v. 23"
142,23,5,s,s,PROCON,23,Prn,Prn$$,se,C/\,"RenNouv, v. 23"
143,23,6,apreste,apreste,VER:pres:3:sg,23,Vfin,Vfin,apprêter,/V\.'C/V\.C/(e)\,"RenNouv, v. 23"
144,24,1,mais,mais,CON:coord,24,Crd,Crd,mais,C/V\,"RenNouv, v. 24"
145,24,2,pour,pour,PRE,24,Pre,Pre,pour,C/V\,"RenNouv, v. 24"
146,24,3,iche,iche,PRO:invar,24,Prn,Prn,ce,'/V\.C/(e)\,"RenNouv, v. 24"
147,24,4,diex,diex,NOM:suj:masc:sg,24,N,N,dieu,C/V\,"RenNouv, v. 24"
148,24,5,ne,ne,PRO:clit,24,Neg,Neg$$,ne,C/(e)\,"RenNouv, v. 24"
149,24,6,leur,leur,PRO:pers:dat:3:pl,24,Prn,Prn$$,leur,C/V\,"RenNouv, v. 24"
150,24,7,preste,preste,VER:pres:3:sg,24,Vfin,Vfin,prêter,'C/V\.C/(e)\,"RenNouv, v. 24"
151,25,1,le,le,DET:def:obj:femi:sg,25,Det,Det,le,C/(e)\,"RenNouv, v. 25"
152,25,2,santé,santé,NOM:obj:femi:sg,25,N,N,santé,C/V\.'C/V\,"RenNouv, v. 25"
153,25,3,as,as,PREDET:a:obj:masc:pl,25,Pre+Det,Pre+Det,à.le,/V\,"RenNouv, v. 25"
154,25,4,cors,cors,NOM:obj:masc:pl,25,N,N,corps,C/V\,"RenNouv, v. 25"
155,25,5,ne,ne,PROCON,25,Crd,Crd,ne,C/(e)\,"RenNouv, v. 25"
156,25,6,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\,"RenNouv, v. 25"
157,25,7,vie,vie,NOM:obj:femi:sg,25,N,N,vie,'C/V\./(e)\,"RenNouv, v. 25"
158,26,1,pour,pour,PRE,26,Pre,Pre,pour,C/V\,"RenNouv, v. 26"
159,26,2,couvoitier,couvoitier,VER:infi,26,Vinf,Vinf,convoiter,C/V\.C/V\.'C/V\,"RenNouv, v. 26"
160,26,3,n,n,PROCON,26,Crd,Crd,ne,C/\,"RenNouv, v. 26"
161,26,4,avoir,avoir,VER:infi,26,Vinf,Vinf,avoir,/V\.'C/V\,"RenNouv, v. 26"
162,26,5,envie,envie,NOM:obj:femi:sg,26,N,N,envie,/V\.'C/V\./(e)\,"RenNouv, v. 26"
163,27,1,seur,seur,PRE,27,Pre,Pre,sur,C/V\,"RenNouv, v. 27"
164,27,2,l',l',DET:def,27,Det,Det,le,C/\,"RenNouv, v. 27"
165,27,3,autrui,autrui,PRO:invar,27,Adj,Adj,autrui,/V\.'C/V\,"RenNouv, v. 27"
166,27,4,n,n,PRO:clit,27,Neg,Neg$$,ne,C/\,"RenNouv, v. 27"
167,27,5,i,i,PRO:clit,27,Prn,Prn$$,y,/V\,"RenNouv, v. 27"
168,27,6,a,a,VER:pres:3:sg,27,Vfin,Vfin,avoir,/V\,"RenNouv, v. 27"
169,27,7,roy,roy,NOM:obj:masc:sg,27,N,N,roi,C/V\,"RenNouv, v. 27"
170,27,8,ne,ne,PROCON,27,Crd,Crd,ne,C/(e)\,"RenNouv, v. 27"
171,27,9,conte,conte,NOM:obj:masc:sg,27,N,N,comte,'C/V\.C/(e)\,"RenNouv, v. 27"
172,28,1,dont,dont,PRO:invar,28,Qux,Qux,dont,C/V\,"RenNouv, v. 28"
173,28,2,diex,diex,NOM:suj:masc:sg,28,N,N,dieu,C/V\,"RenNouv, v. 28"
174,28,3,n,n,PRO:clit,28,Neg,Neg$$,ne,C/\,"RenNouv, v. 28"
175,28,4,ait,ait,VER:subp:3:sg,28,Vfin,Vfin,avoir,/V\,"RenNouv, v. 28"
176,28,5,tost,tost,ADV,28,Adv,Adv,tôt,C/V\,"RenNouv, v. 28"
177,28,6,deffait,deffait,VER:pper:masc:sg,28,Vpp,Vpp,défaire,C/V\.'C/V\,"RenNouv, v. 28"
178,28,7,le,le,DET:def:obj:masc:sg,28,Det,Det,le,C/(e)\,"RenNouv, v. 28"
179,28,8,conte,conte,NOM:obj:masc:sg,28,N,N,compte,'C/V\.C/(e)\,"RenNouv, v. 28"
180,29,1,clerc,clerc,NOM:suj:masc:sg,29,N,N,clerc,C/V\,"RenNouv, v. 29"
181,29,2,vesque,vesque,NOM:suj:masc:sg,29,N,N,évêque,'C/V\.C/(e)\,"RenNouv, v. 29"
182,29,3,preste,preste,NOM:suj:masc:sg,29,N,N,prêtre,'C/V\.C/(e)\,"RenNouv, v. 29"
183,29,4,ni,ni,PROCON,29,Crd,Crd,ne,C/V\,"RenNouv, v. 29"
184,29,5,abé,abé,NOM:suj:masc:sg,29,N,N,abbé,/V\.'C/V\,"RenNouv, v. 29"
185,30,1,n,n,PRO:clit,30,Neg,Neg$$,ne,C/\,"RenNouv, v. 30"
186,30,2,est,est,VER:pres:3:sg,30,Vfin,Vfin,être,/V\,"RenNouv, v. 30"
187,30,3,asseur,asseur,ADJ:suj:masc:sg,30,Adj,Adj,assûr,/V\.C/(V)\.'/V\,"RenNouv, v. 30"
188,30,4,tant,tant,ADV,30,QIs,QIs,tant,C/V\,"RenNouv, v. 30"
189,30,5,ait,ait,VER:subp:3:sg,30,Vfin,Vfin,avoir,/V\,"RenNouv, v. 30"
190,30,6,abbé,abbé,NOM:obj:masc:sg,30,N,N,abbé,/V\.'C/V\,"RenNouv, v. 30"
191,31,1,de,de,PRE,31,Pre,Pre,de,C/(e)\,"RenNouv, v. 31"
192,31,2,longue,longue,ADJ:obj:femi:sg,31,Adj,Adj,long,'C/V\.C/(e)\,"RenNouv, v. 31"
193,31,3,vie,vie,NOM:obj:femi:sg,31,N,N,vie,'C/V\./(e)\,"RenNouv, v. 31"
