wd_id,line_id,linewd,word,lex_id,lemma,textlineid,syntag,syntag2,syllabified,ref
1749,250,7,doinst,doinst,donner,5768,Vfin,Vfin,C/V\,"GautArrEr, v. 5768"
1750,250,8,honor,honor,honneur,5768,N,N,/V\.'C/V\,"GautArrEr, v. 5768"
1751,251,1,et,et,et,5769,Crd,Crd,/V\,"GautArrEr, v. 5769"
1752,251,2,que,que,que,5769,Sub,Sub,C/(e)\,"GautArrEr, v. 5769"
1753,251,3,ses,ses,son,5769,Det,Det,C/V\,"GautArrEr, v. 5769"
1754,251,4,pius,pius,piu,5769,Adj,Adj,C/V\,"GautArrEr, v. 5769"
1755,251,5,ieus,ieus,oeil,5769,N,N,/V\,"GautArrEr, v. 5769"
1756,251,6,li,li,li,5769,Prn,Prn$$,C/V\,"GautArrEr, v. 5769"
1757,251,7,aoevre,aoevre,aouvrir,5769,Vpp,Vpp,/(V)\.'/V\.C/(e)\,"GautArrEr, v. 5769"
1758,251,8,.,.,.,5769,Pnc,Pnc,,"GautArrEr, v. 5769"
1759,252,1,atant,atant,atant,5770,Adv,Adv,/V\.'C/V\,"GautArrEr, v. 5770"
1760,252,2,revient,revient,revenir,5770,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5770"
1761,252,3,et,et,et,5770,Crd,Crd,/V\,"GautArrEr, v. 5770"
1762,252,4,cuer,cuer,coeur,5770,N,N,C/V\,"GautArrEr, v. 5770"
1763,252,5,recuevre,recuevre,recouvrer,5770,Vfin,Vfin,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5770"
1764,252,6,",",",",",",5770,Pnc,Pnc,,"GautArrEr, v. 5770"
1765,253,1,en,en,en,5771,Pre,Pre,/V\,"GautArrEr, v. 5771"
1766,253,2,diu,diu,Dieu,5771,N,N,C/V\,"GautArrEr, v. 5771"
1767,253,3,a,a,avoir,5771,Vfin,Vfin,/V\,"GautArrEr, v. 5771"
1768,253,4,toute,toute,tout,5771,QIs,QIs,'C/V\.C/(e)\,"GautArrEr, v. 5771"
1769,253,5,se,se,son,5771,Det,Det,C/(e)\,"GautArrEr, v. 5771"
1770,253,6,pensee,pensee,pensée,5771,N,N,C/V\.'C/V\./(e)\,"GautArrEr, v. 5771"
1771,253,7,",",",",",",5771,Pnc,Pnc,,"GautArrEr, v. 5771"
1772,254,1,vient,vient,venir,5772,Vfin,Vfin,C/V\,"GautArrEr, v. 5772"
1773,254,2,vers,vers,vers,5772,Pre,Pre,C/V\,"GautArrEr, v. 5772"
1774,254,3,celui,celui,cil,5772,Dem,Dem,C/V\.'C/V\,"GautArrEr, v. 5772"
1775,254,4,",",",",",",5772,Pnc,Pnc,,"GautArrEr, v. 5772"
1776,254,5,hauce,hauce,hausser,5772,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5772"
1777,254,6,l',l',le,5772,Det,Det,C/\,"GautArrEr, v. 5772"
1778,254,7,espee,espee,épée,5772,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5772"
1779,255,1,et,et,et,5773,Crd,Crd,/V\,"GautArrEr, v. 5773"
1780,255,2,fiert,fiert,férir,5773,Vfin,Vfin,C/V\,"GautArrEr, v. 5773"
1781,255,3,a,a,à,5773,Pre,Pre,/V\,"GautArrEr, v. 5773"
1782,255,4,guise,guise,guise,5773,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5773"
1783,255,5,de,de,de,5773,Pre,Pre,C/(e)\,"GautArrEr, v. 5773"
1784,255,6,vassal,vassal,vassal,5773,N,N,C/V\.'C/V\,"GautArrEr, v. 5773"
1785,255,7,",",",",",",5773,Pnc,Pnc,,"GautArrEr, v. 5773"
1786,256,1,trence,trence,trancher,5774,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5774"
1787,256,2,le,le,le,5774,Det,Det,C/(e)\,"GautArrEr, v. 5774"
1788,256,3,col,col,cou,5774,N,N,C/V\,"GautArrEr, v. 5774"
1789,256,4,de,de,de,5774,Pre,Pre,C/(e)\,"GautArrEr, v. 5774"
1790,256,5,son,son,son,5774,Det,Det,C/V\,"GautArrEr, v. 5774"
1791,256,6,ceval,ceval,cheval,5774,N,N,C/V\.'C/V\,"GautArrEr, v. 5774"
1792,257,1,tres,tres,très,5775,PrA,PrA,C/V\,"GautArrEr, v. 5775"
1793,257,2,par,par,par,5775,Pre,Pre,C/V\,"GautArrEr, v. 5775"
1794,257,3,devant,devant,devant,5775,PrA,PrA,C/V\.'C/V\,"GautArrEr, v. 5775"
1795,257,4,s',s',son,5775,Det,Det,C/\,"GautArrEr, v. 5775"
1796,257,5,afeutreure,afeutreure,affeutrure,5775,N,N,/V\.C/V\.C/(V)\.'/V\.C/(e)\,"GautArrEr, v. 5775"
1797,257,6,.,.,.,5775,Pnc,Pnc,,"GautArrEr, v. 5775"
1798,258,1,li,li,le,5776,Det,Det,C/V\,"GautArrEr, v. 5776"
1799,258,2,paiens,paiens,païen,5776,N,N,C/V\.'C/V\,"GautArrEr, v. 5776"
1800,258,3,pas,pas,pas,5776,Neg,Neg,C/V\,"GautArrEr, v. 5776"
1801,258,4,ne,ne,ne,5776,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5776"
1802,258,5,s',s',se,5776,Prn,Prn$$,C/\,"GautArrEr, v. 5776"
1803,258,6,asseure,asseure,assurer,5776,Vfin,Vfin,/V\.C/(V)\.'/V\.C/(e)\,"GautArrEr, v. 5776"
1804,258,7,;,;,;,5776,Pnc,Pnc,,"GautArrEr, v. 5776"
1805,259,1,li,li,le,5777,Det,Det,C/V\,"GautArrEr, v. 5777"
1806,259,2,cevaus,cevaus,cheval,5777,N,N,C/V\.'C/V\,"GautArrEr, v. 5777"
1807,259,3,ciet,ciet,choir,5777,Vfin,Vfin,C/V\,"GautArrEr, v. 5777"
1808,259,4,et,et,et,5777,Crd,Crd,/V\,"GautArrEr, v. 5777"
1809,259,5,cil,cil,cil,5777,Dem,Dem,C/V\,"GautArrEr, v. 5777"
1810,259,6,trebuce,trebuce,trébucher,5777,Vfin,Vfin,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5777"
1811,260,1,de,de,de,5778,Pre,Pre,C/(e)\,"GautArrEr, v. 5778"
1812,260,2,desous,desous,dessous,5778,PrA,PrA,C/V\.'C/V\,"GautArrEr, v. 5778"
1813,260,3,lui,lui,lui,5778,Prn,Prn,C/V\,"GautArrEr, v. 5778"
1814,260,4,et,et,et,5778,Crd,Crd,/V\,"GautArrEr, v. 5778"
1815,260,5,crie,crie,crier,5778,Vfin,Vfin,'C/V\./(e)\,"GautArrEr, v. 5778"
1816,260,6,et,et,et,5778,Crd,Crd,/V\,"GautArrEr, v. 5778"
1817,260,7,huce,huce,hucher,5778,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5778"
1818,260,8,:,:,:,5778,Pnc,Pnc,,"GautArrEr, v. 5778"
1819,261,1,"""","""","""",5779,Pnc,Pnc,,"GautArrEr, v. 5779"
1820,261,2,ahi,ahi,aïe,5779,Exc,Exc,/V\.'C/V\,"GautArrEr, v. 5779"
1821,261,3,!,!,!,5779,Pnc,Pnc,,"GautArrEr, v. 5779"
1822,261,4,peres,peres,père,5779,N,N,'C/V\.C/e\,"GautArrEr, v. 5779"
1823,261,5,qui,qui,qui,5779,Qux,Qux,C/V\,"GautArrEr, v. 5779"
1824,261,6,m',m',me,5779,Prn,Prn$$,C/\,"GautArrEr, v. 5779"
1825,261,7,engendras,engendras,engendrer,5779,Vfin,Vfin,/V\.C/V\.'C/V\,"GautArrEr, v. 5779"
1826,261,8,",",",",",",5779,Pnc,Pnc,,"GautArrEr, v. 5779"
1827,262,1,u,u,ou,5780,Crd,Crd,/V\,"GautArrEr, v. 5780"
1828,262,2,tu,tu,tu,5780,Prn,Prn,C/V\,"GautArrEr, v. 5780"
1829,262,3,del,del,de.le,5780,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5780"
1830,262,4,tout,tout,tout,5780,QIs,QIs,C/V\,"GautArrEr, v. 5780"
1831,262,5,me,me,me,5780,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5780"
1832,262,6,maintenras,maintenras,maintenir,5780,Vfin,Vfin,C/V\.C/V\.'C/V\,"GautArrEr, v. 5780"
1833,262,7,",",",",",",5780,Pnc,Pnc,,"GautArrEr, v. 5780"
1834,263,1,u,u,ou,5781,Crd,Crd,/V\,"GautArrEr, v. 5781"
1835,263,2,je,je,je,5781,Prn,Prn$,C/(e)\,"GautArrEr, v. 5781"
1836,263,3,querrai,querrai,quérir,5781,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5781"
1837,263,4,en,en,en,5781,Pre,Pre,/V\,"GautArrEr, v. 5781"
1838,263,5,mahomet,mahomet,Mahomet,5781,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5781"
1839,264,1,qui,qui,qui,5782,Qux,Qux,C/V\,"GautArrEr, v. 5782"
1840,264,2,as,as,à.le,5782,Pre+Det,Pre+Det,/V\,"GautArrEr, v. 5782"
1841,264,3,caitis,caitis,chétif,5782,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5782"
1842,264,4,consel,consel,conseil,5782,N,N,C/V\.'C/V\,"GautArrEr, v. 5782"
1843,264,5,tramet,tramet,tramettre,5782,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5782"
1844,264,6,!,!,!,5782,Pnc,Pnc,,"GautArrEr, v. 5782"
1845,265,1,pere,pere,père,5783,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5783"
1846,265,2,",",",",",",5783,Pnc,Pnc,,"GautArrEr, v. 5783"
1847,265,3,car,car,car,5783,Crd,Crd,C/V\,"GautArrEr, v. 5783"
1848,265,4,vien,vien,venir,5783,Vfin,Vfin,C/V\,"GautArrEr, v. 5783"
1849,265,5,et,et,et,5783,Crd,Crd,/V\,"GautArrEr, v. 5783"
1850,265,6,si,si,si,5783,Adv,Adv,C/V\,"GautArrEr, v. 5783"
1851,265,7,m',m',me,5783,Prn,Prn$$,C/\,"GautArrEr, v. 5783"
1852,265,8,alasque,alasque,alaschier,5783,Vfin,Vfin,/V\.'C/V\.C/(e)\,"GautArrEr, v. 5783"
1853,265,9,!,!,!,5783,Pnc,Pnc,,"GautArrEr, v. 5783"
1854,265,10,"""","""","""",5783,Pnc,Pnc,,"GautArrEr, v. 5783"
1855,266,1,li,li,le,5784,Det,Det,C/V\,"GautArrEr, v. 5784"
1856,266,2,cevaus,cevaus,cheval,5784,N,N,C/V\.'C/V\,"GautArrEr, v. 5784"
1857,266,3,atant,atant,atant,5784,Adv,Adv,/V\.'C/V\,"GautArrEr, v. 5784"
1858,266,4,se,se,se,5784,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5784"
1859,266,5,soufasque,soufasque,sofaschier,5784,Vfin,Vfin,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5784"
1860,266,6,;,;,;,5784,Pnc,Pnc,,"GautArrEr, v. 5784"
1861,267,1,cil,cil,cil,5785,Dem,Dem,C/V\,"GautArrEr, v. 5785"
1862,267,2,a,a,avoir,5785,Vfin,Vfin,/V\,"GautArrEr, v. 5785"
1863,267,3,se,se,son,5785,Det,Det,C/(e)\,"GautArrEr, v. 5785"
1864,267,4,gambe,gambe,jambe,5785,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5785"
1865,267,5,a,a,à,5785,Pre,Pre,/V\,"GautArrEr, v. 5785"
1866,267,6,soi,soi,soi,5785,Prn,Prn,C/V\,"GautArrEr, v. 5785"
1867,267,7,retraite,retraite,retraire,5785,Vpp,Vpp,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5785"
1868,268,1,et,et,et,5786,Crd,Crd,/V\,"GautArrEr, v. 5786"
1869,268,2,saut,saut,saillir,5786,Vfin,Vfin,C/V\,"GautArrEr, v. 5786"
1870,268,3,em,em,en,5786,Pre,Pre,/V\,"GautArrEr, v. 5786"
1871,268,4,piés,piés,pied,5786,N,N,C/V\,"GautArrEr, v. 5786"
1872,268,5,l',l',le,5786,Det,Det,C/\,"GautArrEr, v. 5786"
1873,268,6,espee,espee,épée,5786,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5786"
1874,268,7,traite,traite,traire,5786,Vpp,Vpp,'C/V\.C/(e)\,"GautArrEr, v. 5786"
1875,268,8,.,.,.,5786,Pnc,Pnc,,"GautArrEr, v. 5786"
1876,269,1,un,un,un,5787,QIs,QIs,/V\,"GautArrEr, v. 5787"
1877,269,2,cop,cop,coup,5787,N,N,C/V\,"GautArrEr, v. 5787"
1878,269,3,gietast,gietast,jeter,5787,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5787"
1879,269,4,se,se,si,5787,Sub,Sub,C/(e)\,"GautArrEr, v. 5787"
1880,269,5,lui,lui,lui,5787,Prn,Prn$$,C/V\,"GautArrEr, v. 5787"
1881,269,6,leust,leust,loisir,5787,Vfin,Vfin,C/(V)\.'/V\,"GautArrEr, v. 5787"
1882,270,1,et,et,et,5788,Crd,Crd,/V\,"GautArrEr, v. 5788"
1883,270,2,s',s',si,5788,Sub,Sub,C/\,"GautArrEr, v. 5788"
1884,270,3,un,un,un,5788,QIs,QIs,/V\,"GautArrEr, v. 5788"
1885,270,4,poi,poi,peu,5788,N,N,C/V\,"GautArrEr, v. 5788"
1886,270,5,de,de,de,5788,Pre,Pre,C/(e)\,"GautArrEr, v. 5788"
1887,270,6,loisir,loisir,loisir,5788,N,N,C/V\.'C/V\,"GautArrEr, v. 5788"
1888,270,7,eust,eust,avoir,5788,Vfin,Vfin,/(V)\.'/V\,"GautArrEr, v. 5788"
1889,270,8,",",",",",",5788,Pnc,Pnc,,"GautArrEr, v. 5788"
1890,271,1,mais,mais,mais,5789,Crd,Crd,C/V\,"GautArrEr, v. 5789"
1891,271,2,cil,cil,cil,5789,Dem,Dem,C/V\,"GautArrEr, v. 5789"
1892,271,3,ne,ne,ne,5789,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5789"
1893,271,4,vait,vait,aller,5789,Vfin,Vfin,C/V\,"GautArrEr, v. 5789"
1894,271,5,pas,pas,pas,5789,Neg,Neg,C/V\,"GautArrEr, v. 5789"
1895,271,6,atendant,atendant,attendre,5789,Vprs,Vprs,/V\.C/V\.'C/V\,"GautArrEr, v. 5789"
1896,271,7,",",",",",",5789,Pnc,Pnc,,"GautArrEr, v. 5789"
1897,272,1,ains,ains,ains,5790,Crd,Crd,/V\,"GautArrEr, v. 5790"
1898,272,2,vient,vient,venir,5790,Vfin,Vfin,C/V\,"GautArrEr, v. 5790"
1899,272,3,vers,vers,vers,5790,Pre,Pre,C/V\,"GautArrEr, v. 5790"
1900,272,4,lui,lui,lui,5790,Prn,Prn,C/V\,"GautArrEr, v. 5790"
1901,272,5,tot,tot,tout,5790,QIs,QIs,C/V\,"GautArrEr, v. 5790"
1902,272,6,destendant,destendant,détendre,5790,Vprs,Vprs,C/V\.C/V\.'C/V\,"GautArrEr, v. 5790"
1903,272,7,;,;,;,5790,Pnc,Pnc,,"GautArrEr, v. 5790"
1904,273,1,empaint,empaint,empeindre,5791,Vfin,Vfin,/V\.'C/V\,"GautArrEr, v. 5791"
1905,273,2,le,le,le,5791,Prn,Prn%%,C/(e)\,"GautArrEr, v. 5791"
1906,273,3,del,del,de.le,5791,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5791"
1907,273,4,pis,pis,pis,5791,N,N,C/V\,"GautArrEr, v. 5791"
1908,273,5,del,del,de.le,5791,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5791"
1909,273,6,ceval,ceval,cheval,5791,N,N,C/V\.'C/V\,"GautArrEr, v. 5791"
1910,274,1,qu',qu',que,5792,Sub,Sub,C/\,"GautArrEr, v. 5792"
1911,274,2,il,il,il,5792,Prn,Prn$,/V\,"GautArrEr, v. 5792"
1912,274,3,le,le,le,5792,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5792"
1913,274,4,fait,fait,faire,5792,Vfin,Vfin,C/V\,"GautArrEr, v. 5792"
1914,274,5,trebucier,trebucier,trébucher,5792,Vinf,Vinf,C/V\.C/V\.'C/V\,"GautArrEr, v. 5792"
1915,274,6,aval,aval,aval,5792,PrA,PrA,/V\.'C/V\,"GautArrEr, v. 5792"
1916,274,7,;,;,;,5792,Pnc,Pnc,,"GautArrEr, v. 5792"
1917,275,1,petit,petit,petit,5793,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5793"
1918,275,2,en,en,en,5793,Prn,Prn$$,/V\,"GautArrEr, v. 5793"
1919,275,3,faut,faut,faillir,5793,Vfin,Vfin,C/V\,"GautArrEr, v. 5793"
1920,275,4,qu',qu',que,5793,Sub,Sub,C/\,"GautArrEr, v. 5793"
1921,275,5,il,il,il,5793,Prn,Prn$,/V\,"GautArrEr, v. 5793"
1922,275,6,ne,ne,ne,5793,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5793"
1923,275,7,l',l',le,5793,Prn,Prn$$,C/\,"GautArrEr, v. 5793"
1924,275,8,afole,afole,affoler,5793,Vfin,Vfin,/V\.'C/V\.C/(e)\,"GautArrEr, v. 5793"
1925,276,1,et,et,et,5794,Crd,Crd,/V\,"GautArrEr, v. 5794"
1926,276,2,li,li,le,5794,Det,Det,C/V\,"GautArrEr, v. 5794"
1927,276,3,hiaumes,hiaumes,heaume,5794,N,N,'C/V\.C/e\,"GautArrEr, v. 5794"
1928,276,4,du,du,de.le,5794,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5794"
1929,276,5,cief,cief,chef,5794,N,N,C/V\,"GautArrEr, v. 5794"
1930,276,6,li,li,li,5794,Prn,Prn$$,C/V\,"GautArrEr, v. 5794"
1931,276,7,vole,vole,voler,5794,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5794"
1932,276,8,.,.,.,5794,Pnc,Pnc,,"GautArrEr, v. 5794"
1933,277,1,or,or,or,5795,Adv,Adv,/V\,"GautArrEr, v. 5795"
1934,277,2,est,est,être,5795,Vfin,Vfin,/V\,"GautArrEr, v. 5795"
1935,277,3,il,il,il,5795,Prn,Prn%,/V\,"GautArrEr, v. 5795"
1936,277,4,durement,durement,durement,5795,Adv,Adv,C/V\.C/e\.'C/V\,"GautArrEr, v. 5795"
1937,277,5,bleciés,bleciés,blesser,5795,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5795"
1938,277,6,;,;,;,5795,Pnc,Pnc,,"GautArrEr, v. 5795"
1939,278,1,por,por,pour,5796,Pre,Pre,C/V\,"GautArrEr, v. 5796"
1940,278,2,quant,quant,quant,5796,Qux,Qux,C/V\,"GautArrEr, v. 5796"
1941,278,3,s',s',se,5796,Prn,Prn$$,C/\,"GautArrEr, v. 5796"
1942,278,4,est,est,être,5796,Vfin,Vfin,/V\,"GautArrEr, v. 5796"
1943,278,5,en,en,en,5796,Pre,Pre,/V\,"GautArrEr, v. 5796"
1944,278,6,estant,estant,ester,5796,Vprs,Vprs,/V\.'C/V\,"GautArrEr, v. 5796"
1945,278,7,dreciés,dreciés,dresser,5796,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5796"
1946,278,8,",",",",",",5796,Pnc,Pnc,,"GautArrEr, v. 5796"
1947,279,1,voi,voi,voir,5797,Vfin,Vfin,C/V\,"GautArrEr, v. 5797"
1948,279,2,le,le,le,5797,Prn,Prn%%,C/(e)\,"GautArrEr, v. 5797"
1949,279,3,sans,sans,sans,5797,Pre,Pre,C/V\,"GautArrEr, v. 5797"
1950,279,4,hiaume,hiaume,heaume,5797,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5797"
1951,279,5,et,et,et,5797,Crd,Crd,/V\,"GautArrEr, v. 5797"
1952,279,6,sans,sans,sans,5797,Pre,Pre,C/V\,"GautArrEr, v. 5797"
1953,279,7,escu,escu,écu,5797,N,N,/V\.'C/V\,"GautArrEr, v. 5797"
1954,279,8,",",",",",",5797,Pnc,Pnc,,"GautArrEr, v. 5797"
1955,280,1,et,et,et,5798,Crd,Crd,/V\,"GautArrEr, v. 5798"
1956,280,2,cil,cil,cil,5798,Dem,Dem,C/V\,"GautArrEr, v. 5798"
1957,280,3,dist,dist,dire,5798,Vfin,Vfin,C/V\,"GautArrEr, v. 5798"
1958,280,4,qu',qu',que,5798,Sub,Sub,C/\,"GautArrEr, v. 5798"
1959,280,5,il,il,il,5798,Prn,Prn$,/V\,"GautArrEr, v. 5798"
1960,280,6,a,a,avoir,5798,Vfin,Vfin,/V\,"GautArrEr, v. 5798"
1961,280,7,trop,trop,trop,5798,Adv,Adv,C/V\,"GautArrEr, v. 5798"
1962,280,8,vescu,vescu,vivre,5798,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5798"
1963,281,1,et,et,et,5799,Crd,Crd,/V\,"GautArrEr, v. 5799"
1964,281,2,vient,vient,venir,5799,Vfin,Vfin,C/V\,"GautArrEr, v. 5799"
1965,281,3,vers,vers,vers,5799,Pre,Pre,C/V\,"GautArrEr, v. 5799"
1966,281,4,lui,lui,lui,5799,Prn,Prn,C/V\,"GautArrEr, v. 5799"
1967,281,5,s',s',son,5799,Det,Det,C/\,"GautArrEr, v. 5799"
1968,281,6,espee,espee,épée,5799,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5799"
1969,281,7,traite,traite,traire,5799,Vpp,Vpp,'C/V\.C/(e)\,"GautArrEr, v. 5799"
1970,282,1,sel,sel,si.le,5800,Adv+Prn,Adv+Prn$$,C/V\,"GautArrEr, v. 5800"
1971,282,2,cuide,cuide,cuider,5800,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5800"
1972,282,3,ferir,ferir,férir,5800,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5800"
1973,282,4,de,de,de,5800,Pre,Pre,C/(e)\,"GautArrEr, v. 5800"
1974,282,5,retraite,retraite,retraite,5800,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5800"
1975,282,6,.,.,.,5800,Pnc,Pnc,,"GautArrEr, v. 5800"
1976,283,1,mais,mais,mais,5801,Crd,Crd,C/V\,"GautArrEr, v. 5801"
1977,283,2,li,li,le,5801,Det,Det,C/V\,"GautArrEr, v. 5801"
1978,283,3,paiens,paiens,païen,5801,N,N,C/V\.'C/V\,"GautArrEr, v. 5801"
1979,283,4,fu,fu,être,5801,Vfin,Vfin,C/V\,"GautArrEr, v. 5801"
1980,283,5,molt,molt,moult,5801,QIs,QIs,C/V\,"GautArrEr, v. 5801"
1981,283,6,legiers,legiers,léger,5801,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5801"
1982,283,7,",",",",",",5801,Pnc,Pnc,,"GautArrEr, v. 5801"
1983,284,1,hardis,hardis,hardi,5802,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5802"
1984,284,2,et,et,et,5802,Crd,Crd,/V\,"GautArrEr, v. 5802"
1985,284,3,preus,preus,preux,5802,Adj,Adj,C/V\,"GautArrEr, v. 5802"
1986,284,4,",",",",",",5802,Pnc,Pnc,,"GautArrEr, v. 5802"
1987,284,5,aidans,aidans,aider,5802,Vprs,Vprs,/V\.'C/V\,"GautArrEr, v. 5802"
1988,284,6,et,et,et,5802,Crd,Crd,/V\,"GautArrEr, v. 5802"
1989,284,7,fiers,fiers,fier,5802,Adj,Adj,C/V\,"GautArrEr, v. 5802"
1990,284,8,;,;,;,5802,Pnc,Pnc,,"GautArrEr, v. 5802"
1991,285,1,guencist,guencist,guenchir,5803,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5803"
1992,285,2,quant,quant,quand,5803,Sub,Sub,C/V\,"GautArrEr, v. 5803"
1993,285,3,il,il,il,5803,Prn,Prn$,/V\,"GautArrEr, v. 5803"
1994,285,4,le,le,le,5803,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5803"
1995,285,5,dut,dut,devoir,5803,Vfin,Vfin,C/V\,"GautArrEr, v. 5803"
1996,285,6,ferir,ferir,férir,5803,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5803"
1997,286,1,et,et,et,5804,Crd,Crd,/V\,"GautArrEr, v. 5804"
1998,286,2,se,se,si,5804,Adv,Adv,C/(e)\,"GautArrEr, v. 5804"
1999,286,3,lui,lui,lui,5804,Prn,Prn$$,C/V\,"GautArrEr, v. 5804"
2000,286,4,cuide,cuide,cuider,5804,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5804"
2001,286,5,bien,bien,bien,5804,Adv,Adv,C/V\,"GautArrEr, v. 5804"
2002,286,6,merir,merir,mérir,5804,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5804"
2003,287,1,tout,tout,tout,5805,QIs,QIs,C/V\,"GautArrEr, v. 5805"
2004,287,2,quanqu',quanqu',quanque,5805,Qux,Qux,C/V\,"GautArrEr, v. 5805"
2005,287,3,il,il,il,5805,Prn,Prn$,/V\,"GautArrEr, v. 5805"
2006,287,4,li,li,li,5805,Prn,Prn$$,C/V\,"GautArrEr, v. 5805"
2007,287,5,a,a,avoir,5805,Vfin,Vfin,/V\,"GautArrEr, v. 5805"
2008,287,6,fait,fait,faire,5805,Vpp,Vpp,C/V\,"GautArrEr, v. 5805"
2009,287,7,de,de,de,5805,Pre,Pre,C/(e)\,"GautArrEr, v. 5805"
2010,287,8,honte,honte,honte,5805,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5805"
2011,287,9,.,.,.,5805,Pnc,Pnc,,"GautArrEr, v. 5805"
2012,288,1,que,que,que,5806,Qux,Qux,C/(e)\,"GautArrEr, v. 5806"
2013,288,2,vos,vos,vous,5806,Prn,Prn$$,C/V\,"GautArrEr, v. 5806"
2014,288,3,feroie,feroie,faire,5806,Vfin,Vfin,C/V\.'C/V\./(e)\,"GautArrEr, v. 5806"
2015,288,4,plus,plus,plus,5806,Adv,Adv,C/V\,"GautArrEr, v. 5806"
2016,288,5,lonc,lonc,long,5806,Adj,Adj,C/V\,"GautArrEr, v. 5806"
2017,288,6,conte,conte,comte,5806,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5806"
2018,288,7,?,?,?,5806,Pnc,Pnc,,"GautArrEr, v. 5806"
2019,289,1,sor,sor,sur,5807,PrA,PrA,C/V\,"GautArrEr, v. 5807"
2020,289,2,l',l',le,5807,Det,Det,C/\,"GautArrEr, v. 5807"
2021,289,3,escu,escu,écu,5807,N,N,/V\.'C/V\,"GautArrEr, v. 5807"
2022,289,4,li,li,li,5807,Prn,Prn$$,C/V\,"GautArrEr, v. 5807"
2023,289,5,a,a,avoir,5807,Vfin,Vfin,/V\,"GautArrEr, v. 5807"
2024,289,6,tel,tel,tel,5807,Adj,Adj,C/V\,"GautArrEr, v. 5807"
2025,289,7,donee,donee,donner,5807,Vpp,Vpp,C/V\.'C/V\./(e)\,"GautArrEr, v. 5807"
2026,290,1,que,que,que,5808,Sub,Sub,C/(e)\,"GautArrEr, v. 5808"
2027,290,2,il,il,il,5808,Prn,Prn$,/V\,"GautArrEr, v. 5808"
2028,290,3,ne,ne,ne,5808,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5808"
2029,290,4,pot,pot,pouvoir,5808,Vfin,Vfin,C/V\,"GautArrEr, v. 5808"
2030,290,5,ravoir,ravoir,ravoir,5808,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5808"
2031,290,6,s',s',son,5808,Det,Det,C/\,"GautArrEr, v. 5808"
2032,290,7,espee,espee,épée,5808,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5808"
2033,290,8,.,.,.,5808,Pnc,Pnc,,"GautArrEr, v. 5808"
2034,291,1,eracles,eracles,Éracle,5809,N,N,/V\.'C/V\.C/e\,"GautArrEr, v. 5809"
