wd_id,line_id,linewd,word,lex_id,lemma,textlineid,syntag,syntag2,syllabified,ref
886,124,3,en,en,en,5642,Pre,Pre,/V\,"GautArrEr, v. 5642"
887,124,4,quel,quel,quel,5642,Qux,Qux,C/V\,"GautArrEr, v. 5642"
888,124,5,diu,diu,dieu,5642,N,N,C/V\,"GautArrEr, v. 5642"
889,124,6,querrai,querrai,quérir,5642,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5642"
890,124,7,jou,jou,je,5642,Prn,Prn%,C/V\,"GautArrEr, v. 5642"
891,124,8,?,?,?,5642,Pnc,Pnc,,"GautArrEr, v. 5642"
892,125,1,je,je,je,5643,Prn,Prn$,C/(e)\,"GautArrEr, v. 5643"
893,125,2,croi,croi,croire,5643,Vfin,Vfin,C/V\,"GautArrEr, v. 5643"
894,125,3,celui,celui,cil,5643,Dem,Dem,C/V\.'C/V\,"GautArrEr, v. 5643"
895,125,4,qui,qui,qui,5643,Qux,Qux,C/V\,"GautArrEr, v. 5643"
896,125,5,m',m',me,5643,Prn,Prn$$,C/\,"GautArrEr, v. 5643"
897,125,6,engenra,engenra,engendrer,5643,Vfin,Vfin,/V\.C/V\.'C/V\,"GautArrEr, v. 5643"
898,125,7,",",",",",",5643,Pnc,Pnc,,"GautArrEr, v. 5643"
899,126,1,qui,qui,qui,5644,Qux,Qux,C/V\,"GautArrEr, v. 5644"
900,126,2,contre,contre,contre,5644,PrA,PrA,'C/V\.C/(e)\,"GautArrEr, v. 5644"
901,126,3,toi,toi,toi,5644,Prn,Prn,C/V\,"GautArrEr, v. 5644"
902,126,4,me,me,me,5644,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5644"
903,126,5,gardera,gardera,garder,5644,Vfin,Vfin,C/V\.C/e\.'C/V\,"GautArrEr, v. 5644"
904,126,6,.,.,.,5644,Pnc,Pnc,,"GautArrEr, v. 5644"
905,127,1,il,il,il,5645,Prn,Prn$,/V\,"GautArrEr, v. 5645"
906,127,2,fait,fait,faire,5645,Vfin,Vfin,C/V\,"GautArrEr, v. 5645"
907,127,3,tout,tout,tout,5645,QIs,QIs,C/V\,"GautArrEr, v. 5645"
908,127,4,par,par,par,5645,Pre,Pre,C/V\,"GautArrEr, v. 5645"
909,127,5,droit,droit,droit,5645,N,N,C/V\,"GautArrEr, v. 5645"
910,127,6,estovoir,estovoir,estovoir,5645,Vinf,Vinf,/V\.C/V\.'C/V\,"GautArrEr, v. 5645"
911,128,1,venter,venter,venter,5646,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5646"
912,128,2,et,et,et,5646,Crd,Crd,/V\,"GautArrEr, v. 5646"
913,128,3,negier,negier,neiger,5646,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5646"
914,128,4,et,et,et,5646,Crd,Crd,/V\,"GautArrEr, v. 5646"
915,128,5,plovoir,plovoir,pleuvoir,5646,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5646"
916,128,6,.,.,.,5646,Pnc,Pnc,,"GautArrEr, v. 5646"
917,129,1,-,-,-,5647,Pnc,Pnc,,"GautArrEr, v. 5647"
918,129,2,diva,diva,diva,5647,Exc,Exc,C/V\.'C/V\,"GautArrEr, v. 5647"
919,129,3,!,!,!,5647,Pnc,Pnc,,"GautArrEr, v. 5647"
920,129,4,c',c',ce,5647,Prn,Prn,C/\,"GautArrEr, v. 5647"
921,129,5,est,est,être,5647,Vfin,Vfin,/V\,"GautArrEr, v. 5647"
922,129,6,fantosme,fantosme,fantôme,5647,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5647"
923,129,7,et,et,et,5647,Crd,Crd,/V\,"GautArrEr, v. 5647"
924,129,8,engiens,engiens,engin,5647,N,N,/V\.'C/V\,"GautArrEr, v. 5647"
925,129,9,!,!,!,5647,Pnc,Pnc,,"GautArrEr, v. 5647"
926,130,1,de,de,de,5648,Pre,Pre,C/(e)\,"GautArrEr, v. 5648"
927,130,2,ton,ton,ton,5648,Det,Det,C/V\,"GautArrEr, v. 5648"
928,130,3,pere,pere,père,5648,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5648"
929,130,4,ne,ne,ne,5648,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5648"
930,130,5,vient,vient,venir,5648,Vfin,Vfin,C/V\,"GautArrEr, v. 5648"
931,130,6,nus,nus,nul,5648,QIs,QIs,C/V\,"GautArrEr, v. 5648"
932,130,7,biens,biens,bien,5648,N,N,C/V\,"GautArrEr, v. 5648"
933,130,8,",",",",",",5648,Pnc,Pnc,,"GautArrEr, v. 5648"
934,131,1,mais,mais,mais,5649,Crd,Crd,C/V\,"GautArrEr, v. 5649"
935,131,2,de,de,de,5649,Pre,Pre,C/(e)\,"GautArrEr, v. 5649"
936,131,3,celui,celui,cil,5649,Dem,Dem,C/V\.'C/V\,"GautArrEr, v. 5649"
937,131,4,qui,qui,qui,5649,Qux,Qux,C/V\,"GautArrEr, v. 5649"
938,131,5,tout,tout,tout,5649,QIs,QIs,C/V\,"GautArrEr, v. 5649"
939,131,6,cria,cria,créer,5649,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5649"
940,132,1,et,et,et,5650,Crd,Crd,/V\,"GautArrEr, v. 5650"
941,132,2,ciel,ciel,ciel,5650,N,N,C/V\,"GautArrEr, v. 5650"
942,132,3,et,et,et,5650,Crd,Crd,/V\,"GautArrEr, v. 5650"
943,132,4,terre,terre,terre,5650,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5650"
944,132,5,et,et,et,5650,Crd,Crd,/V\,"GautArrEr, v. 5650"
945,132,6,quanqu',quanqu',quanque,5650,Qux,Qux,C/V\,"GautArrEr, v. 5650"
946,132,7,i,i,y,5650,Prn,Prn$$,/V\,"GautArrEr, v. 5650"
947,132,8,a,a,avoir,5650,Vfin,Vfin,/V\,"GautArrEr, v. 5650"
948,133,1,descent,descent,descendre,5651,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5651"
949,133,2,toute,toute,tout,5651,QIs,QIs,'C/V\.C/(e)\,"GautArrEr, v. 5651"
950,133,3,bone,bone,bon,5651,Adj,Adj,'C/V\.C/(e)\,"GautArrEr, v. 5651"
951,133,4,aventure,aventure,aventure,5651,N,N,/V\.C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5651"
952,133,5,.,.,.,5651,Pnc,Pnc,,"GautArrEr, v. 5651"
953,134,1,si,si,si,5652,Adv,Adv,C/V\,"GautArrEr, v. 5652"
954,134,2,va,va,aller,5652,Vfin,Vfin,C/V\,"GautArrEr, v. 5652"
955,134,3,cascune,cascune,chacun,5652,QIs,QIs,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5652"
956,134,4,creature,creature,créature,5652,N,N,C/V\.C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5652"
957,134,5,:,:,:,5652,Pnc,Pnc,,"GautArrEr, v. 5652"
958,135,1,pluisor,pluisor,plusieurs,5653,QIs,QIs,C/V\.'C/V\,"GautArrEr, v. 5653"
959,135,2,en,en,en,5653,Prn,Prn$$,/V\,"GautArrEr, v. 5653"
960,135,3,usent,usent,user,5653,Vfin,Vfin,'/V\.C/e\,"GautArrEr, v. 5653"
961,135,4,conme,conme,comme,5653,Sub,Sub,'C/V\.C/(e)\,"GautArrEr, v. 5653"
962,135,5,sage,sage,sage,5653,Adj,Adj,'C/V\.C/(e)\,"GautArrEr, v. 5653"
963,135,6,",",",",",",5653,Pnc,Pnc,,"GautArrEr, v. 5653"
964,136,1,et,et,et,5654,Crd,Crd,/V\,"GautArrEr, v. 5654"
965,136,2,li,li,le,5654,Det,Det,C/V\,"GautArrEr, v. 5654"
966,136,3,pluisor,pluisor,plusieurs,5654,QIs,QIs,C/V\.'C/V\,"GautArrEr, v. 5654"
967,136,4,a,a,à,5654,Pre,Pre,/V\,"GautArrEr, v. 5654"
968,136,5,lor,lor,leur,5654,Det,Det,C/V\,"GautArrEr, v. 5654"
969,136,6,damage,damage,dommage,5654,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5654"
970,136,7,.,.,.,5654,Pnc,Pnc,,"GautArrEr, v. 5654"
971,137,1,qui,qui,qui,5655,Qux,Qux,C/V\,"GautArrEr, v. 5655"
972,137,2,diu,diu,Dieu,5655,N,N,C/V\,"GautArrEr, v. 5655"
973,137,3,en,en,en,5655,Prn,Prn$$,/V\,"GautArrEr, v. 5655"
974,137,4,sert,sert,servir,5655,Vfin,Vfin,C/V\,"GautArrEr, v. 5655"
975,137,5,",",",",",",5655,Pnc,Pnc,,"GautArrEr, v. 5655"
976,137,6,si,si,si,5655,Adv,Adv,C/V\,"GautArrEr, v. 5655"
977,137,7,fait,fait,faire,5655,Vfin,Vfin,C/V\,"GautArrEr, v. 5655"
978,137,8,savoir,savoir,savoir,5655,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5655"
979,137,9,",",",",",",5655,Pnc,Pnc,,"GautArrEr, v. 5655"
980,138,1,et,et,et,5656,Crd,Crd,/V\,"GautArrEr, v. 5656"
981,138,2,qui,qui,qui,5656,Qux,Qux,C/V\,"GautArrEr, v. 5656"
982,138,3,d',d',de,5656,Pre,Pre,C/\,"GautArrEr, v. 5656"
983,138,4,autrui,autrui,autrui,5656,Adj,Adj,/V\.'C/V\,"GautArrEr, v. 5656"
984,138,5,le,le,le,5656,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5656"
985,138,6,cuide,cuide,cuider,5656,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5656"
986,138,7,avoir,avoir,avoir,5656,Vinf,Vinf,/V\.'C/V\,"GautArrEr, v. 5656"
987,139,1,ne,ne,ne,5657,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5657"
988,139,2,puet,puet,pouvoir,5657,Vfin,Vfin,C/V\,"GautArrEr, v. 5657"
989,139,3,mie,mie,mie,5657,Neg,Neg,'C/V\./(e)\,"GautArrEr, v. 5657"
990,139,4,a,a,à,5657,Pre,Pre,/V\,"GautArrEr, v. 5657"
991,139,5,bon,bon,bon,5657,Adj,Adj,C/V\,"GautArrEr, v. 5657"
992,139,6,cief,cief,chef,5657,N,N,C/V\,"GautArrEr, v. 5657"
993,139,7,venir,venir,venir,5657,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5657"
994,139,8,.,.,.,5657,Pnc,Pnc,,"GautArrEr, v. 5657"
995,140,1,que,que,que,5658,Qux,Qux,C/(e)\,"GautArrEr, v. 5658"
996,140,2,valt,valt,valoir,5658,Vfin,Vfin,C/V\,"GautArrEr, v. 5658"
997,140,3,lons,lons,long,5658,Adj,Adj,C/V\,"GautArrEr, v. 5658"
998,140,4,sermons,sermons,sermon,5658,N,N,C/V\.'C/V\,"GautArrEr, v. 5658"
999,140,5,a,a,à,5658,Pre,Pre,/V\,"GautArrEr, v. 5658"
1000,140,6,tenir,tenir,tenir,5658,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5658"
1001,140,7,?,?,?,5658,Pnc,Pnc,,"GautArrEr, v. 5658"
1002,141,1,mais,mais,mais,5659,Crd,Crd,C/V\,"GautArrEr, v. 5659"
1003,141,2,croi,croi,croire,5659,Vfin,Vfin,C/V\,"GautArrEr, v. 5659"
1004,141,3,en,en,en,5659,Pre,Pre,/V\,"GautArrEr, v. 5659"
1005,141,4,celui,celui,cil,5659,Dem,Dem,C/V\.'C/V\,"GautArrEr, v. 5659"
1006,141,5,fermement,fermement,fermement,5659,Adv,Adv,C/V\.C/e\.'C/V\,"GautArrEr, v. 5659"
1007,142,1,qui,qui,qui,5660,Qux,Qux,C/V\,"GautArrEr, v. 5660"
1008,142,2,soustient,soustient,soutenir,5660,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5660"
1009,142,3,cel,cel,cil,5660,Dem,Dem,C/V\,"GautArrEr, v. 5660"
1010,142,4,biel,biel,beau,5660,Adj,Adj,C/V\,"GautArrEr, v. 5660"
1011,142,5,firmament,firmament,firmament,5660,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5660"
1012,143,1,qui,qui,qui,5661,Qux,Qux,C/V\,"GautArrEr, v. 5661"
1013,143,2,ne,ne,ne,5661,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5661"
1014,143,3,canciele,canciele,chanceler,5661,Vfin,Vfin,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5661"
1015,143,4,ne,ne,ne,5661,Crd,Crd,C/(e)\,"GautArrEr, v. 5661"
1016,143,5,ne,ne,ne,5661,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5661"
1017,143,6,ciet,ciet,choir,5661,Vfin,Vfin,C/V\,"GautArrEr, v. 5661"
1018,143,7,;,;,;,5661,Pnc,Pnc,,"GautArrEr, v. 5661"
1019,144,1,cil,cil,cil,5662,Dem,Dem,C/V\,"GautArrEr, v. 5662"
1020,144,2,est,est,être,5662,Vfin,Vfin,/V\,"GautArrEr, v. 5662"
1021,144,3,bon,bon,bon,5662,Adj,Adj,C/V\,"GautArrEr, v. 5662"
1022,144,4,sire,sire,sire,5662,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5662"
1023,144,5,qui,qui,qui,5662,Qux,Qux,C/V\,"GautArrEr, v. 5662"
1024,144,6,i,i,y,5662,Prn,Prn$$,/V\,"GautArrEr, v. 5662"
1025,144,7,siet,siet,seoir,5662,Vfin,Vfin,C/V\,"GautArrEr, v. 5662"
1026,144,8,.,.,.,5662,Pnc,Pnc,,"GautArrEr, v. 5662"
1027,145,1,vois,vois,voir,5663,Vfin,Vfin,C/V\,"GautArrEr, v. 5663"
1028,145,2,les,les,le,5663,Det,Det,C/V\,"GautArrEr, v. 5663"
1029,145,3,estoiles,estoiles,étoile,5663,N,N,/V\.'C/V\.C/e\,"GautArrEr, v. 5663"
1030,145,4,qui,qui,qui,5663,Qux,Qux,C/V\,"GautArrEr, v. 5663"
1031,145,5,i,i,y,5663,Prn,Prn$$,/V\,"GautArrEr, v. 5663"
1032,145,6,luisent,luisent,luire,5663,Vfin,Vfin,'C/V\.C/e\,"GautArrEr, v. 5663"
1033,145,7,",",",",",",5663,Pnc,Pnc,,"GautArrEr, v. 5663"
1034,146,1,vois,vois,voir,5664,Vfin,Vfin,C/V\,"GautArrEr, v. 5664"
1035,146,2,les,les,le,5664,Det,Det,C/V\,"GautArrEr, v. 5664"
1036,146,3,signes,signes,signe,5664,N,N,'C/V\.C/e\,"GautArrEr, v. 5664"
1037,146,4,qui,qui,qui,5664,Qux,Qux,C/V\,"GautArrEr, v. 5664"
1038,146,5,riens,riens,rien,5664,N,N,C/V\,"GautArrEr, v. 5664"
1039,146,6,n',n',ne,5664,Neg,Neg$$,C/\,"GautArrEr, v. 5664"
1040,146,7,i,i,y,5664,Prn,Prn$$,/V\,"GautArrEr, v. 5664"
1041,146,8,nuisent,nuisent,nuire,5664,Vfin,Vfin,'C/V\.C/e\,"GautArrEr, v. 5664"
1042,146,9,",",",",",",5664,Pnc,Pnc,,"GautArrEr, v. 5664"
1043,147,1,vois,vois,voir,5665,Vfin,Vfin,C/V\,"GautArrEr, v. 5665"
1044,147,2,le,le,le,5665,Det,Det,C/(e)\,"GautArrEr, v. 5665"
1045,147,3,lune,lune,lune,5665,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5665"
1046,147,4,con,con,comme,5665,Sub,Sub,C/V\,"GautArrEr, v. 5665"
1047,147,5,est,est,être,5665,Vfin,Vfin,/V\,"GautArrEr, v. 5665"
1048,147,6,vermelle,vermelle,vermeil,5665,Adj,Adj,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5665"
1049,147,7,:,:,:,5665,Pnc,Pnc,,"GautArrEr, v. 5665"
1050,148,1,se,se,si,5666,Sub,Sub,C/(e)\,"GautArrEr, v. 5666"
1051,148,2,il,il,il,5666,Prn,Prn$,/V\,"GautArrEr, v. 5666"
1052,148,3,n',n',ne,5666,Neg,Neg$$,C/\,"GautArrEr, v. 5666"
1053,148,4,avoit,avoit,avoir,5666,Vfin,Vfin,/V\.'C/V\,"GautArrEr, v. 5666"
1054,148,5,plus,plus,plus,5666,Adv,Adv,C/V\,"GautArrEr, v. 5666"
1055,148,6,de,de,de,5666,Pre,Pre,C/(e)\,"GautArrEr, v. 5666"
1056,148,7,mervelle,mervelle,merveille,5666,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5666"
1057,148,8,",",",",",",5666,Pnc,Pnc,,"GautArrEr, v. 5666"
1058,149,1,sel,sel,si.le,5667,Adv+Prn,Adv+Prn$$,C/V\,"GautArrEr, v. 5667"
1059,149,2,devroit,devroit,devoir,5667,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5667"
1060,149,3,on,on,on,5667,Prn,Prn%,/V\,"GautArrEr, v. 5667"
1061,149,4,bien,bien,bien,5667,Adv,Adv,C/V\,"GautArrEr, v. 5667"
1062,149,5,aourer,aourer,aorer,5667,Vinf,Vinf,/(V)\./V\.'C/V\,"GautArrEr, v. 5667"
1063,149,6,.,.,.,5667,Pnc,Pnc,,"GautArrEr, v. 5667"
1064,150,1,vois,vois,voir,5668,Vfin,Vfin,C/V\,"GautArrEr, v. 5668"
1065,150,2,le,le,le,5668,Det,Det,C/(e)\,"GautArrEr, v. 5668"
1066,150,3,solel,solel,soleil,5668,N,N,C/V\.'C/V\,"GautArrEr, v. 5668"
1067,150,4,qui,qui,qui,5668,Qux,Qux,C/V\,"GautArrEr, v. 5668"
1068,150,5,demourer,demourer,demeurer,5668,Vinf,Vinf,C/V\.C/V\.'C/V\,"GautArrEr, v. 5668"
1069,151,1,ne,ne,ne,5669,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5669"
1070,151,2,puet,puet,pouvoir,5669,Vfin,Vfin,C/V\,"GautArrEr, v. 5669"
1071,151,3,en,en,en,5669,Pre,Pre,/V\,"GautArrEr, v. 5669"
1072,151,4,un,un,un,5669,QIs,QIs,/V\,"GautArrEr, v. 5669"
1073,151,5,liu,liu,lieu,5669,N,N,C/V\,"GautArrEr, v. 5669"
1074,151,6,tel,tel,tel,5669,Adj,Adj,C/V\,"GautArrEr, v. 5669"
1075,151,7,piece,piece,pièce,5669,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5669"
1076,151,8,a,a,avoir,5669,Vfin,Vfin,/V\,"GautArrEr, v. 5669"
1077,151,9,",",",",",",5669,Pnc,Pnc,,"GautArrEr, v. 5669"
1078,152,1,si,si,si,5670,Adv,Adv,C/V\,"GautArrEr, v. 5670"
1079,152,2,naist,naist,naître,5670,Vfin,Vfin,C/V\,"GautArrEr, v. 5670"
1080,152,3,et,et,et,5670,Crd,Crd,/V\,"GautArrEr, v. 5670"
1081,152,4,couce,couce,coucher,5670,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5670"
1082,152,5,par,par,par,5670,Pre,Pre,C/V\,"GautArrEr, v. 5670"
1083,152,6,decha,decha,deçà,5670,PrA,PrA,C/e\.'C/V\,"GautArrEr, v. 5670"
1084,153,1,et,et,et,5671,Crd,Crd,/V\,"GautArrEr, v. 5671"
1085,153,2,puis,puis,puis,5671,PrA,PrA,C/V\,"GautArrEr, v. 5671"
1086,153,3,revient,revient,revenir,5671,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5671"
1087,153,4,a,a,à,5671,Pre,Pre,/V\,"GautArrEr, v. 5671"
1088,153,5,l',l',le,5671,Det,Det,C/\,"GautArrEr, v. 5671"
1089,153,6,ajorner,ajorner,ajourner,5671,Vinf,Vinf,/V\.C/V\.'C/V\,"GautArrEr, v. 5671"
1090,153,7,.,.,.,5671,Pnc,Pnc,,"GautArrEr, v. 5671"
1091,154,1,nus,nus,nul,5672,QIs,QIs,C/V\,"GautArrEr, v. 5672"
1092,154,2,nel,nel,ne.le,5672,Neg+Prn,Neg$$+Prn$$,C/V\,"GautArrEr, v. 5672"
1093,154,3,peust,peust,pouvoir,5672,Vfin,Vfin,C/(V)\.'/V\,"GautArrEr, v. 5672"
1094,154,4,si,si,si,5672,Adv,Adv,C/V\,"GautArrEr, v. 5672"
1095,154,5,atorner,atorner,atourner,5672,Vinf,Vinf,/V\.C/V\.'C/V\,"GautArrEr, v. 5672"
1096,155,1,fors,fors,fors,5673,PrA,PrA,C/V\,"GautArrEr, v. 5673"
1097,155,2,nostre,nostre,notre,5673,Det,Det,'C/V\.C/(e)\,"GautArrEr, v. 5673"
1098,155,3,sire,sire,sire,5673,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5673"
1099,155,4,jhesu,jhesu,Jésus,5673,N,N,C/V\.'C/V\,"GautArrEr, v. 5673"
1100,155,5,crist,crist,Christ,5673,N,N,C/V\,"GautArrEr, v. 5673"
1101,155,6,",",",",",",5673,Pnc,Pnc,,"GautArrEr, v. 5673"
1102,156,1,qui,qui,qui,5674,Qux,Qux,C/V\,"GautArrEr, v. 5674"
1103,156,2,por,por,pour,5674,Pre,Pre,C/V\,"GautArrEr, v. 5674"
1104,156,3,le,le,le,5674,Det,Det,C/(e)\,"GautArrEr, v. 5674"
1105,156,4,pecié,pecié,péché,5674,N,N,C/V\.'C/V\,"GautArrEr, v. 5674"
1106,156,5,k',k',que,5674,Qux,Qux,C/\,"GautArrEr, v. 5674"
1107,156,6,eve,eve,Ève,5674,N,N,'/V\.C/(e)\,"GautArrEr, v. 5674"
1108,156,7,fist,fist,faire,5674,Vfin,Vfin,C/V\,"GautArrEr, v. 5674"
1109,157,1,dedens,dedens,dedans,5675,PrA,PrA,C/V\.'C/V\,"GautArrEr, v. 5675"
1110,157,2,le,le,le,5675,Det,Det,C/(e)\,"GautArrEr, v. 5675"
1111,157,3,virge,virge,vierge,5675,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5675"
1112,157,4,descendi,descendi,descendre,5675,Vfin,Vfin,C/V\.C/V\.'C/V\,"GautArrEr, v. 5675"
1113,158,1,et,et,et,5676,Crd,Crd,/V\,"GautArrEr, v. 5676"
1114,158,2,soufri,soufri,souffrir,5676,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5676"
1115,158,3,puis,puis,puis,5676,PrA,PrA,C/V\,"GautArrEr, v. 5676"
1116,158,4,c',c',que,5676,Sub,Sub,C/\,"GautArrEr, v. 5676"
1117,158,5,on,on,on,5676,Prn,Prn$,/V\,"GautArrEr, v. 5676"
1118,158,6,le,le,le,5676,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5676"
1119,158,7,pendi,pendi,pendre,5676,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5676"
1120,158,8,;,;,;,5676,Pnc,Pnc,,"GautArrEr, v. 5676"
1121,159,1,en,en,en,5677,Pre,Pre,/V\,"GautArrEr, v. 5677"
1122,159,2,le,le,le,5677,Det,Det,C/(e)\,"GautArrEr, v. 5677"
1123,159,3,crois,crois,croix,5677,N,N,C/V\,"GautArrEr, v. 5677"
1124,159,4,fu,fu,être,5677,Vfin,Vfin,C/V\,"GautArrEr, v. 5677"
1125,159,5,a,a,à,5677,Pre,Pre,/V\,"GautArrEr, v. 5677"
1126,159,6,mort,mort,mort,5677,N,N,C/V\,"GautArrEr, v. 5677"
1127,159,7,penés,penés,peiner,5677,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5677"
1128,159,8,",",",",",",5677,Pnc,Pnc,,"GautArrEr, v. 5677"
1129,160,1,que,que,que,5678,Qux,Qux,C/(e)\,"GautArrEr, v. 5678"
1130,160,2,cordroés,cordroés,Cordroés,5678,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5678"
1131,160,3,li,li,le,5678,Det,Det,C/V\,"GautArrEr, v. 5678"
1132,160,4,mal,mal,mal,5678,Adv,Adv,C/V\,"GautArrEr, v. 5678"
1133,160,5,senés,senés,sené,5678,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5678"
1134,161,1,prist,prist,prendre,5679,Vfin,Vfin,C/V\,"GautArrEr, v. 5679"
1135,161,2,en,en,en,5679,Pre,Pre,/V\,"GautArrEr, v. 5679"
1136,161,3,jherusalem,jherusalem,Jérusalem,5679,N,N,C/V\.C/V\.C/V\.'C/V\,"GautArrEr, v. 5679"
1137,161,4,jadis,jadis,jadis,5679,Adv,Adv,C/V\.'C/V\,"GautArrEr, v. 5679"
1138,162,1,si,si,si,5680,Adv,Adv,C/V\,"GautArrEr, v. 5680"
1139,162,2,le,le,le,5680,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5680"
1140,162,3,mist,mist,mettre,5680,Vfin,Vfin,C/V\,"GautArrEr, v. 5680"
1141,162,4,en,en,en,5680,Pre,Pre,/V\,"GautArrEr, v. 5680"
1142,162,5,son,son,son,5680,Det,Det,C/V\,"GautArrEr, v. 5680"
1143,162,6,paradis,paradis,paradis,5680,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5680"
1144,162,7,.,.,.,5680,Pnc,Pnc,,"GautArrEr, v. 5680"
1145,163,1,u,u,ou,5681,Crd,Crd,/V\,"GautArrEr, v. 5681"
1146,163,2,ele,ele,elle,5681,Prn,Prn$,'/V\.C/(e)\,"GautArrEr, v. 5681"
1147,163,3,m',m',me,5681,Prn,Prn$$,C/\,"GautArrEr, v. 5681"
1148,163,4,iert,iert,être,5681,Vfin,Vfin,/V\,"GautArrEr, v. 5681"
1149,163,5,par,par,par,5681,Pre,Pre,C/V\,"GautArrEr, v. 5681"
1150,163,6,toi,toi,toi,5681,Prn,Prn,C/V\,"GautArrEr, v. 5681"
1151,163,7,rendue,rendue,rendre,5681,Vpp,Vpp,C/V\.'C/V\./(e)\,"GautArrEr, v. 5681"
1152,163,8,",",",",",",5681,Pnc,Pnc,,"GautArrEr, v. 5681"
1153,164,1,u,u,ou,5682,Crd,Crd,/V\,"GautArrEr, v. 5682"
1154,164,2,ele,ele,elle,5682,Prn,Prn$,'/V\.C/(e)\,"GautArrEr, v. 5682"
1155,164,3,t',t',te,5682,Prn,Prn$$,C/\,"GautArrEr, v. 5682"
1156,164,4,iert,iert,être,5682,Vfin,Vfin,/V\,"GautArrEr, v. 5682"
1157,164,5,molt,molt,moult,5682,QIs,QIs,C/V\,"GautArrEr, v. 5682"
1158,164,6,cier,cier,cher,5682,Adj,Adj,C/V\,"GautArrEr, v. 5682"
1159,164,7,vendue,vendue,vendre,5682,Vpp,Vpp,C/V\.'C/V\./(e)\,"GautArrEr, v. 5682"
1160,164,8,:,:,:,5682,Pnc,Pnc,,"GautArrEr, v. 5682"
1161,165,1,porter,porter,porter,5683,Vinf,Vinf,C/V\.'C/V\,"GautArrEr, v. 5683"
1162,165,2,le,le,le,5683,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5683"
1163,165,3,voel,voel,vouloir,5683,Vfin,Vfin,C/V\,"GautArrEr, v. 5683"
1164,165,4,en,en,en,5683,Pre,Pre,/V\,"GautArrEr, v. 5683"
1165,165,5,belleem,belleem,Bethléem,5683,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5683"
1166,166,1,et,et,et,5684,Crd,Crd,/V\,"GautArrEr, v. 5684"
1167,166,2,puis,puis,puis,5684,PrA,PrA,C/V\,"GautArrEr, v. 5684"
1168,166,3,tres,tres,très,5684,PrA,PrA,C/V\,"GautArrEr, v. 5684"
1169,166,4,qu',qu',que,5684,Sub,Sub,C/\,"GautArrEr, v. 5684"
1170,166,5,en,en,en,5684,Pre,Pre,/V\,"GautArrEr, v. 5684"
1171,166,6,jherusalem,jherusalem,Jérusalem,5684,N,N,C/V\.C/V\.C/V\.'C/V\,"GautArrEr, v. 5684"
1172,166,7,",",",",",",5684,Pnc,Pnc,,"GautArrEr, v. 5684"
