wd_id,line_id,linewd,word,lex_id,pos_nca,syntag,syntag2,syllabified,lemma,ref,tei_right,tei_left
839,135,3,la,la,DET:def:obj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 135",,
840,135,4,mer,mer,NOM:obj:femi:sg,N,N,C/V\,mer,"Coincy, II Mir 22, v. 135",,
841,135,5,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 22, v. 135",,
842,135,6,outre,outre,ADV,PrA,PrA,'/V\.C/(e)\,outre,"Coincy, II Mir 22, v. 135",,
843,135,7,le,le,DET:def:obj:masc:sg,Det,Det,C/(e)\,le,"Coincy, II Mir 22, v. 135",,
844,135,8,rin,rin,NPR:obj:masc:sg,N,N,C/V\,Rhin,"Coincy, II Mir 22, v. 135",</l>,
845,136,1,venront,venront,VER:futu:3:pl,Vfin,Vfin,C/V\.'C/V\,venir,"Coincy, II Mir 22, v. 136",,<l n=&quot;136&quot;>
846,136,2,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 22, v. 136",,
847,136,3,tanz,tanz,NOM:obj:masc:sg,N,N,C/V\,temps,"Coincy, II Mir 22, v. 136",,
848,136,4,li,li,DET:def:suj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 136",,
849,136,5,pelerin,pelerin,NOM:suj:masc:pl,N,N,C/V\.C/e\.'C/V\,pèlerin,"Coincy, II Mir 22, v. 136",</l>,
850,137,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 22, v. 137",,<l n=&quot;137&quot;>
851,137,2,cui,cui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 137",,
852,137,3,aport,aport,NOM:obj:masc:sg,N,N,/V\.'C/V\,apport,"Coincy, II Mir 22, v. 137",,
853,137,4,vostre,vostre,DET:poss:suj:femi:sg,Det,Det,'C/V\.C/(e)\,votre,"Coincy, II Mir 22, v. 137",,
854,137,5,chapele,chapele,NOM:suj:femi:sg,N,N,C/V\.'C/V\.C/(e)\,chapelle,"Coincy, II Mir 22, v. 137",</l>,
855,138,1,faite,faite,VER:pper:femi:sg,Vpp,Vpp,'C/V\.C/(e)\,faire,"Coincy, II Mir 22, v. 138",,<l n=&quot;138&quot;>
856,138,2,sera,sera,VER:futu:3:sg,Vfin,Vfin,C/V\.'C/V\,être,"Coincy, II Mir 22, v. 138",,
857,138,3,plaisanz,plaisanz,VER:ppre:pl,Vprs,Vprs,C/V\.'C/V\,plaire,"Coincy, II Mir 22, v. 138",,
858,138,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 138",,
859,138,5,bele,bele,ADJ:suj:femi:sg,Adj,Adj,'C/V\.C/(e)\,beau,"Coincy, II Mir 22, v. 138",</l>,
860,139,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 139",,<l n=&quot;139&quot;>
861,139,2,pour,pour,PRE,Pre,Pre,C/V\,pour,"Coincy, II Mir 22, v. 139",,
862,139,3,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 22, v. 139",,
863,139,4,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 139",,
864,139,5,en,en,PRE,Pre,Pre,/V\,en,"Coincy, II Mir 22, v. 139",,
865,139,6,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 22, v. 139",,
866,139,7,grant,grant,ADJ:obj:femi:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 139",,
867,139,8,poverte,poverte,NOM:obj:femi:sg,N,N,C/V\.'C/V\.C/(e)\,poverte,"Coincy, II Mir 22, v. 139",</l>,
868,140,1,cil,cil,PRO:demo:suj:masc:pl,Dem,Dem,C/V\,cil,"Coincy, II Mir 22, v. 140",,<l n=&quot;140&quot;>
869,140,2,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 22, v. 140",,
870,140,3,soissons,soissons,NPR:obj:masc:sg,N,N,C/V\.'C/V\,Soissons,"Coincy, II Mir 22, v. 140",,
871,140,4,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 22, v. 140",,
872,140,5,ont,ont,VER:pres:3:pl,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 140",,
873,140,6,tant,tant,ADV,QIs,QIs,C/V\,tant,"Coincy, II Mir 22, v. 140",,
874,140,7,sofferte,sofferte,VER:pper:femi:sg,Vpp,Vpp,C/V\.'C/V\.C/(e)\,souffrir,"Coincy, II Mir 22, v. 140",</l>,
875,141,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 141",,<l n=&quot;141&quot;>
876,141,2,mautalent,mautalent,NOM:obj:masc:sg,N,N,C/V\.C/V\.'C/V\,maltalent,"Coincy, II Mir 22, v. 141",,
877,141,3,m',m',PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/\,me,"Coincy, II Mir 22, v. 141",,
878,141,4,ont,ont,VER:pres:3:pl,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 141",,
879,141,5,escité,escité,VER:pper:masc:sg,Vpp,Vpp,/V\.C/V\.'C/V\,exciter,"Coincy, II Mir 22, v. 141",</l>,
880,142,1,s,s,PROCON,Adv,Adv,C/\,si,"Coincy, II Mir 22, v. 142",,<pb n=&quot;196&quot;/><l n=&quot;142&quot;>
881,142,2,envoiera,envoiera,VER:futu:1:sg,Vfin,Vfin,/V\.C/V\.C/e\.'C/V\,envoyer,"Coincy, II Mir 22, v. 142",,
882,142,3,sour,sour,PRE,PrA,PrA,C/V\,sur,"Coincy, II Mir 22, v. 142",,
883,142,4,la,la,DET:def:obj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 142",,
884,142,5,cité,cité,NOM:obj:femi:sg,N,N,C/V\.'C/V\,cité,"Coincy, II Mir 22, v. 142",</l>,
885,143,1,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 22, v. 143",,<l n=&quot;143&quot;>
886,143,2,grant,grant,ADJ:obj:masc:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 143",,
887,143,3,flael,flael,NOM:obj:masc:sg,N,N,C/V\.'C/V\,fléau,"Coincy, II Mir 22, v. 143",,
888,143,4,tuit,tuit,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 22, v. 143",,
889,143,5,crieront,crieront,VER:futu:3:pl,Vfin,Vfin,C/V\.C/e\.'C/V\,crier,"Coincy, II Mir 22, v. 143",</l>,
890,144,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 144",,<l n=&quot;144&quot;>
891,144,2,tuit,tuit,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 22, v. 144",,
892,144,3,merci,merci,NOM:obj:femi:sg,N,N,C/V\.'C/V\,merci,"Coincy, II Mir 22, v. 144",,
893,144,4,vous,vous,PRO:pers:2:pl,Prn,Prn$$,C/V\,vous,"Coincy, II Mir 22, v. 144",,
894,144,5,prieront,prieront,VER:futu:3:pl,Vfin,Vfin,C/V\.C/e\.'C/V\,prier,"Coincy, II Mir 22, v. 144",,
895,144,6,»,»,PON:cit,Pnc,Pnc,,»,"Coincy, II Mir 22, v. 144",</l>,
896,145,1,«,«,PON:cit,Pnc,Pnc,,«,"Coincy, II Mir 22, v. 145",,<l n=&quot;145&quot;>
897,145,2,seigneur,seigneur,NOM:suj:masc:sg,N,N,C/V\.'C/V\,seigneur,"Coincy, II Mir 22, v. 145",,
898,145,3,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 22, v. 145",,
899,145,4,dist,dist,VER:simp:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 22, v. 145",,
900,145,5,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 145",,
901,145,6,enfecons,enfecons,NOM:suj:masc:sg,N,N,/V\.C/e\.'C/V\,enfançon,"Coincy, II Mir 22, v. 145",</l>,
902,146,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 146",,<l n=&quot;146&quot;>
903,146,2,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 22, v. 146",,
904,146,3,sachiez,sachiez,VER:impe:2:pl,Vfin,Vfin,C/V\.'C/V\,savoir,"Coincy, II Mir 22, v. 146",,
905,146,4,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 146",,
906,146,5,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 146",,
907,146,6,leçons,leçons,NOM:suj:femi:sg,N,N,C/V\.'C/V\,leçon,"Coincy, II Mir 22, v. 146",</l>,
908,147,1,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 147",,<l n=&quot;147&quot;>
909,147,2,toute,toute,PRO:ind:suj:femi:sg,QIs,QIs,'C/V\.C/(e)\,tout,"Coincy, II Mir 22, v. 147",,
910,147,3,vraie,vraie,ADJ:suj:femi:sg,Adj,Adj,'C/V\./(e)\,vrai,"Coincy, II Mir 22, v. 147",,
911,147,4,que,que,PROCON,Qux,Qux,C/(e)\,que,"Coincy, II Mir 22, v. 147",,
912,147,5,j,j,PRO:pers:suj:1:sg:unb,Prn,Prn$,C/\,je,"Coincy, II Mir 22, v. 147",,
913,147,6,aie,aie,VER:pres:1:sg,Vfin,Vfin,'/V\./(e)\,avoir,"Coincy, II Mir 22, v. 147",,
914,147,7,dite,dite,VER:pper:femi:sg,Vpp,Vpp,'C/V\.C/(e)\,dire,"Coincy, II Mir 22, v. 147",</l>,
915,148,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 148",,<l n=&quot;148&quot;>
916,148,2,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 22, v. 148",,
917,148,3,tanz,tanz,NOM:obj:masc:sg,N,N,C/V\,temps,"Coincy, II Mir 22, v. 148",,
918,148,4,rendrai,rendrai,VER:futu:1:sg,Vfin,Vfin,C/V\.'C/V\,rendre,"Coincy, II Mir 22, v. 148",,
919,148,5,l',l',DET:def:obj:masc:sg,Det,Det,C/\,le,"Coincy, II Mir 22, v. 148",,
920,148,6,esperite,esperite,NOM:obj:masc:sg,N,N,/V\.C/e\.'C/V\.C/(e)\,esperite,"Coincy, II Mir 22, v. 148",</l>,
921,149,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 149",,<l n=&quot;149&quot;>
922,149,2,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 22, v. 149",,
923,149,3,sachiez,sachiez,VER:impe:2:pl,Vfin,Vfin,C/V\.'C/V\,savoir,"Coincy, II Mir 22, v. 149",,
924,149,4,sanz,sanz,PRE,Pre,Pre,C/V\,sans,"Coincy, II Mir 22, v. 149",,
925,149,5,contredit,contredit,NOM:obj:masc:sg,N,N,C/V\.C/e\.'C/V\,contredit,"Coincy, II Mir 22, v. 149",</l>,
926,150,1,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 150",,<l n=&quot;150&quot;>
927,150,2,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 22, v. 150",,
928,150,3,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 150",,
929,150,4,toz,toz,DET:ind:suj:masc:sg,QIs,QIs,C/V\,tout,"Coincy, II Mir 22, v. 150",,
930,150,5,voirs,voirs,ADJ:suj:masc:sg,Adj,Adj,C/V\,voir,"Coincy, II Mir 22, v. 150",,
931,150,6,quanque,quanque,PRO:invar,Qux,Qux,'C/V\.C/(e)\,quanque,"Coincy, II Mir 22, v. 150",,
932,150,7,j,j,PRO:pers:suj:1:sg:unb,Prn,Prn$,C/\,je,"Coincy, II Mir 22, v. 150",,
933,150,8,ai,ai,VER:pres:1:sg,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 150",,
934,150,9,dit,dit,VER:pper:masc:sg,Vpp,Vpp,C/V\,dire,"Coincy, II Mir 22, v. 150",</l>,
935,151,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 151",,<l n=&quot;151&quot;>
936,151,2,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 22, v. 151",,
937,151,3,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 22, v. 151",,
938,151,4,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 22, v. 151",,
939,151,5,mois,mois,NOM:obj:masc:sg,N,N,C/V\,mois,"Coincy, II Mir 22, v. 151",,
940,151,6,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 22, v. 151",,
941,151,7,viverai,viverai,VER:futu:1:sg,Vfin,Vfin,C/V\.C/e\.'C/V\,vivre,"Coincy, II Mir 22, v. 151",</l>,
942,152,1,sanz,sanz,PRE,Pre,Pre,C/V\,sans,"Coincy, II Mir 22, v. 152",,<l n=&quot;152&quot;>
943,152,2,revenir,revenir,VER:infi,Vinf,Vinf,C/V\.C/e\.'C/V\,revenir,"Coincy, II Mir 22, v. 152",,
944,152,3,lors,lors,ADV,Adv,Adv,C/V\,lors,"Coincy, II Mir 22, v. 152",,
945,152,4,m',m',PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/\,me,"Coincy, II Mir 22, v. 152",,
946,152,5,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 152",,
947,152,6,irai,irai,VER:futu:1:sg,Vfin,Vfin,/V\.'C/V\,aller,"Coincy, II Mir 22, v. 152",,
948,152,7,»,»,PON:cit,Pnc,Pnc,,»,"Coincy, II Mir 22, v. 152",</l>,
949,153,1,maistres,maistres,NOM:suj:masc:sg,N,N,'C/V\.C/e\,maître,"Coincy, II Mir 22, v. 153",,<l n=&quot;153&quot;>
950,153,2,huëz,huëz,NPR:suj:masc:sg,N,N,'C/V\./e\,Hué,"Coincy, II Mir 22, v. 153",,
951,153,3,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 153",,
952,153,4,farsis,farsis,NPR:suj:masc:sg,N,N,C/V\.'C/V\,UNKNOWN,"Coincy, II Mir 22, v. 153",,
953,153,5,dit,dit,VER:simp:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 22, v. 153",</l>,
954,154,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 154",,<l n=&quot;154&quot;>
955,154,2,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 22, v. 154",,
956,154,3,parla,parla,VER:simp:3:sg,Vfin,Vfin,C/V\.'C/V\,parler,"Coincy, II Mir 22, v. 154",,
957,154,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 154",,
958,154,5,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 22, v. 154",,
959,154,6,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 22, v. 154",,
960,154,7,vit,vit,VER:simp:3:sg,Vfin,Vfin,C/V\,voir,"Coincy, II Mir 22, v. 154",</l>,
961,155,1,c',c',PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 155",,<l n=&quot;155&quot;>
962,155,2,onques,onques,ADV,Adv,Adv,'/V\.C/e\,onques,"Coincy, II Mir 22, v. 155",,
963,155,3,lettre,lettre,NOM:obj:femi:pl,N,N,'C/V\.C/(e)\,lettre,"Coincy, II Mir 22, v. 155",,
964,155,4,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 22, v. 155",,
965,155,5,ot,ot,VER:simp:3:sg,Vfin,Vfin,/V\,avoir,"Coincy, II Mir 22, v. 155",,
966,155,6,conneue,conneue,VER:pper:femi:pl,Vpp,Vpp,C/V\.C/(V)\.'/V\./(e)\,connaître,"Coincy, II Mir 22, v. 155",</l>,
967,156,1,n,n,PRO:clit,Crd,Crd,C/\,ne,"Coincy, II Mir 22, v. 156",,<l n=&quot;156&quot;>
968,156,2,onques,onques,ADV,Adv,Adv,'/V\.C/e\,onques,"Coincy, II Mir 22, v. 156",,
969,156,3,lettre,lettre,NOM:obj:femi:pl,N,N,'C/V\.C/(e)\,lettre,"Coincy, II Mir 22, v. 156",,
970,156,4,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 22, v. 156",,
971,156,5,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 22, v. 156",,
972,156,6,veue,veue,VER:pper:femi:pl,Vpp,Vpp,C/(V)\.'/V\./(e)\,voir,"Coincy, II Mir 22, v. 156",</l>,
973,157,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 157",,<l n=&quot;157&quot;>
974,157,2,luëz,luëz,ADV,Adv,Adv,C/V\,luès,"Coincy, II Mir 22, v. 157",,
975,157,3,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 157",,
976,157,4,s,s,DET:poss:suj:femi:sg,Det,Det,C/\,son,"Coincy, II Mir 22, v. 157",,
977,157,5,ame,ame,NOM:suj:femi:sg,N,N,'/V\.C/(e)\,âme,"Coincy, II Mir 22, v. 157",,
978,157,6,dou,dou,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 22, v. 157",,
979,157,7,ciel,ciel,NOM:obj:masc:sg,N,N,C/V\,ciel,"Coincy, II Mir 22, v. 157",,
980,157,8,vint,vint,VER:simp:3:sg,Vfin,Vfin,C/V\,venir,"Coincy, II Mir 22, v. 157",</l>,
981,158,1,telz,telz,ADJ:suj:masc:sg,Adj,Adj,C/V\,tel,"Coincy, II Mir 22, v. 158",,<l n=&quot;158&quot;>
982,158,2,clers,clers,NOM:suj:masc:sg,N,N,C/V\,clerc,"Coincy, II Mir 22, v. 158",,
983,158,3,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 158",,
984,158,4,telz,telz,ADJ:suj:masc:sg,Adj,Adj,C/V\,tel,"Coincy, II Mir 22, v. 158",,
985,158,5,devinz,devinz,NOM:suj:masc:sg,Adj,Adj,C/V\.'C/V\,devin,"Coincy, II Mir 22, v. 158",,
986,158,6,devint,devint,VER:simp:3:sg,Vfin,Vfin,C/V\.'C/V\,devenir,"Coincy, II Mir 22, v. 158",</l>,
987,159,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 22, v. 159",,<l n=&quot;159&quot;>
988,159,2,toute,toute,PRO:ind:obj:femi:sg,QIs,QIs,'C/V\.C/(e)\,tout,"Coincy, II Mir 22, v. 159",,
989,159,3,seut,seut,VER:simp:3:sg,Vfin,Vfin,C/V\,savoir,"Coincy, II Mir 22, v. 159",,
990,159,4,divinité,divinité,NOM:obj:femi:sg,N,N,C/V\.C/V\.C/V\.'C/V\,divinité,"Coincy, II Mir 22, v. 159",</l>,
991,160,1,tuit,tuit,DET:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 22, v. 160",,<l n=&quot;160&quot;>
992,160,2,li,li,DET:def:suj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 160",,
993,160,3,bon,bon,ADJ:suj:masc:pl,Adj,Adj,C/V\,bon,"Coincy, II Mir 22, v. 160",,
994,160,4,cler,cler,NOM:suj:masc:pl,N,N,C/V\,clerc,"Coincy, II Mir 22, v. 160",,
995,160,5,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 22, v. 160",,
996,160,6,la,la,DET:def:obj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 160",,
997,160,7,cité,cité,NOM:obj:femi:sg,N,N,C/V\.'C/V\,cité,"Coincy, II Mir 22, v. 160",</l>,
998,161,1,son,son,DET:poss:obj:masc:sg,Det,Det,C/V\,son,"Coincy, II Mir 22, v. 161",,<l n=&quot;161&quot;>
999,161,2,parfont,parfont,ADJ:obj:masc:sg,Adj,Adj,C/V\.'C/V\,parfond,"Coincy, II Mir 22, v. 161",,
1000,161,3,senz,senz,NOM:obj:masc:sg,N,N,C/V\,sens,"Coincy, II Mir 22, v. 161",,
1001,161,4,oïr,oïr,VER:infi,Vinf,Vinf,/V\.'C/V\,ouïr,"Coincy, II Mir 22, v. 161",,
1002,161,5,venoyent,venoyent,VER:impf:3:pl,Vfin,Vfin,C/V\.'C/V\./e\,venir,"Coincy, II Mir 22, v. 161",</l>,
1003,162,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 162",,<l n=&quot;162&quot;>
1004,162,2,lor,lor,DET:poss:obj:femi:pl,Det,Det,C/V\,leur,"Coincy, II Mir 22, v. 162",,
1005,162,3,doutances,doutances,NOM:obj:femi:pl,N,N,C/V\.'C/V\.C/e\,doutance,"Coincy, II Mir 22, v. 162",,
1006,162,4,demandoient,demandoient,VER:impf:3:pl,Vfin,Vfin,C/V\.C/V\.'C/V\./e\,demander,"Coincy, II Mir 22, v. 162",</l>,
1007,163,1,tant,tant,ADV,QIs,QIs,C/V\,tant,"Coincy, II Mir 22, v. 163",,<l n=&quot;163&quot;>
1008,163,2,ert,ert,VER:impf:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 163",,
1009,163,3,bons,bons,ADJ:suj:masc:sg,Adj,Adj,C/V\,bon,"Coincy, II Mir 22, v. 163",,
1010,163,4,clers,clers,NOM:suj:masc:sg,N,N,C/V\,clerc,"Coincy, II Mir 22, v. 163",,
1011,163,5,c',c',PRO:invar,Prn,Prn,C/\,ce,"Coincy, II Mir 22, v. 163",,
1012,163,6,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 163",,
1013,163,7,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 22, v. 163",,
1014,163,8,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 163",,
1015,163,9,somme,somme,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,somme,"Coincy, II Mir 22, v. 163",</l>,
1016,164,1,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 22, v. 164",,<l n=&quot;164&quot;>
1017,164,2,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 164",,
1018,164,3,trop,trop,ADV,Adv,Adv,C/V\,trop,"Coincy, II Mir 22, v. 164",,
1019,164,4,grant,grant,ADJ:obj:femi:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 22, v. 164",,
1020,164,5,painne,painne,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,peine,"Coincy, II Mir 22, v. 164",,
1021,164,6,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 164",,
1022,164,7,nul,nul,DET:ind:obj:masc:sg,QIs,QIs,C/V\,nul,"Coincy, II Mir 22, v. 164",,
1023,164,8,lai,lai,NOM:obj:masc:sg,Adj,Adj,C/V\,lai,"Coincy, II Mir 22, v. 164",,
1024,164,9,homme,homme,NOM:obj:masc:sg,N,N,'/V\.C/(e)\,homme,"Coincy, II Mir 22, v. 164",</l>,
1025,165,1,se,se,PROCON,Sub,Sub,C/(e)\,si,"Coincy, II Mir 22, v. 165",,<l n=&quot;165&quot;>
1026,165,2,trop,trop,ADV,Adv,Adv,C/V\,trop,"Coincy, II Mir 22, v. 165",,
1027,165,3,soutilz,soutilz,ADJ:suj:masc:sg,Adj,Adj,C/V\.'C/V\,subtil,"Coincy, II Mir 22, v. 165",,
1028,165,4,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 22, v. 165",,
1029,165,5,estoit,estoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,être,"Coincy, II Mir 22, v. 165",,
1030,165,6,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 22, v. 165",,
1031,165,7,entendre,entendre,VER:infi,Vinf,Vinf,/V\.'C/V\.C/(e)\,entendre,"Coincy, II Mir 22, v. 165",</l>,
1032,166,1,daignoit,daignoit,VER:impf:3:sg,Vfin,Vfin,C/V\.'C/V\,daigner,"Coincy, II Mir 22, v. 166",,<pb n=&quot;197&quot;/><l n=&quot;166&quot;>
1033,166,2,parler,parler,VER:infi,Vinf,Vinf,C/V\.'C/V\,parler,"Coincy, II Mir 22, v. 166",,
1034,166,3,ne,ne,PROCON,Crd,Crd,C/(e)\,ne,"Coincy, II Mir 22, v. 166",,
1035,166,4,raison,raison,NOM:obj:femi:sg,N,N,C/V\.'C/V\,raison,"Coincy, II Mir 22, v. 166",,
1036,166,5,rendre,rendre,VER:infi,Vinf,Vinf,'C/V\.C/(e)\,rendre,"Coincy, II Mir 22, v. 166",</l>,
1037,167,1,mout,mout,ADV,QIs,QIs,C/V\,moult,"Coincy, II Mir 22, v. 167",,<l n=&quot;167&quot;>
1038,167,2,par,par,PRE,Adv,Adv,C/V\,par,"Coincy, II Mir 22, v. 167",,
1039,167,3,amoit,amoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,aimer,"Coincy, II Mir 22, v. 167",,
1040,167,4,lettree,lettree,VER:pper:femi:sg,Vpp,Vpp,C/V\.'C/V\./(e)\,lettrer,"Coincy, II Mir 22, v. 167",,
1041,167,5,gent,gent,NOM:obj:femi:sg,N,N,C/V\,gent,"Coincy, II Mir 22, v. 167",</l>,
1042,168,1,latin,latin,NOM:obj:masc:sg,N,N,C/V\.'C/V\,latin,"Coincy, II Mir 22, v. 168",,<l n=&quot;168&quot;>
1043,168,2,parloit,parloit,VER:impf:3:sg,Vfin,Vfin,C/V\.'C/V\,parler,"Coincy, II Mir 22, v. 168",,
1044,168,3,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 22, v. 168",,
1045,168,4,biau,biau,ADJ:obj:masc:sg,Adj,Adj,C/V\,beau,"Coincy, II Mir 22, v. 168",,
1046,168,5,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 22, v. 168",,
1047,168,6,gent,gent,ADJ:obj:masc:sg,Adj,Adj,C/V\,gent,"Coincy, II Mir 22, v. 168",</l>,
1048,169,1,tuit,tuit,DET:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 22, v. 169",,<l n=&quot;169&quot;>
1049,169,2,li,li,DET:def:suj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 22, v. 169",,
1050,169,3,bon,bon,ADJ:suj:masc:pl,Adj,Adj,C/V\,bon,"Coincy, II Mir 22, v. 169",,
1051,169,4,clerc,clerc,NOM:suj:masc:pl,N,N,C/V\,clerc,"Coincy, II Mir 22, v. 169",,
1052,169,5,s,s,PROCON,Prn,Prn$$,C/\,se,"Coincy, II Mir 22, v. 169",,
1053,169,6,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 22, v. 169",,
1054,169,7,merviloient,merviloient,VER:impf:3:pl,Vfin,Vfin,C/V\.C/V\.'C/V\./e\,merveiller,"Coincy, II Mir 22, v. 169",</l>,
1055,170,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 22, v. 170",,<l n=&quot;170&quot;>
1056,170,2,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 22, v. 170",,
