wd_id,line_id,linewd,word,lex_id,pos_nca,syntag,syntag2,syllabified,lemma,ref,tei_right,tei_left
1489,246,1,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 2",,<l n=&quot;2&quot;>
1490,246,2,myracle,myracle,NOM:obj:masc:sg,N,N,C/V\.'C/V\.C/(e)\,miracle,"Coincy, II Mir 23, v. 2",,
1491,246,3,dou,dou,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 23, v. 2",,
1492,246,4,saint,saint,ADJ:obj:masc:sg,Adj,Adj,C/V\,saint,"Coincy, II Mir 23, v. 2",,
1493,246,5,soller,soller,NOM:obj:masc:sg,N,N,C/V\.'C/V\,soulier,"Coincy, II Mir 23, v. 2",</l>,
1494,247,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 3",,<l n=&quot;3&quot;>
1495,247,2,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 23, v. 3",,
1496,247,3,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 3",,
1497,247,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 3",,
1498,247,5,bialz,bialz,ADJ:suj:masc:sg,Adj,Adj,C/V\,beau,"Coincy, II Mir 23, v. 3",,
1499,247,6,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 3",,
1500,247,7,briez,briez,ADJ:suj:masc:sg,Adj,Adj,C/V\,bref,"Coincy, II Mir 23, v. 3",</l>,
1501,248,1,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 23, v. 4",,<l n=&quot;4&quot;>
1502,248,2,me,me,PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/(e)\,me,"Coincy, II Mir 23, v. 4",,
1503,248,3,raconte,raconte,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\.C/(e)\,raconter,"Coincy, II Mir 23, v. 4",,
1504,248,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 4",,
1505,248,5,dist,dist,VER:pres:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 23, v. 4",,
1506,248,6,mes,mes,DET:poss:suj:masc:sg,Det,Det,C/V\,mon,"Coincy, II Mir 23, v. 4",,
1507,248,7,briez,briez,NOM:suj:masc:sg,N,N,C/V\,bref,"Coincy, II Mir 23, v. 4",</l>,
1508,249,1,qu,qu,PROCON,Sub,Sub,C/\,que,"Coincy, II Mir 23, v. 5",,<l n=&quot;5&quot;>
1509,249,2,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 23, v. 5",,
1510,249,3,tans,tans,NOM:obj:masc:sg,N,N,C/V\,temps,"Coincy, II Mir 23, v. 5",,
1511,249,4,qu,qu,PROCON,Qux,Qux,C/\,que,"Coincy, II Mir 23, v. 5",,
1512,249,5,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 5",,
1513,249,6,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 5",,
1514,249,7,grant,grant,ADJ:obj:femi:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 23, v. 5",,
1515,249,8,alee,alee,NOM:obj:femi:sg,N,N,/V\.'C/V\./(e)\,allée,"Coincy, II Mir 23, v. 5",</l>,
1516,250,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 6",,<l n=&quot;6&quot;>
1517,250,2,soissons,soissons,NPR:obj:masc:sg,N,N,C/V\.'C/V\,Soissons,"Coincy, II Mir 23, v. 6",,
1518,250,3,la,la,DET:def:obj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 6",,
1519,250,4,bonne,bonne,ADJ:obj:femi:sg,Adj,Adj,'C/V\.C/(e)\,bon,"Coincy, II Mir 23, v. 6",,
1520,250,5,valee,valee,NOM:obj:femi:sg,N,N,C/V\.'C/V\./(e)\,vallée,"Coincy, II Mir 23, v. 6",</l>,
1521,251,1,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 7",,<l n=&quot;7&quot;>
1522,251,2,chevalier,chevalier,NOM:obj:masc:sg,N,N,C/V\.C/V\.'C/V\,chevalier,"Coincy, II Mir 23, v. 7",,
1523,251,3,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 7",,
1524,251,4,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 23, v. 7",,
1525,251,5,prez,prez,ADV,PrA,PrA,C/V\,près,"Coincy, II Mir 23, v. 7",</l>,
1526,252,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 8",,<l n=&quot;8&quot;>
1527,252,2,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 8",,
1528,252,3,bouvier,bouvier,NOM:obj:masc:sg,N,N,C/V\.'C/V\,bouvier,"Coincy, II Mir 23, v. 8",,
1529,252,4,gros,gros,ADJ:obj:masc:sg,Adj,Adj,C/V\,gros,"Coincy, II Mir 23, v. 8",,
1530,252,5,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 8",,
1531,252,6,espés,espés,ADJ:obj:masc:sg,Adj,Adj,/V\.'C/V\,épais,"Coincy, II Mir 23, v. 8",</l>,
1532,253,1,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 9",,<l n=&quot;9&quot;>
1533,253,2,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 9",,
1534,253,3,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 9",,
1535,253,4,non,non,NOM:obj:masc:sg,N,N,C/V\,nom,"Coincy, II Mir 23, v. 9",,
1536,253,5,buesars,buesars,NPR:suj:masc:sg,N,N,C/V\.'C/V\,Buesart,"Coincy, II Mir 23, v. 9",</l>,
1537,254,1,estalufrez,estalufrez,VER:pper:masc:pl,Adj,Adj,/V\.C/V\.C/V\.'C/V\,estalufré,"Coincy, II Mir 23, v. 10",,<l n=&quot;10&quot;>
1538,254,2,ert,ert,VER:impf:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 10",,
1539,254,3,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 10",,
1540,254,4,buisnars,buisnars,NOM:suj:masc:sg,N,N,C/V\.'C/V\,buisnart,"Coincy, II Mir 23, v. 10",</l>,
1541,255,1,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 11",,<l n=&quot;11&quot;>
1542,255,2,fol,fol,ADJ:suj:masc:sg,Adj,Adj,C/V\,fou,"Coincy, II Mir 23, v. 11",,
1543,255,3,vilainz,vilainz,ADJ:suj:masc:sg,Adj,Adj,C/V\.'C/V\,vilain,"Coincy, II Mir 23, v. 11",,
1544,255,4,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 11",,
1545,255,5,fol,fol,ADJ:obj:masc:sg,Adj,Adj,C/V\,fou,"Coincy, II Mir 23, v. 11",,
1546,255,6,affaire,affaire,NOM:obj:masc:sg,N,N,/V\.'C/V\.C/(e)\,affaire,"Coincy, II Mir 23, v. 11",</l>,
1547,256,1,les,les,DET:def:obj:femi:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 12",,<l n=&quot;12&quot;>
1548,256,2,festes,festes,NOM:obj:femi:pl,N,N,'C/V\.C/e\,feste,"Coincy, II Mir 23, v. 12",,
1549,256,3,quant,quant,ADV,Sub,Sub,C/V\,quand,"Coincy, II Mir 23, v. 12",,
1550,256,4,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 23, v. 12",,
1551,256,5,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 12",,
1552,256,6,que,que,PROCON,Qux,Qux,C/(e)\,que,"Coincy, II Mir 23, v. 12",,
1553,256,7,faire,faire,VER:infi,Vinf,Vinf,'C/V\.C/(e)\,faire,"Coincy, II Mir 23, v. 12",</l>,
1554,257,1,avec,avec,PRE,PrA,PrA,/V\.'C/V\,avec,"Coincy, II Mir 23, v. 13",,<l n=&quot;13&quot;>
1555,257,2,compaignonz,compaignonz,NOM:obj:masc:pl,N,N,C/V\.C/V\.'C/V\,compagnon,"Coincy, II Mir 23, v. 13",,
1556,257,3,qu,qu,PROCON,Qux,Qux,C/\,que,"Coincy, II Mir 23, v. 13",,
1557,257,4,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 23, v. 13",,
1558,257,5,avoit,avoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,avoir,"Coincy, II Mir 23, v. 13",</l>,
1559,258,1,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 23, v. 14",,<l n=&quot;14&quot;>
1560,258,2,saint,saint,ADJ:obj:masc:sg,Adj,Adj,C/V\,saint,"Coincy, II Mir 23, v. 14",,
1561,258,3,soller,soller,NOM:obj:masc:sg,N,N,C/V\.'C/V\,soulier,"Coincy, II Mir 23, v. 14",,
1562,258,4,souvent,souvent,ADV,Adv,Adv,C/V\.'C/V\,souvent,"Coincy, II Mir 23, v. 14",,
1563,258,5,aloit,aloit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,aller,"Coincy, II Mir 23, v. 14",</l>,
1564,259,1,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 23, v. 15",,<l n=&quot;15&quot;>
1565,259,2,saint,saint,ADJ:obj:masc:sg,Adj,Adj,C/V\,saint,"Coincy, II Mir 23, v. 15",,
1566,259,3,soller,soller,NOM:obj:masc:sg,N,N,C/V\.'C/V\,soulier,"Coincy, II Mir 23, v. 15",,
1567,259,4,adez,adez,ADV,Adv,Adv,/V\.'C/V\,adès,"Coincy, II Mir 23, v. 15",,
1568,259,5,offroient,offroient,VER:impf:3:pl,Vfin,Vfin,/V\.'C/V\./e\,offrir,"Coincy, II Mir 23, v. 15",</l>,
1569,260,1,si,si,DET:poss:suj:masc:pl,Det,Det,C/V\,son,"Coincy, II Mir 23, v. 16",,<l n=&quot;16&quot;>
1570,260,2,compaignon,compaignon,NOM:suj:masc:pl,N,N,C/V\.C/V\.'C/V\,compagnon,"Coincy, II Mir 23, v. 16",,
1571,260,3,quant,quant,ADV,Sub,Sub,C/V\,quand,"Coincy, II Mir 23, v. 16",,
1572,260,4,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 23, v. 16",,
1573,260,5,baissoient,baissoient,VER:impf:3:pl,Vfin,Vfin,C/V\.'C/V\./e\,baiser,"Coincy, II Mir 23, v. 16",</l>,
1574,261,1,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 23, v. 17",,<pb n=&quot;202&quot;/><l n=&quot;17&quot;>
1575,261,2,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 23, v. 17",,
1576,261,3,offrist,offrist,VER:subi:3:sg,Vfin,Vfin,/V\.'C/V\,offrir,"Coincy, II Mir 23, v. 17",,
1577,261,4,ja,ja,ADV,Adv,Adv,C/V\,jà,"Coincy, II Mir 23, v. 17",,
1578,261,5,tant,tant,ADV,QIs,QIs,C/V\,tant,"Coincy, II Mir 23, v. 17",,
1579,261,6,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 23, v. 17",,
1580,261,7,venist,venist,VER:subi:3:sg,Vfin,Vfin,C/V\.'C/V\,venir,"Coincy, II Mir 23, v. 17",</l>,
1581,262,1,por,por,PRE,Pre,Pre,C/V\,pour,"Coincy, II Mir 23, v. 18",,<l n=&quot;18&quot;>
1582,262,2,nule,nule,DET:ind:obj:femi:sg,QIs,QIs,'C/V\.C/(e)\,nul,"Coincy, II Mir 23, v. 18",,
1583,262,3,rien,rien,ADV,N,N,C/V\,rien,"Coincy, II Mir 23, v. 18",,
1584,262,4,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 18",,
1585,262,5,avenist,avenist,VER:subi:3:sg,Vfin,Vfin,/V\.C/e\.'C/V\,avenir,"Coincy, II Mir 23, v. 18",</l>,
1586,263,1,un,un,DET:ndf:obj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 19",,<l n=&quot;19&quot;>
1587,263,2,jor,jor,NOM:obj:masc:sg,N,N,C/V\,jour,"Coincy, II Mir 23, v. 19",,
1588,263,3,avint,avint,VER:simp:3:sg,Vfin,Vfin,/V\.'C/V\,avenir,"Coincy, II Mir 23, v. 19",,
1589,263,4,quant,quant,ADV,Sub,Sub,C/V\,quand,"Coincy, II Mir 23, v. 19",,
1590,263,5,repairoient,repairoient,VER:impf:3:pl,Vfin,Vfin,C/V\.C/V\.'C/V\./e\,répairer,"Coincy, II Mir 23, v. 19",</l>,
1591,264,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 23, v. 20",,<l n=&quot;20&quot;>
1592,264,2,des,des,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 23, v. 20",,
1593,264,3,myracles,myracles,NOM:obj:masc:pl,N,N,C/V\.'C/V\.C/e\,miracle,"Coincy, II Mir 23, v. 20",,
1594,264,4,mout,mout,ADV,QIs,QIs,C/V\,moult,"Coincy, II Mir 23, v. 20",,
1595,264,5,parloient,parloient,VER:impf:3:pl,Vfin,Vfin,C/V\.'C/V\./e\,parler,"Coincy, II Mir 23, v. 20",</l>,
1596,265,1,que,que,PROCON,Qux,Qux,C/(e)\,que,"Coincy, II Mir 23, v. 21",,<l n=&quot;21&quot;>
1597,265,2,diex,diex,NOM:suj:masc:sg,N,N,C/V\,dieu,"Coincy, II Mir 23, v. 21",,
1598,265,3,faisoit,faisoit,VER:impf:3:sg,Vfin,Vfin,C/V\.'C/V\,faire,"Coincy, II Mir 23, v. 21",,
1599,265,4,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 21",,
1600,265,5,nostre,nostre,DET:poss:obj:femi:sg,Det,Det,'C/V\.C/(e)\,notre,"Coincy, II Mir 23, v. 21",,
1601,265,6,dame,dame,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,dame,"Coincy, II Mir 23, v. 21",</l>,
1602,266,1,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 23, v. 22",,<l n=&quot;22&quot;>
1603,266,2,dist,dist,VER:simp:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 23, v. 22",,
1604,266,3,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 22",,
1605,266,4,uns,uns,DET:ndf:suj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 22",,
1606,266,5,«,«,PON:cit,Pnc,Pnc,,«,"Coincy, II Mir 23, v. 22",,
1607,266,6,foi,foi,NOM:obj:femi:sg,N,N,C/V\,foi,"Coincy, II Mir 23, v. 22",,
1608,266,7,que,que,PROCON,Qux,Qux,C/(e)\,que,"Coincy, II Mir 23, v. 22",,
1609,266,8,doy,doy,VER:pres:1:sg,Vfin,Vfin,C/V\,devoir,"Coincy, II Mir 23, v. 22",,
1610,266,9,m',m',DET:poss:obj:femi:sg,Det,Det,C/\,mon,"Coincy, II Mir 23, v. 22",,
1611,266,10,ame,ame,NOM:obj:femi:sg,N,N,'/V\.C/(e)\,âme,"Coincy, II Mir 23, v. 22",</l>,
1612,267,1,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 23",,<l n=&quot;23&quot;>
1613,267,2,soissons,soissons,NPR:obj:masc:sg,N,N,C/V\.'C/V\,Soissons,"Coincy, II Mir 23, v. 23",,
1614,267,3,en,en,PRE,Pre,Pre,/V\,en,"Coincy, II Mir 23, v. 23",,
1615,267,4,pelerinage,pelerinage,NOM:obj:masc:sg,N,N,C/V\.C/e\.C/V\.'C/V\.C/(e)\,pèlerinage,"Coincy, II Mir 23, v. 23",</l>,
1616,268,1,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 23, v. 24",,<l n=&quot;24&quot;>
1617,268,2,bon,bon,ADJ:obj:masc:sg,Adj,Adj,C/V\,bon,"Coincy, II Mir 23, v. 24",,
1618,268,3,aler,aler,VER:infi,Vinf,Vinf,/V\.'C/V\,aller,"Coincy, II Mir 23, v. 24",,
1619,268,4,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 24",,
1620,268,5,bon,bon,ADJ:obj:masc:sg,Adj,Adj,C/V\,bon,"Coincy, II Mir 23, v. 24",,
1621,268,6,corage,corage,NOM:obj:masc:sg,N,N,C/V\.'C/V\.C/(e)\,courage,"Coincy, II Mir 23, v. 24",</l>,
1622,269,1,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 23, v. 25",,<l n=&quot;25&quot;>
1623,269,2,saint,saint,ADJ:obj:masc:sg,Adj,Adj,C/V\,saint,"Coincy, II Mir 23, v. 25",,
1624,269,3,soller,soller,NOM:obj:masc:sg,N,N,C/V\.'C/V\,soulier,"Coincy, II Mir 23, v. 25",,
1625,269,4,meesmement,meesmement,ADV,Adv,Adv,C/(V)\./V\.C/e\.'C/V\,mêmement,"Coincy, II Mir 23, v. 25",</l>,
1626,270,1,ou,ou,PROCON,Qux,Qux,/V\,où,"Coincy, II Mir 23, v. 26",,<l n=&quot;26&quot;>
1627,270,2,li,li,DET:def:suj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 26",,
1628,270,3,ardant,ardant,VER:ppre,Vprs,Vprs,/V\.'C/V\,ardre,"Coincy, II Mir 23, v. 26",,
1629,270,4,communement,communement,ADV,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,communément,"Coincy, II Mir 23, v. 26",</l>,
1630,271,1,restaignent,restaignent,VER:pres:3:pl,Vfin,Vfin,C/V\.'C/V\.C/e\,resteindre,"Coincy, II Mir 23, v. 27",,<l n=&quot;27&quot;>
1631,271,2,tuit,tuit,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 23, v. 27",,
1632,271,3,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 27",,
1633,271,4,jor,jor,NOM:obj:masc:sg,N,N,C/V\,jour,"Coincy, II Mir 23, v. 27",,
1634,271,5,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 27",,
1635,271,6,nuit,nuit,NOM:obj:femi:sg,N,N,C/V\,nuit,"Coincy, II Mir 23, v. 27",,
1636,271,7,»,»,PON:cit,Pnc,Pnc,,»,"Coincy, II Mir 23, v. 27",</l>,
1637,272,1,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 28",,<l n=&quot;28&quot;>
1638,272,2,uns,uns,DET:ndf:suj:masc:sg,QIs,QIs,/V\,un,"Coincy, II Mir 23, v. 28",,
1639,272,3,respont,respont,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\,répondre,"Coincy, II Mir 23, v. 28",,
1640,272,4,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 28",,
1641,272,5,com,com,CON:subord,Sub,Sub,C/V\,comme,"Coincy, II Mir 23, v. 28",,
1642,272,6,je,je,PRO:pers:suj:1:sg:unb,Prn,Prn$,C/(e)\,je,"Coincy, II Mir 23, v. 28",,
1643,272,7,cuit,cuit,VER:pres:1:sg,Vfin,Vfin,C/V\,cuider,"Coincy, II Mir 23, v. 28",</l>,
1644,273,1,«,«,PON:cit,Pnc,Pnc,,«,"Coincy, II Mir 23, v. 29",,<l n=&quot;29&quot;>
1645,273,2,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 29",,
1646,273,3,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 29",,
1647,273,4,bon,bon,ADJ:obj:masc:sg,Adj,Adj,C/V\,bon,"Coincy, II Mir 23, v. 29",,
1648,273,5,cuer,cuer,NOM:obj:masc:sg,N,N,C/V\,coeur,"Coincy, II Mir 23, v. 29",,
1649,273,6,au,au,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,/V\,à.le,"Coincy, II Mir 23, v. 29",,
1650,273,7,main,main,NOM:obj:masc:sg,N,N,C/V\,main,"Coincy, II Mir 23, v. 29",,
1651,273,8,le,le,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/(e)\,le,"Coincy, II Mir 23, v. 29",,
1652,273,9,baise,baise,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,baiser,"Coincy, II Mir 23, v. 29",</l>,
1653,274,1,toute,toute,DET:ind:obj:masc:sg,QIs,QIs,'C/V\.C/(e)\,tout,"Coincy, II Mir 23, v. 30",,<l n=&quot;30&quot;>
1654,274,2,jor,jor,NOM:obj:masc:sg,N,N,C/V\,jour,"Coincy, II Mir 23, v. 30",,
1655,274,3,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 30",,
1656,274,4,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 30",,
1657,274,5,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 30",,
1658,274,6,aaise,aaise,NOM:obj:femi:sg,N,N,/(V)\.'/V\.C/(e)\,aaise,"Coincy, II Mir 23, v. 30",</l>,
1659,275,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 31",,<l n=&quot;31&quot;>
1660,275,2,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 31",,
1661,275,3,hatiez,hatiez,VER:pper:masc:pl,Vpp,Vpp,C/V\.'C/V\,haiter,"Coincy, II Mir 23, v. 31",,
1662,275,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 31",,
1663,275,5,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 31",,
1664,275,6,seürs,seürs,ADJ:suj:masc:sg,Adj,Adj,C/(V)\.'/V\,sûr,"Coincy, II Mir 23, v. 31",</l>,
1665,276,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 32",,<l n=&quot;32&quot;>
1666,276,2,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 32",,
1667,276,3,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 23, v. 32",,
1668,276,4,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 32",,
1669,276,5,vient,vient,VER:pres:3:sg,Vfin,Vfin,C/V\,venir,"Coincy, II Mir 23, v. 32",,
1670,276,6,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 32",,
1671,276,7,tost,tost,ADV,Adv,Adv,C/V\,tôt,"Coincy, II Mir 23, v. 32",,
1672,276,8,eurs,eurs,NOM:suj:masc:sg,N,N,/(V)\.'/V\,heur,"Coincy, II Mir 23, v. 32",</l>,
1673,277,1,―,―,PON:cit,Pnc,Pnc,,―,"Coincy, II Mir 23, v. 33",,<l n=&quot;33&quot;>
1674,277,2,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 33",,
1675,277,3,le,le,DET:def:obj:masc:sg,Det,Det,C/(e)\,le,"Coincy, II Mir 23, v. 33",,
1676,277,4,cuer,cuer,NOM:obj:masc:sg,N,N,C/V\,coeur,"Coincy, II Mir 23, v. 33",,
1677,277,5,bieu,bieu,NOM:obj:masc:sg,N,N,C/V\,bieu,"Coincy, II Mir 23, v. 33",,
1678,277,6,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 23, v. 33",,
1679,277,7,dit,dit,VER:simp:3:sg,Vfin,Vfin,C/V\,dire,"Coincy, II Mir 23, v. 33",,
1680,277,8,buesars,buesars,NPR:suj:masc:sg,N,N,C/V\.'C/V\,Buesard,"Coincy, II Mir 23, v. 33",</l>,
1681,278,1,trestoz,trestoz,DET:ind:suj:masc:sg,QIs,QIs,C/V\.'C/V\,trèstout,"Coincy, II Mir 23, v. 34",,<l n=&quot;34&quot;>
1682,278,2,li,li,DET:def:suj:masc:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 34",,
1683,278,3,siecles,siecles,NOM:suj:masc:sg,N,N,'C/V\.C/e\,siècle,"Coincy, II Mir 23, v. 34",,
1684,278,4,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 34",,
1685,278,5,musars,musars,NOM:suj:masc:sg,Adj,Adj,C/V\.'C/V\,musard,"Coincy, II Mir 23, v. 34",</l>,
1686,279,1,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 35",,<l n=&quot;35&quot;>
1687,279,2,les,les,DET:def:obj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 35",,
1688,279,3,costez,costez,NOM:obj:masc:pl,N,N,C/V\.'C/V\,côté,"Coincy, II Mir 23, v. 35",,
1689,279,4,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 35",,
1690,279,5,les,les,DET:def:obj:femi:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 35",,
1691,279,6,mameles,mameles,NOM:obj:femi:pl,N,N,C/V\.'C/V\.C/e\,mamelle,"Coincy, II Mir 23, v. 35",</l>,
1692,280,1,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 36",,<l n=&quot;36&quot;>
1693,280,2,le,le,DET:def:obj:masc:sg,Det,Det,C/(e)\,le,"Coincy, II Mir 23, v. 36",,
1694,280,3,pomon,pomon,NOM:obj:masc:sg,N,N,C/V\.'C/V\,poumon,"Coincy, II Mir 23, v. 36",,
1695,280,4,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 36",,
1696,280,5,les,les,DET:def:obj:femi:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 36",,
1697,280,6,boueles,boueles,NOM:obj:femi:pl,N,N,C/V\.'C/V\.C/e\,boëlle,"Coincy, II Mir 23, v. 36",</l>,
1698,281,1,ne,ne,PROCON,Crd,Crd,C/(e)\,ne,"Coincy, II Mir 23, v. 37",,<l n=&quot;37&quot;>
1699,281,2,par,par,PRE,Pre,Pre,C/V\,par,"Coincy, II Mir 23, v. 37",,
1700,281,3,les,les,DET:def:obj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 37",,
1701,281,4,dens,dens,NOM:obj:masc:pl,N,N,C/V\,dent,"Coincy, II Mir 23, v. 37",,
1702,281,5,sainte,sainte,ADJ:obj:femi:sg,Adj,Adj,'C/V\.C/(e)\,saint,"Coincy, II Mir 23, v. 37",,
1703,281,6,warie,warie,NPR:obj:femi:sg,N,N,C/V\.'C/V\./(e)\,Garie,"Coincy, II Mir 23, v. 37",</l>,
