wd_id,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,Or,or,NOM,101,Adv,Adv,or2,/V\,ADV,or,10
2,dist,dist,VER,101,Vfin,Vfin,dire,C/V\,VERB,dire,10
3,li,li,DET:def,101,Det,Det,le,C/V\,DET,le,10
4,contes,contes,NOM,101,N,N,,'C/V\.C/e\,NOUN,conte,3
5,que,que,PROCON,101,Sub,Sub,que,C/(e)\,SCONJ,que,10
6,quant,quant,ADV,101,Sub,Sub,quand,C/V\,SCONJ,quand,10
7,Lanselos,lanselos,NPR,101,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
8,se,se,PRO:pers,101,Prn,Prn$$,se,C/(e)\,PRON,se,10
9,fu,fu,VER,101,Vfin,Vfin,être,C/V\,VERB,être,10
10,partis,partis,VER,101,Vpp,Vpp,partir,C/V\.'C/V\,VERB,partir,10
11,de,de,PRE,102,Pre,Pre,de,C/(e)\,ADP,de,10
12,la,la,DET:def,102,Det,Det,le,C/V\,DET,le,10
13,damoisele,damoisele,NOM,102,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,damoiselle,9
14,ki,ki,PROCON,102,Qux,Qux,qui,C/V\,PRON,qui,10
15,a,a,PRE,102,Pre,Pre,à,/V\,ADP,à,10
16,lui,lui,PRO:pers,102,Prn,Prn,lui,C/V\,PRON,lui,10
17,estoit,estoit,VER,102,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
18,venue,venue,VER,102,Vpp,Vpp,venir,C/V\.'C/V\./(e)\,VERB,venir,10
19,de,de,PRE,102,Pre,Pre,de,C/(e)\,ADP,de,10
20,par,par,PRE,102,Pre,Pre,par,C/V\,ADP,par,10
21,monsigneur,monsigneur,NOM,102,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
22,Tristran,tristran,NPR,103,N,N,,C/V\.'C/V\,PROPN,Tristan,9
23,",",",",PON,103,Pnc,Pnc,,,PUNCT,",",9
24,ensi,ensi,ADV,103,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
25,com,com,CON:subord,103,Sub,Sub,comme,C/V\,SCONJ,comme,10
26,je,je,PRO:pers,103,Prn,Prn$,je,C/(e)\,PRON,je,10
27,vous,vous,PRO:pers,103,Prn,Prn$$,vous,C/V\,PRON,vous,10
28,ai,ai,VER,103,Vfin,Vfin,avoir,/V\,VERB,avoir,10
29,conté,conté,VER,103,Vpp,Vpp,conter,C/V\.'C/V\,VERB,conter,10
30,",",",",PON,103,Pnc,Pnc,,,PUNCT,",",9
31,il,il,PRO:pers,103,Prn,Prn$,il,/V\,PRON,il,10
32,se,se,PRO:pers,103,Prn,Prn$$,se,C/(e)\,PRON,se,10
33,mist,mist,VER,103,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
34,tout,tout,PRO:ind,103,QIs,QIs,tout,C/V\,ADV,tout,10
35,maintenant,maintenant,ADV,103,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
36,a,a,PRE,104,Pre,Pre,à,/V\,ADP,à,10
37,la,la,DET:def,104,Det,Det,le,C/V\,DET,le,10
38,voie,voie,NOM,104,N,N,,'C/V\./(e)\,NOUN,voie,8
39,aprés,aprés,ADV,104,PrA,PrA,après,/V\.'C/V\,ADP,après,10
40,celui,celui,PRO:demo,104,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
41,a,a,PRE,104,Pre,Pre,à,/V\,ADP,à,10
42,la,la,DET:def,104,Det,Det,le,C/V\,DET,le,10
43,Cote,cote,NOM,104,N,N,,'C/V\.C/(e)\,NOUN,cotte,3
44,Mautaillie,mautaillie,VER,104,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,maltailli,-1
45,",",",",PON,104,Pnc,Pnc,,,PUNCT,",",9
46,car,car,CON:coord,104,Crd,Crd,car,C/V\,CCONJ,car,10
47,mout,mout,ADV,104,QIs,QIs,moult,C/V\,ADV,moult,10
48,li,li,PRO:pers,104,Prn,Prn$$,li,C/V\,PRON,li,10
49,tarde,tarde,VER,105,Vfin,Vfin,,'C/V\.C/(e)\,VERB,tarder,8
50,durement,durement,ADV,105,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,durement,9
51,k',k',PROCON,105,Sub,Sub,que,C/\,SCONJ,que,10
52,il,il,PRO:pers,105,Prn,Prn$,il,/V\,PRON,il,10
53,l',l',PRO:pers,105,Prn,Prn$$,le,C/\,PRON,le,10
54,ait,ait,VER,105,Vfin,Vfin,avoir,/V\,VERB,avoir,10
55,ataint,ataint,VER,105,Vpp,Vpp,atteindre,/V\.'C/V\,VERB,atteindre,10
56,.,.,PON,105,Pnc,Pnc,,,PUNCT,.,9
57,Et,et,CON:coord,105,Crd,Crd,et,/V\,CCONJ,et,10
58,mout,mout,ADV,105,QIs,QIs,moult,C/V\,ADV,moult,10
59,est,est,VER,105,Vfin,Vfin,être,/V\,VERB,être,10
60,liés,liés,VER,105,Adj,Adj,lié,C/V\,ADJ,lié,10
61,et,et,CON:coord,105,Crd,Crd,et,/V\,CCONJ,et,10
62,joians,joians,ADJ,105,Adj,Adj,,C/V\.'C/V\,ADJ,joyant,8
63,en,en,PRO:clit,106,Pre,Pre,en,/V\,ADP,en,10
64,soi,soi,PRO:pers,106,Prn,Prn,soi,C/V\,PRON,soi,10
65,meïsmes,meismes,VER,106,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10
66,de,de,PRE,106,Pre,Pre,de,C/(e)\,ADP,de,10
67,ce,ce,PRO:invar,106,Prn,Prn,ce,C/(e)\,PRON,ce,10
68,k',k',PROCON,106,Sub,Sub,que,C/\,SCONJ,que,10
69,il,il,PRO:pers,106,Prn,Prn$,il,/V\,PRON,il,10
70,avoit,avoit,VER,106,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
71,si,si,DET:poss,106,Adv,Adv,si4,C/V\,ADV,si,10
72,biau,biau,ADJ,106,Adj,Adj,beau,C/V\,ADJ,beau,10
73,respons,respons,NOM,106,N,N,,C/V\.'C/V\,NOUN,répons,8
74,mandé,mandé,VER,106,Vpp,Vpp,mander,C/V\.'C/V\,VERB,mander,10
75,a,a,PRE,106,Pre,Pre,à,/V\,ADP,à,10
76,monsigneur,monsigneur,NOM,107,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
77,Tristran,tristran,NPR,107,N,N,,C/V\.'C/V\,PROPN,Tristan,9
78,et,et,CON:coord,107,Crd,Crd,et,/V\,CCONJ,et,10
79,de,de,PRE,107,Pre,Pre,de,C/(e)\,ADP,de,10
80,che,che,PRO:invar,107,Prn,Prn,ce,C/(e)\,PRON,ce,10
81,k',k',PROCON,107,Sub,Sub,que,C/\,SCONJ,que,10
82,il,il,PRO:pers,107,Prn,Prn$,il,/V\,PRON,il,10
83,avoit,avoit,VER,107,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
84,",",",",PON,107,Pnc,Pnc,,,PUNCT,",",9
85,ce,ce,PRO:invar,107,Prn,Prn,ce,C/(e)\,PRON,ce,10
86,li,li,PRO:pers,107,Prn,Prn$$,li,C/V\,PRON,li,10
87,estoit,estoit,VER,107,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
88,avis,avis,NOM,107,N,N,,/V\.'C/V\,NOUN,avis,8
89,",",",",PON,107,Pnc,Pnc,,,PUNCT,",",9
90,si,si,ADV,108,Adv,Adv,si4,C/V\,ADV,si,10
91,sajement,sajement,ADV,108,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,sagement,9
92,respondu,respondu,VER,108,Vpp,Vpp,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10
93,tout,tout,DET:ind,108,QIs,QIs,tout,C/V\,ADV,tout,10
94,mot,mot,NOM,108,N,N,,C/V\,NOUN,mot,8
95,a,a,PRE,108,Pre,Pre,à,/V\,ADP,à,10
96,mot,mot,NOM,108,N,N,,C/V\,NOUN,mot,8
97,a,a,PRE,108,Pre,Pre,à,/V\,ADP,à,10
98,toutes,toutes,DET:ind,108,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
99,les,les,DET:def,108,Det,Det,le,C/V\,DET,le,10
100,paroles,paroles,NOM,108,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
101,de,de,PRE,109,Pre,Pre,de,C/(e)\,ADP,de,10
102,ses,ses,DET:poss,109,Det,Det,son4,C/V\,DET,son,10
103,letres,letres,NOM,109,N,N,,'C/V\.C/e\,NOUN,lettre,8
104,.,.,PON,109,Pnc,Pnc,,,PUNCT,.,9
105,Tout,tout,DET:ind,109,QIs,QIs,tout,C/V\,DET,tout,10
106,celui,celui,DET:demo,109,Dem,Dem,cil,C/V\.'C/V\,DET,cil,10
107,jour,jour,NOM,109,N,N,,C/V\,NOUN,jour,8
108,pensa,pensa,VER,109,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10
109,tant,tant,ADV,109,QIs,QIs,tant,C/V\,ADV,tant,10
110,Lanselos,lanselos,NPR,109,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
111,a,a,PRE,109,Pre,Pre,à,/V\,ADP,à,10
112,monsigneur,monsigneur,NOM,109,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
113,Tristran,tristran,NPR,110,N,N,,C/V\.'C/V\,PROPN,Tristan,9
114,k',k',PROCON,110,Sub,Sub,que,C/\,SCONJ,que,10
115,il,il,PRO:pers,110,Prn,Prn$,il,/V\,PRON,il,10
116,ne,ne,PRO:clit,110,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
117,pensa,pensa,VER,110,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10
118,mie,mie,ADV,110,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
119,granment,granment,ADV,110,Adv,Adv,,C/V\.'C/V\,ADV,grandement,9
120,a,a,PRE,110,Pre,Pre,à,/V\,ADP,à,10
121,autre,autre,ADJ,110,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
122,cose,cose,NOM,110,N,N,,'C/V\.C/(e)\,NOUN,chose,8
123,.,.,PON,110,Pnc,Pnc,,,PUNCT,.,9
124,Au,au,PREDET:a,111,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
125,soir,soir,NOM,111,N,N,,C/V\,NOUN,soir,3
126,li,li,PRO:pers,111,Prn,Prn$$,li,C/V\,PRON,li,10
127,avint,avint,VER,111,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10
128,en,en,PRE,111,Pre,Pre,en,/V\,ADP,en,10
129,tel,tel,ADJ,111,Adj,Adj,tel,C/V\,ADJ,tel,10
130,maniere,maniere,NOM,111,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
131,que,que,PROCON,111,Sub,Sub,que,C/(e)\,SCONJ,que,10
132,ses,ses,DET:poss,111,Det,Det,son4,C/V\,DET,son,10
133,chemins,chemins,NOM,111,N,N,,C/V\.'C/V\,NOUN,chemin,8
134,l',l',PRO:pers,111,Prn,Prn$$,le,C/\,PRON,le,10
135,aporta,aporta,VER,111,Vfin,Vfin,apporter,/V\.C/V\.'C/V\,VERB,apporter,10
136,droitement,droitement,ADV,112,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,droitement,9
137,chiés,chiés,VER,112,Pre,Pre,chez,C/V\,ADP,chez,10
138,le,le,DET:def,112,Det,Det,le,C/(e)\,DET,le,10
139,preudoume,preudoume,NOM,112,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prudhomme,9
140,u,u,PROCON,112,Qux,Qux,où,/V\,PRON,où,10
141,chil,chil,PRO:demo,112,Dem,Dem,cil,C/V\,PRON,cil,10
142,a,a,PRE,112,Pre,Pre,à,/V\,ADP,à,10
143,la,la,DET:def,112,Det,Det,le,C/V\,DET,le,10
144,Cote,cote,NOM,112,N,N,,'C/V\.C/(e)\,NOUN,cotte,3
145,Mautaillie,mautaillie,VER,112,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,maltailli,-1
146,avoit,avoit,VER,113,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
147,le,le,DET:def,113,Det,Det,le,C/(e)\,DET,le,10
148,soir,soir,NOM,113,N,N,,C/V\,NOUN,soir,3
149,devant,devant,PRE,113,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
150,geü,geü,VER,113,Vpp,Vpp,gésir,C/(V)\.'/V\,VERB,gésir,10
151,entre,entre,PRE,113,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
152,lui,lui,PRO:pers,113,Prn,Prn,lui,C/V\,PRON,lui,10
153,et,et,CON:coord,113,Crd,Crd,et,/V\,CCONJ,et,10
154,la,la,DET:def,113,Det,Det,le,C/V\,DET,le,10
155,Damoisele,damoisele,NOM,113,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,damoiselle,9
156,Mesdisant,mesdisant,VER,114,Vprs,Vprs,médire,C/V\.C/V\.'C/V\,VERB,médire,10
157,.,.,PON,114,Pnc,Pnc,,,PUNCT,.,9
158,Laiens,laiens,ADV,114,Adv,Adv,léans,C/V\.'C/V\,ADV,léans,10
159,aprist,aprist,VER,114,Vfin,Vfin,apprendre,/V\.'C/V\,VERB,apprendre,10
160,il,il,PRO:pers,114,Prn,Prn%,il,/V\,PRON,il,10
161,nouveles,nouveles,NOM,114,N,N,,C/V\.'C/V\.C/e\,NOUN,nouveler,2
162,de,de,PRE,114,Pre,Pre,de,C/(e)\,ADP,de,10
163,la,la,DET:def,114,Det,Det,le,C/V\,DET,le,10
164,Damoisele,damoisele,NOM,114,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,damoiselle,9
165,Mesdisant,mesdisant,VER,115,Vprs,Vprs,médire,C/V\.C/V\.'C/V\,VERB,médire,10
166,et,et,CON:coord,115,Crd,Crd,et,/V\,CCONJ,et,10
167,de,de,PRE,115,Pre,Pre,de,C/(e)\,ADP,de,10
168,celui,celui,PRO:demo,115,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
169,a,a,PRE,115,Pre,Pre,à,/V\,ADP,à,10
170,la,la,DET:def,115,Det,Det,le,C/V\,DET,le,10
171,Cote,cote,NOM,115,N,N,,'C/V\.C/(e)\,NOUN,cotte,3
172,Mautaillie,mautaillie,VER,115,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,maltailli,-1
173,",",",",PON,115,Pnc,Pnc,,,PUNCT,",",9
174,car,car,CON:coord,115,Crd,Crd,car,C/V\,CCONJ,car,10
175,li,li,DET:def,115,Det,Det,le,C/V\,DET,le,10
176,preudom,preudom,NOM,115,N,N,,C/V\.'C/V\,NOUN,prudhomme,9
177,meïsmes,meismes,ADJ,116,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10
178,li,li,PRO:pers,116,Prn,Prn$$,li,C/V\,PRON,li,10
179,dist,dist,VER,116,Vfin,Vfin,dire,C/V\,VERB,dire,10
180,k',k',PROCON,116,Sub,Sub,que,C/\,SCONJ,que,10
181,il,il,PRO:pers,116,Prn,Prn$,il,/V\,PRON,il,10
182,avoient,avoient,VER,116,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
183,laiens,laiens,ADV,116,Adv,Adv,léans,C/V\.'C/V\,ADV,léans,10
184,dormi,dormi,VER,116,Vpp,Vpp,dormir,C/V\.'C/V\,VERB,dormir,10
185,le,le,DET:def,116,Det,Det,le,C/(e)\,DET,le,10
186,soir,soir,NOM,116,N,N,,C/V\,NOUN,soir,3
187,devant,devant,PRE,116,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
188,.,.,PON,116,Pnc,Pnc,,,PUNCT,.,9
189,A,a,PRE,117,Pre,Pre,à,/V\,ADP,à,10
190,l',l',DET:def,117,Det,Det,le,C/\,DET,le,10
191,endemain,endemain,NOM,117,N,N,,/V\.C/e\.'C/V\,NOUN,endemain,8
192,",",",",PON,117,Pnc,Pnc,,,PUNCT,",",9
193,auques,auques,ADV,117,Adv,Adv,auques,'/V\.C/e\,ADV,auques,10
194,matin,matin,NOM,117,Adv,Adv,,C/V\.'C/V\,ADV,matin,8
195,",",",",PON,117,Pnc,Pnc,,,PUNCT,",",9
196,Lanselos,lanselos,NPR,117,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
197,se,se,PRO:pers,117,Prn,Prn$$,se,C/(e)\,PRON,se,10
198,lieve,lieve,VER,117,Vfin,Vfin,lever,'C/V\.C/(e)\,VERB,lever,10
199,et,et,CON:coord,117,Crd,Crd,et,/V\,CCONJ,et,10
200,apareille,apareille,VER,117,Vfin,Vfin,,/V\.C/V\.'C/V\.C/(e)\,VERB,appareiller,9
201,.,.,PON,117,Pnc,Pnc,,,PUNCT,.,9
202,Et,et,CON:coord,118,Crd,Crd,et,/V\,CCONJ,et,10
203,quant,quant,ADV,118,Sub,Sub,quand,C/V\,SCONJ,quand,10
204,il,il,PRO:pers,118,Prn,Prn$,il,/V\,PRON,il,10
205,se,se,PRO:pers,118,Prn,Prn$$,se,C/(e)\,PRON,se,10
206,dut,dut,VER,118,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
207,de,de,PRE,118,Pre,Pre,de,C/(e)\,ADP,de,10
208,laiens,laiens,ADV,118,Adv,Adv,léans,C/V\.'C/V\,ADV,léans,10
209,partir,partir,VER,118,Vinf,Vinf,partir,C/V\.'C/V\,VERB,partir,10
210,entre,entre,PRE,118,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
211,lui,lui,PRO:pers,118,Prn,Prn,lui,C/V\,PRON,lui,10
212,et,et,CON:coord,118,Crd,Crd,et,/V\,CCONJ,et,10
213,ses,ses,DET:poss,118,Det,Det,son4,C/V\,DET,son,10
214,esquiers,esquiers,NOM,119,N,N,,/V\.'C/V\,NOUN,écuyer,9
215,",",",",PON,119,Pnc,Pnc,,,PUNCT,",",9
216,tout,tout,DET:ind,119,QIs,QIs,tout,C/V\,ADV,tout,10
217,autretel,autretel,ADJ,119,Adj,Adj,autretel,/V\.C/e\.'C/V\,ADJ,autretel,10
218,proiiere,proiiere,NOM,119,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prière,9
219,com,com,CON:subord,119,Sub,Sub,comme,C/V\,SCONJ,comme,10
220,li,li,DET:def,119,Det,Det,le,C/V\,DET,le,10
221,preudom,preudom,NOM,119,N,N,,C/V\.'C/V\,NOUN,prudhomme,9
222,avoit,avoit,VER,119,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
223,faite,faite,VER,119,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
224,le,le,DET:def,120,Det,Det,le,C/(e)\,DET,le,10
225,jour,jour,NOM,120,N,N,,C/V\,NOUN,jour,8
226,devant,devant,PRE,120,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
227,a,a,PRE,120,Pre,Pre,à,/V\,ADP,à,10
228,celui,celui,PRO:demo,120,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
229,a,a,PRE,120,Pre,Pre,à,/V\,ADP,à,10
230,la,la,DET:def,120,Det,Det,le,C/V\,DET,le,10
231,Cote,cote,NOM,120,N,N,,'C/V\.C/(e)\,NOUN,cotte,3
232,Mautaillie,mautaillie,VER,120,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,maltailli,-1
233,pour,pour,PRE,120,Pre,Pre,pour,C/V\,ADP,pour,10
234,son,son,DET:poss,120,Det,Det,son4,C/V\,DET,son,10
235,fil,fil,NOM,120,N,N,,C/V\,NOUN,fils,3
236,fist,fist,VER,120,Vfin,Vfin,faire,C/V\,VERB,faire,10
237,il,il,PRO:pers,121,Prn,Prn%,il,/V\,PRON,il,10
238,a,a,PRE,121,Pre,Pre,à,/V\,ADP,à,10
239,Lanselot,lanselot,NPR,121,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,6
240,.,.,PON,121,Pnc,Pnc,,,PUNCT,.,9
241,Et,et,CON:coord,121,Crd,Crd,et,/V\,CCONJ,et,10
242,Lanselos,lanselos,NPR,121,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
243,li,li,PRO:pers,121,Prn,Prn$$,li,C/V\,PRON,li,10
244,dist,dist,VER,121,Vfin,Vfin,dire,C/V\,VERB,dire,10
245,k',k',PROCON,121,Sub,Sub,que,C/\,SCONJ,que,10
246,il,il,PRO:pers,121,Prn,Prn$,il,/V\,PRON,il,10
247,ne,ne,PRO:clit,121,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
248,toucheroit,toucheroit,VER,121,Vfin,Vfin,,C/V\.C/e\.'C/V\,VERB,toucher,9
249,a,a,PRE,121,Pre,Pre,à,/V\,ADP,à,10
250,son,son,DET:poss,121,Det,Det,son4,C/V\,DET,son,10
251,fil,fil,NOM,122,N,N,,C/V\,NOUN,fils,3
252,",",",",PON,122,Pnc,Pnc,,,PUNCT,",",9
253,s',s',PRO:pers,122,Sub,Sub,si3,C/\,SCONJ,si,10
254,il,il,PRO:pers,122,Prn,Prn$,il,/V\,PRON,il,10
255,ne,ne,PRO:clit,122,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
256,veoit,veoit,VER,122,Vfin,Vfin,voir,C/(V)\.'/V\,VERB,voir,10
257,abaissier,abaissier,VER,122,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,abaisser,9
258,sa,sa,DET:poss,122,Det,Det,son4,C/V\,DET,son,10
259,lance,lance,NOM,122,N,N,,'C/V\.C/(e)\,NOUN,lance,8
260,tout,tout,PRO:ind,122,QIs,QIs,tout,C/V\,ADV,tout,10
261,apertement,apertement,ADV,122,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,apertement,3
262,.,.,PON,122,Pnc,Pnc,,,PUNCT,.,9
263,«,«,PON:cit,122,Pnc,Pnc,,,PUNCT,«,9
264,Ha,ha,INT,122,Exc,Exc,,/V\,INTJ,haa,3
265,!,!,PON,122,Pnc,Pnc,,,PUNCT,!,9
266,pour,pour,PRE,123,Pre,Pre,pour,C/V\,ADP,pour,10
267,Dieu,dieu,NOM,123,N,N,,C/V\,PROPN,Dieu,3
268,",",",",PON,123,Pnc,Pnc,,,PUNCT,",",9
269,sire,sire,NOM,123,N,N,,'C/V\.C/(e)\,NOUN,sire,11
270,",",",",PON,123,Pnc,Pnc,,,PUNCT,",",9
271,fait,fait,VER,123,Vfin,Vfin,faire,C/V\,VERB,faire,10
272,li,li,DET:def,123,Det,Det,le,C/V\,DET,le,10
273,peres,peres,NOM,123,N,N,,'C/V\.C/e\,NOUN,père,8
274,",",",",PON,123,Pnc,Pnc,,,PUNCT,",",9
275,ce,ce,PRO:invar,123,Prn,Prn,ce,C/(e)\,PRON,ce,10
276,est,est,VER,123,Vfin,Vfin,être,/V\,VERB,être,10
277,uns,uns,DET:ndf,123,QIs,QIs,un,/V\,DET,un,10
278,jovenes,jovenes,ADJ,123,Adj,Adj,,'C/V\.C/e\,ADJ,jovene,5
279,cevaliers,cevaliers,NOM,123,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
280,et,et,CON:coord,124,Crd,Crd,et,/V\,CCONJ,et,10
281,non,non,ADV,124,Neg,Neg,ne,C/V\,ADV,ne,10
282,mie,mie,ADV,124,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
283,si,si,DET:poss,124,Adv,Adv,si4,C/V\,ADV,si,10
284,sages,sages,ADJ,124,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
285,ne,ne,PRO:clit,124,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
286,si,si,DET:poss,124,Adv,Adv,si4,C/V\,ADV,si,10
287,amesurés,amesurés,VER,124,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\,VERB,amesurer,8
288,com,com,CON:subord,124,Sub,Sub,comme,C/V\,SCONJ,comme,10
289,mestiers,mestiers,NOM,124,N,N,,C/V\.'C/V\,NOUN,métier,9
290,li,li,PRO:pers,124,Prn,Prn$$,li,C/V\,PRON,li,10
291,seroit,seroit,VER,124,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
292,.,.,PON,124,Pnc,Pnc,,,PUNCT,.,9
293,Ne,ne,PRO:clit,125,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
294,regardés,regardés,VER,125,Vfin,Vfin,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10
295,pas,pas,NOM,125,Neg,Neg,pas,C/V\,ADV,pas,10
296,a,a,PRE,125,Pre,Pre,à,/V\,ADP,à,10
297,se,se,DET:poss,125,Det,Det,son4,C/(e)\,DET,son,10
298,folie,folie,NOM,125,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8
299,ne,ne,PRO:clit,125,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
300,a,a,VER,125,Pre,Pre,à,/V\,ADP,à,10
301,ses,ses,DET:poss,125,Det,Det,son4,C/V\,DET,son,10
302,nices,nices,ADJ,125,Adj,Adj,,'C/V\.C/e\,ADJ,nice,9
303,paroles,paroles,NOM,125,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
304,",",",",PON,125,Pnc,Pnc,,,PUNCT,",",9
305,mais,mais,CON:coord,125,Crd,Crd,mais,C/V\,CCONJ,mais,10
306,regardés,regardés,VER,126,Vfin,Vfin,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10
307,a,a,PRE,126,Pre,Pre,à,/V\,ADP,à,10
308,vostre,vostre,DET:poss,126,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
309,sens,sens,NOM,126,N,N,,C/V\,NOUN,sens,8
310,et,et,CON:coord,126,Crd,Crd,et,/V\,CCONJ,et,10
311,a,a,PRE,126,Pre,Pre,à,/V\,ADP,à,10
312,vostre,vostre,PRO:poss,126,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
313,gentilleche,gentilleche,NIL,126,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,gentillesse,9
314,et,et,CON:coord,126,Crd,Crd,et,/V\,CCONJ,et,10
315,a,a,PRE,126,Pre,Pre,à,/V\,ADP,à,10
316,la,la,DET:def,126,Det,Det,le,C/V\,DET,le,10
317,proiiere,proiiere,NOM,127,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prière,9
318,que,que,PROCON,127,Qux,Qux,que,C/(e)\,PRON,que,10
319,je,je,PRO:pers,127,Prn,Prn$,je,C/(e)\,PRON,je,10
320,vous,vous,PRO:pers,127,Prn,Prn$$,vous,C/V\,PRON,vous,10
321,en,en,PRO:clit,127,Prn,Prn$$,en2,/V\,PRON,en,10
322,fas,fas,VER,127,Vfin,Vfin,faire,C/V\,VERB,faire,10
323,!,!,PON,127,Pnc,Pnc,,,PUNCT,!,9
324,—,—,PON,127,Pnc,Pnc,,,PUNCT,—,9
325,Biaus,biaus,ADJ,127,Adj,Adj,beau,C/V\,ADJ,beau,10
326,ostes,ostes,NOM,127,N,N,,'/V\.C/e\,NOUN,ôter,2
327,",",",",PON,127,Pnc,Pnc,,,PUNCT,",",9
328,fait,fait,VER,127,Vfin,Vfin,faire,C/V\,VERB,faire,10
329,Lanselos,lanselos,NPR,127,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
330,",",",",PON,127,Pnc,Pnc,,,PUNCT,",",9
331,or,or,ADV,128,Adv,Adv,or2,/V\,ADV,or,10
332,sachiés,sachiés,VER,128,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
333,tout,tout,PRO:ind,128,QIs,QIs,tout,C/V\,ADV,tout,10
334,vraiement,vraiement,ADV,128,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
