wd_id,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
901,.,.,PON,302,Pnc,Pnc,,,PUNCT,.,9
902,Il,il,PRO:pers,302,Prn,Prn$,il,/V\,PRON,il,10
903,demandent,demandent,VER,303,Vfin,Vfin,demander,C/V\.'C/V\.C/e\,VERB,demander,10
904,a,a,PRE,303,Pre,Pre,à,/V\,ADP,à,10
905,Lanselot,lanselot,NPR,303,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,6
906,s',s',PRO:pers,303,Sub,Sub,si3,C/\,SCONJ,si,10
907,il,il,PRO:pers,303,Prn,Prn$,il,/V\,PRON,il,10
908,fu,fu,VER,303,Vfin,Vfin,être,C/V\,VERB,être,10
909,onques,onques,ADV,303,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
910,en,en,PRE,303,Pre,Pre,en,/V\,ADP,en,10
911,la,la,DET:def,303,Det,Det,le,C/V\,DET,le,10
912,maison,maison,NOM,303,N,N,,C/V\.'C/V\,NOUN,maison,3
913,le,le,DET:def,303,Det,Det,le,C/(e)\,DET,le,10
914,roi,roi,NOM,303,N,N,,C/V\,NOUN,roi,8
915,Artu,artu,NPR,304,N,N,,/V\.'C/V\,PROPN,Arthur,9
916,.,.,PON,304,Pnc,Pnc,,,PUNCT,.,9
917,«,«,PON:cit,304,Pnc,Pnc,,,PUNCT,«,9
918,Signeur,signeur,NOM,304,N,N,,C/V\.'C/V\,NOUN,seigneur,3
919,",",",",PON,304,Pnc,Pnc,,,PUNCT,",",9
920,fait,fait,VER,304,Vfin,Vfin,faire,C/V\,VERB,faire,10
921,il,il,PRO:pers,304,Prn,Prn%,il,/V\,PRON,il,10
922,",",",",PON,304,Pnc,Pnc,,,PUNCT,",",9
923,oïl,oïl,ADV,304,NVP,NVP,oui,/{V}\.'/V\,ADV,oui,10
924,.,.,PON,304,Pnc,Pnc,,,PUNCT,.,9
925,G',g',PRO:pers,304,Prn,Prn$,je,C/\,PRON,je,10
926,i,i,PRO:clit,304,Prn,Prn$$,y2,/V\,PRON,y,10
927,fui,fui,VER,304,Vfin,Vfin,être,C/V\,VERB,être,10
928,ja,ja,ADV,304,Adv,Adv,jà,C/V\,ADV,jà,10
929,",",",",PON,304,Pnc,Pnc,,,PUNCT,",",9
930,fait,fait,VER,304,Vfin,Vfin,faire,C/V\,VERB,faire,10
931,il,il,PRO:pers,304,Prn,Prn%,il,/V\,PRON,il,10
932,",",",",PON,304,Pnc,Pnc,,,PUNCT,",",9
933,voirement,voirement,ADV,304,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,voirement,9
934,.,.,PON,304,Pnc,Pnc,,,PUNCT,.,9
935,—,—,PON,305,Pnc,Pnc,,,PUNCT,—,9
936,Et,et,CON:coord,305,Crd,Crd,et,/V\,CCONJ,et,10
937,connissiés,connissiés,VER,305,Vfin,Vfin,connaître,C/V\.C/V\.'C/V\,VERB,connaître,10
938,vous,vous,PRO:pers,305,Prn,Prn%,vous,C/V\,PRON,vous,10
939,aucun,aucun,PRO:ind,305,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10
940,des,des,PREDET:de,305,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
941,cevaliers,cevaliers,NOM,305,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
942,de,de,PRE,305,Pre,Pre,de,C/(e)\,ADP,de,10
943,celui,celui,DET:demo,305,Dem,Dem,cil,C/V\.'C/V\,DET,cil,10
944,ostel,ostel,NOM,305,N,N,,/V\.'C/V\,NOUN,hôtel,3
945,?,?,PON,305,Pnc,Pnc,,,PUNCT,?,9
946,—,—,PON,306,Pnc,Pnc,,,PUNCT,—,9
947,Oïl,oïl,ADV,306,NVP,NVP,oui,/{V}\.'/V\,ADV,oui,10
948,",",",",PON,306,Pnc,Pnc,,,PUNCT,",",9
949,fait,fait,VER,306,Vfin,Vfin,faire,C/V\,VERB,faire,10
950,il,il,PRO:pers,306,Prn,Prn%,il,/V\,PRON,il,10
951,.,.,PON,306,Pnc,Pnc,,,PUNCT,.,9
952,Je,je,PRO:pers,306,Prn,Prn$,je,C/(e)\,PRON,je,10
953,en,en,PRO:clit,306,Prn,Prn$$,en2,/V\,PRON,en,10
954,connois,connois,VER,306,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,connaître,10
955,voirement,voirement,ADV,306,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,voirement,9
956,aucun,aucun,PRO:ind,306,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10
957,.,.,PON,306,Pnc,Pnc,,,PUNCT,.,9
958,—,—,PON,306,Pnc,Pnc,,,PUNCT,—,9
959,Et,et,CON:coord,306,Crd,Crd,et,/V\,CCONJ,et,10
960,Lanselot,lanselot,NPR,307,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,6
961,du,du,PREDET:de,307,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
962,Lac,lac,NOM,307,N,N,,C/V\,NOUN,lac,3
963,",",",",PON,307,Pnc,Pnc,,,PUNCT,",",9
964,font,font,VER,307,Vfin,Vfin,faire,C/V\,VERB,faire,10
965,il,il,PRO:pers,307,Prn,Prn%,il,/V\,PRON,il,10
966,",",",",PON,307,Pnc,Pnc,,,PUNCT,",",9
967,connissiés,connissiés,VER,307,Vfin,Vfin,connaître,C/V\.C/V\.'C/V\,VERB,connaître,10
968,le,le,PRO:pers,307,Prn,Prn%%,le,C/(e)\,PRON,le,10
969,vous,vous,PRO:pers,307,Prn,Prn%,vous,C/V\,PRON,vous,10
970,?,?,PON,307,Pnc,Pnc,,,PUNCT,?,9
971,—,—,PON,307,Pnc,Pnc,,,PUNCT,—,9
972,Oïl,oïl,ADV,307,NVP,NVP,oui,/{V}\.'/V\,ADV,oui,10
973,",",",",PON,307,Pnc,Pnc,,,PUNCT,",",9
974,fait,fait,VER,307,Vfin,Vfin,faire,C/V\,VERB,faire,10
975,il,il,PRO:pers,308,Prn,Prn%,il,/V\,PRON,il,10
976,",",",",PON,308,Pnc,Pnc,,,PUNCT,",",9
977,chelui,chelui,PRO:demo,308,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
978,connois,connois,VER,308,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,connaître,10
979,je,je,PRO:pers,308,Prn,Prn%,je,C/(e)\,PRON,je,10
980,bien,bien,ADV,308,Adv,Adv,bien,C/V\,ADV,bien,10
981,.,.,PON,308,Pnc,Pnc,,,PUNCT,.,9
982,—,—,PON,308,Pnc,Pnc,,,PUNCT,—,9
983,Ha,ha,INT,308,Exc,Exc,,/V\,INTJ,haa,3
984,!,!,PON,308,Pnc,Pnc,,,PUNCT,!,9
985,pour,pour,PRE,308,Pre,Pre,pour,C/V\,ADP,pour,10
986,Dieu,dieu,NOM,308,N,N,,C/V\,PROPN,Dieu,3
987,",",",",PON,308,Pnc,Pnc,,,PUNCT,",",9
988,fait,fait,VER,308,Vfin,Vfin,faire,C/V\,VERB,faire,10
989,Kex,kex,NPR,308,N,N,,C/V\,PROPN,Keu,-10
990,d',d',PRE,309,Pre,Pre,de,C/\,ADP,de,10
991,Estraus,estraus,NPR,309,N,N,,/V\.'C/V\,PROPN,écran,2
992,",",",",PON,309,Pnc,Pnc,,,PUNCT,",",9
993,quant,quant,ADV,309,Sub,Sub,quand,C/V\,SCONJ,quand,10
994,vous,vous,PRO:pers,309,Prn,Prn,vous,C/V\,PRON,vous,10
995,Lanselot,lanselot,NPR,309,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,6
996,connissiés,connissiés,VER,309,Vfin,Vfin,connaître,C/V\.C/V\.'C/V\,VERB,connaître,10
997,",",",",PON,309,Pnc,Pnc,,,PUNCT,",",9
998,itant,itant,ADV,309,QIs,QIs,tant,/V\.'C/V\,ADV,tant,10
999,me,me,PRO:pers,309,Prn,Prn$$,me,C/(e)\,PRON,me,10
1000,dites,dites,VER,310,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
1001,",",",",PON,310,Pnc,Pnc,,,PUNCT,",",9
1002,s',s',PRO:pers,310,Sub,Sub,si3,C/\,SCONJ,si,10
1003,il,il,PRO:pers,310,Prn,Prn$,il,/V\,PRON,il,10
1004,vous,vous,PRO:pers,310,Prn,Prn$$,vous,C/V\,PRON,vous,10
1005,plaist,plaist,VER,310,Vfin,Vfin,plaire,C/V\,VERB,plaire,10
1006,:,:,PON,310,Pnc,Pnc,,,PUNCT,:,9
1007,l',l',PRO:pers,310,Prn,Prn$$,le,C/\,PRON,le,10
1008,avés,avés,VER,310,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1009,vous,vous,PRO:pers,310,Prn,Prn%,vous,C/V\,PRON,vous,10
1010,encore,encore,ADV,310,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10
1011,veü,veü,VER,310,Vpp,Vpp,voir,C/(V)\.'/V\,VERB,voir,10
1012,en,en,PRE,310,Pre,Pre,en,/V\,ADP,en,10
1013,cest,cest,DET:demo,310,Dem,Dem,cist,C/V\,DET,cist,10
1014,païs,païs,NOM,310,N,N,,C/V\.'C/V\,NOUN,pays,8
1015,?,?,PON,310,Pnc,Pnc,,,PUNCT,?,9
1016,Uns,uns,DET:ndf,311,QIs,QIs,un,/V\,DET,un,10
1017,chevaliers,chevaliers,NOM,311,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
1018,nous,nous,PRO:pers,311,Prn,Prn$$,nous,C/V\,PRON,nous,10
1019,dist,dist,VER,311,Vfin,Vfin,dire,C/V\,VERB,dire,10
1020,",",",",PON,311,Pnc,Pnc,,,PUNCT,",",9
1021,n',n',PRO:clit,311,Neg,Neg$$,ne,C/\,ADV,ne,10
1022,a,a,VER,311,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1023,mie,mie,ADV,311,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
1024,encore,encore,ADV,311,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10
1025,.IIII.,.iiii.,ADJ:card,311,QIs,QIs,quatre,'/V\./(e)\,NUM,quatre,10
1026,jours,jours,NOM,311,N,N,,C/V\,NOUN,jour,8
1027,",",",",PON,311,Pnc,Pnc,,,PUNCT,",",9
1028,k',k',PROCON,311,Sub,Sub,que,C/\,SCONJ,que,10
1029,il,il,PRO:pers,311,Prn,Prn$,il,/V\,PRON,il,10
1030,estoit,estoit,VER,312,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1031,en,en,PRE,312,Pre,Pre,en,/V\,ADP,en,10
1032,chest,chest,DET:demo,312,Dem,Dem,cist,C/V\,DET,cist,10
1033,païs,païs,NOM,312,N,N,,C/V\.'C/V\,NOUN,pays,8
1034,sans,sans,PRE,312,Pre,Pre,sans,C/V\,ADP,sans,10
1035,faille,faille,NOM,312,N,N,,'C/V\.C/(e)\,NOUN,faille,8
1036,.,.,PON,312,Pnc,Pnc,,,PUNCT,.,9
1037,—,—,PON,312,Pnc,Pnc,,,PUNCT,—,9
1038,Et,et,CON:coord,312,Crd,Crd,et,/V\,CCONJ,et,10
1039,ki,ki,PROCON,312,Qux,Qux,qui,C/V\,PRON,qui,10
1040,fu,fu,VER,312,Vfin,Vfin,être,C/V\,VERB,être,10
1041,cis,cis,DET:demo,312,Dem,Dem,cist,C/V\,DET,cist,10
1042,cevaliers,cevaliers,NOM,312,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
1043,",",",",PON,312,Pnc,Pnc,,,PUNCT,",",9
1044,fait,fait,VER,313,Vfin,Vfin,faire,C/V\,VERB,faire,10
1045,Lanselos,lanselos,NPR,313,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
1046,",",",",PON,313,Pnc,Pnc,,,PUNCT,",",9
1047,ki,ki,PROCON,313,Qux,Qux,qui,C/V\,PRON,qui,10
1048,de,de,PRE,313,Pre,Pre,de,C/(e)\,ADP,de,10
1049,Lanselot,lanselot,NPR,313,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,6
1050,vous,vous,PRO:pers,313,Prn,Prn$$,vous,C/V\,PRON,vous,10
1051,dist,dist,VER,313,Vfin,Vfin,dire,C/V\,VERB,dire,10
1052,nouveles,nouveles,NOM,313,N,N,,C/V\.'C/V\.C/e\,NOUN,nouveler,2
1053,?,?,PON,313,Pnc,Pnc,,,PUNCT,?,9
1054,—,—,PON,313,Pnc,Pnc,,,PUNCT,—,9
1055,Certes,certes,ADV,313,Adv,Adv,certes,'C/V\.C/e\,ADV,certes,10
1056,",",",",PON,313,Pnc,Pnc,,,PUNCT,",",9
1057,fait,fait,VER,314,Vfin,Vfin,faire,C/V\,VERB,faire,10
1058,Kex,kex,NPR,314,N,N,,C/V\,PROPN,Keu,-10
1059,d',d',PRE,314,Pre,Pre,de,C/\,ADP,de,10
1060,Estraus,estraus,NPR,314,N,N,,/V\.'C/V\,PROPN,écran,2
1061,",",",",PON,314,Pnc,Pnc,,,PUNCT,",",9
1062,ce,ce,PRO:invar,314,Prn,Prn,ce,C/(e)\,PRON,ce,10
1063,fu,fu,VER,314,Vfin,Vfin,être,C/V\,VERB,être,10
1064,Breüs,breus,NOM,314,N,N,,C/(V)\.'/V\,PROPN,Brux,-10
1065,sans,sans,PRE,314,Pre,Pre,sans,C/V\,ADP,sans,10
1066,Pitié,pitié,NOM,314,N,N,,C/V\.'C/V\,NOUN,pitié,8
1067,.,.,PON,314,Pnc,Pnc,,,PUNCT,.,9
1068,Chil,chil,PRO:demo,314,Dem,Dem,cil,C/V\,PRON,cil,10
1069,nous,nous,PRO:pers,314,Prn,Prn$$,nous,C/V\,PRON,nous,10
1070,dist,dist,VER,315,Vfin,Vfin,dire,C/V\,VERB,dire,10
1071,tout,tout,PRO:ind,315,QIs,QIs,tout,C/V\,ADV,tout,10
1072,vraiement,vraiement,ADV,315,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
1073,que,que,PROCON,315,Sub,Sub,que,C/(e)\,SCONJ,que,10
1074,Lanselos,lanselos,NPR,315,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
1075,estoit,estoit,VER,315,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1076,en,en,PRE,315,Pre,Pre,en,/V\,ADP,en,10
1077,cest,cest,DET:demo,315,Dem,Dem,cist,C/V\,DET,cist,10
1078,païs,païs,NOM,315,N,N,,C/V\.'C/V\,NOUN,pays,8
1079,.,.,PON,315,Pnc,Pnc,,,PUNCT,.,9
1080,—,—,PON,315,Pnc,Pnc,,,PUNCT,—,9
1081,Ce,ce,PRO:invar,315,Prn,Prn,ce,C/(e)\,PRON,ce,10
1082,ne,ne,PRO:clit,316,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1083,sai,sai,VER,316,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
1084,je,je,PRO:pers,316,Prn,Prn%,je,C/(e)\,PRON,je,10
1085,mie,mie,ADV,316,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
1086,tres,tres,ADV,316,Adv,Adv,très,C/V\,ADV,très,10
1087,bien,bien,ADV,316,Adv,Adv,bien,C/V\,ADV,bien,10
1088,",",",",PON,316,Pnc,Pnc,,,PUNCT,",",9
1089,fait,fait,VER,316,Vfin,Vfin,faire,C/V\,VERB,faire,10
1090,Lanselos,lanselos,NPR,316,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
1091,.,.,PON,316,Pnc,Pnc,,,PUNCT,.,9
1092,»,»,PON:cit,316,Pnc,Pnc,,,PUNCT,»,9
1093,En,en,PRE,401,Pre,Pre,en,/V\,ADP,en,10
1094,tel,tel,ADJ,401,Adj,Adj,tel,C/V\,ADJ,tel,10
1095,maniere,maniere,NOM,401,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
1096,cevaucent,cevaucent,VER,401,Vfin,Vfin,chevaucher,C/V\.'C/V\.C/e\,VERB,chevaucher,10
1097,li,li,DET:def,401,Det,Det,le,C/V\,DET,le,10
1098,troi,troi,ADJ:card,401,QIs,QIs,trois,C/V\,NUM,trois,10
1099,chevalier,chevalier,NOM,401,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
1100,",",",",PON,401,Pnc,Pnc,,,PUNCT,",",9
1101,tant,tant,ADV,401,QIs,QIs,tant,C/V\,ADV,tant,10
1102,k',k',PROCON,402,Sub,Sub,que,C/\,SCONJ,que,10
1103,il,il,PRO:pers,402,Prn,Prn$,il,/V\,PRON,il,10
1104,sont,sont,VER,402,Vfin,Vfin,être,C/V\,VERB,être,10
1105,venu,venu,VER,402,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10
1106,trusc',trusc',ADV,402,PrA,PrA,trosque,C/V\,ADV,trosque,10
1107,au,au,PREDET:a,402,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1108,pont,pont,NOM,402,N,N,,C/V\,NOUN,pont,8
1109,que,que,PROCON,402,Qux,Qux,que,C/(e)\,PRON,que,10
1110,cil,cil,PRO:demo,402,Dem,Dem,cil,C/V\,PRON,cil,10
1111,gardoit,gardoit,VER,402,Vfin,Vfin,garder,C/V\.'C/V\,VERB,garder,10
1112,dont,dont,PRO:invar,402,Qux,Qux,dont,C/V\,PRON,dont,10
1113,nous,nous,PRO:pers,402,Prn,Prn$,nous,C/V\,PRON,nous,10
1114,avom,avom,VER,403,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1115,autre,autre,ADJ,403,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1116,fois,fois,NOM,403,N,N,,C/V\,NOUN,fois,3
1117,parlé,parlé,VER,403,Vpp,Vpp,parler,C/V\.'C/V\,VERB,parler,10
1118,cha,cha,ADV,403,Adv,Adv,çà,C/V\,ADV,çà,10
1119,devant,devant,PRE,403,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
1120,.,.,PON,403,Pnc,Pnc,,,PUNCT,.,9
1121,Quant,quant,ADV,403,Sub,Sub,quand,C/V\,SCONJ,quand,10
1122,Lanselos,lanselos,NPR,403,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
1123,voit,voit,VER,403,Vfin,Vfin,voir,C/V\,VERB,voir,10
1124,le,le,DET:def,403,Det,Det,le,C/(e)\,DET,le,10
1125,pont,pont,NOM,404,N,N,,C/V\,NOUN,pont,8
1126,",",",",PON,404,Pnc,Pnc,,,PUNCT,",",9
1127,il,il,PRO:pers,404,Prn,Prn$,il,/V\,PRON,il,10
1128,li,li,PRO:pers,404,Prn,Prn$$,li,C/V\,PRON,li,10
1129,souvient,souvient,VER,404,Vfin,Vfin,souvenir,C/V\.'C/V\,VERB,souvenir,10
1130,tout,tout,PRO:ind,404,QIs,QIs,tout,C/V\,ADV,tout,10
1131,maintenant,maintenant,ADV,404,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
1132,de,de,PRE,404,Pre,Pre,de,C/(e)\,ADP,de,10
1133,la,la,DET:def,404,Det,Det,le,C/V\,DET,le,10
1134,proiiere,proiiere,NOM,404,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prière,9
1135,que,que,PROCON,404,Qux,Qux,que,C/(e)\,PRON,que,10
1136,li,li,DET:def,404,Det,Det,le,C/V\,DET,le,10
1137,preudom,preudom,NOM,405,N,N,,C/V\.'C/V\,NOUN,prudhomme,9
1138,li,li,PRO:pers,405,Prn,Prn$$,li,C/V\,PRON,li,10
1139,avoit,avoit,VER,405,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1140,faite,faite,VER,405,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
1141,.,.,PON,405,Pnc,Pnc,,,PUNCT,.,9
1142,Dont,dont,PRO:invar,405,Adv,Adv,donc,C/V\,ADV,donc,10
1143,s',s',PRO:pers,405,Prn,Prn$$,se,C/\,PRON,se,10
1144,areste,areste,VER,405,Vfin,Vfin,arrêter,/V\.'C/V\.C/(e)\,VERB,arrêter,10
1145,esranment,esranment,ADV,405,Adv,Adv,,/V\.C/V\.'C/V\,ADV,esramment,-10
1146,et,et,CON:coord,405,Crd,Crd,et,/V\,CCONJ,et,10
1147,laisse,laisse,VER,405,Vfin,Vfin,laisser,'C/V\.C/(e)\,VERB,laisser,10
1148,les,les,DET:def,406,Det,Det,le,C/V\,DET,le,10
1149,cevaliers,cevaliers,NOM,406,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
1150,aler,aler,VER,406,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
1151,devant,devant,PRE,406,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
1152,.,.,PON,406,Pnc,Pnc,,,PUNCT,.,9
1153,Kex,kex,NPR,406,N,N,,C/V\,PROPN,Keu,-10
1154,d',d',PRE,406,Pre,Pre,de,C/\,ADP,de,10
1155,Estraus,estraus,NPR,406,N,N,,/V\.'C/V\,PROPN,écran,2
1156,",",",",PON,406,Pnc,Pnc,,,PUNCT,",",9
1157,ki,ki,PROCON,406,Qux,Qux,qui,C/V\,PRON,qui,10
1158,mout,mout,ADV,406,QIs,QIs,moult,C/V\,ADV,moult,10
1159,savoit,savoit,VER,406,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
1160,",",",",PON,406,Pnc,Pnc,,,PUNCT,",",9
1161,quant,quant,ADV,407,Sub,Sub,quand,C/V\,SCONJ,quand,10
1162,il,il,PRO:pers,407,Prn,Prn$,il,/V\,PRON,il,10
1163,voit,voit,VER,407,Vfin,Vfin,voir,C/V\,VERB,voir,10
1164,tout,tout,PRO:ind,407,QIs,QIs,tout,C/V\,ADV,tout,10
1165,maintenant,maintenant,ADV,407,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
1166,le,le,DET:def,407,Det,Det,le,C/(e)\,DET,le,10
1167,cevalier,cevalier,NOM,407,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
1168,armé,armé,VER,407,Vpp,Vpp,armer,/V\.'C/V\,VERB,armer,10
1169,desus,desus,ADV,407,PrA,PrA,dessus,C/V\.'C/V\,ADP,dessus,10
1170,le,le,DET:def,407,Det,Det,le,C/(e)\,DET,le,10
1171,pont,pont,NOM,408,N,N,,C/V\,NOUN,pont,8
1172,",",",",PON,408,Pnc,Pnc,,,PUNCT,",",9
1173,ki,ki,PROCON,408,Qux,Qux,qui,C/V\,PRON,qui,10
1174,faisoit,faisoit,VER,408,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
1175,samblant,samblant,NOM,408,N,N,,C/V\.'C/V\,PROPN|NOUN,semblant,8
1176,de,de,PRE,408,Pre,Pre,de,C/(e)\,ADP,de,10
1177,bataille,bataille,NOM,408,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
1178,",",",",PON,408,Pnc,Pnc,,,PUNCT,",",9
1179,il,il,PRO:pers,408,Prn,Prn$,il,/V\,PRON,il,10
1180,pense,pense,VER,408,Vfin,Vfin,penser,'C/V\.C/(e)\,VERB,penser,10
1181,tout,tout,PRO:ind,408,QIs,QIs,tout,C/V\,ADV,tout,10
1182,esranment,esranment,ADV,408,Adv,Adv,,/V\.C/V\.'C/V\,ADV,esramment,-10
1183,que,que,PROCON,409,Sub,Sub,que,C/(e)\,SCONJ,que,10
1184,Lanselos,lanselos,NPR,409,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,5
1185,",",",",PON,409,Pnc,Pnc,,,PUNCT,",",9
1186,ki,ki,PROCON,409,Qux,Qux,qui,C/V\,PRON,qui,10
1187,toute,toute,DET:ind,409,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
1188,jour,jour,NOM,409,N,N,,C/V\,NOUN,jour,8
1189,avoit,avoit,VER,409,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1190,chevauchié,chevauchié,VER,409,Vpp,Vpp,chevaucher,C/V\.C/V\.'C/V\,VERB,chevaucher,10
1191,devant,devant,PRE,409,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
1192,et,et,CON:coord,410,Crd,Crd,et,/V\,CCONJ,et,10
1193,orendroit,orendroit,ADV,410,Adv,Adv,orendroit,/V\.C/V\.'C/V\,ADV,orendroit,10
1194,s',s',PRO:pers,410,Prn,Prn$$,se,C/\,PRON,se,10
1195,est,est,VER,410,Vfin,Vfin,être,/V\,VERB,être,10
1196,mis,mis,VER,410,Vpp,Vpp,mettre,C/V\,VERB,mettre,10
1197,deriere,deriere,ADV,410,PrA,PrA,derrière,C/V\.'C/V\.C/(e)\,ADV,derrière,10
1198,",",",",PON,410,Pnc,Pnc,,,PUNCT,",",9
1199,ait,ait,VER,410,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1200,fait,fait,VER,410,Vpp,Vpp,faire,C/V\,VERB,faire,10
1201,cestui,cestui,PRO:demo,410,Dem,Dem,cist,C/V\.'C/V\,PRON,cist,10
1202,fait,fait,VER,410,N,N,,C/V\,PROPN|NOUN,fait,8
1203,par,par,PRE,410,Pre,Pre,par,C/V\,ADP,par,10
1204,paour,paour,NOM,410,N,N,,C/(V)\.'/V\,NOUN,peur,8
1205,et,et,CON:coord,411,Crd,Crd,et,/V\,CCONJ,et,10
1206,par,par,PRE,411,Pre,Pre,par,C/V\,ADP,par,10
1207,doutance,doutance,NOM,411,N,N,,C/V\.'C/V\.C/(e)\,NOUN,doutance,9
1208,k',k',PROCON,411,Sub,Sub,que,C/\,SCONJ,que,10
1209,il,il,PRO:pers,411,Prn,Prn$,il,/V\,PRON,il,10
1210,ait,ait,VER,411,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1211,du,du,PREDET:de,411,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1212,cevalier,cevalier,NOM,411,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
1213,du,du,PREDET:de,411,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1214,pont,pont,NOM,411,N,N,,C/V\,NOUN,pont,8
1215,:,:,PON,411,Pnc,Pnc,,,PUNCT,:,9
1216,si,si,ADV,411,Adv,Adv,si4,C/V\,ADV,si,10
1217,li,li,PRO:pers,411,Prn,Prn$$,li,C/V\,PRON,li,10
1218,atourne,atourne,VER,411,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,atourner,8
1219,adont,adont,ADV,412,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10
1220,chestui,chestui,PRO:demo,412,Dem,Dem,cist,C/V\.'C/V\,PRON,cist,10
1221,fait,fait,VER,412,N,N,,C/V\,PROPN|NOUN,fait,8
1222,a,a,PRE,412,Pre,Pre,à,/V\,ADP,à,10
1223,grant,grant,ADJ,412,Adj,Adj,grand,C/V\,ADJ,grand,10
1224,mauvaistié,mauvaistié,NOM,412,N,N,,C/V\.C/V\.'C/V\,NOUN,mauvaiseté,9
1225,et,et,CON:coord,412,Crd,Crd,et,/V\,CCONJ,et,10
1226,a,a,PRE,412,Pre,Pre,à,/V\,ADP,à,10
1227,grant,grant,ADJ,412,Adj,Adj,grand,C/V\,ADJ,grand,10
1228,couardise,couardise,NOM,412,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,couardise,9
1229,ne,ne,PRO:clit,413,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1230,ne,ne,PRO:clit,413,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1231,s',s',PRO:pers,413,Prn,Prn$$,se,C/\,PRON,se,10
1232,em,em,PRO:clit,413,Prn,Prn$$,en2,/V\,PRON,en,10
