wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,1,1,a,a,1,Pre,Pre,à,/V\,ADP,à,10
2,1,2,ceste,ceste,1,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
3,1,3,fable,fable,1,N,N,,'C/V\.C/(e)\,NOUN,fable,8
4,1,4,di,di,1,Vfin,Vfin,dire,C/V\,VERB,dire,10
5,1,5,",",",",1,Pnc,Pnc,,,PUNCT,",",9
6,1,6,baron,baron,1,N,N,,C/V\.'C/V\,NOUN,baron,8
7,1,7,",",",",1,Pnc,Pnc,,,PUNCT,",",9
8,2,1,que,que,2,Sub,Sub,que,C/(e)\,SCONJ,que,10
9,2,2,jadis,jadis,2,Adv,Adv,jadis,C/V\.'C/V\,ADV,jadis,10
10,2,3,furent,furent,2,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
11,2,4,troi,troi,2,QIs,QIs,trois,C/V\,NUM,trois,10
12,2,5,larron,larron,2,N,N,,C/V\.'C/V\,NOUN,larron,8
13,3,1,d',d',3,Pre,Pre,de,C/\,ADP,de,10
14,3,2,une,une,3,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
15,3,3,compaignie,compaignie,3,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8
16,3,4,ensanblé,ensanblé,3,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,ensembler,0
17,3,5,;,;,3,Pnc,Pnc,,,PUNCT,;,9
18,4,1,maint,maint,4,QIs,QIs,maint,C/V\,DET,maint,10
19,4,2,avoir,avoir,4,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10
20,4,3,avoient,avoient,4,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
21,4,4,anblé,anblé,4,Vpp,Vpp,,/V\.'C/V\,VERB,embler,9
22,5,1,as,as,5,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
23,5,2,genz,genz,5,N,N,,C/V\,NOUN,gent,3
24,5,3,du,du,5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
25,5,4,siecle,siecle,5,N,N,,'C/V\.C/(e)\,NOUN,siècle,8
26,5,5,et,et,5,Crd,Crd,et,/V\,CCONJ,et,10
27,5,6,as,as,5,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
28,5,7,convers,convers,5,N,N,,C/V\.'C/V\,NOUN,convers,8
29,5,8,.,.,5,Pnc,Pnc,,,PUNCT,.,9
30,6,1,li,li,6,Det,Det,le,C/V\,DET,le,10
31,6,2,uns,uns,6,QIs,QIs,un,/V\,PRON,un,10
32,6,3,avoit,avoit,6,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
33,6,4,a,a,6,Pre,Pre,à,/V\,ADP,à,10
34,6,5,non,non,6,N,N,,C/V\,NOUN,nom,8
35,6,6,travers,travers,6,N,N,,C/V\.'C/V\,NOUN,travers,8
36,6,7,;,;,6,Pnc,Pnc,,,PUNCT,;,9
37,7,1,as,as,7,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
38,7,2,autres,autres,7,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
39,7,3,deus,deus,7,QIs,QIs,deux,C/V\,NUM,deux,10
40,7,4,n',n',7,Neg,Neg$$,ne,C/\,ADV,ne,10
41,7,5,apartenoit,apartenoit,7,Vfin,Vfin,appartenir,/V\.C/V\.C/e\.'C/V\,VERB,appartenir,10
42,7,6,",",",",7,Pnc,Pnc,,,PUNCT,",",9
43,8,1,mais,mais,8,Crd,Crd,mais,C/V\,CCONJ,mais,10
44,8,2,lor,lor,8,Det,Det,leur2,C/V\,DET,leur,10
45,8,3,compaignie,compaignie,8,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8
