wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
290,32,7,entendoit,entendoit,8_4,Vfin,Vfin,entendre,/V\.C/V\.'C/V\,VERB,entendre,10
291,32,8,fermement,fermement,8_4,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,fermement,8
292,32,9,.,.,8_4,Pnc,Pnc,,,PUNCT,.,9
293,33,1,Adonc,adonc,9_1,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10
294,33,2,le,le,9_1,Prn,Prn$$,le,C/(e)\,PRON,le,10
295,33,3,fist,fist,9_1,Vfin,Vfin,faire,C/V\,VERB,faire,10
296,33,4,son,son,9_1,Det,Det,son4,C/V\,DET,son,10
297,33,5,père,pere,9_1,N,N,,'C/V\.C/(e)\,NOUN,père,9
298,33,6,de,de,9_1,Pre,Pre,de,C/(e)\,ADP,de,10
299,33,7,l',l',9_1,Det,Det,le,C/\,DET,le,10
300,33,8,escole,escole,9_1,N,N,,/V\.'C/V\.C/(e)\,NOUN,école,8
301,33,9,partir,partir,9_1,Vinf,Vinf,partir,C/V\.'C/V\,VERB,partir,10
302,33,10,;,;,9_1,Pnc,Pnc,,,PUNCT,;,9
303,34,1,En,en,9_2,Pre,Pre,en,/V\,ADP,en,10
304,34,2,guize,guize,9_2,N,N,,'C/V\.C/(e)\,NOUN,Guise,2
305,34,3,d',d',9_2,Pre,Pre,de,C/\,ADP,de,10
306,34,4,escuier,escuier,9_2,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
307,34,5,le,le,9_2,Prn,Prn$$,le,C/(e)\,PRON,le,10
308,34,6,convint,convint,9_2,Vfin,Vfin,convenir,C/V\.'C/V\,VERB,convenir,10
309,34,7,lors,lors,9_2,Adv,Adv,lors,C/V\,ADV,lors,10
310,34,8,vestir,vestir,9_2,Vinf,Vinf,vêtir,C/V\.'C/V\,VERB,vêtir,10
311,34,9,;,;,9_2,Pnc,Pnc,,,PUNCT,;,9
312,35,1,A,a,9_3,Pre,Pre,à,/V\,ADP,à,10
313,35,2,la,la,9_3,Det,Det,le,C/V\,DET,le,10
314,35,3,court,court,9_3,N,N,,C/V\,NOUN,cour,3
315,35,4,l',l',9_3,Det,Det,le,C/\,DET,le,10
316,35,5,empereur,empereur,9_3,N,N,,/V\.C/V\.C/(V)\.'/V\,NOUN,empereur,9
317,35,6,de,de,9_3,Pre,Pre,de,C/(e)\,ADP,de,10
318,35,7,Romme,romme,9_3,N,N,,'C/V\.C/(e)\,PROPN,Rome,9
319,35,8,ala,ala,9_3,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
320,35,9,servir,servir,9_3,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10
