wd_id,line_id,linewd,lex_id,word,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1877,252,4,"""","""",252,Pnc,Pnc,,,PUNCT,"""",9
1878,253,1,"""","""",253,Pnc,Pnc,,,PUNCT,"""",9
1879,253,2,moult,Moult,253,QIs,QIs,moult,C/V\,ADV,moult,10
1880,253,3,voulentiers,voulentiers,253,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
1881,253,4,",",",",253,Pnc,Pnc,,,PUNCT,",",9
1882,253,5,mais,mais,253,Adv,Adv,mais,C/V\,ADV,mais,10
1883,253,6,que,que,253,Sub,Sub,que,C/(e)\,SCONJ,que,10
1884,253,7,vous,vous,253,Prn,Prn$,vous,C/V\,PRON,vous,10
1885,253,8,m',m',253,Prn,Prn$$,me,C/\,PRON,me,10
1886,253,9,escoutez,escoutez,253,Vfin,Vfin,écouter,/V\.C/V\.'C/V\,VERB,écouter,10
1887,253,10,",",",",253,Pnc,Pnc,,,PUNCT,",",9
1888,254,1,et,Et,254,Crd,Crd,et,/V\,CCONJ,et,10
1889,254,2,que,que,254,Sub,Sub,que,C/(e)\,SCONJ,que,10
1890,254,3,vo,vo,254,Det,Det,votre,C/V\,DET,votre,10
1891,254,4,cuer,cuer,254,N,N,,C/V\,NOUN,coeur,3
1892,254,5,de,de,254,Pre,Pre,de,C/(e)\,ADP,de,10
1893,254,6,tristece,tristece,254,N,N,,C/V\.'C/V\.C/(e)\,NOUN,tristesse,9
1894,254,7,gettez,gettez,254,Vfin,Vfin,jeter,C/V\.'C/V\,VERB,jeter,10
1895,254,8,",",",",254,Pnc,Pnc,,,PUNCT,",",9
1896,255,1,par,Par,255,Pre,Pre,par,C/V\,ADP,par,10
1897,255,2,quoy,quoy,255,Qux,Qux,que,C/V\,PRON,que,10
1898,255,3,toute,toute,255,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
1899,255,4,vostre,vostre,255,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
1900,255,5,entente,entente,255,N,N,,/V\.'C/V\.C/(e)\,NOUN,entente,8
1901,255,6,metez,metez,255,Vfin,Vfin,mettre,C/V\.'C/V\,VERB,mettre,10
1902,256,1,a,A,256,Pre,Pre,à,/V\,ADP,à,10
1903,256,2,moy,moy,256,Prn,Prn,moi,C/V\,PRON,moi,10
1904,256,3,oïr,oïr,256,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,ouïr,10
1905,256,4,.,.,256,Pnc,Pnc,,,PUNCT,.,9
1906,256,5,"""","""",256,Pnc,Pnc,,,PUNCT,"""",9
1907,257,1,"""","""",257,Pnc,Pnc,,,PUNCT,"""",9
1908,257,2,certes,Certes,257,Adv,Adv,certes,'C/V\.C/e\,ADV,certes,10
1909,257,3,",",",",257,Pnc,Pnc,,,PUNCT,",",9
1910,257,4,sire,sire,257,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1911,257,5,",",",",257,Pnc,Pnc,,,PUNCT,",",9
1912,257,6,po,po,257,N,N,peu,C/V\,PROPN|NOUN,peu,10
1913,257,7,me,me,257,Prn,Prn$$,me,C/(e)\,PRON,me,10
1914,257,8,puis,puis,257,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
1915,257,9,resjoir,resjoïr,257,Vinf,Vinf,réjouir,C/V\.C/V\.'C/V\,VERB,réjouir,10
1916,257,10,.,.,257,Pnc,Pnc,,,PUNCT,.,9
1917,258,1,mais,Mais,258,Crd,Crd,mais,C/V\,CCONJ,mais,10
1918,258,2,j',j',258,Prn,Prn$,je,C/\,PRON,je,10
1919,258,3,en,en,258,Prn,Prn$$,en2,/V\,PRON,en,10
1920,258,4,feray,feray,258,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
1921,258,5,mon,mon,258,Det,Det,mon,C/V\,DET,mon,10
1922,258,6,pooir,pooir,258,N,N,pouvoir,C/V\.'C/V\,PROPN|NOUN,pouvoir,10
1923,258,7,",",",",258,Pnc,Pnc,,,PUNCT,",",9
1924,258,8,sans,sans,258,Pre,Pre,sans,C/V\,ADP,sans,10
1925,258,9,mentir,mentir,258,Vinf,Vinf,mentir,C/V\.'C/V\,VERB,mentir,10
1926,258,10,.,.,258,Pnc,Pnc,,,PUNCT,.,9
1927,258,11,"""","""",258,Pnc,Pnc,,,PUNCT,"""",9
1928,259,1,"""","""",259,Pnc,Pnc,,,PUNCT,"""",9
1929,259,2,dont,Dont,259,Adv,Adv,donc,C/V\,ADV,donc,10
1930,259,3,vous,vous,259,Prn,Prn$$,vous,C/V\,PRON,vous,10
1931,259,4,diray,diray,259,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
1932,259,5,quels,quels,259,Qux,Qux,quel,C/V\,DET,quel,10
1933,259,6,maus,maus,259,N,N,mal,C/V\,NOUN,mal,10
1934,259,7,j',j',259,Prn,Prn$,je,C/\,PRON,je,10
1935,259,8,ay,ay,259,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1936,259,9,a,a,259,Pre,Pre,à,/V\,ADP,à,10
1937,259,10,sentir,sentir,259,Vinf,Vinf,sentir,C/V\.'C/V\,VERB,sentir,10
1938,259,11,",",",",259,Pnc,Pnc,,,PUNCT,",",9
1939,260,1,sans,Sans,260,Pre,Pre,sans,C/V\,ADP,sans,10
1940,260,2,plus,plus,260,Adv,Adv,plus,C/V\,ADV,plus,10
1941,260,3,attendre,attendre,260,Vinf,Vinf,attendre,/V\.'C/V\.C/(e)\,VERB,attendre,10
1942,260,4,.,.,260,Pnc,Pnc,,,PUNCT,.,9
1943,260,5,"""","""",260,Pnc,Pnc,,,PUNCT,"""",9
1944,261,1,"""","""",261,Pnc,Pnc,,,PUNCT,"""",9
1945,261,2,dame,Dame,261,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1946,261,3,",",",",261,Pnc,Pnc,,,PUNCT,",",9
1947,261,4,tres,trés,261,PrA,PrA,très2,C/V\,ADV,très,10
1948,261,5,dont,dont,261,Adv,Adv,donc,C/V\,ADV,donc,10
1949,261,6,que,que,261,Sub,Sub,que,C/(e)\,SCONJ,que,10
1950,261,7,je,je,261,Prn,Prn$,je,C/(e)\,PRON,je,10
1951,261,8,me,me,261,Prn,Prn$$,me,C/(e)\,PRON,me,10
1952,261,9,sos,sos,261,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
1953,261,10,entendre,entendre,261,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
1954,261,11,",",",",261,Pnc,Pnc,,,PUNCT,",",9
1955,262,1,et,Et,262,Crd,Crd,et,/V\,CCONJ,et,10
1956,262,2,que,que,262,Sub,Sub,que,C/(e)\,SCONJ,que,10
1957,262,3,mes,mes,262,Det,Det,mon,C/V\,DET,mon,10
1958,262,4,cuers,cuers,262,N,N,,C/V\,NOUN,coeur,3
1959,262,5,pot,pot,262,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
1960,262,6,sentir,sentir,262,Vinf,Vinf,sentir,C/V\.'C/V\,VERB,sentir,10
1961,262,7,et,et,262,Crd,Crd,et,/V\,CCONJ,et,10
1962,262,8,comprendre,comprendre,262,Vinf,Vinf,comprendre,C/V\.'C/V\.C/(e)\,VERB,comprendre,10
1963,263,1,que,Que,263,Sub,Sub,que,C/(e)\,SCONJ,que,10
1964,263,2,c',c',263,Prn,Prn,ce,C/\,PRON,ce,10
1965,263,3,est,est,263,Vfin,Vfin,être,/V\,VERB,être,10
1966,263,4,amer,amer,263,Vinf,Vinf,aimer,/V\.'C/V\,VERB,aimer,10
1967,263,5,",",",",263,Pnc,Pnc,,,PUNCT,",",9
1968,263,6,je,je,263,Prn,Prn$,je,C/(e)\,PRON,je,10
1969,263,7,ne,ne,263,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1970,263,8,finay,finay,263,Vfin,Vfin,finir,C/V\.'C/V\,VERB,finir,10
1971,263,9,de,de,263,Pre,Pre,de,C/(e)\,ADP,de,10
1972,263,10,tendre,tendre,263,Vinf,Vinf,tendre,'C/V\.C/(e)\,VERB,tendre,10
1973,264,1,a,A,264,Pre,Pre,à,/V\,ADP,à,10
1974,264,2,estre,estre,264,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
1975,264,3,amez,amez,264,Vpp,Vpp,aimer,/V\.'C/V\,VERB,aimer,10
1976,264,4,;,;,264,Pnc,Pnc,,,PUNCT,;,9
1977,265,1,si,Si,265,Adv,Adv,si4,C/V\,ADV,si,10
1978,265,2,que,que,265,Sub,Sub,que,C/(e)\,SCONJ,que,10
1979,265,3,lonc,lonc,265,Adj,Adj,long,C/V\,ADJ,long,10
1980,265,4,temps,temps,265,N,N,,C/V\,NOUN,temps,8
1981,265,5,",",",",265,Pnc,Pnc,,,PUNCT,",",9
1982,265,6,por,por,265,Pre,Pre,pour,C/V\,ADP,pour,10
1983,265,7,estre,estre,265,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
1984,265,8,amis,amis,265,N,N,,/V\.'C/V\,NOUN,ami,3
1985,265,9,clamez,clamez,265,Vpp,Vpp,clamer,C/V\.'C/V\,VERB,clamer,10
1986,266,1,eins,Eins,266,PrA,PrA,ains,/V\,ADV,ains,10
1987,266,2,que,que,266,Sub,Sub,que,C/(e)\,SCONJ,que,10
1988,266,3,mes,mes,266,Det,Det,mon,C/V\,DET,mon,10
1989,266,4,cuers,cuers,266,N,N,,C/V\,NOUN,coeur,3
1990,266,5,fust,fust,266,Vfin,Vfin,être,C/V\,VERB,être,10
1991,266,6,assis,assis,266,Vpp,Vpp,asseoir,/V\.'C/V\,VERB,asseoir,10
1992,266,7,ne,ne,266,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1993,266,8,donnez,donnez,266,Vpp,Vpp,donner,C/V\.'C/V\,VERB,donner,10
1994,267,1,n',N',267,Neg,Neg$$,ne,C/\,ADV,ne,10
1995,267,2,a,a,267,Pre,Pre,à,/V\,ADP,à,10
1996,267,3,dame,dame,267,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1997,267,4,nulle,nulle,267,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10
1998,267,5,ottroiez,ottroiez,267,Vpp,Vpp,octroyer,/V\.C/V\.'C/V\,VERB,octroyer,10
1999,267,6,n',n',267,Crd,Crd,ne2,C/\,CCONJ,ne,10
2000,267,7,assenez,assenez,267,Vpp,Vpp,,/V\.C/e\.'C/V\,VERB,assener,9
2001,267,8,",",",",267,Pnc,Pnc,,,PUNCT,",",9
2002,268,1,a,A,268,Pre,Pre,à,/V\,ADP,à,10
2003,268,2,bonne,Bonne,268,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10
2004,268,3,amour,Amour,268,N,N,,/V\.'C/V\,NOUN,amour,8
2005,269,1,par,Par,269,Pre,Pre,par,C/V\,ADP,par,10
2006,269,2,maintes,maintes,269,QIs,QIs,maint,'C/V\.C/e\,DET,maint,10
2007,269,3,fois,fois,269,N,N,,C/V\,NOUN,fois,3
2008,269,4,fis,fis,269,Vfin,Vfin,faire,C/V\,VERB,faire,10
2009,269,5,devote,devote,269,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,dévot,8
2010,269,6,clamour,clamour,269,N,N,,C/V\.'C/V\,NOUN,clameur,9
2011,270,1,qu',Qu',270,Sub,Sub,que,C/\,SCONJ,que,10
2012,270,2,elle,elle,270,Prn,Prn,elle,'/V\.C/(e)\,PRON,elle,10
2013,270,3,mon,mon,270,Det,Det,mon,C/V\,DET,mon,10
2014,270,4,cuer,cuer,270,N,N,,C/V\,NOUN,coeur,3
2015,270,5,asseist,asseïst,270,Vfin,Vfin,asseoir,/V\.C/(V)\.'/V\,VERB,asseoir,10
2016,270,6,a,a,270,Pre,Pre,à,/V\,ADP,à,10
2017,270,7,l',l',270,Det,Det,le,C/\,DET,le,10
2018,270,8,onnour,onnour,270,N,N,,/V\.'C/V\,NOUN,honneur,9
2019,271,1,de,De,271,Pre,Pre,de,C/(e)\,ADP,de,10
2020,271,2,celle,celle,271,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
2021,271,3,en,en,271,Pre,Pre,en,/V\,ADP,en,10
2022,271,4,qui,qui,271,Qux,Qux,qui,C/V\,PRON,qui,10
2023,271,5,il,il,271,Prn,Prn$,il,/V\,PRON,il,10
2024,271,6,feroit,feroit,271,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2025,271,7,son,son,271,Det,Det,son4,C/V\,DET,son,10
2026,271,8,sejour,sejour,271,N,N,,C/V\.'C/V\,NOUN,séjour,9
2027,271,9,",",",",271,Pnc,Pnc,,,PUNCT,",",9
2028,272,1,et,Et,272,Crd,Crd,et,/V\,CCONJ,et,10
2029,272,2,que,que,272,Sub,Sub,que,C/(e)\,SCONJ,que,10
2030,272,3,ce,ce,272,Prn,Prn,ce,C/(e)\,PRON,ce,10
2031,272,4,fust,fust,272,Vfin,Vfin,être,C/V\,VERB,être,10
2032,273,1,si,Si,273,Adv,Adv,si4,C/V\,ADV,si,10
2033,273,2,que,que,273,Sub,Sub,que,C/(e)\,SCONJ,que,10
2034,273,3,loange,loange,273,N,N,,C/V\.'C/V\.C/(e)\,NOUN,louange,9
2035,273,4,et,et,273,Crd,Crd,et,/V\,CCONJ,et,10
2036,273,5,gloire,gloire,273,N,N,,'C/V\.C/(e)\,NOUN,gloire,8
2037,273,6,en,en,273,Prn,Prn$$,en2,/V\,PRON,en,10
2038,273,7,receust,receüst,273,Vfin,Vfin,recevoir,C/V\.C/(V)\.'/V\,VERB,recevoir,10
2039,274,1,et,Et,274,Crd,Crd,et,/V\,CCONJ,et,10
2040,274,2,que,que,274,Sub,Sub,que,C/(e)\,SCONJ,que,10
2041,274,3,",",",",274,Pnc,Pnc,,,PUNCT,",",9
2042,274,4,se,se,274,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2043,274,5,ja,ja,274,Adv,Adv,jà,C/V\,ADV,jà,10
2044,274,6,mes,mes,274,Det,Det,mon,C/V\,DET,mon,10
2045,274,7,cuers,cuers,274,N,N,,C/V\,NOUN,coeur,3
2046,274,8,faire,faire,274,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2047,274,9,peust,peüst,274,Vfin,Vfin,pouvoir2,C/(V)\.'/V\,VERB,pouvoir,10
2048,275,1,chose,Chose,275,N,N,,'C/V\.C/(e)\,NOUN,chose,8
2049,275,2,de,de,275,Pre,Pre,de,C/(e)\,ADP,de,10
2050,275,3,quoy,quoy,275,Qux,Qux,que,C/V\,PRON,que,10
2051,275,4,souvenir,souvenir,275,Vinf,Vinf,souvenir,C/V\.C/e\.'C/V\,VERB,souvenir,10
2052,275,5,li,li,275,Prn,Prn$$,li,C/V\,PRON,li,10
2053,275,6,deust,deüst,275,Vfin,Vfin,devoir2,C/(V)\.'/V\,VERB,devoir,10
2054,276,1,ou,Ou,276,Crd,Crd,ou,/V\,CCONJ,ou,10
2055,276,2,desservir,desservir,276,Vinf,Vinf,desservir,C/V\.C/V\.'C/V\,VERB,desservir,10
2056,277,1,nul,Nul,277,QIs,QIs,nul,C/V\,DET,nul,10
2057,277,2,guerredon,guerredon,277,N,N,,C/V\.C/e\.'C/V\,NOUN,guerdon,8
2058,277,3,de,de,277,Pre,Pre,de,C/(e)\,ADP,de,10
2059,277,4,dame,dame,277,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2060,277,5,par,par,277,Pre,Pre,par,C/V\,ADP,par,10
2061,277,6,servir,servir,277,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10
2062,277,7,",",",",277,Pnc,Pnc,,,PUNCT,",",9
2063,278,1,qu',Qu',278,Sub,Sub,que,C/\,SCONJ,que,10
2064,278,2,en,en,278,Pre,Pre,en,/V\,ADP,en,10
2065,278,3,aucun,aucun,278,QIs,QIs,aucun,/V\.'C/V\,DET,aucun,10
2066,278,4,temps,temps,278,N,N,,C/V\,NOUN,temps,8
2067,278,5,li,li,278,Prn,Prn$$,li,C/V\,PRON,li,10
2068,278,6,deingnast,deingnast,278,Vfin,Vfin,,C/V\.'C/V\,VERB,daigner,9
2069,278,7,souvenir,souvenir,278,Vinf,Vinf,souvenir,C/V\.C/e\.'C/V\,VERB,souvenir,10
2070,279,1,de,De,279,Pre,Pre,de,C/(e)\,ADP,de,10
2071,279,2,moy,moy,279,Prn,Prn,moi,C/V\,PRON,moi,10
2072,279,3,qui,qui,279,Qux,Qux,qui,C/V\,PRON,qui,10
2073,279,4,vueil,vueil,279,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2074,279,5,estre,estre,279,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
2075,279,6,siens,siens,279,Adj,Adj,son4,C/V\,ADJ,son,10
2076,279,7,",",",",279,Pnc,Pnc,,,PUNCT,",",9
2077,279,8,sans,sans,279,Pre,Pre,sans,C/V\,ADP,sans,10
2078,279,9,partir,partir,279,Vinf,Vinf,partir,C/V\.'C/V\,VERB,partir,10
2079,279,10,",",",",279,Pnc,Pnc,,,PUNCT,",",9
2080,280,1,toute,Toute,280,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
2081,280,2,ma,ma,280,Det,Det,mon,C/V\,DET,mon,10
2082,280,3,vie,vie,280,N,N,,'C/V\./(e)\,NOUN,vie,3
2083,280,4,.,.,280,Pnc,Pnc,,,PUNCT,.,9
2084,281,1,tant,Tant,281,QIs,QIs,tant,C/V\,ADV,tant,10
2085,281,2,qu',qu',281,Sub,Sub,que,C/\,SCONJ,que,10
2086,281,3,il,il,281,Prn,Prn$,il,/V\,PRON,il,10
2087,281,4,avint,avint,281,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10
2088,281,5,qu',qu',281,Sub,Sub,que,C/\,SCONJ,que,10
2089,281,6,en,en,281,Pre,Pre,en,/V\,ADP,en,10
2090,281,7,une,une,281,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
2091,281,8,compaingnie,compaingnie,281,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,9
2092,282,1,ou,Ou,282,Qux,Qux,où,/V\,PRON,où,10
2093,282,2,il,il,282,Prn,Prn$,il,/V\,PRON,il,10
2094,282,3,avoit,avoit,282,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2095,282,4,mainte,mainte,282,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10
2096,282,5,dame,dame,282,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2097,282,6,jolie,jolie,282,Adj,Adj,,C/V\.'C/V\./(e)\,ADJ,joli,6
2098,282,7,",",",",282,Pnc,Pnc,,,PUNCT,",",9
2099,283,1,juene,Juene,283,Adj,Adj,,'C/V\.C/(e)\,ADJ,jeune,8
2100,283,2,",",",",283,Pnc,Pnc,,,PUNCT,",",9
2101,283,3,gentil,gentil,283,Adj,Adj,gentil,C/V\.'C/V\,ADJ,gentil,10
2102,283,4,",",",",283,Pnc,Pnc,,,PUNCT,",",9
2103,283,5,joieuse,joieuse,283,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,joyeux,9
2104,283,6,",",",",283,Pnc,Pnc,,,PUNCT,",",9
2105,283,7,et,et,283,Crd,Crd,et,/V\,CCONJ,et,10
2106,283,8,envoisie,envoisie,283,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,envoiser,8
2107,283,9,",",",",283,Pnc,Pnc,,,PUNCT,",",9
2108,284,1,vins,Vins,284,Vfin,Vfin,venir,C/V\,VERB,venir,10
2109,284,2,par,par,284,Pre,Pre,par,C/V\,ADP,par,10
2110,284,3,fortune,Fortune,284,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8
2111,284,4,",",",",284,Pnc,Pnc,,,PUNCT,",",9
2112,285,1,qui,Qui,285,Qux,Qux,qui,C/V\,PRON,qui,10
2113,285,2,de,de,285,Pre,Pre,de,C/(e)\,ADP,de,10
2114,285,3,mentir,mentir,285,Vinf,Vinf,mentir,C/V\.'C/V\,VERB,mentir,10
2115,285,4,a,a,285,Pre,Pre,à,/V\,ADP,à,10
2116,285,5,tous,tous,285,QIs,QIs,tout,C/V\,PRON,tout,10
2117,285,6,est,est,285,Vfin,Vfin,être,/V\,VERB,être,10
2118,285,7,trop,trop,285,Adv,Adv,trop,C/V\,ADV,trop,10
2119,285,8,commune,commune,285,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,commun,3
2120,285,9,",",",",285,Pnc,Pnc,,,PUNCT,",",9
2121,286,1,si,Si,286,Adv,Adv,si4,C/V\,ADV,si,10
2122,286,2,en,en,286,Prn,Prn$$,en2,/V\,PRON,en,10
2123,286,3,choisi,choisi,286,Vfin,Vfin,,C/V\.'C/V\,VERB,choisir,9
2124,286,4,entre,entre,286,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
2125,286,5,les,les,286,Det,Det,le,C/V\,DET,le,10
2126,286,6,autres,autres,286,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2127,286,7,l',l',286,Det,Det,le,C/\,DET,le,10
2128,286,8,une,une,286,QIs,QIs,un,'/V\.C/(e)\,PRON,un,10
2129,287,1,qui,Qui,287,Qux,Qux,qui,C/V\,PRON,qui,10
2130,287,2,",",",",287,Pnc,Pnc,,,PUNCT,",",9
2131,287,3,tout,tout,287,QIs,QIs,tout,C/V\,ADV,tout,10
2132,287,4,aussi,aussi,287,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
2133,287,5,com,com,287,Sub,Sub,comme,C/V\,SCONJ,comme,10
2134,287,6,li,li,287,Det,Det,le,C/V\,DET,le,10
2135,287,7,solaus,solaus,287,N,N,,C/V\.'C/V\,NOUN,soleil,9
2136,287,8,la,la,287,Det,Det,le,C/V\,DET,le,10
2137,287,9,lune,lune,287,N,N,,'C/V\.C/(e)\,NOUN,lune,8
2138,288,1,veint,Veint,288,Vfin,Vfin,vaincre,C/V\,VERB,vaincre,10
2139,288,2,de,de,288,Pre,Pre,de,C/(e)\,ADP,de,10
2140,288,3,clarté,clarté,288,N,N,,C/V\.'C/V\,NOUN,clarté,8
2141,288,4,",",",",288,Pnc,Pnc,,,PUNCT,",",9
2142,289,1,avoit,Avoit,289,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2143,289,2,elle,elle,289,Prn,Prn,elle,'/V\.C/(e)\,PRON,elle,10
2144,289,3,les,les,289,Det,Det,le,C/V\,DET,le,10
2145,289,4,autres,autres,289,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2146,289,5,seurmonté,seurmonté,289,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,surmonter,9
2147,290,1,de,De,290,Pre,Pre,de,C/(e)\,ADP,de,10
2148,290,2,pris,pris,290,N,N,,C/V\,NOUN,prix,3
2149,290,3,",",",",290,Pnc,Pnc,,,PUNCT,",",9
2150,290,4,d',d',290,Pre,Pre,de,C/\,ADP,de,10
2151,290,5,onneur,onneur,290,N,N,,/V\.'C/V\,NOUN,honneur,8
2152,290,6,",",",",290,Pnc,Pnc,,,PUNCT,",",9
2153,290,7,de,de,290,Pre,Pre,de,C/(e)\,ADP,de,10
2154,290,8,grace,grace,290,N,N,,'C/V\.C/(e)\,NOUN,grâce,8
2155,290,9,",",",",290,Pnc,Pnc,,,PUNCT,",",9
2156,290,10,et,et,290,Crd,Crd,et,/V\,CCONJ,et,10
2157,290,11,de,de,290,Pre,Pre,de,C/(e)\,ADP,de,10
2158,290,12,biauté,biauté,290,N,N,,C/V\.'C/V\,NOUN,beauté,9
2159,290,13,",",",",290,Pnc,Pnc,,,PUNCT,",",9
2160,291,1,et,Et,291,Crd,Crd,et,/V\,CCONJ,et,10
2161,291,2,tant,tant,291,QIs,QIs,tant,C/V\,ADV,tant,10
2162,291,3,estoit,estoit,291,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2163,291,4,humble,humble,291,Adj,Adj,,'/V\.C/(e)\,ADJ,humble,9
2164,291,5,et,et,291,Crd,Crd,et,/V\,CCONJ,et,10
2165,291,6,simple,simple,291,Adj,Adj,,'C/V\.C/(e)\,ADJ,simple,9
2166,291,7,",",",",291,Pnc,Pnc,,,PUNCT,",",9
2167,291,8,a,a,291,Pre,Pre,à,/V\,ADP,à,10
2168,291,9,mon,mon,291,Det,Det,mon,C/V\,DET,mon,10
2169,291,10,gré,gré,291,N,N,,C/V\,NOUN,gré,5
2170,291,11,",",",",291,Pnc,Pnc,,,PUNCT,",",9
2171,292,1,car,Car,292,Crd,Crd,car,C/V\,CCONJ,car,10
2172,292,2,",",",",292,Pnc,Pnc,,,PUNCT,",",9
2173,292,3,a,a,292,Pre,Pre,à,/V\,ADP,à,10
2174,292,4,voir,voir,292,N,N,voir2,C/V\,PROPN|NOUN,voir,10
2175,292,5,dire,dire,292,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
2176,292,6,",",",",292,Pnc,Pnc,,,PUNCT,",",9
2177,293,1,on,On,293,Prn,Prn$,on,/V\,PRON,on,10
2178,293,2,ne,ne,293,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2179,293,3,porroit,porroit,293,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
2180,293,4,en,en,293,Pre,Pre,en,/V\,ADP,en,10
2181,293,5,tout,tout,293,QIs,QIs,tout,C/V\,DET,tout,10
2182,293,6,le,le,293,Det,Det,le,C/(e)\,DET,le,10
2183,293,7,monde,monde,293,N,N,,'C/V\.C/(e)\,NOUN,monde,8
2184,293,8,eslire,eslire,293,Vinf,Vinf,élire,/V\.'C/V\.C/(e)\,VERB,élire,10
2185,294,1,sa,Sa,294,Det,Det,son4,C/V\,DET,son,10
2186,294,2,pareille,pareille,294,Adj,Adj,pareil,C/V\.'C/V\.C/(e)\,ADJ,pareil,10
2187,294,3,",",",",294,Pnc,Pnc,,,PUNCT,",",9
2188,294,4,ne,ne,294,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2189,294,5,tous,tous,294,QIs,QIs,tout,C/V\,DET,tout,10
2190,294,6,li,li,294,Det,Det,le,C/V\,DET,le,10
2191,294,7,mons,mons,294,N,N,,C/V\,NOUN,mont,3
2192,294,8,souffire,souffire,294,Vinf,Vinf,suffire,C/V\.'C/V\.C/(e)\,VERB,suffire,10
2193,295,1,ne,Ne,295,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2194,295,2,porroit,porroit,295,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
2195,295,3,pas,pas,295,Neg,Neg,pas,C/V\,ADV,pas,10
2196,295,4,por,por,295,Pre,Pre,pour,C/V\,ADP,pour,10
2197,295,5,sa,sa,295,Det,Det,son4,C/V\,DET,son,10
2198,295,6,biauté,biauté,295,N,N,,C/V\.'C/V\,NOUN,beauté,9
2199,295,7,descrire,descrire,295,Vinf,Vinf,décrire,C/V\.'C/V\.C/(e)\,VERB,décrire,10
2200,296,1,parfaitement,Parfaitement,296,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,parfaitement,9
2201,296,2,.,.,296,Pnc,Pnc,,,PUNCT,.,9
2202,297,1,car,Car,297,Crd,Crd,car,C/V\,CCONJ,car,10
2203,297,2,je,je,297,Prn,Prn$,je,C/(e)\,PRON,je,10
2204,297,3,la,la,297,Prn,Prn$$,le,C/V\,PRON,le,10
2205,297,4,vi,vi,297,Vfin,Vfin,voir,C/V\,VERB,voir,10
2206,297,5,dancier,dancier,297,Vinf,Vinf,,C/V\.'C/V\,VERB,danser,9
2207,297,6,si,si,297,Det,Det,son4,C/V\,DET,son,10
2208,297,7,cointement,cointement,297,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,cointement,9
