wd_id,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
728,orés,orés,332,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
729,avant,avant,332,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
730,en,en,332,Pre,Pre,en,/V\,ADP,en,10
731,l',l',332,Det,Det,le,C/\,DET,le,10
732,istoire,istoire,332,N,N,,/V\.'C/V\.C/(e)\,NOUN,histoire,9
733,.,.,332,Pnc,Pnc,,,PUNCT,.,9
734,Et,et,332,Crd,Crd,et,/V\,CCONJ,et,10
735,que,que,332,Sub,Sub,que,C/(e)\,SCONJ,que,10
736,on,on,332,Prn,Prn$,on,/V\,PRON,on,10
737,l',l',332,Prn,Prn$$,le,C/\,PRON,le,10
738,entende,entende,332,Vfin,Vfin,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
739,",",",",332,Pnc,Pnc,,,PUNCT,",",9
740,chils,chils,332,Dem,Dem,cil,C/V\,DET,cil,10
741,comtes,comtes,332,N,N,,'C/V\.C/e\,NOUN,comte,3
742,des,des,333,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
743,Mons,mons,333,N,N,,C/V\,PROPN,Mons,8
744,fu,fu,333,Vfin,Vfin,être,C/V\,VERB,être,10
745,marcis,marcis,333,N,N,,C/V\.'C/V\,NOUN,marquis,3
746,_de,de,333,Pre,Pre,de,C/(e)\,ADP,de,10
747,Jullers_,jullers,333,N,N,,C/V\.'C/V\,PROPN,Julers,-10
748,et,et,333,Crd,Crd,et,/V\,CCONJ,et,10
749,puis,puis,333,PrA,PrA,puis,C/V\,ADV,puis,10
750,",",",",333,Pnc,Pnc,,,PUNCT,",",9
751,par,par,333,Pre,Pre,par,C/V\,ADP,par,10
752,l',l',333,Det,Det,le,C/\,DET,le,10
753,ordounnance,ordounnance,333,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,ordonnance,0
754,l',l',333,Det,Det,le,C/\,DET,le,10
755,empereeur,empereeur,333,N,N,,/V\.C/V\.C/(V)\.'/V\,NOUN,empereur,9
756,Loeys,loeys,334,N,N,,C/V\.C/(V)\.'/V\,PROPN,Louis,5
757,de,de,334,Pre,Pre,de,C/(e)\,ADP,de,10
758,Baiviere,baiviere,334,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Bavière,8
759,",",",",334,Pnc,Pnc,,,PUNCT,",",9
760,comtes,comtes,334,N,N,,'C/V\.C/e\,NOUN,comte,3
761,de,de,334,Pre,Pre,de,C/(e)\,ADP,de,10
762,Jullers,jullers,334,N,N,,C/V\.'C/V\,PROPN,Julers,-10
763,et,et,334,Crd,Crd,et,/V\,CCONJ,et,10
764,des,des,334,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
765,Mons,mons,334,N,N,,C/V\,PROPN,Mons,8
766,_…_,…,334,Pnc,Pnc,,,PUNCT,UNKNOWN,-10
767,",",",",334,Pnc,Pnc,,,PUNCT,",",9
768,fils,fils,334,N,N,,C/V\,NOUN,fils,3
769,enssuiwant,enssuiwant,335,Vprs,Vprs,ensuivre,/V\.C/V\.'C/V\,VERB,ensuivre,10
770,par,par,335,Pre,Pre,par,C/V\,ADP,par,10
771,le,le,335,Det,Det,le,C/(e)\,DET,le,10
772,derrellense,derrellense,335,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,derlense,-10
773,l',l',335,Det,Det,le,C/\,DET,le,10
774,empereur,empereur,335,N,N,,/V\.C/V\.C/(V)\.'/V\,NOUN,empereur,9
775,d',d',335,Pre,Pre,de,C/\,ADP,de,10
776,Allemaigne,allemaigne,335,N,N,,/V\.C/e\.'C/V\.C/(e)\,PROPN,Allemagne,8
777,et,et,335,Crd,Crd,et,/V\,CCONJ,et,10
778,de,de,335,Pre,Pre,de,C/(e)\,ADP,de,10
779,Romme,romme,335,N,N,,'C/V\.C/(e)\,PROPN,Rome,9
780,monseigneur,monseigneur,336,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
781,_…_,…,336,Pnc,Pnc,,,PUNCT,UNKNOWN,-10
782,de,de,336,Pre,Pre,de,C/(e)\,ADP,de,10
783,Jullers,jullers,336,N,N,,C/V\.'C/V\,PROPN,Julers,-10
784,.,.,336,Pnc,Pnc,,,PUNCT,.,9
785,Encorres,encorres,401,Adv,Adv,encore,/V\.'C/V\.C/e\,ADV,encore,10
786,",",",",401,Pnc,Pnc,,,PUNCT,",",9
787,pour,pour,401,Pre,Pre,pour,C/V\,ADP,pour,10
788,mieux,mieux,401,Adv,Adv,mieux,C/V\,ADV,mieux,10
789,esclarchir,esclarchir,401,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,éclaircir,9
790,ceste,ceste,401,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
791,grande,grande,401,Adj,Adj,grand,'C/V\.C/(e)\,ADJ,grand,10
792,et,et,401,Crd,Crd,et,/V\,CCONJ,et,10
793,noble,noble,401,Adj,Adj,noble,'C/V\.C/(e)\,ADJ,noble,10
794,matere,matere,401,N,N,,C/V\.'C/V\.C/(e)\,NOUN,matière,8
795,et,et,401,Crd,Crd,et,/V\,CCONJ,et,10
796,ouvrir,ouvrir,402,Vinf,Vinf,ouvrir,/V\.'C/V\,VERB,ouvrir,10
797,le,le,402,Det,Det,le,C/(e)\,DET,le,10
798,declaration,declaration,402,N,N,,C/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,déclaration,9
799,des,des,402,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
800,linaiges,linaiges,402,N,N,,C/V\.'C/V\.C/e\,NOUN,lignage,9
801,",",",",402,Pnc,Pnc,,,PUNCT,",",9
802,je,je,402,Prn,Prn$,je,C/(e)\,PRON,je,10
803,me,me,402,Prn,Prn$$,me,C/(e)\,PRON,me,10
804,voeil,voeil,402,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
805,ung,ung,402,QIs,QIs,un,/V\,DET,un,10
806,petit,petit,402,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
807,ensonniier,ensonniier,402,Vinf,Vinf,,/V\.C/V\.C/V\.'C/V\,VERB,ensoigner,8
808,de,de,402,Pre,Pre,de,C/(e)\,ADP,de,10
809,mettre,mettre,403,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10
810,avant,avant,403,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
811,dont,dont,403,Qux,Qux,dont,C/V\,PRON,dont,10
812,li,li,403,Det,Det,le,C/V\,DET,le,10
813,roys,roys,403,N,N,,C/V\,NOUN,roi,8
814,Edouars,edouars,403,N,N,,/V\.C/V\.'C/V\,PROPN,Édouard,9
815,—,—,403,Pnc,Pnc,,,PUNCT,—,9
816,qui,qui,403,Qux,Qux,qui,C/V\,PRON,qui,10
817,_assega_,assega,403,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,assiéger,6
818,Tournay,tournay,403,N,N,,C/V\.'C/V\,PROPN,Tournay,5
819,—,—,403,Pnc,Pnc,,,PUNCT,—,9
820,yssi,yssi,403,Vfin,Vfin,issir,/V\.'C/V\,VERB,issir,10
821,et,et,403,Crd,Crd,et,/V\,CCONJ,et,10
822,com,com,404,Sub,Sub,comme,C/V\,SCONJ,comme,10
823,prochains,prochains,404,Adj,Adj,prochain,C/V\.'C/V\,ADJ,prochain,10
824,il,il,404,Prn,Prn$,il,/V\,PRON,il,10
825,fu,fu,404,Vfin,Vfin,être,C/V\,VERB,être,10
826,de,de,404,Pre,Pre,de,C/(e)\,ADP,de,10
827,la,la,404,Det,Det,le,C/V\,DET,le,10
828,courone,courone,404,N,N,,C/V\.'C/V\.C/(e)\,NOUN,couronne,8
829,de,de,404,Pre,Pre,de,C/(e)\,ADP,de,10
830,France,france,404,N,N,,'C/V\.C/(e)\,PROPN,France,8
831,",",",",404,Pnc,Pnc,,,PUNCT,",",9
832,tant,tant,404,QIs,QIs,tant,C/V\,ADV,tant,10
833,qu',qu',404,Sub,Sub,que,C/\,SCONJ,que,10
834,il,il,404,Prn,Prn$,il,/V\,PRON,il,10
835,vesqui,vesqui,404,Vfin,Vfin,vivre,C/V\.'C/V\,VERB,vivre,10
836,.,.,404,Pnc,Pnc,,,PUNCT,.,9
837,Ils,ils,404,Prn,Prn$,il,/V\,PRON,il,10
838,descendi,descendi,405,Vfin,Vfin,descendre,C/V\.C/V\.'C/V\,VERB,descendre,10
839,de,de,405,Pre,Pre,de,C/(e)\,ADP,de,10
840,par,par,405,Pre,Pre,par,C/V\,ADP,par,10
841,la,la,405,Det,Det,le,C/V\,DET,le,10
842,fumelle,fumelle,405,N,N,,C/V\.'C/V\.C/(e)\,NOUN,femelle,6
843,de,de,405,Pre,Pre,de,C/(e)\,ADP,de,10
844,le,le,405,Det,Det,le,C/(e)\,DET,le,10
845,droite,droite,405,Adj,Adj,droit2,'C/V\.C/(e)\,ADJ,droit,10
846,ordonnance,ordonnance,405,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,ordonnance,8
847,.,.,405,Pnc,Pnc,,,PUNCT,.,9
848,Car,car,405,Crd,Crd,car,C/V\,CCONJ,car,10
849,li,li,405,Det,Det,le,C/V\,DET,le,10
850,biaux,biaux,405,Adj,Adj,beau,C/V\,ADJ,beau,10
851,roys,roys,405,N,N,,C/V\,NOUN,roi,8
852,Phelippes,phelippes,406,N,N,,C/V\.'C/V\.C/e\,PROPN,Philippe,9
853,qui,qui,406,Qux,Qux,qui,C/V\,PRON,qui,10
854,fu,fu,406,Vfin,Vfin,être,C/V\,VERB,être,10
855,ses,ses,406,Det,Det,son4,C/V\,DET,son,10
856,tayons,tayons,406,N,N,,C/V\.'C/V\,NOUN,tayon,6
857,eult,eult,406,Vfin,Vfin,avoir,/V\,VERB,avoir,10
858,trois,trois,406,QIs,QIs,trois,C/V\,NUM,trois,10
859,filx,filx,406,N,N,,C/V\,NOUN,fils,9
860,et,et,406,Crd,Crd,et,/V\,CCONJ,et,10
861,une,une,406,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
862,fille,fille,406,N,N,,'C/V\.C/(e)\,NOUN,fille,3
863,.,.,406,Pnc,Pnc,,,PUNCT,.,9
864,Et,et,406,Crd,Crd,et,/V\,CCONJ,et,10
865,furent,furent,406,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
866,tout,tout,406,QIs,QIs,tout,C/V\,DET,tout,10
867,chil,chil,407,Dem,Dem,cil,C/V\,DET,cil,10
868,troy,troy,407,QIs,QIs,trois,C/V\,NUM,trois,10
869,fil,fil,407,N,N,,C/V\,NOUN,fils,3
870,moult,moult,407,QIs,QIs,moult,C/V\,ADV,moult,10
871,biel,biel,407,Adj,Adj,beau,C/V\,ADJ,beau,10
872,seigneur,seigneur,407,N,N,,C/V\.'C/V\,NOUN,seigneur,8
873,et,et,407,Crd,Crd,et,/V\,CCONJ,et,10
874,grant,grant,407,Adj,Adj,grand,C/V\,ADJ,grand,10
875,et,et,407,Crd,Crd,et,/V\,CCONJ,et,10
876,puissant,puissant,407,Adj,Adj,,C/V\.'C/V\,ADJ,puissant,8
877,chevalier,chevalier,407,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
878,de,de,407,Pre,Pre,de,C/(e)\,ADP,de,10
879,membres,membres,408,N,N,,'C/V\.C/e\,NOUN,membre,8
880,et,et,408,Crd,Crd,et,/V\,CCONJ,et,10
881,de,de,408,Pre,Pre,de,C/(e)\,ADP,de,10
882,façons,façons,408,N,N,,C/V\.'C/V\,NOUN,façon,8
883,.,.,408,Pnc,Pnc,,,PUNCT,.,9
884,Li,li,408,Det,Det,le,C/V\,DET,le,10
885,ainnés,ainnés,408,N,N,,/V\.'C/V\,NOUN,aîné,9
886,eut,eut,408,Vfin,Vfin,avoir,/V\,VERB,avoir,10
887,à,à,408,Pre,Pre,à,/V\,ADP,à,10
888,nom,nom,408,N,N,,C/V\,NOUN,nom,8
889,Loeis,loeis,408,N,N,,C/V\.C/(V)\.'/V\,PROPN,louis,5
890,et,et,408,Crd,Crd,et,/V\,CCONJ,et,10
891,fu,fu,408,Vfin,Vfin,être,C/V\,VERB,être,10
892,à,à,408,Pre,Pre,à,/V\,ADP,à,10
893,son,son,408,Det,Det,son4,C/V\,DET,son,10
894,vivant,vivant,408,N,N,,C/V\.'C/V\,PROPN|NOUN,vivant,8
895,roys,roys,409,N,N,,C/V\,NOUN,roi,8
896,de,de,409,Pre,Pre,de,C/(e)\,ADP,de,10
897,Navare,navare,409,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Navarre,6
898,et,et,409,Crd,Crd,et,/V\,CCONJ,et,10
899,l',l',409,Prn,Prn$$,le,C/\,PRON,le,10
900,apella,apella,409,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,VERB,appeler,10
901,on,on,409,Prn,Prn%,on,/V\,PRON,on,10
902,le,le,409,Det,Det,le,C/(e)\,DET,le,10
903,roy,roy,409,N,N,,C/V\,NOUN,roi,8
904,«,«,409,Pnc,Pnc,,,PUNCT,«,9
905,Hustin,hustin,409,N,N,,C/V\.'C/V\,PROPN,hutin,2
906,»,»,409,Pnc,Pnc,,,PUNCT,»,9
907,.,.,409,Pnc,Pnc,,,PUNCT,.,9
908,Li,li,409,Det,Det,le,C/V\,DET,le,10
909,seconds,seconds,409,Adj,Adj,,C/V\.'C/V\,ADJ,second,9
910,nés,nés,409,Vpp,Vpp,naître,C/V\,VERB,naître,10
911,eut,eut,409,Vfin,Vfin,avoir,/V\,VERB,avoir,10
912,nom,nom,409,N,N,,C/V\,NOUN,nom,8
913,Phelippes,phelippes,410,N,N,,C/V\.'C/V\.C/e\,PROPN,Philippe,9
914,li,li,410,Det,Det,le,C/V\,DET,le,10
915,Biaux,biaux,410,Adj,Adj,beau,C/V\,ADJ,beau,10
916,et,et,410,Crd,Crd,et,/V\,CCONJ,et,10
917,li,li,410,Det,Det,le,C/V\,DET,le,10
918,tiers,tiers,410,Adj,Adj,tiers,C/V\,ADJ,tiers,10
919,eult,eult,410,Vfin,Vfin,avoir,/V\,VERB,avoir,10
920,nom,nom,410,N,N,,C/V\,NOUN,nom,8
921,Carlez,carlëz,410,N,N,,'C/V\.C/e\,PROPN,Charles,0
922,et,et,410,Crd,Crd,et,/V\,CCONJ,et,10
923,furent,furent,410,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
924,tout,tout,410,QIs,QIs,tout,C/V\,DET,tout,10
925,troy,troy,410,QIs,QIs,trois,C/V\,NUM,trois,10
926,roy,roy,410,N,N,,C/V\,NOUN,roi,8
927,de,de,411,Pre,Pre,de,C/(e)\,ADP,de,10
928,France,france,411,N,N,,'C/V\.C/(e)\,PROPN,France,8
929,apriés,apriés,411,PrA,PrA,après,/V\.'C/V\,ADP,après,10
930,le,le,411,Det,Det,le,C/(e)\,DET,le,10
931,mort,mort,411,N,N,,C/V\,NOUN,mort,3
932,dou,dou,411,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
933,roy,roy,411,N,N,,C/V\,NOUN,roi,8
934,Phelippe,phelippe,411,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Philippe,9
935,leur,leur,411,Det,Det,leur2,C/V\,DET,leur,10
936,pere,pere,411,N,N,,'C/V\.C/(e)\,NOUN,père,3
937,par,par,411,Pre,Pre,par,C/V\,ADP,par,10
938,droite,droite,411,Adj,Adj,droit2,'C/V\.C/(e)\,ADJ,droit,10
939,sucession,sucession,412,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,succession,0
940,sans,sans,412,Pre,Pre,sans,C/V\,ADP,sans,10
941,avoir,avoir,412,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
942,hoir,hoir,412,N,N,,/V\,NOUN,hoir,9
943,marle,marle,412,Adj,Adj,,'C/V\.C/(e)\,ADJ,mâle,5
944,de,de,412,Pre,Pre,de,C/(e)\,ADP,de,10
945,leurs,leurs,412,Det,Det,leur2,C/V\,DET,leur,10
946,corps,corps,412,N,N,,C/V\,NOUN,corps,3
947,engendrez,engendrez,412,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,engendrer,9
948,par,par,412,Pre,Pre,par,C/V\,ADP,par,10
949,loyaul,loyaul,412,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9
950,mariaige,mariaige,413,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,mariage,3
951,.,.,413,Pnc,Pnc,,,PUNCT,.,9
952,Siques,siques,413,Sub,Sub,si4.que,'C/V\.C/e\,SCONJ,si4.que,10
953,apriés,apriés,413,PrA,PrA,après,/V\.'C/V\,ADP,après,10
954,le,le,413,Det,Det,le,C/(e)\,DET,le,10
955,mort,mort,413,N,N,,C/V\,NOUN,mort,3
956,dou,dou,413,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
957,darrain,darrain,413,Adj,Adj,,C/V\.'C/V\,ADJ,derrain,9
958,roy,roy,413,N,N,,C/V\,NOUN,roi,8
959,Carle,carle,413,N,N,,'C/V\.C/(e)\,PROPN,carreler,2
960,",",",",413,Pnc,Pnc,,,PUNCT,",",9
961,li,li,413,Det,Det,le,C/V\,DET,le,10
962,.XII.,.xii.,413,QIs,QIs,douze,'C/V\./(e)\,NUM,douze,10
963,per,per,413,N,N,,C/V\,NOUN,pair,3
964,et,et,413,Crd,Crd,et,/V\,CCONJ,et,10
965,li,li,414,Det,Det,le,C/V\,DET,le,10
966,baron,baron,414,N,N,,C/V\.'C/V\,NOUN,baron,8
967,de,de,414,Pre,Pre,de,C/(e)\,ADP,de,10
968,France,france,414,N,N,,'C/V\.C/(e)\,PROPN,France,8
969,donnerent,donnerent,414,Vfin,Vfin,donner,C/V\.'C/V\.C/e\,VERB,donner,10
970,le,le,414,Det,Det,le,C/(e)\,DET,le,10
971,courounne,courounne,414,N,N,,C/V\.'C/V\.C/(e)\,NOUN,couronne,0
972,à,à,414,Pre,Pre,à,/V\,ADP,à,10
973,leur,leur,414,Det,Det,leur2,C/V\,DET,leur,10
974,avis,avis,414,N,N,,/V\.'C/V\,NOUN,avis,8
975,et,et,414,Crd,Crd,et,/V\,CCONJ,et,10
976,ne,ne,414,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
977,le,le,414,Prn,Prn$$,le,C/(e)\,PRON,le,10
978,donnerent,donnerent,415,Vfin,Vfin,donner,C/V\.'C/V\.C/e\,VERB,donner,10
979,point,point,415,Neg,Neg,point2,C/V\,ADV,point,10
980,à,à,415,Pre,Pre,à,/V\,ADP,à,10
981,le,le,415,Det,Det,le,C/(e)\,DET,le,10
982,sereur,sereur,415,N,N,,C/V\.'C/V\,NOUN,soeur,9
983,qui,qui,415,Qux,Qux,qui,C/V\,PRON,qui,10
984,estoit,estoit,415,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
985,roine,roine,415,N,N,,C/V\.'C/V\.C/(e)\,NOUN,reine,9
986,d',d',415,Pre,Pre,de,C/\,ADP,de,10
987,Engleterre,engleterre,415,N,N,,/V\.C/e\.'C/V\.C/(e)\,PROPN,Angleterre,9
988,par,par,415,Pre,Pre,par,C/V\,ADP,par,10
989,tant,tant,415,QIs,QIs,tant,C/V\,ADV,tant,10
990,qu',qu',415,Sub,Sub,que,C/\,SCONJ,que,10
991,il,il,415,Prn,Prn$,il,/V\,PRON,il,10
992,voloient,voloient,416,Vfin,Vfin,vouloir,C/V\.'C/V\./e\,VERB,vouloir,10
993,dire,dire,416,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
994,—,—,416,Pnc,Pnc,,,PUNCT,—,8
995,et,et,416,Crd,Crd,et,/V\,CCONJ,et,10
996,maintenir,maintenir,416,Vinf,Vinf,maintenir,C/V\.C/e\.'C/V\,VERB,maintenir,10
997,encorrez,encorrëz,416,Adv,Adv,encore,/V\.'C/V\.C/e\,ADV,encore,10
998,voellent,voellent,416,Vfin,Vfin,vouloir,'C/V\.C/e\,VERB,vouloir,10
999,—,—,416,Pnc,Pnc,,,PUNCT,—,9
1000,que,que,416,Sub,Sub,que,C/(e)\,SCONJ,que,10
1001,li,li,416,Det,Det,le,C/V\,DET,le,10
1002,royaummez,royaummëz,416,N,N,,C/V\.'C/V\.C/e\,NOUN,royaume,9
1003,de,de,417,Pre,Pre,de,C/(e)\,ADP,de,10
1004,Franche,franche,417,N,N,,'C/V\.C/(e)\,PROPN,franc,2
1005,est,est,417,Vfin,Vfin,être,/V\,VERB,être,10
1006,bien,bien,417,Adv,Adv,bien,C/V\,ADV,bien,10
1007,si,si,417,Adv,Adv,si4,C/V\,ADV,si,10
1008,nobles,nobles,417,Adj,Adj,noble,'C/V\.C/e\,ADJ,noble,10
1009,que,que,417,Sub,Sub,que,C/(e)\,SCONJ,que,10
1010,il,il,417,Prn,Prn$,il,/V\,PRON,il,10
1011,ne,ne,417,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1012,doit,doit,417,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
1013,mie,mie,417,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
1014,aller,aller,417,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
1015,à,à,417,Pre,Pre,à,/V\,ADP,à,10
1016,fumele,fumele,417,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fumelle,-10
1017,ne,ne,417,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1018,par,par,417,Pre,Pre,par,C/V\,ADP,par,10
1019,consequense,consequense,418,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,conséquence,9
1020,à,à,418,Pre,Pre,à,/V\,ADP,à,10
1021,fil,fil,418,N,N,,C/V\,NOUN,fils,3
1022,de,de,418,Pre,Pre,de,C/(e)\,ADP,de,10
1023,fumelle,fumelle,418,N,N,,C/V\.'C/V\.C/(e)\,NOUN,femelle,6
1024,de,de,418,Pre,Pre,de,C/(e)\,ADP,de,10
1025,par,par,418,Pre,Pre,par,C/V\,ADP,par,10
1026,sa,sa,418,Det,Det,son4,C/V\,DET,son,10
1027,mere,mere,418,N,N,,'C/V\.C/(e)\,NOUN,mère,3
1028,venant,venant,418,Vprs,Vprs,venir,C/V\.'C/V\,VERB,venir,10
1029,là,là,418,Adv,Adv,là,C/V\,ADV,là,10
1030,où,où,418,Qux,Qux,où,/V\,PRON,où,10
1031,sa,sa,418,Det,Det,son4,C/V\,DET,son,10
1032,mere,mere,418,N,N,,'C/V\.C/(e)\,NOUN,mère,3
1033,n',n',418,Neg,Neg$$,ne,C/\,ADV,ne,10
1034,a,a,418,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1035,ne,ne,419,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1036,ne,ne,419,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1037,puet,puet,419,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
1038,avoir,avoir,419,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
1039,point,point,419,Neg,Neg,point2,C/V\,ADV,point,10
1040,de,de,419,Pre,Pre,de,C/(e)\,ADP,de,10
1041,droit,droit,419,N,N,droit,C/V\,NOUN,droit,10
1042,.,.,419,Pnc,Pnc,,,PUNCT,.,9
1043,Siques,siques,419,Sub,Sub,si4.que,'C/V\.C/e\,SCONJ,si4.que,10
1044,par,par,419,Pre,Pre,par,C/V\,ADP,par,10
1045,ces,ces,419,Dem,Dem,cist,C/V\,DET,cist,10
1046,raisons,raisons,419,N,N,,C/V\.'C/V\,NOUN,raison,9
1047,li,li,419,Det,Det,le,C/V\,DET,le,10
1048,.XII.,.xii.,419,QIs,QIs,douze,'C/V\./(e)\,NUM,douze,10
1049,per,per,419,N,N,,C/V\,NOUN,pair,3
1050,et,et,419,Crd,Crd,et,/V\,CCONJ,et,10
1051,li,li,420,Det,Det,le,C/V\,DET,le,10
1052,baron,baron,420,N,N,,C/V\.'C/V\,NOUN,baron,8
1053,de,de,420,Pre,Pre,de,C/(e)\,ADP,de,10
1054,France,france,420,N,N,,'C/V\.C/(e)\,PROPN,France,8
1055,donnerent,donnerent,420,Vfin,Vfin,donner,C/V\.'C/V\.C/e\,VERB,donner,10
1056,de,de,420,Pre,Pre,de,C/(e)\,ADP,de,10
1057,leur,leur,420,Det,Det,leur2,C/V\,DET,leur,10
1058,certain,certain,420,Adj,Adj,certain,C/V\.'C/V\,ADJ,certain,10
1059,acord,acord,420,N,N,,/V\.'C/V\,NOUN,accord,8
1060,le,le,420,Det,Det,le,C/(e)\,DET,le,10
1061,royaumme,royaumme,420,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
1062,",",",",420,Pnc,Pnc,,,PUNCT,",",9
1063,l',l',421,Det,Det,le,C/\,DET,le,10
1064,iretaige,iretaige,421,N,N,,/V\.C/e\.'C/V\.C/(e)\,NOUN,héritage,9
1065,de,de,421,Pre,Pre,de,C/(e)\,ADP,de,10
1066,France,france,421,N,N,,'C/V\.C/(e)\,PROPN,France,8
1067,et,et,421,Crd,Crd,et,/V\,CCONJ,et,10
1068,le,le,421,Det,Det,le,C/(e)\,DET,le,10
1069,courounne,courounne,421,N,N,,C/V\.'C/V\.C/(e)\,NOUN,couronne,0
1070,dou,dou,421,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1071,royaumme,royaumme,421,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
1072,de,de,421,Pre,Pre,de,C/(e)\,ADP,de,10
1073,France,france,421,N,N,,'C/V\.C/(e)\,PROPN,France,8
1074,absoluement,absoluement,421,Adv,Adv,,/V\.C/V\.C/V\.C/e\.'C/V\,ADV,absolument,6
1075,em,em,422,Pre,Pre,en,/V\,ADP,en,10
1076,plain,plain,422,Adj,Adj,plein,C/V\,ADJ,plein,10
1077,palais,palais,422,N,N,,C/V\.'C/V\,NOUN,palais,3
1078,à,à,422,Pre,Pre,à,/V\,ADP,à,10
1079,Paris,paris,422,N,N,,C/V\.'C/V\,PROPN,Paris,3
1080,à,à,422,Pre,Pre,à,/V\,ADP,à,10
1081,monsigneur,monsigneur,422,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
1082,Phelippe,phelippe,422,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Philippe,9
1083,de,de,422,Pre,Pre,de,C/(e)\,ADP,de,10
1084,Vallois,vallois,422,N,N,,C/V\.'C/V\,PROPN,Valois,3
1085,",",",",422,Pnc,Pnc,,,PUNCT,",",9
1086,fils,fils,422,N,N,,C/V\,NOUN,fils,3
1087,jadis,jadis,423,Adv,Adv,jadis,C/V\.'C/V\,ADV,jadis,10
1088,à,à,423,Pre,Pre,à,/V\,ADP,à,10
1089,Monseigneur,monseigneur,423,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8
1090,Carle,carle,423,N,N,,'C/V\.C/(e)\,PROPN,carreler,2
1091,de,de,423,Pre,Pre,de,C/(e)\,ADP,de,10
1092,Vallois,vallois,423,N,N,,C/V\.'C/V\,PROPN,Valois,3
1093,frere,frere,423,N,N,,'C/V\.C/(e)\,NOUN,frère,8
1094,germain,germain,423,N,N,,C/V\.'C/V\,PROPN|NOUN,Germain,8
1095,à,à,423,Pre,Pre,à,/V\,ADP,à,10
1096,ce,ce,423,Dem,Dem,cist,C/(e)\,DET,cist,10
1097,biau,biau,423,Adj,Adj,beau,C/V\,ADJ,beau,10
1098,roy,roy,423,N,N,,C/V\,NOUN,roi,8
1099,Phelippe,phelippe,424,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Philippe,9
1100,et,et,424,Crd,Crd,et,/V\,CCONJ,et,10
1101,en,en,424,Prn,Prn$$,en2,/V\,PRON,en,10
