wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2786,309,1,li,li,DET:def:suj:masc:sg,309,Det,Det,le,C/V\,DET,le,10
2787,309,2,peres,peres,NOM:suj:masc:sg,309,N,N,,'C/V\.C/e\,NOUN,père,8
2788,309,3,cant,cant,ADV,309,Sub,Sub,quand,C/V\,SCONJ,quand,10
2789,309,4,ce,ce,PRO:invar,309,Prn,Prn,ce,C/(e)\,PRON,ce,10
2790,309,5,voit,voit,VER:pres:3:sg,309,Vfin,Vfin,voir,C/V\,VERB,voir,10
2791,309,6,n,n,PRO:clit,309,Neg,Neg$$,ne,C/\,ADV,ne,10
2792,309,7,en,en,PRO:clit,309,Prn,Prn$$,en2,/V\,PRON,en,10
2793,309,8,savrat,savrat,VER:futu:3:sg,309,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
2794,309,9,la,la,DET:def:obj:femi:sg,309,Det,Det,le,C/V\,DET,le,10
2795,309,10,verteit,verteit,NOM:obj:femi:sg,309,N,N,,C/V\.'C/V\,NOUN,vérité,0
2796,310,1,entre,entre,PRE,310,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
2797,310,2,lor,lor,DET:poss:obj:femi:pl,310,Det,Det,leur2,C/V\,DET,leur,10
2798,310,3,mains,mains,NOM:obj:femi:pl,310,N,N,,C/V\,NOUN,main,8
2799,310,4,se,se,PROCON,310,Prn,Prn$$,se,C/(e)\,PRON,se,10
2800,310,5,pahme,pahme,VER:pres:3:sg,310,Vfin,Vfin,,'C/V\.C/(e)\,VERB,UNKNOWN,-10
2801,310,6,tant,tant,ADV,310,QIs,QIs,tant,C/V\,ADV,tant,10
2802,310,7,at,at,VER:pres:3:sg,310,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2803,310,8,lo,lo,DET:def:obj:masc:sg,310,Det,Det,le,C/(e)\,DET,le,10
2804,310,9,cue,cue,NOM:obj:masc:sg,310,N,N,,'C/V\./(e)\,NOUN,queue,3
2805,310,10,ireit,ireit,VER:pper:masc:sg,310,Vpp,Vpp,irer,/V\.'C/V\,VERB,irer,10
2806,311,1,mut,mut,ADV,311,QIs,QIs,moult,C/V\,ADV,moult,10
2807,311,2,soi,soi,PRO:pers:obj:3:masc:sg:bet,311,Prn,Prn$$,soi,C/V\,PRON,soi,10
2808,311,3,claimet,claimet,VER:pres:3:sg,311,Vfin,Vfin,clamer,'C/V\.C/e\,VERB,clamer,10
2809,311,4,chaitis,chaitis,ADJ:suj:masc:sg,311,Adj,Adj,,C/V\.'C/V\,ADJ,chétif,9
2810,311,5,dolant,dolant,ADJ:suj:masc:sg,311,Adj,Adj,dolent,C/V\.'C/V\,ADJ,dolent,10
