wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
69,13,2,feste,feste,NOM:suj:femi:sg,13,N,N,,'C/V\.C/(e)\,NOUN,fête,3
70,13,3,aus,aus,PREDET:a:obj:masc:pl,13,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
71,13,4,juis,juis,NOM:obj:masc:pl,13,N,N,,C/V\.'C/V\,NOUN,juif,5
72,13,5,aprismot,aprismot,VER:impf:3:sg,13,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,approismer,9
73,14,1,ce,ce,PRO:invar,14,Prn,Prn,ce,C/(e)\,PRON,ce,10
74,14,2,dit,dit,VER:pres:3:sg,14,Vfin,Vfin,dire,C/V\,VERB,dire,10
75,14,3,li,li,DET:def:suj:masc:sg,14,Det,Det,le,C/V\,DET,le,10
76,14,4,livres,livres,NOM:suj:masc:sg,14,N,N,,'C/V\.C/e\,NOUN,livre,8
77,14,5,mot,mot,NOM:obj:masc:sg,14,N,N,,C/V\,NOUN,mot,8
78,14,6,a,a,PRE,14,Pre,Pre,à,/V\,ADP,à,10
79,14,7,mot,mot,NOM:obj:masc:sg,14,N,N,,C/V\,NOUN,mot,8
80,15,1,qui,qui,PROCON,15,Qux,Qux,qui,C/V\,PRON,qui,10
81,15,2,pasques,pasques,NOM:suj:femi:sg,15,N,N,,'C/V\.C/e\,PROPN|NOUN,pâques,8
82,15,3,estoit,estoit,VER:impf:3:sg,15,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
83,15,4,apelee,apelee,VER:pper:femi:sg,15,Vpp,Vpp,appeler,/V\.C/e\.'C/V\./(e)\,VERB,appeler,10
84,16,1,sus,sus,ADV,16,PrA,PrA,sus,C/V\,ADP,sus,10
85,16,2,toute,toute,DET:ind:obj:femi:sg,16,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
86,16,3,riens,riens,ADV,16,N,N,rien,C/V\,NOUN,rien,10
87,16,4,estoit,estoit,VER:impf:3:sg,16,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
88,16,5,gardee,gardee,VER:pper:femi:sg,16,Vpp,Vpp,garder,C/V\.'C/V\./(e)\,VERB,garder,10
89,17,1,li,li,DET:def:suj:masc:pl,17,Det,Det,le,C/V\,DET,le,10
90,17,2,mestre,mestre,NOM:suj:masc:pl,17,N,N,,'C/V\.C/(e)\,PROPN|NOUN,maître,8
91,17,3,prince,prince,NOM:suj:masc:pl,17,N,N,,'C/V\.C/(e)\,NOUN,prince,8
92,17,4,de,de,PRE,17,Pre,Pre,de,C/(e)\,ADP,de,10
93,17,5,la,la,DET:def:obj:femi:sg,17,Det,Det,le,C/V\,DET,le,10
94,17,6,loi,loi,NOM:obj:femi:sg,17,N,N,,C/V\,NOUN,loi,8
95,18,1,qui,qui,PROCON,18,Qux,Qux,qui,C/V\,PRON,qui,10
96,18,2,n,n,PRO:clit,18,Neg,Neg$$,ne,C/\,ADV,ne,10
97,18,3,ont,ont,VER:pres:3:pl,18,Vfin,Vfin,avoir,/V\,VERB,avoir,10
98,18,4,cure,cure,NOM:obj:femi:sg,18,N,N,,'C/V\.C/(e)\,NOUN,cure,3
99,18,5,de,de,PRE,18,Pre,Pre,de,C/(e)\,ADP,de,10
100,18,6,dieu,dieu,NOM:obj:masc:sg,18,N,N,,C/V\,NOUN,dieu,3
101,18,7,le,le,DET:def:obj:masc:sg,18,Det,Det,le,C/(e)\,DET,le,10
102,18,8,roi,roi,NOM:obj:masc:sg,18,N,N,,C/V\,NOUN,roi,8
103,19,1,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
104,19,2,li,li,DET:def:suj:masc:pl,19,Det,Det,le,C/V\,DET,le,10
105,19,3,provoire,provoire,NOM:suj:masc:pl,19,N,N,,C/V\.'C/V\.C/(e)\,NOUN,provoire,8
106,19,4,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
107,19,5,tuit,tuit,DET:ind:suj:masc:pl,19,QIs,QIs,tout,C/V\,DET,tout,10
108,19,6,li,li,DET:def:suj:masc:pl,19,Det,Det,le,C/V\,DET,le,10
109,19,7,mestre,mestre,NOM:suj:masc:pl,19,N,N,,'C/V\.C/(e)\,NOUN,maître,8
110,20,1,querent,querent,VER:pres:3:pl,20,Vfin,Vfin,quérir,'C/V\.C/e\,VERB,quérir,10
111,20,2,moult,moult,ADV,20,QIs,QIs,moult,C/V\,ADV,moult,10
112,20,3,destre,destre,ADJ:obj:masc:sg,20,Adj,Adj,dextre,'C/V\.C/(e)\,ADJ,dextre,10
113,20,4,et,et,CON:coord,20,Crd,Crd,et,/V\,CCONJ,et,10
114,20,5,senestre,senestre,ADJ:obj:masc:sg,20,Adj,Adj,senestre,C/V\.'C/V\.C/(e)\,ADJ,senestre,10
115,21,1,comment,comment,ADV,21,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
116,21,2,peussent,peussent,VER:subi:3:pl,21,Vfin,Vfin,pouvoir2,C/(V)\.'/V\.C/e\,VERB,pouvoir,10
117,21,3,jhesum,jhesum,NPR:obj:masc:sg,21,N,N,,C/V\.'C/V\,NOUN,Jésus,2
118,21,4,prendre,prendre,VER:infi,21,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
119,22,1,et,et,CON:coord,22,Crd,Crd,et,/V\,CCONJ,et,10
120,22,2,par,par,PRE,22,Pre,Pre,par,C/V\,ADP,par,10
121,22,3,boidie,boidie,NOM:obj:femi:sg,22,N,N,,C/V\.'C/V\./(e)\,NOUN,boisdie,9
122,22,4,en,en,PRE,22,Pre,Pre,en,/V\,ADP,en,10
123,22,5,la,la,DET:def:obj:femi:sg,22,Det,Det,le,C/V\,DET,le,10
124,22,6,croiz,croiz,NOM:obj:femi:sg,22,N,N,,C/V\,NOUN,croix,8
125,22,7,pendre,pendre,VER:infi,22,Vinf,Vinf,pendre,'C/V\.C/(e)\,VERB,pendre,10
126,23,1,chiés,chiés,PRE,23,Pre,Pre,chez,C/V\,ADP,chez,10
127,23,2,l,l',DET:def:obj:masc:sg,23,Det,Det,le,C/\,DET,le,10
128,23,3,evesque,evesque,NOM:obj:masc:sg,23,N,N,,/V\.'C/V\.C/(e)\,NOUN,évêque,8
129,23,4,sont,sont,VER:pres:3:pl,23,Vfin,Vfin,être,C/V\,VERB,être,10
130,23,5,assemblé,assemblé,VER:pper:masc:sg,23,Vpp,Vpp,assembler,/V\.C/V\.'C/V\,VERB,assembler,10
131,24,1,qui,qui,PROCON,24,Qux,Qux,qui,C/V\,PRON,qui,10
132,24,2,kaiphas,kaiphas,NPR:suj:masc:sg,24,N,N,,C/V\.C/V\.'C/V\,NOUN,caphat,-10
133,24,3,iert,iert,VER:impf:3:sg,24,Vfin,Vfin,être,/V\,VERB,être,10
134,24,4,apelé,apelé,VER:pper:masc:sg,24,Vpp,Vpp,appeler,/V\.C/e\.'C/V\,VERB,appeler,10
135,25,1,ilecques,ilecques,ADV,25,Adv,Adv,illuec,/V\.'C/V\.C/e\,ADV,illuec,10
136,25,2,fu,fu,VER:simp:3:sg,25,Vfin,Vfin,être,C/V\,VERB,être,10
137,25,3,conseil,conseil,NOM:suj:masc:sg,25,N,N,,C/V\.'C/V\,NOUN,conseil,3
138,25,4,tenu,tenu,VER:pper:masc:sg,25,Vpp,Vpp,tenir,C/V\.'C/V\,VERB,tenir,10
139,26,1,la,la,DET:def:suj:femi:sg,26,Det,Det,le,C/V\,DET,le,10
140,26,2,parole,parole,NOM:suj:femi:sg,26,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parole,8
141,26,3,fu,fu,VER:simp:3:sg,26,Vfin,Vfin,être,C/V\,VERB,être,10
142,26,4,de,de,PRE,26,Pre,Pre,de,C/(e)\,ADP,de,10
143,26,5,jhesu,jhesu,NPR:obj:masc:sg,26,N,N,,C/V\.'C/V\,PROPN,Jésus,8
144,27,1,com,com,CON:subord,27,Sub,Sub,comme,C/V\,SCONJ,comme,10
145,27,2,faitement,faitement,ADV,27,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,faitement,9
146,27,3,le,le,PRO:pers:obj:3:masc:sg:unb,27,Prn,Prn$$,le,C/(e)\,PRON,le,10
147,27,4,trairoient,trairoient,VER:cond:3:pl,27,Vfin,Vfin,trahir,C/V\.C/V\.'C/V\./e\,VERB,trahir,10
148,28,1,pour,pour,PRE,28,Pre,Pre,pour,C/V\,ADP,pour,10
