wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
3036,401,1,joifrois,joifrois,NPR:suj:masc:sg,696,N,N,,C/V\.'C/V\,NOUN,joifroi,-10
3037,401,2,l,l',PRO:pers:obj:3:masc:sg:unb,696,Prn,Prn$$,le,C/\,PRON,le,10
3038,401,3,oï,oï,VER:simp:3:sg,696,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
3039,401,4,toz,toz,DET:ind:suj:masc:sg,696,QIs,QIs,tout,C/V\,DET,tout,10
3040,401,5,li,li,DET:def:suj:masc:sg,696,Det,Det,le,C/V\,DET,le,10
3041,401,6,cors,cors,NOM:suj:masc:sg,696,N,N,,C/V\,NOUN,corps,3
3042,401,7,li,li,PRO:pers:suj:3:masc:sg:bet,696,Prn,Prn$$,li,C/V\,PRON,li,10
3043,401,8,fremi,fremi,VER:simp:3:sg,696,Vfin,Vfin,,C/V\.'C/V\,VERB,frémir,8
3044,402,1,‘,‘,PON:cit,697,Pnc,Pnc,,,PUNCT,‘,9
3045,402,2,amis,amis,NOM:suj:masc:sg,697,N,N,,/V\.'C/V\,NOUN,ami,3
3046,402,3,’,’,PON:cit,697,Pnc,Pnc,,,PUNCT,’,9
3047,402,4,dist,dist,VER:simp:3:sg,697,Vfin,Vfin,dire,C/V\,VERB,dire,10
3048,402,5,il,il,PRO:pers:suj:3:masc:sg:unb,697,Prn,Prn%,il,/V\,PRON,il,10
3049,402,6,‘,‘,PON:cit,697,Pnc,Pnc,,,PUNCT,‘,9
3050,402,7,por,por,PRE,697,Pre,Pre,pour,C/V\,ADP,pour,10
3051,402,8,quoi,quoi,PRO:invar,697,Qux,Qux,que,C/V\,PRON,que,10
3052,402,9,m,m',PRO:pers:obj:1:sg:unb,697,Prn,Prn$$,me,C/\,PRON,me,10
3053,402,10,esmaiés,esmaiés,VER:pres:2:sg,697,Vfin,Vfin,esmayer,/V\.C/V\.'C/V\,VERB,esmayer,10
3054,402,11,ci,ci,ADV,697,Adv,Adv,ci,C/V\,ADV,ci,10
3055,402,12,’,’,PON:cit,697,Pnc,Pnc,,,PUNCT,’,9
3056,403,1,‘,‘,PON:cit,698,Pnc,Pnc,,,PUNCT,‘,9
3057,403,2,je,je,PRO:pers:suj:1:sg:unb,698,Prn,Prn$,je,C/(e)\,PRON,je,10
3058,403,3,l,l',PRO:pers:obj:3:masc:sg:unb,698,Prn,Prn$$,le,C/\,PRON,le,10
3059,403,4,vos,vos,PRO:pers:2:pl,698,Prn,Prn$$,vous,C/V\,PRON,vous,10
3060,403,5,dirai,dirai,VER:futu:1:sg,698,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
3061,403,6,’,’,PON:cit,698,Pnc,Pnc,,,PUNCT,’,9
3062,403,7,raous,raous,NPR:suj:masc:sg,698,N,N,,C/(V)\.'/V\,NOUN,Raoul,2
3063,403,8,li,li,PRO:pers:suj:3:masc:sg:bet,698,Prn,Prn$$,li,C/V\,PRON,li,10
3064,403,9,respondi,respondi,VER:simp:3:sg,698,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10
3065,404,1,‘,‘,PON:cit,699,Pnc,Pnc,,,PUNCT,‘,9
3066,404,2,mors,mors,VER:pper:masc:pl,699,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
3067,404,3,est,est,VER:pres:3:sg,699,Vfin,Vfin,être,/V\,VERB,être,10
3068,404,4,herbers,herbers,NPR:suj:masc:sg,699,N,N,,C/V\.'C/V\,NOUN,herbier,5
3069,404,5,cil,cil,PRO:demo:suj:masc:sg,699,Dem,Dem,cil,C/V\,PRON,cil,10
3070,404,6,qi,qi,PROCON,699,Qux,Qux,qui,C/V\,PRON,qui,10
