wd_id,line_id,linewd,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,1,1,la,la,DET:def,2762,Det,Det,le,C/V\,DET,le,10
2,1,2,bataille,bataille,NOM,2762,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
3,1,3,est,est,VER,2762,Vfin,Vfin,être,/V\,VERB,être,10
4,1,4,jostee,jostee,VER,2762,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,jouter,9
5,1,5,des,des,PREDET:de,2762,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
6,1,6,grigeis,grigeis,NOM,2762,Adj,Adj,,C/V\.'C/V\,ADJ,UNKNOWN,-10
7,1,7,et,et,CON:coord,2762,Crd,Crd,et,/V\,CCONJ,et,10
8,1,8,des,des,PREDET:de,2762,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
9,1,9,lor,lor,PRO:poss,2762,Adj,Adj,leur2,C/V\,ADJ,leur,10
10,1,10,.,.,PON,2762,Pnc,Pnc,,,PUNCT,.,9
11,2,1,ainsi,ainsi,ADV,2763,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
12,2,2,com,com,CON:subord,2763,Sub,Sub,comme,C/V\,SCONJ,comme,10
13,2,3,dayres,dayres,NOM,2763,N,N,,'C/V\.C/e\,NOUN,Darius,2
14,2,4,ot,ot,VER,2763,Vfin,Vfin,avoir,/V\,VERB,avoir,10
15,2,5,devisé,devisé,VER,2763,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,deviser,3
16,2,6,celui,celui,DET:demo,2763,Dem,Dem,cil,C/V\.'C/V\,DET,cil,10
17,2,7,jor,jor,NOM,2763,N,N,,C/V\,NOUN,jour,8
18,3,1,sont,sont,VER,2764,Vfin,Vfin,être,C/V\,VERB,être,10
19,3,2,li,li,DET:def,2764,Det,Det,le,C/V\,DET,le,10
20,3,3,curre,curre,NOM,2764,N,N,,'C/V\.C/(e)\,NOUN,curre,8
21,3,4,meu,meu,VER,2764,Vpp,Vpp,mouvoir,C/(V)\.'/V\,VERB,mouvoir,10
22,3,5,et,et,CON:coord,2764,Crd,Crd,et,/V\,CCONJ,et,10
23,3,6,courent,courent,VER,2764,Vfin,Vfin,courir,'C/V\.C/e\,VERB,courir,10
24,3,7,par,par,PRE,2764,Pre,Pre,par,C/V\,ADP,par,10
25,3,8,l',l',DET:def,2764,Det,Det,le,C/\,DET,le,10
26,3,9,estor,estor,NOM,2764,N,N,,/V\.'C/V\,NOUN,estour,3
27,3,10,;,;,PON,2764,Pnc,Pnc,,,PUNCT,;,9
28,4,1,li,li,DET:def,2765,Det,Det,le,C/V\,DET,le,10
29,4,2,olifant,olifant,NOM,2765,N,N,,/V\.C/V\.'C/V\,NOUN,olifant,3
30,4,3,ques,ques,ADJ,2765,Qux+Prn,Qux+Prn$$,que.le,C/e\,PRON.PRON,que.le,10
31,4,4,mainent,mainent,VER,2765,Vfin,Vfin,mener,'C/V\.C/e\,VERB,mener,10
32,4,5,vont,vont,VER,2765,Vfin,Vfin,aller,C/V\,VERB,aller,10
33,4,6,de,de,PRE,2765,Pre,Pre,de,C/(e)\,ADP,de,10
34,4,7,si,si,DET:poss,2765,Adv,Adv,si4,C/V\,ADV,si,10
35,4,8,grant,grant,ADJ,2765,Adj,Adj,grand,C/V\,ADJ,grand,10
36,4,9,fieror,fieror,NOM,2765,N,N,,C/V\.'C/V\,NOUN,fiereur,6
37,5,1,que,que,PROCON,2766,Sub,Sub,que,C/(e)\,SCONJ,que,10
38,5,2,nus,nus,PRO:ind,2766,QIs,QIs,nul,C/V\,PRON,nul,10
39,5,3,ques,ques,ADJ,2766,Qux+Prn,Qux+Prn$$,que.le,C/e\,PRON.PRON,que.le,10
40,5,4,encontrast,encontrast,VER,2766,Vfin,Vfin,encontrer,/V\.C/V\.'C/V\,VERB,encontrer,10
41,5,5,n',n',PRO:clit,2766,Neg,Neg$$,ne,C/\,ADV,ne,10
42,5,6,eust,eust,VER,2766,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10
43,5,7,vers,vers,PRE,2766,Pre,Pre,vers2,C/V\,ADP,vers,10
44,5,8,aus,aus,PREDET:a,2766,Prn,Prn,eux,/V\,PRON,eux,10
45,5,9,vigor,vigor,NOM,2766,N,N,,C/V\.'C/V\,NOUN,vigueur,8
46,5,10,.,.,PON,2766,Pnc,Pnc,,,PUNCT,.,9
47,6,1,mais,mais,CON:coord,2767,Crd,Crd,mais,C/V\,CCONJ,mais,10
48,6,2,li,li,DET:def,2767,Det,Det,le,C/V\,DET,le,10
49,6,3,grieu,grieu,NOM,2767,Adj,Adj,,C/V\,ADJ,grec,8
50,6,4,s',s',PRO:pers,2767,Prn,Prn$$,se,C/\,PRON,se,10
51,6,5,en,en,PRO:clit,2767,Prn,Prn$$,en2,/V\,PRON,en,10
52,6,6,partirent,partirent,VER,2767,Vfin,Vfin,partir,C/V\.'C/V\.C/e\,VERB,partir,10
53,6,7,sagement,sagement,ADV,2767,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,sagement,9
54,6,8,sans,sans,PRE,2767,Pre,Pre,sans,C/V\,ADP,sans,10
55,6,9,folor,folor,NOM,2767,N,N,,C/V\.'C/V\,NOUN,foleur,9
56,6,10,",",",",PON,2767,Pnc,Pnc,,,PUNCT,",",9
57,7,1,que,que,PROCON,2768,Crd,Crd,que,C/(e)\,CCONJ,que,10
58,7,2,gaires,gaires,ADV,2768,Adv,Adv,guère,'C/V\.C/e\,ADV,guère,10
59,7,3,n',n',PRO:clit,2768,Neg,Neg$$,ne,C/\,ADV,ne,10
60,7,4,i,i,PRO:clit,2768,Prn,Prn$$,y2,/V\,PRON,y,10
61,7,5,perdirent,perdirent,VER,2768,Vfin,Vfin,perdre,C/V\.'C/V\.C/e\,VERB,perdre,10
62,7,6,li,li,DET:def,2768,Det,Det,le,C/V\,DET,le,10
63,7,7,grant,grant,ADJ,2768,Adj,Adj,grand,C/V\,ADJ,grand,10
64,7,8,ne,ne,PRO:clit,2768,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
65,7,9,li,li,PRO:pers,2768,Det,Det,le,C/V\,DET,le,10
66,7,10,mener,mener,VER,2768,Adj,Adj,mineur,C/V\.'C/V\,ADJ,mineur,10
67,7,11,;,;,PON,2768,Pnc,Pnc,,,PUNCT,;,9
68,8,1,et,et,CON:coord,2769,Crd,Crd,et,/V\,CCONJ,et,10
69,8,2,qant,qant,ADV,2769,Sub,Sub,quand,C/V\,SCONJ,quand,10
70,8,3,il,il,PRO:pers,2769,Prn,Prn$,il,/V\,PRON,il,10
71,8,4,furent,furent,VER,2769,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
72,8,5,outre,outre,ADV,2769,PrA,PrA,outre2,'/V\.C/(e)\,ADV,outre,10
73,8,6,",",",",PON,2769,Pnc,Pnc,,,PUNCT,",",9
74,8,7,n',n',PRO:clit,2769,Neg,Neg$$,ne,C/\,ADV,ne,10
75,8,8,eurent,eurent,VER,2769,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10
76,8,9,tant,tant,ADV,2769,QIs,QIs,tant,C/V\,ADV,tant,10
77,8,10,de,de,PRE,2769,Pre,Pre,de,C/(e)\,ADP,de,10
78,8,11,laisser,laisser,VER,2769,Vinf,Vinf,laisser,C/V\.'C/V\,VERB,laisser,10
79,9,1,c',c',PROCON,2770,Sub,Sub,que,C/\,SCONJ,que,10
80,9,2,onques,onques,ADV,2770,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
81,9,3,en,en,PRE,2770,Pre,Pre,en,/V\,ADP,en,10
82,9,4,la,la,DET:def,2770,Det,Det,le,C/V\,DET,le,10
83,9,5,bataille,bataille,NOM,2770,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
84,9,6,repreissent,repreissent,VER,2770,Vfin,Vfin,reprendre,C/V\.C/(V)\.'/V\.C/e\,VERB,reprendre,10
85,9,7,puis,puis,ADV,2770,PrA,PrA,puis,C/V\,ADV,puis,10
86,9,8,tor,tor,NOM,2770,N,N,,C/V\,NOUN,tour,3
87,9,9,",",",",PON,2770,Pnc,Pnc,,,PUNCT,",",9
88,10,1,car,car,CON:coord,2771,Crd,Crd,car,C/V\,CCONJ,car,10
89,10,2,li,li,DET:def,2771,Det,Det,le,C/V\,DET,le,10
90,10,3,grieu,grieu,NOM,2771,Adj,Adj,,C/V\,ADJ,grec,6
91,10,4,o,o,PRE,2771,Pre,Pre,o,/V\,ADP,o,10
92,10,5,les,les,DET:def,2771,Det,Det,le,C/V\,DET,le,10
93,10,6,ars,ars,NOM,2771,N,N,,/V\,NOUN,arc,3
94,10,7,ne,ne,PRO:clit,2771,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
95,10,8,sont,sont,VER,2771,Vfin,Vfin,être,C/V\,VERB,être,10
96,10,9,mie,mie,ADV,2771,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
97,10,10,a,a,PRE,2771,Pre,Pre,à,/V\,ADP,à,10
98,10,11,sejor,sejor,NOM,2771,N,N,,C/V\.'C/V\,NOUN,séjour,8
99,10,12,",",",",PON,2771,Pnc,Pnc,,,PUNCT,",",9
100,11,1,en,en,PRO:clit,2772,Pre,Pre,en,/V\,ADP,en,10
101,11,2,courant,courant,VER,2772,Vprs,Vprs,courir,C/V\.'C/V\,VERB,courir,10
102,11,3,les,les,DET:def,2772,Prn,Prn$$,le,C/V\,PRON,le,10
103,11,4,ocient,ocient,NOM,2772,Vfin,Vfin,occire,/V\.'C/V\./e\,VERB,occire,10
104,11,5,o,o,PRE,2772,Pre,Pre,o,/V\,ADP,o,10
105,11,6,les,les,DET:def,2772,Det,Det,le,C/V\,DET,le,10
106,11,7,brans,brans,NOM,2772,N,N,,C/V\,NOUN,brant,9
107,11,8,de,de,PRE,2772,Pre,Pre,de,C/(e)\,ADP,de,10
108,11,9,couler,couler,VER,2772,N,N,,C/V\.'C/V\,PROPN|NOUN,couler,-1
109,11,10,;,;,PON,2772,Pnc,Pnc,,,PUNCT,;,9
110,12,1,d',d',PRE,2773,Pre,Pre,de,C/\,ADP,de,10
111,12,2,olifans,olifans,NOM,2773,N,N,,/V\.C/V\.'C/V\,NOUN,olifant,3
112,12,3,et,et,CON:coord,2773,Crd,Crd,et,/V\,CCONJ,et,10
113,12,4,de,de,PRE,2773,Pre,Pre,de,C/(e)\,ADP,de,10
114,12,5,curres,curres,NOM,2773,N,N,,'C/V\.C/e\,NOUN,curre,9
115,12,6,lor,lor,PRO:pers,2773,Prn,Prn$$,leur,C/V\,PRON,leur,10
116,12,7,ont,ont,VER,2773,Vfin,Vfin,avoir,/V\,VERB,avoir,10
117,12,8,fait,fait,VER,2773,Vpp,Vpp,faire,C/V\,VERB,faire,10
118,12,9,tel,tel,ADJ,2773,Adj,Adj,tel,C/V\,ADJ,tel,10
119,12,10,atour,atour,NOM,2773,N,N,,/V\.'C/V\,NOUN,atour,8
120,13,1,tout,tout,PRO:ind,2774,QIs,QIs,tout,C/V\,PRON,tout,10
121,13,2,ocient,ocient,VER,2774,Vfin,Vfin,occire,/V\.'C/V\./e\,VERB,occire,10
122,13,3,a,a,PRE,2774,Pre,Pre,à,/V\,ADP,à,10
123,13,4,glaive,glaive,NOM,2774,N,N,,'C/V\.C/(e)\,NOUN,glaive,8
124,13,5,et,et,CON:coord,2774,Crd,Crd,et,/V\,CCONJ,et,10
125,13,6,metent,metent,VER,2774,Vfin,Vfin,mettre,'C/V\.C/e\,VERB,mettre,10
126,13,7,a,a,PRE,2774,Pre,Pre,à,/V\,ADP,à,10
127,13,8,dolor,dolor,NOM,2774,N,N,,C/V\.'C/V\,NOUN,douleur,8
128,13,9,.,.,PON,2774,Pnc,Pnc,,,PUNCT,.,9
129,14,1,cis,cis,DET:demo,2775,Dem,Dem,cist,C/V\,DET,cist,10
130,14,2,plais,plais,NOM,2775,N,N,,C/V\,NOUN,plaid,3
131,14,3,torna,torna,VER,2775,Vfin,Vfin,tourner,C/V\.'C/V\,VERB,tourner,10
132,14,4,a,a,PRE,2775,Pre,Pre,à,/V\,ADP,à,10
133,14,5,joie,joie,NOM,2775,N,N,,'C/V\./(e)\,NOUN,joie,8
134,14,6,au,au,PREDET:a,2775,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
135,14,7,roi,roi,NOM,2775,N,N,,C/V\,NOUN,roi,8
136,14,8,mascedonor,mascedonor,NOM,2775,N,N,,C/V\.C/e\.C/V\.'C/V\,NOUN,maschonon,-10
137,14,9,",",",",PON,2775,Pnc,Pnc,,,PUNCT,",",9
138,15,1,et,et,CON:coord,2776,Crd,Crd,et,/V\,CCONJ,et,10
139,15,2,dayres,dayres,NPR,2776,N,N,,'C/V\.C/e\,NOUN,Darius,2
140,15,3,li,li,DET:def,2776,Det,Det,le,C/V\,DET,le,10
141,15,4,persans,persans,NOM,2776,Adj,Adj,,C/V\.'C/V\,ADJ,persan|perçant,-1
142,15,5,en,en,PRO:clit,2776,Prn,Prn$$,en2,/V\,PRON,en,10
143,15,6,ot,ot,VER,2776,Vfin,Vfin,avoir,/V\,VERB,avoir,10
144,15,7,duel,duel,NOM,2776,N,N,,C/V\,NOUN,deuil,8
145,15,8,et,et,CON:coord,2776,Crd,Crd,et,/V\,CCONJ,et,10
146,15,9,iror,iror,NOM,2776,N,N,,/V\.'C/V\,NOUN,ireur,9
147,15,10,.,.,PON,2776,Pnc,Pnc,,,PUNCT,.,9
148,16,1,qant,qant,ADV,2777,Sub,Sub,quand,C/V\,SCONJ,quand,10
149,16,2,dayres,dayres,NOM,2777,N,N,,'C/V\.C/e\,NOUN,Darius,2
150,16,3,vit,vit,VER,2777,Vfin,Vfin,voir,C/V\,VERB,voir,10
151,16,4,ses,ses,DET:poss,2777,Det,Det,son4,C/V\,DET,son,10
152,16,5,curres,curres,NOM,2777,N,N,,'C/V\.C/e\,NOUN,curre,9
153,16,6,chaoir,chaoir,VER,2777,Vinf,Vinf,choir,C/(V)\.'/V\,VERB,choir,10
154,16,7,a,a,PRE,2777,Pre,Pre,à,/V\,ADP,à,10
155,16,8,tel,tel,ADJ,2777,Adj,Adj,tel,C/V\,ADJ,tel,10
156,16,9,martire,martire,NOM,2777,N,N,,C/V\.'C/V\.C/(e)\,NOUN,martyre,3
157,17,1,et,et,CON:coord,2778,Crd,Crd,et,/V\,CCONJ,et,10
158,17,2,les,les,DET:def,2778,Det,Det,le,C/V\,DET,le,10
159,17,3,chevaliers,chevaliers,NOM,2778,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
160,17,4,ens,ens,ADV,2778,PrA,PrA,ens,/V\,ADV,ens,10
161,17,5,trebuchier,trebuchier,VER,2778,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,trébucher,9
162,17,6,et,et,CON:coord,2778,Crd,Crd,et,/V\,CCONJ,et,10
163,17,7,ocire,ocire,VER,2778,Vinf,Vinf,occire,/V\.'C/V\.C/(e)\,VERB,occire,10
164,17,8,",",",",PON,2778,Pnc,Pnc,,,PUNCT,",",9
165,18,1,fiert,fiert,VER,2779,Vfin,Vfin,férir,C/V\,VERB,férir,10
166,18,2,sa,sa,DET:poss,2779,Det,Det,son4,C/V\,DET,son,10
167,18,3,main,main,NOM,2779,N,N,,C/V\,NOUN,main,8
168,18,4,a,a,PRE,2779,Pre,Pre,à,/V\,ADP,à,10
169,18,5,sa,sa,DET:poss,2779,Det,Det,son4,C/V\,DET,son,10
170,18,6,cuisse,cuisse,NOM,2779,N,N,,'C/V\.C/(e)\,NOUN,cuisse,9
171,18,7,si,si,DET:poss,2779,Adv,Adv,si4,C/V\,ADV,si,10
172,18,8,taint,taint,NOM,2779,Vfin,Vfin,teindre,C/V\,VERB,teindre,10
173,18,9,et,et,CON:coord,2779,Crd,Crd,et,/V\,CCONJ,et,10
174,18,10,s',s',PRO:pers,2779,Prn,Prn$$,se,C/\,PRON,se,10
175,18,11,esprent,esprent,VER,2779,Vfin,Vfin,éprendre,/V\.'C/V\,VERB,éprendre,10
176,18,12,d',d',PRE,2779,Pre,Pre,de,C/\,ADP,de,10
177,18,13,ire,ire,NOM,2779,N,N,,'/V\.C/(e)\,NOUN,ire,8
178,18,14,",",",",PON,2779,Pnc,Pnc,,,PUNCT,",",9
179,19,1,tant,tant,ADV,2780,QIs,QIs,tant,C/V\,ADV,tant,10
180,19,2,redoute,redoute,VER,2780,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,redouter,9
181,19,3,les,les,DET:def,2780,Det,Det,le,C/V\,DET,le,10
182,19,4,grieus,grieus,NOM,2780,Adj,Adj,,C/V\,ADJ,grec,8
183,19,5,que,que,PROCON,2780,Sub,Sub,que,C/(e)\,SCONJ,que,10
184,19,6,forment,forment,ADV,2780,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10
185,19,7,les,les,PRO:pers,2780,Prn,Prn$$,le,C/V\,PRON,le,10
186,19,8,remire,remire,VER,2780,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,remirer,8
187,19,9,",",",",PON,2780,Pnc,Pnc,,,PUNCT,",",9
188,20,1,les,les,DET:def,2781,Det,Det,le,C/V\,DET,le,10
189,20,2,regnes,regnes,NOM,2781,N,N,,'C/V\.C/e\,NOUN,règne,3
190,20,3,de,de,PRE,2781,Pre,Pre,de,C/(e)\,ADP,de,10
191,20,4,son,son,DET:poss,2781,Det,Det,son4,C/V\,DET,son,10
192,20,5,fraim,fraim,NOM,2781,N,N,,C/V\,NOUN,frein,6
193,20,6,a,a,PRE,2781,Pre,Pre,à,/V\,ADP,à,10
194,20,7,ambedeus,ambedeus,ADJ:card,2781,QIs,QIs,ambedeux,/V\.C/e\.'C/V\,NUM,ambedeux,10
195,20,8,mains,mains,NOM,2781,N,N,,C/V\,NOUN,main,8
196,20,9,tire,tire,VER,2781,Vfin,Vfin,,'C/V\.C/(e)\,VERB,tirer,8
197,20,10,",",",",PON,2781,Pnc,Pnc,,,PUNCT,",",9
198,21,1,vers,vers,PRE,2782,Pre,Pre,vers2,C/V\,ADP,vers,10
199,21,2,senestre,senestre,ADJ,2782,Adj,Adj,senestre,C/V\.'C/V\.C/(e)\,ADJ,senestre,10
200,21,3,se,se,PRO:pers,2782,Prn,Prn$$,se,C/(e)\,PRON,se,10
201,21,4,torne,torne,VER,2782,Vfin,Vfin,tourner,'C/V\.C/(e)\,VERB,tourner,10
202,21,5,",",",",PON,2782,Pnc,Pnc,,,PUNCT,",",9
203,21,6,sor,sor,PRE,2782,PrA,PrA,sur,C/V\,ADP,sur,10
204,21,7,son,son,DET:poss,2782,Det,Det,son4,C/V\,DET,son,10
205,21,8,escu,escu,NOM,2782,N,N,,/V\.'C/V\,NOUN,écu,8
206,21,9,se,se,PRO:pers,2782,Prn,Prn$$,se,C/(e)\,PRON,se,10
207,21,10,vire,vire,VER,2782,Vfin,Vfin,,'C/V\.C/(e)\,VERB,voir,3
208,21,11,",",",",PON,2782,Pnc,Pnc,,,PUNCT,",",9
209,22,1,lors,lors,ADV,2783,Adv,Adv,lors,C/V\,ADV,lors,10
210,22,2,regarde,regarde,VER,2783,Vfin,Vfin,regarder,C/V\.'C/V\.C/(e)\,VERB,regarder,10
211,22,3,ses,ses,DET:poss,2783,Det,Det,son4,C/V\,DET,son,10
212,22,4,homes,homes,NOM,2783,N,N,,'/V\.C/e\,NOUN,homme,8
213,22,5,",",",",PON,2783,Pnc,Pnc,,,PUNCT,",",9
214,22,6,sous,sous,PRE,2783,PrA,PrA,sous,C/V\,ADP,sous,10
215,22,7,son,son,DET:poss,2783,Det,Det,son4,C/V\,DET,son,10
216,22,8,elme,elme,NOM,2783,N,N,,'/V\.C/(e)\,NOUN,heaume,8
217,22,9,souspire,souspire,VER,2783,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,soupirer,9
218,22,10,.,.,PON,2783,Pnc,Pnc,,,PUNCT,.,9
219,23,1,quarante,quarante,ADJ:card,2784,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\,NUM,quarante,10
220,23,2,et,et,CON:coord,2784,Crd,Crd,et,/V\,CCONJ,et,10
221,23,3,deus,deus,ADJ:card,2784,QIs,QIs,deux,C/V\,NUM,deux,10
222,23,4,batailles,batailles,NOM,2784,N,N,,C/V\.'C/V\.C/e\,NOUN,bataille,8
223,23,5,a,a,PRE,2784,Vfin,Vfin,avoir,/V\,VERB,avoir,10
224,23,6,ordené,ordené,VER,2784,Vpp,Vpp,,/V\.C/e\.'C/V\,VERB,ordonner,9
225,23,7,a,a,PRE,2784,Pre,Pre,à,/V\,ADP,à,10
226,23,8,tire,tire,NOM,2784,N,N,,'C/V\.C/(e)\,NOUN,tire,8
227,23,9,",",",",PON,2784,Pnc,Pnc,,,PUNCT,",",9
228,24,1,as,as,PREDET:a,2785,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
229,24,2,barons,barons,NOM,2785,N,N,,C/V\.'C/V\,NOUN,baron,8
230,24,3,de,de,PRE,2785,Pre,Pre,de,C/(e)\,ADP,de,10
231,24,4,sa,sa,DET:poss,2785,Det,Det,son4,C/V\,DET,son,10
232,24,5,terre,terre,NOM,2785,N,N,,'C/V\.C/(e)\,NOUN,terre,8
233,24,6,les,les,PRO:pers,2785,Prn,Prn$$,le,C/V\,PRON,le,10
234,24,7,commande,commande,VER,2785,Vfin,Vfin,commander,C/V\.'C/V\.C/(e)\,VERB,commander,10
235,24,8,a,a,PRE,2785,Pre,Pre,à,/V\,ADP,à,10
236,24,9,conduire,conduire,VER,2785,Vinf,Vinf,conduire,C/V\.'C/V\.C/(e)\,VERB,conduire,10
237,25,1,et,et,CON:coord,2786,Crd,Crd,et,/V\,CCONJ,et,10
238,25,2,apele,apele,VER,2786,Vfin,Vfin,appeler,/V\.'C/V\.C/(e)\,VERB,appeler,10
239,25,3,ses,ses,DET:poss,2786,Det,Det,son4,C/V\,DET,son,10
240,25,4,homes,homes,NOM,2786,N,N,,'/V\.C/e\,NOUN,homme,8
241,25,5,si,si,ADV,2786,Adv,Adv,si4,C/V\,ADV,si,10
242,25,6,lor,lor,PRO:pers,2786,Prn,Prn$$,leur,C/V\,PRON,leur,10
243,25,7,commence,commence,VER,2786,Vfin,Vfin,commencer,C/V\.'C/V\.C/(e)\,VERB,commencer,10
244,25,8,a,a,PRE,2786,Pre,Pre,à,/V\,ADP,à,10
245,25,9,dire,dire,VER,2786,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
246,25,10,:,:,PON,2786,Pnc,Pnc,,,PUNCT,:,9
247,26,1,"""","""",PON:cit,2787,Pnc,Pnc,,,PUNCT,"""",9
248,26,2,qui,qui,PROCON,2787,Qux,Qux,qui,C/V\,PRON,qui,10
249,26,3,or,or,ADV,2787,Adv,Adv,or2,/V\,ADV,or,10
250,26,4,iert,iert,VER,2787,Vfin,Vfin,être,/V\,VERB,être,10
251,26,5,chevaliers,chevaliers,NOM,2787,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
252,26,6,de,de,PRE,2787,Pre,Pre,de,C/(e)\,ADP,de,10
253,26,7,m',m',DET:poss,2787,Det,Det,mon,C/\,DET,mon,10
254,26,8,amor,amor,NOM,2787,N,N,,/V\.'C/V\,NOUN,amour,8
255,26,9,sera,sera,VER,2787,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
256,26,10,sire,sire,NOM,2787,N,N,,'C/V\.C/(e)\,NOUN,sire,11
257,26,11,",",",",PON,2787,Pnc,Pnc,,,PUNCT,",",9
258,27,1,car,car,CON:coord,2788,Crd,Crd,car,C/V\,CCONJ,car,10
259,27,2,molt,molt,ADV,2788,QIs,QIs,moult,C/V\,ADV,moult,10
260,27,3,ai,ai,VER,2788,Vfin,Vfin,avoir,/V\,VERB,avoir,10
261,27,4,grant,grant,ADJ,2788,Adj,Adj,grand,C/V\,ADJ,grand,10
262,27,5,paor,paor,NOM,2788,N,N,,C/(V)\.'/V\,NOUN,peur,8
263,27,6,de,de,PRE,2788,Pre,Pre,de,C/(e)\,ADP,de,10
264,27,7,perdre,perdre,VER,2788,Vinf,Vinf,perdre,'C/V\.C/(e)\,VERB,perdre,10
265,27,8,mon,mon,DET:poss,2788,Det,Det,mon,C/V\,DET,mon,10
266,27,9,enpire,enpire,NOM,2788,N,N,,/V\.'C/V\.C/(e)\,NOUN,empire,8
267,27,10,.,.,PON,2788,Pnc,Pnc,,,PUNCT,.,9
268,27,11,"""","""",PON:cit,2788,Pnc,Pnc,,,PUNCT,"""",9
269,28,1,molt,molt,ADV,2789,QIs,QIs,moult,C/V\,ADV,moult,10
270,28,2,fu,fu,VER,2789,Vfin,Vfin,être,C/V\,VERB,être,10
271,28,3,liés,liés,VER,2789,Adj,Adj,lié,C/V\,ADJ,lié,10
272,28,4,alixandres,alixandres,NPR,2789,N,N,,/V\.C/V\.'C/V\.C/e\,NOUN,Alexandre,5
273,28,5,et,et,CON:coord,2789,Crd,Crd,et,/V\,CCONJ,et,10
274,28,6,ses,ses,DET:poss,2789,Det,Det,son4,C/V\,DET,son,10
275,28,7,gens,gens,NOM,2789,N,N,,C/V\,NOUN,gent,11
276,28,8,plus,plus,ADV,2789,Adv,Adv,plus,C/V\,ADV,plus,10
277,28,9,haities,haities,VER,2789,Vpp,Vpp,,C/V\.'C/V\./e\,VERB,haschée|haité,-1
278,29,1,qant,qant,ADV,2790,Sub,Sub,quand,C/V\,SCONJ,quand,10
279,29,2,il,il,PRO:pers,2790,Prn,Prn$,il,/V\,PRON,il,10
280,29,3,orent,orent,VER,2790,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10
281,29,4,des,des,PREDET:de,2790,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
282,29,5,curres,curres,NOM,2790,N,N,,'C/V\.C/e\,NOUN,curre,9
283,29,6,les,les,DET:def,2790,Det,Det,le,C/V\,DET,le,10
284,29,7,batailles,batailles,NOM,2790,N,N,,C/V\.'C/V\.C/e\,NOUN,bataille,8
285,29,8,vuidies,vuidies,VER,2790,Vpp,Vpp,,C/V\.'C/V\./e\,VERB,vider,9
286,30,1,et,et,CON:coord,2791,Crd,Crd,et,/V\,CCONJ,et,10
287,30,2,a,a,PRE,2791,Pre,Pre,à,/V\,ADP,à,10
288,30,3,ciaus,ciaus,PRO:demo,2791,Dem,Dem,cil,C/V\,PRON,cil,10
289,30,4,qui,qui,PROCON,2791,Qux,Qux,qui,C/V\,PRON,qui,10
290,30,5,ens,ens,ADV,2791,PrA,PrA,ens,/V\,ADV,ens,10
291,30,6,furent,furent,VER,2791,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
292,30,7,ont,ont,VER,2791,Vfin,Vfin,avoir,/V\,VERB,avoir,10
293,30,8,les,les,DET:def,2791,Det,Det,le,C/V\,DET,le,10
294,30,9,testes,testes,NOM,2791,N,N,,'C/V\.C/e\,NOUN,tête,3
295,30,10,trenchies,trenchies,VER,2791,Vpp,Vpp,,C/V\.'C/V\./e\,VERB,trancher,9
296,30,11,.,.,PON,2791,Pnc,Pnc,,,PUNCT,.,9
297,31,1,vit,vit,VER,2792,Vfin,Vfin,voir,C/V\,VERB,voir,10
298,31,2,les,les,DET:def,2792,Det,Det,le,C/V\,DET,le,10
299,31,3,batailles,batailles,NOM,2792,N,N,,C/V\.'C/V\.C/e\,NOUN,bataille,8
300,31,4,daire,daire,NPR,2792,N,N,,'C/V\.C/(e)\,PROPN|NOUN,Daire,8
301,31,5,toutes,toutes,PRO:ind,2792,QIs,QIs,tout,'C/V\.C/e\,ADV,tout,10
