wd_id,line_id,linewd,word,lex_id,tag,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
857,90,6,i,i,PRO:clit,2851,Prn,Prn$$,y2,/V\,PRON,y,10
858,90,7,font,font,VER,2851,Vfin,Vfin,faire,C/V\,VERB,faire,10
859,90,8,se,se,PRO:pers,2851,Sub,Sub,si3,C/(e)\,SCONJ,si,10
860,90,9,perdre,perdre,VER,2851,Vinf,Vinf,perdre,'C/V\.C/(e)\,VERB,perdre,10
861,90,10,non,non,ADV,2851,NVP,NVP,non,C/V\,ADV,non,10
862,90,11,",",",",PON,2851,Pnc,Pnc,,,PUNCT,",",9
863,91,1,toutes,toutes,PRO:ind,2852,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
864,91,2,desbaretees,desbaretees,VER,2852,Vpp,Vpp,,C/V\.C/V\.C/e\.'C/V\./e\,VERB,débarater,0
865,91,3,les,les,PRO:pers,2852,Prn,Prn$$,le,C/V\,PRON,le,10
866,91,4,mainent,mainent,VER,2852,Vfin,Vfin,mener,'C/V\.C/e\,VERB,mener,10
867,91,5,sor,sor,PRE,2852,PrA,PrA,sur,C/V\,ADP,sur,10
868,91,6,dayron,dayron,NOM,2852,N,N,,C/V\.'C/V\,NOUN,daron,-10
869,91,7,.,.,PON,2852,Pnc,Pnc,,,PUNCT,.,9
870,92,1,lors,lors,ADV,2853,Adv,Adv,lors,C/V\,ADV,lors,10
871,92,2,josterent,josterent,VER,2853,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,jouter,9
872,92,3,les,les,DET:def,2853,Det,Det,le,C/V\,DET,le,10
873,92,4,os,os,NOM,2853,N,N,,/V\,NOUN,os,3
874,92,5,si,si,DET:poss,2853,Adv,Adv,si4,C/V\,ADV,si,10
875,92,6,hurtent,hurtent,VER,2853,Vfin,Vfin,,'C/V\.C/e\,VERB,heurter,9
876,92,7,li,li,DET:def,2853,Det,Det,le,C/V\,DET,le,10
877,92,8,dragon,dragon,NOM,2853,N,N,,C/V\.'C/V\,NOUN,dragon,9
878,92,9,",",",",PON,2853,Pnc,Pnc,,,PUNCT,",",9
879,93,1,or,or,ADV,2854,Adv,Adv,or2,/V\,ADV,or,10
880,93,2,n',n',PRO:clit,2854,Neg,Neg$$,ne,C/\,ADV,ne,10
881,93,3,i,i,PRO:clit,2854,Prn,Prn$$,y2,/V\,PRON,y,10
882,93,4,avra,avra,VER,2854,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
883,93,5,parlé,parlé,VER,2854,Vpp,Vpp,parler,C/V\.'C/V\,VERB,parler,10
884,93,6,mais,mais,CON:coord,2854,Adv,Adv,mais,C/V\,ADV,mais,10
885,93,7,se,se,VER,2854,Sub,Sub,si3,C/(e)\,SCONJ,si,10
886,93,8,de,de,PRE,2854,Pre,Pre,de,C/(e)\,ADP,de,10
887,93,9,ferir,ferir,VER,2854,Vinf,Vinf,férir,C/V\.'C/V\,VERB,férir,10
888,93,10,non,non,ADV,2854,NVP,NVP,non,C/V\,ADV,non,10
889,93,11,.,.,PON,2854,Pnc,Pnc,,,PUNCT,.,9
890,94,1,les,les,DET:def,2855,Det,Det,le,C/V\,DET,le,10
891,94,2,deus,deus,ADJ:card,2855,QIs,QIs,deux,C/V\,NUM,deux,10
892,94,3,os,os,NOM,2855,N,N,,/V\,NOUN,os,3
893,94,4,sont,sont,VER,2855,Vfin,Vfin,être,C/V\,VERB,être,10
894,94,5,jostees,jostees,VER,2855,Vpp,Vpp,,C/V\.'C/V\./e\,VERB,jouter,0
895,94,6,",",",",PON,2855,Pnc,Pnc,,,PUNCT,",",9
896,94,7,li,li,DET:def,2855,Det,Det,le,C/V\,DET,le,10
897,94,8,persant,persant,NOM,2855,Adj,Adj,,C/V\.'C/V\,ADJ,persan|perçant|persant,-1
898,94,9,et,et,CON:coord,2855,Crd,Crd,et,/V\,CCONJ,et,10
899,94,10,li,li,DET:def,2855,Det,Det,le,C/V\,DET,le,10
900,94,11,gri,gri,NOM,2855,Adj,Adj,,C/V\,ADJ,gris,6
901,94,12,;,;,PON,2855,Pnc,Pnc,,,PUNCT,;,9
902,95,1,qant,qant,ADV,2856,Sub,Sub,quand,C/V\,SCONJ,quand,10
903,95,2,les,les,DET:def,2856,Det,Det,le,C/V\,DET,le,10
904,95,3,lances,lances,NOM,2856,N,N,,'C/V\.C/e\,NOUN,lance,8
905,95,4,baissierent,baissierent,VER,2856,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,baisser,0
906,95,5,",",",",PON,2856,Pnc,Pnc,,,PUNCT,",",9
907,95,6,si,si,ADV,2856,Adv,Adv,si4,C/V\,ADV,si,10
908,95,7,leverent,leverent,VER,2856,Vfin,Vfin,lever,C/V\.'C/V\.C/e\,VERB,lever,10
909,95,8,li,li,DET:def,2856,Det,Det,le,C/V\,DET,le,10
910,95,9,cri,cri,NOM,2856,N,N,,C/V\,NOUN,cri,8
911,95,10,.,.,PON,2856,Pnc,Pnc,,,PUNCT,.,9
912,96,1,li,li,DET:def,2857,Det,Det,le,C/V\,DET,le,10
913,96,2,rois,rois,NOM,2857,N,N,,C/V\,NOUN,roi,3
914,96,3,point,point,NOM,2857,Vfin,Vfin,poindre,C/V\,VERB,poindre,10
915,96,4,bucifal,bucifal,NPR,2857,N,N,,C/V\.C/V\.'C/V\,NOUN,bucifal,-10
916,96,5,et,et,CON:coord,2857,Crd,Crd,et,/V\,CCONJ,et,10
917,96,6,ot,ot,VER,2857,Vfin,Vfin,avoir,/V\,VERB,avoir,10
918,96,7,mort,mort,NOM,2857,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
919,96,8,salatri,salatri,ADJ,2857,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10
920,96,9,;,;,PON,2857,Pnc,Pnc,,,PUNCT,;,9
921,97,1,mist,mist,VER,2858,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
922,97,2,l',l',DET:def,2858,Det,Det,le,C/\,DET,le,10
923,97,3,escu,escu,NOM,2858,N,N,,/V\.'C/V\,NOUN,écu,8
924,97,4,devant,devant,PRE,2858,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10
925,97,5,soi,soi,PRO:pers,2858,Prn,Prn,soi,C/V\,PRON,soi,10
926,97,6,et,et,CON:coord,2858,Crd,Crd,et,/V\,CCONJ,et,10
927,97,7,tint,tint,VER,2858,Vfin,Vfin,tenir,C/V\,VERB,tenir,10
928,97,8,le,le,DET:def,2858,Det,Det,le,C/(e)\,DET,le,10
929,97,9,branc,branc,NOM,2858,N,N,,C/V\,NOUN,brant,3
930,97,10,forbi,forbi,VER,2858,Vpp,Vpp,,C/V\.'C/V\,VERB,fourbir,9
931,97,11,",",",",PON,2858,Pnc,Pnc,,,PUNCT,",",9
932,98,1,car,car,CON:coord,2859,Crd,Crd,car,C/V\,CCONJ,car,10
933,98,2,sa,sa,DET:poss,2859,Det,Det,son4,C/V\,DET,son,10
934,98,3,lance,lance,NOM,2859,N,N,,'C/V\.C/(e)\,NOUN,lance,8
935,98,4,ot,ot,VER,2859,Vfin,Vfin,avoir,/V\,VERB,avoir,10
936,98,5,perdue,perdue,VER,2859,Vpp,Vpp,perdre,C/V\.'C/V\./(e)\,VERB,perdre,10
937,98,6,el,el,PREDET:en,2859,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
938,98,7,cors,cors,NOM,2859,N,N,,C/V\,NOUN,corps,3
939,98,8,d',d',PRE,2859,Pre,Pre,de,C/\,ADP,de,10
940,98,9,un,un,DET:ndf,2859,QIs,QIs,un,/V\,DET,un,10
941,98,10,arrabi,arrabi,NOM,2859,N,N,,/V\.C/V\.'C/V\,NOUN,arabi,9
942,98,11,",",",",PON,2859,Pnc,Pnc,,,PUNCT,",",9
943,99,1,et,et,CON:coord,2860,Crd,Crd,et,/V\,CCONJ,et,10
944,99,2,consieut,consieut,VER,2860,Vfin,Vfin,consuivre,C/V\.'C/V\,VERB,consuivre,10
945,99,3,perchael,perchael,NPR,2860,N,N,,C/V\.C/(V)\.'/V\,NOUN,perchal,-10
946,99,4,en,en,PRE,2860,Pre,Pre,en,/V\,ADP,en,10
947,99,5,son,son,DET:poss,2860,Det,Det,son4,C/V\,DET,son,10
948,99,6,elme,elme,NOM,2860,N,N,,'/V\.C/(e)\,NOUN,heaume,8
949,99,7,burni,burni,VER,2860,Vpp,Vpp,,C/V\.'C/V\,VERB,brunir,6
950,99,8,.,.,PON,2860,Pnc,Pnc,,,PUNCT,.,9
951,100,1,l',l',DET:def,2861,Det,Det,le,C/\,DET,le,10
952,100,2,espee,espee,NOM,2861,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3
953,100,3,fu,fu,VER,2861,Vfin,Vfin,être,C/V\,VERB,être,10
954,100,4,trenchans,trenchans,VER,2861,Vprs,Vprs,,C/V\.'C/V\,VERB,trancher,8
955,100,5,et,et,CON:coord,2861,Crd,Crd,et,/V\,CCONJ,et,10
956,100,6,li,li,DET:def,2861,Det,Det,le,C/V\,DET,le,10
957,100,7,rois,rois,NOM,2861,N,N,,C/V\,NOUN,roi,3
958,100,8,le,le,PRO:pers,2861,Prn,Prn$$,le,C/(e)\,PRON,le,10
959,100,9,fiert,fiert,VER,2861,Vfin,Vfin,férir,C/V\,VERB,férir,10
960,100,10,si,si,ADV,2861,Adv,Adv,si4,C/V\,ADV,si,10
961,101,1,que,que,PROCON,2862,Sub,Sub,que,C/(e)\,SCONJ,que,10
962,101,2,desi,desi,ADV,2862,Adv,Adv,deci,C/e\.'C/V\,ADV,deci,10
963,101,3,es,es,PREDET:en,2862,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
964,101,4,espaulles,espaulles,NOM,2862,N,N,,/V\.'C/V\.C/e\,NOUN,épaule,9
965,101,5,le,le,PRO:pers,2862,Prn,Prn$$,le,C/(e)\,PRON,le,10
966,101,6,trencha,trencha,VER,2862,Vfin,Vfin,,C/V\.'C/V\,VERB,trancher,9
967,101,7,et,et,CON:coord,2862,Crd,Crd,et,/V\,CCONJ,et,10
968,101,8,fendi,fendi,VER,2862,Vfin,Vfin,fendre,C/V\.'C/V\,VERB,fendre,10
969,101,9,;,;,PON,2862,Pnc,Pnc,,,PUNCT,;,9
970,102,1,plus,plus,ADV,2863,Adv,Adv,plus,C/V\,ADV,plus,10
971,102,2,de,de,PRE,2863,Pre,Pre,de,C/(e)\,ADP,de,10
972,102,3,set,set,ADJ:card,2863,QIs,QIs,sept,C/V\,NUM,sept,10
973,102,4,chevaliers,chevaliers,NOM,2863,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
974,102,5,lor,lor,PRO:pers,2863,Prn,Prn$$,leur,C/V\,PRON,leur,10
975,102,6,a,a,VER,2863,Vfin,Vfin,avoir,/V\,VERB,avoir,10
976,102,7,mort,mort,VER,2863,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
977,102,8,autresi,autresi,ADV,2863,Adv,Adv,autresi,/V\.C/e\.'C/V\,ADV,autresi,10
978,102,9,.,.,PON,2863,Pnc,Pnc,,,PUNCT,.,9
979,103,1,emenidus,emenidus,NPR,2864,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,émenide,-10
980,103,2,d',d',PRE,2864,Pre,Pre,de,C/\,ADP,de,10
981,103,3,arcage,arcage,NOM,2864,N,N,,/V\.'C/V\.C/(e)\,NOUN,archage,-10
982,103,4,i,i,PRO:clit,2864,Prn,Prn$$,y2,/V\,PRON,y,10
983,103,5,fu,fu,VER,2864,Vfin,Vfin,être,C/V\,VERB,être,10
984,103,6,preus,preus,ADJ,2864,Adj,Adj,preux,C/V\,ADJ,preux,10
985,103,7,",",",",PON,2864,Pnc,Pnc,,,PUNCT,",",9
986,103,8,jel,jel,NOM,2864,Prn+Prn,Prn$+Prn$$,je.le,C/V\,PRON.PRON,je.le,10
987,103,9,vos,vos,PRO:pers,2864,Prn,Prn$$,vous,C/V\,PRON,vous,10
988,103,10,di,di,VER,2864,Vfin,Vfin,dire,C/V\,VERB,dire,10
989,103,11,;,;,PON,2864,Pnc,Pnc,,,PUNCT,;,9
990,104,1,molt,molt,ADV,2865,QIs,QIs,moult,C/V\,ADV,moult,10
991,104,2,grant,grant,ADJ,2865,Adj,Adj,grand,C/V\,ADJ,grand,10
992,104,3,pris,pris,NOM,2865,N,N,,C/V\,NOUN,prix,3
993,104,4,en,en,PRO:clit,2865,Prn,Prn$$,en2,/V\,PRON,en,10
994,104,5,porterent,porterent,VER,2865,Vfin,Vfin,porter,C/V\.'C/V\.C/e\,VERB,porter,10
995,104,6,tholomés,tholomés,VER,2865,N,N,,C/V\.C/V\.'C/V\,NOUN,tolonge,-10
996,104,7,et,et,CON:coord,2865,Crd,Crd,et,/V\,CCONJ,et,10
997,104,8,dans,dans,NOM,2865,N,N,,C/V\,NOUN,dan,3
998,104,9,clin,clin,NPR,2865,N,N,,C/V\,PROPN|NOUN,clin,8
999,104,10,;,;,PON,2865,Pnc,Pnc,,,PUNCT,;,9
1000,105,1,perdicas,perdicas,NPR,2866,N,N,,C/V\.C/V\.'C/V\,NOUN,perdicas,-10
1001,105,2,le,le,DET:def,2866,Det,Det,le,C/(e)\,DET,le,10
1002,105,3,cortois,cortois,ADJ,2866,Adj,Adj,,C/V\.'C/V\,ADJ,courtois,9
1003,105,4,i,i,PRO:clit,2866,Prn,Prn$$,y2,/V\,PRON,y,10
1004,105,5,tienent,tienent,VER,2866,Vfin,Vfin,tenir,'C/V\.C/e\,VERB,tenir,10
1005,105,6,a,a,PRE,2866,Pre,Pre,à,/V\,ADP,à,10
1006,105,7,hardi,hardi,ADJ,2866,Vpp,Vpp,hardir,C/V\.'C/V\,VERB,hardir,10
1007,105,8,.,.,PON,2866,Pnc,Pnc,,,PUNCT,.,9
1008,106,1,les,les,DET:def,2867,Det,Det,le,C/V\,DET,le,10
1009,106,2,compaignes,compaignes,NOM,2867,N,N,,C/V\.'C/V\.C/e\,NOUN,compagne,3
1010,106,3,se,se,PRO:pers,2867,Prn,Prn$$,se,C/(e)\,PRON,se,10
1011,106,4,mellent,mellent,VER,2867,Vfin,Vfin,,'C/V\.C/e\,VERB,mêler,0
1012,106,5,et,et,CON:coord,2867,Crd,Crd,et,/V\,CCONJ,et,10
1013,106,6,li,li,DET:def,2867,Det,Det,le,C/V\,DET,le,10
1014,106,7,renc,renc,NOM,2867,N,N,,C/V\,NOUN,rang,8
1015,106,8,sont,sont,VER,2867,Vfin,Vfin,être,C/V\,VERB,être,10
1016,106,9,fremi,fremi,VER,2867,Vpp,Vpp,,C/V\.'C/V\,VERB,frémir,9
1017,106,10,",",",",PON,2867,Pnc,Pnc,,,PUNCT,",",9
1018,107,1,li,li,DET:def,2868,Det,Det,le,C/V\,DET,le,10
1019,107,2,douze,douze,ADJ:card,2868,QIs,QIs,douze,'C/V\.C/(e)\,NUM,douze,10
1020,107,3,per,per,NOM,2868,N,N,,C/V\,NOUN,pair,3
1021,107,4,de,de,PRE,2868,Pre,Pre,de,C/(e)\,ADP,de,10
1022,107,5,gresce,gresce,NPR,2868,N,N,,'C/V\.C/(e)\,NOUN,grâce,9
1023,107,6,ne,ne,PRO:clit,2868,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1024,107,7,sont,sont,VER,2868,Vfin,Vfin,être,C/V\,VERB,être,10
1025,107,8,mie,mie,ADV,2868,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
1026,107,9,en,en,PRE,2868,Pre,Pre,en,/V\,ADP,en,10
1027,107,10,oubli,oubli,NOM,2868,N,N,,/V\.'C/V\,NOUN,oubli,8
1028,107,11,",",",",PON,2868,Pnc,Pnc,,,PUNCT,",",9
1029,108,1,as,as,PREDET:a,2869,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1030,108,2,espees,espees,NOM,2869,N,N,,/V\.'C/V\./e\,NOUN,épée,8
1031,108,3,trenchans,trenchans,VER,2869,Vprs,Vprs,,C/V\.'C/V\,VERB,trancher,8
1032,108,4,lor,lor,PRO:pers,2869,Prn,Prn$$,leur,C/V\,PRON,leur,10
1033,108,5,ont,ont,VER,2869,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1034,108,6,un,un,DET:ndf,2869,QIs,QIs,un,/V\,DET,un,10
1035,108,7,gieu,gieu,NOM,2869,N,N,,C/V\,NOUN,jeu,8
1036,108,8,parti,parti,VER,2869,Vpp,Vpp,partir,C/V\.'C/V\,VERB,partir,10
1037,109,1,de,de,PRE,2870,Pre,Pre,de,C/(e)\,ADP,de,10
1038,109,2,qoi,qoi,PRO:invar,2870,Qux,Qux,que,C/V\,PRON,que,10
1039,109,3,li,li,PRO:pers,2870,Det,Det,le,C/V\,DET,le,10
1040,109,4,desarmé,desarmé,VER,2870,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,désarmer,-1
1041,109,5,se,se,PRO:pers,2870,Prn,Prn$$,se,C/(e)\,PRON,se,10
1042,109,6,tinrent,tinrent,VER,2870,Vfin,Vfin,tenir,'C/V\.C/e\,VERB,tenir,10
1043,109,7,por,por,PRE,2870,Pre,Pre,pour,C/V\,ADP,pour,10
1044,109,8,traï,traï,VER,2870,Vpp,Vpp,trahir,C/V\.'C/V\,VERB,trahir,10
1045,109,9,.,.,PON,2870,Pnc,Pnc,,,PUNCT,.,9
1046,110,1,en,en,PRO:clit,2871,Pre,Pre,en,/V\,ADP,en,10
1047,110,2,la,la,PRO:pers,2871,Det,Det,le,C/V\,DET,le,10
1048,110,3,melee,melee,VER,2871,N,N,,C/V\.'C/V\./(e)\,NOUN,melée,-10
1049,110,4,furent,furent,VER,2871,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
1050,110,5,li,li,DET:def,2871,Det,Det,le,C/V\,DET,le,10
1051,110,6,couart,couart,NOM,2871,N,N,,C/V\.'C/V\,PROPN|NOUN,couard,8
1052,110,7,estordi,estordi,VER,2871,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,étourdir,3
1053,110,8,",",",",PON,2871,Pnc,Pnc,,,PUNCT,",",9
1054,111,1,au,au,PREDET:a,2872,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1055,111,2,deffendre,deffendre,VER,2872,Vinf,Vinf,défendre,C/V\.'C/V\.C/(e)\,VERB,défendre,10
1056,111,3,lor,lor,DET:poss,2872,Det,Det,leur2,C/V\,DET,leur,10
1057,111,4,testes,testes,NOM,2872,N,N,,'C/V\.C/e\,NOUN,tête,3
1058,111,5,i,i,PRO:clit,2872,Prn,Prn$$,y2,/V\,PRON,y,10
1059,111,6,sont,sont,VER,2872,Vfin,Vfin,être,C/V\,VERB,être,10
1060,111,7,preu,preu,ADJ,2872,Adj,Adj,preux,C/V\,ADJ,preux,10
1061,111,8,li,li,DET:def,2872,Det,Det,le,C/V\,DET,le,10
1062,111,9,hardi,hardi,ADJ,2872,Vpp,Vpp,hardir,C/V\.'C/V\,VERB,hardir,10
1063,111,10,.,.,PON,2872,Pnc,Pnc,,,PUNCT,.,9
1064,112,1,par,par,PRE,2873,Pre,Pre,par,C/V\,ADP,par,10
1065,112,2,mi,mi,PRO:pers,2873,N,N,,C/V\,NOUN,mi,8
1066,112,3,les,les,DET:def,2873,Det,Det,le,C/V\,DET,le,10
1067,112,4,pres,pres,NOM,2873,N,N,,C/V\,NOUN,pré,3
1068,112,5,de,de,PRE,2873,Pre,Pre,de,C/(e)\,ADP,de,10
1069,112,6,paile,paile,NOM,2873,N,N,,'C/V\.C/(e)\,NOUN,poêle,3
1070,112,7,fu,fu,VER,2873,Vfin,Vfin,être,C/V\,VERB,être,10
1071,112,8,fiere,fiere,ADJ,2873,Adj,Adj,fier,'C/V\.C/(e)\,ADJ,fier,10
1072,112,9,la,la,DET:def,2873,Det,Det,le,C/V\,DET,le,10
1073,112,10,bataille,bataille,NOM,2873,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8
1074,112,11,;,;,PON,2873,Pnc,Pnc,,,PUNCT,;,9
1075,113,1,la,la,ADV,2874,Adv,Adv,là,C/V\,ADV,là,10
1076,113,2,ou,ou,PRE,2874,Qux,Qux,où,/V\,PRON,où,10
1077,113,3,les,les,DET:def,2874,Det,Det,le,C/V\,DET,le,10
1078,113,4,os,os,NOM,2874,N,N,,/V\,NOUN,os,3
1079,113,5,s',s',PRO:pers,2874,Prn,Prn$$,se,C/\,PRON,se,10
1080,113,6,encontrent,encontrent,VER,2874,Vfin,Vfin,encontrer,/V\.'C/V\.C/e\,VERB,encontrer,10
1081,113,7,",",",",PON,2874,Pnc,Pnc,,,PUNCT,",",9
1082,113,8,n',n',PRO:clit,2874,Neg,Neg$$,ne,C/\,ADV,ne,10
1083,113,9,est,est,VER,2874,Vfin,Vfin,être,/V\,VERB,être,10
1084,113,10,mie,mie,ADV,2874,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
1085,113,11,devinaille,devinaille,NOM,2874,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,devinaille,9
1086,113,12,",",",",PON,2874,Pnc,Pnc,,,PUNCT,",",9
1087,114,1,n',n',PRO:clit,2875,Neg,Neg$$,ne,C/\,ADV,ne,10
1088,114,2,i,i,PRO:clit,2875,Prn,Prn$$,y2,/V\,PRON,y,10
1089,114,3,ot,ot,VER,2875,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1090,114,4,ne,ne,PRO:clit,2875,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1091,114,5,ris,ris,VER,2875,N,N,,C/V\,NOUN,ris,3
1092,114,6,ne,ne,PRO:clit,2875,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1093,114,7,gieu,gieu,NOM,2875,N,N,,C/V\,NOUN,jeu,8
1094,114,8,ne,ne,PRO:clit,2875,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1095,114,9,parlé,parlé,VER,2875,Vpp,Vpp,parler,C/V\.'C/V\,VERB,parler,10
1096,114,10,de,de,PRE,2875,Pre,Pre,de,C/(e)\,ADP,de,10
1097,114,11,gasaille,gasaille,NPR,2875,N,N,,C/V\.'C/V\.C/(e)\,NOUN,gasaille,-10
1098,114,12,;,;,PON,2875,Pnc,Pnc,,,PUNCT,;,9
1099,115,1,li,li,DET:def,2876,Det,Det,le,C/V\,DET,le,10
1100,115,2,couart,couart,NOM,2876,N,N,,C/V\.'C/V\,PROPN|NOUN,couard,8
1101,115,3,s',s',PRO:pers,2876,Prn,Prn$$,se,C/\,PRON,se,10
1102,115,4,en,en,PRO:clit,2876,Prn,Prn$$,en2,/V\,PRON,en,10
1103,115,5,dessoivrent,dessoivrent,VER,2876,Vfin,Vfin,désevrer,C/V\.'C/V\.C/e\,VERB,désevrer,10
1104,115,6,com,com,CON:subord,2876,Sub,Sub,comme,C/V\,SCONJ,comme,10
1105,115,7,li,li,DET:def,2876,Det,Det,le,C/V\,DET,le,10
1106,115,8,grains,grains,NOM,2876,N,N,,C/V\,NOUN,grain,9
1107,115,9,de,de,PRE,2876,Pre,Pre,de,C/(e)\,ADP,de,10
1108,115,10,la,la,DET:def,2876,Det,Det,le,C/V\,DET,le,10
1109,115,11,paille,paille,NOM,2876,N,N,,'C/V\.C/(e)\,NOUN,paille,3
1110,115,12,.,.,PON,2876,Pnc,Pnc,,,PUNCT,.,9
1111,116,1,filardos,filardos,NOM,2877,N,N,,C/V\.C/V\.'C/V\,NOUN,filardos,-10
1112,116,2,sist,sist,VER,2877,Vfin,Vfin,seoir,C/V\,VERB,seoir,10
1113,116,3,armés,armés,VER,2877,Vpp,Vpp,armer,/V\.'C/V\,VERB,armer,10
1114,116,4,sor,sor,PRE,2877,PrA,PrA,sur,C/V\,ADP,sur,10
1115,116,5,ferrant,ferrant,NOM,2877,N,N,,C/V\.'C/V\,NOUN,ferrant,8
1116,116,6,de,de,PRE,2877,Pre,Pre,de,C/(e)\,ADP,de,10
1117,116,7,navaille,navaille,NOM,2877,N,N,,C/V\.'C/V\.C/(e)\,NOUN,navaille,-10
1118,116,8,",",",",PON,2877,Pnc,Pnc,,,PUNCT,",",9
1119,117,1,n',n',PRO:clit,2878,Neg,Neg$$,ne,C/\,ADV,ne,10
1120,117,2,ot,ot,VER,2878,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1121,117,3,plus,plus,ADV,2878,Adv,Adv,plus,C/V\,ADV,plus,10
1122,117,4,fier,fier,ADJ,2878,Adj,Adj,fier,C/V\,ADJ,fier,10
1123,117,5,chevalier,chevalier,NOM,2878,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
1124,117,6,desi,desi,ADV,2878,Adv,Adv,deci,C/e\.'C/V\,ADV,deci,10
1125,117,7,q',q',PROCON,2878,Sub,Sub,que,C/\,SCONJ,que,10
1126,117,8,en,en,PRO:clit,2878,Pre,Pre,en,/V\,ADP,en,10
1127,117,9,cornouaille,cornouaille,VER,2878,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,Cornouaille,2
1128,117,10,",",",",PON,2878,Pnc,Pnc,,,PUNCT,",",9
1129,118,1,devant,devant,PRE,2879,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10
1130,118,2,entredeus,entredeus,ADJ:card,2879,QIs,QIs,entredeux,/V\.C/e\.'C/V\,NUM,entredeux,10
1131,118,3,ieus,ieus,NOM,2879,N,N,,/V\,NOUN,oeil,5
1132,118,4,el,el,PREDET:en,2879,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
1133,118,5,front,front,NOM,2879,N,N,,C/V\,NOUN,front,8
1134,118,6,sous,sous,PRE,2879,PrA,PrA,sous,C/V\,ADP,sous,10
1135,118,7,la,la,DET:def,2879,Det,Det,le,C/V\,DET,le,10
1136,118,8,ventaille,ventaille,NOM,2879,N,N,,C/V\.'C/V\.C/(e)\,NOUN,ventaille,3
1137,119,1,avoit,avoit,VER,2880,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1138,119,2,plain,plain,ADJ,2880,Adj,Adj,plein,C/V\,ADJ,plein,10
1139,119,3,pié,pié,VER,2880,N,N,,C/V\,NOUN,pied,8
1140,119,4,de,de,PRE,2880,Pre,Pre,de,C/(e)\,ADP,de,10
1141,119,5,lé,lé,NOM,2880,Adj,Adj,lé,C/V\,ADJ,lé,10
1142,119,6,",",",",PON,2880,Pnc,Pnc,,,PUNCT,",",9
1143,119,7,molt,molt,ADV,2880,QIs,QIs,moult,C/V\,ADV,moult,10
1144,119,8,cuide,cuide,VER,2880,Vfin,Vfin,cuider,'C/V\.C/(e)\,VERB,cuider,10
1145,119,9,que,que,PROCON,2880,Sub,Sub,que,C/(e)\,SCONJ,que,10
1146,119,10,il,il,PRO:pers,2880,Prn,Prn$,il,/V\,PRON,il,10
1147,119,11,vaille,vaille,VER,2880,Vfin,Vfin,valoir,'C/V\.C/(e)\,VERB,valoir,10
1148,119,12,;,;,PON,2880,Pnc,Pnc,,,PUNCT,;,9
1149,120,1,tant,tant,ADV,2881,QIs,QIs,tant,C/V\,ADV,tant,10
1150,120,2,damage,damage,NOM,2881,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,dommager,0
1151,120,3,les,les,DET:def,2881,Det,Det,le,C/V\,DET,le,10
1152,120,4,grieus,grieus,NOM,2881,Adj,Adj,,C/V\,ADJ,grec,8
1153,120,5,",",",",PON,2881,Pnc,Pnc,,,PUNCT,",",9
1154,120,6,nel,nel,PROCON,2881,Neg+Prn,Neg$$+Prn$$,ne.le,C/V\,ADV.PRON,ne.le,10
1155,120,7,tenés,tenés,VER,2881,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
