wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,1,1,adam,adam,NPR:suj:masc:sg,1,N,N,,/V\.'C/V\,NOUN,Adam,5
2,1,2,sire,sire,NOM:suj:masc:sg,1,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3,1,3,fourmé,fourmé,VER:pper:masc:sg,1,Vpp,Vpp,,C/V\.'C/V\,VERB,former,9
4,1,4,te,te,PRO:pers:obj:2:sg:unb,1,Prn,Prn$$,te,C/(e)\,PRON,te,10
5,1,5,ai,ai,VER:pres:1:sg,1,Vfin,Vfin,avoir,/V\,VERB,avoir,10
6,2,1,de,de,PRE,2,Pre,Pre,de,C/(e)\,ADP,de,10
7,2,2,ben,ben,ADV,2,Adv,Adv,bien,C/V\,ADV,bien,10
8,2,3,le,le,PRO:pers:obj:3:masc:sg:unb,2,Prn,Prn$$,le,C/(e)\,PRON,le,10
9,2,4,sai,sai,VER:pres:1:sg,2,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
10,3,1,je,je,PRO:pers:suj:1:sg:unb,3,Prn,Prn$,je,C/(e)\,PRON,je,10
11,3,2,te,te,PRO:pers:obj:2:sg:unb,3,Prn,Prn$$,te,C/(e)\,PRON,te,10
12,3,3,ai,ai,VER:pres:1:sg,3,Vfin,Vfin,avoir,/V\,VERB,avoir,10
13,3,4,fourmé,fourmé,VER:pper:masc:sg,3,Vpp,Vpp,,C/V\.'C/V\,VERB,former,9
14,3,5,a,a,PRE,3,Pre,Pre,à,/V\,ADP,à,10
15,3,6,mun,mun,DET:poss:obj:masc:sg,3,Det,Det,mon,C/V\,DET,mon,10
16,3,7,semblant,semblant,NOM:obj:masc:sg,3,N,N,,C/V\.'C/V\,NOUN,semblant,8
17,4,1,a,a,PRE,5,Pre,Pre,à,/V\,ADP,à,10
18,4,2,ma,ma,DET:poss:obj:femi:sg,5,Det,Det,mon,C/V\,DET,mon,10
19,4,3,imagene,image,NOM:obj:femi:sg,5,N,N,,/V\.'C/V\.C/(e)\,NOUN,image,0
20,4,4,t,t,PRO:pers:obj:2:sg:unb,5,Prn,Prn$$,te,C/\,PRON,te,10
21,4,5,ai,ai,VER:pres:1:sg,5,Vfin,Vfin,avoir,/V\,VERB,avoir,10
22,4,6,feit,feit,VER:pper:masc:sg,5,Vpp,Vpp,faire,C/V\,VERB,faire,10
23,4,7,de,de,PRE,5,Pre,Pre,de,C/(e)\,ADP,de,10
