wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,1,1,renommee,renommee,25,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,renommée,3
2,1,2,par,par,25,Pre,Pre,par,C/V\,ADP,par,10
3,1,3,fais,fais,25,N,N,,C/V\,NOUN,faix,3
4,1,4,eureux,eureux,25,Adj,Adj,,/(V)\./V\.'C/V\,ADJ,heureux,9
5,1,5,",",",",25,Pnc,Pnc,,,PUNCT,",",9
6,2,1,quant,quant,26,Sub,Sub,quand,C/V\,SCONJ,quand,10
7,2,2,nous,nous,26,Prn,Prn$,nous,C/V\,PRON,nous,10
8,2,3,avons,avons,26,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
9,2,4,ce,ce,26,Dem,Dem,cist,C/(e)\,DET,cist,10
10,2,5,maleureux,maleureux,26,Adj,Adj,,C/V\.C/(V)\./V\.'C/V\,ADJ,malheureux,9
11,3,1,arphaxat,arphaxat,27,N,N,,/V\.C/V\.'C/V\,NOUN,Arphazat,2
12,3,2,du,du,27,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
13,3,3,tout,tout,27,QIs,QIs,tout,C/V\,PRON,tout,10
14,3,4,desconfit,desconfit,27,Vpp,Vpp,déconfire,C/V\.C/V\.'C/V\,VERB,déconfire,10
15,3,5,",",",",27,Pnc,Pnc,,,PUNCT,",",9
16,4,1,et,et,28,Crd,Crd,et,/V\,CCONJ,et,10
17,4,2,par,par,28,Pre,Pre,par,C/V\,ADP,par,10
18,4,3,conduit,conduit,28,N,N,,C/V\.'C/V\,NOUN,conduit,8
19,4,4,chevalereux,chevalereux,28,Adj,Adj,,C/V\.C/V\.C/e\.'C/V\,ADJ,chevalereux,9
20,5,1,son,son,29,Det,Det,son4,C/V\,DET,son,10
21,5,2,royaulme,royaulme,29,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
22,5,3,craintif,craintif,29,Adj,Adj,,C/V\.'C/V\,ADJ,craintif,9
23,5,4,",",",",29,Pnc,Pnc,,,PUNCT,",",9
24,5,5,paoureux,paoureux,29,Adj,Adj,,C/(V)\./V\.'C/V\,ADJ,peureux,9
25,5,6,",",",",29,Pnc,Pnc,,,PUNCT,",",9
26,6,1,s',s',30,Prn,Prn$$,se,C/\,PRON,se,10
27,6,2,est,est,30,Vfin,Vfin,être,/V\,VERB,être,10
