wd_id,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
950,en,en,103005,Pre,Pre,en,/V\,ADP,en,10
951,la,la,103005,Det,Det,le,C/V\,DET,le,10
952,fournaise,fournaise,103005,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fournaise,9
953,",",",",103005,Pnc,Pnc,,,PUNCT,",",9
954,mon,mon,103005,Det,Det,mon,C/V\,DET,mon,10
955,esperit,esperit,103005,N,N,,/V\.C/e\.'C/V\,NOUN,esprit,8
956,prent,prent,103005,Vfin,Vfin,prendre,C/V\,VERB,prendre,10
957,",",",",103005,Pnc,Pnc,,,PUNCT,",",9
958,si,si,103006,Adv,Adv,si4,C/V\,ADV,si,10
959,le,le,103006,Prn,Prn$$,le,C/(e)\,PRON,le,10
960,fiche,fiche,103006,Vfin,Vfin,,'C/V\.C/e\,VERB,ficher,8
961,ens,ens,103006,PrA,PrA,ens,/V\,ADV,ens,10
962,",",",",103006,Pnc,Pnc,,,PUNCT,",",9
963,et,et,103006,Crd,Crd,et,/V\,CCONJ,et,10
964,tout,tout,103006,QIs,QIs,tout,C/V\,PRON,tout,10
965,en,en,103006,Pre,Pre,en,/V\,ADP,en,10
966,la,la,103006,Det,Det,le,C/V\,DET,le,10
967,maniere,maniere,103006,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
968,que,que,103006,Sub,Sub,que,C/(e)\,SCONJ,que,10
969,aux,aux,103006,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
970,corps,corps,103006,N,N,,C/V\,NOUN,corps,3
971,humains,humains,103006,Adj,Adj,,/V\.'C/V\,ADJ,humain,9
972,donner,donner,103006,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10
973,fourme,fourme,103007,N,N,,'C/V\.C/(e)\,NOUN,forme,3
974,acoustumé,acoustumé,103007,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\,VERB,accoutumer,9
975,avoit,avoit,103007,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
976,",",",",103007,Pnc,Pnc,,,PUNCT,",",9
977,tout,tout,103007,QIs,QIs,tout,C/V\,PRON,tout,10
978,mesla,mesla,103007,Vfin,Vfin,,C/V\.'C/V\,VERB,mêler,9
979,ensemble,ensemble,103007,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10
980,et,et,103007,Crd,Crd,et,/V\,CCONJ,et,10
981,ainsi,ainsi,103007,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
982,cuire,cuire,103007,Vinf,Vinf,cuire,'C/V\.C/(e)\,VERB,cuire,10
983,me,me,103007,Prn,Prn$$,me,C/(e)\,PRON,me,10
984,laissa,laissa,103007,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
985,par,par,103008,Pre,Pre,par,C/V\,ADP,par,10
986,quantité,quantité,103008,N,N,,C/V\.C/V\.'C/V\,NOUN,quantité,9
987,de,de,103008,Pre,Pre,de,C/(e)\,ADP,de,10
988,temps,temps,103008,N,N,,C/V\,NOUN,temps,9
989,tant,tant,103008,QIs,QIs,tant,C/V\,ADV,tant,10
990,que,que,103008,Sub,Sub,que,C/(e)\,SCONJ,que,10
991,ung,ung,103008,QIs,QIs,un,/V\,DET,un,10
992,petit,petit,103008,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
993,corps,corps,103008,N,N,,C/V\,NOUN,corps,3
994,humain,humain,103008,Adj,Adj,,/V\.'C/(e)\,ADJ,humain,9
995,me,me,103008,Prn,Prn$$,me,C/(e)\,PRON,me,10
996,fut,fut,103008,Vfin,Vfin,être,C/V\,VERB,être,10
997,parfaict,parfaict,103008,Vpp,Vpp,parfaire,C/V\.'C/V\,VERB,parfaire,10
998,.,.,103008,Pnc,Pnc,,,PUNCT,.,9
999,Mais,mais,103009,Crd,Crd,mais,C/V\,CCONJ,mais,10
1000,comme,comme,103009,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
1001,le,le,103009,Prn,Prn$$,le,C/(e)\,PRON,le,10
1002,voulsist,voulsist,103009,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
1003,ainsi,ainsi,103009,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
1004,celle,celle,103009,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
1005,qui,qui,103009,Qux,Qux,qui,C/V\,PRON,qui,10
1006,la,la,103009,Det,Det,le,C/V\,DET,le,10
1007,destrempe,destrempe,103009,N,N,,C/V\.'C/V\.C/(e)\,NOUN,détrempe,8
1008,avoit,avoit,103009,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1009,faicte,faicte,103009,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
1010,",",",",103009,Pnc,Pnc,,,PUNCT,",",9
1011,a,a,103010,Pre,Pre,à,/V\,ADP,à,10
1012,laquel,laquel,103010,Qux,Qux,lequel,C/V\.'C/V\,ADJ,lequel,10
1013,cause,cause,103010,N,N,,'C/V\.C/(e)\,NOUN,cause,3
1014,se,se,103010,Prn,Prn$$,se,C/(e)\,PRON,se,10
1015,tient,tient,103010,Vfin,Vfin,tenir,C/V\,VERB,tenir,10
1016,et,et,103010,Crd,Crd,et,/V\,CCONJ,et,10
1017,non,non,103010,Neg,Neg,ne,C/V\,ADV,ne,10
1018,au,au,103010,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1019,mole,mole,103010,N,N,,'C/V\.C/(e)\,NOUN,meule,3
1020,",",",",103010,Pnc,Pnc,,,PUNCT,",",9
1021,j',j',103010,Prn,Prn$,je,C/\,PRON,je,10
1022,aportay,aportay,103010,Vfin,Vfin,apporter,/V\.C/V\.'C/V\,VERB,apporter,10
1023,sexe,sexe,103010,N,N,,'C/V\.C/(e)\,PROPN,sexe,2
1024,femmenin,femmenin,103010,Adj,Adj,,C/V\.C/e\.'C/V\,ADJ,féminin,6
1025,.,.,103010,Pnc,Pnc,,,PUNCT,.,9
1026,Si,si,103010,Adv,Adv,si4,C/V\,ADV,si,10
1027,fus,fus,103011,Vfin,Vfin,être,C/V\,VERB,être,10
1028,semblablement,semblablement,103011,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,semblablement,9
1029,que,que,103011,Sub,Sub,que,C/(e)\,SCONJ,que,10
1030,les,les,103011,Det,Det,le,C/V\,DET,le,10
1031,autres,autres,103011,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
1032,soubdainement,soubdainement,103011,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,soudainement,9
1033,transgloutie,transgloutie,103011,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,transgloutir,9
1034,ou,ou,103011,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
1035,ventre,ventre,103012,N,N,,'C/V\.C/(e)\,NOUN,ventre,8
1036,de,de,103012,Pre,Pre,de,C/(e)\,ADP,de,10
1037,cel,cel,103012,Dem,Dem,cil,C/V\,DET,cil,10
1038,ymage,ymage,103012,N,N,,/V\.'C/V\.C/(e)\,NOUN,image,9
1039,.,.,103012,Pnc,Pnc,,,PUNCT,.,9
1040,Quant,quant,103012,Sub,Sub,quand,C/V\,SCONJ,quand,10
1041,je,je,103012,Prn,Prn$,je,C/(e)\,PRON,je,10
1042,fus,fus,103012,Vfin,Vfin,être,C/V\,VERB,être,10
1043,la,la,103012,Adv,Adv,là,C/V\,ADV,là,10
1044,trebuschee,trebuschee,103012,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,trébucher,9
1045,",",",",103012,Pnc,Pnc,,,PUNCT,",",9
1046,adonc,adonc,103012,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10
1047,prestement,prestement,103012,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,prestement,9
1048,vint,vint,103013,Vfin,Vfin,venir,C/V\,VERB,venir,10
1049,la,la,103013,Det,Det,le,C/V\,DET,le,10
1050,chamberiere,chamberiere,103013,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,chambrière,3
1051,de,de,103013,Pre,Pre,de,C/(e)\,ADP,de,10
1052,ladicte,ladicte,103013,Dem,Dem,ledit,C/V\.'C/V\.C/(e)\,DET,ledit,10
1053,dame,dame,103013,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1054,",",",",103013,Pnc,Pnc,,,PUNCT,",",9
1055,qui,qui,103013,Qux,Qux,qui,C/V\,PRON,qui,10
1056,buirettes,buirettes,103013,N,N,,C/V\.'C/V\.C/e\,NOUN,burette,6
1057,tenoit,tenoit,103013,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
1058,pleines,pleines,103013,Adj,Adj,plein,'C/V\.C/e\,ADJ,plein,10
1059,d',d',103014,Pre,Pre,de,C/\,ADP,de,10
1060,une,une,103014,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1061,liqueur,liqueur,103014,N,N,,C/V\.'C/V\,NOUN,liqueur,9
1062,doulce,doulce,103014,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10
1063,et,et,103014,Crd,Crd,et,/V\,CCONJ,et,10
1064,tres,tres,103014,Adv,Adv,très,C/V\,ADV,très,10
1065,souefve,souefve,103014,Adj,Adj,souef,C/V\.'C/V\.C/(e)\,ADJ,souef,10
1066,",",",",103014,Pnc,Pnc,,,PUNCT,",",9
1067,de,de,103014,Pre,Pre,de,C/(e)\,ADP,de,10
1068,laquelle,laquelle,103014,Qux,Qux,lequel,C/V\.'C/V\.C/(e)\,DET,lequel,10
1069,a,a,103014,Pre,Pre,à,/V\,ADP,à,10
1070,abuvrer,abuvrer,103014,Vinf,Vinf,abreuver,/V\.C/V\.'C/V\,VERB,abreuver,10
1071,doulcement,doulcement,103014,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,doucement,9
1072,me,me,103015,Prn,Prn$$,me,C/(e)\,PRON,me,10
1073,prist,prist,103015,Vfin,Vfin,prendre,C/V\,VERB,prendre,10
1074,",",",",103015,Pnc,Pnc,,,PUNCT,",",9
1075,par,par,103015,Pre,Pre,par,C/V\,ADP,par,10
1076,quel,quel,103015,Qux,Qux,quel,C/V\,DET,quel,10
1077,vertu,vertu,103015,N,N,,C/V\.'C/V\,NOUN,vertu,8
1078,et,et,103015,Crd,Crd,et,/V\,CCONJ,et,10
1079,continuacion,continuacion,103015,N,N,,C/V\.C/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,continuation,9
1080,mon,mon,103015,Det,Det,mon,C/V\,DET,mon,10
1081,corps,corps,103015,N,N,,C/V\,NOUN,corps,3
1082,de,de,103015,Pre,Pre,de,C/(e)\,ADP,de,10
1083,plus,plus,103015,Adv,Adv,plus,C/V\,ADV,plus,10
1084,en,en,103015,Pre,Pre,en,/V\,ADP,en,10
1085,plus,plus,103016,Adv,Adv,plus,C/V\,ADV,plus,10
1086,prenoit,prenoit,103016,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10
1087,croiscence,croiscence,103016,N,N,,C/V\.'C/V\.C/(e)\,NOUN,croissance,6
1088,",",",",103016,Pnc,Pnc,,,PUNCT,",",9
1089,force,force,103016,N,N,,'C/V\.C/(e)\,NOUN,force,3
1090,et,et,103016,Crd,Crd,et,/V\,CCONJ,et,10
1091,vigueur,vigueur,103016,N,N,,C/V\.'C/V\,NOUN,vigueur,9
1092,.,.,103016,Pnc,Pnc,,,PUNCT,.,9
1093,Et,et,103016,Crd,Crd,et,/V\,CCONJ,et,10
1094,ycelle,ycelle,103016,Dem,Dem,cil,/V\.'C/V\.C/(e)\,DET,cil,10
1095,sage,sage,103016,Adj,Adj,sage,'C/V\.C/(e)\,ADJ,sage,10
1096,croissoit,croissoit,103016,Vfin,Vfin,croître,C/V\.'C/V\,VERB,croître,10
1097,et,et,103016,Crd,Crd,et,/V\,CCONJ,et,10
1098,engroissoit,engroissoit,103017,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,engraisser,6
1099,la,la,103017,Det,Det,le,C/V\,DET,le,10
1100,pasture,pasture,103017,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pâture,3
1101,au,au,103017,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1102,feur,feur,103017,N,N,,C/V\,NOUN,feur,-10
1103,de,de,103017,Pre,Pre,de,C/(e)\,ADP,de,10
1104,ma,ma,103017,Det,Det,mon,C/V\,DET,mon,10
1105,force,force,103017,N,N,,'C/V\.C/(e)\,NOUN,force,3
1106,tant,tant,103017,QIs,QIs,tant,C/V\,ADV,tant,10
1107,qu',qu',103017,Sub,Sub,que,C/\,SCONJ,que,10
1108,a,a,103017,Pre,Pre,à,/V\,ADP,à,10
1109,par,par,103017,Pre,Pre,par,C/V\,ADP,par,10
1110,moy,moy,103017,Prn,Prn,moi,C/V\,PRON,moi,10
1111,porter,porter,103017,Vinf,Vinf,porter,C/V\.'C/V\,VERB,porter,10
1112,et,et,103017,Crd,Crd,et,/V\,CCONJ,et,10
1113,paistre,paistre,103018,Vinf,Vinf,paître,'C/V\.C/(e)\,VERB,paître,10
1114,mon,mon,103018,Det,Det,mon,C/V\,DET,mon,10
1115,corps,corps,103018,N,N,,C/V\,NOUN,corps,3
1116,je,je,103018,Prn,Prn$,je,C/(e)\,PRON,je,10
1117,pos,pos,103018,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
1118,",",",",103018,Pnc,Pnc,,,PUNCT,",",9
1119,ouquel,ouquel,103018,Pre+Qux,Pre+Qux,en.lequel,/V\.'C/V\,ADP.PRON,en.lequel,10
1120,croissoit,croissoit,103018,Vfin,Vfin,croître,C/V\.'C/V\,VERB,croître,10
1121,l',l',103018,Det,Det,le,C/\,DET,le,10
1122,entendement,entendement,103018,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,entendement,8
1123,qui,qui,103018,Qux,Qux,qui,C/V\,PRON,qui,10
1124,ja,ja,103018,Adv,Adv,jà,C/V\,ADV,jà,10
1125,me,me,103018,Prn,Prn$$,me,C/(e)\,PRON,me,10
1126,donnoit,donnoit,103019,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
1127,congnoissance,congnoissance,103019,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,connaissance,9
1128,de,de,103019,Pre,Pre,de,C/(e)\,ADP,de,10
1129,la,la,103019,Det,Det,le,C/V\,DET,le,10
1130,diversité,diversité,103019,N,N,,C/V\.C/V\.C/V\.'C/V\,NOUN,diversité,9
1131,des,des,103019,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1132,entrailles,entrailles,103019,N,N,,/V\.'C/V\.C/e\,NOUN,entrailles,9
1133,du,du,103019,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1134,ventre,ventre,103019,N,N,,'C/V\.C/(e)\,NOUN,ventre,8
1135,de,de,103019,Pre,Pre,de,C/(e)\,ADP,de,10
1136,l',l',103020,Det,Det,le,C/\,DET,le,10
1137,ymage,ymage,103020,N,N,,/V\.'C/V\.C/(e)\,NOUN,image,9
1138,par,par,103020,Pre,Pre,par,C/V\,ADP,par,10
1139,sus,sus,103020,PrA,PrA,sus,C/V\,ADV,sus,10
1140,lesquelles,lesquelles,103020,Qux,Qux,lequel,C/V\.'C/V\.C/e\,PRON,lequel,10
1141,a,a,103020,Pre,Pre,à,/V\,ADP,à,10
1142,deux,deux,103020,QIs,QIs,deux,C/V\,NUM,deux,10
1143,piez,piez,103020,N,N,,C/V\,NOUN,pied,3
1144,je,je,103020,Prn,Prn$,je,C/(e)\,PRON,je,10
1145,marchoie,marchoie,103020,Vfin,Vfin,,C/V\.'C/V\./(e)\,VERB,marcher,9
1146,",",",",103020,Pnc,Pnc,,,PUNCT,",",9
1147,lesquelles,lesquelles,103020,Qux,Qux,lequel,C/V\.'C/V\.C/e\,PRON,lequel,10
1148,estoient,estoient,103020,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
1149,faictes,faictes,103021,Vpp,Vpp,faire,'C/V\.C/e\,VERB,faire,10
1150,de,de,103021,Pre,Pre,de,C/(e)\,ADP,de,10
1151,cailloux,cailloux,103021,N,N,,C/V\.'C/V\,NOUN,caillou,9
1152,et,et,103021,Crd,Crd,et,/V\,CCONJ,et,10
1153,dures,dures,103021,Adj,Adj,dur,'C/V\.C/e\,ADJ,dur,10
1154,roches,roches,103021,N,N,,'C/V\.C/e\,NOUN,roche,8
1155,par,par,103021,Pre,Pre,par,C/V\,ADP,par,10
1156,montaignes,montaignes,103021,N,N,,C/V\.'C/V\.C/e\,NOUN,montagne,9
1157,et,et,103021,Crd,Crd,et,/V\,CCONJ,et,10
1158,valees,valees,103021,N,N,,C/V\.'C/V\./e\,NOUN,vallée,9
1159,",",",",103021,Pnc,Pnc,,,PUNCT,",",9
1160,bois,bois,103021,N,N,,C/V\,NOUN,bois,8
1161,et,et,103021,Crd,Crd,et,/V\,CCONJ,et,10
1162,mettaulx,mettaulx,103022,N,N,,C/V\.'C/V\,NOUN,métal,9
1163,et,et,103022,Crd,Crd,et,/V\,CCONJ,et,10
1164,diversitez,diversitez,103022,N,N,,C/V\.C/V\.C/V\.'C/V\,NOUN,diversité,9
1165,maintes,maintes,103022,QIs,QIs,maint,'C/V\.C/e\,ADJ,maint,10
1166,.,.,103022,Pnc,Pnc,,,PUNCT,.,9
1167,Mais,mais,103022,Crd,Crd,mais,C/V\,CCONJ,mais,10
1168,tant,tant,103022,QIs,QIs,tant,C/V\,ADV,tant,10
1169,me,me,103022,Prn,Prn$$,me,C/(e)\,PRON,me,10
1170,sembloit,sembloit,103022,Vfin,Vfin,sembler,C/V\.'C/V\,VERB,sembler,10
1171,longue,longue,103022,Adj,Adj,long,'C/V\.C/(e)\,ADJ,long,10
1172,et,et,103022,Crd,Crd,et,/V\,CCONJ,et,10
1173,lee,lee,103022,Adj,Adj,lé,'C/V\./(e)\,ADJ,lé,10
1174,l',l',103023,Det,Det,le,C/\,DET,le,10
1175,espace,espace,103023,N,N,,/V\.'C/V\.C/(e)\,NOUN,espace,8
1176,de,de,103023,Pre,Pre,de,C/(e)\,ADP,de,10
1177,la,la,103023,Det,Det,le,C/V\,DET,le,10
1178,pourprise,pourprise,103023,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pourprise,8
1179,d',d',103023,Pre,Pre,de,C/\,ADP,de,10
1180,icellui,icellui,103023,Dem,Dem,cil,/V\.C/e\.'C/V\,DET,cil,10
1181,corps,corps,103023,N,N,,C/V\,NOUN,corps,3
1182,que,que,103023,Sub,Sub,que,C/(e)\,SCONJ,que,10
1183,l',l',103023,Det,Det,le,C/\,DET,le,10
1184,espace,espace,103023,N,N,,/V\.'C/V\.C/(e)\,NOUN,espace,8
1185,de,de,103023,Pre,Pre,de,C/(e)\,ADP,de,10
1186,la,la,103023,Det,Det,le,C/V\,DET,le,10
1187,vie,vie,103023,N,N,,'C/V\./(e)\,NOUN,vie,3
1188,d',d',103023,Pre,Pre,de,C/\,ADP,de,10
1189,un,un,103023,QIs,QIs,un,/V\,DET,un,10
1190,homme,homme,103024,N,N,,'/V\.C/(e)\,NOUN,homme,9
1191,ne,ne,103024,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1192,pourroit,pourroit,103024,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
1193,souffire,souffire,103024,Vinf,Vinf,suffire,C/V\.'C/V\.C/(e)\,VERB,suffire,10
1194,a,a,103024,Pre,Pre,à,/V\,ADP,à,10
1195,toutes,toutes,103024,QIs,QIs,tout,'C/V\.C/e\,PRON,tout,10
1196,cerchier,cerchier,103024,Vinf,Vinf,,C/V\.'C/V\,VERB,chercher,9
1197,les,les,103024,Det,Det,le,C/V\,DET,le,10
1198,diverses,diverses,103024,QIs,QIs,divers,C/V\.'C/V\.C/e\,ADJ,divers,10
1199,contrees,contrees,103024,N,N,,C/V\.'C/V\./e\,NOUN,contrée,9
1200,qui,qui,103025,Qux,Qux,qui,C/V\,PRON,qui,10
1201,en,en,103025,Pre,Pre,en,/V\,ADP,en,10
1202,lui,lui,103025,Prn,Prn,lui,C/V\,PRON,lui,10
1203,sont,sont,103025,Vfin,Vfin,être,C/V\,VERB,être,10
1204,comprises,comprises,103025,Vpp,Vpp,comprendre,C/V\.'C/V\.C/e\,VERB,comprendre,10
1205,.,.,103025,Pnc,Pnc,,,PUNCT,.,9
1206,COMMENT,comment,104001,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
1207,ELLE,elle,104001,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1208,SE,se,104001,Prn,Prn$$,se,C/(e)\,PRON,se,10
1209,TRANSPORTA,transporta,104001,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,transporter,6
1210,DE,de,104001,Pre,Pre,de,C/(e)\,ADP,de,10
1211,LIEU,lieu,104001,N,N,,C/V\,NOUN,Liu,-10
1212,EN,en,104001,Pre,Pre,en,/V\,ADP,en,10
1213,AUTRE,autre,104001,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1214,En,en,104002,Pre,Pre,en,/V\,ADP,en,10
1215,cellui,cellui,104002,Dem,Dem,cil,C/V\.'C/V\,DET,cil,10
1216,temps,temps,104002,N,N,,C/V\,NOUN,temps,9
1217,",",",",104002,Pnc,Pnc,,,PUNCT,",",9
1218,comme,comme,104002,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
1219,Renommee,renommee,104002,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,renommée,3
1220,atout,atout,104002,PrA,PrA,atout,/V\.'C/V\,ADP,atout,10
1221,ses,ses,104002,Det,Det,son4,C/V\,DET,son,10
1222,corps,corps,104002,N,N,,C/V\,NOUN,corps,3
1223,et,et,104002,Crd,Crd,et,/V\,CCONJ,et,10
1224,buisines,buisines,104002,N,N,,C/V\.'C/V\.C/e\,NOUN,buisine,9
1225,eust,eust,104003,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10
1226,corné,corné,104003,Vpp,Vpp,,C/V\.'C/V\,VERB,corner,9
1227,et,et,104003,Crd,Crd,et,/V\,CCONJ,et,10
1228,encore,encore,104003,Adv,Adv,encore,/V\.'C/V\.C/(e)\,ADV,encore,10
1229,cornast,cornast,104003,Vfin,Vfin,,C/V\.'C/V\,VERB,corner,9
1230,en,en,104003,Pre,Pre,en,/V\,ADP,en,10
1231,la,la,104003,Det,Det,le,C/V\,DET,le,10
1232,contree,contree,104003,N,N,,C/V\.'C/V\./(e)\,NOUN,contrée,9
1233,ou,ou,104003,Qux,Qux,où,/V\,PRON,où,10
1234,j',j',104003,Prn,Prn$,je,C/\,PRON,je,10
1235,estoie,estoie,104003,Vfin,Vfin,être,/V\.'C/V\./(e)\,VERB,être,10
1236,ce,ce,104003,Prn,Prn,ce,C/(e)\,PRON,ce,10
1237,que,que,104003,Sub,Sub,que,C/(e)\,SCONJ,que,10
1238,la,la,104003,Adv,Adv,là,C/V\,ADV,là,10
1239,et,et,104003,Crd,Crd,et,/V\,CCONJ,et,10
1240,par,par,104003,Pre,Pre,par,C/V\,ADP,par,10
1241,toutes,toutes,104004,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
1242,autres,autres,104004,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
1243,contrees,contrees,104004,N,N,,C/V\.'C/V\./e\,NOUN,contrée,9
1244,avoit,avoit,104004,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1245,ja,ja,104004,Adv,Adv,jà,C/V\,ADV,jà,10
1246,par,par,104004,Pre,Pre,par,C/V\,ADP,par,10
1247,moult,moult,104004,QIs,QIs,moult,C/V\,ADV,moult,10
1248,long,long,104004,Adj,Adj,long,C/V\,ADJ,long,10
1249,temps,temps,104004,N,N,,C/V\,NOUN,temps,9
1250,senefié,senefié,104004,Vpp,Vpp,,C/V\.C/e\.'C/V\,VERB,signifier,9
1251,",",",",104004,Pnc,Pnc,,,PUNCT,",",9
1252,de,de,104004,Pre,Pre,de,C/(e)\,ADP,de,10
1253,rechief,rechief,104005,N,N,,C/V\.'C/V\,NOUN,rechef,9
1254,a,a,104005,Pre,Pre,à,/V\,ADP,à,10
1255,haulte,haulte,104005,Adj,Adj,haut,'C/V\.C/(e)\,ADJ,haut,10
1256,voix,voix,104005,N,N,,C/V\,NOUN,voix,9
1257,ne,ne,104005,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1258,cessast,cessast,104005,Vfin,Vfin,,C/V\.'C/V\,VERB,cesser,9
1259,de,de,104005,Pre,Pre,de,C/(e)\,ADP,de,10
1260,crier,crier,104005,Vinf,Vinf,crier,C/V\.'C/V\,VERB,crier,10
1261,―,―,104005,Pnc,Pnc,,,PUNCT,―,-10
1262,ce,ce,104005,Prn,Prn,ce,C/(e)\,PRON,ce,10
1263,estoit,estoit,104005,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1264,que,que,104005,Sub,Sub,que,C/(e)\,SCONJ,que,10
1265,elle,elle,104005,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1266,racomptoit,racomptoit,104006,Vfin,Vfin,raconter,C/V\.C/V\.'C/V\,VERB,raconter,10
1267,le,le,104006,Det,Det,le,C/(e)\,DET,le,10
1268,pris,pris,104006,N,N,,C/V\,NOUN,prix,3
1269,",",",",104006,Pnc,Pnc,,,PUNCT,",",9
1270,l',l',104006,Det,Det,le,C/\,DET,le,10
1271,onneur,onneur,104006,N,N,,/V\.'C/V\,NOUN,honneur,9
1272,",",",",104006,Pnc,Pnc,,,PUNCT,",",9
1273,la,la,104006,Det,Det,le,C/V\,DET,le,10
1274,haulte,haulte,104006,Adj,Adj,haut,'C/V\.C/(e)\,ADJ,haut,10
1275,noblesse,noblesse,104006,N,N,,C/V\.'C/V\.C/(e)\,NOUN,noblesse,9
1276,et,et,104006,Crd,Crd,et,/V\,CCONJ,et,10
1277,poissant,poissant,104006,Adj,Adj,,C/V\.'C/V\,ADJ,puissant,8
1278,digneté,digneté,104006,N,N,,C/V\.C/e\.'C/V\,NOUN,dignité,6
1279,d',d',104007,Pre,Pre,de,C/\,ADP,de,10
1280,une,une,104007,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1281,princesse,princesse,104007,N,N,,C/V\.'C/V\.C/(e)\,NOUN,princesse,9
1282,de,de,104007,Pre,Pre,de,C/(e)\,ADP,de,10
1283,grant,grant,104007,Adj,Adj,grand,C/V\,ADJ,grand,10
1284,auctorité,auctorité,104007,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,autorité,9
1285,couronnee,couronnee,104007,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,couronner,9
1286,de,de,104007,Pre,Pre,de,C/(e)\,ADP,de,10
1287,precieux,precieux,104007,Adj,Adj,,C/V\.C/{V}\.'/V\,ADJ,précieux,9
1288,dyademe,dyademe,104007,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,diadème,6
1289,a,a,104008,Pre,Pre,à,/V\,ADP,à,10
1290,septre,septre,104008,N,N,,'C/V\.C/(e)\,NOUN,sceptre,9
1291,royal,royal,104008,Adj,Adj,,C/V\.'C/V\,ADJ,royal,9
1292,de,de,104008,Pre,Pre,de,C/(e)\,ADP,de,10
1293,grant,grant,104008,Adj,Adj,grand,C/V\,ADJ,grand,10
1294,ancienneté,ancienneté,104008,N,N,,/V\.C/V\.C/V\.C/e\.'C/V\,NOUN,ancienneté,9
1295,et,et,104008,Crd,Crd,et,/V\,CCONJ,et,10
1296,richesce,richesce,104008,N,N,,C/V\.'C/V\.C/(e)\,NOUN,richesse,9
