wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,1,1,a,a,PRE,1,Pre,Pre,à,/V\,ADP,à,10
2,1,2,rou,rou,NPR:obj:masc:sg,1,N,N,,C/V\,NOUN,roul,5
3,1,3,sommes,sommes,VER:pres:1:pl,1,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
4,1,4,venus,venus,VER:pper:masc:pl,1,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10
5,1,5,et,et,CON:coord,1,Crd,Crd,et,/V\,CCONJ,et,10
6,1,6,de,de,PRE,1,Pre,Pre,de,C/(e)\,ADP,de,10
7,1,7,rou,rou,NPR:obj:masc:sg,1,N,N,,C/V\,NOUN,roul,5
8,1,8,vous,vous,PRO:pers:2:pl,1,Prn,Prn$$,vous,C/V\,PRON,vous,10
9,1,9,diron,diron,VER:futu:1:pl,1,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
10,2,1,la,la,ADV,2,Adv,Adv,là,C/V\,ADV,là,10
11,2,2,commence,commence,VER:pres:3:sg,2,Vfin,Vfin,commencer,C/V\.'C/V\.C/(e)\,VERB,commencer,10
12,2,3,l,l',DET:def:suj:femi:sg,2,Det,Det,le,C/\,DET,le,10
13,2,4,estoire,estoire,NOM:suj:femi:sg,2,N,N,,/V\.'C/V\.C/(e)\,NOUN,histoire,9
14,2,5,que,que,PROCON,2,Qux,Qux,que,C/(e)\,PRON,que,10
15,2,6,nos,nos,PRO:pers:1:pl,2,Prn,Prn,nous,C/V\,PRON,nous,10
16,2,7,dire,dire,VER:infi,2,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
17,2,8,devon,devon,VER:pres:1:pl,2,Vfin,Vfin,devoir2,C/V\.'C/V\,VERB,devoir,10
18,3,1,mes,més,CON:subord,3,Crd,Crd,mais,C/V\,CCONJ,mais,10
19,3,2,por,por,PRE,3,Pre,Pre,pour,C/V\,ADP,pour,10
20,3,3,l,l',DET:def:obj:femi:sg,3,Det,Det,le,C/\,DET,le,10
21,3,4,euvre,euvre,NOM:obj:femi:sg,3,N,N,,'/V\.C/(e)\,NOUN,oeuvre,8
22,3,5,esploitier,esploitier,VER:infi,3,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,exploiter,9
23,3,6,les,les,DET:def:obj:masc:pl,3,Det,Det,le,C/V\,DET,le,10
