wd_id,word,lex_id,pos_nca,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1,en,en,PREDET:en:obj:masc:sg,19,Pre,Pre,en,/V\,ADP,en,10
2,nom,nom,NOM:obj:masc:sg,19,N,N,,C/V\,NOUN,nom,8
3,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
4,dieu,dieu,NOM:obj:masc:sg,19,N,N,,C/V\,NOUN,dieu,3
5,le,le,DET:def:obj:masc:sg,19,Det,Det,le,C/(e)\,DET,le,10
6,toutpuissant,toutpuissant,ADJ:obj:masc:sg,19,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,tout-puissant,8
7,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
8,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn,je,C/(e)\,PRON,je,10
9,jehan,jehan,NPR:suj:masc:sg,19,N,N,,C/(V)\.'/V\,PROPN,Jean,8
10,sire,sire,NOM:suj:masc:sg,19,N,N,,'C/V\.C/(e)\,NOUN,sire,11
11,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
12,joyngville,joyngville,NPR:obj:masc:sg,19,N,N,,C/V\.'C/V\.C/(e)\,NOUN,joingile,-10
13,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
14,seneschal,seneschal,NOM:suj:masc:sg,19,N,N,,C/V\.C/e\.'C/V\,NOUN,sénéchal,8
15,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
16,champaigne,champaigne,NPR:obj:femi:sg,19,N,N,,C/V\.'C/V\.C/(e)\,NOUN,campagne,3
17,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
18,faiz,faiz,VER:pres:1:sg,19,Vfin,Vfin,faire,C/V\,VERB,faire,10
19,escrire,escrire,VER:infi,19,Vinf,Vinf,écrire,/V\.'C/V\.C/(e)\,VERB,écrire,10
20,la,la,DET:def:obj:femi:sg,19,Det,Det,le,C/V\,DET,le,10
21,vie,vie,NOM:obj:femi:sg,19,N,N,,'C/V\./(e)\,NOUN,vie,3
22,nostre,nostre,DET:poss:obj:masc:sg,19,Det,Det,notre,'C/V\.C/(e)\,DET,notre,10
23,saint,saint,ADJ:obj:masc:sg,19,Adj,Adj,saint,C/V\,ADJ,saint,10
24,looys,looys,NPR:obj:masc:sg,19,N,N,,C/V\.C/(V)\.'/V\,NOUN,Louis,2
25,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
26,ce,ce,PRO:invar,19,Prn,Prn,ce,C/(e)\,PRON,ce,10
27,que,que,PROCON,19,Qux,Qux,que,C/(e)\,PRON,que,10
28,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn$,je,C/(e)\,PRON,je,10
29,vis,vis,VER:simp:1:sg,19,Vfin,Vfin,voir,C/V\,VERB,voir,10
30,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
31,oy,oÿ,VER:simp:1:sg,19,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
32,par,par,PRE,19,Pre,Pre,par,C/V\,ADP,par,10
33,l,l',DET:def:obj:masc:sg,19,Det,Det,le,C/\,DET,le,10
34,espace,espace,NOM:obj:masc:sg,19,N,N,,/V\.'C/V\.C/(e)\,NOUN,espace,8
35,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
36,sis,sis,ADJ:card,19,QIs,QIs,six,C/V\,NUM,six,10
37,anz,anz,NOM:obj:masc:pl,19,N,N,,/V\,NOUN,an,8
38,que,que,PROCON,19,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
39,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn$,je,C/(e)\,PRON,je,10
40,fu,fu,VER:simp:3:sg,19,Vfin,Vfin,être,C/V\,VERB,être,10
41,en,en,PRO:clit,19,Pre,Pre,en,/V\,ADP,en,10
42,sa,sa,DET:poss:obj:femi:sg,19,Det,Det,son4,C/V\,DET,son,10
43,compaignie,compaignie,NOM:obj:femi:sg,19,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8
44,ou,ou,PREDET:en:obj:masc:sg,19,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
45,pelerinage,pelerinage,NOM:obj:masc:sg,19,N,N,,C/V\.C/e\.C/V\.'C/V\.C/(e)\,NOUN,pèlerinage,8
46,d,d',PRE,19,Pre,Pre,de,C/\,ADP,de,10
47,outremer,outremer,ADV,19,N,N,,/V\.C/e\.'C/V\,PROPN|NOUN,outremer,-1
48,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
49,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
50,puisque,puisque,CON:subord,19,Sub,Sub,puisque,'C/V\.C/(e)\,SCONJ,puisque,10
51,nous,nous,PRO:pers:1:pl,19,Prn,Prn$,nous,C/V\,PRON,nous,10
52,revenimes,revenimes,VER:simp:1:pl,19,Vfin,Vfin,revenir,C/V\.C/e\.'C/V\.C/e\,VERB,revenir,10
53,.,.,PON,19,Pnc,Pnc,,,PUNCT,.,9
54,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
55,avantque,avantque,CON:subord,19,Sub,Sub,avant.que,/V\.'C/V\.C/(e)\,SCONJ,avant.que,10
56,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn$,je,C/(e)\,PRON,je,10
57,vous,vous,PRO:pers:2:pl,19,Prn,Prn$$,vous,C/V\,PRON,vous,10
58,conte,conte,VER:subp:1:sg,19,Vfin,Vfin,conter,'C/V\.C/(e)\,VERB,conter,10
59,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
60,ses,ses,DET:poss:obj:masc:pl,19,Det,Det,son4,C/V\,DET,son,10
61,grans,grans,ADJ:obj:masc:pl,19,Adj,Adj,grand,C/V\,ADJ,grand,10
62,faiz,faiz,NOM:obj:masc:pl,19,N,N,,C/V\,NOUN,fait,3
63,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
64,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
65,sa,sa,DET:poss:obj:femi:sg,19,Det,Det,son4,C/V\,DET,son,10
66,chevalerie,chevalerie,NOM:obj:femi:sg,19,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\,NOUN,chevalerie,8
67,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
68,vous,vous,PRO:pers:2:pl,19,Prn,Prn$$,vous,C/V\,PRON,vous,10
69,conterai,conterai,VER:futu:1:sg,19,Vfin,Vfin,conter,C/V\.C/e\.'C/V\,VERB,conter,10
70,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn%,je,C/(e)\,PRON,je,10
71,que,que,PROCON,19,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
72,je,je,PRO:pers:suj:1:sg:unb,19,Prn,Prn$,je,C/(e)\,PRON,je,10
73,vi,vi,VER:simp:1:sg,19,Vfin,Vfin,voir,C/V\,VERB,voir,10
74,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
75,oy,oÿ,VER:simp:1:sg,19,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
76,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
77,ses,ses,DET:poss:obj:femi:pl,19,Det,Det,son4,C/V\,DET,son,10
78,saintes,saintes,ADJ:obj:femi:pl,19,Adj,Adj,saint,'C/V\.C/e\,ADJ,saint,10
79,paroles,paroles,NOM:obj:femi:pl,19,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
80,et,et,CON:coord,19,Crd,Crd,et,/V\,CCONJ,et,10
81,de,de,PRE,19,Pre,Pre,de,C/(e)\,ADP,de,10
82,ses,ses,DET:poss:obj:masc:pl,19,Det,Det,son4,C/V\,DET,son,10
83,bons,bons,ADJ:obj:masc:pl,19,Adj,Adj,bon,C/V\,ADJ,bon,10
84,enseignemens,enseignemens,NOM:obj:masc:pl,19,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,enseignement,9
85,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
86,pour,pour,PRE,19,Pre,Pre,pour,C/V\,ADP,pour,10
87,ce,ce,PRO:invar,19,Prn,Prn,ce,C/(e)\,PRON,ce,10
88,qu,qu,PROCON,19,Sub,Sub,que,C/\,SCONJ,que,10
89,ils,ils,PRO:pers:suj:3:masc:pl,19,Prn,Prn$,il,/V\,PRON,il,10
90,soient,soient,VER:subp:3:pl,19,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
91,trouvez,trouvez,VER:pper:masc:pl,19,Vpp,Vpp,trouver,C/V\.'C/V\,VERB,trouver,10
92,l,l',DET:def:suj:masc:sg,19,Det,Det,le,C/\,DET,le,10
93,un,un,DET:ndf:suj:masc:sg,19,QIs,QIs,un,/V\,PRON,un,10
94,apres,aprés,PRE,19,PrA,PrA,après,/V\.'C/V\,ADP,après,10
95,l,l',DET:def:obj:masc:sg,19,Det,Det,le,C/\,DET,le,10
96,autre,autre,ADJ:obj:masc:sg,19,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
97,",",",",PON,19,Pnc,Pnc,,,PUNCT,",",9
98,pour,pour,PRE,19,Pre,Pre,pour,C/V\,ADP,pour,10
99,edefier,edefier,VER:infi,19,Vinf,Vinf,,/V\.C/e\.C/V\.'C/V\,VERB,édifier,9
100,ceulz,ceulz,PRO:demo:obj:masc:pl,19,Dem,Dem,cil,C/V\,PRON,cil,10
101,qui,qui,PROCON,19,Qux,Qux,qui,C/V\,PRON,qui,10
102,les,les,PRO:pers:acc:3:masc:pl,19,Prn,Prn$$,le,C/V\,PRON,le,10
103,orront,orront,VER:futu:3:pl,19,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
104,.,.,PON,19,Pnc,Pnc,,,PUNCT,.,9
105,ce,ce,DET:demo:suj:masc:sg,20,Dem,Dem,cist,C/(e)\,DET,cist,10
106,saint,saint,ADJ:suj:masc:sg,20,Adj,Adj,saint,C/V\,ADJ,saint,10
107,home,home,NOM:suj:masc:sg,20,N,N,,'/V\.C/(e)\,NOUN,homme,8
108,ama,ama,VER:simp:3:sg,20,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
109,dieu,dieu,NOM:obj:masc:sg,20,N,N,,C/V\,PROPN,Dieu,3
110,de,de,PRE,20,Pre,Pre,de,C/(e)\,ADP,de,10
111,tout,tout,DET:ind:obj:masc:sg,20,QIs,QIs,tout,C/V\,DET,tout,10
112,son,son,DET:poss:obj:masc:sg,20,Det,Det,son4,C/V\,DET,son,10
113,cuer,cuer,NOM:obj:masc:sg,20,N,N,,C/V\,NOUN,coeur,3
114,et,et,CON:coord,20,Crd,Crd,et,/V\,CCONJ,et,10
115,ensuivi,ensuivi,VER:simp:3:sg,20,Vfin,Vfin,ensuivre,/V\.C/V\.'C/V\,VERB,ensuivre,10
116,ses,ses,DET:poss:obj:femi:pl,20,Det,Det,son4,C/V\,DET,son,10
117,oeuvres,oeuvres,NOM:obj:femi:pl,20,N,N,,'C/V\.C/e\,NOUN,oeuvre,8
118,.,.,PON,20,Pnc,Pnc,,,PUNCT,.,9
119,et,et,CON:coord,20,Crd,Crd,et,/V\,CCONJ,et,10
120,y,y,PRO:clit,20,Prn,Prn$$,y2,/V\,PRON,y,10
121,apparut,apparut,VER:simp:3:sg,20,Vfin,Vfin,aparoir|apparaître,/V\.C/V\.'C/V\,VERB,aparoir|apparaître,10
122,en,en,PRO:clit,20,Pre,Pre,en,/V\,ADP,en,10
123,ce,ce,PRO:invar,20,Prn,Prn,ce,C/(e)\,PRON,ce,10
124,que,que,PROCON,20,Sub,Sub,que,C/(e)\,SCONJ,que,10
125,",",",",PON,20,Pnc,Pnc,,,PUNCT,",",9
126,aussi,aussi,ADV,20,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
127,comme,comme,CON:subord,20,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
128,dieu,dieu,NOM:suj:masc:sg,20,N,N,,C/V\,PROPN,Dieu,3
129,morut,morut,VER:simp:3:sg,20,Vfin,Vfin,mourir,C/V\.'C/V\,VERB,mourir,10
130,pour,pour,PRE,20,Pre,Pre,pour,C/V\,ADP,pour,10
131,l,l',DET:def:obj:femi:sg,20,Det,Det,le,C/\,DET,le,10
132,amour,amour,NOM:obj:femi:sg,20,N,N,,/V\.'C/V\,NOUN,amour,8
133,que,que,PROCON,20,Qux,Qux,que,C/(e)\,PRON,que,10
134,il,il,PRO:pers:suj:3:masc:sg:unb,20,Prn,Prn$,il,/V\,PRON,il,10
135,avoit,avoit,VER:impf:3:sg,20,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
136,en,en,PRO:clit,20,Pre,Pre,en,/V\,ADP,en,10
137,son,son,DET:poss:obj:masc:sg,20,Det,Det,son4,C/V\,DET,son,10
138,peuple,peuple,NOM:obj:masc:sg,20,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
139,",",",",PON,20,Pnc,Pnc,,,PUNCT,",",9
140,mist,mist,VER:simp:3:sg,20,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
141,il,il,PRO:pers:suj:3:masc:sg:unb,20,Prn,Prn%,il,/V\,PRON,il,10
142,son,son,DET:poss:obj:masc:sg,20,Det,Det,son4,C/V\,DET,son,10
143,cors,cors,NOM:obj:masc:sg,20,N,N,,C/V\,NOUN,corps,3
144,en,en,PRE,20,Pre,Pre,en,/V\,ADP,en,10
145,avanture,avanture,NOM:obj:femi:sg,20,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,aventure,8
146,par,par,PRE,20,Pre,Pre,par,C/V\,ADP,par,10
147,pluseurs,pluseurs,DET:ind:obj:femi:pl,20,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
148,foiz,foiz,NOM:obj:femi:pl,20,N,N,,C/V\,NOUN,fois,3
149,pour,pour,PRE,20,Pre,Pre,pour,C/V\,ADP,pour,10
150,l,l',DET:def:obj:femi:sg,20,Det,Det,le,C/\,DET,le,10
151,amour,amour,NOM:obj:femi:sg,20,N,N,,/V\.'C/V\,NOUN,amour,8
152,que,que,PROCON,20,Qux,Qux,que,C/(e)\,PRON,que,10
153,il,il,PRO:pers:suj:3:masc:sg:unb,20,Prn,Prn$,il,/V\,PRON,il,10
154,avoit,avoit,VER:impf:3:sg,20,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
155,a,a,PRE,20,Pre,Pre,à,/V\,ADP,à,10
156,son,son,DET:poss:obj:masc:sg,20,Det,Det,son4,C/V\,DET,son,10
157,peuple,peuple,NOM:obj:masc:sg,20,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
158,",",",",PON,20,Pnc,Pnc,,,PUNCT,",",9
159,et,et,CON:coord,20,Crd,Crd,et,/V\,CCONJ,et,10
160,s,s,PROCON,20,Adv,Adv,si4,C/\,ADV,si,10
161,en,en,PRO:clit,20,Prn,Prn$$,en2,/V\,PRON,en,10
162,feust,feust,VER:subi:3:sg,20,Vfin,Vfin,être,C/V\,VERB,être,10
163,bien,bien,ADV,20,Adv,Adv,bien,C/V\,ADV,bien,10
164,soufers,soufers,VER:pper:masc:pl,20,Vpp,Vpp,souffrir,C/V\.'C/V\,VERB,souffrir,10
165,se,se,PROCON,20,Sub,Sub,si3,C/(e)\,SCONJ,si,10
166,il,il,PRO:pers:suj:3:masc:sg:unb,20,Prn,Prn$,il,/V\,PRON,il,10
167,vousist,vousist,VER:subi:3:sg,20,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
168,",",",",PON,20,Pnc,Pnc,,,PUNCT,",",9
169,si,si,PROCON,20,Adv,Adv,si4,C/V\,ADV,si,10
170,comme,comme,CON:subord,20,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
171,vous,vous,PRO:pers:2:pl,20,Prn,Prn$,vous,C/V\,PRON,vous,10
172,orrez,orrez,VER:futu:2:pl,20,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
173,ci,ci,ADV,20,Adv,Adv,ci,C/V\,ADV,ci,10
174,apres,aprés,PRE,20,PrA,PrA,après,/V\.'C/V\,ADV,après,10
175,.,.,PON,20,Pnc,Pnc,,,PUNCT,.,9
176,la,la,DET:def:suj:femi:sg,21,Det,Det,le,C/V\,DET,le,10
177,grant,grant,ADJ:suj:femi:sg,21,Adj,Adj,grand,C/V\,ADJ,grand,10
178,amour,amour,NOM:suj:femi:sg,21,N,N,,/V\.'C/V\,NOUN,amour,8
179,qu,qu,PROCON,21,Qux,Qux,que,C/\,PRON,que,10
180,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn$,il,/V\,PRON,il,10
181,avoit,avoit,VER:impf:3:sg,21,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
182,a,a,PRE,21,Pre,Pre,à,/V\,ADP,à,10
183,son,son,DET:poss:obj:masc:sg,21,Det,Det,son4,C/V\,DET,son,10
184,peuple,peuple,NOM:obj:masc:sg,21,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
185,parut,parut,VER:simp:3:sg,21,Vfin,Vfin,paroir,C/V\.'C/V\,VERB,paroir,10
186,a,a,PRE,21,Pre,Pre,à,/V\,ADP,à,10
187,ce,ce,PRO:invar,21,Prn,Prn,ce,C/(e)\,PRON,ce,10
188,qu,qu,PROCON,21,Sub,Sub,que,C/\,SCONJ,que,10
189,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn$,il,/V\,PRON,il,10
190,dit,dit,VER:simp:3:sg,21,Vfin,Vfin,dire,C/V\,VERB,dire,10
191,a,a,PRE,21,Pre,Pre,à,/V\,ADP,à,10
192,son,son,DET:poss:obj:masc:sg,21,Det,Det,son4,C/V\,DET,son,10
193,ainsne,ainsné,NOM:obj:masc:sg,21,Adj,Adj,,/V\.'C/V\,ADJ,aine,2
194,filz,filz,NOM:obj:masc:sg,21,N,N,,C/V\,NOUN,fils,3
195,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
196,en,en,PRE,21,Pre,Pre,en,/V\,ADP,en,10
197,une,une,DET:ndf:obj:femi:sg,21,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
198,moult,moult,ADV,21,QIs,QIs,moult,C/V\,ADV,moult,10
199,grant,grant,ADJ:obj:femi:sg,21,Adj,Adj,grand,C/V\,ADJ,grand,10
200,maladie,maladie,NOM:obj:femi:sg,21,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
201,que,que,PROCON,21,Qux,Qux,que,C/(e)\,PRON,que,10
202,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn$,il,/V\,PRON,il,10
203,ot,ot,VER:simp:3:sg,21,Vfin,Vfin,avoir,/V\,VERB,avoir,10
204,a,a,PRE,21,Pre,Pre,à,/V\,ADP,à,10
205,fonteinnebliaut,fonteinnebliaut,NPR:obj:masc:sg,21,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,fontainelieu,-10
206,:,:,PON,21,Pnc,Pnc,,,PUNCT,:,9
207,',',PON:cit,21,Pnc,Pnc,,,PUNCT,',9
208,biau,biau,ADJ:suj:masc:sg,21,Adj,Adj,beau,C/V\,ADJ,beau,10
209,filz,filz,NOM:suj:masc:sg,21,N,N,,C/V\,NOUN,fils,3
210,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
211,"""","""",PON:cit,21,Pnc,Pnc,,,PUNCT,"""",9
212,fist,fist,VER:simp:3:sg,21,Vfin,Vfin,faire,C/V\,VERB,faire,10
213,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn%,il,/V\,PRON,il,10
214,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
215,',',PON:cit,21,Pnc,Pnc,,,PUNCT,',8
216,je,je,PRO:pers:suj:1:sg:unb,21,Prn,Prn$,je,C/(e)\,PRON,je,10
217,te,te,PRO:pers:obj:2:sg:unb,21,Prn,Prn$$,te,C/(e)\,PRON,te,10
218,pri,pri,VER:pres:1:sg,21,Vfin,Vfin,prier,C/V\,VERB,prier,10
219,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
220,tu,tu,PRO:pers:suj:2:sg:unb,21,Prn,Prn$,tu,C/V\,PRON,tu,10
221,te,te,PRO:pers:obj:2:sg:unb,21,Prn,Prn$$,te,C/(e)\,PRON,te,10
222,faces,faces,VER:subp:2:sg,21,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
223,amer,amer,VER:infi,21,Vinf,Vinf,aimer,/V\.'C/V\,VERB,aimer,10
224,au,au,PREDET:a:obj:masc:sg,21,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
225,peuple,peuple,NOM:obj:masc:sg,21,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
226,de,de,PRE,21,Pre,Pre,de,C/(e)\,ADP,de,10
227,ton,ton,DET:poss:obj:masc:sg,21,Det,Det,ton2,C/V\,DET,ton,10
228,royaume,royaume,NOM:obj:masc:sg,21,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
229,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
230,car,car,CON:coord,21,Crd,Crd,car,C/V\,CCONJ,car,10
231,vraiement,vraiement,ADV,21,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
232,je,je,PRO:pers:suj:1:sg:unb,21,Prn,Prn$,je,C/(e)\,PRON,je,10
233,aimeraie,aimeraie,VER:cond:1:sg,21,Vfin,Vfin,aimer,/V\.C/e\.'C/V\./(e)\,VERB,aimer,10
234,miex,miex,ADV,21,Adv,Adv,mieux,C/V\,ADV,mieux,10
235,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
236,un,un,DET:ndf:suj:masc:sg,21,QIs,QIs,un,/V\,DET,un,10
237,escot,escot,NOM:suj:masc:sg,21,N,N,,/V\.'C/V\,NOUN,écot,8
238,venist,venist,VER:subi:3:sg,21,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
239,d,d',PRE,21,Pre,Pre,de,C/\,ADP,de,10
240,escoce,escoce,NPR:obj:femi:sg,21,N,N,,/V\.'C/V\.C/(e)\,NOUN,Écosse,5
241,et,et,CON:coord,21,Crd,Crd,et,/V\,CCONJ,et,10
242,gouvernast,gouvernast,VER:subi:3:sg,21,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,gouverner,9
243,le,le,DET:def:obj:masc:sg,21,Det,Det,le,C/(e)\,DET,le,10
244,peuple,peuple,NOM:obj:masc:sg,21,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
245,du,du,PREDET:de:obj:masc:sg,21,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
246,royaume,royaume,NOM:obj:masc:sg,21,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
247,bien,bien,ADV,21,Adv,Adv,bien,C/V\,ADV,bien,10
248,et,et,CON:coord,21,Crd,Crd,et,/V\,CCONJ,et,10
249,loialment,loialment,ADV,21,Adv,Adv,,C/V\.C/V\.'C/V\,ADV,loyalement,9
250,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
251,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
252,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
253,tu,tu,PRO:pers:suj:2:sg:unb,21,Prn,Prn$,tu,C/V\,PRON,tu,10
254,le,le,PRO:pers:obj:3:masc:sg:unb,21,Prn,Prn$$,le,C/(e)\,PRON,le,10
255,gouvernasses,gouvernasses,VER:subi:2:sg,21,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,gouverner,9
256,mal,mal,ADV,21,Adv,Adv,mal3,C/V\,ADV,mal,10
257,apertement,apertement,ADV,21,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,apertement,3
258,.,.,PON,21,Pnc,Pnc,,,PUNCT,.,9
259,"""","""",PON:cit,21,Pnc,Pnc,,,PUNCT,"""",9
260,le,le,DET:def:suj:masc:sg,21,Det,Det,le,C/(e)\,DET,le,10
261,saint,saint,ADJ:suj:masc:sg,21,Adj,Adj,saint,C/V\,ADJ,saint,10
262,ama,ama,VER:simp:3:sg,21,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
263,tant,tant,ADV,21,QIs,QIs,tant,C/V\,ADV,tant,10
264,verite,verité,NOM:obj:femi:sg,21,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,5
265,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
266,neis,neis,ADV,21,Adv,Adv,neïs,C/V\,ADV,neïs,10
267,aux,aux,PREDET:a:obj:masc:pl,21,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
268,sarrazins,sarrazins,NOM:obj:masc:pl,21,N,N,,C/V\.C/V\.'C/V\,NOUN,sarrasin,8
269,ne,ne,PRO:clit,21,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
270,voult,voult,VER:simp:3:sg,21,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
271,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn%,il,/V\,PRON,il,10
272,pas,pas,NOM:obj:masc:pl,21,Neg,Neg,pas,C/V\,ADV,pas,10
273,mentir,mentir,VER:infi,21,Vinf,Vinf,mentir,C/V\.'C/V\,VERB,mentir,10
274,de,de,PRE,21,Pre,Pre,de,C/(e)\,ADP,de,10
275,ce,ce,PRO:invar,21,Prn,Prn,ce,C/(e)\,PRON,ce,10
276,que,que,PROCON,21,Sub,Sub,que,C/(e)\,SCONJ,que,10
277,il,il,PRO:pers:suj:3:masc:sg:unb,21,Prn,Prn$,il,/V\,PRON,il,10
278,leur,leur,PRO:pers:dat:3:pl,21,Prn,Prn$$,leur,C/V\,PRON,leur,10
279,avoit,avoit,VER:impf:3:sg,21,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
280,en,en,PRO:clit,21,Pre,Pre,en,/V\,ADP,en,10
281,convenant,convenant,NOM:obj:masc:sg,21,N,N,,C/V\.C/e\.'C/V\,NOUN,convenant,8
282,",",",",PON,21,Pnc,Pnc,,,PUNCT,",",9
283,si,si,PROCON,21,Adv,Adv,si4,C/V\,ADV,si,10
284,comme,comme,CON:subord,21,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
285,vous,vous,PRO:pers:2:pl,21,Prn,Prn$,vous,C/V\,PRON,vous,10
286,orrez,orrez,VER:futu:2:pl,21,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
287,ci,ci,ADV,21,Adv,Adv,ci,C/V\,ADV,ci,10
288,apres,aprés,PRE,21,PrA,PrA,après,/V\.'C/V\,ADV,après,10
289,.,.,PON,21,Pnc,Pnc,,,PUNCT,.,9
290,de,de,PRE,22,Pre,Pre,de,C/(e)\,ADP,de,10
291,la,la,DET:def:obj:femi:sg,22,Det,Det,le,C/V\,DET,le,10
292,bouche,bouche,NOM:obj:femi:sg,22,N,N,,'C/V\.C/(e)\,NOUN,bouche,3
293,fu,fu,VER:simp:3:sg,22,Vfin,Vfin,être,C/V\,VERB,être,10
294,il,il,PRO:pers:suj:3:masc:sg:unb,22,Prn,Prn%,il,/V\,PRON,il,10
295,si,si,PROCON,22,Adv,Adv,si4,C/V\,ADV,si,10
296,sobre,sobre,ADJ:suj:masc:sg,22,Adj,Adj,,'C/V\.C/(e)\,ADJ,sobre,8
297,",",",",PON,22,Pnc,Pnc,,,PUNCT,",",9
298,que,que,PROCON,22,Sub,Sub,que,C/(e)\,SCONJ,que,10
