wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2522,398,6,",",",",398,PON,Pnc,Pnc,,,PUNCT,",",9
2523,399,1,le,le,399,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10
2524,399,2,soloil,soloil,399,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,soleil,9
2525,399,3,",",",",399,PON,Pnc,Pnc,,,PUNCT,",",9
2526,399,4,la,la,399,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
2527,399,5,poudre,poudre,399,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,poudre,8
2528,399,6,soffrir,soffrir,399,VER:infi,Vinf,Vinf,souffrir,C/V\.'C/V\,VERB,souffrir,10
2529,400,1,et,et,400,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2530,400,2,a,a,400,PRE,Pre,Pre,à,/V\,ADP,à,10
2531,400,3,totes,totes,400,DET:ind:obj:femi:pl,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
2532,400,4,poinnes,poinnes,400,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,peine,8
2533,400,5,offrir,offrir,400,VER:infi,Vinf,Vinf,offrir,/V\.'C/V\,VERB,offrir,10
2534,401,1,entandanmant,entandanmant,401,ADV,Adv,Adv,,/V\.C/V\.C/V\.'C/V\,ADV,UNKNOWN,-10
2535,401,2,",",",",401,PON,Pnc,Pnc,,,PUNCT,",",9
2536,401,3,non,non,401,ADV,Neg,Neg,ne,C/V\,ADV,ne,10
2537,401,4,pas,pas,401,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10
2538,401,5,muser,muser,401,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,muser,9
2539,401,6,",",",",401,PON,Pnc,Pnc,,,PUNCT,",",9
2540,402,1,et,et,402,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2541,402,2,pol,pol,402,ADV,Adv,Adv,peu,C/V\,ADV,peu,10
2542,402,3,de,de,402,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2543,402,4,viandes,viandes,402,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,viande,8
2544,402,5,user,user,402,VER:infi,Vinf,Vinf,user,/V\.'C/V\,VERB,user,10
2545,402,6,.,.,402,PON,Pnc,Pnc,,,PUNCT,.,9
2546,403,1,encor,encor,403,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10
2547,403,2,ordonons,ordonons,403,VER:pres:1:pl,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,ordonner,9
2548,403,3,et,et,403,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2549,403,4,voillons,voillons,403,VER:pres:1:pl,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
2550,404,1,que,que,404,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2551,404,2,li,li,404,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
2552,404,3,champestre,champestre,404,ADJ:suj:masc:pl,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,champêtre,8
2553,404,4,es,es,404,PREDET:en:obj:masc:pl,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
2554,404,5,pavoillons,pavoillons,404,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,pavillon,9
2555,405,1,per,per,405,PRE,Pre,Pre,par,C/V\,ADP,par,10
2556,405,2,aucunes,aucunes,405,DET:ind:obj:femi:pl,QIs,QIs,aucun,/V\.'C/V\.C/e\,DET,aucun,10
2557,405,3,apaces,apaces,405,NOM:obj:femi:pl,N,N,,/V\.'C/V\.C/e\,NOUN,apace,-10
2558,405,4,soient,soient,405,VER:subp:3:pl,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
2559,406,1,et,et,406,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2560,406,2,l',l',406,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
2561,406,3,air,air,406,NOM:obj:masc:sg,N,N,,/V\,NOUN,air,3
2562,406,4,aucunes,aucunes,406,DET:ind:obj:femi:pl,QIs,QIs,aucun,/V\.'C/V\.C/e\,DET,aucun,10
2563,406,5,foiz,foiz,406,NOM:obj:femi:pl,N,N,,C/V\,NOUN,fois,3
2564,406,6,usoient,usoient,406,VER:subp:3:pl,Vfin,Vfin,user,/V\.'C/V\./e\,VERB,user,10
2565,406,7,",",",",406,PON,Pnc,Pnc,,,PUNCT,",",9
2566,407,1,quant,quant,407,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10
2567,407,2,seront,seront,407,VER:futu:3:pl,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
2568,407,3,retenu,retenu,407,VER:pper:masc:sg,Vpp,Vpp,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10
2569,407,4,en,en,407,PRO:clit,Pre,Pre,en,/V\,ADP,en,10
2570,407,5,pris,pris,407,NOM:obj:masc:sg,N,N,,C/V\,NOUN,prix,3
2571,408,1,et,et,408,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2572,408,2,l',l',408,DET:def:suj:masc:sg,Det,Det,le,C/\,DET,le,10
2573,408,3,usaige,usaige,408,NOM:suj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,usage,9
2574,408,4,d',d',408,PRE,Pre,Pre,de,C/\,ADP,de,10
2575,408,5,armes,armes,408,NOM:obj:femi:pl,N,N,,'/V\.C/e\,NOUN,arme,3
2576,408,6,apris,apris,408,VER:pper:masc:sg,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10
2577,408,7,.,.,408,PON,Pnc,Pnc,,,PUNCT,.,9
2578,409,1,se,se,409,PROCON,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2579,409,2,li,li,409,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
2580,409,3,tans,tans,409,NOM:suj:masc:sg,N,N,,C/V\,NOUN,temps,3
2581,409,4,du,du,409,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2582,409,5,combatre,combatre,409,VER:infi,Vinf,Vinf,combattre,C/V\.'C/V\.C/(e)\,VERB,combattre,10
2583,409,6,est,est,409,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10
2584,409,7,lons,lons,409,ADJ:suj:masc:sg,Adj,Adj,long,C/V\,ADJ,long,10
2585,410,1,ou,ou,410,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
2586,410,2,que,que,410,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2587,410,3,l',l',410,DET:def:suj:femi:sg,Det,Det,le,C/\,DET,le,10
2588,410,4,ost,ost,410,NOM:suj:femi:sg,N,N,,/V\,NOUN,ost,8
2589,410,5,die,die,410,VER:subp:3:sg,Vfin,Vfin,dire,'C/V\./(e)\,VERB,dire,10
2590,410,6,:,:,410,PON,Pnc,Pnc,,,PUNCT,:,9
2591,410,7,"""","""",410,PON:cit,Pnc,Pnc,,,PUNCT,"""",9
2592,410,8,nos,nos,410,PRO:pers:1:pl,Prn,Prn$,nous,C/V\,PRON,nous,10
2593,410,9,alons,alons,410,VER:pres:1:pl,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2594,411,1,plus,plus,411,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
2595,411,2,loinz,loinz,411,ADV,Adv,Adv,loin,C/V\,ADV,loin,10
2596,411,3,",",",",411,PON,Pnc,Pnc,,,PUNCT,",",9
2597,411,4,ainsi,ainsi,411,ADV,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
2598,411,5,l',l',411,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10
2599,411,6,avons,avons,411,VER:pres:1:pl,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2600,411,7,empris,empris,411,VER:pper:masc:sg,Vpp,Vpp,emprendre,/V\.'C/V\,VERB,emprendre,10
2601,411,8,",",",",411,PON,Pnc,Pnc,,,PUNCT,",",9
2602,411,9,"""","""",411,PON:cit,Pnc,Pnc,,,PUNCT,"""",9
2603,412,1,adonc,adonc,412,ADV,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10
2604,412,2,doivent,doivent,412,VER:pres:3:pl,Vfin,Vfin,devoir2,'C/V\.C/e\,VERB,devoir,10
2605,412,3,il,il,412,PRO:pers:suj:3:masc:pl,Prn,Prn%,il,/V\,PRON,il,10
2606,412,4,estre,estre,412,VER:infi,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
2607,412,5,apris,apris,412,VER:pper:masc:sg,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10
2608,413,1,de,de,413,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2609,413,2,les,les,413,DET:def:obj:femi:pl,Det,Det,le,C/V\,DET,le,10
2610,413,3,costumes,costumes,413,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,coutume,9
2611,413,4,es,es,413,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
2612,413,5,champestres,champestres,413,ADJ:obj:masc:pl,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,champêtre,8
2613,414,1,et,et,414,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2614,414,2,a,a,414,PRE,Pre,Pre,à,/V\,ADP,à,10
2615,414,3,lour,lour,414,DET:poss:obj:femi:pl,Det,Det,leur2,C/V\,DET,leur,10
2616,414,4,lois,lois,414,NOM:obj:femi:pl,N,N,,C/V\,NOUN,loi,3
2617,414,5,et,et,414,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2618,414,6,a,a,414,PRE,Pre,Pre,à,/V\,ADP,à,10
2619,414,7,lour,lour,414,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
2620,414,8,estres,estres,414,VER:infi,N,N,,'/V\.C/e\,NOUN,être,3
2621,414,9,",",",",414,PON,Pnc,Pnc,,,PUNCT,",",9
2622,415,1,et,et,415,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2623,415,2,encor,encor,415,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10
2624,415,3,por,por,415,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
2625,415,4,müer,müer,415,VER:infi,Vinf,Vinf,muer,C/V\.'C/V\,VERB,muer,10
2626,415,5,lor,lor,415,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
2627,415,6,vices,vices,415,NOM:obj:masc:pl,N,N,,'C/V\.C/e\,NOUN,vice,9
2628,415,7,",",",",415,PON,Pnc,Pnc,,,PUNCT,",",9
2629,416,1,les,les,416,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,C/V\,PRON,le,10
2630,416,2,doit,doit,416,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
2631,416,3,on,on,416,PRO:invar,Prn,Prn%,on,/V\,PRON,on,10
2632,416,4,oster,oster,416,VER:infi,Vinf,Vinf,ôter,/V\.'C/V\,VERB,ôter,10
2633,416,5,des,des,416,PREDET:de:obj:femi:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2634,416,6,delices,delices,416,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,délice,9
2635,417,1,des,des,417,PREDET:de:obj:femi:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2636,417,2,citez,citez,417,NOM:obj:femi:pl,N,N,,C/V\.'C/V\,NOUN,cité,8
2637,417,3,",",",",417,PON,Pnc,Pnc,,,PUNCT,",",9
2638,417,4,si,si,417,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
2639,417,5,que,que,417,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2640,417,6,force,force,417,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,force,3
2641,417,7,croisse,croisse,417,VER:subp:3:sg,Vfin,Vfin,croître,'C/V\.C/(e)\,VERB,croître,10
2642,418,1,en,en,418,PRO:clit,Pre,Pre,en,/V\,ADP,en,10
2643,418,2,lour,lour,418,PRO:pers:acc:3:masc:pl:bet,Prn,Prn,leur,C/V\,PRON,leur,10
2644,418,3,et,et,418,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2645,418,4,lour,lour,418,DET:poss:suj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10
2646,418,5,vertuz,vertuz,418,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,vertu,8
2647,418,6,apoisse,apoisse,418,VER:subp:3:sg,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,appouvoir,-10
2648,419,1,en,en,419,PRO:clit,Pre,Pre,en,/V\,ADP,en,10
2649,419,2,lour,lour,419,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
2650,419,3,cors,cors,419,NOM:obj:masc:pl,N,N,,C/V\,NOUN,corps,3
2651,419,4,et,et,419,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2652,419,5,en,en,419,PRE,Pre,Pre,en,/V\,ADP,en,10
2653,419,6,lour,lour,419,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
2654,419,7,coraiges,coraiges,419,NOM:obj:masc:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,courage,9
2655,419,8,",",",",419,PON,Pnc,Pnc,,,PUNCT,",",9
2656,420,1,si,si,420,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
2657,420,2,que,que,420,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2658,420,3,per,per,420,PRE,Pre,Pre,par,C/V\,ADP,par,10
2659,420,4,poinne,poinne,420,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,peine,8
2660,420,5,soient,soient,420,VER:subp:3:pl,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
2661,420,6,saiges,saiges,420,ADJ:suj:masc:pl,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
2662,421,1,et,et,421,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2663,421,2,que,que,421,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2664,421,3,en,en,421,PRE,Pre,Pre,en,/V\,ADP,en,10
2665,421,4,lor,lor,421,DET:poss:obj:masc:sg,Det,Det,leur2,C/V\,DET,leur,10
2666,421,5,bien,bien,421,NOM:obj:masc:sg,N,N,bien,C/V\,NOUN,bien,10
2667,421,6,travaillant,travaillant,421,VER:ppre,Vprs,Vprs,,C/V\.C/V\.'C/V\,VERB,travailler,8
2668,422,1,deveignent,deveignent,422,VER:subp:3:pl,Vfin,Vfin,devenir,C/V\.'C/V\.C/e\,VERB,devenir,10
2669,422,2,prou,prou,422,ADJ:suj:masc:pl,Adj,Adj,preux,C/V\,ADJ,preux,10
2670,422,3,",",",",422,PON,Pnc,Pnc,,,PUNCT,",",9
2671,422,4,hardi,hardi,422,ADJ:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,hardi,9
2672,422,5,",",",",422,PON,Pnc,Pnc,,,PUNCT,",",9
2673,422,6,vaillant,vaillant,422,ADJ:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,vaillant,8
2674,422,7,.,.,422,PON,Pnc,Pnc,,,PUNCT,.,9
2675,423,1,ne,ne,423,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2676,423,2,si,si,423,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
2677,423,3,ne,ne,423,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2678,423,4,puet,puet,423,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2679,423,5,on,on,423,PRO:invar,Prn,Prn%,on,/V\,PRON,on,10
2680,423,6,pas,pas,423,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10
2681,423,7,noier,noier,423,VER:infi,Vinf,Vinf,noyer,C/V\.'C/V\,VERB,noyer,10
2682,424,1,ne,ne,424,PRO:clit,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2683,424,2,ne,ne,424,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2684,424,3,doit,doit,424,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
2685,424,4,que,que,424,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2686,424,5,bien,bien,424,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
2687,424,6,ostoier,ostoier,424,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,ostoyer,3
2688,425,1,ne,ne,425,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2689,425,2,soient,soient,425,VER:subp:3:pl,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
2690,425,3,aley,aley,425,VER:pper:masc:sg,Vpp,Vpp,aller,/V\.'C/V\,VERB,aller,10
2691,425,4,li,li,425,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
2692,425,5,romain,romain,425,NOM:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
2693,426,1,maint,maint,426,DET:ind:obj:masc:sg,QIs,QIs,maint,C/V\,DET,maint,10
2694,426,2,jor,jor,426,NOM:obj:masc:sg,N,N,,C/V\,NOUN,jour,8
2695,426,3,et,et,426,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2696,426,4,per,per,426,PRE,Pre,Pre,par,C/V\,ADP,par,10
2697,426,5,soir,soir,426,NOM:obj:masc:sg,N,N,,C/V\,NOUN,soir,3
2698,426,6,et,et,426,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2699,426,7,per,per,426,PRE,Pre,Pre,par,C/V\,ADP,par,10
2700,426,8,main,main,426,ADV,Adv,Adv,main2,C/V\,ADV,main,10
2701,426,9,",",",",426,PON,Pnc,Pnc,,,PUNCT,",",9
2702,427,1,aprés,aprés,427,PRE,PrA,PrA,après,/V\.'C/V\,ADP,après,10
2703,427,2,ce,ce,427,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
2704,427,3,que,que,427,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
2705,427,4,rome,rome,427,NPR:suj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,Rome,5
2706,427,5,fu,fu,427,VER:simp:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10
2707,427,6,faite,faite,427,VER:pper:femi:sg,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
2708,427,7,",",",",427,PON,Pnc,Pnc,,,PUNCT,",",9
2709,428,1,assise,assise,428,VER:pper:femi:sg,Vpp,Vpp,asseoir,/V\.'C/V\.C/(e)\,VERB,asseoir,10
2710,428,2,",",",",428,PON,Pnc,Pnc,,,PUNCT,",",9
2711,428,3,fermee,fermee,428,VER:pper:femi:sg,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,fermer,9
2712,428,4,et,et,428,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2713,428,5,portraite,portraite,428,VER:pper:femi:sg,Vpp,Vpp,pourtraire,C/V\.'C/V\.C/(e)\,VERB,pourtraire,10
2714,428,6,",",",",428,PON,Pnc,Pnc,,,PUNCT,",",9
2715,429,1,dois,dois,429,PRE,Pre,Pre,dès,C/V\,ADP,dès,10
2716,429,2,lor,lor,429,DET:poss:obj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10
2717,429,3,citey,citey,429,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,cité,0
2718,429,4,en,en,429,PRE,Pre,Pre,en,/V\,ADP,en,10
2719,429,5,autres,autres,429,ADJ:obj:femi:pl,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2720,429,6,places,places,429,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,place,8
2721,429,7,",",",",429,PON,Pnc,Pnc,,,PUNCT,",",9
2722,430,1,qu,qu,430,PROCON,Sub,Sub,que,C/\,SCONJ,que,10
2723,430,2,il,il,430,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10
2724,430,3,ne,ne,430,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2725,430,4,lor,lor,430,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,PRON,leur,10
2726,430,5,chaloit,chaloit,430,VER:impf:3:sg,Vfin,Vfin,chaloir,C/V\.'C/V\,VERB,chaloir,10
2727,430,6,en,en,430,PRO:clit,Pre,Pre,en,/V\,ADP,en,10
2728,430,7,richaces,richaces,430,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,richasse,-10
2729,430,8,",",",",430,PON,Pnc,Pnc,,,PUNCT,",",9
2730,431,1,d',d',431,PRE,Pre,Pre,de,C/\,ADP,de,10
2731,431,2,aise,aise,431,NOM:obj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aise,8
2732,431,3,de,de,431,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2733,431,4,cors,cors,431,NOM:obj:masc:sg,N,N,,C/V\,NOUN,corps,3
2734,431,5,ne,ne,431,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2735,431,6,de,de,431,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2736,431,7,delices,delices,431,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,délice,9
2737,431,8,",",",",431,PON,Pnc,Pnc,,,PUNCT,",",9
2738,432,1,si,si,432,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
2739,432,2,c',c',432,PROCON,Sub,Sub,que,C/\,SCONJ,que,10
2740,432,3,on,on,432,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10
2741,432,4,n,n,432,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10
2742,432,5,es,es,432,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,/V\,PRON,le,10
2743,432,6,tenit,tenit,432,VER:subi:3:sg,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
2744,432,7,pas,pas,432,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10
2745,432,8,por,por,432,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
2746,432,9,nices,nices,432,ADJ:obj:masc:pl,Adj,Adj,,'C/V\.C/e\,ADJ,nice,9
2747,432,10,.,.,432,PON,Pnc,Pnc,,,PUNCT,.,9
2748,433,1,et,et,433,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
2749,433,2,quant,quant,433,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10
2750,433,3,cil,cil,433,DET:demo:suj:masc:pl,Dem,Dem,cil,C/V\,DET,cil,10
2751,433,4,chevalier,chevalier,433,NOM:suj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
2752,433,5,juene,juene,433,ADJ:suj:masc:pl,Adj,Adj,,'C/V\.C/(e)\,ADJ,jeune,8
2753,433,6,home,home,433,NOM:suj:masc:pl,N,N,,'/V\.C/(e)\,NOUN,homme,8
2754,433,7,",",",",433,PON,Pnc,Pnc,,,PUNCT,",",9
2755,434,1,qui,qui,434,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
2756,434,2,estoient,estoient,434,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
2757,434,3,issuz,issuz,434,VER:pper:masc:pl,Vpp,Vpp,issir,/V\.'C/V\,VERB,issir,10
2758,434,4,de,de,434,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2759,434,5,rome,rome,434,NPR:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,Rome,5
2760,434,6,",",",",434,PON,Pnc,Pnc,,,PUNCT,",",9
2761,435,1,per,per,435,PRE,Pre,Pre,par,C/V\,ADP,par,10
2762,435,2,granz,granz,435,ADJ:obj:femi:pl,Adj,Adj,grand,C/V\,ADJ,grand,10
2763,435,3,poinnes,poinnes,435,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,peine,8
2764,435,4,coilli,coilli,435,VER:pper:masc:sg,Vpp,Vpp,cueillir,C/V\.'C/V\,VERB,cueillir,10
2765,435,5,avoient,avoient,435,VER:impf:3:pl,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
2766,436,1,suours,suours,436,NOM:obj:femi:pl,N,N,,C/V\.'C/V\,NOUN,sueur,9
2767,436,2,",",",",436,PON,Pnc,Pnc,,,PUNCT,",",9
2768,436,3,maintenant,maintenant,436,ADV,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
2769,436,4,se,se,436,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10
2770,436,5,baignoient,baignoient,436,VER:impf:3:pl,Vfin,Vfin,,C/V\.'C/V\./e\,VERB,baigner,9
2771,437,1,u,u,437,PREDET:en:obj:masc:sg,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
2772,437,2,timbre,timbre,437,NPR:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,timbre,8
2773,437,3,",",",",437,PON,Pnc,Pnc,,,PUNCT,",",9
2774,437,4,qui,qui,437,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
2775,437,5,est,est,437,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10
2776,437,6,granz,granz,437,ADJ:suj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
2777,437,7,riviere,riviere,437,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,rivière,8
2778,437,8,;,;,437,PON,Pnc,Pnc,,,PUNCT,;,9
2779,438,1,ainsi,ainsi,438,ADV,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
2780,438,2,ostoient,ostoient,438,VER:impf:3:pl,Vfin,Vfin,ôter,/V\.'C/V\./e\,VERB,ôter,10
2781,438,3,la,la,438,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
2782,438,4,pousiere,pousiere,438,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pousière,-10
2783,439,1,de,de,439,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
2784,439,2,lor,lor,439,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
2785,439,3,cors,cors,439,NOM:obj:masc:pl,N,N,,C/V\,NOUN,corps,3
2786,439,4,",",",",439,PON,Pnc,Pnc,,,PUNCT,",",9
2787,439,5,la,la,439,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
2788,439,6,suour,suour,439,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,sueur,9
2789,439,7,",",",",439,PON,Pnc,Pnc,,,PUNCT,",",9
2790,439,8,l',l',439,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10
2791,439,9,ordure,ordure,439,NOM:obj:femi:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,ordure,9
2792,439,10,.,.,439,PON,Pnc,Pnc,,,PUNCT,.,9
2793,440,1,aprés,aprés,440,PRE,PrA,PrA,après,/V\.'C/V\,ADP,après,10
2794,440,2,ce,ce,440,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
2795,440,3,conte,conte,440,VER:pres:3:sg,Vfin,Vfin,conter,'C/V\.C/(e)\,VERB,conter,10
