wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2574,434,5,le,le,PRO:pers:obj:3:masc:sg:unb,478,Prn,Prn$$,le,C/(e)\,PRON,le,10
2575,434,6,servira,servira,VER:futu:3:sg,478,Vfin,Vfin,servir,C/V\.C/V\.'C/V\,VERB,servir,10
2576,435,1,ja,ja,ADV,479,Adv,Adv,jà,C/V\,ADV,jà,10
2577,435,2,se,se,DET:poss:obj:femi:sg,479,Det,Det,son4,C/(e)\,DET,son,10
2578,435,3,paine,paine,NOM:obj:femi:sg,479,N,N,,'C/V\.C/(e)\,NOUN,peine,8
2579,435,4,ne,ne,PRO:clit,479,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2580,435,5,perdera,perdera,VER:futu:3:sg,479,Vfin,Vfin,perdre,C/V\.C/e\.'C/V\,VERB,perdre,10
2581,436,1,ains,ains,ADV,480,Crd,Crd,ains,/V\,CCONJ,ains,10
2582,436,2,sera,sera,VER:futu:3:sg,480,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
2583,436,3,es,es,PREDET:en:obj:masc:pl,480,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
2584,436,4,chieus,chieus,NOM:obj:masc:pl,480,N,N,,C/V\,NOUN,ciel,8
2585,436,5,couronnés,couronnés,VER:pper:masc:pl,480,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,couronner,9
2586,437,1,de,de,PRE,481,Pre,Pre,de,C/(e)\,ADP,de,10
2587,437,2,tel,tel,ADJ:obj:femi:sg,481,Adj,Adj,tel,C/V\,ADJ,tel,10
2588,437,3,couronne,couronne,NOM:obj:femi:sg,481,N,N,,C/V\.'C/V\.C/(e)\,NOUN,couronne,8
2589,437,4,comme,comme,CON:subord,481,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
2590,437,5,avés,avés,VER:pres:2:pl,481,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2591,438,1,sains,sains,ADJ:suj:masc:sg,482,Adj,Adj,saint,C/V\,ADJ,saint,10
