wd_id,word,lex_id,page_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
3162,mon,mon,1034,Det,Det,mon,C/V\,DET,mon,10
3163,amy,amy,1034,N,N,,/V\.'C/V\,NOUN,ami,3
3164,.,.,1034,Pnc,Pnc,,,PUNCT,.,9
3165,»,»,1034,Pnc,Pnc,,,PUNCT,»,9
3166,Le,le,1034,Det,Det,le,C/(e)\,DET,le,10
3167,petit,petit,1034,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3168,Saintré,saintré,1034,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
3169,",",",",1034,Pnc,Pnc,,,PUNCT,",",9
3170,qui,qui,1034,Qux,Qux,qui,C/V\,PRON,qui,10
3171,oÿst,oÿst,1034,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
3172,Madame,madame,1034,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
3173,sy,sy,1034,Adv,Adv,si4,C/V\,ADV,si,10
3174,doulcement,doulcement,1034,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,doucement,9
3175,parler,parler,1034,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
3176,",",",",1034,Pnc,Pnc,,,PUNCT,",",9
3177,fut,fut,1034,Vfin,Vfin,être,C/V\,VERB,être,10
3178,bien,bien,1034,Adv,Adv,bien,C/V\,ADV,bien,10
3179,content,content,1034,Adj,Adj,,C/V\.'C/V\,ADJ,content,3
3180,et,et,1034,Crd,Crd,et,/V\,CCONJ,et,10
3181,penssa,penssa,1035,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10
3182,qu',qu',1035,Sub,Sub,que,C/\,SCONJ,que,10
3183,elle,elle,1035,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
3184,eust,eust,1035,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10
3185,toute,toute,1035,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
3186,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3187,promesse,promesse,1035,N,N,,C/V\.'C/V\.C/(e)\,NOUN,promesse,9
3188,mise,mise,1035,Vpp,Vpp,mettre,'C/V\.C/(e)\,VERB,mettre,10
3189,en,en,1035,Pre,Pre,en,/V\,ADP,en,10
3190,oubly,oubly,1035,N,N,,/V\.'C/V\,NOUN,oubli,9
3191,;,;,1035,Pnc,Pnc,,,PUNCT,;,9
3192,sy,sy,1035,Adv,Adv,si4,C/V\,ADV,si,10
3193,lui,lui,1035,Prn,Prn$$,lui,C/V\,PRON,lui,10
3194,dist,dist,1035,Vfin,Vfin,dire,C/V\,VERB,dire,10
3195,:,:,1035,Pnc,Pnc,,,PUNCT,:,9
3196,«,«,1035,Pnc,Pnc,,,PUNCT,«,9
3197,Madame,madame,1035,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
3198,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3199,tres,tres,1035,Adv,Adv,très,C/V\,ADV,très,10
3200,voullentiers,voullentiers,1035,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
3201,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3202,»,»,1035,Pnc,Pnc,,,PUNCT,»,9
3203,Alors,alors,1035,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
3204,le,le,1035,Det,Det,le,C/(e)\,DET,le,10
3205,roy,roy,1035,N,N,,C/V\,NOUN,roi,8
3206,se,se,1035,Prn,Prn$$,se,C/(e)\,PRON,se,10
3207,retraist,retraist,1035,Vfin,Vfin,retraire,C/V\.'C/V\,VERB,retraire,10
3208,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3209,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3210,aussi,aussi,1035,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
3211,fist,fist,1035,Vfin,Vfin,faire,C/V\,VERB,faire,10
3212,la,la,1035,Det,Det,le,C/V\,DET,le,10
3213,royne,royne,1035,N,N,,C/(V)\.'/V\.C/(e)\,NOUN,reine,8
3214,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3215,Lors,lors,1035,Adv,Adv,lors,C/V\,ADV,lors,10
3216,le,le,1035,Det,Det,le,C/(e)\,DET,le,10
3217,petit,petit,1035,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3218,Saintré,saintré,1035,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
3219,aux,aux,1035,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
3220,galleries,galleries,1035,N,N,,C/V\.C/V\.'C/V\./e\,NOUN,galerie,9
3221,s',s',1035,Prn,Prn$$,se,C/\,PRON,se,10
3222,en,en,1035,Prn,Prn$$,en2,/V\,PRON,en,10
3223,va,va,1035,Vfin,Vfin,aller,C/V\,VERB,aller,10
3224,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3225,Sy,sy,1035,Adv,Adv,si4,C/V\,ADV,si,10
3226,ne,ne,1035,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3227,tarda,tarda,1035,Vfin,Vfin,,C/V\.'C/V\,VERB,tarder,9
3228,guaires,guaires,1035,Adv,Adv,guère,'C/V\.C/e\,ADV,guère,10
3229,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3230,la,la,1035,Det,Det,le,C/V\,DET,le,10
3231,royne,royne,1035,N,N,,C/(V)\.'/V\.C/(e)\,NOUN,reine,8
3232,se,se,1035,Prn,Prn$$,se,C/(e)\,PRON,se,10
3233,mist,mist,1035,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
3234,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3235,dormir,dormir,1035,Vinf,Vinf,dormir,C/V\.'C/V\,VERB,dormir,10
3236,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3237,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3238,Madame,madame,1035,N,N,,C/V\.'C/V\.C/(e)\,PROPN,madame,2
3239,revient,revient,1035,Vfin,Vfin,revenir,C/V\.'C/V\,VERB,revenir,10
3240,en,en,1035,Pre,Pre,en,/V\,ADP,en,10
3241,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3242,chambre,chambre,1035,N,N,,'C/V\.C/(e)\,NOUN,chambre,8
3243,ou,ou,1035,Qux,Qux,où,/V\,PRON,où,10
3244,elle,elle,1035,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
3245,trouva,trouva,1035,Vfin,Vfin,trouver,C/V\.'C/V\,VERB,trouver,10
3246,le,le,1035,Det,Det,le,C/(e)\,DET,le,10
3247,petit,petit,1035,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3248,Saintré,saintré,1035,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
3249,comme,comme,1035,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
3250,elle,elle,1035,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
3251,lui,lui,1035,Prn,Prn$$,lui,C/V\,PRON,lui,10
3252,avoit,avoit,1035,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3253,dit,dit,1035,Vpp,Vpp,dire,C/V\,VERB,dire,10
3254,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3255,Alors,alors,1035,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
3256,lui,lui,1035,Prn,Prn$$,lui,C/V\,PRON,lui,10
3257,dist,dist,1035,Vfin,Vfin,dire,C/V\,VERB,dire,10
3258,:,:,1035,Pnc,Pnc,,,PUNCT,:,9
3259,«,«,1035,Pnc,Pnc,,,PUNCT,«,9
3260,Allez,allez,1035,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3261,devant,devant,1035,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
3262,avec,avec,1035,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
3263,les,les,1035,Det,Det,le,C/V\,DET,le,10
3264,aultres,aultres,1035,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
3265,!,!,1035,Pnc,Pnc,,,PUNCT,!,9
3266,»,»,1035,Pnc,Pnc,,,PUNCT,»,9
3267,Et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3268,quand,quand,1035,Sub,Sub,quand,C/V\,SCONJ,quand,10
3269,elle,elle,1035,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
3270,fut,fut,1035,Vfin,Vfin,être,C/V\,VERB,être,10
3271,en,en,1035,Pre,Pre,en,/V\,ADP,en,10
3272,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3273,chambre,chambre,1035,N,N,,'C/V\.C/(e)\,NOUN,chambre,8
3274,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3275,assise,assise,1035,Vpp,Vpp,asseoir,/V\.'C/V\.C/(e)\,VERB,asseoir,10
3276,sur,sur,1035,PrA,PrA,sur,C/V\,ADP,sur,10
3277,les,les,1035,Det,Det,le,C/V\,DET,le,10
3278,piez,piez,1035,N,N,,C/V\,NOUN,pied,3
3279,du,du,1035,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
3280,petit,petit,1035,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3281,lit,lit,1035,N,N,,C/V\,NOUN,lit,8
3282,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3283,dist,dist,1035,Vfin,Vfin,dire,C/V\,VERB,dire,10
3284,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3285,tous,tous,1035,QIs,QIs,tout,C/V\,DET,tout,10
3286,ses,ses,1035,Det,Det,son4,C/V\,DET,son,10
3287,escuiers,escuiers,1035,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
3288,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3289,aultres,aultres,1035,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
3290,qu',qu',1035,Sub,Sub,que,C/\,SCONJ,que,10
3291,ilz,ilz,1035,Prn,Prn$,il,/V\,PRON,il,10
3292,s',s',1035,Prn,Prn$$,se,C/\,PRON,se,10
3293,en,en,1035,Prn,Prn$$,en2,/V\,PRON,en,10
3294,allassent,allassent,1035,Vfin,Vfin,aller,/V\.'C/V\.C/e\,VERB,aller,10
3295,hors,hors,1035,PrA,PrA,hors,C/V\,ADV,hors,10
3296,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3297,Alors,alors,1035,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
3298,appella,appella,1035,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,VERB,appeler,10
3299,le,le,1035,Det,Det,le,C/(e)\,DET,le,10
3300,petit,petit,1035,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
3301,Saintré,saintré,1035,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
3302,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3303,lui,lui,1035,Prn,Prn$$,lui,C/V\,PRON,lui,10
3304,dist,dist,1035,Vfin,Vfin,dire,C/V\,VERB,dire,10
3305,:,:,1035,Pnc,Pnc,,,PUNCT,:,9
3306,«,«,1035,Pnc,Pnc,,,PUNCT,«,9
3307,Or,or,1035,Adv,Adv,or2,/V\,ADV,or,10
3308,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3309,sire,sire,1035,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3310,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3311,vous,vous,1035,Prn,Prn$$,vous,C/V\,PRON,vous,10
3312,ay,ay,1035,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3313,je,je,1035,Prn,Prn%,je,C/(e)\,PRON,je,10
3314,cy,cy,1035,Adv,Adv,ci,C/V\,ADV,ci,10
3315,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3316,Ou,ou,1035,Qux,Qux,où,/V\,PRON,où,10
3317,est,est,1035,Vfin,Vfin,être,/V\,VERB,être,10
3318,vostre,vostre,1035,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
3319,foy,foy,1035,N,N,,C/V\,NOUN,foi,3
3320,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3321,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3322,par,par,1035,Pre,Pre,par,C/V\,ADP,par,10
3323,deux,deux,1035,QIs,QIs,deux,C/V\,NUM,deux,10
3324,foys,foys,1035,N,N,,C/V\,NOUN,fois,3
3325,me,me,1035,Prn,Prn$$,me,C/(e)\,PRON,me,10
3326,promeistes,promeistes,1035,Vfin,Vfin,promettre,C/V\.C/(V)\.'/V\.C/e\,VERB,promettre,10
3327,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3328,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3329,par,par,1035,Pre,Pre,par,C/V\,ADP,par,10
3330,quatre,quatre,1035,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10
3331,jours,jours,1035,N,N,,C/V\,NOUN,jour,8
3332,vous,vous,1035,Prn,Prn$$,vous,C/V\,PRON,vous,10
3333,fuyez,fuyez,1035,Vfin,Vfin,fuir,C/V\.'C/V\,VERB,fuir,10
3334,de,de,1035,Pre,Pre,de,C/(e)\,ADP,de,10
3335,moi,moi,1035,Prn,Prn,moi,C/V\,PRON,moi,10
3336,?,?,1035,Pnc,Pnc,,,PUNCT,?,9
3337,Quelle,quelle,1035,Qux,Qux,quel,'C/V\.C/(e)\,DET,quel,10
3338,vengance,vengance,1035,N,N,,C/V\.'C/V\.C/(e)\,NOUN,vengeance,9
3339,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3340,quelle,quelle,1035,Qux,Qux,quel,'C/V\.C/(e)\,DET,quel,10
3341,pugnicion,pugnicion,1035,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,punition,9
3342,doit,doit,1035,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
3343,on,on,1035,Prn,Prn%,on,/V\,PRON,on,10
3344,prendre,prendre,1035,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
3345,d',d',1035,Pre,Pre,de,C/\,ADP,de,10
3346,un,un,1035,QIs,QIs,un,/V\,DET,un,10
3347,homme,homme,1035,N,N,,'/V\.C/(e)\,NOUN,homme,8
3348,qui,qui,1035,Qux,Qux,qui,C/V\,PRON,qui,10
3349,a,a,1035,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3350,menty,menty,1035,Vpp,Vpp,mentir,C/V\.'C/V\,VERB,mentir,10
3351,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3352,foy,foy,1035,N,N,,C/V\,NOUN,foi,3
3353,?,?,1035,Pnc,Pnc,,,PUNCT,?,9
3354,»,»,1035,Pnc,Pnc,,,PUNCT,»,9
3355,A,a,1035,Pre,Pre,à,/V\,ADP,à,10
3356,ces,ces,1035,Dem,Dem,cist,C/V\,DET,cist,10
3357,dures,dures,1035,Adj,Adj,dur,'C/V\.C/e\,ADJ,dur,10
3358,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3359,si,si,1035,Adv,Adv,si4,C/V\,ADV,si,10
3360,cruelles,cruelles,1035,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,cruel,9
3361,parolles,parolles,1035,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
3362,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3363,ne,ne,1035,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3364,penssa,penssa,1035,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10
3365,pas,pas,1035,Neg,Neg,pas,C/V\,ADV,pas,10
3366,moins,moins,1035,Adv,Adv,moins,C/V\,ADV,moins,10
3367,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3368,d',d',1035,Pre,Pre,de,C/\,ADP,de,10
3369,estre,estre,1035,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
3370,mort,mort,1035,Vpp,Vpp,mourir,C/V\,VERB,mourir,10
3371,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3372,Lors,lors,1035,Adv,Adv,lors,C/V\,ADV,lors,10
3373,tout,tout,1035,QIs,QIs,tout,C/V\,ADV,tout,10
3374,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3375,cop,cop,1035,N,N,,C/V\,NOUN,coup,8
3376,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3377,genoulz,genoulz,1035,N,N,,C/V\.'C/V\,NOUN,genou,9
3378,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3379,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3380,mains,mains,1035,N,N,,C/V\,NOUN,main,8
3381,jointes,jointes,1035,Vpp,Vpp,joindre,'C/V\.C/e\,VERB,joindre,10
3382,se,se,1035,Prn,Prn$$,se,C/(e)\,PRON,se,10
3383,mist,mist,1035,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
3384,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3385,requérant,requérant,1035,Vprs,Vprs,requérir,C/V\.C/V\.'C/V\,VERB,requérir,10
3386,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3387,Madame,madame,1035,N,N,,C/V\.'C/V\.C/(e)\,PROPN,madame,2
3388,merci,merci,1035,N,N,,C/V\.'C/V\,NOUN,merci,8
3389,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3390,disant,disant,1035,Vprs,Vprs,dire,C/V\.'C/V\,VERB,dire,10
3391,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3392,vrayement,vrayement,1035,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
3393,il,il,1035,Prn,Prn$,il,/V\,PRON,il,10
3394,avait,avait,1035,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3395,eu,eu,1035,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10
3396,beaucoup,beaucoup,1035,Adv,Adv,beaucoup,C/V\.'C/V\,ADV,beaucoup,10
3397,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3398,faire,faire,1035,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
3399,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3400,Madame,madame,1035,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
3401,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3402,qui,qui,1035,Qux,Qux,qui,C/V\,PRON,qui,10
3403,derriere,derriere,1035,PrA,PrA,derrière,C/V\.'C/V\.C/(e)\,ADP,derrière,10
3404,lui,lui,1035,Prn,Prn,lui,C/V\,PRON,lui,10
3405,veoit,veoit,1035,Vfin,Vfin,voir,C/(V)\.'/V\,VERB,voir,10
3406,ses,ses,1035,Det,Det,son4,C/V\,DET,son,10
3407,femmes,femmes,1035,N,N,,'C/V\.C/e\,NOUN,femme,8
3408,rire,rire,1035,Vinf,Vinf,rire,'C/V\.C/(e)\,VERB,rire,10
3409,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3410,s',s',1035,Prn,Prn$$,se,C/\,PRON,se,10
3411,en,en,1035,Prn,Prn$$,en2,/V\,PRON,en,10
3412,tenoit,tenoit,1035,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
3413,le,le,1035,Det,Det,le,C/(e)\,DET,le,10
3414,plus,plus,1035,Adv,Adv,plus,C/V\,ADV,plus,10
3415,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3416,pooit,pooit,1035,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
3417,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3418,sy,sy,1035,Adv,Adv,si4,C/V\,ADV,si,10
3419,lui,lui,1035,Prn,Prn$$,lui,C/V\,PRON,lui,10
3420,dist,dist,1035,Vfin,Vfin,dire,C/V\,VERB,dire,10
3421,:,:,1035,Pnc,Pnc,,,PUNCT,:,9
3422,«,«,1035,Pnc,Pnc,,,PUNCT,«,9
3423,Or,or,1035,Adv,Adv,or2,/V\,ADV,or,10
3424,bien,bien,1035,Adv,Adv,bien,C/V\,ADV,bien,10
3425,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3426,sire,sire,1035,N,N,,'C/V\.C/(e)\,NOUN,sire,11
3427,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3428,prenons,prenons,1035,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10
3429,qu',qu',1035,Sub,Sub,que,C/\,SCONJ,que,10
3430,il,il,1035,Prn,Prn$,il,/V\,PRON,il,10
3431,soit,soit,1035,Vfin,Vfin,être,C/V\,VERB,être,10
3432,ce,ce,1035,Prn,Prn,ce,C/(e)\,PRON,ce,10
3433,que,que,1035,Qux,Qux,que,C/(e)\,PRON,que,10
3434,vous,vous,1035,Prn,Prn$,vous,C/V\,PRON,vous,10
3435,dittes,dittes,1035,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
3436,:,:,1035,Pnc,Pnc,,,PUNCT,:,9
3437,en,en,1035,Pre,Pre,en,/V\,ADP,en,10
3438,ces,ces,1035,Dem,Dem,cist,C/V\,DET,cist,10
3439,quatre,quatre,1035,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10
3440,jours,jours,1035,N,N,,C/V\,NOUN,jour,8
3441,avez,avez,1035,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3442,vous,vous,1035,Prn,Prn%,vous,C/V\,PRON,vous,10
3443,dame,dame,1035,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3444,choisie,choisie,1035,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,choisir,8
3445,?,?,1035,Pnc,Pnc,,,PUNCT,?,9
3446,»,»,1035,Pnc,Pnc,,,PUNCT,»,9
3447,Et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3448,quant,quant,1035,Sub,Sub,quand,C/V\,SCONJ,quand,10
3449,il,il,1035,Prn,Prn$,il,/V\,PRON,il,10
3450,oÿt,oÿt,1035,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
3451,parler,parler,1035,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
3452,de,de,1035,Pre,Pre,de,C/(e)\,ADP,de,10
3453,dame,dame,1035,N,N,,'C/V\.C/(e)\,NOUN,dame,8
3454,choisie,choisie,1035,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,choisir,8
3455,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3456,il,il,1035,Prn,Prn$,il,/V\,PRON,il,10
3457,ne,ne,1035,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3458,prisa,prisa,1035,Vfin,Vfin,priser,C/V\.'C/V\,VERB,priser,10
3459,pas,pas,1035,Neg,Neg,pas,C/V\,ADV,pas,10
3460,plus,plus,1035,Adv,Adv,plus,C/V\,ADV,plus,10
3461,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3462,vie,vie,1035,N,N,,'C/V\./(e)\,NOUN,vie,3
3463,que,que,1035,Sub,Sub,que,C/(e)\,SCONJ,que,10
3464,sa,sa,1035,Det,Det,son4,C/V\,DET,son,10
3465,mort,mort,1035,N,N,,C/V\,NOUN,mort,3
3466,.,.,1035,Pnc,Pnc,,,PUNCT,.,9
3467,Lors,lors,1035,Adv,Adv,lors,C/V\,ADV,lors,10
3468,commencerent,commencerent,1035,Vfin,Vfin,commencer,C/V\.C/V\.'C/V\.C/e\,VERB,commencer,10
3469,ses,ses,1035,Det,Det,son4,C/V\,DET,son,10
3470,yeulx,yeulx,1035,N,N,,C/V\,NOUN,oeil,8
3471,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3472,plourer,plourer,1035,Vinf,Vinf,pleurer,C/V\.'C/V\,VERB,pleurer,10
3473,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3474,son,son,1035,Det,Det,son4,C/V\,DET,son,10
3475,vis,vis,1035,N,N,,C/V\,NOUN,vis,3
3476,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3477,pallir,pallir,1035,Vinf,Vinf,,C/V\.'C/V\,VERB,pâlir,6
3478,et,et,1035,Crd,Crd,et,/V\,CCONJ,et,10
3479,a,a,1035,Pre,Pre,à,/V\,ADP,à,10
3480,tressuer,tressuer,1035,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,tressuer,9
3481,",",",",1035,Pnc,Pnc,,,PUNCT,",",9
3482,car,car,1036,Crd,Crd,car,C/V\,CCONJ,car,10
3483,il,il,1036,Prn,Prn$,il,/V\,PRON,il,10
3484,avoit,avoit,1036,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
3485,ja,ja,1036,Adv,Adv,jà,C/V\,ADV,jà,10
3486,tout,tout,1036,QIs,QIs,tout,C/V\,PRON,tout,10
3487,oublié,oublié,1036,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,oublier,8
3488,:,:,1036,Pnc,Pnc,,,PUNCT,:,9
3489,si,si,1036,Adv,Adv,si4,C/V\,ADV,si,10
3490,ne,ne,1036,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
3491,seust,seüst,1036,Vfin,Vfin,savoir,C/(V)\.'/V\,VERB,savoir,10
3492,plus,plus,1036,Adv,Adv,plus,C/V\,ADV,plus,10
3493,que,que,1036,Qux,Qux,que,C/(e)\,PRON,que,10
3494,dire,dire,1036,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
3495,",",",",1036,Pnc,Pnc,,,PUNCT,",",9
3496,ne,ne,1036,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
3497,comment,comment,1036,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
3498,soy,soy,1036,Prn,Prn$$,soi,C/V\,PRON,soi,10
3499,excuser,excuser,1036,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,excuser,9
3500,.,.,1036,Pnc,Pnc,,,PUNCT,.,9
3501,Lors,lors,1036,Adv,Adv,lors,C/V\,ADV,lors,10
3502,Madame,madame,1036,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
3503,",",",",1036,Pnc,Pnc,,,PUNCT,",",9
3504,qui,qui,1036,Qux,Qux,qui,C/V\,PRON,qui,10
3505,le,le,1036,Prn,Prn$$,le,C/(e)\,PRON,le,10
3506,vist,vist,1036,Vfin,Vfin,voir,C/V\,VERB,voir,10
3507,en,en,1036,Pre,Pre,en,/V\,ADP,en,10
3508,tel,tel,1036,Adj,Adj,tel,C/V\,ADJ,tel,10
3509,parti,parti,1036,N,N,,C/V\.'C/V\,NOUN,parti,3
3510,",",",",1036,Pnc,Pnc,,,PUNCT,",",9
3511,en,en,1036,Pre,Pre,en,/V\,ADP,en,10
3512,sousriant,sousriant,1036,Vprs,Vprs,sourire,C/V\.C/V\.'C/V\,VERB,sourire,10
3513,a,a,1036,Pre,Pre,à,/V\,ADP,à,10
3514,ses,ses,1036,Det,Det,son4,C/V\,DET,son,10
3515,femmes,femmes,1036,N,N,,'C/V\.C/e\,NOUN,femme,8
3516,dist,dist,1036,Vfin,Vfin,dire,C/V\,VERB,dire,10
3517,:,:,1036,Pnc,Pnc,,,PUNCT,:,9
3518,«,«,1036,Pnc,Pnc,,,PUNCT,«,9
3519,Que,que,1036,Qux,Qux,que,C/(e)\,PRON,que,10
3520,direz,direz,1036,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
3521,vous,vous,1036,Prn,Prn%,vous,C/V\,PRON,vous,10
3522,d',d',1036,Pre,Pre,de,C/\,ADP,de,10
