wd_id,word,lex_id,page_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
992,",",",",1026,Pnc,Pnc,,,PUNCT,",",9
993,qui,qui,1026,Qux,Qux,qui,C/V\,PRON,qui,10
994,a,a,1026,Vfin,Vfin,avoir,/V\,VERB,avoir,10
995,desconffit,desconffit,1026,Vpp,Vpp,déconfire,C/V\.C/V\.'C/V\,VERB,déconfire,10
996,la,la,1026,Det,Det,le,C/V\,DET,le,10
997,femme,femme,1026,N,N,,'C/V\.C/(e)\,NOUN,femme,3
998,aux,aux,1026,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
999,.xxij.,.xxij.,1026,QIs,QIs,vingt.deux,C/V\.'C/V\,NUM,vingt.deux,10
1000,maris,maris,1026,N,N,,C/V\.'C/V\,NOUN,mari,9
1001,!,!,1026,Pnc,Pnc,,,PUNCT,!,9
1002,»,»,1026,Pnc,Pnc,,,PUNCT,»,9
1003,Et,et,1026,Crd,Crd,et,/V\,CCONJ,et,10
1004,cy,cy,1026,Adv,Adv,ci,C/V\,ADV,ci,10
1005,donray,donray,1026,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
1006,fin,fin,1026,N,N,,C/V\,NOUN,fin,3
1007,a,a,1026,Pre,Pre,à,/V\,ADP,à,10
1008,ces,ces,1026,Dem,Dem,cist,C/V\,DET,cist,10
1009,exemples,exemples,1026,N,N,,/V\.'C/V\.C/e\,NOUN,exemple,9
1010,",",",",1026,Pnc,Pnc,,,PUNCT,",",9
1011,pour,pour,1026,Pre,Pre,pour,C/V\,ADP,pour,10
1012,revenir,revenir,1026,Vinf,Vinf,revenir,C/V\.C/e\.'C/V\,VERB,revenir,10
1013,a,a,1026,Pre,Pre,à,/V\,ADP,à,10
1014,l',l',1026,Det,Det,le,C/\,DET,le,10
1015,istoire,istoire,1026,N,N,,/V\.'C/V\.C/(e)\,NOUN,histoire,9
1016,de,de,1026,Pre,Pre,de,C/(e)\,ADP,de,10
1017,Madame,madame,1026,N,N,,C/V\.'C/V\.C/(e)\,PROPN,madame,2
1018,et,et,1026,Crd,Crd,et,/V\,CCONJ,et,10
1019,du,du,1026,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1020,petit,petit,1026,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
1021,Saintré,saintré,1026,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
1022,.,.,1026,Pnc,Pnc,,,PUNCT,.,9
1023,Ceste,ceste,1027,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
1024,dame,dame,1027,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1025,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1026,comme,comme,1027,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
1027,dit,dit,1027,Vpp,Vpp,dire,C/V\,VERB,dire,10
1028,est,est,1027,Vfin,Vfin,être,/V\,VERB,être,10
1029,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1030,ayant,ayant,1027,Vprs,Vprs,avoir,/V\.'C/V\,VERB,avoir,10
1031,emprins,emprins,1027,Vpp,Vpp,emprendre,/V\.'C/V\,VERB,emprendre,10
1032,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1033,pour,pour,1027,Pre,Pre,pour,C/V\,ADP,pour,10
1034,quelque,quelque,1027,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10
1035,occasion,occasion,1027,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,occasion,9
1036,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1037,fust,fust,1027,Vfin,Vfin,être,C/V\,VERB,être,10
1038,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1039,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1040,jamais,jamais,1027,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10
1041,plus,plus,1027,Adv,Adv,plus,C/V\,ADV,plus,10
1042,ne,ne,1027,Neg,Neg,ne,C/(e)\,ADV,ne,10
1043,soy,soy,1027,Prn,Prn$$,soi,C/V\,PRON,soi,10
1044,marier,marier,1027,Vinf,Vinf,marier,C/V\.C/{V}\.'/V\,VERB,marier,10
1045,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1046,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1047,non,non,1027,Neg,Neg,ne,C/V\,ADV,ne,10
1048,obstant,obstant,1027,Vprs,Vprs,,/V\.'C/V\,VERB,obster,8
1049,ce,ce,1027,Prn,Prn,ce,C/(e)\,PRON,ce,10
1050,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1051,elle,elle,1027,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1052,ayant,ayant,1027,Vprs,Vprs,avoir,/V\.'C/V\,VERB,avoir,10
1053,son,son,1027,Det,Det,son4,C/V\,DET,son,10
1054,cœur,cœur,1027,N,N,,C/V\,NOUN,cour,0
1055,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1056,diverses,diverses,1027,QIs,QIs,divers,C/V\.'C/V\.C/e\,DET,divers,10
1057,penssees,penssees,1027,N,N,,C/V\.'C/V\./e\,NOUN,pensée,8
1058,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1059,entre,entre,1027,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
1060,lesquelles,lesquelles,1027,Qux,Qux,lequel,C/V\.'C/V\.C/e\,PRON,lequel,10
1061,par,par,1027,Pre,Pre,par,C/V\,ADP,par,10
1062,maintes,maintes,1027,QIs,QIs,maint,'C/V\.C/e\,DET,maint,10
1063,fois,fois,1027,N,N,,C/V\,NOUN,fois,3
1064,s',s',1027,Prn,Prn$$,se,C/\,PRON,se,10
1065,appensa,appensa,1027,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,apenser,9
1066,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1067,vrayement,vrayement,1027,Adv,Adv,,C/V\.C/(V)\.'/V\,ADV,vraiment,9
1068,elle,elle,1027,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1069,voulloit,voulloit,1027,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
1070,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1071,ce,ce,1027,Dem,Dem,cist,C/(e)\,DET,cist,10
1072,monde,monde,1027,N,N,,'C/V\.C/(e)\,NOUN,monde,8
1073,faire,faire,1027,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
1074,d',d',1027,Pre,Pre,de,C/\,ADP,de,10
1075,aucun,aucun,1027,QIs,QIs,aucun,/V\.'C/V\,DET,aucun,10
1076,josne,josne,1027,Adj,Adj,,'C/V\.C/(e)\,ADJ,jeune,9
1077,chevalier,chevalier,1027,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
1078,ou,ou,1027,Crd,Crd,ou,/V\,CCONJ,ou,10
1079,escuyer,escuyer,1027,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
1080,ung,ung,1027,QIs,QIs,un,/V\,DET,un,10
1081,renommé,renommé,1027,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,renommer,8
1082,homme,homme,1027,N,N,,'/V\.C/(e)\,NOUN,homme,8
1083,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1084,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1085,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1086,celle,celle,1027,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
1087,pensee,pensee,1027,N,N,,C/V\.'C/V\./(e)\,NOUN,pensée,8
1088,s',s',1027,Prn,Prn$$,se,C/\,PRON,se,10
1089,arresta,arresta,1027,Vfin,Vfin,arrêter,/V\.C/V\.'C/V\,VERB,arrêter,10
1090,totallement,totallement,1027,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,totalement,9
1091,:,:,1027,Pnc,Pnc,,,PUNCT,:,9
1092,sy,sy,1027,Adv,Adv,si4,C/V\,ADV,si,10
1093,regarda,regarda,1027,Vfin,Vfin,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10
1094,par,par,1027,Pre,Pre,par,C/V\,ADP,par,10
1095,plusieurs,plusieurs,1027,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
1096,jours,jours,1027,N,N,,C/V\,NOUN,jour,8
1097,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1098,ça,ça,1027,Adv,Adv,çà,C/V\,ADV,çà,10
1099,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1100,la,la,1027,Adv,Adv,là,C/V\,ADV,là,10
1101,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1102,les,les,1027,Det,Det,le,C/V\,DET,le,10
1103,bonnes,bonnes,1027,Adj,Adj,bon,'C/V\.C/e\,ADJ,bon,10
1104,mœurs,mœurs,1027,N,N,,C/V\,NOUN,moeurs,0
1105,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1106,condicions,condicions,1027,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,condition,8
1107,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1108,tous,tous,1027,QIs,QIs,tout,C/V\,DET,tout,10
1109,les,les,1027,Det,Det,le,C/V\,DET,le,10
1110,josnes,josnes,1027,Adj,Adj,,'C/V\.C/e\,ADJ,jeune,9
1111,gentilz,gentilz,1027,Adj,Adj,gentil,C/V\.'C/V\,ADJ,gentil,10
1112,hommes,hommes,1027,N,N,,'/V\.C/e\,NOUN,homme,8
1113,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1114,enfans,enfans,1027,N,N,,/V\.'C/V\,NOUN,enfant,8
1115,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1116,la,la,1027,Det,Det,le,C/V\,DET,le,10
1117,court,court,1027,N,N,,C/V\,NOUN,cour,3
1118,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1119,pour,pour,1027,Pre,Pre,pour,C/V\,ADP,pour,10
1120,en,en,1027,Prn,Prn$,en2,/V\,PRON,en,10
1121,choisir,choisir,1027,Vinf,Vinf,,C/V\.'C/V\,VERB,choisir,9
1122,ung,ung,1027,QIs,QIs,un,/V\,PRON,un,10
1123,le,le,1027,Det,Det,le,C/(e)\,DET,le,10
1124,plus,plus,1027,Adv,Adv,plus,C/V\,ADV,plus,10
1125,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1126,son,son,1027,Det,Det,son4,C/V\,DET,son,10
1127,gré,gré,1027,N,N,,C/V\,NOUN,gré,5
1128,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1129,mais,mais,1027,Crd,Crd,mais,C/V\,CCONJ,mais,10
1130,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1131,la,la,1027,Det,Det,le,C/V\,DET,le,10
1132,parfin,parfin,1027,N,N,,C/V\.'C/V\,NOUN,parfin,9
1133,sur,sur,1027,PrA,PrA,sur,C/V\,ADP,sur,10
1134,le,le,1027,Det,Det,le,C/(e)\,DET,le,10
1135,petit,petit,1027,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
1136,Saintré,saintré,1027,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
1137,se,se,1027,Prn,Prn$$,se,C/(e)\,PRON,se,10
1138,arresta,arresta,1027,Vfin,Vfin,arrêter,/V\.C/V\.'C/V\,VERB,arrêter,10
1139,.,.,1027,Pnc,Pnc,,,PUNCT,.,9
1140,Sy,sy,1027,Adv,Adv,si4,C/V\,ADV,si,10
1141,advint,advint,1027,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10
1142,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1143,elle,elle,1027,Prn,Prn,elle,'/V\.C/(e)\,PRON,elle,10
1144,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1145,pour,pour,1027,Pre,Pre,pour,C/V\,ADP,pour,10
1146,veoir,veoir,1027,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10
1147,son,son,1027,Det,Det,son4,C/V\,DET,son,10
1148,maintien,maintien,1027,N,N,,C/V\.'C/V\,NOUN,maintien,8
1149,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1150,son,son,1027,Det,Det,son4,C/V\,DET,son,10
1151,parler,parler,1027,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
1152,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1153,pluiseurs,pluiseurs,1027,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
1154,foiz,foiz,1027,N,N,,C/V\,NOUN,fois,3
1155,publicquement,publicquement,1027,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,publiquement,6
1156,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1157,pluiseurs,pluiseurs,1027,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
1158,choses,choses,1027,N,N,,'C/V\.C/e\,NOUN,chose,8
1159,l',l',1027,Prn,Prn$$,le,C/\,PRON,le,10
1160,araisonna,araisonna,1027,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,arraisonner,9
1161,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1162,dont,dont,1027,Qux,Qux,dont,C/V\,ADV,dont,10
1163,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1164,tant,tant,1027,QIs,QIs,tant,C/V\,ADV,tant,10
1165,plus,plus,1027,Adv,Adv,plus,C/V\,ADV,plus,10
1166,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1167,lui,lui,1027,Prn,Prn,lui,C/V\,PRON,lui,10
1168,elle,elle,1027,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1169,parloit,parloit,1027,Vfin,Vfin,parler,C/V\.'C/V\,VERB,parler,10
1170,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1171,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1172,tant,tant,1027,QIs,QIs,tant,C/V\,ADV,tant,10
1173,plus,plus,1027,Adv,Adv,plus,C/V\,ADV,plus,10
1174,lui,lui,1027,Prn,Prn$$,lui,C/V\,PRON,lui,10
1175,venoit,venoit,1027,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
1176,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1177,plaisir,plaisir,1027,N,N,,C/V\.'C/V\,PROPN|NOUN,plaisir,8
1178,.,.,1027,Pnc,Pnc,,,PUNCT,.,9
1179,Mais,mais,1027,Crd,Crd,mais,C/V\,CCONJ,mais,10
1180,d',d',1027,Pre,Pre,de,C/\,ADP,de,10
1181,aultre,aultre,1027,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1182,chose,chose,1027,N,N,,'C/V\.C/(e)\,NOUN,chose,8
1183,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1184,d',d',1027,Pre,Pre,de,C/\,ADP,de,10
1185,amours,amours,1027,N,N,,/V\.'C/V\,NOUN,amour,8
1186,touchast,touchast,1027,Vfin,Vfin,,C/V\.'C/V\,VERB,toucher,9
1187,ne,ne,1027,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1188,s',s',1027,Prn,Prn$$,se,C/\,PRON,se,10
1189,en,en,1027,Prn,Prn$$,en2,/V\,PRON,en,10
1190,osoit,osoit,1027,Vfin,Vfin,oser,/V\.'C/V\,VERB,oser,10
1191,ou,ou,1027,Crd,Crd,ou,/V\,CCONJ,ou,10
1192,ne,ne,1027,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1193,vouloit,vouloit,1027,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
1194,descouvrir,descouvrir,1027,Vinf,Vinf,découvrir,C/V\.C/V\.'C/V\,VERB,découvrir,10
1195,.,.,1027,Pnc,Pnc,,,PUNCT,.,9
1196,Sy,sy,1027,Adv,Adv,si4,C/V\,ADV,si,10
1197,advint,advint,1027,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10
1198,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1199,ainsy,ainsy,1027,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
1200,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1201,Fortune,fortune,1027,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8
1202,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1203,amours,amours,1027,N,N,,/V\.'C/V\,NOUN,amour,8
1204,le,le,1027,Prn,Prn,le,C/(e)\,PRON,le,10
1205,eurent,eurent,1027,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10
1206,permis,permis,1027,Vpp,Vpp,permettre,C/V\.'C/V\,VERB,permettre,10
1207,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1208,Madame,madame,1027,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
1209,venoit,venoit,1027,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
1210,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1211,sa,sa,1027,Det,Det,son4,C/V\,DET,son,10
1212,chambre,chambre,1027,N,N,,'C/V\.C/(e)\,NOUN,chambre,8
1213,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1214,qui,qui,1027,Qux,Qux,qui,C/V\,PRON,qui,10
1215,sur,sur,1027,PrA,PrA,sur,C/V\,ADP,sur,10
1216,jour,jour,1027,N,N,,C/V\,NOUN,jour,8
1217,la,la,1027,Det,Det,le,C/V\,DET,le,10
1218,royne,royne,1027,N,N,,C/(V)\.'/V\.C/(e)\,NOUN,reine,8
1219,avoit,avoit,1027,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1220,mis,mis,1027,Vpp,Vpp,mettre,C/V\,VERB,mettre,10
1221,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1222,dormir,dormir,1027,Vinf,Vinf,dormir,C/V\.'C/V\,VERB,dormir,10
1223,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1224,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1225,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1226,passant,passant,1027,Vprs,Vprs,passer,C/V\.'C/V\,VERB,passer,10
1227,sur,sur,1027,PrA,PrA,sur,C/V\,ADP,sur,10
1228,les,les,1027,Det,Det,le,C/V\,DET,le,10
1229,galleries,galleries,1027,N,N,,C/V\.C/V\.'C/V\./e\,NOUN,galerie,9
1230,avec,avec,1027,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
1231,ses,ses,1027,Det,Det,son4,C/V\,DET,son,10
1232,escuiers,escuiers,1027,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
1233,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1234,dames,dames,1027,N,N,,'C/V\.C/e\,NOUN,dame,3
1235,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1236,damoiselles,damoiselles,1027,N,N,,C/V\.C/V\.'C/V\.C/e\,NOUN,damoiselle,8
1237,qui,qui,1027,Qux,Qux,qui,C/V\,PRON,qui,10
1238,aprés,aprés,1027,PrA,PrA,après,/V\.'C/V\,ADP,après,10
1239,elle,elle,1027,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1240,venoient,venoient,1027,Vfin,Vfin,venir,C/V\.'C/V\./e\,VERB,venir,10
1241,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1242,trouva,trouva,1027,Vfin,Vfin,trouver,C/V\.'C/V\,VERB,trouver,10
1243,le,le,1027,Det,Det,le,C/(e)\,DET,le,10
1244,petit,petit,1027,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
1245,Saintré,saintré,1027,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
1246,la,la,1027,Adv,Adv,là,C/V\,ADV,là,10
1247,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1248,qui,qui,1027,Qux,Qux,qui,C/V\,PRON,qui,10
1249,regardoit,regardoit,1027,Vfin,Vfin,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10
1250,bas,bas,1027,Adj,Adj,,C/V\,ADJ,bas,8
1251,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1252,la,la,1027,Det,Det,le,C/V\,DET,le,10
1253,court,court,1027,N,N,,C/V\,NOUN,cour,3
1254,les,les,1027,Det,Det,le,C/V\,DET,le,10
1255,joueurs,joueurs,1027,N,N,,C/V\.'C/V\,NOUN,joueur,6
1256,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1257,palme,palme,1027,N,N,,'C/V\.C/(e)\,NOUN,palme,3
1258,jouer,jouer,1027,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,jouer,10
1259,.,.,1027,Pnc,Pnc,,,PUNCT,.,9
1260,Et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1261,quant,quant,1027,Sub,Sub,quand,C/V\,SCONJ,quand,10
1262,il,il,1027,Prn,Prn$,il,/V\,PRON,il,10
1263,vit,vit,1027,Vfin,Vfin,voir,C/V\,VERB,voir,10
1264,les,les,1027,Det,Det,le,C/V\,DET,le,10
1265,escuiers,escuiers,1027,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
1266,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1267,Madame,madame,1027,N,N,,C/V\.'C/V\.C/(e)\,PROPN,madame,2
1268,passer,passer,1027,Vinf,Vinf,passer,C/V\.'C/V\,VERB,passer,10
1269,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1270,incontinent,incontinent,1027,Adv,Adv,incontinent,/V\.C/V\.C/V\.'C/V\,ADV,incontinent,10
1271,a,a,1027,Pre,Pre,à,/V\,ADP,à,10
1272,genoulz,genoulz,1027,N,N,,C/V\.'C/V\,NOUN,genou,9
1273,se,se,1027,Prn,Prn$$,se,C/(e)\,PRON,se,10
1274,mist,mist,1027,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
1275,lui,lui,1027,Prn,Prn$$,lui,C/V\,PRON,lui,10
1276,faisant,faisant,1027,Vprs,Vprs,faire,C/V\.'C/V\,VERB,faire,10
1277,sa,sa,1027,Det,Det,son4,C/V\,DET,son,10
1278,reverence,reverence,1027,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,révérence,8
1279,.,.,1027,Pnc,Pnc,,,PUNCT,.,9
1280,Mais,mais,1027,Crd,Crd,mais,C/V\,CCONJ,mais,10
1281,quant,quant,1027,Sub,Sub,quand,C/V\,SCONJ,quand,10
1282,Madame,madame,1027,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
1283,le,le,1027,Prn,Prn$$,le,C/(e)\,PRON,le,10
1284,vist,vist,1027,Vfin,Vfin,voir,C/V\,VERB,voir,10
1285,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1286,fut,fut,1027,Vfin,Vfin,être,C/V\,VERB,être,10
1287,bien,bien,1027,Adv,Adv,bien,C/V\,ADV,bien,10
1288,aise,aise,1027,Adj,Adj,,'/V\.C/(e)\,ADJ,aise,3
1289,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1290,et,et,1027,Crd,Crd,et,/V\,CCONJ,et,10
1291,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1292,en,en,1027,Pre,Pre,en,/V\,ADP,en,10
1293,passant,passant,1027,Vprs,Vprs,passer,C/V\.'C/V\,VERB,passer,10
1294,oultre,oultre,1027,PrA,PrA,outre2,'/V\.C/(e)\,ADV,outre,10
1295,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1296,lui,lui,1027,Prn,Prn$$,lui,C/V\,PRON,lui,10
1297,dist,dist,1027,Vfin,Vfin,dire,C/V\,VERB,dire,10
1298,:,:,1027,Pnc,Pnc,,,PUNCT,:,9
1299,«,«,1027,Pnc,Pnc,,,PUNCT,«,9
1300,Saintré,saintré,1027,N,N,,C/V\.'C/V\,NOUN,seintref,-10
1301,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1302,que,que,1027,Qux,Qux,que,C/(e)\,PRON,que,10
1303,faictes,faictes,1027,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
1304,vous,vous,1027,Prn,Prn%,vous,C/V\,PRON,vous,10
1305,cy,cy,1027,Adv,Adv,ci,C/V\,ADV,ci,10
1306,?,?,1027,Pnc,Pnc,,,PUNCT,?,9
1307,Est,est,1027,Vfin,Vfin,être,/V\,VERB,être,10
1308,ce,ce,1027,Prn,Prn,ce,C/(e)\,PRON,ce,10
1309,la,la,1027,Det,Det,le,C/V\,DET,le,10
1310,contenence,contenence,1027,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,contenance,9
1311,d',d',1027,Pre,Pre,de,C/\,ADP,de,10
1312,un,un,1027,QIs,QIs,un,/V\,DET,un,10
1313,escuier,escuier,1027,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
1314,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1315,bien,bien,1027,N,N,bien,C/V\,NOUN,bien,10
1316,",",",",1027,Pnc,Pnc,,,PUNCT,",",9
1317,que,que,1027,Sub,Sub,que,C/(e)\,SCONJ,que,10
1318,de,de,1027,Pre,Pre,de,C/(e)\,ADP,de,10
1319,non,non,1027,Neg,Neg,ne,C/V\,ADV,ne,10
1320,convoier,convoier,1027,Vinf,Vinf,convoyer,C/V\.C/V\.'C/V\,VERB,convoyer,10
1321,les,les,1027,Det,Det,le,C/V\,DET,le,10
1322,dames,dames,1027,N,N,,'C/V\.C/e\,NOUN,dame,3
