wd_id,word,lex_id,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1929,fust,fust,10,Vfin,Vfin,être,C/V\,VERB,être,10
1930,bien,bien,10,N,N,bien,C/V\,PROPN|NOUN,bien,10
1931,ou,ou,10,Crd,Crd,ou,/V\,CCONJ,ou,10
1932,mal,mal,10,N,N,mal,C/V\,NOUN,mal,10
1933,",",",",10,Pnc,Pnc,,,PUNCT,",",9
1934,que,que,10,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
1935,on,on,10,Prn,Prn$,on,/V\,PRON,on,10
1936,ne,ne,10,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1937,lui,lui,10,Prn,Prn$$,lui,C/V\,PRON,lui,10
1938,souffrist,souffrist,10,Vfin,Vfin,souffrir,C/V\.'C/V\,VERB,souffrir,10
1939,",",",",10,Pnc,Pnc,,,PUNCT,",",9
1940,ne,ne,10,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1941,nul,nul,10,QIs,QIs,nul,C/V\,PRON,nul,10
1942,n',n',10,Neg,Neg$$,ne,C/\,ADV,ne,10
1943,osoit,osoit,10,Vfin,Vfin,oser,/V\.'C/V\,VERB,oser,10
1944,faire,faire,10,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
1945,le,le,10,Det,Det,le,C/(e)\,DET,le,10
1946,contraire,contraire,10,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,contraire,8
1947,pour,pour,10,Pre,Pre,pour,C/V\,ADP,pour,10
1948,doubte,doubte,10,N,N,,'C/V\.C/(e)\,NOUN,doute,8
1949,du,du,10,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1950,pere,pere,10,N,N,,'C/V\.C/(e)\,NOUN,père,3
1951,qui,qui,10,Qux,Qux,qui,C/V\,PRON,qui,10
1952,tant,tant,10,QIs,QIs,tant,C/V\,ADV,tant,10
1953,l',l',10,Prn,Prn$$,le,C/\,PRON,le,10
1954,amoit,amoit,10,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
1955,plus,plus,10,Adv,Adv,plus,C/V\,ADV,plus,10
1956,que,que,10,Sub,Sub,que,C/(e)\,SCONJ,que,10
1957,soy,soy,10,Prn,Prn,soi,C/V\,PRON,soi,10
1958,mesmes,mesmes,10,Adj,Adj,même,'C/V\.C/e\,ADJ,même,10
1959,",",",",10,Pnc,Pnc,,,PUNCT,",",9
1960,et,et,10,Crd,Crd,et,/V\,CCONJ,et,10
1961,lui,lui,10,Prn,Prn$$,lui,C/V\,PRON,lui,10
1962,acoustuma,acoustuma,10,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,accoutumer,9
1963,a,a,10,Pre,Pre,à,/V\,ADP,à,10
1964,faire,faire,10,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
1965,quanqu',quanqu',10,Qux,Qux,quanque,C/V\,PRON,quanque,10
1966,il,il,10,Prn,Prn$,il,/V\,PRON,il,10
1967,lui,lui,10,Prn,Prn$$,lui,C/V\,PRON,lui,10
1968,plaisoit,plaisoit,10,Vfin,Vfin,plaire,C/V\.'C/V\,VERB,plaire,10
1969,",",",",10,Pnc,Pnc,,,PUNCT,",",9
1970,et,et,10,Crd,Crd,et,/V\,CCONJ,et,10
1971,estoient,estoient,10,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
1972,son,son,10,Det,Det,son4,C/V\,DET,son,10
1973,pere,pere,10,N,N,,'C/V\.C/(e)\,NOUN,père,3
1974,et,et,10,Crd,Crd,et,/V\,CCONJ,et,10
1975,sa,sa,10,Det,Det,son4,C/V\,DET,son,10
1976,mere,mere,10,N,N,,'C/V\.C/(e)\,NOUN,mère,3
1977,si,si,10,Adv,Adv,si4,C/V\,ADV,si,10
1978,deceüz,deceüz,10,Vpp,Vpp,décevoir,C/V\.C/(V)\.'/V\,VERB,décevoir,10
1979,de,de,10,Pre,Pre,de,C/(e)\,ADP,de,10
1980,lui,lui,10,Prn,Prn,lui,C/V\,PRON,lui,10
1981,qu',qu',10,Sub,Sub,que,C/\,SCONJ,que,10
1982,ilz,ilz,10,Prn,Prn$,il,/V\,PRON,il,10
1983,cuidoient,cuidoient,10,Vfin,Vfin,cuider,C/V\.'C/V\./e\,VERB,cuider,10
1984,que,que,10,Sub,Sub,que,C/(e)\,SCONJ,que,10
1985,ce,ce,10,Prn,Prn,ce,C/(e)\,PRON,ce,10
1986,fust,fust,10,Vfin,Vfin,être,C/V\,VERB,être,10
1987,bien,bien,10,Adv,Adv,bien,C/V\,ADV,bien,10
1988,fait,fait,10,Vpp,Vpp,faire,C/V\,VERB,faire,10
1989,de,de,10,Pre,Pre,de,C/(e)\,ADP,de,10
1990,lui,lui,10,Prn,Prn$,lui,C/V\,PRON,lui,10
1991,laissier,laissier,10,Vinf,Vinf,laisser,C/V\.'C/V\,VERB,laisser,10
1992,faire,faire,10,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
1993,a,a,10,Pre,Pre,à,/V\,ADP,à,10
1994,sa,sa,10,Det,Det,son4,C/V\,DET,son,10
1995,volenté,volenté,10,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,8
1996,et,et,10,Crd,Crd,et,/V\,CCONJ,et,10
1997,qu',qu',10,Sub,Sub,que,C/\,SCONJ,que,10
1998,il,il,10,Prn,Prn$,il,/V\,PRON,il,10
1999,en,en,10,Prn,Prn$$,en2,/V\,PRON,en,10
2000,deüst,deust,10,Vfin,Vfin,devoir2,C/(V)\.'/V\,VERB,devoir,10
2001,tourner,tourner,10,Vinf,Vinf,tourner,C/V\.'C/V\,VERB,tourner,10
2002,a,a,10,Pre,Pre,à,/V\,ADP,à,10
2003,proufit,proufit,10,N,N,,C/V\.'C/V\,NOUN,profit,9
2004,et,et,10,Crd,Crd,et,/V\,CCONJ,et,10
2005,en,en,10,Pre,Pre,en,/V\,ADP,en,10
2006,plus,plus,10,Adv,Adv,plus,C/V\,ADV,plus,10
2007,amender,amender,10,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,amender,9
2008,.,.,10,Pnc,Pnc,,,PUNCT,.,9
2009,Cilz,cilz,11,Dem,Dem,cil,C/V\,DET,cil,10
2010,enfes,enfes,11,N,N,,'/V\.C/e\,NOUN,enfant,9
2011,crut,crut,11,Vfin,Vfin,croître,C/V\,VERB,croître,10
2012,moult,moult,11,QIs,QIs,moult,C/V\,ADV,moult,10
2013,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2014,amenda,amenda,11,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,amender,9
2015,en,en,11,Pre,Pre,en,/V\,ADP,en,10
2016,beauté,beauté,11,N,N,,C/V\.'C/V\,NOUN,beauté,8
2017,",",",",11,Pnc,Pnc,,,PUNCT,",",9
2018,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2019,moult,moult,11,QIs,QIs,moult,C/V\,ADV,moult,10
2020,bien,bien,11,Adv,Adv,bien,C/V\,ADV,bien,10
2021,sembloit,sembloit,11,Vfin,Vfin,sembler,C/V\.'C/V\,VERB,sembler,10
2022,qu',qu',11,Sub,Sub,que,C/\,SCONJ,que,10
2023,il,il,11,Prn,Prn$,il,/V\,PRON,il,10
2024,fust,fust,11,Vfin,Vfin,être,C/V\,VERB,être,10
2025,venu,venu,11,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10
2026,de,de,11,Pre,Pre,de,C/(e)\,ADP,de,10
2027,bon,bon,11,Adj,Adj,bon,C/V\,ADJ,bon,10
2028,lieu,lieu,11,N,N,,C/V\,NOUN,lieu,3
2029,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2030,estrait,estrait,11,Vpp,Vpp,extraire,/V\.'C/V\,VERB,extraire,10
2031,de,de,11,Pre,Pre,de,C/(e)\,ADP,de,10
2032,haute,haute,11,Adj,Adj,haut,'C/V\.C/(e)\,ADJ,haut,10
2033,gent,gent,11,N,N,,C/V\,NOUN,gent,8
2034,;,;,11,Pnc,Pnc,,,PUNCT,;,9
2035,si,si,11,Adv,Adv,si4,C/V\,ADV,si,10
2036,estoit,estoit,11,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2037,grans,grans,11,Adj,Adj,grand,C/V\,ADJ,grand,10
2038,dommages,dommages,11,N,N,,C/V\.'C/V\.C/e\,NOUN,dommage,9
2039,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2040,pitiez,pitiez,11,N,N,,C/V\.'C/V\,NOUN,pitié,9
2041,qu',qu',11,Sub,Sub,que,C/\,SCONJ,que,10
2042,il,il,11,Prn,Prn$,il,/V\,PRON,il,10
2043,n',n',11,Neg,Neg$$,ne,C/\,ADV,ne,10
2044,estoit,estoit,11,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2045,gouvernez,gouvernez,11,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,gouverner,8
2046,",",",",11,Pnc,Pnc,,,PUNCT,",",9
2047,dotrinez,dotrinez,11,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,doctrine,2
2048,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2049,enseignez,enseignez,11,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,enseigner,8
2050,ainsi,ainsi,11,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
2051,qu',qu',11,Sub,Sub,que,C/\,SCONJ,que,10
2052,il,il,11,Prn,Prn$,il,/V\,PRON,il,10
2053,appartenoit,appartenoit,11,Vfin,Vfin,appartenir,/V\.C/V\.C/e\.'C/V\,VERB,appartenir,10
2054,a,a,11,Pre,Pre,à,/V\,ADP,à,10
2055,lui,lui,11,Prn,Prn,lui,C/V\,PRON,lui,10
2056,;,;,11,Pnc,Pnc,,,PUNCT,;,9
2057,car,car,11,Crd,Crd,car,C/V\,CCONJ,car,10
2058,il,il,11,Prn,Prn$,il,/V\,PRON,il,10
2059,estoit,estoit,11,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2060,beaus,beaus,11,Adj,Adj,beau,C/V\,ADJ,beau,10
2061,enfes,enfes,11,N,N,,'/V\.C/e\,NOUN,enfant,9
2062,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2063,seignouriz,seignouriz,11,N,N,,C/V\.C/V\.'C/V\,NOUN,seigneuri,4
2064,",",",",11,Pnc,Pnc,,,PUNCT,",",9
2065,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2066,avoit,avoit,11,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2067,en,en,11,Pre,Pre,en,/V\,ADP,en,10
2068,nom,nom,11,N,N,,C/V\,NOUN,nom,8
2069,Berinus,berinus,11,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2070,.,.,11,Pnc,Pnc,,,PUNCT,.,9
2071,Or,or,11,Adv,Adv,or2,/V\,ADV,or,10
2072,vous,vous,11,Prn,Prn$$,vous,C/V\,PRON,vous,10
2073,diray,diray,11,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
2074,aucunes,aucunes,11,QIs,QIs,aucun,/V\.'C/V\.C/e\,PRON,aucun,10
2075,de,de,11,Pre,Pre,de,C/(e)\,ADP,de,10
2076,ses,ses,11,Det,Det,son4,C/V\,DET,son,10
2077,premieres,premieres,11,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/e\,ADJ,premier,10
2078,enfances,enfances,11,N,N,,/V\.'C/V\.C/e\,NOUN,enfance,9
2079,qu',qu',11,Sub,Sub,que,C/\,SCONJ,que,10
2080,il,il,11,Prn,Prn$,il,/V\,PRON,il,10
2081,fist,fist,11,Vfin,Vfin,faire,C/V\,VERB,faire,10
2082,en,en,11,Pre,Pre,en,/V\,ADP,en,10
2083,sa,sa,11,Det,Det,son4,C/V\,DET,son,10
2084,venue,venue,11,N,N,,C/V\.'C/V\./(e)\,NOUN,venue,8
2085,",",",",11,Pnc,Pnc,,,PUNCT,",",9
2086,qui,qui,11,Qux,Qux,qui,C/V\,PRON,qui,10
2087,depuis,depuis,11,PrA,PrA,depuis,C/V\.'C/V\,ADV,depuis,10
2088,lui,lui,11,Prn,Prn$$,lui,C/V\,PRON,lui,10
2089,tournerent,tournerent,11,Vfin,Vfin,tourner,C/V\.'C/V\.C/e\,VERB,tourner,10
2090,a,a,11,Pre,Pre,à,/V\,ADP,à,10
2091,ennuy,ennuy,11,N,N,,/V\.'C/V\,NOUN,ennui,8
2092,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2093,a,a,11,Pre,Pre,à,/V\,ADP,à,10
2094,dommaige,dommaige,11,N,N,,C/V\.'C/V\.C/(e)\,NOUN,dommage,9
2095,",",",",11,Pnc,Pnc,,,PUNCT,",",9
2096,par,par,11,Pre,Pre,par,C/V\,ADP,par,10
2097,quoy,quoy,11,Qux,Qux,que,C/V\,PRON,que,10
2098,tous,tous,11,QIs,QIs,tout,C/V\,DET,tout,10
2099,ceulx,ceulx,11,Dem,Dem,cil,C/V\,PRON,cil,10
2100,qui,qui,11,Qux,Qux,qui,C/V\,PRON,qui,10
2101,enfans,enfans,11,N,N,,/V\.'C/V\,NOUN,enfant,8
2102,ont,ont,11,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2103,y,y,11,Prn,Prn$$,y2,/V\,PRON,y,10
2104,devroient,devroient,11,Vfin,Vfin,devoir2,C/V\.'C/V\./e\,VERB,devoir,10
2105,bien,bien,11,Adv,Adv,bien,C/V\,ADV,bien,10
2106,prendre,prendre,11,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
2107,garde,garde,11,N,N,,'C/V\.C/(e)\,NOUN,garde,8
2108,et,et,11,Crd,Crd,et,/V\,CCONJ,et,10
2109,chastïer,chastier,11,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,châtier,9
2110,leurs,leurs,11,Det,Det,leur2,C/V\,DET,leur,10
2111,enfans,enfans,11,N,N,,/V\.'C/V\,NOUN,enfant,8
2112,.,.,11,Pnc,Pnc,,,PUNCT,.,9
2113,Quant,quant,12,Sub,Sub,quand,C/V\,SCONJ,quand,10
2114,Berinus,berinus,12,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2115,commença,commença,12,Vfin,Vfin,commencer,C/V\.C/V\.'C/V\,VERB,commencer,10
2116,premierement,premierement,12,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,premièrement,9
2117,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2118,parler,parler,12,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
2119,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2120,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2121,fust,fust,12,Vfin,Vfin,être,C/V\,VERB,être,10
2122,si,si,12,Adv,Adv,si4,C/V\,ADV,si,10
2123,fort,fort,12,Adv,Adv,fort,C/V\,ADV,fort,10
2124,qu',qu',12,Sub,Sub,que,C/\,SCONJ,que,10
2125,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2126,pot,pot,12,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2127,venir,venir,12,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10
2128,en,en,12,Pre,Pre,en,/V\,ADP,en,10
2129,la,la,12,Det,Det,le,C/V\,DET,le,10
2130,sale,sale,12,N,N,,'C/V\.C/(e)\,NOUN,salle,3
2131,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2132,se,se,12,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2133,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2134,encontrast,encontrast,12,Vfin,Vfin,encontrer,/V\.C/V\.'C/V\,VERB,encontrer,10
2135,aucun,aucun,12,QIs,QIs,aucun,/V\.'C/V\,DET,aucun,10
2136,chevalier,chevalier,12,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
2137,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2138,sergent,sergent,12,N,N,,C/V\.'C/V\,NOUN,sergent,9
2139,qui,qui,12,Qux,Qux,qui,C/V\,PRON,qui,10
2140,lui,lui,12,Prn,Prn$$,lui,C/V\,PRON,lui,10
2141,feïst,feist,12,Vfin,Vfin,faire,C/(V)\.'/V\,VERB,faire,10
2142,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2143,deïst,deist,12,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
2144,aucune,aucune,12,QIs,QIs,aucun,/V\.'C/V\.C/(e)\,DET,aucun,10
2145,chose,chose,12,N,N,,'C/V\.C/(e)\,NOUN,chose,8
2146,contre,contre,12,PrA,PrA,contre3,'C/V\.C/(e)\,ADP,contre,10
2147,sa,sa,12,Det,Det,son4,C/V\,DET,son,10
2148,volenté,volenté,12,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,8
2149,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2150,tantost,tantost,12,Adv,Adv,tantôt,C/V\.'C/V\,ADV,tantôt,10
2151,le,le,12,Prn,Prn$$,le,C/(e)\,PRON,le,10
2152,maudisoit,maudisoit,12,Vfin,Vfin,maudire,C/V\.C/V\.'C/V\,VERB,maudire,10
2153,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2154,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2155,l',l',12,Prn,Prn$$,le,C/\,PRON,le,10
2156,appeloit,appeloit,12,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,VERB,appeler,10
2157,larron,larron,12,N,N,,C/V\.'C/V\,NOUN,larron,8
2158,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2159,plus,plus,12,Adv,Adv,plus,C/V\,ADV,plus,10
2160,villainement,villainement,12,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,vilainement,9
2161,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2162,se,se,12,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2163,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2164,savoit,savoit,12,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
2165,;,;,12,Pnc,Pnc,,,PUNCT,;,9
2166,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2167,s',s',12,Sub,Sub,si3,C/\,SCONJ,si,10
2168,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2169,tenist,tenist,12,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
2170,verge,verge,12,N,N,,'C/V\.C/(e)\,NOUN,verge,3
2171,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2172,baston,baston,12,N,N,,C/V\.'C/V\,NOUN,bâton,9
2173,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2174,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2175,les,les,12,Prn,Prn$$,le,C/V\,PRON,le,10
2176,ferist,ferist,12,Vfin,Vfin,férir,C/V\.'C/V\,VERB,férir,10
2177,voulentiers,voulentiers,12,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
2178,sanz,sanz,12,Pre,Pre,sans,C/V\,ADP,sans,10
2179,espargnier,espargnier,12,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,épargner,9
2180,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2181,ou,ou,12,Qux,Qux,où,/V\,ADJ|ADV|DET|PRON,où,10
2182,qu',qu',12,Sub,Sub,que,C/\,SCONJ,que,10
2183,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2184,les,les,12,Prn,Prn$$,le,C/V\,PRON,le,10
2185,peüst,peust,12,Vfin,Vfin,pouvoir2,C/(V)\.'/V\,VERB,pouvoir,10
2186,assener,assener,12,Vinf,Vinf,,/V\.C/e\.'C/V\,VERB,assener,9
2187,;,;,12,Pnc,Pnc,,,PUNCT,;,9
2188,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2189,quant,quant,12,Sub,Sub,quand,C/V\,SCONJ,quand,10
2190,son,son,12,Det,Det,son4,C/V\,DET,son,10
2191,pere,pere,12,N,N,,'C/V\.C/(e)\,NOUN,père,3
2192,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2193,sa,sa,12,Det,Det,son4,C/V\,DET,son,10
2194,mere,mere,12,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2195,le,le,12,Prn,Prn$$,le,C/(e)\,PRON,le,10
2196,veoient,veoient,12,Vfin,Vfin,voir,C/(V)\.'/V\./e\,VERB,voir,10
2197,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2198,si,si,12,Adv,Adv,si4,C/V\,ADV,si,10
2199,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2200,avoient,avoient,12,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
2201,grant,grant,12,Adj,Adj,grand,C/V\,ADJ,grand,10
2202,joye,joye,12,N,N,,'C/V\./(e)\,NOUN,joie,8
2203,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2204,leur,leur,12,Prn,Prn$$,leur,C/V\,PRON,leur,10
2205,sembloit,sembloit,12,Vfin,Vfin,sembler,C/V\.'C/V\,VERB,sembler,10
2206,bien,bien,12,Adv,Adv,bien,C/V\,ADV,bien,10
2207,fait,fait,12,Vpp,Vpp,faire,C/V\,VERB,faire,10
2208,quanqu',quanqu',12,Qux,Qux,quanque,C/V\,PRON,quanque,10
2209,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2210,faisoit,faisoit,12,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2211,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2212,mais,mais,12,Crd,Crd,mais,C/V\,CCONJ,mais,10
2213,moult,moult,12,QIs,QIs,moult,C/V\,ADV,moult,10
2214,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2215,desplaisoit,desplaisoit,12,Vfin,Vfin,déplaire,C/V\.C/V\.'C/V\,VERB,déplaire,10
2216,aux,aux,12,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2217,chevaliers,chevaliers,12,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
2218,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2219,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2220,l',l',12,Det,Det,le,C/\,DET,le,10
2221,autre,autre,12,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
2222,bonne,bonne,12,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10
2223,gent,gent,12,N,N,,C/V\,NOUN,gent,8
2224,qui,qui,12,Qux,Qux,qui,C/V\,PRON,qui,10
2225,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2226,faisoit,faisoit,12,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2227,vilenie,vilenie,12,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,vilenie,8
2228,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2229,despit,despit,12,N,N,,C/V\.'C/V\,NOUN,dépit,3
2230,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2231,ja,ja,12,Adv,Adv,jà,C/V\,ADV,jà,10
2232,soit,soit,12,Vfin,Vfin,être,C/V\,VERB,être,10
2233,ce,ce,12,Prn,Prn,ce,C/(e)\,PRON,ce,10
2234,qu',qu',12,Sub,Sub,que,C/\,SCONJ,que,10
2235,ilz,ilz,12,Prn,Prn$,il,/V\,PRON,il,10
2236,n',n',12,Neg,Neg$$,ne,C/\,ADV,ne,10
2237,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2238,feïssent,feissent,12,Vfin,Vfin,faire,C/(V)\.'/V\.C/e\,VERB,faire,10
2239,nul,nul,12,QIs,QIs,nul,C/V\,DET,nul,10
2240,semblant,semblant,12,N,N,,C/V\.'C/V\,NOUN,semblant,8
2241,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2242,car,car,12,Crd,Crd,car,C/V\,CCONJ,car,10
2243,ilz,ilz,12,Prn,Prn$,il,/V\,PRON,il,10
2244,veoient,veoient,12,Vfin,Vfin,voir,C/(V)\.'/V\./e\,VERB,voir,10
2245,bien,bien,12,Adv,Adv,bien,C/V\,ADV,bien,10
2246,que,que,12,Sub,Sub,que,C/(e)\,SCONJ,que,10
2247,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2248,se,se,12,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2249,ilz,ilz,12,Prn,Prn$,il,/V\,PRON,il,10
2250,s',s',12,Prn,Prn$$,se,C/\,PRON,se,10
2251,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2252,plaignoient,plaignoient,12,Vfin,Vfin,plaindre,C/V\.'C/V\./e\,VERB,plaindre,10
2253,au,au,12,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2254,pere,pere,12,N,N,,'C/V\.C/(e)\,NOUN,père,3
2255,ou,ou,12,Crd,Crd,ou,/V\,CCONJ,ou,10
2256,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2257,la,la,12,Det,Det,le,C/V\,DET,le,10
2258,mere,mere,12,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2259,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2260,pour,pour,12,Pre,Pre,pour,C/V\,ADP,pour,10
2261,blasmer,blasmer,12,Vinf,Vinf,,C/V\.'C/V\,VERB,blâmer,9
2262,ses,ses,12,Det,Det,son4,C/V\,DET,son,10
2263,mauvaises,mauvaises,12,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,mauvais,9
2264,enfances,enfances,12,N,N,,/V\.'C/V\.C/e\,NOUN,enfance,9
2265,",",",",12,Pnc,Pnc,,,PUNCT,",",9
2266,il,il,12,Prn,Prn$,il,/V\,PRON,il,10
2267,s',s',12,Prn,Prn$$,se,C/\,PRON,se,10
2268,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2269,courrouceroient,courrouceroient,12,Vfin,Vfin,,C/V\.C/V\.C/e\.'C/V\./e\,VERB,courroucer,9
2270,durement,durement,12,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,durement,9
2271,vers,vers,12,Pre,Pre,vers2,C/V\,ADP,vers,10
2272,eulx,eulx,12,Prn,Prn,eux,/V\,PRON,eux,10
2273,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2274,non,non,12,Neg,Neg,ne,C/V\,ADV,ne,10
2275,mie,mie,12,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
2276,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2277,l',l',12,Det,Det,le,C/\,DET,le,10
2278,enfant,enfant,12,N,N,,/V\.'C/V\,NOUN,enfant,3
2279,.,.,12,Pnc,Pnc,,,PUNCT,.,9
2280,Et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2281,pour,pour,12,Pre,Pre,pour,C/V\,ADP,pour,10
2282,ce,ce,12,Prn,Prn,ce,C/(e)\,PRON,ce,10
2283,s',s',12,Prn,Prn$$,se,C/\,PRON,se,10
2284,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2285,souffroient,souffroient,12,Vfin,Vfin,souffrir,C/V\.'C/V\./e\,VERB,souffrir,10
2286,tous,tous,12,QIs,QIs,tout,C/V\,PRON,tout,10
2287,communement,communement,12,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,communément,9
2288,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2289,tournoient,tournoient,12,Vfin,Vfin,tourner,C/V\.'C/V\./e\,VERB,tourner,10
