wd_id,word,lex_id,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2653,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2654,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2655,ne,ne,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2656,pot,pot,15,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2657,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2658,car,car,15,Crd,Crd,car,C/V\,CCONJ,car,10
2659,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2660,estoit,estoit,15,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2661,si,si,15,Adv,Adv,si4,C/V\,ADV,si,10
2662,endurciz,endurciz,15,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,endurcir,8
2663,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2664,fole,fole,15,Adj,Adj,fou,'C/V\.C/(e)\,ADJ,fou,10
2665,acoustumance,acoustumance,15,N,N,,/V\.C/V\.C/V\.'C/V\.C/(e)\,NOUN,accoutumance,9
2666,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2667,moult,moult,15,QIs,QIs,moult,C/V\,ADV,moult,10
2668,y,y,15,Prn,Prn$$,y2,/V\,PRON,y,10
2669,avoit,avoit,15,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2670,fort,fort,15,Adv,Adv,fort,C/V\,ADV,fort,10
2671,au,au,15,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2672,faire,faire,15,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2673,laissier,laissier,15,Vinf,Vinf,laisser,C/V\.'C/V\,VERB,laisser,10
2674,.,.,15,Pnc,Pnc,,,PUNCT,.,9
2675,Et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2676,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2677,voit,voit,15,Vfin,Vfin,voir,C/V\,VERB,voir,10
2678,on,on,15,Prn,Prn%,on,/V\,PRON,on,10
2679,avenir,avenir,15,Vinf,Vinf,avenir,/V\.C/e\.'C/V\,VERB,avenir,10
2680,souvent,souvent,15,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10
2681,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2682,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2683,une,une,15,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
2684,ente,ente,15,N,N,,'/V\.C/(e)\,NOUN,ente,3
2685,est,est,15,Vfin,Vfin,être,/V\,VERB,être,10
2686,jeune,jeune,15,Adj,Adj,,'C/V\.C/(e)\,ADJ,jeune,3
2687,l',l',15,Det,Det,le,C/\,DET,le,10
2688,en,en,15,Prn,Prn$,on,/V\,PRON,on,10
2689,la,la,15,Prn,Prn$$,le,C/V\,PRON,le,10
2690,peut,peut,15,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2691,mieulx,mieulx,15,Adv,Adv,mieux,C/V\,ADV,mieux,10
2692,mener,mener,15,Vinf,Vinf,mener,C/V\.'C/V\,VERB,mener,10
2693,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2694,duire,duire,15,Vinf,Vinf,duire,'C/V\.C/(e)\,VERB,duire,10
2695,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2696,sa,sa,15,Det,Det,son4,C/V\,DET,son,10
2697,volenté,volenté,15,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,8
2698,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2699,quand,quand,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2700,elle,elle,15,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
2701,est,est,15,Vfin,Vfin,être,/V\,VERB,être,10
2702,parcreüe,parcreue,15,Vpp,Vpp,parcroître,C/V\.C/(V)\.'/V\./(e)\,VERB,parcroître,10
2703,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2704,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2705,semblablement,semblablement,15,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,semblablement,9
2706,est,est,15,Vfin,Vfin,être,/V\,VERB,être,10
2707,il,il,15,Prn,Prn%,il,/V\,PRON,il,10
2708,de,de,15,Pre,Pre,de,C/(e)\,ADP,de,10
2709,l',l',15,Det,Det,le,C/\,DET,le,10
2710,enfant,enfant,15,N,N,,/V\.'C/V\,NOUN,enfant,3
2711,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2712,car,car,15,Crd,Crd,car,C/V\,CCONJ,car,10
2713,l',l',15,Det,Det,le,C/\,DET,le,10
2714,en,en,15,Prn,Prn$,on,/V\,PRON,on,10
2715,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2716,doit,doit,15,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
2717,chastïer,chastier,15,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,châtier,9
2718,en,en,15,Pre,Pre,en,/V\,ADP,en,10
2719,son,son,15,Det,Det,son4,C/V\,DET,son,10
2720,enfance,enfance,15,N,N,,/V\.'C/V\.C/(e)\,NOUN,enfance,8
2721,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2722,pour,pour,15,Pre,Pre,pour,C/V\,ADP,pour,10
2723,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2724,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2725,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2726,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2727,que,que,15,Qux,Qux,que,C/(e)\,PRON,que,10
2728,l',l',15,Det,Det,le,C/\,DET,le,10
2729,en,en,15,Prn,Prn$,on,/V\,PRON,on,10
2730,aprent,aprent,15,Vfin,Vfin,apprendre,/V\.'C/V\,VERB,apprendre,10
2731,de,de,15,Pre,Pre,de,C/(e)\,ADP,de,10
2732,jeunesse,jeunesse,15,N,N,,C/V\.'C/V\.C/(e)\,NOUN,jeunesse,9
2733,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2734,l',l',15,Det,Det,le,C/\,DET,le,10
2735,en,en,15,Prn,Prn$,on,/V\,PRON,on,10
2736,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2737,laist,laist,15,Vfin,Vfin,laisser,C/V\,VERB,laisser,10
2738,moult,moult,15,QIs,QIs,moult,C/V\,ADV,moult,10
2739,envis,envis,15,Adv,Adv,envis,/V\.'C/V\,ADV,envis,10
2740,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2741,si,si,15,Adv,Adv,si4,C/V\,ADV,si,10
2742,comme,comme,15,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
2743,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2744,apparut,apparut,15,Vfin,Vfin,aparoir|apparaître,/V\.C/V\.'C/V\,VERB,aparoir|apparaître,10
2745,par,par,15,Pre,Pre,par,C/V\,ADP,par,10
2746,Berinus,berinus,15,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2747,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2748,qui,qui,15,Qux,Qux,qui,C/V\,PRON,qui,10
2749,ne,ne,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2750,se,se,15,Prn,Prn$$,se,C/(e)\,PRON,se,10
2751,soutivoit,soutivoit,15,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,soutiver,6
2752,fors,fors,15,PrA,PrA,hors,C/V\,ADV,hors,10
2753,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2754,mal,mal,15,N,N,mal,C/V\,NOUN,mal,10
2755,faire,faire,15,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2756,;,;,15,Pnc,Pnc,,,PUNCT,;,9
2757,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2758,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2759,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2760,fu,fu,15,Vfin,Vfin,être,C/V\,VERB,être,10
2761,d',d',15,Pre,Pre,de,C/\,ADP,de,10
2762,entendement,entendement,15,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,entendement,8
2763,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2764,si,si,15,Adv,Adv,si4,C/V\,ADV,si,10
2765,aprint,aprint,15,Vfin,Vfin,apprendre,/V\.'C/V\,VERB,apprendre,10
2766,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2767,jouer,jouer,15,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,jouer,10
2768,au,au,15,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2769,hazart,hazart,15,N,N,,C/V\.'C/V\,NOUN,hasard,9
2770,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2771,ne,ne,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2772,autre,autre,15,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
2773,jeu,jeu,15,N,N,,C/V\,NOUN,jeu,8
2774,ne,ne,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2775,lui,lui,15,Prn,Prn$$,lui,C/V\,PRON,lui,10
2776,plaisoit,plaisoit,15,Vfin,Vfin,plaire,C/V\.'C/V\,VERB,plaire,10
2777,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2778,le,le,15,Det,Det,le,C/(e)\,DET,le,10
2779,jeu,jeu,15,N,N,,C/V\,NOUN,jeu,8
2780,des,des,15,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2781,dez,dez,15,N,N,,C/V\,NOUN,dé,3
2782,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2783,du,du,15,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2784,tremerel,tremerel,15,N,N,,C/V\.C/e\.'C/V\,NOUN,tremerel,6
2785,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2786,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2787,estoit,estoit,15,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2788,toute,toute,15,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
2789,sa,sa,15,Det,Det,son4,C/V\,DET,son,10
2790,joye,joye,15,N,N,,'C/V\./(e)\,NOUN,joie,8
2791,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2792,son,son,15,Det,Det,son4,C/V\,DET,son,10
2793,deduit,deduit,15,N,N,,C/V\.'C/V\,NOUN,déduit,8
2794,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2795,n',n',15,Crd,Crd,ne2,C/\,CCONJ,ne,10
2796,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2797,autre,autre,15,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
2798,chose,chose,15,N,N,,'C/V\.C/(e)\,NOUN,chose,8
2799,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2800,n',n',15,Neg,Neg$$,ne,C/\,ADV,ne,10
2801,entendoit,entendoit,15,Vfin,Vfin,entendre,/V\.C/V\.'C/V\,VERB,entendre,10
2802,ne,ne,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2803,jour,jour,15,N,N,,C/V\,NOUN,jour,8
2804,ne,ne,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2805,nuit,nuit,15,N,N,,C/V\,NOUN,nuit,8
2806,;,;,15,Pnc,Pnc,,,PUNCT,;,9
2807,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2808,souvent,souvent,15,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10
2809,en,en,15,Prn,Prn,en2,/V\,PRON,en,10
2810,laissoit,laissoit,15,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
2811,le,le,15,Det,Det,le,C/(e)\,DET,le,10
2812,boire,boire,15,Vinf,Vinf,boire,'C/V\.C/(e)\,VERB,boire,10
2813,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2814,le,le,15,Det,Det,le,C/(e)\,DET,le,10
2815,menger,menger,15,Vinf,Vinf,manger,C/V\.'C/V\,VERB,manger,10
2816,pour,pour,15,Pre,Pre,pour,C/V\,ADP,pour,10
2817,jouer,jouer,15,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,jouer,10
2818,aux,aux,15,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2819,dez,dez,15,N,N,,C/V\,NOUN,dé,3
2820,.,.,15,Pnc,Pnc,,,PUNCT,.,9
2821,Et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2822,plus,plus,15,Adv,Adv,plus,C/V\,ADV,plus,10
2823,souvent,souvent,15,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10
2824,y,y,15,Prn,Prn$$,y2,/V\,PRON,y,10
2825,perdoit,perdoit,15,Vfin,Vfin,perdre,C/V\.'C/V\,VERB,perdre,10
2826,qu',qu',15,Sub,Sub,que,C/\,SCONJ,que,10
2827,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2828,n',n',15,Neg,Neg$$,ne,C/\,ADV,ne,10
2829,y,y,15,Prn,Prn$$,y2,/V\,PRON,y,10
2830,gaingnoit,gaingnoit,15,Vfin,Vfin,gagner,C/V\.'C/V\,VERB,gagner,10
2831,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2832,si,si,15,Adv,Adv,si4,C/V\,ADV,si,10
2833,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2834,pluseurs,pluseurs,15,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
2835,foiz,foiz,15,N,N,,C/V\,NOUN,fois,3
2836,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2837,avenoit,avenoit,15,Vfin,Vfin,avenir,/V\.C/e\.'C/V\,VERB,avenir,10
2838,qu',qu',15,Sub,Sub,que,C/\,SCONJ,que,10
2839,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2840,s',s',15,Prn,Prn$$,se,C/\,PRON,se,10
2841,en,en,15,Prn,Prn$$,en2,/V\,PRON,en,10
2842,repairoit,repairoit,15,Vfin,Vfin,répairer,C/V\.C/V\.'C/V\,VERB,répairer,10
2843,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2844,l',l',15,Det,Det,le,C/\,DET,le,10
2845,ostel,ostel,15,N,N,,/V\.'C/V\,NOUN,hôtel,3
2846,touz,touz,15,QIs,QIs,tout,C/V\,ADV,tout,10
2847,nulz,nulz,15,QIs,QIs,nul,C/V\,PRON,nul,10
2848,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2849,sanz,sanz,15,Pre,Pre,sans,C/V\,ADP,sans,10
2850,vestemens,vestemens,15,N,N,,C/V\.C/e\.'C/V\,NOUN,vêtement,9
2851,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2852,mais,mais,15,Crd,Crd,mais,C/V\,CCONJ,mais,10
2853,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2854,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2855,n',n',15,Neg,Neg$$,ne,C/\,ADV,ne,10
2856,acontoit,acontoit,15,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,acompter,9
2857,il,il,15,Prn,Prn%,il,/V\,PRON,il,10
2858,riens,riens,15,N,N,rien,C/V\,PROPN|NOUN,rien,10
2859,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2860,car,car,15,Crd,Crd,car,C/V\,CCONJ,car,10
2861,tant,tant,15,QIs,QIs,tant,C/V\,ADV,tant,10
2862,comme,comme,15,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
2863,Agea,agea,15,N,N,,/V\.C/V\.'C/V\,PROPN,Age,-10
2864,sa,sa,15,Det,Det,son4,C/V\,DET,son,10
2865,mere,mere,15,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2866,vesqui,vesqui,15,Vfin,Vfin,vivre,C/V\.'C/V\,VERB,vivre,10
2867,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2868,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2869,avoit,avoit,15,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2870,robes,robes,15,N,N,,'C/V\.C/e\,NOUN,robe,8
2871,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2872,deniers,deniers,15,N,N,,C/V\.C/<V>\.'/V\,NOUN,denier,8
2873,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2874,joyaulx,joyaulx,15,N,N,,C/V\.'C/V\,NOUN,joyau,9
2875,tout,tout,15,QIs,QIs,tout,C/V\,ADV,tout,10
2876,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2877,sa,sa,15,Det,Det,son4,C/V\,DET,son,10
2878,volenté,volenté,15,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,8
2879,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2880,paioit,paioit,15,Vfin,Vfin,,C/V\.'C/V\,VERB,payer,9
2881,la,la,15,Det,Det,le,C/V\,DET,le,10
2882,dame,dame,15,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2883,lieement,lieement,15,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,liément,9
2884,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2885,volentiers,volentiers,15,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
2886,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2887,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2888,on,on,15,Prn,Prn$,on,/V\,PRON,on,10
2889,lui,lui,15,Prn,Prn$$,lui,C/V\,PRON,lui,10
2890,demandoit,demandoit,15,Vfin,Vfin,demander,C/V\.C/V\.'C/V\,VERB,demander,10
2891,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2892,quanque,quanque,15,Qux,Qux,quanque,'C/V\.C/(e)\,PRON,quanque,10
2893,son,son,15,Det,Det,son4,C/V\,DET,son,10
2894,filz,filz,15,N,N,,C/V\,NOUN,fils,3
2895,despendoit,despendoit,15,Vfin,Vfin,dépendre,C/V\.C/V\.'C/V\,VERB,dépendre,10
2896,oultrageusement,oultrageusement,15,N,N,,/V\.C/V\.C/V\.C/e\.'C/V\,PROPN|NOUN,outrageusement,-1
2897,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2898,sanz,sanz,15,Pre,Pre,sans,C/V\,ADP,sans,10
2899,mettre,mettre,15,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10
2900,en,en,15,Pre,Pre,en,/V\,ADP,en,10
2901,honneur,honneur,15,N,N,,/V\.'C/V\,NOUN,honneur,8
2902,ne,ne,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2903,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2904,besoing,besoing,15,N,N,,C/V\.'C/V\,NOUN,besoin,8
2905,en,en,15,Prn,Prn$$,en2,/V\,PRON,en,10
2906,eüst,eust,15,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10
2907,.,.,15,Pnc,Pnc,,,PUNCT,.,9
