wd_id,word,lex_id,pos_nca,chapter_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1577,ce,ce,DET:demo:obj:masc:sg,6,186,Dem,Dem,cist,C/(e)\,PRON,cist,10
1578,ramanant,ramanant,NOM:obj:masc:sg,6,186,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,remanant,8
1579,.,.,PON,6,186,Pnc,Pnc,,,PUNCT,.,9
1580,apres,aprés,PRE,6,187,PrA,PrA,après,/V\.'C/V\,ADP,après,10
1581,ce,ce,PRO:invar,6,187,Prn,Prn,ce,C/(e)\,PRON,ce,10
1582,",",",",PON,6,187,Pnc,Pnc,,,PUNCT,",",9
1583,la,la,DET:def:suj:femi:sg,6,187,Det,Det,le,C/V\,DET,le,10
1584,dite,dite,VER:pper:femi:sg,6,187,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1585,marguerite,marguerite,NPR:suj:femi:sg,6,187,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,marguerite,8
1586,la,la,PRO:pers:acc:3:femi:sg,6,187,Prn,Prn$$,le,C/V\,PRON,le,10
1587,porta,porta,VER:simp:3:sg,6,187,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10
1588,au,au,PREDET:a:obj:masc:sg,6,187,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1589,dit,dit,VER:pper:masc:sg,6,187,Vpp,Vpp,dire,C/V\,VERB,dire,10
1590,tombel,tombel,NOM:obj:masc:sg,6,187,N,N,,C/V\.'C/V\,NOUN,tombel,3
1591,par,par,PRE,6,187,Pre,Pre,par,C/V\,ADP,par,10
1592,tantes,tantes,DET:ind:obj:femi:pl,6,187,QIs,QIs,tant,'C/V\.C/e\,DET,tant,10
1593,foiz,foiz,NOM:obj:femi:pl,6,187,N,N,,C/V\,NOUN,fois,3
1594,que,que,PROCON,6,187,Sub,Sub,que,C/(e)\,SCONJ,que,10
1595,il,il,PRO:pers:suj:3:masc:sg:unb,6,187,Prn,Prn$,il,/V\,PRON,il,10
1596,leva,leva,VER:simp:3:sg,6,187,Vfin,Vfin,lever,C/V\.'C/V\,VERB,lever,10
1597,sus,sus,ADV,6,187,PrA,PrA,sus,C/V\,ADP,sus,10
1598,la,la,DET:def:obj:femi:sg,6,187,Det,Det,le,C/V\,DET,le,10
1599,trace,trace,NOM:obj:femi:sg,6,187,N,N,,'C/V\.C/(e)\,NOUN,trace,8
1600,une,une,DET:ndf:suj:femi:sg,6,187,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1601,crostelete,crostelete,NOM:suj:femi:sg,6,187,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,croûtellette,6
1602,et,et,CON:coord,6,187,Crd,Crd,et,/V\,CCONJ,et,10
1603,puis,puis,ADV,6,187,PrA,PrA,puis,C/V\,ADV,puis,10
1604,secha,secha,VER:simp:3:sg,6,187,Vfin,Vfin,,C/V\.'C/V\,VERB,sécher,9
1605,.,.,PON,6,187,Pnc,Pnc,,,PUNCT,.,9
1606,et,et,CON:coord,6,188,Crd,Crd,et,/V\,CCONJ,et,10
1607,lors,lors,ADV,6,188,Adv,Adv,lors,C/V\,ADV,lors,10
1608,la,la,DET:def:suj:femi:sg,6,188,Det,Det,le,C/V\,DET,le,10
1609,dite,dite,VER:pper:femi:sg,6,188,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1610,pucele,pucele,NOM:suj:femi:sg,6,188,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8
1611,fu,fu,VER:simp:3:sg,6,188,Vfin,Vfin,être,C/V\,VERB,être,10
1612,de,de,PRE,6,188,Pre,Pre,de,C/(e)\,ADP,de,10
1613,la,la,DET:def:obj:femi:sg,6,188,Det,Det,le,C/V\,DET,le,10
1614,dite,dite,VER:pper:femi:sg,6,188,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1615,maladie,maladie,NOM:obj:femi:sg,6,188,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
1616,et,et,CON:coord,6,188,Crd,Crd,et,/V\,CCONJ,et,10
1617,de,de,PRE,6,188,Pre,Pre,de,C/(e)\,ADP,de,10
1618,la,la,DET:def:obj:femi:sg,6,188,Det,Det,le,C/V\,DET,le,10
1619,dite,dite,VER:pper:femi:sg,6,188,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1620,trace,trace,NOM:obj:femi:sg,6,188,N,N,,'C/V\.C/(e)\,NOUN,trace,8
1621,dedenz,dedenz,ADV,6,188,PrA,PrA,dedans,C/V\.'C/V\,ADP,dedans,10
1622,un,un,DET:ndf:obj:masc:sg,6,188,QIs,QIs,un,/V\,DET,un,10
1623,mois,mois,NOM:obj:masc:sg,6,188,N,N,,C/V\,NOUN,mois,8
1624,ou,ou,PROCON,6,188,Crd,Crd,ou,/V\,CCONJ,ou,10
1625,ilecques,ilecques,ADV,6,188,Adv,Adv,illuec,/V\.'C/V\.C/e\,ADV,illuec,10
1626,entour,entour,ADV,6,188,PrA,PrA,entour,/V\.'C/V\,ADV,entour,10
1627,de,de,PRE,6,188,Pre,Pre,de,C/(e)\,ADP,de,10
1628,tout,tout,PRO:ind:obj:masc:sg,6,188,QIs,QIs,tout,C/V\,PRON,tout,10
1629,en,en,PRE,6,188,Pre,Pre,en,/V\,ADP,en,10
1630,tout,tout,PRO:ind:obj:masc:sg,6,188,QIs,QIs,tout,C/V\,ADV,tout,10
1631,delivree,delivree,ADJ:obj:masc:sg,6,188,Adj,Adj,,C/V\.C/V\.'C/V\./(e)\,ADJ,délivrée|délivrer,-1
1632,",",",",PON,6,188,Pnc,Pnc,,,PUNCT,",",9
1633,et,et,CON:coord,6,188,Crd,Crd,et,/V\,CCONJ,et,10
1634,touz,touz,DET:ind:obj:masc:pl,6,188,QIs,QIs,tout,C/V\,DET,tout,10
1635,jours,jours,NOM:obj:masc:pl,6,188,N,N,,C/V\,NOUN,jour,8
1636,apres,aprés,PRE,6,188,PrA,PrA,après,/V\.'C/V\,ADP,après,10
1637,ce,ce,PRO:invar,6,188,Prn,Prn,ce,C/(e)\,PRON,ce,10
1638,ele,ele,PRO:pers:suj:3:femi:sg,6,188,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1639,fu,fu,VER:simp:3:sg,6,188,Vfin,Vfin,être,C/V\,VERB,être,10
1640,saine,saine,ADJ:suj:femi:sg,6,188,Adj,Adj,,'C/V\.C/(e)\,ADJ,sain,8
1641,de,de,PRE,6,188,Pre,Pre,de,C/(e)\,ADP,de,10
1642,la,la,DET:def:obj:femi:sg,6,188,Det,Det,le,C/V\,DET,le,10
1643,maladie,maladie,NOM:obj:femi:sg,6,188,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
1644,devant,devant,PRE,6,188,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
1645,dite,dite,VER:pper:femi:sg,6,188,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1646,jusques,jusques,ADV,6,188,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10
1647,a,a,PRE,6,188,Pre,Pre,à,/V\,ADP,à,10
1648,l,l',DET:def:obj:femi:sg,6,188,Det,Det,le,C/\,DET,le,10
1649,inquisicion,inquisicion,NOM:obj:femi:sg,6,188,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,inquisition,9
1650,du,du,PREDET:de:obj:masc:sg,6,188,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1651,miracle,miracle,NOM:obj:masc:sg,6,188,N,N,,C/V\.'C/V\.C/(e)\,NOUN,miracle,8
1652,devant,devant,PRE,6,188,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10
1653,dit,dit,VER:pper:masc:sg,6,188,Vpp,Vpp,dire,C/V\,VERB,dire,10
1654,.,.,PON,6,188,Pnc,Pnc,,,PUNCT,.,9
1655,et,et,CON:coord,6,189,Crd,Crd,et,/V\,CCONJ,et,10
1656,la,la,DET:def:suj:femi:sg,6,189,Det,Det,le,C/V\,DET,le,10
1657,dite,dite,VER:pper:femi:sg,6,189,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1658,piece,piece,NOM:suj:femi:sg,6,189,N,N,,'C/V\.C/(e)\,NOUN,pièce,8
1659,de,de,PRE,6,189,Pre,Pre,de,C/(e)\,ADP,de,10
1660,char,char,NOM:obj:femi:sg,6,189,N,N,,C/V\,NOUN,chair,3
1661,fu,fu,VER:simp:3:sg,6,189,Vfin,Vfin,être,C/V\,VERB,être,10
1662,pendue,pendue,VER:pper:femi:sg,6,189,Vpp,Vpp,pendre,C/V\.'C/V\./(e)\,VERB,pendre,10
1663,et,et,CON:coord,6,189,Crd,Crd,et,/V\,CCONJ,et,10
1664,demora,demora,VER:simp:3:sg,6,189,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10
1665,sus,sus,ADV,6,189,PrA,PrA,sus,C/V\,ADP,sus,10
1666,le,le,DET:def:obj:masc:sg,6,189,Det,Det,le,C/(e)\,DET,le,10
1667,tombel,tombel,NOM:obj:masc:sg,6,189,N,N,,C/V\.'C/V\,NOUN,tombel,3
1668,du,du,PREDET:de:obj:masc:sg,6,189,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1669,benoiet,benoiet,ADJ:obj:masc:sg,6,189,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
1670,saint,saint,ADJ:obj:masc:sg,6,189,Adj,Adj,saint,C/V\,ADJ,saint,10
1671,loys,loys,NPR:obj:masc:sg,6,189,N,N,,C/V\,NOUN,loi,3
1672,.,.,PON,6,189,Pnc,Pnc,,,PUNCT,.,9
1673,et,et,CON:coord,6,190,Crd,Crd,et,/V\,CCONJ,et,10
1674,disoient,disoient,VER:impf:3:pl,6,190,Vfin,Vfin,dire,C/V\.'C/V\./e\,VERB,dire,10
1675,les,les,DET:def:suj:femi:pl,6,190,Det,Det,le,C/V\,DET,le,10
1676,genz,genz,NOM:suj:femi:pl,6,190,N,N,,C/V\,NOUN,gent,3
1677,:,:,PON,6,190,Pnc,Pnc,,,PUNCT,:,9
1678,"""","""",PON:cit,6,190,Pnc,Pnc,,,PUNCT,"""",9
1679,c,c',PRO:invar,6,190,Prn,Prn,ce,C/\,PRON,ce,10
1680,est,est,VER:pres:3:sg,6,190,Vfin,Vfin,être,/V\,VERB,être,10
1681,la,la,DET:def:suj:femi:sg,6,190,Det,Det,le,C/V\,DET,le,10
1682,boce,boce,NOM:suj:femi:sg,6,190,N,N,,'C/V\.C/(e)\,NOUN,bosse,3
1683,de,de,PRE,6,190,Pre,Pre,de,C/(e)\,ADP,de,10
1684,l,l',DET:def:obj:masc:sg,6,190,Det,Det,le,C/\,DET,le,10
1685,enfant,enfant,NOM:obj:masc:sg,6,190,N,N,,/V\.'C/V\,NOUN,enfant,3
1686,de,de,PRE,6,190,Pre,Pre,de,C/(e)\,ADP,de,10
1687,grollai,grollai,NPR:obj:masc:sg,6,190,N,N,,C/V\.'C/V\,NOUN,grolle,0
1688,que,que,PROCON,6,190,Sub,Sub,que,C/(e)\,SCONJ,que,10
1689,le,le,DET:def:suj:masc:sg,6,190,Det,Det,le,C/(e)\,DET,le,10
1690,benoiet,benoiet,ADJ:suj:masc:sg,6,190,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
1691,saint,saint,ADJ:suj:masc:sg,6,190,Adj,Adj,saint,C/V\,ADJ,saint,10
1692,loys,loys,NPR:suj:masc:sg,6,190,N,N,,C/V\,NOUN,loi,3
1693,a,a,VER:pres:3:sg,6,190,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1694,delivree,delivree,VER:pper:femi:sg,6,190,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,délivrer,8
1695,.,.,PON,6,190,Pnc,Pnc,,,PUNCT,.,9
1696,"""","""",PON:cit,6,191,Pnc,Pnc,,,PUNCT,"""",9
1697,et,et,CON:coord,6,191,Crd,Crd,et,/V\,CCONJ,et,10
1698,communement,communement,ADV,6,191,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,communément,9
1699,dit,dit,VER:pres:3:sg,6,191,Vfin,Vfin,dire,C/V\,VERB,dire,10
1700,len,len,PRO:invar,6,191,Prn,Prn%,on,C/V\,PRON,on,10
1701,en,en,PRE,6,191,Pre,Pre,en,/V\,ADP,en,10
1702,la,la,DET:def:obj:femi:sg,6,191,Det,Det,le,C/V\,DET,le,10
1703,vile,vile,NOM:obj:femi:sg,6,191,N,N,,'C/V\.C/(e)\,NOUN,ville,8
1704,de,de,PRE,6,191,Pre,Pre,de,C/(e)\,ADP,de,10
1705,grolley,grolley,NPR:obj:masc:sg,6,191,N,N,,C/V\.'C/V\,NOUN,groleil,-10
1706,et,et,CON:coord,6,191,Crd,Crd,et,/V\,CCONJ,et,10
1707,en,en,PRE,6,191,Pre,Pre,en,/V\,ADP,en,10
1708,la,la,DET:def:obj:femi:sg,6,191,Det,Det,le,C/V\,DET,le,10
1709,vile,vile,NOM:obj:femi:sg,6,191,N,N,,'C/V\.C/(e)\,NOUN,ville,8
1710,de,de,PRE,6,191,Pre,Pre,de,C/(e)\,ADP,de,10
1711,saint,saint,ADJ:obj:masc:sg,6,191,Adj,Adj,saint,C/V\,ADJ,saint,10
1712,denis,denis,NPR:obj:masc:sg,6,191,N,N,,C/V\.'C/V\,NOUN,Denis,2
1713,que,que,PROCON,6,191,Sub,Sub,que,C/(e)\,SCONJ,que,10
1714,la,la,DET:def:suj:femi:sg,6,191,Det,Det,le,C/V\,DET,le,10
1715,dite,dite,VER:pper:femi:sg,6,191,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1716,pucele,pucele,NOM:suj:femi:sg,6,191,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8
1717,fut,fut,VER:simp:3:sg,6,191,Vfin,Vfin,être,C/V\,VERB,être,10
1718,delivree,delivree,VER:pper:femi:sg,6,191,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,délivrer,8
1719,par,par,PRE,6,191,Pre,Pre,par,C/V\,ADP,par,10
1720,les,les,DET:def:obj:masc:pl,6,191,Det,Det,le,C/V\,DET,le,10
1721,merites,merites,NOM:obj:masc:pl,6,191,N,N,,C/V\.'C/V\.C/e\,NOUN,mérite,8
1722,du,du,PREDET:de:obj:masc:sg,6,191,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1723,benoiet,benoiet,ADJ:obj:masc:sg,6,191,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
1724,saint,saint,ADJ:obj:masc:sg,6,191,Adj,Adj,saint,C/V\,ADJ,saint,10
1725,loys,loys,NPR:obj:masc:sg,6,191,N,N,,C/V\,NOUN,loi,3
1726,et,et,CON:coord,6,191,Crd,Crd,et,/V\,CCONJ,et,10
1727,a,a,PRE,6,191,Pre,Pre,à,/V\,ADP,à,10
1728,l,l',DET:def:obj:femi:sg,6,191,Det,Det,le,C/\,DET,le,10
1729,invocacion,invocacion,NOM:obj:femi:sg,6,191,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,invocation,9
1730,d,d',PRE,6,191,Pre,Pre,de,C/\,ADP,de,10
1731,icelui,icelui,PRO:demo:obj:masc:sg,6,191,Dem,Dem,cil,/V\.C/e\.'C/V\,PRON,cil,10
1732,.,.,PON,6,191,Pnc,Pnc,,,PUNCT,.,9
1733,et,et,CON:coord,6,192,Crd,Crd,et,/V\,CCONJ,et,10
1734,les,les,DET:def:suj:masc:pl,6,192,Det,Det,le,C/V\,DET,le,10
1735,inquisiteurs,inquisiteurs,NOM:suj:masc:pl,6,192,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,inquisiteur,9
1736,virent,virent,VER:simp:3:pl,6,192,Vfin,Vfin,voir,'C/V\.C/e\,VERB,voir,10
1737,la,la,DET:def:obj:femi:sg,6,192,Det,Det,le,C/V\,DET,le,10
1738,dite,dite,VER:pper:femi:sg,6,192,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1739,pucele,pucele,NOM:obj:femi:sg,6,192,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8
1740,et,et,CON:coord,6,192,Crd,Crd,et,/V\,CCONJ,et,10
1741,leur,leur,PRO:pers:dat:3:pl,6,192,Prn,Prn$$,leur,C/V\,PRON,leur,10
1742,fu,fu,VER:simp:3:sg,6,192,Vfin,Vfin,être,C/V\,VERB,être,10
1743,moustree,moustree,VER:pper:femi:sg,6,192,Vpp,Vpp,montrer,C/V\.'C/V\./(e)\,VERB,montrer,10
1744,devant,devant,PRE,6,192,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10
1745,eus,eus,PRO:pers:acc:3:masc:pl:bet,6,192,Prn,Prn,eux,/V\,PRON,eux,10
1746,",",",",PON,6,192,Pnc,Pnc,,,PUNCT,",",9
1747,et,et,CON:coord,6,192,Crd,Crd,et,/V\,CCONJ,et,10
1748,atouchierent,atouchierent,VER:simp:3:pl,6,192,Vfin,Vfin,,/V\.C/V\.'C/V\.C/e\,VERB,attoucher,9
1749,eu,eu,PREDET:en:obj:masc:sg,6,192,Pre+Det,Pre+Det,en.le,/(V)\.'/V\,ADP.DET,en.le,10
1750,lieu,lieu,NOM:obj:masc:sg,6,192,N,N,,C/V\,NOUN,lieu,3
1751,ou,ou,PROCON,6,192,Qux,Qux,où,/V\,PRON,où,10
1752,cele,cele,DET:demo:suj:femi:sg,6,192,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
1753,maladie,maladie,NOM:suj:femi:sg,6,192,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
1754,avoit,avoit,VER:impf:3:sg,6,192,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1755,esté,esté,VER:pper:masc:sg,6,192,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10
1756,",",",",PON,6,192,Pnc,Pnc,,,PUNCT,",",9
1757,mes,mes,CON:subord,6,192,Crd,Crd,mais,C/V\,CCONJ,mais,10
1758,il,il,PRO:pers:suj:3:masc:sg:unb,6,192,Prn,Prn$,il,/V\,PRON,il,10
1759,n,n,PRO:clit,6,192,Neg,Neg$$,ne,C/\,ADV,ne,10
1760,i,i,PRO:clit,6,192,Prn,Prn$$,y2,/V\,PRON,y,10
1761,paroit,paroit,VER:impf:3:sg,6,192,Vfin,Vfin,parler,C/V\.'C/V\,VERB,parler,10
1762,riens,riens,ADV,6,192,N,N,rien,C/V\,PROPN|NOUN,rien,10
1763,que,que,PROCON,6,192,Sub,Sub,que,C/(e)\,SCONJ,que,10
1764,une,une,DET:ndf:suj:femi:sg,6,192,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1765,petite,petite,ADJ:suj:femi:sg,6,192,Adj,Adj,petit,C/V\.'C/V\.C/(e)\,ADJ,petit,10
1766,tracete,tracete,NOM:suj:femi:sg,6,192,N,N,,C/V\.'C/V\.C/(e)\,NOUN,tracette,-10
1767,qui,qui,PROCON,6,192,Qux,Qux,qui,C/V\,PRON,qui,10
1768,estoit,estoit,VER:impf:3:sg,6,192,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1769,ja,ja,ADV,6,192,Adv,Adv,jà,C/V\,ADV,jà,10
1770,toute,toute,PRO:ind:suj:femi:sg,6,192,QIs,QIs,tout,'C/V\.C/(e)\,ADV,tout,10
1771,affermee,affermee,VER:pper:femi:sg,6,192,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,affermer,3
1772,et,et,CON:coord,6,192,Crd,Crd,et,/V\,CCONJ,et,10
1773,guerie,guerie,VER:pper:femi:sg,6,192,Vpp,Vpp,guérir,C/V\.'C/V\./(e)\,VERB,guérir,10
1774,du,du,PREDET:de:obj:masc:sg,6,192,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1775,tout,tout,PRO:ind:obj:masc:sg,6,192,QIs,QIs,tout,C/V\,PRON,tout,10
1776,.,.,PON,6,192,Pnc,Pnc,,,PUNCT,.,9
1777,guillot,guillot,NPR:suj:masc:sg,7,193,N,N,,C/V\.'C/V\,PROPN|NOUN,Guillot,8
1778,dit,dit,VER:pper:masc:sg,7,193,Vpp,Vpp,dire,C/V\,VERB,dire,10
1779,le,le,DET:def:suj:masc:sg,7,193,Det,Det,le,C/(e)\,DET,le,10
1780,potencier,potencier,NOM:suj:masc:sg,7,193,N,N,,C/V\.C/V\.'C/V\,NOUN,potencier,4
1781,",",",",PON,7,193,Pnc,Pnc,,,PUNCT,",",9
1782,nez,nez,VER:pper:masc:pl,7,193,Vpp,Vpp,naître,C/V\,VERB,naître,10
1783,de,de,PRE,7,193,Pre,Pre,de,C/(e)\,ADP,de,10
1784,varenguebec,varenguebec,NPR:obj:masc:sg,7,193,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,varanguebe,-10
1785,outre,outre,ADV,7,193,PrA,PrA,outre2,'/V\.C/(e)\,ADP,outre,10
1786,les,les,DET:def:obj:masc:pl,7,193,Det,Det,le,C/V\,DET,le,10
1787,guez,guez,NOM:obj:masc:pl,7,193,N,N,,C/V\,NOUN,gué,9
1788,du,du,PREDET:de:obj:masc:sg,7,193,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1789,dyocese,dyocese,NOM:obj:masc:sg,7,193,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,diocèse,6
1790,de,de,PRE,7,193,Pre,Pre,de,C/(e)\,ADP,de,10
1791,coustances,coustances,NPR:obj:masc:sg,7,193,N,N,,C/V\.'C/V\.C/e\,NOUN,coutance,-10
1792,",",",",PON,7,193,Pnc,Pnc,,,PUNCT,",",9
1793,vint,vint,VER:simp:3:sg,7,193,Vfin,Vfin,venir,C/V\,VERB,venir,10
1794,a,a,PRE,7,193,Pre,Pre,à,/V\,ADP,à,10
1795,paris,paris,NPR:obj:masc:sg,7,193,N,N,,C/V\.'C/V\,NOUN,Paris,5
1796,environ,environ,ADV,7,193,PrA,PrA,environ,/V\.C/V\.'C/V\,ADP,environ,10
1797,le,le,DET:def:obj:masc:sg,7,193,Det,Det,le,C/(e)\,DET,le,10
1798,douzieme,douzieme,ADJ:ord:obj:masc:sg,7,193,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,douzième,4
1799,an,an,NOM:obj:masc:sg,7,193,N,N,,/V\,NOUN,an,3
1800,de,de,PRE,7,193,Pre,Pre,de,C/(e)\,ADP,de,10
1801,son,son,DET:poss:obj:masc:sg,7,193,Det,Det,son4,C/V\,DET,son,10
1802,aage,aage,NOM:obj:masc:sg,7,193,N,N,,/(V)\.'/V\,NOUN,âge,3
1803,",",",",PON,7,193,Pnc,Pnc,,,PUNCT,",",9
1804,et,et,CON:coord,7,193,Crd,Crd,et,/V\,CCONJ,et,10
1805,fu,fu,VER:simp:3:sg,7,193,Vfin,Vfin,être,C/V\,VERB,être,10
1806,avec,avec,PRE,7,193,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
1807,robert,robert,NPR:obj:masc:sg,7,193,N,N,,C/V\.'C/V\,PROPN|NOUN,Robert,8
1808,dit,dit,VER:pper:masc:sg,7,193,Vpp,Vpp,dire,C/V\,VERB,dire,10
1809,reboule,reboule,NPR:obj:masc:sg,7,193,N,N,,C/V\.'C/V\.C/(e)\,NOUN,reboule,8
1810,",",",",PON,7,193,Pnc,Pnc,,,PUNCT,",",9
1811,foulon,foulon,NOM:obj:masc:sg,7,193,N,N,,C/V\.'C/V\,NOUN,foulon,9
1812,et,et,CON:coord,7,193,Crd,Crd,et,/V\,CCONJ,et,10
1813,bourgois,bourgois,NOM:obj:masc:sg,7,193,N,N,,C/V\.'C/V\,NOUN,bourgeois,9
1814,de,de,PRE,7,193,Pre,Pre,de,C/(e)\,ADP,de,10
1815,paris,paris,NPR:obj:masc:sg,7,193,N,N,,C/V\.'C/V\,NOUN,Paris,5
1816,",",",",PON,7,193,Pnc,Pnc,,,PUNCT,",",9
1817,sain,sain,ADJ:suj:masc:sg,7,193,Adj,Adj,,C/V\,ADJ,sain|saint,-1
1818,par,par,PRE,7,193,Pre,Pre,par,C/V\,ADP,par,10
1819,un,un,DET:ndf:obj:masc:sg,7,193,QIs,QIs,un,/V\,NUM,un,10
1820,an,an,NOM:obj:masc:sg,7,193,N,N,,/V\,NOUN,an,3
1821,et,et,CON:coord,7,193,Crd,Crd,et,/V\,CCONJ,et,10
1822,demi,demi,ADJ:obj:masc:sg,7,193,Adj,Adj,demi,C/V\.'C/V\,ADJ,demi,10
1823,ou,ou,PROCON,7,193,Crd,Crd,ou,/V\,CCONJ,ou,10
1824,environ,environ,ADV,7,193,PrA,PrA,environ,/V\.C/V\.'C/V\,ADV,environ,10
1825,.,.,PON,7,193,Pnc,Pnc,,,PUNCT,.,9
1826,et,et,CON:coord,7,194,Crd,Crd,et,/V\,CCONJ,et,10
1827,lors,lors,ADV,7,194,Adv,Adv,lors,C/V\,ADV,lors,10
1828,le,le,PRO:pers:obj:3:masc:sg:unb,7,194,Prn,Prn$$,le,C/(e)\,PRON,le,10
1829,prist,prist,VER:simp:3:sg,7,194,Vfin,Vfin,prendre,C/V\,VERB,prendre,10
1830,une,une,DET:ndf:suj:femi:sg,7,194,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1831,maladie,maladie,NOM:suj:femi:sg,7,194,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
1832,en,en,PRE,7,194,Pre,Pre,en,/V\,ADP,en,10
1833,son,son,DET:poss:obj:masc:sg,7,194,Det,Det,son4,C/V\,DET,son,10
1834,pie,pié,NOM:obj:masc:sg,7,194,N,N,,C/V\,NOUN,pied,3
1835,destre,destre,ADJ:obj:masc:sg,7,194,Adj,Adj,dextre,'C/V\.C/(e)\,ADJ,dextre,10
1836,souz,souz,PRE,7,194,PrA,PrA,sous,C/V\,ADP,sous,10
1837,la,la,DET:def:obj:femi:sg,7,194,Det,Det,le,C/V\,DET,le,10
1838,cheville,cheville,NOM:obj:femi:sg,7,194,N,N,,C/V\.'C/V\.C/(e)\,NOUN,cheville,8
1839,du,du,PREDET:de:obj:masc:sg,7,194,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1840,pie,pié,NOM:obj:masc:sg,7,194,N,N,,C/V\,NOUN,pied,3
1841,dedenz,dedenz,ADV,7,194,PrA,PrA,dedans,C/V\.'C/V\,ADV,dedans,10
1842,et,et,CON:coord,7,194,Crd,Crd,et,/V\,CCONJ,et,10
1843,dehors,dehors,ADV,7,194,PrA,PrA,dehors,C/V\.'C/V\,ADV,dehors,10
1844,",",",",PON,7,194,Pnc,Pnc,,,PUNCT,",",9
1845,et,et,CON:coord,7,194,Crd,Crd,et,/V\,CCONJ,et,10
1846,enfla,enfla,VER:simp:3:sg,7,194,Vfin,Vfin,,/V\.'C/V\,VERB,enfler,9
1847,son,son,DET:poss:suj:masc:sg,7,194,Det,Det,son4,C/V\,DET,son,10
1848,pie,pié,NOM:suj:masc:sg,7,194,N,N,,C/V\,NOUN,pied,3
1849,",",",",PON,7,194,Pnc,Pnc,,,PUNCT,",",9
1850,et,et,CON:coord,7,194,Crd,Crd,et,/V\,CCONJ,et,10
1851,commenca,commenca,VER:simp:3:sg,7,194,Vfin,Vfin,commencer,C/V\.C/V\.'C/V\,VERB,commencer,10
1852,a,a,PRE,7,194,Pre,Pre,à,/V\,ADP,à,10
1853,clochier,clochier,VER:infi,7,194,Vinf,Vinf,,C/V\.'C/V\,VERB,clocher,8
