wd_id,word,lex_id,pos_nca,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
781,tant,tant,ADV,23,QIs,QIs,tant,C/V\,ADV,tant,10
782,con,con,CON:subord,23,Sub,Sub,comme,C/V\,SCONJ,comme,10
783,nostre,nostre,DET:poss:suj:femi:sg,23,Det,Det,notre,'C/V\.C/(e)\,DET,notre,10
784,compaignie,compaignie,NOM:suj:femi:sg,23,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8
785,durra,durra,VER:futu:3:sg,23,Vfin,Vfin,durer,C/V\.'C/V\,VERB,durer,10
786,de,de,PRE,23,Pre,Pre,de,C/(e)\,ADP,de,10
787,totes,totes,DET:ind:obj:femi:pl,23,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
788,conquestes,conquestes,NOM:obj:femi:pl,23,N,N,,C/V\.'C/V\.C/e\,NOUN,conquête,8
789,que,que,PROCON,23,Qux,Qux,que,C/(e)\,PRON,que,10
790,nos,nos,PRO:pers:1:pl,23,Prn,Prn$,nous,C/V\,PRON,nous,10
791,ferons,ferons,VER:futu:1:pl,23,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
792,par,par,PRE,23,Pre,Pre,par,C/V\,ADP,par,10
793,mer,mer,NOM:obj:femi:sg,23,N,N,,C/V\,NOUN,mer,8
794,ou,ou,PROCON,23,Crd,Crd,ou,/V\,CCONJ,ou,10
795,par,par,PRE,23,Pre,Pre,par,C/V\,ADP,par,10
796,terre,terre,NOM:obj:femi:sg,23,N,N,,'C/V\.C/(e)\,NOUN,terre,8
797,la,la,DET:def:obj:femi:sg,23,Det,Det,le,C/V\,DET,le,10
798,moitie,moitié,NOM:obj:femi:sg,23,N,N,,C/V\.'C/V\,NOUN,moitié,9
799,en,en,PRO:clit,23,Prn,Prn$$,en2,/V\,PRON,en,10
800,avrons,avrons,VER:futu:1:pl,23,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
801,et,et,CON:coord,23,Crd,Crd,et,/V\,CCONJ,et,10
802,vos,vos,PRO:pers:2:pl,23,Prn,Prn,vous,C/V\,PRON,vous,10
803,l,l,DET:def:obj:femi:sg,23,Det,Det,le,C/\,DET,le,10
804,autre,autre,ADJ:obj:femi:sg,23,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
805,or,or,ADV,23,Adv,Adv,or2,/V\,ADV,or,10
806,si,si,PROCON,23,Adv,Adv,si4,C/V\,ADV,si,10
807,vos,vos,PRO:pers:2:pl,23,Prn,Prn$,vous,C/V\,PRON,vous,10
808,conseilliez,conseilliez,VER:impe:2:pl,23,Vfin,Vfin,conseiller2,C/V\.C/V\.'C/V\,VERB,conseiller,10
809,se,se,PROCON,23,Sub,Sub,si3,C/(e)\,SCONJ,si,10
810,vos,vos,PRO:pers:2:pl,23,Prn,Prn$,vous,C/V\,PRON,vous,10
811,le,le,PRO:pers:obj:3:masc:sg:unb,23,Prn,Prn$$,le,C/(e)\,PRON,le,10
812,porroiz,porroiz,VER:futu:2:pl,23,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
813,faire,faire,VER:infi,23,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
814,ne,ne,PROCON,23,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
815,soffrir,soffrir,VER:infi,23,Vinf,Vinf,souffrir,C/V\.'C/V\,VERB,souffrir,10
816,"""","""",PON:cit,23,Pnc,Pnc,,,PUNCT,"""",9
817,li,li,DET:def:suj:masc:pl,24,Det,Det,le,C/V\,DET,le,10
818,message,message,NOM:suj:masc:pl,24,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
819,s,s,PROCON,24,Prn,Prn$$,se,C/\,PRON,se,10
820,en,en,PRO:clit,24,Prn,Prn$$,en2,/V\,PRON,en,10
821,vont,vont,VER:pres:3:pl,24,Vfin,Vfin,aller,C/V\,VERB,aller,10
822,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
823,distrent,distrent,VER:simp:3:pl,24,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
824,qu,qu,PROCON,24,Sub,Sub,que,C/\,SCONJ,que,10
825,il,il,PRO:pers:suj:3:masc:pl,24,Prn,Prn$,il,/V\,PRON,il,10
826,parleroient,parleroient,VER:cond:3:pl,24,Vfin,Vfin,parler,C/V\.C/e\.'C/V\./e\,VERB,parler,10
827,ensemble,ensemble,ADV,24,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10
828,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
829,lor,lor,PRO:pers:dat:3:pl,24,Prn,Prn$$,leur,C/V\,PRON,leur,10
830,en,en,PRO:clit,24,Prn,Prn$$,en2,/V\,PRON,en,10
831,respondront,respondront,VER:futu:3:pl,24,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10
832,l,l,DET:def:obj:masc:sg,24,Det,Det,le,C/\,DET,le,10
833,endemain,endemain,NOM:obj:masc:sg,24,N,N,,/V\.C/e\.'C/V\,NOUN,endemain,8
834,conseillierent,conseillierent,VER:simp:3:pl,24,Vfin,Vfin,conseiller2,C/V\.C/V\.'C/V\.C/e\,VERB,conseiller,10
835,soi,soi,PRO:pers:obj:3:masc:sg:bet,24,Prn,Prn%%,soi,C/V\,PRON,soi,10
836,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
837,parlerent,parlerent,VER:simp:3:pl,24,Vfin,Vfin,parler,C/V\.'C/V\.C/e\,VERB,parler,10
838,ensemble,ensemble,ADV,24,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10
839,cele,cele,DET:demo:obj:femi:sg,24,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
840,nuit,nuit,NOM:obj:femi:sg,24,N,N,,C/V\,NOUN,nuit,8
841,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
842,si,si,PROCON,24,Adv,Adv,si4,C/V\,ADV,si,10
843,s,s,PROCON,24,Prn,Prn$$,se,C/\,PRON,se,10
844,acorderent,acorderent,VER:simp:3:pl,24,Vfin,Vfin,,/V\.C/V\.'C/V\.C/e\,VERB,accorder,9
845,al,al,PREDET:a:obj:masc:sg,24,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
846,faire,faire,VER:infi,24,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
847,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
848,demain,demain,ADV,24,Adv,Adv,demain,C/V\.'C/V\,ADV,demain,10
849,vindrent,vindrent,VER:simp:3:pl,24,Vfin,Vfin,venir,'C/V\.C/e\,VERB,venir,10
850,devant,devant,PRE,24,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10
851,le,le,DET:def:obj:masc:sg,24,Det,Det,le,C/(e)\,DET,le,10
852,duc,duc,NOM:obj:masc:sg,24,N,N,,C/V\,NOUN,duc,8
853,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
854,distrent,distrent,VER:simp:3:pl,24,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
855,"""","""",PON:cit,24,Pnc,Pnc,,,PUNCT,"""",9
856,sire,sire,NOM:suj:masc:sg,24,N,N,,'C/V\.C/(e)\,NOUN,sire,11
857,nos,nos,PRO:pers:1:pl,24,Prn,Prn$,nous,C/V\,PRON,nous,10
858,somes,somes,VER:pres:1:pl,24,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
859,prest,prest,ADJ:suj:masc:pl,24,Adj,Adj,,C/V\,ADJ,prêt,8
860,d,d,PRE,24,Pre,Pre,de,C/\,ADP,de,10
861,aseurer,aseurer,VER:infi,24,Vinf,Vinf,assurer,/V\.C/(V)\./V\.'C/V\,VERB,assurer,10
862,ceste,ceste,DET:demo:obj:femi:sg,24,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
863,convenance,convenance,NOM:obj:femi:sg,24,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,convenance,8
864,"""","""",PON:cit,24,Pnc,Pnc,,,PUNCT,"""",9
865,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
866,li,li,DET:def:suj:masc:sg,24,Det,Det,le,C/V\,DET,le,10
867,dux,dux,NOM:suj:masc:sg,24,N,N,,C/V\,NOUN,duc,9
868,dist,dist,VER:simp:3:sg,24,Vfin,Vfin,dire,C/V\,VERB,dire,10
869,qu,qu,PROCON,24,Sub,Sub,que,C/\,SCONJ,que,10
870,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\,PRON,il,10
871,en,en,PRO:clit,24,Prn,Prn$$,en2,/V\,PRON,en,10
872,parleroit,parleroit,VER:cond:3:sg,24,Vfin,Vfin,parler,C/V\.C/e\.'C/V\,VERB,parler,10
873,a,a,PRE,24,Pre,Pre,à,/V\,ADP,à,10
874,la,la,DET:def:obj:femi:sg,24,Det,Det,le,C/V\,DET,le,10
875,soe,soe,ADJ:poss:obj:femi:sg,24,Adj,Adj,,'C/V\./(e)\,ADJ,son,3
876,gent,gent,NOM:obj:femi:sg,24,N,N,,C/V\,NOUN,gent,8
877,et,et,CON:coord,24,Crd,Crd,et,/V\,CCONJ,et,10
878,ce,ce,PRO:invar,24,Prn,Prn,ce,C/(e)\,PRON,ce,10
879,que,que,PROCON,24,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
880,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\,PRON,il,10
881,troveroit,troveroit,VER:cond:3:sg,24,Vfin,Vfin,trouver,C/V\.C/e\.'C/V\,VERB,trouver,10
882,il,il,PRO:pers:suj:3:masc:sg:unb,24,Prn,Prn$,il,/V\,PRON,il,10
883,le,le,PRO:pers:obj:3:masc:sg:unb,24,Prn,Prn$$,le,C/(e)\,PRON,le,10
884,lor,lor,PRO:pers:dat:3:pl,24,Prn,Prn$$,leur,C/V\,PRON,leur,10
885,feroit,feroit,VER:cond:3:sg,24,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
886,savoir,savoir,VER:infi,24,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
887,l,l,DET:def:obj:masc:sg,25,Det,Det,le,C/\,DET,le,10
888,endemain,endemain,NOM:obj:masc:sg,25,N,N,,/V\.C/e\.'C/V\,NOUN,endemain,8
889,al,al,PREDET:a:obj:masc:sg,25,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
890,tierz,tierz,ADJ:ord:obj:masc:sg,25,Adj,Adj,tiers,C/V\,ADJ,tiers,10
891,jor,jor,NOM:obj:masc:sg,25,N,N,,C/V\,NOUN,jour,8
892,manda,manda,VER:simp:3:sg,25,Vfin,Vfin,mander,C/V\.'C/V\,VERB,mander,10
893,li,li,DET:def:suj:masc:sg,25,Det,Det,le,C/V\,DET,le,10
894,dux,dux,NOM:suj:masc:sg,25,N,N,,C/V\,NOUN,duc,9
895,qui,qui,PROCON,25,Qux,Qux,qui,C/V\,PRON,qui,10
896,mult,mult,ADV,25,QIs,QIs,moult,C/V\,ADV,moult,10
897,ere,ere,VER:impf:3:sg,25,Vfin,Vfin,être,'/V\.C/(e)\,VERB,être,10
898,sages,sages,ADJ:suj:masc:sg,25,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
899,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
900,proz,proz,ADJ:suj:masc:sg,25,Adj,Adj,preux,C/V\,ADJ,preux,10
901,son,son,DET:poss:obj:masc:sg,25,Det,Det,son4,C/V\,DET,son,10
902,grant,grant,ADJ:obj:masc:sg,25,Adj,Adj,grand,C/V\,ADJ,grand,10
903,conseil,conseil,NOM:obj:masc:sg,25,N,N,,C/V\.'C/V\,NOUN,conseil,3
904,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
905,li,li,DET:def:suj:masc:sg,25,Det,Det,le,C/V\,DET,le,10
906,conseils,conseils,NOM:suj:masc:sg,25,N,N,,C/V\.'C/V\,NOUN,conseil,9
907,ere,ere,VER:impf:3:sg,25,Vfin,Vfin,être,'/V\.C/(e)\,VERB,être,10
908,de,de,PRE,25,Pre,Pre,de,C/(e)\,ADP,de,10
909,.xl.,.xl.,ADJ:card,25,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\,NUM,quarante,10
910,homes,homes,NOM:obj:masc:pl,25,N,N,,'/V\.C/e\,NOUN,homme,8
911,des,des,PREDET:de:obj:masc:pl,25,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
912,plus,plus,ADV,25,Adv,Adv,plus,C/V\,ADV,plus,10
913,sages,sages,ADJ:obj:masc:pl,25,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
914,de,de,PRE,25,Pre,Pre,de,C/(e)\,ADP,de,10
915,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\,DET,le,10
916,terre,terre,NOM:obj:femi:sg,25,N,N,,'C/V\.C/(e)\,NOUN,terre,8
917,per,per,PRE,25,Pre,Pre,par,C/V\,ADP,par,10
918,son,son,DET:poss:obj:masc:sg,25,Det,Det,son4,C/V\,DET,son,10
919,sens,sens,NOM:obj:masc:sg,25,N,N,,C/V\,NOUN,sens,8
920,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
921,engin,engin,NOM:obj:masc:sg,25,N,N,,/V\.'C/V\,NOUN,engin,9
922,que,que,PROCON,25,Qux,Qux,que,C/(e)\,PRON,que,10
923,il,il,PRO:pers:suj:3:masc:sg:unb,25,Prn,Prn$,il,/V\,PRON,il,10
924,avoit,avoit,VER:impf:3:sg,25,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
925,mult,mult,ADV,25,QIs,QIs,moult,C/V\,ADV,moult,10
926,cler,cler,ADJ:obj:masc:sg,25,Adj,Adj,clair,C/V\,ADJ,clair,10
927,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
928,mult,mult,ADV,25,QIs,QIs,moult,C/V\,ADV,moult,10
929,bon,bon,ADJ:obj:masc:sg,25,Adj,Adj,bon,C/V\,ADJ,bon,10
930,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\,PRON,le,10
931,mist,mist,VER:simp:3:sg,25,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
932,en,en,PRO:clit,25,Pre,Pre,en,/V\,ADP,en,10
933,ce,ce,PRO:invar,25,Prn,Prn,ce,C/(e)\,PRON,ce,10
934,que,que,PROCON,25,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
935,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\,PRON,il,10
936,loerent,loerent,VER:simp:3:pl,25,Vfin,Vfin,louer,C/V\.'C/V\.C/e\,VERB,louer,10
937,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
938,voltrent,voltrent,VER:simp:3:pl,25,Vfin,Vfin,,'C/V\.C/e\,VERB,vouloir,3
939,ensi,ensi,ADV,25,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
940,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\,PRON,le,10
941,mist,mist,VER:simp:3:sg,25,Vfin,Vfin,mettre,C/V\,VERB,mettre,10
942,puis,puis,ADV,25,PrA,PrA,puis,C/V\,ADV,puis,10
943,.c.,.c.,ADJ:card,25,QIs,QIs,cent,C/V\,NUM,cent,10
944,puis,puis,ADV,25,PrA,PrA,puis,C/V\,ADP|ADV,puis,10
945,_deus_,deus,ADJ:card,25,QIs,QIs,deux,C/V\,NUM,deux,10
946,.c.,.c.,ADJ:card,25,QIs,QIs,cent,C/V\,NUM,cent,10
947,puis,puis,ADV,25,PrA,PrA,puis,C/V\,ADP|ADV,puis,10
948,.m.,.m.,ADJ:card,25,QIs,QIs,mille,'C/V\.C/(e)\,NUM,mille,10
949,tant,tant,ADV,25,QIs,QIs,tant,C/V\,ADV,tant,10
950,que,que,PROCON,25,Sub,Sub,que,C/(e)\,SCONJ,que,10
951,tuit,tuit,PRO:ind:suj:masc:pl,25,QIs,QIs,tout,C/V\,PRON,tout,10
952,le,le,PRO:pers:obj:3:masc:sg:unb,25,Prn,Prn$$,le,C/(e)\,PRON,le,10
953,creanterent,creanterent,VER:simp:3:pl,25,Vfin,Vfin,,C/(V)\./V\.'C/V\.C/e\,VERB,créanter,9
954,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
955,loerent,loerent,VER:simp:3:pl,25,Vfin,Vfin,louer,C/V\.'C/V\.C/e\,VERB,louer,10
956,puis,puis,ADV,25,PrA,PrA,puis,C/V\,ADV,puis,10
957,en,en,PRO:clit,25,Prn,Prn$$,en2,/V\,PRON,en,10
958,asembla,asembla,VER:simp:3:sg,25,Vfin,Vfin,assembler,/V\.C/V\.'C/V\,VERB,assembler,10
959,ensemble,ensemble,ADV,25,Adv,Adv,ensemble,/V\.'C/V\.C/(e)\,ADV,ensemble,10
960,bien,bien,ADV,25,Adv,Adv,bien,C/V\,ADV,bien,10
961,.x.,.x.,ADJ:card,25,QIs,QIs,dix,C/V\,NUM,dix,10
962,.m.,.m.,ADJ:card,25,QIs,QIs,mille,'C/V\.C/(e)\,NUM,mille,10
963,en,en,PRE,25,Pre,Pre,en,/V\,ADP,en,10
964,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\,DET,le,10
965,chapelle,chapelle,NOM:obj:femi:sg,25,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chapelle,8
966,de,de,PRE,25,Pre,Pre,de,C/(e)\,ADP,de,10
967,saint,saint,ADJ:obj:masc:sg,25,Adj,Adj,saint,C/V\,ADJ,saint,10
968,marc,marc,NPR:obj:masc:sg,25,N,N,,C/V\,NOUN,marc,3
969,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\,DET,le,10
970,plus,plus,ADV,25,Adv,Adv,plus,C/V\,ADV,plus,10
971,bele,bele,ADJ:obj:femi:sg,25,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10
972,qui,qui,PROCON,25,Qux,Qux,qui,C/V\,PRON,qui,10
973,soit,soit,VER:subp:3:sg,25,Vfin,Vfin,être,C/V\,VERB,être,10
974,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
975,si,si,PROCON,25,Adv,Adv,si4,C/V\,ADV,si,10
976,lor,lor,PRO:pers:dat:3:pl,25,Prn,Prn$$,leur,C/V\,PRON,leur,10
977,dist,dist,VER:simp:3:sg,25,Vfin,Vfin,dire,C/V\,VERB,dire,10
978,que,que,PROCON,25,Sub,Sub,que,C/(e)\,SCONJ,que,10
979,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\,PRON,il,10
980,oissent,oïssent,VER:subi:3:pl,25,Vfin,Vfin,ouïr,/V\.'C/V\.C/e\,VERB,ouïr,10
981,messe,messe,NOM:obj:femi:sg,25,N,N,,'C/V\.C/(e)\,NOUN,messe,9
982,del,del,PREDET:de:obj:masc:sg,25,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
983,saint,saint,ADJ:obj:masc:sg,25,Adj,Adj,saint,C/V\,ADJ,saint,10
984,espirit,espirit,NOM:obj:masc:sg,25,N,N,,/V\.'C/V\,NOUN,esprit,8
985,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
986,preiassent,preiassent,VER:subi:3:pl,25,Vfin,Vfin,prier,C/V\.'C/V\.C/e\,VERB,prier,10
987,dieu,dieu,NOM:obj:masc:sg,25,N,N,,C/V\,PROPN,Dieu,3
988,que,que,PROCON,25,Sub,Sub,que,C/(e)\,SCONJ,que,10
989,il,il,PRO:pers:suj:3:masc:sg:unb,25,Prn,Prn$,il,/V\,PRON,il,10
990,les,les,PRO:pers:acc:3:masc:pl,25,Prn,Prn$$,le,C/V\,PRON,le,10
991,conseillast,conseillast,VER:subi:3:sg,25,Vfin,Vfin,conseiller2,C/V\.C/V\.'C/V\,VERB,conseiller,10
992,de,de,PRE,25,Pre,Pre,de,C/(e)\,ADP,de,10
993,la,la,DET:def:obj:femi:sg,25,Det,Det,le,C/V\,DET,le,10
994,requeste,requeste,NOM:obj:femi:sg,25,N,N,,C/V\.'C/V\.C/(e)\,NOUN,requête,9
995,as,as,PREDET:a:obj:masc:pl,25,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
996,messages,messages,NOM:obj:masc:pl,25,N,N,,C/V\.'C/V\.C/e\,NOUN,message,8
997,que,que,PROCON,25,Qux,Qux,que,C/(e)\,PRON,que,10
998,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn$,il,/V\,PRON,il,10
999,lor,lor,PRO:pers:dat:3:pl,25,Prn,Prn$$,leur,C/V\,PRON,leur,10
1000,avoient,avoient,VER:impf:3:pl,25,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
1001,faite,faite,VER:pper:femi:sg,25,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
1002,et,et,CON:coord,25,Crd,Crd,et,/V\,CCONJ,et,10
1003,il,il,PRO:pers:suj:3:masc:pl,25,Prn,Prn,il,/V\,PRON,il,10
1004,si,si,PROCON,25,Adv,Adv,si4,C/V\,ADV,si,10
1005,firent,firent,VER:simp:3:pl,25,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
1006,mult,mult,ADV,25,QIs,QIs,moult,C/V\,ADV,moult,10
1007,volentiers,volentiers,ADV,25,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
1008,quant,quant,ADV,26,Sub,Sub,quand,C/V\,SCONJ,quand,10
1009,la,la,DET:def:suj:femi:sg,26,Det,Det,le,C/V\,DET,le,10
1010,messe,messe,NOM:suj:femi:sg,26,N,N,,'C/V\.C/(e)\,NOUN,messe,9
1011,fu,fu,VER:simp:3:sg,26,Vfin,Vfin,être,C/V\,VERB,être,10
1012,dite,dite,VER:pper:femi:sg,26,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1013,li,li,DET:def:suj:masc:sg,26,Det,Det,le,C/V\,DET,le,10
1014,dux,dux,NOM:suj:masc:sg,26,N,N,,C/V\,NOUN,duc,9
1015,manda,manda,VER:simp:3:sg,26,Vfin,Vfin,mander,C/V\.'C/V\,VERB,mander,10
1016,por,por,PRE,26,Pre,Pre,pour,C/V\,ADP,pour,10
1017,les,les,DET:def:obj:masc:pl,26,Det,Det,le,C/V\,DET,le,10
1018,messages,messages,NOM:obj:masc:pl,26,N,N,,C/V\.'C/V\.C/e\,NOUN,message,8
1019,et,et,CON:coord,26,Crd,Crd,et,/V\,CCONJ,et,10
1020,que,que,PROCON,26,Sub,Sub,que,C/(e)\,SCONJ,que,10
1021,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\,PRON,il,10
1022,requissent,requissent,VER:subi:3:pl,26,Vfin,Vfin,requérir,C/V\.'C/V\.C/e\,VERB,requérir,10
1023,a,a,PRE,26,Pre,Pre,à,/V\,ADP,à,10
1024,tot,tot,DET:ind:obj:masc:sg,26,QIs,QIs,tout,C/V\,DET,tout,10
1025,le,le,DET:def:obj:masc:sg,26,Det,Det,le,C/(e)\,DET,le,10
1026,pueple,pueple,NOM:obj:masc:sg,26,N,N,,'C/V\.C/(e)\,NOUN,peuple,8
1027,hunblement,hunblement,ADV,26,Adv,Adv,,/V\.C/e\.'C/V\,ADV,humblement,0
1028,que,que,PROCON,26,Sub,Sub,que,C/(e)\,SCONJ,que,10
1029,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\,PRON,il,10
1030,volsissent,volsissent,VER:subi:3:pl,26,Vfin,Vfin,vouloir,C/V\.'C/V\.C/e\,VERB,vouloir,10
1031,que,que,PROCON,26,Sub,Sub,que,C/(e)\,SCONJ,que,10
1032,cele,cele,DET:demo:suj:femi:sg,26,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
1033,convenance,convenance,NOM:suj:femi:sg,26,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,convenance,8
1034,fust,fust,VER:subi:3:sg,26,Vfin,Vfin,être,C/V\,VERB,être,10
1035,faite,faite,VER:pper:femi:sg,26,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10
1036,li,li,DET:def:suj:masc:pl,26,Det,Det,le,C/V\,DET,le,10
1037,message,message,NOM:suj:masc:pl,26,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
1038,vindrent,vindrent,VER:simp:3:pl,26,Vfin,Vfin,venir,'C/V\.C/e\,VERB,venir,10
1039,el,el,PREDET:en:obj:masc:sg,26,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10
1040,mostier,mostier,NOM:obj:masc:sg,26,N,N,,C/V\.'C/V\,NOUN,moutier,3
1041,mult,mult,ADV,26,QIs,QIs,moult,C/V\,ADV,moult,10
1042,furent,furent,VER:simp:3:pl,26,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
1043,esgardé,esgardé,VER:pper:masc:sg,26,Vpp,Vpp,égarder,/V\.C/V\.'C/V\,VERB,égarder,10
1044,de,de,PRE,26,Pre,Pre,de,C/(e)\,ADP,de,10
1045,mainte,mainte,DET:ind:obj:femi:sg,26,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10
1046,gent,gent,NOM:obj:femi:sg,26,N,N,,C/V\,NOUN,gent,8
1047,qu,qu,PROCON,26,Crd,Crd,que,C/\,CCONJ,que,10
1048,il,il,PRO:pers:suj:3:masc:pl,26,Prn,Prn$,il,/V\,PRON,il,10
1049,n,n,PRO:clit,26,Neg,Neg$$,ne,C/\,ADV,ne,10
1050,es,es,PRO:pers:acc:3:masc:pl,26,Prn,Prn$$,le,/V\,PRON,le,10
1051,avoient,avoient,VER:impf:3:pl,26,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
1052,ainc,ainc,ADV,26,Adv,Adv,onques,/V\,ADV,onques,10
1053,mais,mais,CON:coord,26,Adv,Adv,mais,C/V\,ADV,mais,10
1054,veuz,veüz,VER:pper:masc:pl,26,Vpp,Vpp,voir,C/(V)\.'/V\,VERB,voir,10
1055,jofrois,jofrois,NPR:suj:masc:sg,27,N,N,,C/V\.'C/V\,NOUN,Geoffroy,2
1056,de,de,PRE,27,Pre,Pre,de,C/(e)\,ADP,de,10
1057,vilehardoin,vilehardoin,NPR:obj:masc:sg,27,N,N,,C/V\.C/e\.C/V\.C/V\.'C/V\,NOUN,vilehardoin,-10
1058,li,li,DET:def:suj:masc:sg,27,Det,Det,le,C/V\,DET,le,10
1059,mareschaus,mareschaus,NOM:suj:masc:sg,27,N,N,,C/V\.C/V\.'C/V\,NOUN,maréchal,9
1060,de,de,PRE,27,Pre,Pre,de,C/(e)\,ADP,de,10
1061,campaigne,campaigne,NPR:obj:femi:sg,27,N,N,,C/V\.'C/V\.C/(e)\,NOUN,campagne,3
1062,moustra,moustra,VER:simp:3:sg,27,Vfin,Vfin,montrer,C/V\.'C/V\,VERB,montrer,10
1063,la,la,DET:def:obj:femi:sg,27,Det,Det,le,C/V\,DET,le,10
1064,parole,parole,NOM:obj:femi:sg,27,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parole,8
1065,par,par,PRE,27,Pre,Pre,par,C/V\,ADP,par,10
1066,l,l,DET:def:obj:masc:sg,27,Det,Det,le,C/\,DET,le,10
1067,acort,acort,NOM:obj:masc:sg,27,N,N,,/V\.'C/V\,NOUN,accord,8
