wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2109,324,3,saisons,saisons,N,N,,C/V\.'C/V\,NOUN,saison,9
2110,324,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2111,325,1,c',c',Prn,Prn,ce,C/\,PRON,ce,10
2112,325,2,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2113,325,3,mon,mon,Adv,Adv,men,C/V\,ADV,men,10
2114,325,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2115,325,5,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
2116,325,6,jours,jours,N,N,,C/V\,NOUN,jour,8
2117,325,7,avons,avons,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2118,325,8,moult,moult,QIs,QIs,moult,C/V\,ADV,moult,10
2119,325,9,longs,longs,Adj,Adj,long,C/V\,ADJ,long,10
2120,326,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2121,326,2,courtes,courtes,Adj,Adj,,'C/V\.C/e\,ADJ,court,9
2122,326,3,nuiz,nuiz,N,N,,C/V\,NOUN,nuit,8
2123,326,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2124,327,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2125,327,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2126,327,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2127,327,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2128,327,5,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
2129,327,6,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2130,327,7,cest,cest,Dem,Dem,cist,C/V\,DET,cist,10
2131,327,8,huis,huis,N,N,,/V\,NOUN,huis,9
2132,328,1,fermer,fermer,Vinf,Vinf,fermer,C/V\.'C/V\,VERB,fermer,10
2133,328,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2134,328,3,puis,puis,PrA,PrA,puis,C/V\,ADV,puis,10
2135,328,4,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2136,328,5,sommes,sommes,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
2137,328,6,dedans,dedans,PrA,PrA,dedans,C/V\.'C/V\,ADV,dedans,10
2138,328,7,",",",",Pnc,Pnc,,,PUNCT,",",9
2139,329,1,afin,afin,Adv,Adv,afin,/V\.'C/V\,ADV,afin,10
2140,329,2,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2141,329,3,nul,nul,QIs,QIs,nul,C/V\,DET,nul,10
2142,329,4,ame,ame,N,N,,'/V\.C/(e)\,NOUN,âme,3
2143,329,5,ceens,ceens,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10
2144,330,1,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2145,330,2,puist,puist,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2146,330,3,entrer,entrer,Vinf,Vinf,entrer,/V\.'C/V\,VERB,entrer,10
2147,330,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2148,331,1,perrotin,perrotin,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10
2149,331,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2150,331,3,sanz,sanz,Pre,Pre,sans,C/V\,ADP,sans,10
2151,331,4,nous,nous,Prn,Prn,nous,C/V\,PRON,nous,10
2152,331,5,plus,plus,Adv,Adv,plus,C/V\,ADV,plus,10
2153,331,6,monstrer,monstrer,Vinf,Vinf,montrer,C/V\.'C/V\,VERB,montrer,10
2154,331,7,",",",",Pnc,Pnc,,,PUNCT,",",9
2155,332,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2156,332,2,men,men,Adv,Adv,men,C/V\,ADV,men,10
2157,332,3,la,la,Adv,Adv,là,C/V\,ADV,là,10
2158,332,4,la,la,Det,Det,le,C/V\,DET,le,10
2159,332,5,belle,belle,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10
2160,332,6,attendre,attendre,Vinf,Vinf,attendre,/V\.'C/V\.C/(e)\,VERB,attendre,10
2161,332,7,",",",",Pnc,Pnc,,,PUNCT,",",9
2162,333,1,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
2163,333,2,il,il,Prn,Prn$,il,/V\,PRON,il,10
2164,333,3,m',m',Prn,Prn$$,me,C/\,PRON,me,10
2165,333,4,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2166,333,5,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
2167,333,6,mestier,mestier,N,N,,C/V\.'C/V\,NOUN,métier,8
2168,333,7,d',d',Pre,Pre,de,C/\,ADP,de,10
2169,333,8,entendre,entendre,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
2170,334,1,quant,quant,Sub,Sub,quand,C/V\,SCONJ,quand,10
2171,334,2,elle,elle,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
2172,334,3,ystra,ystra,Vfin,Vfin,issir,/V\.'C/V\,VERB,issir,10
2173,334,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2174,335,1,mon,mon,Det,Det,mon,C/V\,DET,mon,10
2175,335,2,seigneur,seigneur,N,N,,C/V\.'C/V\,NOUN,seigneur,8
2176,335,3,",",",",Pnc,Pnc,,,PUNCT,",",9
2177,335,4,ou,ou,Qux,Qux,où,/V\,PRON,où,10
2178,335,5,il,il,Prn,Prn$,il,/V\,PRON,il,10
2179,335,6,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
2180,335,7,plaira,plaira,Vfin,Vfin,plaire,C/V\.'C/V\,VERB,plaire,10
2181,336,1,tantost,tantost,Adv,Adv,tantôt,C/V\.'C/V\,ADV,tantôt,10
2182,336,2,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2183,336,3,.,.,Pnc,Pnc,,,PUNCT,.,9
2184,337,1,ho,ho,Exc,Exc,,C/V\,INTJ,hô,-10
2185,337,2,!,!,Pnc,Pnc,,,PUNCT,!,9
2186,337,3,perrotin,perrotin,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10
2187,337,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2188,337,5,ci,ci,Adv,Adv,ci,C/V\,ADV,ci,10
2189,337,6,nous,nous,Prn,Prn$$,nous,C/V\,PRON,nous,10
2190,337,7,tenons,tenons,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
2191,338,1,sanz,sanz,Pre,Pre,sans,C/V\,ADP,sans,10
2192,338,2,dire,dire,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
2193,338,3,mot,mot,N,N,,C/V\,NOUN,mot,8
2194,338,4,chascun,chascun,QIs,QIs,chacun,C/V\.'C/V\,DET,chacun,10
2195,338,5,tout,tout,QIs,QIs,tout,C/V\,ADV,tout,10
2196,338,6,coy,coy,Adj,Adj,,C/V\,ADJ,quoi|coi,-1
2197,338,7,.,.,Pnc,Pnc,,,PUNCT,.,9
2198,339,1,seoir,seoir,Vinf,Vinf,seoir,C/(V)\.'/V\,VERB,seoir,10
2199,339,2,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
2200,339,3,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2201,339,4,en,en,Pre,Pre,en,/V\,ADP,en,10
2202,339,5,ce,ce,Dem,Dem,cist,C/(e)\,DET,cist,10
2203,339,6,recoy,recoy,N,N,,C/V\.'C/V\,NOUN,recoi,8
2204,339,7,:,:,Pnc,Pnc,,,PUNCT,:,9
2205,340,1,siez,siez,Vfin,Vfin,seoir,C/V\,VERB,seoir,10
2206,340,2,toy,toy,Prn,Prn%%,toi,C/V\,PRON,toi,10
2207,340,3,aussi,aussi,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
2208,340,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2209,341,1,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
2210,341,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2211,341,3,voulentiers,voulentiers,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
2212,341,4,:,:,Pnc,Pnc,,,PUNCT,:,9
2213,341,5,vez,vez,Vfin,Vfin,voir,C/V\,VERB,voir,10
2214,341,6,me,me,Prn,Prn%%,me,C/(e)\,PRON,me,10
2215,341,7,cy,cy,Adv,Adv,ci,C/V\,ADV,ci,10
2216,342,1,lez,lez,Pre,Pre,lez,C/V\,ADP,lez,10
2217,342,2,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
2218,342,3,assis,assis,Vpp,Vpp,asseoir,/V\.'C/V\,VERB,asseoir,10
2219,342,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2220,343,1,or,or,Adv,Adv,or2,/V\,ADV,or,10
2221,343,2,sus,sus,PrA,PrA,sus,C/V\,ADV,sus,10
2222,343,3,",",",",Pnc,Pnc,,,PUNCT,",",9
2223,343,4,mi,mi,Det,Det,mon,C/V\,DET,mon,10
2224,343,5,ange,ange,N,N,,'/V\.C/(e)\,NOUN,ange,3
2225,343,6,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2226,343,7,mes,mes,Det,Det,mon,C/V\,DET,mon,10
2227,343,8,amis,amis,N,N,,/V\.'C/V\,NOUN,ami,3
2228,343,9,",",",",Pnc,Pnc,,,PUNCT,",",9
2229,344,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2230,344,2,nous,nous,Prn,Prn%,nous,C/V\,PRON,nous,10
2231,344,3,en,en,Pre,Pre,en,/V\,ADP,en,10
2232,344,4,celle,celle,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
2233,344,5,abbaye,abbaye,N,N,,/V\.C/V\.'C/V\./(e)\,NOUN,abbaye,8
2234,344,6,.,.,Pnc,Pnc,,,PUNCT,.,9
2235,345,1,g',g',Prn,Prn$,je,C/\,PRON,je,10
2236,345,2,i,i,Prn,Prn$$,y2,/V\,PRON,y,10
2237,345,3,voy,voy,Vfin,Vfin,voir,C/V\,VERB,voir,10
2238,345,4,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2239,345,5,pechier,pechier,N,N,,C/V\.'C/V\,PROPN|NOUN,pichier,8
2240,345,6,envaie,envaie,Vpp,Vpp,envahir,/V\.C/V\.'C/V\./(e)\,VERB,envahir,10
2241,346,1,une,une,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
2242,346,2,nonne,nonne,N,N,,'C/V\.C/(e)\,NOUN,nonne,3
2243,346,3,que,que,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
2244,346,4,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2245,346,5,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
2246,346,6,ainz,ainz,Vfin,Vfin,aimer,/V\,VERB,aimer,10
2247,346,7,:,:,Pnc,Pnc,,,PUNCT,:,9
2248,347,1,monstrer,monstrer,Vinf,Vinf,montrer,C/V\.'C/V\,VERB,montrer,10
2249,347,2,li,li,Prn,Prn$$,li,C/V\,PRON,li,10
2250,347,3,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2251,347,4,sa,sa,Det,Det,son4,C/V\,DET,son,10
2252,347,5,foleur,foleur,N,N,,C/V\.'C/V\,NOUN,foleur,3
2253,347,6,ains,ains,PrA,PrA,ains,/V\,ADV,ains,10
2254,348,1,qu',qu',Sub,Sub,que,C/\,SCONJ,que,10
2255,348,2,elle,elle,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
2256,348,3,y,y,Prn,Prn$$,y2,/V\,PRON,y,10
2257,348,4,enchiee,enchiee,Vfin,Vfin,,/V\.'C/V\./(e)\,VERB,enchoir,9
2258,348,5,.,.,Pnc,Pnc,,,PUNCT,.,9
2259,349,1,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2260,349,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2261,349,3,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2262,349,4,;,;,Pnc,Pnc,,,PUNCT,;,9
2263,349,5,folz,folz,Adj,Adj,fou,C/V\,ADJ,fou,10
2264,349,6,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2265,349,7,qui,qui,Qux,Qux,qui,C/V\,PRON,qui,10
2266,349,8,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2267,349,9,bee,bee,Vfin,Vfin,béer,'C/V\./(e)\,VERB,béer,10
2268,350,1,a,a,Pre,Pre,à,/V\,ADP,à,10
2269,350,2,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2270,350,3,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2271,350,4,voulenté,voulenté,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,9
2272,350,5,.,.,Pnc,Pnc,,,PUNCT,.,9
2273,351,1,or,or,Adv,Adv,or2,/V\,ADV,or,10
2274,351,2,nous,nous,Prn,Prn$$,nous,C/V\,PRON,nous,10
2275,351,3,fault,fault,Vfin,Vfin,faillir,C/V\,VERB,faillir,10
2276,351,4,estre,estre,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
2277,351,5,entalenté,entalenté,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\,VERB,entalenter,8
2278,351,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2279,352,1,michiel,michiel,N,N,,C/V\.'C/V\,PROPN|NOUN,Michel,8
2280,352,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2281,352,3,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2282,352,4,chanter,chanter,Vinf,Vinf,chanter,C/V\.'C/V\,VERB,chanter,10
2283,352,5,",",",",Pnc,Pnc,,,PUNCT,",",9
2284,352,6,en,en,Pre,Pre,en,/V\,ADP,en,10
2285,352,7,alant,alant,Vprs,Vprs,aller,/V\.'C/V\,VERB,aller,10
2286,353,1,devant,devant,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10
2287,353,2,no,no,Det,Det,notre,C/V\,DET,notre,10
2288,353,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2289,353,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2290,353,5,aucun,aucun,QIs,QIs,aucun,/V\.'C/V\,DET,aucun,10
2291,353,6,biau,biau,Adj,Adj,beau,C/V\,ADJ,beau,10
2292,353,7,chant,chant,N,N,,C/V\,NOUN,chant,8
2293,353,8,.,.,Pnc,Pnc,,,PUNCT,.,9
2294,354,1,il,il,Prn,Prn$,il,/V\,PRON,il,10
2295,354,2,appartient,appartient,Vfin,Vfin,appartenir,/V\.C/V\.'C/V\,VERB,appartenir,10
2296,354,3,.,.,Pnc,Pnc,,,PUNCT,.,9
2297,355,1,puis,puis,PrA,PrA,puis,C/V\,ADV,puis,10
2298,355,2,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2299,355,3,chanter,chanter,Vinf,Vinf,chanter,C/V\.'C/V\,VERB,chanter,10
2300,355,4,nous,nous,Prn,Prn$$,nous,C/V\,PRON,nous,10
2301,355,5,esconvient,esconvient,Vfin,Vfin,esconvenir,/V\.C/V\.'C/V\,VERB,esconvenir,10
2302,355,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2303,356,1,gabriel,gabriel,N,N,,C/V\.C/V\.'C/V\,NOUN,Gabriel,2
2304,356,2,",",",",Pnc,Pnc,,,PUNCT,",",9
2305,356,3,disons,disons,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
2306,356,4,ce,ce,Dem,Dem,cist,C/(e)\,DET,cist,10
2307,356,5,rondel,rondel,N,N,,C/V\.'C/V\,NOUN,rondeau,8
2308,357,1,qu',qu',Qux,Qux,que,C/\,PRON,que,10
2309,357,2,apris,apris,Vpp,Vpp,apprendre,/V\.'C/V\,VERB,apprendre,10
2310,357,3,avons,avons,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2311,357,4,tout,tout,QIs,QIs,tout,C/V\,ADV,tout,10
2312,357,5,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2313,357,6,nouvel,nouvel,Adj,Adj,nouveau,C/V\.'C/V\,ADJ,nouveau,10
2314,357,7,",",",",Pnc,Pnc,,,PUNCT,",",9
2315,358,1,sanz,sanz,Pre,Pre,sans,C/V\,ADP,sans,10
2316,358,2,riens,riens,N,N,rien,C/V\,PROPN|NOUN,rien,10
2317,358,3,retraire,retraire,Vinf,Vinf,retraire,C/V\.'C/V\.C/(e)\,VERB,retraire,10
2318,358,4,.,.,Pnc,Pnc,,,PUNCT,.,9
2319,359,1,tresdoulce,tresdoulce,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,doux,8
2320,359,2,vierge,vierge,N,N,,'C/V\.C/(e)\,NOUN,vierge,3
2321,359,3,debonnaire,debonnaire,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,débonnaire,6
2322,359,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2323,360,1,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2324,360,2,vraie,vraie,Adj,Adj,vrai,'C/V\./(e)\,ADJ,vrai,10
2325,360,3,humilité,humilité,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,humilité,8
2326,360,4,sejour,sejour,N,N,,C/V\.'C/V\,NOUN,séjour,9
2327,361,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2328,361,2,d',d',Pre,Pre,de,C/\,ADP,de,10
2329,361,3,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
2330,361,4,parfaicte,parfaicte,Vpp,Vpp,parfaire,C/V\.'C/V\.C/(e)\,VERB,parfaire,10
2331,361,5,exemplaire,exemplaire,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,exemplaire,8
2332,361,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2333,362,1,tresdoulce,tresdoulce,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,doux,8
2334,362,2,vierge,vierge,N,N,,'C/V\.C/(e)\,NOUN,vierge,3
2335,362,3,debonnaire,debonnaire,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,débonnaire,6
2336,362,4,",",",",Pnc,Pnc,,,PUNCT,",",9
2337,363,1,a,a,Pre,Pre,à,/V\,ADP,à,10
2338,363,2,tout,tout,QIs,QIs,tout,C/V\,DET,tout,10
2339,363,3,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
2340,363,4,embelir,embelir,Vinf,Vinf,,/V\.C/e\.'C/V\,VERB,embellir,9
2341,363,5,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2342,363,6,plaire,plaire,Vinf,Vinf,plaire,'C/V\.C/(e)\,VERB,plaire,10
2343,364,1,doit,doit,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
2344,364,2,qu',qu',Sub,Sub,que,C/\,SCONJ,que,10
2345,364,3,il,il,Prn,Prn$,il,/V\,PRON,il,10
2346,364,4,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
2347,364,5,serve,serve,Vfin,Vfin,servir,'C/V\.C/(e)\,VERB,servir,10
2348,364,6,nuit,nuit,N,N,,C/V\,NOUN,nuit,8
2349,364,7,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2350,364,8,jour,jour,N,N,,C/V\,NOUN,jour,8
2351,364,9,",",",",Pnc,Pnc,,,PUNCT,",",9
2352,365,1,tresdoulce,tresdoulce,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,doux,8
2353,365,2,vierge,vierge,N,N,,'C/V\.C/(e)\,NOUN,vierge,3
2354,365,3,debonnaire,debonnaire,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,débonnaire,6
2355,366,1,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2356,366,2,vraie,vraie,Adj,Adj,vrai,'C/V\./(e)\,ADJ,vrai,10
2357,366,3,humilité,humilité,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,humilité,8
2358,366,4,sejour,sejour,N,N,,C/V\.'C/V\,PROPN|NOUN,séjour,8
2359,366,5,.,.,Pnc,Pnc,,,PUNCT,.,9
2360,367,1,my,my,Det,Det,mon,C/V\,DET,mon,10
2361,367,2,ange,ange,N,N,,'/V\.C/(e)\,NOUN,ange,3
2362,367,3,",",",",Pnc,Pnc,,,PUNCT,",",9
2363,367,4,un,un,QIs,QIs,un,/V\,DET,un,10
2364,367,5,petit,petit,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
2365,367,6,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
2366,367,7,demour,demour,N,N,,C/V\.'C/V\,NOUN,demeur,3
2367,368,1,ici,ici,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10
2368,368,2,endroit,endroit,PrA,PrA,endroit,/V\.'C/V\,ADP,endroit,10
2369,368,3,nous,nous,Prn,Prn,nous,C/V\,PRON,nous,10
2370,368,4,troi,troi,QIs,QIs,trois,C/V\,NUM,trois,10
2371,368,5,ferons,ferons,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2372,368,6,.,.,Pnc,Pnc,,,PUNCT,.,9
2373,369,1,assez,assez,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10
2374,369,2,briement,briement,Adv,Adv,,C/V\.'C/V\,ADV,brièvement,9
2375,369,3,nous,nous,Prn,Prn$$,nous,C/V\,PRON,nous,10
2376,369,4,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
2377,369,5,irons,irons,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
2378,370,1,en,en,Pre,Pre,en,/V\,ADP,en,10
2379,370,2,paradis,paradis,N,N,,C/V\.C/V\.'C/V\,NOUN,paradis,8
2380,370,3,.,.,Pnc,Pnc,,,PUNCT,.,9
2381,371,1,puis,puis,PrA,PrA,puis,C/V\,ADV,puis,10
2382,371,2,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2383,371,3,convent,convent,N,N,,C/V\.'C/V\,PROPN|NOUN,convent|couvent,-1
2384,371,4,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2385,371,5,endormiz,endormiz,Vpp,Vpp,endormir,/V\.C/V\.'C/V\,VERB,endormir,10
2386,371,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2387,372,1,il,il,Prn,Prn$,il,/V\,PRON,il,10
2388,372,2,esconvient,esconvient,Vfin,Vfin,esconvenir,/V\.C/V\.'C/V\,VERB,esconvenir,10
2389,372,3,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2390,372,4,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
2391,372,5,m',m',Prn,Prn$$,me,C/\,PRON,me,10
2392,372,6,en,en,Prn,Prn$$,en2,/V\,PRON,en,10
2393,372,7,aille,aille,Vfin,Vfin,aller,'/V\.C/(e)\,VERB,aller,10
2394,372,8,:,:,Pnc,Pnc,,,PUNCT,:,9
2395,373,1,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
2396,373,2,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
2397,373,3,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2398,373,4,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
2399,373,5,raison,raison,N,N,,C/V\.'C/V\,NOUN,raison,8
2400,373,6,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
2401,373,7,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
2402,373,8,faille,faille,Vfin,Vfin,faillir,'C/V\.C/(e)\,VERB,faillir,10
2403,374,1,d',d',Pre,Pre,de,C/\,ADP,de,10
2404,374,2,aler,aler,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
2405,374,3,ou,ou,Qux,Qux,où,/V\,PRON,où,10
2406,374,4,j',j',Prn,Prn$,je,C/\,PRON,je,10
2407,374,5,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2408,374,6,convenancié,convenancié,Vpp,Vpp,,C/V\.C/e\.C/V\.'C/V\,VERB,convenancer,9
2409,375,1,par,par,Pre,Pre,par,C/V\,ADP,par,10
2410,375,2,grant,grant,Adj,Adj,grand,C/V\,ADJ,grand,10
2411,375,3,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
2412,375,4,et,et,Crd,Crd,et,/V\,CCONJ,et,10
2413,375,5,fiancié,fiancié,Vpp,Vpp,,C/V\.C/V\.C/<V>\.'/V\,VERB,fiancer,9
2414,376,1,au,au,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2415,376,2,doulx,doulx,Adj,Adj,doux,C/V\,ADJ,doux,10
2416,376,3,a,a,Pre,Pre,à,/V\,ADP,à,10
2417,376,4,qui,qui,Qux,Qux,qui,C/V\,PRON,qui,10
2418,376,5,le,le,Det,Det,le,C/(e)\,DET,le,10
2419,376,6,mien,mien,Adj,Adj,mon,C/V\,ADJ,mon,10
2420,376,7,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
2421,376,8,tent,tent,Vfin,Vfin,tenir,C/V\,VERB,tenir,10
2422,376,9,",",",",Pnc,Pnc,,,PUNCT,",",9
2423,377,1,car,car,Crd,Crd,car,C/V\,CCONJ,car,10
2424,377,2,trop,trop,Adv,Adv,trop,C/V\,ADV,trop,10
2425,377,3,annuie,annuie,Vfin,Vfin,ennuyer,/V\.'C/V\./(e)\,VERB,ennuyer,10
2426,377,4,a,a,Pre,Pre,à,/V\,ADP,à,10
2427,377,5,qui,qui,Qux,Qux,qui,C/V\,PRON,qui,10
2428,377,6,atent,atent,Vfin,Vfin,attendre,/V\.'C/V\,VERB,attendre,10
2429,377,7,",",",",Pnc,Pnc,,,PUNCT,",",9
2430,378,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
2431,378,2,le,le,Prn,Prn$$,le,C/(e)\,PRON,le,10
2432,378,3,sçay,sçay,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
2433,378,4,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
2434,378,5,",",",",Pnc,Pnc,,,PUNCT,",",9
2435,378,6,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
2436,378,7,est,est,Vfin,Vfin,être,/V\,VERB,être,10
2437,378,8,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
2438,378,9,nouvelle,nouvelle,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,nouvelle|nouveau,-1
2439,378,10,;,;,Pnc,Pnc,,,PUNCT,;,9
2440,379,1,mais,mais,Crd,Crd,mais,C/V\,CCONJ,mais,10
2441,379,2,avant,avant,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
2442,379,3,par,par,Pre,Pre,par,C/V\,ADP,par,10
2443,379,4,ceste,ceste,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
2444,379,5,chappelle,chappelle,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chapelle,9
2445,379,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2446,380,1,ou,ou,Qux,Qux,où,/V\,PRON,où,10
2447,380,2,passer,passer,Vinf,Vinf,passer,C/V\.'C/V\,VERB,passer,10
2448,380,3,parmy,parmy,PrA,PrA,parmi,C/V\.'C/V\,ADV,parmi,10
2449,380,4,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
2450,380,5,convient,convient,Vfin,Vfin,convenir,C/V\.'C/V\,VERB,convenir,10
2451,380,6,",",",",Pnc,Pnc,,,PUNCT,",",9
2452,381,1,la,la,Det,Det,le,C/V\,DET,le,10
