wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
1784,279,4,lieve,lieve,VER:impe:2:sg,288,Vfin,Vfin,lever,'C/V\.C/(e)\,VERB,lever,10,,
1785,279,5,sus,sus,ADV,288,PrA,PrA,sus,C/V\,ADP,sus,10,,
1786,279,6,pinceguerre,pinceguerre,NPR:suj:masc:sg,288,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,pinceguerre,-10,?,
1787,280,1,si,si,PROCON,289,Adv,Adv,si4,C/V\,ADV,si,10,,
1788,280,2,me,me,PRO:pers:obj:1:sg:unb,289,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
1789,280,3,va,va,VER:impe:2:sg,289,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
1790,280,4,theophile,theophile,NPR:obj:masc:sg,289,N,N,,C/(V)\./V\.'C/V\.C/(e)\,NOUN,théophile,-10,Théophile,
1791,280,5,querre,querre,VER:infi,289,Vinf,Vinf,quérir,'C/V\.C/(e)\,VERB,quérir,10,,
1792,280,6,;,;,PON,289,Pnc,Pnc,,,PUNCT,;,9,,
1793,281,1,se,se,PRO:pers:obj:3:masc:sg:unb,290,Adv,Adv,si4,C/(e)\,ADV,si,10,,
1794,281,2,li,li,PRO:pers:suj:3:masc:sg:bet,290,Prn,Prn$$,li,C/V\,PRON,li,10,,
1795,281,3,renderai,renderai,VER:futu:1:sg,290,Vfin,Vfin,rendre,C/V\.C/e\.'C/V\,VERB,rendre,10,,
1796,281,4,sa,sa,DET:poss:obj:femi:sg,290,Det,Det,son4,C/V\,DET,son,10,,
1797,281,5,baillie,baillie,NOM:obj:femi:sg,290,N,N,,C/V\.'C/V\./(e)\,NOUN,baillie,3,,
1798,281,6,.,.,PON,290,Pnc,Pnc,,,PUNCT,.,9,,
1799,282,1,j,j,PRO:pers:suj:1:sg:unb,291,Prn,Prn$,je,C/\,PRON,je,10,,
1800,282,2,avoie,avoie,VER:impf:1:sg,291,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10,,
1801,282,3,fet,fet,VER:pper:masc:sg,291,Vpp,Vpp,faire,C/V\,VERB,faire,10,,
1802,282,4,molt,molt,ADV,291,QIs,QIs,moult,C/V\,ADV,moult,10,,
1803,282,5,grant,grant,ADJ:obj:femi:sg,291,Adj,Adj,grand,C/V\,ADJ,grand,10,,
1804,282,6,folie,folie,NOM:obj:femi:sg,291,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8,,
1805,283,1,quant,quant,ADV,292,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
1806,283,2,je,je,PRO:pers:suj:1:sg:unb,292,Prn,Prn,je,C/(e)\,PRON,je,10,,
1807,283,3,tolue,tolue,VER:pper:femi:sg,292,Vpp,Vpp,tolir,C/V\.'C/V\./(e)\,VERB,tolir,10,,
1808,283,4,li,li,PRO:pers:suj:3:masc:sg:bet,292,Prn,Prn$$,li,C/V\,PRON,li,10,,
1809,283,5,avoie,avoie,VER:impf:1:sg,292,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10,,
1810,284,1,que,que,PROCON,293,Crd,Crd,que,C/(e)\,CCONJ,que,10,,
1811,284,2,c',c',PRO:invar,293,Prn,Prn,ce,C/\,PRON,ce,10,,
1812,284,3,est,est,VER:pres:3:sg,293,Vfin,Vfin,être,/V\,VERB,être,10,,
1813,284,4,li,li,DET:def:suj:masc:sg,293,Det,Det,le,C/V\,DET,le,10,,
1814,284,5,mieudres,mieudres,ADJ:suj:masc:sg,293,Adj,Adj,meilleur,'C/V\.C/e\,ADJ,meilleur,10,,
1815,284,6,que,que,PROCON,293,Qux,Qux,que,C/(e)\,PRON,que,10,,
1816,284,7,je,je,PRO:pers:suj:1:sg:unb,293,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1817,284,8,voie,voie,VER:subp:1:sg,293,Vfin,Vfin,voir,'C/V\./(e)\,VERB,voir,10,,
1818,284,9,;,;,PON,293,Pnc,Pnc,,,PUNCT,;,9,,
1819,285,1,ice,ice,PRO:invar,294,Prn,Prn,ce,'/V\.C/(e)\,PRON,ce,10,,
1820,285,2,puis,puis,VER:pres:1:sg,294,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
1821,285,3,je,je,PRO:pers:suj:1:sg:unb,294,Prn,Prn%,je,C/(e)\,PRON,je,10,,
1822,285,4,bien,bien,ADV,294,Adv,Adv,bien,C/V\,ADV,bien,10,,
1823,285,5,por,por,PRE,294,Pre,Pre,pour,C/V\,ADP,pour,10,,
1824,285,6,voir,voir,ADJ:obj:masc:sg,294,N,N,voir2,C/V\,PROPN|NOUN,voir,10,,
1825,285,7,dire,dire,VER:infi,294,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,,
1826,285,8,.,.,PON,294,Pnc,Pnc,,,PUNCT,.,9,,
1827,286,1,vous,vous,PRO:pers:2:pl,295,Prn,Prn$,vous,C/V\,PRON,vous,10,,
1828,286,2,dites,dites,VER:pres:2:pl,295,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10,,
1829,286,3,voir,voir,ADJ:obj:masc:sg,295,N,N,voir2,C/V\,PROPN|NOUN,voir,10,,
1830,286,4,biaus,biaus,ADJ:suj:masc:sg,295,Adj,Adj,beau,C/V\,ADJ,beau,10,,
1831,286,5,tres,tres,ADV,295,Adv,Adv,très,C/V\,ADV,très,10,,
1832,286,6,douz,douz,ADJ:suj:masc:sg,295,Adj,Adj,doux,C/V\,ADJ,doux,10,,
1833,286,7,sire,sire,NOM:suj:masc:sg,295,N,N,,'C/V\.C/(e)\,NOUN,sire,11,,
1834,286,8,.,.,PON,295,Pnc,Pnc,,,PUNCT,.,9,,
1835,287,1,qui,qui,PROCON,296,Qux,Qux,qui,C/V\,PRON,qui,10,,
1836,287,2,est,est,VER:pres:3:sg,296,Vfin,Vfin,être,/V\,VERB,être,10,,
1837,287,3,ceenz,ceenz,ADV,296,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10,,
1838,287,4,?,?,PON,296,Pnc,Pnc,,,PUNCT,?,9,,
1839,287,5,et,et,CON:coord,296,Crd,Crd,et,/V\,CCONJ,et,10,,
1840,287,6,vous,vous,PRO:pers:2:pl,296,Prn,Prn,vous,C/V\,PRON,vous,10,,
1841,287,7,qui,qui,PROCON,296,Qux,Qux,qui,C/V\,PRON,qui,10,,
1842,287,8,estes,estes,VER:pres:2:pl,296,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10,,
1843,287,9,?,?,PON,296,Pnc,Pnc,,,PUNCT,?,9,,
1844,288,1,je,je,PRO:pers:suj:1:sg:unb,297,Prn,Prn$,je,C/(e)\,PRON,je,10,,
1845,288,2,sui,sui,VER:pres:1:sg,297,Vfin,Vfin,être,C/V\,VERB,être,10,,
1846,288,3,uns,uns,DET:ndf:suj:masc:sg,297,QIs,QIs,un,/V\,DET,un,10,,
1847,288,4,clers,clers,NOM:suj:masc:sg,297,N,N,,C/V\,NOUN,clerc,3,,
