wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
518,84,2,.ii.,.ii.,ADJ:card,84,QIs,QIs,deux,C/V\,NUM,deux,10,,
519,84,3,siens,siens,ADJ:poss:suj:masc:pl,84,Adj,Adj,son4,C/V\,ADJ,son,10,,
520,84,4,fiex,fiex,NOM:suj:masc:pl,84,N,N,,C/V\,NOUN,fief,3,fils,
521,84,5,o,o,PRE,84,Pre,Pre,o,/V\,ADP,o,10,,
522,84,6,li,li,PRO:pers:acc:3:femi:sg:bet,84,Prn,Prn,li,C/V\,PRON,li,10,,
523,84,7,mout,mout,ADV,84,QIs,QIs,moult,C/V\,ADV,moult,10,,
524,84,8,gens,gens,ADJ:suj:masc:pl,84,N,N,,C/V\,NOUN,gent,11,,
525,85,1,pinchars,pinchars,NPR:suj:masc:sg,85,N,N,,C/V\.'C/V\,NOUN,pinchart,-10,Pinchart,DMF
526,85,2,et,et,CON:coord,85,Crd,Crd,et,/V\,CCONJ,et,10,,
527,85,3,primaus,primaus,NPR:suj:masc:sg,85,N,N,,C/V\.'C/V\,NOUN,primau,-10,Primaut,DMF
528,85,4,ichil,ichil,DET:demo:suj:masc:pl,85,Dem,Dem,cil,/V\.'C/V\,DET,cil,10,,
529,85,5,doi,doi,ADJ:card,85,QIs,QIs,deux,C/V\,ADJ|ADV|DET|NUM|PRON,deux,10,,
530,86,1,a,a,PRE,86,Pre,Pre,à,/V\,ADP,à,10,,
531,86,2,brebis,brebis,NOM:obj:femi:pl,86,N,N,,C/V\.'C/V\,NOUN,brebis,9,,
532,86,3,ni,ni,PROCON,86,Crd,Crd,ne2,C/V\,CCONJ,ne,10,,
533,86,4,as,as,PREDET:a:obj:masc:pl,86,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
534,86,5,aigniaus,aigniaus,NOM:obj:masc:pl,86,N,N,,/V\.'C/V\,NOUN,agneau,9,,
535,86,6,foi,foi,NOM:obj:femi:sg,86,N,N,,C/V\,NOUN,foi,8,,
536,87,1,ne,ne,PRO:clit,87,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
537,87,2,porterent,porterent,VER:simp:3:pl,87,Vfin,Vfin,porter,C/V\.'C/V\.C/e\,VERB,porter,10,,
538,87,3,en,en,PRO:clit,87,Pre,Pre,en,/V\,ADP,en,10,,
539,87,4,leur,leur,DET:poss:obj:masc:sg,87,Det,Det,leur2,C/V\,DET,leur,10,,
540,87,5,vivant,vivant,NOM:obj:masc:sg,87,N,N,,C/V\.'C/V\,PROPN|NOUN,vivant,8,,
541,88,1,bien,bien,ADV,88,Adv,Adv,bien,C/V\,ADV,bien,10,,
542,88,2,renaturent,renaturent,VER:pres:3:pl,88,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,renater,-10,renaturer,DMF
543,88,3,li,li,DET:def:suj:masc:pl,88,Det,Det,le,C/V\,DET,le,10,,
544,88,4,enfant,enfant,NOM:suj:masc:pl,88,N,N,,/V\.'C/V\,NOUN,enfant,3,,
