wd_id,word,lex_id,chapter_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
680,affection,affection,1.5,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,affection,9,
681,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
682,En,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
683,la,la,1.5,Det,Det,le,C/V\,DET,le,10,
684,compaignie,compaignie,1.5,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8,
685,des,des,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
686,Bretons,bretons,1.5,Adj,Adj,,C/V\.'C/V\,ADJ,breton,-1,Bretons
687,y,y,1.5,Prn,Prn$$,y2,/V\,PRON,y,10,
688,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
689,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
690,pouvre,pouvre,1.5,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10,
691,homme,homme,1.5,N,N,,'/V\.C/(e)\,NOUN,homme,8,
692,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
693,prenoit,prenoit,1.5,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10,
694,plaisir,plaisir,1.5,N,N,,C/V\.'C/V\,PROPN|NOUN,plaisir,8,
695,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
696,gecter,gecter,1.5,Vinf,Vinf,jeter,C/V\.'C/V\,VERB,jeter,10,
697,des,des,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
698,fusées,fusees,1.5,N,N,,C/V\.'C/V\./e\,NOUN,fusée,9,
699,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
700,l',l',1.5,Det,Det,le,C/\,DET,le,10,
701,aer,aer,1.5,N,N,,/V\.'C/V\,NOUN,air,3,
702,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
703,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
704,courent,courent,1.5,Vfin,Vfin,courir,'C/V\.C/e\,VERB,courir,10,
705,parmy,parmy,1.5,PrA,PrA,parmi,C/V\.'C/V\,ADP,parmi,10,
706,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
707,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
708,quant,quant,1.5,Sub,Sub,quand,C/V\,SCONJ,quand,10,
709,elles,elles,1.5,Prn,Prn$,elle,'/V\.C/e\,PRON,elle,10,
710,sont,sont,1.5,Vfin,Vfin,être,C/V\,VERB,être,10,
711,tombées,tombees,1.5,Vpp,Vpp,tomber,C/V\.'C/V\./e\,VERB,tomber,10,
712,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
713,rendent,rendent,1.5,Vfin,Vfin,rendre,'C/V\.C/e\,VERB,rendre,10,
714,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
715,peu,peu,1.5,N,N,peu,C/V\,PROPN|NOUN,peu,10,
716,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
717,flambe,flambe,1.5,N,N,,'C/V\.C/(e)\,NOUN,flambe,8,
718,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
719,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
720,s',s',1.5,Prn,Prn$$,se,C/\,PRON,se,10,
721,appelloit,appelloit,1.5,Vfin,Vfin,appeler,/V\.C/e\.'C/V\,VERB,appeler,10,
722,maistre,maistre,1.5,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
723,Jehan,jehan,1.5,N,N,,C/(V)\.'/V\,PROPN,Jean,8,
724,Bouttefeu,bouttefeu,1.5,N,N,,C/V\.C/e\.'C/V\,PROPN,boutefeu,2,
725,ou,ou,1.5,Crd,Crd,ou,/V\,CCONJ,ou,10,
726,maistre,maistre,1.5,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
727,Jehans,jehans,1.5,N,N,,C/(V)\.'/V\,PROPN,Jean,9,
728,des,des,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
729,Serpens,serpens,1.5,N,N,,C/V\.'C/V\,NOUN,serpent,9,
730,;,;,1.5,Pnc,Pnc,,,PUNCT,;,9,
731,lequel,lequel,1.5,Qux,Qux,lequel,C/V\.'C/V\,PRON,lequel,10,
732,gecta,gecta,1.5,Vfin,Vfin,jeter,C/V\.'C/V\,VERB,jeter,10,
733,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
734,ou,ou,1.5,Crd,Crd,ou,/V\,CCONJ,ou,10,
735,trois,trois,1.5,QIs,QIs,trois,C/V\,NUM,trois,10,
736,fusées,fusees,1.5,N,N,,C/V\.'C/V\./e\,NOUN,fusée,9,
737,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
738,l',l',1.5,Det,Det,le,C/\,DET,le,10,
739,aer,aer,1.5,N,N,,/V\.'C/V\,NOUN,air,3,
740,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
741,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
742,coururent,coururent,1.5,Vfin,Vfin,courir,C/V\.'C/V\.C/e\,VERB,courir,10,
743,parmy,parmy,1.5,PrA,PrA,parmi,C/V\.'C/V\,ADP,parmi,10,
744,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
745,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
746,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
747,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
748,quelque,quelque,1.5,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10,
749,maison,maison,1.5,N,N,,C/V\.'C/V\,NOUN,maison,3,
750,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
751,hault,hault,1.5,Adj,Adj,haut,C/V\,ADJ,haut,10,
752,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
753,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
754,nul,nul,1.5,QIs,QIs,nul,C/V\,PRON,nul,10,
755,ne,ne,1.5,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
756,l',l',1.5,Prn,Prn$$,le,C/\,PRON,le,10,
757,apperceut,apperceut,1.5,Vfin,Vfin,apercevoir,/V\.C/V\.'C/V\,VERB,apercevoir,10,
758,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
759,Une,une,1.5,QIs,QIs,un,'/V\.C/(e)\,PRON,un,10,
760,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
761,vint,vint,1.5,Vfin,Vfin,venir,C/V\,VERB,venir,10,
762,donner,donner,1.5,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10,
763,contre,contre,1.5,PrA,PrA,contre3,'C/V\.C/(e)\,ADP,contre,10,
764,la,la,1.5,Det,Det,le,C/V\,DET,le,10,
765,croisée,croisee,1.5,N,N,,C/V\.'C/V\./(e)\,NOUN,croisée,3,
766,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
767,la,la,1.5,Det,Det,le,C/V\,DET,le,10,
768,fenestre,fenestre,1.5,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fenêtre,9,
769,où,ou,1.5,Qux,Qux,où,/V\,PRON,où,10,
770,ces,ces,1.5,Dem,Dem,cist,C/V\,DET,cist,10,
771,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
772,princes,princes,1.5,N,N,,'C/V\.C/e\,NOUN,prince,8,
773,dessusdictz,dessusdictz,1.5,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,dessus-dit,4,
774,avoyent,avoyent,1.5,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10,
775,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
776,testes,testes,1.5,N,N,,'C/V\.C/e\,NOUN,tête,3,
777,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
778,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
779,si,si,1.5,Adv,Adv,si4,C/V\,ADV,si,10,
780,près,pres,1.5,PrA,PrA,près,C/V\,ADP,près,10,
781,l',l',1.5,Det,Det,le,C/\,DET,le,10,
782,un,un,1.5,QIs,QIs,un,/V\,PRON,un,10,
783,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
784,l',l',1.5,Det,Det,le,C/\,DET,le,10,
785,autre,autre,1.5,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
786,qu',qu',1.5,Sub,Sub,que,C/\,SCONJ,que,10,
787,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
788,n',n',1.5,Neg,Neg$$,ne,C/\,ADV,ne,10,
789,y,y,1.5,Prn,Prn$$,y2,/V\,PRON,y,10,
790,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
791,pas,pas,1.5,Neg,Neg,pas,C/V\,ADV,pas,10,
792,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
793,pied,pied,1.5,N,N,,C/V\,NOUN,pied,9,
794,entre,entre,1.5,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10,
795,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
796,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
797,Tout,tout,1.5,QIs,QIs,tout,C/V\,DET,tout,10,
798,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
799,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
800,dressèrent,dresserent,1.5,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,dresser,9,
801,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
802,furent,furent,1.5,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,
803,esbahiz,esbahiz,1.5,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,ébahir,9,
804,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
805,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
806,regardoit,regardoit,1.5,Vfin,Vfin,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10,
807,chascun,chascun,1.5,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,
808,l',l',1.5,Det,Det,le,C/\,DET,le,10,
809,un,un,1.5,QIs,QIs,un,/V\,PRON,un,10,
810,l',l',1.5,Det,Det,le,C/\,DET,le,10,
811,autre,autre,1.5,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
812,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
813,engendrèrent,engendrerent,1.5,Vfin,Vfin,,/V\.C/V\.'C/V\.C/e\,VERB,engendrer,9,
814,suspection,suspection,1.5,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,suspection,9,
815,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
816,ce,ce,1.5,Prn,Prn,ce,C/(e)\,PRON,ce,10,
817,n',n',1.5,Neg,Neg$$,ne,C/\,ADV,ne,10,
818,eust,eust,1.5,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10,
819,esté,esté,1.5,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,
820,faict,faict,1.5,Vpp,Vpp,faire,C/V\,VERB,faire,10,
821,expressement,expressement,1.5,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,expressément,8,
822,pour,pour,1.5,Pre,Pre,pour,C/V\,ADP,pour,10,
823,leur,leur,1.5,Prn,Prn,leur,C/V\,PRON,leur,10,
824,mal,mal,1.5,Adj,Adj,mal2,C/V\,ADJ,mal,10,
825,faire,faire,1.5,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,
826,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
827,Le,le,1.5,Det,Det,le,C/(e)\,DET,le,10,
828,seigneur,seigneur,1.5,N,N,,C/V\.'C/V\,NOUN,seigneur,8,
829,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
830,Contay,contay,1.5,N,N,,C/V\.'C/V\,PROPN,conter,2,
831,vint,vint,1.5,Vfin,Vfin,venir,C/V\,VERB,venir,10,
832,parler,parler,1.5,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,
833,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
834,mondict,mondict,1.5,Dem,Dem,mondit,C/V\.'C/V\,DET,mondit,10,
835,seigneur,seigneur,1.5,N,N,,C/V\.'C/V\,NOUN,seigneur,8,
836,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
837,Charroloys,charroloys,1.5,N,N,,C/V\.C/V\.'C/V\,PROPN,Charolais,-10,Charolais
838,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
839,son,son,1.5,Det,Det,son4,C/V\,DET,son,10,
840,maistre,maistre,1.5,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
841,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
842,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
843,dès,dés,1.5,Pre,Pre,dès,C/V\,ADP,dès,10,
844,qu',qu',1.5,Sub,Sub,que,C/\,SCONJ,que,10,
845,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
846,luy,luy,1.5,Prn,Prn$$,lui,C/V\,PRON,lui,10,
847,eut,eut,1.5,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
848,dit,dit,1.5,Vpp,Vpp,dire,C/V\,VERB,dire,10,
849,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
850,mot,mot,1.5,N,N,,C/V\,NOUN,mot,8,
851,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
852,l',l',1.5,Det,Det,le,C/\,DET,le,10,
853,oreille,oreille,1.5,N,N,,/V\.'C/V\.C/(e)\,NOUN,oreille,3,
854,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
855,descendit,descendit,1.5,Vfin,Vfin,descendre,C/V\.C/V\.'C/V\,VERB,descendre,10,
856,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
857,bas,bas,1.5,Adj,Adj,,C/V\,ADJ,bas,8,
858,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
859,alla,alla,1.5,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,
860,faire,faire,1.5,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,
861,armer,armer,1.5,Vinf,Vinf,armer,/V\.'C/V\,VERB,armer,10,
862,tous,tous,1.5,QIs,QIs,tout,C/V\,DET,tout,10,
863,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
864,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
865,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
866,sa,sa,1.5,Det,Det,son4,C/V\,DET,son,10,
867,maison,maison,1.5,N,N,,C/V\.'C/V\,NOUN,maison,3,
868,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
869,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
870,archiers,archiers,1.5,N,N,,/V\.'C/V\,NOUN,archer,3,
871,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
872,son,son,1.5,Det,Det,son4,C/V\,DET,son,10,
873,corps,corps,1.5,N,N,,C/V\,NOUN,corps,3,
874,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
875,autres,autres,1.5,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,
876,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
877,Incontinent,incontinent,1.5,Adv,Adv,incontinent,/V\.C/V\.C/V\.'C/V\,ADV,incontinent,10,
878,ledict,ledict,1.5,Dem,Dem,ledit,C/e\.'C/V\,DET,ledit,10,
879,seigneur,seigneur,1.5,N,N,,C/V\.'C/V\,NOUN,seigneur,8,
880,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
881,Charroloys,charroloys,1.5,N,N,,C/V\.C/V\.'C/V\,PROPN,Charolais,-10,Charolais
882,dist,dist,1.5,Vfin,Vfin,dire,C/V\,VERB,dire,10,
883,au,au,1.5,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
884,duc,duc,1.5,N,N,,C/V\,NOUN,duc,8,
885,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
886,Berry,berry,1.5,N,N,,C/V\.'C/V\,PROPN,Berry,9,
887,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
888,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
889,semblablement,semblablement,1.5,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,semblablement,9,
890,fist,fist,1.5,Vfin,Vfin,faire,C/V\,VERB,faire,10,
891,armer,armer,1.5,Vinf,Vinf,armer,/V\.'C/V\,VERB,armer,10,
892,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
893,archiers,archiers,1.5,N,N,,/V\.'C/V\,NOUN,archer,3,
894,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
895,son,son,1.5,Det,Det,son4,C/V\,DET,son,10,
896,corps,corps,1.5,N,N,,C/V\,NOUN,corps,3,
897,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
898,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
899,y,y,1.5,Prn,Prn$$,y2,/V\,PRON,y,10,
900,eut,eut,1.5,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
901,incontinent,incontinent,1.5,Adv,Adv,incontinent,/V\.C/V\.C/V\.'C/V\,ADV,incontinent,10,
902,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
903,ou,ou,1.5,Crd,Crd,ou,/V\,CCONJ,ou,10,
904,trois,trois,1.5,QIs,QIs,trois,C/V\,NUM,trois,10,
905,cens,cens,1.5,QIs,QIs,cent,C/V\,NUM,cent,10,
906,hommes,hommes,1.5,N,N,,'/V\.C/e\,NOUN,homme,8,
907,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
908,armes,armes,1.5,N,N,,'/V\.C/e\,NOUN,arme,3,
909,arméz,armez,1.5,Vpp,Vpp,armer,/V\.'C/V\,VERB,armer,10,
910,devant,devant,1.5,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10,
911,la,la,1.5,Det,Det,le,C/V\,DET,le,10,
912,porte,porte,1.5,N,N,,'C/V\.C/(e)\,NOUN,porte,8,
913,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
914,pied,pied,1.5,N,N,,C/V\,NOUN,pied,9,
915,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
916,grand,grand,1.5,Adj,Adj,grand,C/V\,ADJ,grand,10,
917,nombre,nombre,1.5,N,N,,'C/V\.C/(e)\,NOUN,nombre,8,
918,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
919,archiers,archiers,1.5,N,N,,/V\.'C/V\,NOUN,archer,3,
920,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
921,serchoit,serchoit,1.5,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,
922,l',l',1.5,Det,Det,le,C/\,DET,le,10,
923,on,on,1.5,Prn,Prn,on,/V\,PRON,on,10,
924,partout,partout,1.5,Adv,Adv,partout,C/V\.'C/V\,ADV,partout,10,
925,dont,dont,1.5,Qux,Qux,dont,C/V\,PRON,dont,10,
926,povoit,povoit,1.5,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10,
927,venir,venir,1.5,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10,
928,ce,ce,1.5,Dem,Dem,cist,C/(e)\,DET,cist,10,
929,feu,feu,1.5,N,N,,C/V\,NOUN,feu,3,
930,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
931,Ce,ce,1.5,Dem,Dem,cist,C/(e)\,DET,cist,10,
932,povre,povre,1.5,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10,
933,homme,homme,1.5,N,N,,'/V\.C/(e)\,NOUN,homme,8,
934,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
935,l',l',1.5,Prn,Prn$$,le,C/\,PRON,le,10,
936,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
937,faict,faict,1.5,Vpp,Vpp,faire,C/V\,VERB,faire,10,
938,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
939,vint,vint,1.5,Vfin,Vfin,venir,C/V\,VERB,venir,10,
940,gecter,gecter,1.5,Vinf,Vinf,jeter,C/V\.'C/V\,VERB,jeter,10,
941,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
942,genoulx,genoulx,1.5,N,N,,C/V\.'C/V\,NOUN,genou,9,
943,devant,devant,1.5,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10,
944,eulx,eulx,1.5,Prn,Prn,eux,/V\,PRON,eux,10,
945,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
946,leur,leur,1.5,Prn,Prn$$,leur,C/V\,PRON,leur,10,
947,dict,dict,1.5,Vfin,Vfin,dire,C/V\,VERB,dire,10,
948,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
949,ç',ç',1.5,Prn,Prn,ce,C/\,PRON,ce,10,
950,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
951,esté,esté,1.5,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,
952,luy,luy,1.5,Prn,Prn,lui,C/V\,PRON,lui,10,
953,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
954,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
955,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
956,gecta,gecta,1.5,Vfin,Vfin,jeter,C/V\.'C/V\,VERB,jeter,10,
957,trois,trois,1.5,QIs,QIs,trois,C/V\,NUM,trois,10,
958,ou,ou,1.5,Crd,Crd,ou,/V\,CCONJ,ou,10,
959,quatre,quatre,1.5,QIs,QIs,quatre,'C/V\.C/(e)\,NUM,quatre,10,
960,autres,autres,1.5,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,
961,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
962,Et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
963,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
964,ce,ce,1.5,Prn,Prn,ce,C/(e)\,PRON,ce,10,
965,faisant,faisant,1.5,Vprs,Vprs,faire,C/V\.'C/V\,VERB,faire,10,
966,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
967,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
968,osta,osta,1.5,Vfin,Vfin,ôter,/V\.'C/V\,VERB,ôter,10,
969,beaucoup,beaucoup,1.5,Adv,Adv,beaucoup,C/V\.'C/V\,ADV,beaucoup,10,
970,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
971,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
972,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
973,suspicion,suspicion,1.5,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,suspicion,9,
974,que,que,1.5,Qux,Qux,que,C/(e)\,PRON,que,10,
975,l',l',1.5,Det,Det,le,C/\,DET,le,10,
976,on,on,1.5,Prn,Prn$,on,/V\,PRON,on,10,
977,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
978,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
979,ungs,ungs,1.5,QIs,QIs,un,/V\,PRON,un,10,
980,sur,sur,1.5,PrA,PrA,sur,C/V\,ADP,sur,10,
981,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
982,autres,autres,1.5,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,
983,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
984,s',s',1.5,Prn,Prn$$,se,C/\,PRON,se,10,
985,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
986,prist,prist,1.5,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,
987,l',l',1.5,Det,Det,le,C/\,DET,le,10,
988,on,on,1.5,Prn,Prn,on,/V\,PRON,on,10,
989,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
990,rire,rire,1.5,Vinf,Vinf,rire,'C/V\.C/(e)\,VERB,rire,10,
991,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
992,Chascun,chascun,1.5,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,
993,s',s',1.5,Prn,Prn$$,se,C/\,PRON,se,10,
994,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
995,alla,alla,1.5,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,
996,desarmer,desarmer,1.5,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,désarmer,9,
997,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
998,coucher,coucher,1.5,Vinf,Vinf,,'C/V\.C/e\,VERB,coucher,9,
999,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
1000,L',l',1.5,Det,Det,le,C/\,DET,le,10,
1001,endemain,endemain,1.5,N,N,,/V\.C/e\.'C/V\,NOUN,endemain,8,
1002,au,au,1.5,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
1003,matin,matin,1.5,N,N,,C/V\.'C/V\,NOUN,matin,3,
1004,fut,fut,1.5,Vfin,Vfin,être,C/V\,VERB,être,10,
1005,tenu,tenu,1.5,Vpp,Vpp,tenir,C/V\.'C/V\,VERB,tenir,10,
1006,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
1007,très,tres,1.5,Adv,Adv,très,C/V\,ADV,très,10,
1008,grant,grant,1.5,Adj,Adj,grand,C/V\,ADJ,grand,10,
1009,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
1010,beau,beau,1.5,Adj,Adj,beau,C/V\,ADJ,beau,10,
1011,conseil,conseil,1.5,N,N,,C/V\.'C/V\,NOUN,conseil,3,
1012,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
1013,où,ou,1.5,Qux,Qux,où,/V\,PRON,où,10,
1014,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
1015,trouvèrent,trouverent,1.5,Vfin,Vfin,trouver,C/V\.'C/V\.C/e\,VERB,trouver,10,
1016,tous,tous,1.5,QIs,QIs,tout,C/V\,DET,tout,10,
1017,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
1018,seigneurs,seigneurs,1.5,N,N,,C/V\.'C/V\,NOUN,seigneur,8,
1019,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
1020,leurs,leurs,1.5,Det,Det,leur2,C/V\,DET,leur,10,
1021,principaulx,principaulx,1.5,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,principal,9,
1022,serviteurs,serviteurs,1.5,N,N,,C/V\.C/V\.'C/V\,NOUN,serviteur,9,
1023,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
1024,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
1025,fut,fut,1.5,Vfin,Vfin,être,C/V\,VERB,être,10,
1026,mys,mys,1.5,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,
1027,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
