wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
157,20,3,oiiés,oiiés,20,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10,,
158,20,4,",",",",20,Pnc,Pnc,,,PUNCT,",",9,,
159,20,5,que,que,20,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
160,20,6,diex,diex,20,N,N,,C/V\,NOUN,dieu,3,,
161,20,7,vous,vous,20,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
162,20,8,puist,puist,20,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
163,20,9,aidier,aidier,20,Vinf,Vinf,aider,/V\.C/<V>\.'/V\,VERB,aider,10,,
164,20,10,!,!,20,Pnc,Pnc,,,PUNCT,!,9,,
165,21,1,si,si,21,Adv,Adv,si4,C/V\,ADV,si,10,,
166,21,2,faites,faites,21,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10,,
167,21,3,pais,pais,21,N,N,,C/V\,NOUN,paix,3,,
168,21,4,et,et,21,Crd,Crd,et,/V\,CCONJ,et,10,,
169,21,5,laisiés,laisiés,21,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10,,
170,21,6,le,le,21,Det,Det,le,C/(e)\,DET,le,10,,
171,21,7,noissier,noissier,21,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,noiser,DMF
172,21,8,",",",",21,Pnc,Pnc,,,PUNCT,",",9,,
173,22,1,s',s',22,Adv,Adv,si4,C/\,ADV,si,10,,
174,22,2,orrés,orrés,22,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10,,
175,22,3,chançon,chançon,22,N,N,,C/V\.'C/V\,NOUN,chanson,8,,
176,22,4,que,que,22,Qux,Qux,que,C/(e)\,PRON,que,10,,
177,22,5,moult,moult,22,QIs,QIs,moult,C/V\,ADV,moult,10,,
178,22,6,fait,fait,22,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
179,22,7,a,a,22,Pre,Pre,à,/V\,ADP,à,10,,
180,22,8,proisier,proisier,22,Vinf,Vinf,priser,C/V\.'C/V\,VERB,priser,10,,
181,22,9,",",",",22,Pnc,Pnc,,,PUNCT,",",9,,
182,23,1,de,de,23,Pre,Pre,de,C/(e)\,ADP,de,10,,
183,23,2,karlemaine,karlemaine,23,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,Charlemagne,2,,
184,23,3,",",",",23,Pnc,Pnc,,,PUNCT,",",9,,
185,23,4,ki,ki,23,Qux,Qux,qui,C/V\,PRON,qui,10,,
186,23,5,franche,franche,23,N,N,,'C/V\.C/(e)\,PROPN|NOUN,franc,-1,France,
187,23,6,a,a,23,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
188,23,7,a,a,23,Pre,Pre,à,/V\,ADP,à,10,,
189,23,8,baillier,baillier,23,Vinf,Vinf,bailler,C/V\.'C/V\,VERB,bailler,10,,
190,23,9,",",",",23,Pnc,Pnc,,,PUNCT,",",9,,
191,24,1,et,et,24,Crd,Crd,et,/V\,CCONJ,et,10,,
192,24,2,de,de,24,Pre,Pre,de,C/(e)\,ADP,de,10,,
193,24,3,huon,huon,24,N,N,,C/V\.'C/V\,NOUN,huon,5,,
194,24,4,",",",",24,Pnc,Pnc,,,PUNCT,",",9,,
195,24,5,le,le,24,Det,Det,le,C/(e)\,DET,le,10,,
196,24,6,nobile,nobile,24,Adj,Adj,noble,C/V\.'C/V\.C/(e)\,ADJ,noble,10,,
197,24,7,guerrier,guerrier,24,N,N,,C/V\.'C/V\,NOUN,guerrier,8,,
198,24,8,",",",",24,Pnc,Pnc,,,PUNCT,",",9,,
199,25,1,qui,qui,25,Qux,Qux,qui,C/V\,PRON,qui,10,,
200,25,2,tint,tint,25,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,,
201,25,3,bourdele,bourdele,25,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bordelle,0,,
202,25,4,et,et,25,Crd,Crd,et,/V\,CCONJ,et,10,,
203,25,5,le,le,25,Det,Det,le,C/(e)\,DET,le,10,,
204,25,6,grant,grant,25,Adj,Adj,grand,C/V\,ADJ,grand,10,,
205,25,7,iretier,iretier,25,N,N,,/V\.C/e\.'C/V\,NOUN,héritier,9,,
206,25,8,",",",",25,Pnc,Pnc,,,PUNCT,",",9,,
207,26,1,et,et,26,Crd,Crd,et,/V\,CCONJ,et,10,,
208,26,2,d',d',26,Pre,Pre,de,C/\,ADP,de,10,,
209,26,3,auberon,auberon,26,N,N,,/V\.C/V\.'C/V\,NOUN,auberon,9,,
210,26,4,",",",",26,Pnc,Pnc,,,PUNCT,",",9,,
211,26,5,le,le,26,Det,Det,le,C/(e)\,DET,le,10,,
212,26,6,noble,noble,26,Adj,Adj,noble,'C/V\.C/(e)\,ADJ,noble,10,,
213,26,7,chevalier,chevalier,26,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8,,
214,26,8,:,:,26,Pnc,Pnc,,,PUNCT,:,9,,
215,27,1,ens,ens,27,PrA,PrA,ens,/V\,ADP,ens,10,,
216,27,2,son,son,27,Det,Det,son4,C/V\,DET,son,10,,
