wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,,
2510,258,7,entrant,entrant,258,Vprs,Vprs,entrer,/V\.'C/V\,VERB,entrer,10,,
2511,258,8,",",",",258,Pnc,Pnc,,,PUNCT,",",9,,
2512,259,1,vers,vers,259,Pre,Pre,vers2,C/V\,ADP,vers,10,,
2513,259,2,le,le,259,Det,Det,le,C/(e)\,DET,le,10,,
2514,259,3,chambre,chambre,259,N,N,,'C/V\.C/(e)\,NOUN,chambre,8,,
2515,259,4,s',s',259,Det,Det,son4,C/\,DET,son,10,,
2516,259,5,amie,amie,259,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8,,
2517,259,6,s',s',259,Prn,Prn$$,se,C/\,PRON,se,10,,
2518,259,7,alla,alla,259,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2519,259,8,bien,bien,259,Adv,Adv,bien,C/V\,ADV,bien,10,,
2520,259,9,adrechant,adrechant,259,Vprs,Vprs,,/V\.C/e\.'C/V\,VERB,adresser,9,,
2521,259,10,.,.,259,Pnc,Pnc,,,PUNCT,.,9,,
2522,260,1,ainsy,ainsy,260,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,,
2523,260,2,qu',qu',260,Sub,Sub,que,C/\,SCONJ,que,10,,
2524,260,3,il,il,260,Prn,Prn$,il,/V\,PRON,il,10,,
2525,260,4,y,y,260,Prn,Prn$$,y2,/V\,PRON,y,10,,
2526,260,5,cuida,cuida,260,Vfin,Vfin,cuider,C/V\.'C/V\,VERB,cuider,10,,
2527,260,6,entrer,entrer,260,Vinf,Vinf,entrer,/V\.'C/V\,VERB,entrer,10,,
2528,260,7,",",",",260,Pnc,Pnc,,,PUNCT,",",9,,
2529,260,8,je,je,260,Prn,Prn$,je,C/(e)\,PRON,je,10,,
2530,260,9,vous,vous,260,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
2531,260,10,creant,creant,260,Vfin,Vfin,,C/V\.'C/V\,VERB,créanter,3,,
2532,260,11,",",",",260,Pnc,Pnc,,,PUNCT,",",9,,
2533,261,1,ly,ly,261,Prn,Prn$$,li,C/V\,PRON,li,10,,
2534,261,2,sallirent,sallirent,261,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,saillir,0,,
2535,261,3,.xii.,.xii.,261,QIs,QIs,douze,'C/V\./(e)\,NUM,douze,10,,
2536,261,4,homes,homes,261,N,N,,'/V\.C/e\,NOUN,homme,8,,
2537,261,5,bien,bien,261,Adv,Adv,bien,C/V\,ADV,bien,10,,
2538,261,6,armé,armé,261,Vpp,Vpp,armer,/V\.'C/V\,VERB,armer,10,,
2539,261,7,au,au,261,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
2540,261,8,devant,devant,261,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10,,
2541,261,9,.,.,261,Pnc,Pnc,,,PUNCT,.,9,,
2542,262,1,hues,hues,262,N,N,,'C/V\./e\,NOUN,ues,3,,
2543,262,2,estoit,estoit,262,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
2544,262,3,aussy,aussy,262,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10,,
2545,262,4,armez,armez,262,Vpp,Vpp,armer,/V\.'C/V\,VERB,armer,10,,
2546,262,5,a,a,262,Pre,Pre,à,/V\,ADP,à,10,,
2547,262,6,son,son,262,Det,Det,son4,C/V\,DET,son,10,,
2548,262,7,conmant,conmant,262,N,N,,C/V\.'C/V\,NOUN,command,8,,
2549,262,8,;,;,262,Pnc,Pnc,,,PUNCT,;,9,,
2550,263,1,chil,chil,263,Dem,Dem,cil,C/V\,PRON,cil,10,,
2551,263,2,le,le,263,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
2552,263,3,vont,vont,263,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2553,263,4,a,a,263,Pre,Pre,à,/V\,ADP,à,10,,
2554,263,5,le,le,263,Det,Det,le,C/(e)\,DET,le,10,,
2555,263,6,mort,mort,263,N,N,,C/V\,PROPN|NOUN,mort|mors,-1,mort2,DMF
2556,263,7,esrament,esrament,263,Adv,Adv,,/V\.C/V\.'C/V\,ADV,esrament,-10,erramment,DMF
2557,263,8,escriant,escriant,263,Vprs,Vprs,écrier,/V\.C/V\.'C/V\,VERB,écrier,10,,
2558,263,9,",",",",263,Pnc,Pnc,,,PUNCT,",",9,,
2559,264,1,et,et,264,Crd,Crd,et,/V\,CCONJ,et,10,,
2560,264,2,cant,cant,264,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
2561,264,3,hues,hues,264,N,N,,'C/V\./e\,NOUN,ues,3,,
2562,264,4,lëz,lëz,264,Prn,Prn$$,le,C/e\,PRON,le,10,,
2563,264,5,vit,vit,264,Vfin,Vfin,voir,C/V\,VERB,voir,10,,
2564,264,6,",",",",264,Pnc,Pnc,,,PUNCT,",",9,,
2565,264,7,s',s',264,Det,Det,son4,C/\,DET,son,10,,
2566,264,8,espee,espee,264,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3,,
2567,264,9,alla,alla,264,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2568,264,10,saquant,saquant,264,Vprs,Vprs,,C/V\.'C/V\,VERB,saquant,2,,
2569,264,11,",",",",264,Pnc,Pnc,,,PUNCT,",",9,,
2570,265,1,le,le,265,Det,Det,le,C/(e)\,DET,le,10,,
2571,265,2,premier,premier,265,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10,,
2572,265,3,qui,qui,265,Qux,Qux,qui,C/V\,PRON,qui,10,,
2573,265,4,ly,ly,265,Prn,Prn$$,li,C/V\,PRON,li,10,,
2574,265,5,vient,vient,265,Vfin,Vfin,venir,C/V\,VERB,venir,10,,
2575,265,6,l',l',265,Prn,Prn$$,le,C/\,PRON,le,10,,
2576,265,7,ala,ala,265,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2577,265,8,sy,sy,265,Adv,Adv,si4,C/V\,ADV,si,10,,
2578,265,9,ataingnant,ataingnant,265,Vpp,Vpp,atteindre,/V\.C/V\.'C/V\,VERB,atteindre,10,,
2579,266,1,que,que,266,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2580,266,2,dusquëz,dusquëz,266,PrA,PrA,dusque,'C/V\.C/e\,ADP,dusque,10,,
2581,266,3,au,au,266,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
2582,266,4,menton,menton,266,N,N,,C/V\.'C/V\,NOUN,menton,9,,
2583,266,5,l',l',266,Prn,Prn$$,le,C/\,PRON,le,10,,
2584,266,6,ala,ala,266,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2585,266,7,tout,tout,266,QIs,QIs,tout,C/V\,ADV,tout,10,,
2586,266,8,pourfendant,pourfendant,266,Vprs,Vprs,pourfendre,C/V\.C/V\.'C/V\,VERB,pourfendre,10,,
2587,266,9,",",",",266,Pnc,Pnc,,,PUNCT,",",9,,
2588,267,1,le,le,267,Det,Det,le,C/(e)\,DET,le,10,,
2589,267,2,secont,secont,267,Adj,Adj,,C/V\.'C/V\,ADJ,second,8,,
2590,267,3,et,et,267,Crd,Crd,et,/V\,CCONJ,et,10,,
2591,267,4,le,le,267,Det,Det,le,C/(e)\,DET,le,10,,
2592,267,5,tierch,tierch,267,Adj,Adj,tiers,C/V\,ADJ,tiers,10,,
2593,267,6,va,va,267,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2594,267,7,a,a,267,Pre,Pre,à,/V\,ADP,à,10,,
2595,267,8,terre,terre,267,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
2596,267,9,gissant,gissant,267,Vprs,Vprs,gésir,C/V\.'C/V\,VERB,gésir,10,,
2597,267,10,",",",",267,Pnc,Pnc,,,PUNCT,",",9,,
2598,268,1,et,et,268,Crd,Crd,et,/V\,CCONJ,et,10,,
2599,268,2,ly,ly,268,Det,Det,le,C/V\,DET,le,10,,
2600,268,3,aultre,aultre,268,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
2601,268,4,l',l',268,Prn,Prn$$,le,C/\,PRON,le,10,,
2602,268,5,asallent,asallent,268,Vfin,Vfin,,/V\.'C/V\.C/e\,VERB,assaillir,0,,
2603,268,6,",",",",268,Pnc,Pnc,,,PUNCT,",",9,,
2604,268,7,maint,maint,268,QIs,QIs,maint,C/V\,DET,maint,10,,
2605,268,8,cop,cop,268,N,N,,C/V\,NOUN,coup,8,,
2606,268,9,ly,ly,268,Prn,Prn$$,li,C/V\,PRON,li,10,,
2607,268,10,vont,vont,268,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2608,268,11,donnant,donnant,268,Vprs,Vprs,donner,C/V\.'C/V\,VERB,donner,10,,
2609,268,12,;,;,268,Pnc,Pnc,,,PUNCT,;,9,,
2610,269,1,tant,tant,269,QIs,QIs,tant,C/V\,ADV,tant,10,,
2611,269,2,se,se,269,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
2612,269,3,deffendy,deffendy,269,Vfin,Vfin,défendre,C/V\.C/V\.'C/V\,VERB,défendre,10,,
2613,269,4,hues,hues,269,N,N,,'C/V\./e\,NOUN,ues,3,,
2614,269,5,a,a,269,Pre,Pre,à,/V\,ADP,à,10,,
2615,269,6,l',l',269,Det,Det,le,C/\,DET,le,10,,
2616,269,7,espee,espee,269,N,N,,/V\.'C/V\./(e)\,NOUN,épée,3,,
2617,269,8,trenchant,trenchant,269,Vprs,Vprs,,C/V\.'C/V\,VERB,trancher,8,,
2618,270,1,c',c',270,Sub,Sub,que,C/\,SCONJ,que,10,,
2619,270,2,onquëz,onquëz,270,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10,,
2620,270,3,ne,ne,270,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2621,270,4,ly,ly,270,Prn,Prn$$,li,C/V\,PRON,li,10,,
2622,270,5,meffirent,meffirent,270,Vfin,Vfin,méfaire,C/V\.'C/V\.C/e\,VERB,méfaire,10,,
2623,270,6,le,le,270,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
2624,270,7,montanche,montanche,270,N,N,,C/V\.'C/V\.C/(e)\,NOUN,montance,9,,
2625,270,8,d',d',270,Pre,Pre,de,C/\,ADP,de,10,,
2626,270,9,un,un,270,QIs,QIs,un,/V\,DET,un,10,,
2627,270,10,gant,gant,270,N,N,,C/V\,NOUN,gant,9,,
2628,271,1,et,et,271,Crd,Crd,et,/V\,CCONJ,et,10,,
2629,271,2,s',s',271,Adv,Adv,si4,C/\,ADV,si,10,,
2630,271,3,en,en,271,Prn,Prn$$,en2,/V\,PRON,en,10,,
2631,271,4,tua,tua,271,Vfin,Vfin,,C/V\.'C/V\,VERB,tuer,9,,
2632,271,5,lëz,lëz,271,Det,Det,le,C/e\,DET,le,10,,
2633,271,6,.v.,.v.,271,QIs,QIs,cinq,C/V\,NUM,cinq,10,,
2634,271,7,et,et,271,Crd,Crd,et,/V\,CCONJ,et,10,,
2635,271,8,en,en,271,Prn,Prn$$,en2,/V\,PRON,en,10,,
2636,271,9,navra,navra,271,Vfin,Vfin,,C/V\.'C/V\,VERB,navrer,9,,
2637,271,10,autant,autant,271,Adv,Adv,autant,/V\.'C/V\,ADV,autant,10,,
2638,272,1,et,et,272,Crd,Crd,et,/V\,CCONJ,et,10,,
2639,272,2,tous,tous,272,QIs,QIs,tout,C/V\,PRON,tout,10,,
2640,272,3,lëz,lëz,272,Prn,Prn$$,le,C/e\,PRON,le,10,,
2641,272,4,fit,fit,272,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
2642,272,5,fuïr,fuïr,272,Vinf,Vinf,fuir,C/V\.'C/V\,VERB,fuir,10,,
2643,272,6,par,par,272,Pre,Pre,par,C/V\,ADP,par,10,,
2644,272,7,son,son,272,Det,Det,son4,C/V\,DET,son,10,,
2645,272,8,hardement,hardement,272,N,N,,C/V\.C/e\.'C/V\,NOUN,hardement,8,,
2646,272,9,grant,grant,272,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2647,273,1,et,et,273,Crd,Crd,et,/V\,CCONJ,et,10,,
2648,273,2,prinrent,prinrent,273,Vfin,Vfin,prendre,'C/V\.C/e\,VERB,prendre,10,,
2649,273,3,a,a,273,Pre,Pre,à,/V\,ADP,à,10,,
2650,273,4,criier,criier,273,Vinf,Vinf,crier,C/V\.'C/V\,VERB,crier,10,,
2651,273,5,et,et,273,Crd,Crd,et,/V\,CCONJ,et,10,,
2652,273,6,faire,faire,273,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,
2653,273,7,noise,noise,273,N,N,,'C/V\.C/(e)\,NOUN,noise,8,,
2654,273,8,grant,grant,273,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2655,274,1,tant,tant,274,QIs,QIs,tant,C/V\,ADV,tant,10,,
2656,274,2,que,que,274,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2657,274,3,le,le,274,Det,Det,le,C/(e)\,DET,le,10,,
2658,274,4,gent,gent,274,N,N,,C/V\,NOUN,gent,8,,
2659,274,5,d',d',274,Pre,Pre,de,C/\,ADP,de,10,,
2660,274,6,autour,autour,274,PrA,PrA,autour,/V\.'C/V\,ADV,autour,10,,
2661,274,7,se,se,274,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
2662,274,8,vont,vont,274,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2663,274,9,tous,tous,274,QIs,QIs,tout,C/V\,PRON,tout,10,,
2664,274,10,assamblant,assamblant,274,Vprs,Vprs,assembler,/V\.C/V\.'C/V\,VERB,assembler,10,,
2665,274,11,",",",",274,Pnc,Pnc,,,PUNCT,",",9,,
2666,275,1,et,et,275,Crd,Crd,et,/V\,CCONJ,et,10,,
2667,275,2,hues,hues,275,N,N,,'C/V\./e\,NOUN,ues,3,,
2668,275,3,s',s',275,Prn,Prn$$,se,C/\,PRON,se,10,,
2669,275,4,en,en,275,Prn,Prn$$,en2,/V\,PRON,en,10,,
2670,275,5,parti,parti,275,Vfin,Vfin,partir,C/V\.'C/V\,VERB,partir,10,,
2671,275,6,",",",",275,Pnc,Pnc,,,PUNCT,",",9,,
2672,275,7,qui,qui,275,Qux,Qux,qui,C/V\,PRON,qui,10,,
2673,275,8,ne,ne,275,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2674,275,9,pot,pot,275,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
2675,275,10,en,en,275,Pre,Pre,en,/V\,ADP,en,10,,
2676,275,11,avant,avant,275,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10,,
2677,275,12,",",",",275,Pnc,Pnc,,,PUNCT,",",9,,
2678,276,1,san,san,276,Pre,Pre,sans,C/V\,ADP,sans,10,,
2679,276,2,parler,parler,276,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
2680,276,3,a,a,276,Pre,Pre,à,/V\,ADP,à,10,,
2681,276,4,s',s',276,Det,Det,son4,C/\,DET,son,10,,
2682,276,5,amie,amie,276,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8,,
2683,276,6,qui,qui,276,Qux,Qux,qui,C/V\,PRON,qui,10,,
2684,276,7,fort,fort,276,Adv,Adv,fort,C/V\,ADV,fort,10,,
2685,276,8,aloit,aloit,276,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2686,276,9,plourant,plourant,276,Vprs,Vprs,pleurer,C/V\.'C/V\,VERB,pleurer,10,,
2687,276,10,.,.,276,Pnc,Pnc,,,PUNCT,.,9,,
2688,277,1,adont,adont,277,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10,,
2689,277,2,ala,ala,277,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
2690,277,3,huon,huon,277,N,N,,C/V\.'C/V\,NOUN,huon,5,,
2691,277,4,le,le,277,Det,Det,le,C/(e)\,DET,le,10,,
2692,277,5,païs,païs,277,N,N,,C/V\.'C/V\,NOUN,pays,8,,
2693,277,6,eslongant,eslongant,277,Vprs,Vprs,,/V\.C/V\.'C/V\,VERB,éloigner,9,,
2694,278,1,et,et,278,Crd,Crd,et,/V\,CCONJ,et,10,,
2695,278,2,a,a,278,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2696,278,3,passé,passé,278,Vpp,Vpp,passer,C/V\.'C/V\,VERB,passer,10,,
2697,278,4,hollandre,hollandre,278,N,N,,C/V\.'C/V\.C/(e)\,NOUN,Hollande,2,,
2698,278,5,",",",",278,Pnc,Pnc,,,PUNCT,",",9,,
2699,278,6,en,en,278,Pre,Pre,en,/V\,ADP,en,10,,
2700,278,7,frise,frise,278,N,N,,'C/V\.C/(e)\,NOUN,frise,8,,
2701,278,8,va,va,278,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2702,278,9,entrant,entrant,278,Vprs,Vprs,entrer,/V\.'C/V\,VERB,entrer,10,,
2703,278,10,.,.,278,Pnc,Pnc,,,PUNCT,.,9,,
2704,279,1,tant,tant,279,QIs,QIs,tant,C/V\,ADV,tant,10,,
2705,279,2,avoit,avoit,279,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
2706,279,3,despendu,despendu,279,Vpp,Vpp,dépendre,C/V\.C/V\.'C/V\,VERB,dépendre,10,,
2707,279,4,qu',qu',279,Sub,Sub,que,C/\,SCONJ,que,10,,
2708,279,5,il,il,279,Prn,Prn$,il,/V\,PRON,il,10,,
2709,279,6,avoit,avoit,279,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
2710,279,7,pau,pau,279,N,N,,C/V\,PROPN|NOUN,Pau|pal,-1,peu,DMF
2711,279,8,d',d',279,Pre,Pre,de,C/\,ADP,de,10,,
2712,279,9,argent,argent,279,N,N,,/V\.'C/V\,NOUN,argent,8,,
2713,280,1,et,et,280,Crd,Crd,et,/V\,CCONJ,et,10,,
2714,280,2,dist,dist,280,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
2715,280,3,a,a,280,Pre,Pre,à,/V\,ADP,à,10,,
2716,280,4,lui,lui,280,Prn,Prn,lui,C/V\,PRON,lui,10,,
2717,280,5,meismes,meismes,280,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10,,
2718,280,6,:,:,280,Pnc,Pnc,,,PUNCT,:,9,,
2719,280,7,«,«,280,Pnc,Pnc,,,PUNCT,«,9,,
2720,280,8,vé,vé,280,Vfin,Vfin,voir,C/V\,VERB,voir,10,,
2721,280,9,me,me,280,Prn,Prn%%,me,C/(e)\,PRON,me,10,,
2722,280,10,chy,chy,280,Adv,Adv,ci,C/V\,ADV,ci,10,,
2723,280,11,bien,bien,280,Adv,Adv,bien,C/V\,ADV,bien,10,,
2724,280,12,mescant,mescant,280,N,N,,C/V\.'C/V\,PROPN|NOUN,méchant,-1,méchant,DMF
2725,280,13,",",",",280,Pnc,Pnc,,,PUNCT,",",9,,
2726,281,1,ung,ung,281,QIs,QIs,un,/V\,DET,un,10,,
2727,281,2,hons,hons,281,N,N,,/V\,NOUN,homme,8,,
2728,281,3,qui,qui,281,Qux,Qux,qui,C/V\,PRON,qui,10,,
2729,281,4,sieut,sieut,281,Vfin,Vfin,suivre,C/V\,VERB,suivre,10,,
2730,281,5,amours,amours,281,N,N,,/V\.'C/V\,NOUN,amour,8,,
2731,281,6,va,va,281,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2732,281,7,sen,sen,281,Det,Det,son4,C/V\,DET,son,10,,
2733,281,8,corps,corps,281,N,N,,C/V\,NOUN,corps,3,,
2734,281,9,perillant,perillant,281,Vprs,Vprs,,C/V\.C/V\.'C/V\,VERB,périller,9,,
2735,281,10,.,.,281,Pnc,Pnc,,,PUNCT,.,9,,
2736,282,1,car,car,282,Crd,Crd,car,C/V\,CCONJ,car,10,,
2737,282,2,il,il,282,Prn,Prn$,il,/V\,PRON,il,10,,
2738,282,3,va,va,282,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2739,282,4,son,son,282,Det,Det,son4,C/V\,DET,son,10,,
2740,282,5,avoir,avoir,282,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,,
2741,282,6,par,par,282,Pre,Pre,par,C/V\,ADP,par,10,,
2742,282,7,outraige,outraige,282,N,N,,/V\.'C/V\.C/(e)\,NOUN,outrage,8,,
2743,282,8,exillant,exillant,282,Vprs,Vprs,,/V\.C/V\.'C/V\,VERB,exiler,9,,
2744,283,1,et,et,283,Crd,Crd,et,/V\,CCONJ,et,10,,
2745,283,2,se,se,283,Adv,Adv,si4,C/(e)\,ADV,si,10,,
2746,283,3,va,va,283,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2747,283,4,tous,tous,283,QIs,QIs,tout,C/V\,DET,tout,10,,
2748,283,5,lëz,lëz,283,Det,Det,le,C/e\,DET,le,10,,
2749,283,6,jours,jours,283,N,N,,C/V\,NOUN,jour,8,,
2750,283,7,son,son,283,Det,Det,son4,C/V\,DET,son,10,,
2751,283,8,corps,corps,283,N,N,,C/V\,NOUN,corps,3,,
2752,283,9,aventurant,aventurant,283,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\,VERB,aventurer,9,,
2753,283,10,;,;,283,Pnc,Pnc,,,PUNCT,;,9,,
2754,284,1,mais,mais,284,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
2755,284,2,jonnesse,jonnesse,284,N,N,,C/V\.'C/V\.C/(e)\,NOUN,jeunesse,9,,
2756,284,3,me,me,284,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
2757,284,4,va,va,284,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
2758,284,5,a,a,284,Pre,Pre,à,/V\,ADP,à,10,,
2759,284,6,son,son,284,Det,Det,son4,C/V\,DET,son,10,,
2760,284,7,volloir,volloir,284,N,N,,C/V\.'C/V\,PROPN|NOUN,vouloir,-1,vouloir,DMF
2761,284,8,menant,menant,284,Vprs,Vprs,mener,C/V\.'C/V\,VERB,mener,10,,
2762,285,1,et,et,285,Crd,Crd,et,/V\,CCONJ,et,10,,
2763,285,2,biaus,biaus,285,Adj,Adj,beau,C/V\,ADJ,beau,10,,
2764,285,3,samblant,samblant,285,N,N,,C/V\.'C/V\,PROPN|NOUN,semblant,8,,
2765,285,4,de,de,285,Pre,Pre,de,C/(e)\,ADP,de,10,,
2766,285,5,dammëz,dammëz,285,N,N,,'C/V\.C/e\,NOUN,dame,0,,
2767,285,6,m',m',285,Prn,Prn$$,me,C/\,PRON,me,10,,
2768,285,7,en,en,285,Prn,Prn$$,en2,/V\,PRON,en,10,,
2769,285,8,ont,ont,285,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2770,285,9,mis,mis,285,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
2771,285,10,en,en,285,Pre,Pre,en,/V\,ADP,en,10,,
2772,285,11,avant,avant,285,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10,,
2773,285,12,",",",",285,Pnc,Pnc,,,PUNCT,",",9,,
2774,286,1,car,car,286,Crd,Crd,car,C/V\,CCONJ,car,10,,
2775,286,2,j',j',286,Prn,Prn$,je,C/\,PRON,je,10,,
2776,286,3,ay,ay,286,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2777,286,4,eu,eu,286,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10,,
2778,286,5,de,de,286,Pre,Pre,de,C/(e)\,ADP,de,10,,
2779,286,6,tellëz,tellëz,286,Adj,Adj,tel,'C/V\.C/e\,ADJ,tel,10,,
2780,286,7,men,men,286,Det,Det,mon,C/V\,DET,mon,10,,
2781,286,8,bon,bon,286,Adj,Adj,bon,C/V\,ADJ,bon,10,,
2782,286,9,et,et,286,Crd,Crd,et,/V\,CCONJ,et,10,,
2783,286,10,mon,mon,286,Det,Det,mon,C/V\,DET,mon,10,,
2784,286,11,commant,commant,286,N,N,,C/V\.'C/V\,NOUN,command,3,,
2785,287,1,que,que,287,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2786,287,2,n',n',287,Neg,Neg$$,ne,C/\,ADV,ne,10,,
2787,287,3,osasse,osasse,287,Vfin,Vfin,oser,/V\.'C/V\.C/(e)\,VERB,oser,10,,
2788,287,4,prier,prier,287,Vinf,Vinf,prier,C/V\.'C/V\,VERB,prier,10,,
2789,287,5,pour,pour,287,Pre,Pre,pour,C/V\,ADP,pour,10,,
2790,287,6,d',d',287,Pre,Pre,de,C/\,ADP,de,10,,
2791,287,7,or,or,287,N,N,,/V\,NOUN,or,8,,
2792,287,8,fin,fin,287,Adj,Adj,fin2,C/V\,ADJ,fin,10,,
2793,287,9,men,men,287,Det,Det,mon,C/V\,DET,mon,10,,
2794,287,10,pensant,pensant,287,Vprs,Vprs,penser,C/V\.'C/V\,VERB,penser,10,,
2795,288,1,se,se,288,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
2796,288,2,ne,ne,288,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2797,288,3,fust,fust,288,Vfin,Vfin,être,C/V\,VERB,être,10,,
2798,288,4,par,par,288,Pre,Pre,par,C/V\,ADP,par,10,,
2799,288,5,la,la,288,Det,Det,le,C/V\,DET,le,10,,
2800,288,6,voie,voie,288,N,N,,'C/V\./(e)\,NOUN,voie,8,,
2801,288,7,qui,qui,288,Qux,Qux,qui,C/V\,PRON,qui,10,,
2802,288,8,m',m',288,Prn,Prn$$,me,C/\,PRON,me,10,,
2803,288,9,alaissent,alaissent,288,Vfin,Vfin,aller,/V\.'C/V\.C/e\,VERB,aller,10,,
2804,288,10,moustrant,moustrant,288,Vprs,Vprs,montrer,C/V\.'C/V\,VERB,montrer,10,,
2805,288,11,",",",",288,Pnc,Pnc,,,PUNCT,",",9,,
2806,289,1,mais,mais,289,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
2807,289,2,par,par,289,Pre,Pre,par,C/V\,ADP,par,10,,
2808,289,3,leur,leur,289,Det,Det,leur2,C/V\,DET,leur,10,,
2809,289,4,biel,biel,289,Adj,Adj,beau,C/V\,ADJ,beau,10,,
2810,289,5,atrait,atrait,289,N,N,,/V\.'C/V\,PROPN|NOUN,trait|attrait,-1,attrait,DMF
2811,289,6,m',m',289,Prn,Prn$$,me,C/\,PRON,me,10,,
2812,289,7,aloie,aloie,289,Vfin,Vfin,aller,/V\.'C/V\./(e)\,VERB,aller,10,,
2813,289,8,enhardissant,enhardissant,289,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\,VERB,enhardir,9,,
2814,289,9,;,;,289,Pnc,Pnc,,,PUNCT,;,9,,
2815,290,1,s',s',290,Adv,Adv,si4,C/\,ADV,si,10,,
2816,290,2,ay,ay,290,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2817,290,3,eu,eu,290,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10,,
2818,290,4,dusquëz,dusquëz,290,PrA,PrA,dusque,'C/V\.C/e\,ADP,dusque,10,,
2819,290,5,en,en,290,Pre,Pre,en,/V\,ADP,en,10,,
2820,290,6,cy,cy,290,Adv,Adv,ci,C/V\,ADV,ci,10,,
2821,290,7,bon,bon,290,Adj,Adj,bon,C/V\,ADJ,bon,10,,
2822,290,8,tamps,tamps,290,N,N,,C/V\,NOUN,temps,9,,
2823,290,9,en,en,290,Prn,Prn$$,en2,/V\,PRON,en,10,,
2824,290,10,desduissant,desduissant,290,Vprs,Vprs,déduire,C/V\.C/V\.'C/V\,VERB,déduire,10,,
2825,291,1,et,et,291,Crd,Crd,et,/V\,CCONJ,et,10,,
2826,291,2,se,se,291,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
