wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,lemma_gold
911,115,9,tu,tu,116,Prn,Prn%,tu,C/V\,PRON,tu,10,,tu
912,115,10,la,la,116,Adv,Adv,là,C/V\,ADV,là,10,,là
913,115,11,?,?,116,Pnc,Pnc,,,PUNCT,?,9,,
914,116,1,je,je,117,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
915,116,2,viens,viens,117,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
916,116,3,par,par,117,Pre,Pre,par,C/V\,ADP,par,10,,par
917,116,4,derriere,derriere,117,PrA,PrA,derrière,C/V\.'C/V\.C/(e)\,ADV,derrière,10,,derrière
918,116,5,.,.,117,Pnc,Pnc,,,PUNCT,.,9,,
919,116,6,/,/,117,Pnc,Pnc,,,PUNCT,/,-10,/,/
920,116,7,cela,cela,117,Prn,Prn,cela,C/V\.'C/V\,PRON,cela,10,,cela
921,116,8,!,!,117,Pnc,Pnc,,,PUNCT,!,9,,
922,117,1,mais,mais,118,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
923,117,2,d',d',118,Pre,Pre,de,C/\,ADP,de,10,,de
924,117,3,ou,ou,118,Qux,Qux,où,/V\,PRON,où,10,,où
925,117,4,me,me,118,Prn,Prn$$,me,C/(e)\,PRON,me,10,,me
926,117,5,vient,vient,118,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
927,117,6,ce,ce,118,Dem,Dem,cist,C/(e)\,PRON,cist,10,,cist
928,117,7,poursuyvant,poursuyvant,118,Vprs,Vprs,poursuivre,C/V\.C/V\.'C/V\,VERB,poursuivre,10,,poursuivre
929,117,8,?,?,118,Pnc,Pnc,,,PUNCT,?,9,,
930,118,1,dieu,dieu,119,N,N,,C/V\,NOUN,dieu,3,,
931,118,2,gard,gard,119,Vfin,Vfin,garder,C/V\,VERB,garder,10,,garder
932,118,3,",",",",119,Pnc,Pnc,,,PUNCT,",",9,,
933,118,4,monde,monde,119,N,N,,'C/V\.C/(e)\,NOUN,monde,8,,
934,118,5,!,!,119,Pnc,Pnc,,,PUNCT,!,9,,
935,118,6,/,/,119,Pnc,Pnc,,,PUNCT,/,-10,/,/
936,118,7,que,que,119,Qux,Qux,que,C/(e)\,PRON,que,10,,que
937,118,8,faictz,faictz,119,Vfin,Vfin,faire,C/V\,VERB,faire,10,,faire
938,118,9,tu,tu,119,Prn,Prn%,tu,C/V\,PRON,tu,10,,tu
939,118,10,la,la,119,Adv,Adv,là,C/V\,ADV,là,10,,là
940,118,11,?,?,119,Pnc,Pnc,,,PUNCT,?,9,,
941,119,1,vien,vien,120,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
942,119,2,par,par,120,Pre,Pre,par,C/V\,ADP,par,10,,par
943,119,3,devant,devant,120,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10,,devant
944,119,4,",",",",120,Pnc,Pnc,,,PUNCT,",",9,,
945,119,5,vien,vien,120,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
946,119,6,par,par,120,Pre,Pre,par,C/V\,ADP,par,10,,par
947,119,7,devant,devant,120,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10,,devant
948,119,8,.,.,120,Pnc,Pnc,,,PUNCT,.,9,,
949,120,1,j',j',121,Prn,Prn$,je,C/\,PRON,je,10,,je
950,120,2,eusse,eusse,121,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,VERB,avoir,10,,avoir
951,120,3,bien,bien,121,Adv,Adv,bien,C/V\,ADV,bien,10,,bien
952,120,4,dict,dict,121,Vpp,Vpp,dire,C/V\,VERB,dire,10,,dire
953,120,5,:,:,121,Pnc,Pnc,,,PUNCT,:,9,,
954,120,6,dieu,dieu,121,N,N,,C/V\,PROPN|NOUN,dieu|Dieu,-1,dieu,Dieu
955,120,7,vous,vous,121,Prn,Prn,vous,C/V\,PRON,vous,10,,vous
956,120,8,avant,avant,121,Vfin,Vfin,,/V\.'C/V\,VERB,avoir|avant|avancer,-1,avancer,avancer
957,120,9,!,!,121,Pnc,Pnc,,,PUNCT,!,9,,
958,121,1,mais,mais,122,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
959,121,2,c',c',122,Prn,Prn,ce,C/\,PRON,ce,10,,ce
960,121,3,eust,eust,122,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10,,avoir
961,121,4,esté,esté,122,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,,être
962,121,5,faict,faict,122,Vpp,Vpp,faire,C/V\,VERB,faire,10,,faire
963,121,6,en,en,122,Pre,Pre,en,/V\,ADP,en,10,,en
964,121,7,village,village,122,N,N,,C/V\.'C/V\.C/(e)\,NOUN,village,9,,
965,121,8,.,.,122,Pnc,Pnc,,,PUNCT,.,9,,
966,122,1,sy,sy,123,Sub,Sub,si3,C/V\,SCONJ,si,10,,si3
967,122,2,tu,tu,123,Prn,Prn$,tu,C/V\,PRON,tu,10,,tu
968,122,3,joue,joue,123,Vfin,Vfin,jouer,'C/V\./(e)\,VERB,jouer,10,,jouer
969,122,4,ton,ton,123,Det,Det,ton2,C/V\,DET,ton,10,,ton2
970,122,5,personnage,personnage,123,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,personnage,9,,
971,122,6,",",",",123,Pnc,Pnc,,,PUNCT,",",9,,
972,123,1,si,si,124,Adv,Adv,si4,C/V\,ADV,si,10,,si4
973,123,2,le,le,124,Prn,Prn$$,le,C/(e)\,PRON,le,10,,le
974,123,3,dy,dy,124,Vfin,Vfin,dire,C/V\,VERB,dire,10,,dire
975,123,4,:,:,124,Pnc,Pnc,,,PUNCT,:,9,,
976,123,5,t',t',124,Prn,Prn$$,te,C/\,PRON,te,10,,te
977,123,6,ose,ose,124,Vfin,Vfin,oser,'/V\.C/(e)\,VERB,oser,10,,oser
978,123,7,tu,tu,124,Prn,Prn%,tu,C/V\,PRON,tu,10,,tu
979,123,8,monstrer,monstrer,124,Vinf,Vinf,montrer,C/V\.'C/V\,VERB,montrer,10,,montrer
980,123,9,?,?,124,Pnc,Pnc,,,PUNCT,?,9,,
981,124,1,j',j',125,Prn,Prn$,je,C/\,PRON,je,10,,je
982,124,2,ey,ey,125,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
983,124,3,grand,grand,125,Adj,Adj,grand,C/V\,ADJ,grand,10,,grand
984,124,4,desir,desir,125,N,N,,C/V\.'C/V\,NOUN,désir,8,,
985,124,5,de,de,125,Pre,Pre,de,C/(e)\,ADP,de,10,,de
986,124,6,rencontrer,rencontrer,125,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,rencontrer,9,,
987,125,1,le,le,126,Det,Det,le,C/(e)\,DET,le,10,,le
988,125,2,monde,monde,126,N,N,,'C/V\.C/(e)\,NOUN,monde,8,,
989,125,3,;,;,126,Pnc,Pnc,,,PUNCT,;,9,,
990,125,4,y,y,126,Prn,Prn$,il,/V\,PRON,il,10,,il
991,125,5,fault,fault,126,Vfin,Vfin,faillir,C/V\,VERB,faillir,10,,faillir
992,125,6,que,que,126,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
993,125,7,j',j',126,Prn,Prn$,je,C/\,PRON,je,10,,je
994,125,8,y,y,126,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
995,125,9,converse,converse,126,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,converser,8,,
996,125,10,.,.,126,Pnc,Pnc,,,PUNCT,.,9,,
997,126,1,je,je,127,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
998,126,2,voys,voys,127,Vfin,Vfin,voir,C/V\,VERB,voir,10,,voir
999,126,3,",",",",127,Pnc,Pnc,,,PUNCT,",",9,,
1000,126,4,je,je,127,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
1001,126,5,viens,viens,127,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
1002,126,6,",",",",127,Pnc,Pnc,,,PUNCT,",",9,,
1003,126,7,puys,puys,127,PrA,PrA,puis,C/V\,ADV,puis,10,,puis
1004,126,8,je,je,127,Prn,Prn,je,C/(e)\,PRON,je,10,,je
1005,126,9,traverse,traverse,127,Vfin,Vfin,traverser,C/V\.'C/V\.C/(e)\,VERB,traverser,10,,traverser
1006,127,1,pour,pour,128,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
1007,127,2,cuyder,cuyder,128,Vinf,Vinf,cuider,C/V\.'C/V\,VERB,cuider,10,,cuider
1008,127,3,venir,venir,128,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10,,venir
1009,127,4,a,a,128,Pre,Pre,à,/V\,ADP,à,10,,à
1010,127,5,mes,mes,128,Det,Det,mon,C/V\,DET,mon,10,,mon
1011,127,6,fins,fins,128,N,N,,C/V\,NOUN,fin,3,,
1012,127,7,.,.,128,Pnc,Pnc,,,PUNCT,.,9,,
1013,128,1,on,on,129,Prn,Prn$,on,/V\,PRON,on,10,,on
1014,128,2,dict,dict,129,Vfin,Vfin,dire,C/V\,VERB,dire,10,,dire
1015,128,3,qu',qu',129,Sub,Sub,que,C/\,SCONJ,que,10,,que
1016,128,4,i,i,129,Prn,Prn$,il,/V\,PRON,il,10,,il
1017,128,5,fayt,fayt,129,Vfin,Vfin,faire,C/V\,VERB,faire,10,,faire
1018,128,6,des,des,129,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
1019,128,7,tours,tours,129,N,N,,C/V\,NOUN,tour,8,,
1020,128,8,sans,sans,129,Pre,Pre,sans,C/V\,ADP,sans,10,,sans
1021,128,9,fins,fins,129,N,N,,C/V\,NOUN,fin,3,,
1022,128,10,",",",",129,Pnc,Pnc,,,PUNCT,",",9,,
1023,129,1,et,et,130,Crd,Crd,et,/V\,CCONJ,et,10,,et
1024,129,2,jamais,jamais,130,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10,,jamais
1025,129,3,n',n',130,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
1026,129,4,en,en,130,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
1027,129,5,fust,fust,130,Vfin,Vfin,être,C/V\,VERB,être,10,,être
1028,129,6,sy,sy,130,Adv,Adv,si4,C/V\,ADV,si,10,,si4
1029,129,7,subtil,subtil,130,Adj,Adj,,C/V\.'C/V\,ADJ,subtil,9,,
1030,129,8,.,.,130,Pnc,Pnc,,,PUNCT,.,9,,
1031,130,1,je,je,131,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
1032,130,2,le,le,131,Prn,Prn$$,le,C/(e)\,PRON,le,10,,le
1033,130,3,voys,voys,131,Vfin,Vfin,voir,C/V\,VERB,voir,10,,voir
1034,130,4,.,.,131,Pnc,Pnc,,,PUNCT,.,9,,
1035,130,5,non,non,131,Neg,Neg$$,ne,C/V\,ADV,ne,10,,ne
1036,130,6,est,est,131,Vfin,Vfin,être,/V\,VERB,être,10,,être
1037,130,7,.,.,131,Pnc,Pnc,,,PUNCT,.,9,,
1038,130,8,a,a,131,Exc,Exc,,/V\,INTJ,ah,8,,
1039,130,9,!,!,131,Pnc,Pnc,,,PUNCT,!,9,,
1040,130,10,c',c',131,Prn,Prn,ce,C/\,PRON,ce,10,,ce
1041,130,11,est,est,131,Vfin,Vfin,être,/V\,VERB,être,10,,être
1042,130,12,il,il,131,Prn,Prn%,il,/V\,PRON,il,10,,il
1043,130,13,:,:,131,Pnc,Pnc,,,PUNCT,:,9,,
1044,131,1,il,il,132,Prn,Prn$,il,/V\,PRON,il,10,,il
1045,131,2,porte,porte,132,Vfin,Vfin,porter,'C/V\.C/(e)\,VERB,porter,10,,porter
1046,131,3,abillemens,abillemens,132,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,habillement,9,,
1047,131,4,divers,divers,132,QIs,QIs,divers,C/V\.'C/V\,ADJ,divers,10,,divers
1048,131,5,.,.,132,Pnc,Pnc,,,PUNCT,.,9,,
1049,132,1,cestuy,cestuy,133,Dem,Dem,cist,C/V\.'C/V\,PRON,cist,10,,cist
1050,132,2,cy,cy,133,Adv,Adv,ci,C/V\,ADV,ci,10,,ci
1051,132,3,y,y,133,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
1052,132,4,vient,vient,133,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
1053,132,5,de,de,133,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1054,132,6,travers,travers,133,Adv,Adv,travers,C/V\.'C/V\,ADV,travers,10,,travers
1055,132,7,",",",",133,Pnc,Pnc,,,PUNCT,",",9,,
1056,133,1,et,et,134,Crd,Crd,et,/V\,CCONJ,et,10,,et
1057,133,2,l',l',134,Det,Det,le,C/\,DET,le,10,,le
1058,133,3,aultre,aultre,134,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,autre
1059,133,4,est,est,134,Vfin,Vfin,être,/V\,VERB,être,10,,être
1060,133,5,venu,venu,134,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10,,venir
1061,133,6,par,par,134,Pre,Pre,par,C/V\,ADP,par,10,,par
1062,133,7,deriere,deriere,134,PrA,PrA,derrière,C/V\.'C/V\.C/(e)\,ADV,derrière,10,,derrière
1063,133,8,.,.,134,Pnc,Pnc,,,PUNCT,.,9,,
1064,134,1,vous,vous,135,Prn,Prn$,vous,C/V\,PRON,vous,10,,vous
1065,134,2,n',n',135,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
1066,134,3,entendés,entendés,135,Vfin,Vfin,entendre,/V\.C/V\.'C/V\,VERB,entendre,10,,entendre
1067,134,4,pas,pas,135,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
1068,134,5,bien,bien,135,Adv,Adv,bien,C/V\,ADV,bien,10,,bien
1069,134,6,les,les,135,Det,Det,le,C/V\,DET,le,10,,le
1070,134,7,vers,vers,135,N,N,,C/V\,NOUN,vers,3,,
1071,134,8,.,.,135,Pnc,Pnc,,,PUNCT,.,9,,
1072,135,1,cestuy,cestuy,136,Dem,Dem,cist,C/V\.'C/V\,PRON,cist,10,,cist
1073,135,2,cy,cy,136,Adv,Adv,ci,C/V\,ADV,ci,10,,ci
1074,135,3,y,y,136,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
1075,135,4,vient,vient,136,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
1076,135,5,de,de,136,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1077,135,6,travers,travers,136,Adv,Adv,travers,C/V\.'C/V\,ADV,travers,10,,travers
1078,135,7,.,.,136,Pnc,Pnc,,,PUNCT,.,9,,
1079,136,1,vos,vos,137,Det,Det,votre,C/V\,DET,votre,10,,votre
1080,136,2,yeux,yeux,137,N,N,,/V\,NOUN,oeil,3,,
1081,136,3,sont,sont,137,Vfin,Vfin,être,C/V\,VERB,être,10,,être
1082,136,4,changés,changés,137,Vpp,Vpp,,C/V\.'C/V\,VERB,changer,9,,
1083,136,5,a,a,137,Pre,Pre,à,/V\,ADP,à,10,,à
1084,136,6,l',l',137,Det,Det,le,C/\,DET,le,10,,le
1085,136,7,envers,envers,137,PrA,PrA,envers,/V\.'C/V\,ADP|ADV,envers,10,,envers
1086,136,8,.,.,137,Pnc,Pnc,,,PUNCT,.,9,,
1087,137,1,j',j',138,Prn,Prn$,je,C/\,PRON,je,10,,je
1088,137,2,ey,ey,138,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
1089,137,3,pour,pour,138,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
1090,137,4,vous,vous,138,Prn,Prn,vous,C/V\,PRON,vous,10,,vous
1091,137,5,assés,assés,138,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10,,assez
1092,137,6,grand,grand,138,Adj,Adj,grand,C/V\,ADJ,grand,10,,grand
1093,137,7,lumiere,lumiere,138,N,N,,C/V\.'C/V\.C/(e)\,NOUN,lumière,8,,
1094,137,8,.,.,138,Pnc,Pnc,,,PUNCT,.,9,,
1095,138,1,cestuy,cestuy,139,Dem,Dem,cist,C/V\.'C/V\,PRON,cist,10,,cist
1096,138,2,cy,cy,139,Adv,Adv,ci,C/V\,ADV,ci,10,,ci
1097,138,3,y,y,139,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
1098,138,4,vient,vient,139,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
1099,138,5,de,de,139,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1100,138,6,travers,travers,139,Adv,Adv,travers,C/V\.'C/V\,ADV,travers,10,,travers
1101,139,1,et,et,140,Crd,Crd,et,/V\,CCONJ,et,10,,et
1102,139,2,l',l',140,Det,Det,le,C/\,DET,le,10,,le
1103,139,3,aultre,aultre,140,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,autre
1104,139,4,est,est,140,Vfin,Vfin,être,/V\,VERB,être,10,,être
1105,139,5,venu,venu,140,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10,,venir
1106,139,6,par,par,140,Pre,Pre,par,C/V\,ADP,par,10,,par
1107,139,7,derriere,derriere,140,PrA,PrA,derrière,C/V\.'C/V\.C/(e)\,ADV,derrière,10,,derrière
1108,139,8,.,.,140,Pnc,Pnc,,,PUNCT,.,9,,
1109,140,1,je,je,141,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
1110,140,2,n',n',141,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
1111,140,3,entens,entens,141,Vfin,Vfin,entendre,/V\.'C/V\,VERB,entendre,10,,entendre
1112,140,4,pas,pas,141,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
1113,140,5,bien,bien,141,Adv,Adv,bien,C/V\,ADV,bien,10,,bien
1114,140,6,la,la,141,Det,Det,le,C/V\,DET,le,10,,le
1115,140,7,matiere,matiere,141,N,N,,C/V\.'C/V\.C/(e)\,NOUN,matière,8,,
1116,140,8,.,.,141,Pnc,Pnc,,,PUNCT,.,9,,
1117,141,1,le,le,142,Prn,Prn$$,le,C/(e)\,PRON,le,10,,le
1118,141,2,faict,faict,142,Vfin,Vfin,faire,C/V\,VERB,faire,10,,faire
1119,141,3,il,il,142,Prn,Prn%,il,/V\,PRON,il,10,,il
1120,141,4,pour,pour,142,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
1121,141,5,me,me,142,Prn,Prn$,me,C/(e)\,PRON,me,10,,me
1122,141,6,faire,faire,142,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,faire
1123,141,7,rire,rire,142,Vinf,Vinf,rire,'C/V\.C/(e)\,VERB,rire,10,,rire
1124,141,8,?,?,142,Pnc,Pnc,,,PUNCT,?,9,,
1125,142,1,sy,sy,143,Adv,Adv,si4,C/V\,ADV,si,10,,si4
1126,142,2,serai,serai,143,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,,être
1127,142,3,ge,ge,143,Prn,Prn%,je,C/(e)\,PRON,je,10,,je
1128,142,4,qu',qu',143,Sub,Sub,que,C/\,SCONJ,que,10,,que
1129,142,5,i,i,143,Prn,Prn$,il,/V\,PRON,il,10,,il
1130,142,6,veulent,veulent,143,Vfin,Vfin,vouloir,'C/V\.C/e\,VERB,vouloir,10,,vouloir
1131,142,7,dire,dire,143,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,,dire
1132,143,1,afin,afin,144,Adv,Adv,afin,/V\.'C/V\,ADV,afin,10,,afin
1133,143,2,de,de,144,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1134,143,3,me,me,144,Det,Det,mon,C/(e)\,DET,mon,10,,mon
1135,143,4,desennuyer,desennuyer,144,Vinf,Vinf,désennuyer,C/V\.C/V\.C/V\.'C/V\,VERB,désennuyer,10,,désennuyer
1136,143,5,.,.,144,Pnc,Pnc,,,PUNCT,.,9,,
1137,144,1,honneur,honneur,145,N,N,,/V\.'C/V\,NOUN,honneur,8,,
1138,144,2,",",",",145,Pnc,Pnc,,,PUNCT,",",9,,
1139,144,3,monseigneur,monseigneur,145,N,N,,C/V\.C/V\.'C/V\,NOUN,monseigneur,8,,
1140,144,4,l',l',145,Det,Det,le,C/\,DET,le,10,,le
1141,144,5,escuyer,escuyer,145,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9,,
1142,144,6,!,!,145,Pnc,Pnc,,,PUNCT,!,9,,
1143,145,1,monde,monde,146,N,N,,'C/V\.C/(e)\,NOUN,monde,8,,
1144,145,2,",",",",146,Pnc,Pnc,,,PUNCT,",",9,,
1145,145,3,dieu,dieu,146,N,N,,C/V\,PROPN,Dieu,3,,
1146,145,4,vous,vous,146,Prn,Prn$$,vous,C/V\,PRON,vous,10,,vous
1147,145,5,face,face,146,Vfin,Vfin,faire,'C/V\.C/(e)\,VERB,faire,10,,faire
1148,145,6,joyeulx,joyeulx,146,Adj,Adj,,C/V\.'C/V\,ADJ,joyeux,9,,
1149,145,7,!,!,146,Pnc,Pnc,,,PUNCT,!,9,,
1150,146,1,comme,comme,147,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,,comme
1151,146,2,vous,vous,147,Prn,Prn$,vous,C/V\,PRON,vous,10,,vous
1152,146,3,va,va,147,Vfin,Vfin,aller,C/V\,VERB,aller,10,,aller
1153,146,4,?,?,147,Pnc,Pnc,,,PUNCT,?,9,,
1154,146,5,/,/,147,Pnc,Pnc,,,PUNCT,UNKNOWN,-10,,
1155,146,6,de,de,147,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1156,146,7,mieulx,mieulx,147,Adv,Adv,mieux,C/V\,ADV,mieux,10,,mieux
1157,146,8,en,en,147,Pre,Pre,en,/V\,ADP,en,10,,en
1158,146,9,mieulx,mieulx,147,Adv,Adv,mieux,C/V\,ADV,mieux,10,,mieux
1159,146,10,:,:,147,Pnc,Pnc,,,PUNCT,:,9,,
1160,147,1,remply,remply,148,Vpp,Vpp,remplir,C/V\.'C/V\,VERB,remplir,10,,remplir
1161,147,2,de,de,148,Pre,Pre,de,C/(e)\,ADP,de,10,,de
1162,147,3,biens,biens,148,N,N,bien,C/V\,NOUN,bien,10,,bien
1163,147,4,",",",",148,Pnc,Pnc,,,PUNCT,",",9,,
1164,147,5,sain,sain,148,Adj,Adj,,C/V\,ADJ,sain,3,,
1165,147,6,",",",",148,Pnc,Pnc,,,PUNCT,",",9,,
1166,147,7,en,en,148,Pre,Pre,en,/V\,ADP,en,10,,en
1167,147,8,bon,bon,148,Adj,Adj,bon,C/V\,ADJ,bon,10,,bon
1168,147,9,poinct,poinct,148,N,N,,C/V\,NOUN,point,8,,
1169,147,10,.,.,148,Pnc,Pnc,,,PUNCT,.,9,,
1170,148,1,et,et,149,Crd,Crd,et,/V\,CCONJ,et,10,,et
1171,148,2,vous,vous,149,Prn,Prn,vous,C/V\,PRON,vous,10,,vous
1172,148,3,?,?,149,Pnc,Pnc,,,PUNCT,?,9,,
1173,148,4,/,/,149,Pnc,Pnc,,,PUNCT,UNKNOWN,-10,/,/
1174,148,5,comme,comme,149,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,,comme
1175,148,6,sy,sy,149,Sub,Sub,si3,C/V\,SCONJ,si,10,,si3
1176,148,7,n',n',149,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
1177,148,8,en,en,149,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
1178,148,9,fust,fust,149,Vfin,Vfin,être,C/V\,VERB,être,10,,être
1179,148,10,poinct,poinct,149,Neg,Neg,point2,C/V\,ADV,point,10,,point2
1180,148,11,.,.,149,Pnc,Pnc,,,PUNCT,.,9,,
1181,149,1,j',j',150,Prn,Prn$,je,C/\,PRON,je,10,,je
1182,149,2,en,en,150,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
1183,149,3,suys,suys,150,Vfin,Vfin,être,C/V\,VERB,être,10,,être
1184,149,4,plus,plus,150,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
1185,149,5,bas,bas,150,Adj,Adj,,C/V\,ADJ,bas,8,,
1186,149,6,qu',qu',150,Sub,Sub,que,C/\,SCONJ,que,10,,que
1187,149,7,au,au,150,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,à.le
1188,149,8,fons,fons,150,N,N,,C/V\,NOUN,fond,3,,
1189,149,9,du,du,150,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
1190,149,10,puys,puys,150,N,N,,C/V\,NOUN,puits,3,,
1191,149,11,.,.,150,Pnc,Pnc,,,PUNCT,.,9,,
1192,150,1,vostre,vostre,151,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10,,votre
1193,150,2,compaignie,compaignie,151,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,compagnie,8,,
1194,150,3,en,en,151,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
1195,150,4,vault,vault,151,Vfin,Vfin,valoir,C/V\,VERB,valoir,10,,valoir
1196,150,5,pis,pis,151,Adv,Adv,pis2,C/V\,ADV,pis,10,,pis2
1197,150,6,:,:,151,Pnc,Pnc,,,PUNCT,:,9,,
1198,151,1,je,je,152,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
1199,151,2,ne,ne,152,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,ne
1200,151,3,vous,vous,152,Prn,Prn$$,vous,C/V\,PRON,vous,10,,vous
1201,151,4,cherche,cherche,152,Vfin,Vfin,,'C/V\.C/(e)\,VERB,chercher,8,,
1202,151,5,pas,pas,152,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
1203,151,6,un,un,152,QIs,QIs,un,/V\,DET,un,10,,un
1204,151,7,grain,grain,152,N,N,,C/V\,NOUN,grain,8,,
1205,151,8,.,.,152,Pnc,Pnc,,,PUNCT,.,9,,
1206,152,1,atendés,atendés,153,Vfin,Vfin,attendre,/V\.C/V\.'C/V\,VERB,attendre,10,,attendre
1207,152,2,a,a,153,Pre,Pre,à,/V\,ADP,à,10,,à
1208,152,3,demain,demain,153,Adv,Adv,demain,C/V\.'C/V\,ADV,demain,10,,demain
1209,152,4,",",",",153,Pnc,Pnc,,,PUNCT,",",9,,
1210,152,5,atendés,atendés,153,Vfin,Vfin,attendre,/V\.C/V\.'C/V\,VERB,attendre,10,,attendre
1211,152,6,a,a,153,Pre,Pre,à,/V\,ADP,à,10,,à
1212,152,7,demain,demain,153,Adv,Adv,demain,C/V\.'C/V\,ADV,demain,10,,demain
1213,152,8,!,!,153,Pnc,Pnc,,,PUNCT,!,9,,
1214,153,1,il,il,154,Prn,Prn$,il,/V\,PRON,il,10,,il
1215,153,2,y,y,154,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
1216,153,3,sont,sont,154,Vfin,Vfin,être,C/V\,VERB,être,10,,être
1217,153,4,",",",",154,Pnc,Pnc,,,PUNCT,",",9,,
1218,153,5,chascun,chascun,154,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,,chacun
1219,153,6,faict,faict,154,Vpp,Vpp,faire,C/V\,VERB,faire,10,,faire
1220,153,7,sa,sa,154,Det,Det,son4,C/V\,DET,son,10,,son4
1221,153,8,main,main,154,N,N,,C/V\,NOUN,main,8,,
1222,153,9,…,…,154,Pnc,Pnc,,,PUNCT,…,-10,…,…
1223,154,1,par,par,155,Pre,Pre,par,C/V\,ADP,par,10,,par
1224,154,2,dieu,dieu,155,N,N,,C/V\,NOUN,dieu,3,,
1225,154,3,sy,sy,155,Adv,Adv,si4,C/V\,ADV,si,10,,si4
1226,154,4,n',n',155,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
1227,154,5,ai,ai,155,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
