wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,lemma_gold
200,25,5,/,/,25,Pnc,Pnc,,,PUNCT,/,-10,/,/
201,25,6,a,a,25,Exc,Exc,,/V\,INTJ,ah,8,,
202,25,7,!,!,25,Pnc,Pnc,,,PUNCT,!,9,,
203,25,8,je,je,25,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
204,25,9,m',m',25,Prn,Prn$$,me,C/\,PRON,me,10,,me
205,25,10,en,en,25,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
206,25,11,voys,voys,25,Vfin,Vfin,aller,C/V\,VERB,aller,10,,aller
207,25,12,",",",",25,Pnc,Pnc,,,PUNCT,",",9,,
208,26,1,quant,quant,26,Sub,Sub,quand,C/V\,SCONJ,quand,10,,quand
209,26,2,a,a,26,Pre,Pre,à,/V\,ADP,à,10,,à
210,26,3,moy,moy,26,Prn,Prn,moi,C/V\,PRON,moi,10,,moi
211,26,4,.,.,26,Pnc,Pnc,,,PUNCT,.,9,,
212,26,5,qui,qui,26,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
213,26,6,veult,veult,26,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,vouloir
214,26,7,y,y,26,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
215,26,8,demeure,demeure,26,Vfin,Vfin,demeurer,C/V\.'C/V\.C/(e)\,VERB,demeurer,10,,demeurer
216,26,9,.,.,26,Pnc,Pnc,,,PUNCT,.,9,,
217,27,1,y,y,27,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
218,27,2,sera,sera,27,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,,être
219,27,3,chevalier,chevalier,27,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8,,
220,27,4,en,en,27,Pre,Pre,en,/V\,ADP,en,10,,en
221,27,5,loix,loix,27,N,N,,C/V\,NOUN,loi,9,,
222,28,1,se,se,28,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,si3
223,28,2,s',s',28,Prn,Prn$$,se,C/\,PRON,se,10,,se
224,28,3,en,en,28,Prn,Prn$$,en2,/V\,PRON,en,10,,en2
225,28,4,va,va,28,Vfin,Vfin,aller,C/V\,VERB,aller,10,,aller
226,28,5,dedens,dedens,28,PrA,PrA,dedans,C/V\.'C/V\,ADP,dedans,10,,dedans
227,28,6,un,un,28,QIs,QIs,un,/V\,DET,un,10,,un
228,28,7,cart,cart,28,Adj,Adj,quart,C/V\,ADJ,quart,10,,quart
229,28,8,d',d',28,Pre,Pre,de,C/\,ADP,de,10,,de
230,28,9,heure,heure,28,N,N,,'/V\.C/(e)\,NOUN,heure,3,,
231,28,10,.,.,28,Pnc,Pnc,,,PUNCT,.,9,,
232,29,1,sy,sy,29,Adv,Adv,si4,C/V\,ADV,si,10,,si4
233,29,2,fault,fault,29,Vfin,Vfin,faillir,C/V\,VERB,faillir,10,,faillir
234,29,3,il,il,29,Prn,Prn%,il,/V\,PRON,il,10,,il
235,29,4,que,que,29,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
236,29,5,chascun,chascun,29,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,,chacun
237,29,6,labeure,labeure,29,Vfin,Vfin,labourer,C/V\.'C/V\.C/(e)\,VERB,labourer,10,,labourer
238,30,1,du,du,30,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
239,30,2,meileur,meileur,30,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10,,meilleur
240,30,3,cuir,cuir,30,N,N,,C/V\,NOUN,cuir,9,,
241,30,4,de,de,30,Pre,Pre,de,C/(e)\,ADP,de,10,,de
242,30,5,son,son,30,Det,Det,son4,C/V\,DET,son,10,,son4
243,30,6,panier,panier,30,N,N,,C/V\.'C/V\,NOUN,panier,6,,
244,30,7,.,.,30,Pnc,Pnc,,,PUNCT,.,9,,
245,31,1,sans,sans,31,Pre,Pre,sans,C/V\,ADP,sans,10,,sans
246,31,2,s',s',31,Prn,Prn$,se,C/\,PRON,se,10,,se
247,31,3,effreer,effreer,31,Vinf,Vinf,effrayer,/V\.C/(V)\.'/V\,VERB,effrayer,10,,effrayer
248,31,4,",",",",31,Pnc,Pnc,,,PUNCT,",",9,,
249,31,5,chascun,chascun,31,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10,,chacun
250,31,6,s',s',31,Prn,Prn$$,se,C/\,PRON,se,10,,se
251,31,7,aseure,aseure,31,Vfin,Vfin,assurer,/V\.C/(V)\.'/V\.C/(e)\,VERB,assurer,10,,assurer
252,31,8,;,;,31,Pnc,Pnc,,,PUNCT,;,9,,
253,32,1,se,se,32,Dem,Dem,cist,C/(e)\,DET|PRON,cist,10,,cist
254,32,2,jour,jour,32,N,N,,C/V\,NOUN,jour,8,,
255,32,3,sy,sy,32,Adv,Adv,ci,C/V\,ADV,ci,10,,ci
256,32,4,n',n',32,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
257,32,5,est,est,32,Vfin,Vfin,être,/V\,VERB,être,10,,être
258,32,6,pas,pas,32,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
259,32,7,le,le,32,Det,Det,le,C/(e)\,DET,le,10,,le
260,32,8,dernier,dernier,32,Adj,Adj,,C/V\.'C/V\,ADJ,dernier,9,,
261,32,9,.,.,32,Pnc,Pnc,,,PUNCT,.,9,,
262,33,1,nous,nous,33,Prn,Prn$,nous,C/V\,PRON,nous,10,,nous
263,33,2,sommes,sommes,33,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,être
264,33,3,sas,sas,33,N,N,,C/V\,PROPN|NOUN,sac|sas,-1,sac,sac
265,33,4,a,a,33,Pre,Pre,à,/V\,ADP,à,10,,à
266,33,5,charbonnier,charbonnier,33,N,N,,C/V\.C/V\.'C/V\,NOUN,charbonnier,8,,
267,33,6,.,.,33,Pnc,Pnc,,,PUNCT,.,9,,
268,34,1,comment,comment,34,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10,,comment
269,34,2,?,?,34,Pnc,Pnc,,,PUNCT,?,9,,
270,34,3,/,/,34,Pnc,Pnc,,,PUNCT,/,-10,/,/
271,34,4,l',l',34,Det,Det,le,C/\,DET,le,10,,le
272,34,5,un,un,34,QIs,QIs,un,/V\,PRON,un,10,,un
273,34,6,l',l',34,Det,Det,le,C/\,DET,le,10,,le
274,34,7,autre,autre,34,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,autre
275,34,8,honnissons,honnissons,34,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,honnir,9,,
276,34,9,.,.,34,Pnc,Pnc,,,PUNCT,.,9,,
277,35,1,mais,mais,35,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
278,35,2,nous,nous,35,Prn,Prn$,nous,C/V\,PRON,nous,10,,nous
279,35,3,sommes,sommes,35,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,être
280,35,4,sas,sas,35,N,N,,C/V\,PROPN|NOUN,sac|sas,-1,sac,sac
281,35,5,de,de,35,Pre,Pre,de,C/(e)\,ADP,de,10,,de
282,35,6,munyer,munyer,35,N,N,,C/V\.'C/V\,PROPN|NOUN,meunier,8,,
283,35,7,:,:,35,Pnc,Pnc,,,PUNCT,:,9,,
284,36,1,plus,plus,36,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
285,36,2,vivons,vivons,36,Vfin,Vfin,vivre,C/V\.'C/V\,VERB,vivre,10,,vivre
286,36,3,et,et,36,Crd,Crd,et,/V\,CCONJ,et,10,,et
287,36,4,plus,plus,36,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
288,36,5,blancisons,blancisons,36,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,UNKNOWN,-10,blanchir,blanchir
289,36,6,.,.,36,Pnc,Pnc,,,PUNCT,.,9,,
290,37,1,plus,plus,37,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
291,37,2,nyais,nyais,37,Adj,Adj,,C/V\.'C/V\,ADJ,niais,9,,
292,37,3,que,que,37,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
293,37,4,jeunes,jeunes,37,Adj,Adj,,'C/V\.C/e\,ADJ,jeune,8,,
294,37,5,moysons,moysons,37,N,N,,C/V\.'C/V\,NOUN,moison,3,,
295,38,1,nous,nous,38,Prn,Prn$,nous,C/V\,PRON,nous,10,,nous
296,38,2,sommes,sommes,38,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,être
297,38,3,tous,tous,38,QIs,QIs,tout,C/V\,DET,tout,10,,tout
298,38,4,troys,troys,38,QIs,QIs,trois,C/V\,NUM,trois,10,,trois
299,38,5,.,.,38,Pnc,Pnc,,,PUNCT,.,9,,
300,38,6,/,/,38,Pnc,Pnc,,,PUNCT,/,-10,/,/
301,38,7,comme,comme,38,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,,comme
302,38,8,quoy,quoy,38,Qux,Qux,que,C/V\,PRON,que,10,,que
303,38,9,?,?,38,Pnc,Pnc,,,PUNCT,?,9,,
304,39,1,plus,plus,39,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
305,39,2,vivons,vivons,39,Vfin,Vfin,vivre,C/V\.'C/V\,VERB,vivre,10,,vivre
306,39,3,et,et,39,Crd,Crd,et,/V\,CCONJ,et,10,,et
307,39,4,moins,moins,39,Adv,Adv,moins,C/V\,ADV,moins,10,,moins
308,39,5,congnoisons,congnoisons,39,Vfin,Vfin,connaître,C/V\.C/V\.'C/V\,VERB,connaître,10,,connaître
309,39,6,.,.,39,Pnc,Pnc,,,PUNCT,.,9,,
310,40,1,laisons,laisons,40,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10,,laisser
311,40,2,ce,ce,40,Dem,Dem,cist,C/(e)\,DET,cist,10,,cist
312,40,3,babil,babil,40,N,N,,C/V\.'C/V\,NOUN,babil,9,,
313,40,4,",",",",40,Pnc,Pnc,,,PUNCT,",",9,,
314,40,5,cest,cest,40,Dem,Dem,cist,C/V\,DET,cist,10,,cist
315,40,6,esmoy,esmoy,40,N,N,,/V\.'C/V\,NOUN,émoi,9,,
316,40,7,;,;,40,Pnc,Pnc,,,PUNCT,;,9,,
317,41,1,l',l',41,Det,Det,le,C/\,DET,le,10,,le
318,41,2,en,en,41,Prn,Prn$,on,/V\,PRON,on,10,,on
