wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
913,137,4,digneté,digneté,137,N,N,,C/V\.C/e\.'C/V\,NOUN,dignité,5,,
914,137,5,s',s',137,Prn,Prn$$,se,C/\,PRON,se,10,,
915,137,6,alieve,alieve,137,Vfin,Vfin,alever,/V\.'C/V\.C/(e)\,VERB,alever,10,,
916,137,7,",",",",137,Pnc,Pnc,,,PUNCT,",",9,,
917,138,1,Qant,qant,138,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
918,138,2,ele,ele,138,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,,
919,138,3,li,li,138,Prn,Prn$$,li,C/V\,PRON,li,10,,
920,138,4,faut,faut,138,Vfin,Vfin,faillir,C/V\,VERB,faillir,10,,
921,138,5,plus,plus,138,Adv,Adv,plus,C/V\,ADV,plus,10,,
922,138,6,li,li,138,Prn,Prn$$,li,C/V\,PRON,li,10,,
923,138,7,grieve,grieve,138,Vfin,Vfin,grever,'C/V\.C/(e)\,VERB,grever,10,,
924,138,8,.,.,138,Pnc,Pnc,,,PUNCT,.,9,,
925,139,1,Porpenz,porpenz,139,Adj,Adj,,C/V\.'C/V\,ADJ,pourpens,-1,pourpens,DMF
926,139,2,est,est,139,Vfin,Vfin,être,/V\,VERB,être,10,,
927,139,3,clers,clers,139,N,N,,C/V\,NOUN,clerc,3,,
928,139,4,de,de,139,Pre,Pre,de,C/(e)\,ADP,de,10,,
929,139,5,verité,verité,139,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,8,,
930,139,6,",",",",139,Pnc,Pnc,,,PUNCT,",",9,,
931,140,1,Car,car,140,Crd,Crd,car,C/V\,CCONJ,car,10,,
932,140,2,qant,qant,140,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
933,140,3,li,li,140,Det,Det,le,C/V\,DET,le,10,,
934,140,4,hom,hom,140,N,N,,/V\,NOUN,homme,8,,
935,140,5,s',s',140,Prn,Prn$$,se,C/\,PRON,se,10,,
936,140,6,a,a,140,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
937,140,7,porpensé,porpensé,140,Vpp,Vpp,pourpenser,C/V\.C/V\.'C/V\,VERB,pourpenser,10,,
938,141,1,De,de,141,Pre,Pre,de,C/(e)\,ADP,de,10,,
939,141,2,dire,dire,141,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,,
940,141,3,chose,chose,141,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
941,141,4,q',q',141,Qux,Qux,que,C/\,PRON,que,10,,
942,141,5,il,il,141,Prn,Prn$,il,/V\,PRON,il,10,,
943,141,6,ne,ne,141,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
944,141,7,doit,doit,141,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10,,
945,141,8,",",",",141,Pnc,Pnc,,,PUNCT,",",9,,
946,142,1,Tantost,tantost,142,Adv,Adv,tantôt,C/V\.'C/V\,ADV,tantôt,10,,
947,142,2,conest,conest,142,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,connaître,10,,
948,142,3,et,et,142,Crd,Crd,et,/V\,CCONJ,et,10,,
949,142,4,aparçoit,aparçoit,142,Vfin,Vfin,apercevoir,/V\.C/V\.'C/V\,VERB,apercevoir,10,,
950,143,1,La,la,143,Det,Det,le,C/V\,DET,le,10,,
951,143,2,verité,verité,143,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,8,,
952,143,3,de,de,143,Pre,Pre,de,C/(e)\,ADP,de,10,,
953,143,4,son,son,143,Det,Det,son4,C/V\,DET,son,10,,
954,143,5,afaire,afaire,143,N,N,,/V\.'C/V\.C/(e)\,NOUN,affaire,8,,
955,144,1,Que,que,144,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
956,144,2,sa,sa,144,Det,Det,son4,C/V\,DET,son,10,,
957,144,3,folie,folie,144,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8,,
958,144,4,li,li,144,Prn,Prn$$,li,C/V\,PRON,li,10,,
959,144,5,fait,fait,144,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
960,144,6,faire,faire,144,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,
961,144,7,.,.,144,Pnc,Pnc,,,PUNCT,.,9,,
962,145,1,Li,li,145,Det,Det,le,C/V\,DET,le,10,,
963,145,2,fox,fox,145,Adj,Adj,fou,C/V\,ADJ,fou,10,,
964,145,3,vuet,vuet,145,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
965,145,4,toz,toz,145,QIs,QIs,tout,C/V\,DET,tout,10,,
966,145,5,jors,jors,145,N,N,,C/V\,NOUN,jour,8,,
967,145,6,desprisier,desprisier,145,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,dépriser,9,,
968,146,1,Ce,ce,146,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
969,146,2,dont,dont,146,Qux,Qux,dont,C/V\,PRON,dont,10,,
970,146,3,il,il,146,Prn,Prn$,il,/V\,PRON,il,10,,
971,146,4,ne,ne,146,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
972,146,5,ce,ce,146,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
