wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,lemma_gold
1,1,1,En,en,1,Pre,Pre,en,/V\,ADP,en,10,,en
2,1,2,l',l',1,Det,Det,le,C/\,DET,le,10,,le
3,1,3,honneur,honneur,1,N,N,,/V\.'C/V\,NOUN,honneur,8,,
4,1,4,de,de,1,Pre,Pre,de,C/(e)\,ADP,de,10,,de
5,1,5,Sainct,sainct,1,Adj,Adj,saint,C/V\,ADJ,saint,10,,saint
6,1,6,Mathurin,mathurin,1,N,N,,C/V\.C/V\.'C/V\,PROPN,mathurin,2,,
7,1,7,",",",",1,Pnc,Pnc,,,PUNCT,",",9,,
8,2,1,Afin,afin,2,Adv,Adv,afin,/V\.'C/V\,ADV,afin,10,,afin
9,2,2,que,que,2,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
10,2,3,chascun,chascun,2,QIs,QIs,chacun,C/V\.'C/V\,DET,chacun,10,,chacun
11,2,4,pèlerin,pelerin,2,N,N,,C/V\.C/e\.'C/V\,NOUN,pèlerin,9,,
12,3,1,Sa,sa,3,Det,Det,son4,C/V\,DET,son,10,,son4
13,3,2,vie,vie,3,N,N,,'C/V\./(e)\,NOUN,vie,3,,
14,3,3,puisse,puisse,3,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,VERB,pouvoir,10,,pouvoir2
15,3,4,mieulx,mieulx,3,Adv,Adv,mieux,C/V\,ADV,mieux,10,,mieux
16,3,5,entendre,entendre,3,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10,,entendre
17,3,6,",",",",3,Pnc,Pnc,,,PUNCT,",",9,,
18,4,1,Aussi,aussi,4,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10,,aussi
19,4,2,la,la,4,Prn,Prn$$,le,C/V\,PRON,le,10,,le
20,4,3,sache,sache,4,Vfin,Vfin,savoir,'C/V\.C/(e)\,VERB,savoir,10,,savoir
21,4,4,mieulx,mieulx,4,Adv,Adv,mieux,C/V\,ADV,mieux,10,,mieux
22,4,5,comprendre,comprendre,4,Vinf,Vinf,comprendre,C/V\.'C/V\.C/(e)\,VERB,comprendre,10,,comprendre
23,4,6,",",",",4,Pnc,Pnc,,,PUNCT,",",9,,
24,5,1,Pour,pour,5,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
25,5,2,les,les,5,Det,Det,le,C/V\,DET,le,10,,le
26,5,3,simples,simples,5,Adj,Adj,,'C/V\.C/e\,ADJ,simple,9,,
27,5,4,gens,gens,5,N,N,,C/V\,NOUN,gent,11,,
28,5,5,seullement,seullement,5,Adv,Adv,seulement,C/V\.C/e\.'C/V\,ADV,seulement,10,,seulement
29,5,6,",",",",5,Pnc,Pnc,,,PUNCT,",",9,,
30,6,1,Selon,selon,6,PrA,PrA,selon,C/V\.'C/V\,ADP,selon,10,,selon
31,6,2,mon,mon,6,Det,Det,mon,C/V\,DET,mon,10,,mon
32,6,3,povre,povre,6,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10,,pauvre
33,6,4,entendement,entendement,6,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,entendement,8,,
34,6,5,",",",",6,Pnc,Pnc,,,PUNCT,",",9,,
35,7,1,Ay,ay,7,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
36,7,2,mis,mis,7,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,mettre
37,7,3,de,de,7,Pre,Pre,de,C/(e)\,ADP,de,10,,de
38,7,4,latin,latin,7,N,N,,C/V\.'C/V\,NOUN,latin,8,,
39,7,5,en,en,7,Pre,Pre,en,/V\,ADP,en,10,,en
40,7,6,françoys,françoys,7,N,N,,C/V\.'C/V\,NOUN,français,8,,
41,7,7,",",",",7,Pnc,Pnc,,,PUNCT,",",9,,
42,8,1,Nompas,nompas,8,Neg,Neg,nompas,C/V\.'C/V\,ADV,nompas,10,,nompas
43,8,2,que,que,8,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
44,8,3,si,si,8,Adv,Adv,si4,C/V\,ADV,si,10,,si4
45,8,4,grant,grant,8,Adj,Adj,grand,C/V\,ADJ,grand,10,,grand
46,8,5,clerc,clerc,8,N,N,,C/V\,NOUN,clerc,8,,
47,8,6,je,je,8,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
48,8,7,soys,soys,8,Vfin,Vfin,être,C/V\,VERB,être,10,,être
49,9,1,Que,que,9,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
50,9,2,de,de,9,Pre,Pre,de,C/(e)\,ADP,de,10,,de
51,9,3,moy,moy,9,Prn,Prn,moi,C/V\,PRON,moi,10,,moi
52,9,4,je,je,9,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
53,9,5,vueil,vueil,9,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,vouloir
54,9,6,estimer,estimer,9,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,estimer,9,,
55,10,1,Que,que,10,Sub,Sub,que,C/(e)\,SCONJ,que,10,,que
56,10,2,je,je,10,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
57,10,3,la,la,10,Prn,Prn$$,le,C/V\,PRON,le,10,,le
58,10,4,sçeusse,sçeusse,10,Vfin,Vfin,savoir,C/(V)\.'/V\.C/(e)\,VERB,savoir,10,,savoir
59,10,5,bien,bien,10,Adv,Adv,bien,C/V\,ADV,bien,10,,bien
60,10,6,rimer,rimer,10,Vinf,Vinf,,C/V\.'C/V\,VERB,rimer,9,,
61,11,1,Ne,ne,11,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,ne2
62,11,2,mettre,mettre,11,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10,,mettre
63,11,3,aussi,aussi,11,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10,,aussi
64,11,4,de,de,11,Pre,Pre,de,C/(e)\,ADP,de,10,,de
65,11,5,point,point,11,N,N,,C/V\,NOUN,point,8,,
66,11,6,en,en,11,Pre,Pre,en,/V\,ADP,en,10,,en
67,11,7,point,point,11,N,N,,C/V\,NOUN,point,8,,
68,12,1,Sans,sans,12,Pre,Pre,sans,C/V\,ADP,sans,10,,sans
69,12,2,faillir,faillir,12,Vinf,Vinf,faillir,C/V\.'C/V\,VERB,faillir,10,,faillir
70,12,3,;,;,12,Pnc,Pnc,,,PUNCT,;,9,,
71,12,4,je,je,12,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
72,12,5,ne,ne,12,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,ne
73,12,6,le,le,12,Prn,Prn$$,le,C/(e)\,PRON,le,10,,le
74,12,7,dis,dis,12,Vfin,Vfin,dire,C/V\,VERB,dire,10,,dire
75,12,8,point,point,12,Neg,Neg,point2,C/V\,ADV,point,10,,point2
76,12,9,",",",",12,Pnc,Pnc,,,PUNCT,",",9,,
77,13,1,Et,et,13,Crd,Crd,et,/V\,CCONJ,et,10,,et
78,13,2,",",",",13,Pnc,Pnc,,,PUNCT,",",9,,
79,13,3,se,se,13,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,si3
80,13,4,vous,vous,13,Prn,Prn$,vous,C/V\,PRON,vous,10,,vous
81,13,5,y,y,13,Prn,Prn$$,y2,/V\,PRON,y,10,,y2
82,13,6,trouvez,trouvez,13,Vfin,Vfin,trouver,C/V\.'C/V\,VERB,trouver,10,,trouver
83,13,7,langage,langage,13,N,N,,C/V\.'C/V\.C/(e)\,NOUN,langage,8,,
84,14,1,Qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
85,14,2,en,en,14,Pre,Pre,en,/V\,ADP,en,10,,en
86,14,3,ce,ce,14,Dem,Dem,cist,C/(e)\,DET,cist,10,,cist
87,14,4,pays,pays,14,N,N,,C/V\.'C/V\,NOUN,pays,8,,
88,14,5,n',n',14,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
89,14,6,ait,ait,14,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
90,14,7,usage,usage,14,N,N,,/V\.'C/V\.C/(e)\,NOUN,usage,8,,
91,15,1,Ou,ou,15,Crd,Crd,ou,/V\,CCONJ,ou,10,,ou
92,15,2,se,se,15,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,si3
93,15,3,j',j',15,Prn,Prn$,je,C/\,PRON,je,10,,je
94,15,4,espelle,espelle,15,Vfin,Vfin,épeler,/V\.'C/V\.C/(e)\,VERB,épeler,10,,épeler
95,15,5,aucunement,aucunement,15,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,aucunement,9,,
96,16,1,Ung,ung,16,QIs,QIs,un,/V\,DET,un,10,,un
97,16,2,mot,mot,16,N,N,,C/V\,NOUN,mot,8,,
98,16,3,qui,qui,16,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
99,16,4,doit,doit,16,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10,,devoir2
100,16,5,estre,estre,16,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,,être
101,16,6,aultrement,aultrement,16,Adv,Adv,,/V\.C/e\.'C/V\,ADV,autrement,9,,
102,16,7,",",",",16,Pnc,Pnc,,,PUNCT,",",9,,
103,17,1,Ne,ne,17,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,ne
104,17,2,le,le,17,Prn,Prn$$,le,C/(e)\,PRON,le,10,,le
105,17,3,prenez,prenez,17,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10,,prendre
106,17,4,en,en,17,Pre,Pre,en,/V\,ADP,en,10,,en
107,17,5,cas,cas,17,N,N,,C/V\,NOUN,cas,3,,
108,17,6,de,de,17,Pre,Pre,de,C/(e)\,ADP,de,10,,de
109,17,7,crime,crime,17,N,N,,'C/V\.C/(e)\,NOUN,crime,9,,
110,17,8,;,;,17,Pnc,Pnc,,,PUNCT,;,9,,
111,18,1,Tout,tout,18,QIs,QIs,tout,C/V\,ADV,tout,10,,tout
112,18,2,est,est,18,Vfin,Vfin,être,/V\,VERB,être,10,,être
113,18,3,pour,pour,18,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
114,18,4,obeir,obeir,18,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,obéir,9,,
115,18,5,à,à,18,Pre,Pre,à,/V\,ADP,à,10,,à
116,18,6,la,la,18,Det,Det,le,C/V\,DET,le,10,,le
117,18,7,rime,rime,18,N,N,,'C/V\.C/(e)\,NOUN,rime,3,,
118,18,8,",",",",18,Pnc,Pnc,,,PUNCT,",",9,,
119,19,1,Car,car,19,Crd,Crd,car,C/V\,CCONJ,car,10,,car
120,19,2,je,je,19,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
121,19,3,n',n',19,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
122,19,4,ai,ai,19,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
123,19,5,pas,pas,19,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
124,19,6,[les],les,19,Det,Det,le,C/V\,DET,le,10,,le
125,19,7,mots,mots,19,N,N,,C/V\,NOUN,mot,9,,
126,19,8,exquis,exquis,19,Vpp,Vpp,esquérir,/V\.'C/V\,VERB,esquérir,10,,esquérir
127,20,1,Qu',qu',20,Qux,Qux,que,C/\,ADJ|ADV|DET|PRON,que,10,,que
128,20,2,en,en,20,Pre,Pre,en,/V\,ADP,en,10,,en
129,20,3,telz,telz,20,Adj,Adj,tel,C/V\,ADJ,tel,10,,tel
130,20,4,cas,cas,20,N,N,,C/V\,NOUN,cas,3,,
131,20,5,seroient,seroient,20,Vfin,Vfin,être,C/V\.'C/V\./e\,VERB,être,10,,être
132,20,6,bien,bien,20,Adv,Adv,bien,C/V\,ADV,bien,10,,bien
133,20,7,requis,requis,20,Vpp,Vpp,requérir,C/V\.'C/V\,VERB,requérir,10,,requérir
134,20,8,",",",",20,Pnc,Pnc,,,PUNCT,",",9,,
135,21,1,Ne,ne,21,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,ne2
136,21,2,je,je,21,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
137,21,3,ne,ne,21,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,ne
138,21,4,suis,suis,21,Vfin,Vfin,être,C/V\,VERB,être,10,,être
139,21,5,pas,pas,21,Neg,Neg,pas,C/V\,ADV,pas,10,,pas
140,21,6,du,du,21,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
141,21,7,degré,degré,21,N,N,,C/V\.'C/V\,NOUN,degré,9,,
142,22,1,D',d',22,Pre,Pre,de,C/\,ADP,de,10,,de
143,22,2,en,en,22,Prn,Prn$,en2,/V\,PRON,en,10,,en2
144,22,3,parler,parler,22,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,parler
145,22,4,",",",",22,Pnc,Pnc,,,PUNCT,",",9,,
146,22,5,mais,mais,22,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
147,22,6,prenez,prenez,22,Vfin,Vfin,prendre,C/V\.'C/V\,VERB,prendre,10,,prendre
148,22,7,en,en,22,Pre,Pre,en,/V\,ADP,en,10,,en
149,22,8,gré,gré,22,N,N,,C/V\,NOUN,gré,5,,
150,22,9,;,;,22,Pnc,Pnc,,,PUNCT,;,9,,
151,23,1,Je,je,23,Prn,Prn$,je,C/(e)\,PRON,je,10,,je
152,23,2,l',l',23,Prn,Prn$$,le,C/\,PRON,le,10,,le
153,23,3,ay,ay,23,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,avoir
154,23,4,fait,fait,23,Vpp,Vpp,faire,C/V\,VERB,faire,10,,faire
155,23,5,par,par,23,Pre,Pre,par,C/V\,ADP,par,10,,par
156,23,6,affection,affection,23,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,affection,9,,
157,23,7,",",",",23,Pnc,Pnc,,,PUNCT,",",9,,
158,24,1,Pour,pour,24,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
159,24,2,mieulx,mieulx,24,Adv,Adv,mieux,C/V\,ADV,mieux,10,,mieux
160,24,3,donner,donner,24,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10,,donner
161,24,4,devotion,devotion,24,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,dévotion,9,,
162,25,1,Aux,aux,25,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,à.le
163,25,2,pèlerins,pelerins,25,N,N,,C/V\.C/e\.'C/V\,NOUN,pèlerin,9,,
164,25,3,de,de,25,Pre,Pre,de,C/(e)\,ADP,de,10,,de
165,25,4,s',s',25,Prn,Prn$,se,C/\,PRON,se,10,,se
166,25,5,esjouyr,esjouyr,25,Vinf,Vinf,éjouir,/V\.C/V\.'C/V\,VERB,éjouir,10,,éjouir
167,26,1,A,a,26,Pre,Pre,à,/V\,ADP,à,10,,à
168,26,2,la,la,26,Prn,Prn$,le,C/V\,PRON,le,10,,le
169,26,3,regarder,regarder,26,Vinf,Vinf,regarder,C/V\.C/V\.'C/V\,VERB,regarder,10,,regarder
170,26,4,et,et,26,Crd,Crd,et,/V\,CCONJ,et,10,,et
171,26,5,ouyr,ouyr,26,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,ouïr,10,,ouïr
172,26,6,",",",",26,Pnc,Pnc,,,PUNCT,",",9,,
173,27,1,Car,car,27,Crd,Crd,car,C/V\,CCONJ,car,10,,car
174,27,2,plusieurs,plusieurs,27,QIs,QIs,plusieurs,C/V\.'C/V\,PRON,plusieurs,10,,plusieurs
175,27,3,demandent,demandent,27,Vfin,Vfin,demander,C/V\.'C/V\.C/e\,VERB,demander,10,,demander
176,27,4,la,la,27,Det,Det,le,C/V\,DET,le,10,,le
177,27,5,vie,vie,27,N,N,,'C/V\./(e)\,NOUN,vie,3,,
178,27,6,",",",",27,Pnc,Pnc,,,PUNCT,",",9,,
179,28,1,Qui,qui,28,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
180,28,2,le,le,28,Det,Det,le,C/(e)\,DET,le,10,,le
181,28,3,latin,latin,28,N,N,,C/V\.'C/V\,NOUN,latin,8,,
182,28,4,n',n',28,Neg,Neg$$,ne,C/\,ADV,ne,10,,ne
183,28,5,entendent,entendent,28,Vfin,Vfin,entendre,/V\.'C/V\.C/e\,VERB,entendre,10,,entendre
184,28,6,mye,mye,28,Neg,Neg,mie3,'C/V\./e\,ADV,mie,10,,mie3
185,28,7,.,.,28,Pnc,Pnc,,,PUNCT,.,9,,
186,29,1,Mais,mais,29,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
187,29,2,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
188,29,3,premier,premier,29,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10,,premier
189,29,4,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
190,29,5,pour,pour,29,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
191,29,6,donner,donner,29,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10,,donner
192,29,7,l',l',29,Det,Det,le,C/\,DET,le,10,,le
193,29,8,entente,entente,29,N,N,,/V\.'C/V\.C/(e)\,NOUN,entente,8,,
194,29,9,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
195,30,1,Vient,vient,30,Vfin,Vfin,venir,C/V\,VERB,venir,10,,venir
196,30,2,l',l',30,Det,Det,le,C/\,DET,le,10,,le
197,30,3,hystoire,hystoire,30,N,N,,/V\.'C/V\.C/(e)\,NOUN,histoire,9,,
198,30,4,qui,qui,30,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
199,30,5,represente,represente,30,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/(e)\,VERB,représenter,9,,
200,31,1,Larchant,larchant,31,N,N,,C/V\.'C/V\,PROPN,Larchant,-10,Larchant (Eigenname),Larchant
201,31,2,",",",",31,Pnc,Pnc,,,PUNCT,",",9,,
202,31,3,où,où,31,Qux,Qux,où,/V\,PRON,où,10,,où
203,31,4,se,se,31,Prn,Prn$$,se,C/(e)\,PRON,se,10,,se
204,31,5,tenoit,tenoit,31,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10,,tenir
205,31,6,le,le,31,Det,Det,le,C/(e)\,DET,le,10,,le
206,31,7,père,pere,31,N,N,,'C/V\.C/(e)\,NOUN,père,9,,
207,32,1,Du,du,32,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
208,32,2,doulx,doulx,32,Adj,Adj,doux,C/V\,ADJ,doux,10,,doux
209,32,3,Mathurin,mathurin,32,N,N,,C/V\.C/V\.'C/V\,PROPN,mathurin,2,,
210,32,4,et,et,32,Crd,Crd,et,/V\,CCONJ,et,10,,et
211,32,5,sa,sa,32,Det,Det,son4,C/V\,DET,son,10,,son4
212,32,6,mère,mere,32,N,N,,'C/V\.C/(e)\,NOUN,mère,3,,
213,32,7,.,.,32,Pnc,Pnc,,,PUNCT,.,9,,
214,33,1,A,a,33,Pre,Pre,à,/V\,ADP,à,10,,à
215,33,2,genoulx,genoulx,33,N,N,,C/V\.'C/V\,NOUN,genou,9,,
216,33,3,devant,devant,33,PrA,PrA,devant,C/V\.'C/V\,ADP,devant,10,,devant
217,33,4,les,les,33,Det,Det,le,C/V\,DET,le,10,,le
218,33,5,ydolles,ydolles,33,N,N,,/V\.'C/V\.C/e\,NOUN,idole,9,,
219,34,1,Sont,sont,34,Vfin,Vfin,être,C/V\,VERB,être,10,,être
220,34,2,tous,tous,34,QIs,QIs,tout,C/V\,DET,tout,10,,tout
221,34,3,deux,deux,34,QIs,QIs,deux,C/V\,NUM,deux,10,,deux
222,34,4,;,;,34,Pnc,Pnc,,,PUNCT,;,9,,
223,34,5,mais,mais,34,Crd,Crd,mais,C/V\,CCONJ,mais,10,,mais
224,34,6,",",",",34,Pnc,Pnc,,,PUNCT,",",9,,
225,34,7,par,par,34,Pre,Pre,par,C/V\,ADP,par,10,,par
226,34,8,les,les,34,Det,Det,le,C/V\,DET,le,10,,le
227,34,9,parolles,parolles,34,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8,,
228,35,1,Ensuyvantes,ensuyvantes,35,Vprs,Vprs,,/V\.C/V\.'C/V\.C/e\,VERB,ensuivant,2,,
229,35,2,",",",",35,Pnc,Pnc,,,PUNCT,",",9,,
230,35,3,pourrez,pourrez,35,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10,,pouvoir2
231,35,4,sçavoir,sçavoir,35,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10,,savoir
232,36,1,Du,du,36,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
233,36,2,bon,bon,36,Adj,Adj,bon,C/V\,ADJ,bon,10,,bon
234,36,3,maistre,maistre,36,N,N,,'C/V\.C/(e)\,NOUN,maître,8,,
235,36,4,Larchant,larchant,36,N,N,,C/V\.'C/V\,PROPN,Larchant,-10,Larchant (Eigenname),Larchant
236,36,5,le,le,36,Det,Det,le,C/(e)\,DET,le,10,,le
237,36,6,sçavoir,sçavoir,36,N,N,savoir,C/V\.'C/V\,PROPN|NOUN,savoir,10,,savoir
238,36,7,.,.,36,Pnc,Pnc,,,PUNCT,.,9,,
239,37,1,S',s',37,Sub,Sub,si3,C/\,SCONJ,si,10,,si3
240,37,2,il,il,37,Prn,Prn$,il,/V\,PRON,il,10,,il
241,37,3,vous,vous,37,Prn,Prn$$,vous,C/V\,PRON,vous,10,,vous
242,37,4,plaist,plaist,37,Vfin,Vfin,plaire,C/V\,VERB,plaire,10,,plaire
243,37,5,",",",",37,Pnc,Pnc,,,PUNCT,",",9,,
244,37,6,tous,tous,37,QIs,QIs,tout,C/V\,PRON,tout,10,,tout
245,37,7,si,si,37,Adv,Adv,si4,C/V\,ADV,si,10,,si4
246,37,8,escoutez,escoutez,37,Vfin,Vfin,écouter,/V\.C/V\.'C/V\,VERB,écouter,10,,écouter
247,38,1,Et,et,38,Crd,Crd,et,/V\,CCONJ,et,10,,et
248,38,2,voz,voz,38,Det,Det,votre,C/V\,DET,votre,10,,votre
249,38,3,entendemens,entendemens,38,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,entendement,8,,
250,38,4,boutez,boutez,38,Vfin,Vfin,,C/V\.'C/V\,VERB,bouter,8,,
251,39,1,A,a,39,Pre,Pre,à,/V\,ADP,à,10,,à
252,39,2,retenir,retenir,39,Vinf,Vinf,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10,,retenir
253,39,3,la,la,39,Det,Det,le,C/V\,DET,le,10,,le
254,39,4,saincte,saincte,39,Adj,Adj,saint,'C/V\.C/(e)\,ADJ,saint,10,,saint
255,39,5,vie,vie,39,N,N,,'C/V\./(e)\,NOUN,vie,3,,
256,40,1,Du,du,40,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
257,40,2,très,tres,40,Adv,Adv,très,C/V\,ADV,très,10,,très
258,40,3,noble,noble,40,Adj,Adj,noble,'C/V\.C/(e)\,ADJ,noble,10,,noble
259,40,4,Saint,saint,40,Adj,Adj,saint,C/V\,ADJ,saint,10,,saint
260,40,5,Mathurin,mathurin,40,N,N,,C/V\.C/V\.'C/V\,PROPN,mathurin,2,,
261,40,6,.,.,40,Pnc,Pnc,,,PUNCT,.,9,,
262,41,1,Sainct,sainct,41,Adj,Adj,saint,C/V\,ADJ,saint,10,,saint
263,41,2,Mathurin,mathurin,41,N,N,,C/V\.C/V\.'C/V\,PROPN,mathurin,2,,
264,41,3,",",",",41,Pnc,Pnc,,,PUNCT,",",9,,
265,41,4,pour,pour,41,Pre,Pre,pour,C/V\,ADP,pour,10,,pour
266,41,5,bref,bref,41,Adj,Adj,,C/V\,ADJ,bref,8,,
267,41,6,langaige,langaige,41,N,N,,C/V\.'C/V\.C/(e)\,NOUN,langage,8,,
268,41,7,",",",",41,Pnc,Pnc,,,PUNCT,",",9,,
269,42,1,Fut,fut,42,Vfin,Vfin,être,C/V\,VERB,être,10,,être
270,42,2,natif,natif,42,Adj,Adj,,C/V\.'C/V\,ADJ,natif,9,,
271,42,3,du,du,42,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
272,42,4,très,tres,42,Adv,Adv,très,C/V\,ADV,très,10,,très
273,42,5,beau,beau,42,Adj,Adj,beau,C/V\,ADJ,beau,10,,beau
274,42,6,villaige,villaige,42,N,N,,C/V\.'C/V\.C/(e)\,NOUN,village,9,,
275,43,1,Nommé,nommé,43,Vpp,Vpp,,C/V\.'C/V\,VERB,nommer,8,,
276,43,2,Larchant,larchant,43,N,N,,C/V\.'C/V\,PROPN,Larchant,-10,Larchant (Eigenname),Larchant
277,43,3,par,par,43,Pre,Pre,par,C/V\,ADP,par,10,,par
278,43,4,son,son,43,Det,Det,son4,C/V\,DET,son,10,,son4
279,43,5,droit,droit,43,Adj,Adj,droit2,C/V\,ADJ,droit,10,,droit2
280,43,6,nom,nom,43,N,N,,C/V\,NOUN,nom,8,,
281,43,7,",",",",43,Pnc,Pnc,,,PUNCT,",",9,,
282,44,1,Lequel,lequel,44,Qux,Qux,lequel,C/V\.'C/V\,DET,lequel,10,,lequel
283,44,2,villaige,villaige,44,N,N,,C/V\.'C/V\.C/(e)\,NOUN,village,9,,
284,44,3,a,a,44,Pre,Pre,à,/V\,ADP,à,10,,à
285,44,4,grant,grant,44,Adj,Adj,grand,C/V\,ADJ,grand,10,,grand
286,44,5,renom,renom,44,N,N,,C/V\.'C/V\,NOUN,renom,8,,
287,44,6,;,;,44,Pnc,Pnc,,,PUNCT,;,9,,
288,45,1,C',c',45,Prn,Prn,ce,C/\,PRON,ce,10,,ce
289,45,2,est,est,45,Vfin,Vfin,être,/V\,VERB,être,10,,être
290,45,3,du,du,45,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
291,45,4,dyocèse,dyocese,45,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,diocesse,-10,diocèse,diocèse
292,45,5,de,de,45,Pre,Pre,de,C/(e)\,ADP,de,10,,de
293,45,6,Sens,sens,45,N,N,,C/V\,PROPN,sens,5,,
294,45,7,.,.,45,Pnc,Pnc,,,PUNCT,.,9,,
295,46,1,Il,il,46,Prn,Prn$,il,/V\,PRON,il,10,,il
296,46,2,fut,fut,46,Vfin,Vfin,être,C/V\,VERB,être,10,,être
297,46,3,extraict,extraict,46,Vpp,Vpp,extraire,/V\.'C/V\,VERB,extraire,10,,extraire
298,46,4,de,de,46,Pre,Pre,de,C/(e)\,ADP,de,10,,de
299,46,5,nobles,nobles,46,Adj,Adj,noble,'C/V\.C/e\,ADJ,noble,10,,noble
300,46,6,gens,gens,46,N,N,,C/V\,NOUN,gent,11,,
301,46,7,",",",",46,Pnc,Pnc,,,PUNCT,",",9,,
302,47,1,Du,du,47,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
303,47,2,plus,plus,47,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
304,47,3,grant,grant,47,Adj,Adj,grand,C/V\,ADJ,grand,10,,grand
305,47,4,et,et,47,Crd,Crd,et,/V\,CCONJ,et,10,,et
306,47,5,du,du,47,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,de.le
307,47,6,plus,plus,47,Adv,Adv,plus,C/V\,ADV,plus,10,,plus
308,47,7,beau,beau,47,Adj,Adj,beau,C/V\,ADJ,beau,10,,beau
309,47,8,prince,prince,47,N,N,,'C/V\.C/(e)\,NOUN,prince,8,,
310,48,1,Qui,qui,48,Qux,Qux,qui,C/V\,PRON,qui,10,,qui
