wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
2371,402,3,a,a,402,PRE,Pre,Pre,à,/V\,ADP,à,10,,
2372,402,4,grant,grant,402,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2373,402,5,tormant,tormant,402,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,tourment,8,,
2374,402,6,livree,livree,402,VER:pper:femi:sg,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,livrer,8,,
2375,403,1,en,en,403,PRE,Pre,Pre,en,/V\,ADP,en,10,,
2376,403,2,moi,moi,403,PRO:pers:obj:1:sg:bet,Prn,Prn,moi,C/V\,PRON,moi,10,,
2377,403,3,n,n,403,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
2378,403,4,ot,ot,403,VER:simp:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2379,403,5,une,une,403,DET:ndf:obj:femi:sg,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
2380,403,6,soule,soule,403,ADJ:obj:femi:sg,Adj,Adj,seul,'C/V\.C/(e)\,ADJ,seul,10,,
2381,403,7,voinne,voinne,403,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,veine,0,,
2382,404,1,qui,qui,404,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2383,404,2,ne,ne,404,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2384,404,3,soffrit,soffrit,404,VER:subi:3:sg,Vfin,Vfin,souffrir,C/V\.'C/V\,VERB,souffrir,10,,
2385,404,4,dolour,dolour,404,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,douleur,9,,
2386,404,5,et,et,404,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
2387,404,6,poinne,poinne,404,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,peine,8,,
2388,405,1,ne,ne,405,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2389,405,2,m',m',405,PRO:pers:obj:1:sg:unb,Prn,Prn$$,me,C/\,PRON,me,10,,
2390,405,3,en,en,405,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
2391,405,4,sentiz,sentiz,405,VER:simp:1:sg,Vfin,Vfin,sentir,C/V\.'C/V\,VERB,sentir,10,,
2392,405,5,pas,pas,405,NOM:obj:masc:pl,Neg,Neg,pas,C/V\,ADV,pas,10,,
2393,405,6,soulemant,soulemant,405,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,seulement,9,,
2394,406,1,mais,mais,406,CON:coord,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
2395,406,2,li,li,406,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
2396,406,3,ciel,ciel,406,NOM:suj:masc:sg,N,N,,C/V\,NOUN,ciel,8,,
2397,406,4,et,et,406,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
2398,406,5,li,li,406,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10,,
2399,406,6,elemant,elemant,406,NOM:suj:masc:pl,N,N,,/V\.C/e\.'C/V\,NOUN,élément,6,,
2400,407,1,tout,tout,407,PRO:ind:obj:masc:sg,QIs,QIs,tout,C/V\,ADV,tout,10,,
2401,407,2,avoit,avoit,407,VER:impf:3:sg,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
2402,407,3,li,li,407,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
2403,407,4,feu,feu,407,NOM:suj:masc:sg,N,N,,C/V\,NOUN,feu,3,,
2404,407,5,devorey,devorey,407,VER:pper:masc:sg,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,dévorer,0,,
2405,408,1,se,se,408,PROCON,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
2406,408,2,ne,ne,408,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2407,408,3,l',l',408,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
2408,408,4,eusses,eusses,408,VER:subi:2:sg,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10,,
2409,408,5,restorey,restorey,408,VER:pper:masc:sg,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,restaurer,0,,
2410,409,1,muez,muez,409,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10,,
2411,409,2,vaut,vaut,409,VER:pres:3:sg,Vfin,Vfin,valoir,C/V\,VERB,valoir,10,,
2412,409,3,tost,tost,409,ADV,Adv,Adv,tôt,C/V\,ADV,tôt,10,,
2413,409,4,a,a,409,PRE,Pre,Pre,à,/V\,ADP,à,10,,
2414,409,5,peril,peril,409,NOM:obj:masc:sg,N,N,,C/e\.'C/V\,NOUN,péril,8,,
2415,409,6,secorre,secorre,409,VER:infi,Vinf,Vinf,secourir,C/V\.'C/V\.C/(e)\,VERB,secourir,10,,
2416,410,1,que,que,410,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2417,410,2,tart,tart,410,ADV,Adv,Adv,tard,C/V\,ADV,tard,10,,
2418,410,3,quant,quant,410,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
2419,410,4,l',l',410,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10,,
2420,410,5,on,on,410,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10,,
2421,410,6,n,n,410,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
2422,410,7,i,i,410,PRO:clit,Prn,Prn$$,y2,/V\,PRON,y,10,,
2423,410,8,puet,puet,410,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
2424,410,9,acorre,acorre,410,VER:infi,Vinf,Vinf,accourir,/V\.'C/V\.C/(e)\,VERB,accourir,10,,
2425,411,1,por,por,411,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
2426,411,2,ce,ce,411,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
2427,411,3,nos,nos,411,PRO:pers:1:pl,Prn,Prn$$,nous,C/V\,PRON,nous,10,,
2428,411,4,covient,covient,411,VER:pres:3:sg,Vfin,Vfin,convenir,C/V\.'C/V\,VERB,convenir,10,,
2429,411,5,consoillier,consoillier,411,VER:infi,Vinf,Vinf,conseiller2,C/V\.C/V\.'C/V\,VERB,conseiller,10,,
2430,412,1,de,de,412,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2431,412,2,damp,damp,412,NOM:obj:masc:sg,N,N,,C/V\,NOUN,dam,3,,
2432,412,3,phebus,phebus,412,NPR:obj:masc:sg,N,N,,C/V\.'C/V\,PROPN|NOUN,Phébus,8,,
2433,412,4,qui,qui,412,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2434,412,5,prant,prant,412,VER:pres:3:sg,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,,
2435,412,6,moillier,moillier,412,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,moillier,9,,
2436,413,1,espoir,espoir,413,NOM:obj:masc:sg,Adv,Adv,espoir2,/V\.'C/V\,ADV,espoir,10,,
2437,413,2,de,de,413,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2438,413,3,lui,lui,413,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,lui,C/V\,PRON,lui,10,,
2439,413,4,puet,puet,413,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
2440,413,5,uns,uns,413,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
2441,413,6,hoirs,hoirs,413,NOM:suj:masc:sg,N,N,,/V\,NOUN,hoir,8,,
2442,413,7,naistre,naistre,413,VER:infi,Vinf,Vinf,naître,'C/V\.C/(e)\,VERB,naître,10,,
2443,414,1,qui,qui,414,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2444,414,2,les,les,414,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10,,
2445,414,3,chevaus,chevaus,414,NOM:obj:masc:pl,N,N,,C/V\.'C/V\,NOUN,cheval,8,,
2446,414,4,son,son,414,DET:poss:obj:masc:sg,Det,Det,son4,C/V\,DET,son,10,,
2447,414,5,pere,pere,414,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,père,3,,
2448,414,6,pastre,pastre,414,VER:infi,Vinf,Vinf,paître,'C/V\.C/(e)\,VERB,paître,10,,
2449,415,1,si,si,415,PROCON,Adv,Adv,si4,C/V\,ADV,si,10,,
2450,415,2,con,con,415,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
2451,415,3,fit,fit,415,VER:simp:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
2452,415,4,pheton,pheton,415,NPR:suj:masc:sg,N,N,,C/V\.'C/V\,NOUN,Pheton,2,,
2453,415,5,oiseroit,oiseroit,415,VER:cond:3:sg,Vfin,Vfin,oser,/V\.C/e\.'C/V\,VERB,oser,10,,
2454,416,1,don,don,416,PRO:invar,Qux,Qux,dont,C/V\,PRON,dont,10,,
2455,416,2,grant,grant,416,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2456,416,3,domaige,domaige,416,NOM:obj:masc:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,dommage,9,,
2457,416,4,nos,nos,416,PRO:pers:1:pl,Prn,Prn$$,nous,C/V\,PRON,nous,10,,
2458,416,5,feroit,feroit,416,VER:cond:3:sg,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10,,
2459,417,1,or,or,417,ADV,Adv,Adv,or2,/V\,ADV,or,10,,
2460,417,2,en,en,417,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
2461,417,3,di,di,417,VER:impe:2:sg,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
2462,417,4,donques,donques,417,ADV,Adv,Adv,donc,'C/V\.C/e\,ADV,donc,10,,
2463,417,5,ta,ta,417,DET:poss:obj:femi:sg,Det,Det,ton2,C/V\,DET,ton,10,,
2464,417,6,sentence,sentence,417,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,sentence,8,,
2465,418,1,selonc,selonc,418,PRE,PrA,PrA,selon,C/V\.'C/V\,ADP,selon,10,,
2466,418,2,la,la,418,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
2467,418,3,tue,tue,418,ADJ:poss:obj:femi:sg,Adj,Adj,ton2,'C/V\./(e)\,ADJ,ton,10,,
2468,418,4,sapience,sapience,418,NOM:obj:femi:sg,N,N,,C/V\.C/{V}\.'/V\.C/(e)\,NOUN,sapience,8,,
2469,418,5,"""","""",418,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
2470,419,1,li,li,419,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
2471,419,2,grant,grant,419,ADJ:suj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2472,419,3,juges,juges,419,NOM:suj:masc:sg,N,N,,'C/V\.C/e\,NOUN,juge,3,,
2473,419,4,de,de,419,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2474,419,5,veritey,veritey,419,NOM:obj:femi:sg,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,9,,
2475,420,1,respondit,respondit,420,VER:simp:3:sg,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10,,
2476,420,2,pour,pour,420,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
2477,420,3,auctoritey,auctoritey,420,NOM:obj:femi:sg,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,autorité,0,,
2478,421,1,"""","""",421,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
2479,421,2,en,en,421,PRE,Pre,Pre,en,/V\,ADP,en,10,,
2480,421,3,nombre,nombre,421,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,nombre,8,,
2481,421,4,en,en,421,PRE,Pre,Pre,en,/V\,ADP,en,10,,
2482,421,5,pois,pois,421,NOM:obj:masc:sg,N,N,,C/V\,NOUN,poids,3,,
2483,421,6,et,et,421,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
2484,421,7,en,en,421,PRE,Pre,Pre,en,/V\,ADP,en,10,,
2485,421,8,mesure,mesure,421,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,mesure,8,,
2486,422,1,fit,fit,422,VER:simp:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
2487,422,2,lo,lo,422,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
2488,422,3,monde,monde,422,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,monde,8,,
2489,422,4,qui,qui,422,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2490,422,5,encor,encor,422,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10,,
2491,422,6,dure,dure,422,VER:pres:3:sg,Vfin,Vfin,durer,'C/V\.C/(e)\,VERB,durer,10,,
2492,423,1,ma,ma,423,DET:poss:suj:femi:sg,Det,Det,mon,C/V\,DET,mon,10,,
2493,423,2,force,force,423,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,force,3,,
2494,423,3,mes,mes,423,DET:poss:suj:masc:sg,Det,Det,mon,C/V\,DET,mon,10,,
2495,423,4,senz,senz,423,NOM:suj:masc:sg,N,N,,C/V\,PROPN|NOUN,sens,8,,
2496,423,5,ce,ce,423,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
2497,423,6,sez,sez,423,VER:pres:2:sg,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
2498,423,7,tu,tu,423,PRO:pers:suj:2:sg:unb,Prn,Prn%,tu,C/V\,PRON,tu,10,,
2499,424,1,touz,touz,424,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10,,
2500,424,2,jours,jours,424,NOM:obj:masc:pl,N,N,,C/V\,NOUN,jour,8,,
2501,424,3,dure,dure,424,VER:pres:3:sg,Vfin,Vfin,durer,'C/V\.C/(e)\,VERB,durer,10,,
2502,424,4,en,en,424,PRO:clit,Pre,Pre,en,/V\,ADP,en,10,,
2503,424,5,sa,sa,424,DET:poss:obj:femi:sg,Det,Det,son4,C/V\,DET,son,10,,
2504,424,6,grant,grant,424,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2505,424,7,vertu,vertu,424,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,vertu,8,,
2506,425,1,donc,donc,425,ADV,Adv,Adv,donc,C/V\,ADV,donc,10,,
2507,425,2,puis,puis,425,VER:pres:1:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
2508,425,3,bien,bien,425,ADV,Adv,Adv,bien,C/V\,ADV,bien,10,,
2509,425,4,encor,encor,425,ADV,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10,,
2510,425,5,mantenir,mantenir,425,VER:infi,Vinf,Vinf,maintenir,C/V\.C/e\.'C/V\,VERB,maintenir,10,,
2511,426,1,ce,ce,426,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
2512,426,2,que,que,426,PROCON,Qux,Qux,que,C/(e)\,PRON,que,10,,
2513,426,3,j,j,426,PRO:pers:suj:1:sg:unb,Prn,Prn$,je,C/\,PRON,je,10,,
2514,426,4,ai,ai,426,VER:pres:1:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2515,426,5,fait,fait,426,VER:pper:masc:sg,Vpp,Vpp,faire,C/V\,VERB,faire,10,,
2516,426,6,a,a,426,PRE,Pre,Pre,à,/V\,ADP,à,10,,
2517,426,7,convenir,convenir,426,VER:infi,Vinf,Vinf,convenir,C/V\.C/e\.'C/V\,VERB,convenir,10,,
2518,427,1,dou,dou,427,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
2519,427,2,solat,solat,427,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,soulat,-10,soulas,DMF
2520,427,3,lo,lo,427,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
2521,427,4,cours,cours,427,NOM:obj:masc:sg,N,N,,C/V\,NOUN,cours,3,,
2522,427,5,ordonai,ordonai,427,VER:simp:1:sg,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,ordonner,9,,
2523,428,1,ce,ce,428,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
2524,428,2,tiegne,tiegne,428,VER:subp:3:sg,Vfin,Vfin,tenir,'C/V\.C/(e)\,VERB,tenir,10,,
2525,428,3,que,que,428,PROCON,Qux,Qux,que,C/(e)\,PRON,que,10,,
2526,428,4,je,je,428,PRO:pers:suj:1:sg:unb,Prn,Prn$,je,C/(e)\,PRON,je,10,,
2527,428,5,li,li,428,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
2528,428,6,donai,donai,428,VER:simp:1:sg,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10,,
2529,429,1,je,je,429,PRO:pers:suj:1:sg:unb,Prn,Prn$,je,C/(e)\,PRON,je,10,,
2530,429,2,sai,sai,429,VER:pres:1:sg,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
2531,429,3,bien,bien,429,ADV,Adv,Adv,bien,C/V\,ADV,bien,10,,
2532,429,4,qu,qu,429,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
2533,429,5,a,a,429,PRE,Pre,Pre,à,/V\,ADP,à,10,,
2534,429,6,commun,commun,429,ADJ:obj:masc:sg,Adj,Adj,,C/V\.'C/V\,ADJ,commun,8,,
2535,429,7,profit,profit,429,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,profit,8,,
2536,430,1,li,li,430,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
2537,430,2,offices,offices,430,NOM:suj:masc:sg,N,N,,/V\.'C/V\.C/e\,NOUN,office,9,,
2538,430,3,de,de,430,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2539,430,4,lui,lui,430,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,lui,C/V\,PRON,lui,10,,
2540,430,5,soffit,soffit,430,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\,VERB,suffire,9,,
2541,431,1,por,por,431,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
2542,431,2,eschiver,eschiver,431,VER:infi,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,esquiver,9,,
2543,431,3,si,si,431,PROCON,Adv,Adv,si4,C/V\,ADV,si,10,,
2544,431,4,grant,grant,431,ADJ:obj:masc:pl,Adj,Adj,grand,C/V\,ADJ,grand,10,,
2545,431,5,domaiges,domaiges,431,NOM:obj:masc:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,dommage,9,,
2546,432,1,ne,ne,432,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2547,432,2,voil,voil,432,VER:pres:1:sg,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
2548,432,3,je,je,432,PRO:pers:suj:1:sg:unb,Prn,Prn%,je,C/(e)\,PRON,je,10,,
2549,432,4,que,que,432,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2550,432,5,cilz,cilz,432,DET:demo:suj:masc:sg,Dem,Dem,cil,C/V\,DET,cil,10,,
2551,432,6,mariaiges,mariaiges,432,NOM:suj:masc:sg,N,N,,C/V\.C/V\.'C/V\.C/e\,NOUN,mariage,9,,
2552,433,1,per,per,433,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
2553,433,2,meniere,meniere,433,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8,,
2554,433,3,qu,qu,433,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
2555,433,4,il,il,433,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
2556,433,5,soit,soit,433,VER:subp:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
2557,433,6,se,se,433,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
2558,433,7,face,face,433,VER:subp:3:sg,Vfin,Vfin,faire,'C/V\.C/(e)\,VERB,faire,10,,
2559,434,1,vivez,vivez,434,VER:impe:2:pl,Vfin,Vfin,vivre,C/V\.'C/V\,VERB,vivre,10,,
2560,434,2,tuit,tuit,434,PRO:ind:suj:masc:pl,QIs,QIs,tout,C/V\,ADV,tout,10,,
2561,434,3,segurs,segurs,434,ADJ:suj:masc:pl,Adj,Adj,sûr,C/V\.'C/V\,ADJ,sûr,10,,
2562,434,4,per,per,434,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
2563,434,5,ma,ma,434,DET:poss:obj:femi:sg,Det,Det,mon,C/V\,DET,mon,10,,
2564,434,6,grace,grace,434,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,grâce,8,,
2565,434,7,"""","""",434,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
2566,435,1,deus,deus,435,NOM:suj:masc:sg,N,N,,C/V\,PROPN|NOUN,dieu|Dieu|deuil,-1,dieu,DMF
2567,435,2,ai,ai,435,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2568,435,3,lou,lou,435,DET:def:obj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
2569,435,4,solat,solat,435,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,soulat,-10,soulas,DMF
2570,435,5,losangié,losangié,435,VER:pper:masc:sg,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,losanger,6,,
2571,436,1,tant,tant,436,CON:subord,QIs,QIs,tant,C/V\,ADV,tant,10,,
2572,436,2,qu,qu,436,PROCON,Sub,Sub,que,C/\,SCONJ,que,10,,
2573,436,3,il,il,436,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
2574,436,4,ai,ai,436,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2575,436,5,son,son,436,DET:poss:obj:masc:sg,Det,Det,son4,C/V\,DET,son,10,,
2576,436,6,propos,propos,436,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,propos,8,,
2577,436,7,changié,changié,436,VER:pper:masc:sg,Vpp,Vpp,,C/V\.'C/V\,VERB,changer,9,,
2578,437,1,a,a,437,PREDET:a:obj:masc:sg,Pre,Pre,à,/V\,ADP,à,10,,
2579,437,2,jugemant,jugemant,437,NOM:obj:masc:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,jugement,9,,
2580,437,3,deu,deu,437,NOM:obj:masc:sg,N,N,,C/V\,PROPN,Dieu,3,,
2581,437,4,s,s,437,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
2582,437,5,est,est,437,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
2583,437,6,sozmis,sozmis,437,VER:pper:masc:sg,Vpp,Vpp,soumettre,C/V\.'C/V\,VERB,soumettre,10,,
2584,438,1,contenance,contenance,438,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,contenance,9,,
2585,438,2,li,li,438,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
2586,438,3,ai,ai,438,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
2587,438,4,promis,promis,438,VER:pper:masc:sg,Vpp,Vpp,promettre,C/V\.'C/V\,VERB,promettre,10,,
2588,439,1,ensinc,ensinc,439,ADV,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,,
2589,439,2,fut,fut,439,VER:simp:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
2590,439,3,la,la,439,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
2591,439,4,terre,terre,439,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
2592,439,5,apaisie,apaisie,439,VER:pper:femi:sg,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,apaiser,9,,
2593,440,1,de,de,440,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2594,440,2,juge,juge,440,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,juge,3,,
2595,440,3,part,part,440,VER:pres:3:sg,Vfin,Vfin,partir,C/V\,VERB,partir,10,,
2596,440,4,mout,mout,440,ADV,QIs,QIs,moult,C/V\,ADV,moult,10,,
2597,440,5,l',l',440,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
2598,440,6,en,en,440,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
2599,440,7,mercie,mercie,440,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\./(e)\,VERB,mercier,9,,
2600,440,8,"""","""",440,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
2601,441,1,de,de,441,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2602,441,2,ceste,ceste,441,DET:demo:obj:femi:sg,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,,
2603,441,3,fable,fable,441,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,fable,8,,
2604,441,4,est,est,441,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
2605,441,5,li,li,441,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
2606,441,6,entente,entente,441,NOM:suj:femi:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,entente,8,,
2607,442,1,que,que,442,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
2608,442,2,nuns,nuns,442,PRO:ind:suj:masc:sg,QIs,QIs,nul,C/V\,ADV,nul,10,,
2609,442,3,a,a,442,PRE,Pre,Pre,à,/V\,ADP,à,10,,
2610,442,4,mal,mal,442,NOM:obj:masc:sg,N,N,mal,C/V\,NOUN,mal,10,,
2611,442,5,ne,ne,442,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
2612,442,6,se,se,442,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
2613,442,7,consante,consante,442,VER:subp:3:sg,Vfin,Vfin,consentir,C/V\.'C/V\.C/(e)\,VERB,consentir,10,,
2614,443,1,mavais,mavais,443,ADJ:suj:masc:sg,Adj,Adj,,C/V\.'C/V\,ADJ,mauvais,9,,
2615,443,2,est,est,443,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
2616,443,3,qui,qui,443,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2617,443,4,celui,celui,443,PRO:demo:obj:masc:sg,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10,,
2618,443,5,consoille,consoille,443,VER:pres:3:sg,Vfin,Vfin,conseiller2,C/V\.'C/V\.C/(e)\,VERB,conseiller,10,,
2619,444,1,qui,qui,444,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
2620,444,2,de,de,444,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
2621,444,3,mal,mal,444,NOM:obj:masc:sg,N,N,mal,C/V\,NOUN,mal,10,,
