wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
1,1,1,En,en,1,Pre,Pre,en,/V\,ADP,en,10,,
2,1,2,l',l',1,Det,Det,le,C/\,DET,le,10,,
3,1,3,an,an,1,N,N,,/V\,NOUN,an,3,,
4,1,4,de,de,1,Pre,Pre,de,C/(e)\,ADP,de,10,,
5,1,5,l',l',1,Det,Det,le,C/\,DET,le,10,,
6,1,6,incarnacion,incarnacion,1,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,incarnation,9,,
7,2,1,Que,que,2,Qux,Qux,que,C/(e)\,PRON,que,10,,
8,2,2,Jhesus,jhesus,2,N,N,,C/V\.'C/V\,PROPN,Jésus,9,,
9,2,3,suffrit,suffrit,2,Vfin,Vfin,souffrir,C/V\.'C/V\,VERB,souffrir,10,,
10,2,4,passion,passion,2,N,N,,C/V\.C/V\.'C/V\,NOUN,passion,8,,
11,3,1,Avoit,avoit,3,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
12,3,2,ou,ou,3,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,,
13,3,3,millïere,milliere,3,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,milliaire,6,,
14,3,4,ainsinc,ainsinc,3,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,,
15,4,1,Mil,mil,4,QIs,QIs,un,C/V\,NUM,un,10,,
16,4,2,et,et,4,Crd,Crd,et,/V\,CCONJ,et,10,,
17,4,3,trois,trois,4,QIs,QIs,trois,C/V\,NUM,trois,10,,
18,4,4,cens,cens,4,QIs,QIs,cent,C/V\,NUM,cent,10,,
19,4,5,quarente,quarente,4,QIs,QIs,quarante,C/V\.'C/V\.C/(e)\,NUM,quarante,10,,
20,4,6,et,et,4,Crd,Crd,et,/V\,CCONJ,et,10,,
21,4,7,cinq,cinq,4,QIs,QIs,cinq,C/V\,NUM,cinq,10,,
22,4,8,;,;,4,Pnc,Pnc,,,PUNCT,;,9,,
23,5,1,A,a,5,Pre,Pre,à,/V\,ADP,à,10,,
