wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
2700,394,7,ay,ay,444,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2701,394,8,pas,pas,444,Neg,Neg,pas,C/V\,ADV,pas,10,
2702,394,9,",",",",444,Pnc,Pnc,,,PUNCT,",",9,
2703,395,1,C,c',445,Prn,Prn,ce,C/\,PRON,ce,10,
2704,395,2,est,est,445,Vfin,Vfin,être,/V\,VERB,être,10,
2705,395,3,le,le,445,Det,Det,le,C/(e)\,DET,le,10,
2706,395,4,tresor,tresor,445,N,N,,C/V\.'C/V\,NOUN,trésor,8,
2707,395,5,que,que,445,Qux,Qux,que,C/(e)\,PRON,que,10,
2708,395,6,grant,grant,445,Adj,Adj,grand,C/V\,ADJ,grand,10,
2709,395,7,savoir,savoir,445,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10,
2710,396,1,Fait,fait,446,Vfin,Vfin,faire,C/V\,VERB,faire,10,
2711,396,2,a,a,446,Pre,Pre,à,/V\,ADP,à,10,
2712,396,3,ceulx,ceulx,446,Dem,Dem,cil,C/V\,PRON,cil,10,
2713,396,4,",",",",446,Pnc,Pnc,,,PUNCT,",",9,
2714,396,5,qui,qui,446,Qux,Qux,qui,C/V\,PRON,qui,10,
2715,396,6,l,l,446,Prn,Prn$$,le,C/\,PRON,le,10,
2716,396,7,aiment,aiment,446,Vfin,Vfin,aimer,'/V\.C/e\,VERB,aimer,10,
2717,396,8,avoir,avoir,446,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,
2718,396,9,",",",",446,Pnc,Pnc,,,PUNCT,",",9,
2719,397,1,Et,et,447,Crd,Crd,et,/V\,CCONJ,et,10,
2720,397,2,",",",",447,Pnc,Pnc,,,PUNCT,",",9,
2721,397,3,combien,combien,447,Qux,Qux,combien,C/V\.'C/V\,ADV,combien,10,
2722,397,4,que,que,447,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2723,397,5,femmelle,femmelle,447,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,femelle,8,
2724,397,6,fusse,fusse,447,Vfin,Vfin,être,'C/V\.C/(e)\,VERB,être,10,
2725,397,7,",",",",447,Pnc,Pnc,,,PUNCT,",",9,
2726,398,1,Par,par,448,Pre,Pre,par,C/V\,ADP,par,10,
2727,398,2,quoy,quoy,448,Qux,Qux,que,C/V\,PRON,que,10,
2728,398,3,l,l,448,Det,Det,le,C/\,DET,le,10,
2729,398,4,avoir,avoir,448,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
2730,398,5,dessus,dessus,448,PrA,PrA,dessus,C/V\.'C/V\,ADV,dessus,10,
2731,398,6,dit,dit,448,Vpp,Vpp,dire,C/V\,VERB,dire,10,
2732,398,7,n,n,448,Neg,Neg$$,ne,C/\,ADV,ne,10,
2733,398,8,eüsse,eusse,448,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,VERB,avoir,10,
2734,398,9,",",",",448,Pnc,Pnc,,,PUNCT,",",9,
2735,399,1,Y,y,449,Prn,Prn$$,y2,/V\,PRON,y,10,
2736,399,2,avoie,avoie,449,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10,
2737,399,3,inclinacion,inclinacion,449,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,inclination,9,
2738,400,1,De,de,450,Pre,Pre,de,C/(e)\,ADP,de,10,
2739,400,2,ma,ma,450,Det,Det,mon,C/V\,DET,mon,10,
2740,400,3,droite,droite,450,Adj,Adj,droit2,'C/V\.C/(e)\,ADJ,droit,10,
2741,400,4,condicion,condicion,450,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,condition,9,
2742,401,1,Et,et,451,Crd,Crd,et,/V\,CCONJ,et,10,
2743,401,2,pour,pour,451,Pre,Pre,pour,C/V\,ADP,pour,10,
2744,401,3,mon,mon,451,Det,Det,mon,C/V\,DET,mon,10,
2745,401,4,pere,pere,451,N,N,,'C/V\.C/(e)\,NOUN,père,3,
2746,401,5,ressembler,ressembler,451,Vinf,Vinf,resembler,C/V\.C/V\.'C/V\,VERB,resembler,10,
2747,401,6,;,;,451,Pnc,Pnc,,,PUNCT,;,9,
2748,402,1,Ne,ne,452,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2749,402,2,me,me,452,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2750,402,3,poz,poz,452,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
2751,402,4,je,je,452,Prn,Prn%,je,C/(e)\,PRON,je,10,
2752,402,5,tenir,tenir,452,Vinf,Vinf,tenir,C/V\.'C/V\,VERB,tenir,10,
2753,402,6,d,d,452,Pre,Pre,de,C/\,ADP,de,10,
2754,402,7,embler,embler,452,Vinf,Vinf,,/V\.'C/V\,VERB,embler,9,
2755,403,1,Des,des,453,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
2756,403,2,racleures,racleures,453,N,N,,C/V\.'C/V\.C/e\,NOUN,raclure,9,
2757,403,3,et,et,453,Crd,Crd,et,/V\,CCONJ,et,10,
2758,403,4,des,des,453,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
2759,403,5,paillettes,paillettes,453,N,N,,C/V\.'C/V\.C/e\,NOUN,paillette,9,
2760,403,6,",",",",453,Pnc,Pnc,,,PUNCT,",",9,
2761,404,1,Des,des,454,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
2762,404,2,petis,petis,454,Adj,Adj,petit,C/e\.'C/V\,ADJ,petit,10,
2763,404,3,deniers,deniers,454,N,N,,C/V\.C/<V>\.'/V\,NOUN,denier,8,
2764,404,4,",",",",454,Pnc,Pnc,,,PUNCT,",",9,
2765,404,5,des,des,454,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
2766,404,6,mailletes,mailletes,454,N,N,,C/V\.'C/V\.C/e\,NOUN,maillette,9,
2767,405,1,Choites,choites,455,Vpp,Vpp,choir,'C/V\.C/e\,VERB,choir,10,
2768,405,2,de,de,455,Pre,Pre,de,C/(e)\,ADP,de,10,
2769,405,3,la,la,455,Det,Det,le,C/V\,DET,le,10,
2770,405,4,tres,tres,455,Adv,Adv,très,C/V\,ADV,très,10,
2771,405,5,grant,grant,455,Adj,Adj,grand,C/V\,ADJ,grand,10,
2772,405,6,richesce,richesce,455,N,N,,C/V\.'C/V\.C/(e)\,NOUN,richesse,8,
2773,405,7,",",",",455,Pnc,Pnc,,,PUNCT,",",9,
2774,406,1,Dont,dont,456,Qux,Qux,dont,C/V\,PRON,dont,10,
2775,406,2,il,il,456,Prn,Prn$,il,/V\,PRON,il,10,
2776,406,3,avoit,avoit,456,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
2777,406,4,a,a,456,Pre,Pre,à,/V\,ADP,à,10,
2778,406,5,grant,grant,456,Adj,Adj,grand,C/V\,ADJ,grand,10,
2779,406,6,largece,largece,456,N,N,,C/V\.'C/V\.C/(e)\,NOUN,largesse,9,
2780,406,7,",",",",456,Pnc,Pnc,,,PUNCT,",",9,
2781,407,1,Et,et,457,Crd,Crd,et,/V\,CCONJ,et,10,
2782,407,2,",",",",457,Pnc,Pnc,,,PUNCT,",",9,
2783,407,3,combien,combien,457,Qux,Qux,combien,C/V\.'C/V\,ADV,combien,10,
2784,407,4,qu,qu,457,Sub,Sub,que,C/\,SCONJ,que,10,
2785,407,5,en,en,457,Prn,Prn$$,en2,/V\,PRON,en,10,
2786,407,6,aye,aye,457,Vfin,Vfin,avoir,'/V\./(e)\,VERB,avoir,10,
2787,407,7,petit,petit,457,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10,
2788,407,8,",",",",457,Pnc,Pnc,,,PUNCT,",",9,
2789,408,1,Selon,selon,458,PrA,PrA,selon,C/V\.'C/V\,ADP,selon,10,
2790,408,2,mon,mon,458,Det,Det,mon,C/V\,DET,mon,10,
2791,408,3,tres,tres,458,Adv,Adv,très,C/V\,ADV,très,10,
2792,408,4,grant,grant,458,Adj,Adj,grand,C/V\,ADJ,grand,10,
2793,408,5,appetit,appetit,458,N,N,,/V\.C/e\.'C/V\,NOUN,appétit,8,
2794,408,6,",",",",458,Pnc,Pnc,,,PUNCT,",",9,
2795,409,1,Je,je,459,Prn,Prn$,je,C/(e)\,PRON,je,10,
2796,409,2,n,n,459,Neg,Neg$$,ne,C/\,ADV,ne,10,
2797,409,3,en,en,459,Prn,Prn$$,en2,/V\,PRON,en,10,
2798,409,4,ay,ay,459,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2799,409,5,riens,riens,459,N,N,rien,C/V\,PROPN|NOUN,rien,10,
2800,409,6,que,que,459,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2801,409,7,par,par,459,Pre,Pre,par,C/V\,ADP,par,10,
2802,409,8,emblé,emblé,459,Vpp,Vpp,,/V\.'C/V\,VERB,embler,9,
2803,409,9,",",",",459,Pnc,Pnc,,,PUNCT,",",9,
2804,410,1,Si,si,460,Adv,Adv,si4,C/V\,ADV,si,10,
2805,410,2,ay,ay,460,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2806,410,3,povre,povre,460,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10,
2807,410,4,avoir,avoir,460,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
2808,410,5,assemblé,assemblé,460,Vpp,Vpp,assembler,/V\.C/V\.'C/V\,VERB,assembler,10,
2809,410,6,",",",",460,Pnc,Pnc,,,PUNCT,",",9,
2810,411,1,Il,il,461,Prn,Prn$,il,/V\,PRON,il,10,
2811,411,2,en,en,461,Prn,Prn$$,en2,/V\,PRON,en,10,
2812,411,3,pert,pert,461,Vfin,Vfin,perdre,C/V\,VERB,perdre,10,
2813,411,4,bien,bien,461,Adv,Adv,bien,C/V\,ADV,bien,10,
2814,411,5,a,a,461,Pre,Pre,à,/V\,ADP,à,10,
2815,411,6,mon,mon,461,Det,Det,mon,C/V\,DET,mon,10,
2816,411,7,ouvrage,ouvrage,461,N,N,,/V\.'C/V\.C/(e)\,NOUN,ouvrage,8,
2817,411,8,.,.,461,Pnc,Pnc,,,PUNCT,.,9,
2818,412,1,Ancor,ancor,462,Adv,Adv,encore,/V\.'C/V\,ADV,encore,10,
2819,412,2,me,me,462,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2820,412,3,fait,fait,462,Vfin,Vfin,faire,C/V\,VERB,faire,10,
2821,412,4,grant,grant,462,Adj,Adj,grand,C/V\,ADJ,grand,10,
2822,412,5,avantage,avantage,462,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,avantage,8,
2823,413,1,Ce,ce,463,Prn,Prn,ce,C/(e)\,PRON,ce,10,
2824,413,2,que,que,463,Qux,Qux,que,C/(e)\,PRON,que,10,
2825,413,3,j,j,463,Prn,Prn$,je,C/\,PRON,je,10,
2826,413,4,en,en,463,Prn,Prn$$,en2,/V\,PRON,en,10,
2827,413,5,ay,ay,463,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2828,413,6,et,et,463,Crd,Crd,et,/V\,CCONJ,et,10,
2829,413,7,trop,trop,463,Adv,Adv,trop,C/V\,ADV,trop,10,
2830,413,8,de,de,463,Pre,Pre,de,C/(e)\,ADP,de,10,
2831,413,9,bien,bien,463,N,N,bien,C/V\,NOUN,bien,10,
2832,413,10,",",",",463,Pnc,Pnc,,,PUNCT,",",9,
2833,414,1,Aultre,aultre,464,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
2834,414,2,avoir,avoir,464,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,
2835,414,3,n,n,464,Neg,Neg$$,ne,C/\,ADV,ne,10,
2836,414,4,est,est,464,Vfin,Vfin,être,/V\,VERB,être,10,
2837,414,5,droitement,droitement,464,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,droitement,9,
2838,414,6,mien,mien,464,Adj,Adj,mon,C/V\,ADJ,mon,10,
2839,414,7,",",",",464,Pnc,Pnc,,,PUNCT,",",9,
2840,415,1,Car,car,465,Crd,Crd,car,C/V\,CCONJ,car,10,
2841,415,2,",",",",465,Pnc,Pnc,,,PUNCT,",",9,
2842,415,3,quelque,quelque,465,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10,
2843,415,4,perte,perte,465,N,N,,'C/V\.C/(e)\,NOUN,perte,8,
2844,415,5,qu,qu,465,Sub,Sub,que,C/\,SCONJ,que,10,
2845,415,6,aye,aye,465,N,N,,'/V\./(e)\,PROPN|NOUN,aye|aigue|aïe,-1,avoir
2846,415,7,faite,faite,465,Vpp,Vpp,faire,'C/V\.C/(e)\,VERB,faire,10,
2847,416,1,Par,par,466,Pre,Pre,par,C/V\,ADP,par,10,
2848,416,2,Fortune,fortune,466,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8,
2849,416,3,la,la,466,Det,Det,le,C/V\,DET,le,10,
2850,416,4,contrefaite,contrefaite,466,Vpp,Vpp,contrefaire,C/V\.C/e\.'C/V\.C/(e)\,VERB,contrefaire,10,
2851,416,5,",",",",466,Pnc,Pnc,,,PUNCT,",",9,
2852,417,1,Cela,cela,467,Prn,Prn,cela,C/V\.'C/V\,PRON,cela,10,
2853,417,2,au,au,467,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
2854,417,3,mains,mains,467,Adv,Adv,moins,C/V\,ADV,moins,10,
2855,417,4,m,m,467,Prn,Prn$$,me,C/\,PRON,me,10,
2856,417,5,est,est,467,Vfin,Vfin,être,/V\,VERB,être,10,
2857,417,6,demouré,demouré,467,Vpp,Vpp,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10,
2858,417,7,",",",",467,Pnc,Pnc,,,PUNCT,",",9,
2859,418,1,Qui,qui,468,Qux,Qux,qui,C/V\,PRON,qui,10,
2860,418,2,ne,ne,468,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2861,418,3,fauldra,fauldra,468,Vfin,Vfin,faillir,C/V\.'C/V\,VERB,faillir,10,
2862,418,4,jusques,jusques,468,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10,
2863,418,5,mourré,mourré,468,Vfin,Vfin,mourir,C/V\.'C/V\,VERB,mourir,10,
2864,418,6,.,.,468,Pnc,Pnc,,,PUNCT,.,9,
2865,419,1,Ma,ma,469,Det,Det,mon,C/V\,DET,mon,10,
2866,419,2,mere,mere,469,N,N,,'C/V\.C/(e)\,NOUN,mère,3,
2867,419,3,Nature,nature,469,N,N,,C/V\.'C/V\.C/(e)\,NOUN,nature,8,
2868,419,4,la,la,469,Det,Det,le,C/V\,DET,le,10,
2869,419,5,belle,belle,469,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10,
2870,420,1,Me,me,470,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2871,420,2,nourri,nourri,470,Vfin,Vfin,,C/V\.'C/V\,VERB,nourrir,8,
2872,420,3,tant,tant,470,QIs,QIs,tant,C/V\,ADV,tant,10,
2873,420,4,que,que,470,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2874,420,5,grant,grant,470,Adj,Adj,grand,C/V\,ADJ,grand,10,
2875,420,6,pucelle,pucelle,470,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8,
2876,421,1,Me,me,471,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2877,421,2,vit,vit,471,Vfin,Vfin,voir,C/V\,VERB,voir,10,
2878,421,3,",",",",471,Pnc,Pnc,,,PUNCT,",",9,
2879,421,4,si,si,471,Adv,Adv,si4,C/V\,ADV,si,10,
2880,421,5,voult,voult,471,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,
2881,421,6,songneusement,songneusement,471,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,soigneusement,9,
2882,422,1,Penser,penser,472,Vinf,Vinf,penser,C/V\.'C/V\,VERB,penser,10,
2883,422,2,de,de,472,Pre,Pre,de,C/(e)\,ADP,de,10,
2884,422,3,mon,mon,472,Det,Det,mon,C/V\,DET,mon,10,
2885,422,4,avancement,avancement,472,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,avancement,9,
2886,422,5,",",",",472,Pnc,Pnc,,,PUNCT,",",9,
2887,423,1,Pour,pour,473,Pre,Pre,pour,C/V\,ADP,pour,10,
2888,423,2,ce,ce,473,Prn,Prn,ce,C/(e)\,PRON,ce,10,
2889,423,3,que,que,473,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2890,423,4,riens,riens,473,N,N,rien,C/V\,PROPN|NOUN,rien,10,
2891,423,5,je,je,473,Prn,Prn$,je,C/(e)\,PRON,je,10,
2892,423,6,n,n,473,Neg,Neg$$,ne,C/\,ADV,ne,10,
2893,423,7,avoie,avoie,473,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10,
2894,423,8,en,en,473,Pre,Pre,en,/V\,ADP,en,10,
2895,423,9,ce,ce,473,Prn,Prn,ce,C/(e)\,PRON,ce,10,
2896,424,1,Qu,qu,474,Qux,Qux,que,C/\,PRON,que,10,
2897,424,2,on,on,474,Prn,Prn$,on,/V\,PRON,on,10,
2898,424,3,prent,prent,474,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,
2899,424,4,ou,ou,474,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,
2900,424,5,tresor,tresor,474,N,N,,C/V\.'C/V\,NOUN,trésor,8,
2901,424,6,de,de,474,Pre,Pre,de,C/(e)\,ADP,de,10,
2902,424,7,science,science,474,N,N,,C/V\.'C/V\.C/(e)\,NOUN,science,8,
2903,424,8,;,;,474,Pnc,Pnc,,,PUNCT,;,9,
2904,425,1,Affin,affin,475,Adv,Adv,afin,/V\.'C/V\,ADV,afin,10,
2905,425,2,que,que,475,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2906,425,3,me,me,475,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2907,425,4,peusse,peusse,475,Vfin,Vfin,pouvoir2,C/(V)\.'/V\.C/(e)\,VERB,pouvoir,10,
2908,425,5,chevir,chevir,475,Vinf,Vinf,,C/V\.'C/V\,VERB,chevir,9,
2909,426,1,Elle,elle,476,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,
2910,426,2,me,me,476,Prn,Prn$$,me,C/(e)\,PRON,me,10,
2911,426,3,volt,volt,476,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,
2912,426,4,mettre,mettre,476,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10,
2913,426,5,servir,servir,476,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
2914,427,1,Une,une,477,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,
2915,427,2,dame,dame,477,N,N,,'C/V\.C/(e)\,NOUN,dame,8,
2916,427,3,de,de,477,Pre,Pre,de,C/(e)\,ADP,de,10,
2917,427,4,hault,hault,477,Adj,Adj,haut,C/V\,ADJ,haut,10,
2918,427,5,parage,parage,477,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parage,8,
2919,427,6,",",",",477,Pnc,Pnc,,,PUNCT,",",9,
2920,428,1,Qui,qui,478,Qux,Qux,qui,C/V\,PRON,qui,10,
2921,428,2,.I.,.i.,478,QIs,QIs,un,/V\,DET,un,10,
2922,428,3,poy,poy,478,N,N,peu,C/V\,NOUN,peu,10,
2923,428,4,lui,lui,478,Prn,Prn$$,lui,C/V\,PRON,lui,10,
2924,428,5,tient,tient,478,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,
2925,428,6,de,de,478,Pre,Pre,de,C/(e)\,ADP,de,10,
2926,428,7,lignage,lignage,478,N,N,,C/V\.'C/V\.C/(e)\,NOUN,lignage,9,
2927,428,8,",",",",478,Pnc,Pnc,,,PUNCT,",",9,
2928,429,1,Mais,mais,479,Crd,Crd,mais,C/V\,CCONJ,mais,10,
2929,429,2,ne,ne,479,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2930,429,3,s,s,479,Prn,Prn$$,se,C/\,PRON,se,10,
2931,429,4,entre,entre,479,PrA,PrA,entre,'/V\.C/(e)\,ADV,entre,10,
2932,429,5,ressemblent,ressemblent,479,Vfin,Vfin,resembler,C/V\.'C/V\.C/e\,VERB,resembler,10,
2933,429,6,pas,pas,479,Neg,Neg,pas,C/V\,ADV,pas,10,
2934,429,7,",",",",479,Pnc,Pnc,,,PUNCT,",",9,
2935,430,1,Ne,ne,480,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2936,430,2,sont,sont,480,Vfin,Vfin,être,C/V\,VERB,être,10,
2937,430,3,pas,pas,480,Neg,Neg,pas,C/V\,ADV,pas,10,
2938,430,4,faites,faites,480,Vpp,Vpp,faire,'C/V\.C/e\,VERB,faire,10,
2939,430,5,d,d,480,Pre,Pre,de,C/\,ADP,de,10,
2940,430,6,un,un,480,QIs,QIs,un,/V\,DET,un,10,
2941,430,7,compas,compas,480,N,N,,C/V\.'C/V\,NOUN,compas,9,
2942,430,8,",",",",480,Pnc,Pnc,,,PUNCT,",",9,
2943,431,1,Trop,trop,481,Adv,Adv,trop,C/V\,ADV,trop,10,
2944,431,2,sont,sont,481,Vfin,Vfin,être,C/V\,VERB,être,10,
2945,431,3,dessemblans,dessemblans,481,Vprs,Vprs,,C/V\.C/V\.'C/V\,VERB,dessembler,0,
2946,431,4,leurs,leurs,481,Det,Det,leur2,C/V\,DET,leur,10,
2947,431,5,figures,figures,481,N,N,,C/V\.'C/V\.C/e\,NOUN,figure,8,
2948,431,6,",",",",481,Pnc,Pnc,,,PUNCT,",",9,
2949,432,1,Leurs,leurs,482,Det,Det,leur2,C/V\,DET,leur,10,
2950,432,2,fais,fais,482,N,N,,C/V\,NOUN,faix,3,
2951,432,3,",",",",482,Pnc,Pnc,,,PUNCT,",",9,
2952,432,4,leurs,leurs,482,Det,Det,leur2,C/V\,DET,leur,10,
2953,432,5,meurs,meurs,482,N,N,,C/V\,NOUN,mœurs,-10,moeurs
2954,432,6,et,et,482,Crd,Crd,et,/V\,CCONJ,et,10,
2955,432,7,leurs,leurs,482,Det,Det,leur2,C/V\,DET,leur,10,
2956,432,8,natures,natures,482,N,N,,C/V\.'C/V\.C/e\,NOUN,nature,8,
2957,432,9,.,.,482,Pnc,Pnc,,,PUNCT,.,9,
2958,433,1,Si,si,483,Adv,Adv,si4,C/V\,ADV,si,10,
2959,433,2,est,est,483,Vfin,Vfin,être,/V\,VERB,être,10,
2960,433,3,haulte,haulte,483,Adj,Adj,haut,'C/V\.C/(e)\,ADJ,haut,10,
2961,433,4,et,et,483,Crd,Crd,et,/V\,CCONJ,et,10,
2962,433,5,poissant,poissant,483,Adj,Adj,,C/V\.'C/V\,ADJ,puissant,8,
2963,433,6,royne,royne,483,N,N,,C/(V)\.'/V\.C/(e)\,NOUN,reine,8,
2964,433,7,",",",",483,Pnc,Pnc,,,PUNCT,",",9,
2965,434,1,Tout,tout,484,QIs,QIs,tout,C/V\,ADV,tout,10,
2966,434,2,soit,soit,484,Vfin,Vfin,être,C/V\,VERB,être,10,
2967,434,3,elle,elle,484,Prn,Prn%,elle,'/V\.C/(e)\,PRON,elle,10,
2968,434,4,d,d,484,Pre,Pre,de,C/\,ADP,de,10,
2969,434,5,estrange,estrange,484,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,étrange,8,
2970,434,6,orine,orine,484,N,N,,/V\.'C/V\.C/(e)\,NOUN,urine,3,
2971,434,7,",",",",484,Pnc,Pnc,,,PUNCT,",",9,
2972,435,1,Dame,dame,485,N,N,,'C/V\.C/(e)\,NOUN,dame,8,
2973,435,2,Fortune,fortune,485,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8,
2974,435,3,est,est,485,Vfin,Vfin,être,/V\,VERB,être,10,
2975,435,4,appellee,appellee,485,Vpp,Vpp,appeler,/V\.C/e\.'C/V\./(e)\,VERB,appeler,10,
2976,435,5,",",",",485,Pnc,Pnc,,,PUNCT,",",9,
2977,436,1,Qui,qui,486,Qux,Qux,qui,C/V\,PRON,qui,10,
2978,436,2,a,a,486,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
2979,436,3,ourdi,ourdi,486,Vpp,Vpp,,/V\.'C/V\,VERB,ourdir,9,
2980,436,4,mainte,mainte,486,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10,
2981,436,5,tellee,tellee,486,N,N,,C/V\.'C/V\./(e)\,NOUN,tellée,-10,?
2982,437,1,A,a,487,Pre,Pre,à,/V\,ADP,à,10,
2983,437,2,maint,maint,487,QIs,QIs,maint,C/V\,PRON,maint,10,
2984,437,3,si,si,487,Adv,Adv,si4,C/V\,ADV,si,10,
2985,437,4,dure,dure,487,Adj,Adj,dur,'C/V\.C/(e)\,ADJ,dur,10,
2986,437,5,que,que,487,Sub,Sub,que,C/(e)\,SCONJ,que,10,
2987,437,6,texir,texir,487,Vinf,Vinf,taire,C/V\.'C/V\,VERB,taire,10,
2988,438,1,Ne,ne,488,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
2989,438,2,la,la,488,Prn,Prn$$,le,C/V\,PRON,le,10,
2990,438,3,scevent,scevent,488,Vfin,Vfin,savoir,'C/V\.C/e\,VERB,savoir,10,
2991,438,4,",",",",488,Pnc,Pnc,,,PUNCT,",",9,
2992,438,5,n,n,488,Crd,Crd,ne2,C/\,CCONJ,ne,10,
2993,438,6,eulz,eulz,488,Prn,Prn$$,eux,/V\,PRON,eux,10,
2994,438,7,en,en,488,Prn,Prn$$,en2,/V\,PRON,en,10,
2995,438,8,yssir,yssir,488,Vinf,Vinf,issir,/V\.'C/V\,VERB,issir,10,
2996,438,9,.,.,488,Pnc,Pnc,,,PUNCT,.,9,
2997,439,1,A,a,489,Pre,Pre,à,/V\,ADP,à,10,
2998,439,2,sa,sa,489,Det,Det,son4,C/V\,DET,son,10,
2999,439,3,court,court,489,N,N,,C/V\,NOUN,cour,3,
3000,439,4,me,me,489,Prn,Prn$$,me,C/(e)\,PRON,me,10,
3001,439,5,mist,mist,489,Vfin,Vfin,mettre,C/V\,VERB,mettre,10,
3002,439,6,lors,lors,489,Adv,Adv,lors,C/V\,ADV,lors,10,
3003,439,7,ma,ma,489,Det,Det,mon,C/V\,DET,mon,10,
3004,439,8,mere,mere,489,N,N,,'C/V\.C/(e)\,NOUN,mère,3,
3005,439,9,.,.,489,Pnc,Pnc,,,PUNCT,.,9,
3006,440,1,Ne,ne,490,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
3007,440,2,me,me,490,Prn,Prn$$,me,C/(e)\,PRON,me,10,
3008,440,3,fu,fu,490,Vfin,Vfin,être,C/V\,VERB,être,10,
3009,440,4,diverse,diverse,490,QIs,QIs,divers,C/V\.'C/V\.C/(e)\,ADJ,divers,10,
3010,440,5,",",",",490,Pnc,Pnc,,,PUNCT,",",9,
3011,440,6,n,n,490,Crd,Crd,ne2,C/\,CCONJ,ne,10,
3012,440,7,amere,amere,490,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,amer,9,
3013,441,1,Fortune,fortune,491,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8,
3014,441,2,",",",",491,Pnc,Pnc,,,PUNCT,",",9,
3015,441,3,ainçois,ainçois,491,Adv,Adv,ainçois,/V\.'C/V\,ADV,ainçois,10,
3016,441,4,bel,bel,491,Adj,Adj,beau,C/V\,ADJ,beau,10,
3017,441,5,me,me,491,Prn,Prn$$,me,C/(e)\,PRON,me,10,
3018,441,6,receut,receut,491,Vfin,Vfin,recevoir,C/V\.'C/V\,VERB,recevoir,10,
