wd_id,word,lex_id,para_id,ch_id,verse_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
635,que,que,3,1,9,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
636,ele,ele,3,1,9,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,,
637,out,out,3,1,9,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
638,mangied,mangiéd,3,1,9,Vpp,Vpp,manger,C/V\.'C/V\,VERB,manger,10,,
639,é,e,3,1,9,Crd,Crd,et,/V\,CCONJ,et,10,,
640,beüd,beüd,3,1,9,Vpp,Vpp,boire,C/(V)\.'/V\,VERB,boire,10,,
641,levad,levad,3,1,9,Vfin,Vfin,lever,C/V\.'C/V\,VERB,lever,10,,
642,é,e,3,1,9,Crd,Crd,et,/V\,CCONJ,et,10,,
643,al,al,3,1,9,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
644,sucurs,sucurs,3,1,9,N,N,,C/V\.'C/V\,NOUN,secours,9,,
645,Deu,deu,3,1,9,N,N,,C/V\,PROPN,Dieu,3,,
646,requerre,requerre,3,1,9,Vinf,Vinf,requérir,C/V\.'C/V\.C/(e)\,VERB,requérir,10,,
647,tut,tut,3,1,9,QIs,QIs,tout,C/V\,DET,tout,10,,
648,sun,sun,3,1,9,Det,Det,son4,C/V\,DET,son,10,,
649,quer,quer,3,1,9,N,N,,C/V\,NOUN,coeur,3,,
650,turnad,turnad,3,1,9,Vfin,Vfin,tourner,C/V\.'C/V\,VERB,tourner,10,,
651,.,.,3,1,9,Pnc,Pnc,,,PUNCT,.,9,,
652,Vint,vint,3,1,9,Vfin,Vfin,venir,C/V\,VERB,venir,10,,
653,s',s',3,1,9,Prn,Prn%%,se,C/\,PRON,se,10,,
654,en,en,3,1,9,Prn,Prn,en2,/V\,PRON,en,10,,
655,al,al,3,1,9,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
656,tabernacle,tabernacle,3,1,9,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,tabernacle,9,,
657,;,;,3,1,9,Pnc,Pnc,,,PUNCT,;,9,,
658,truvad,truvad,3,1,9,Vfin,Vfin,trouver,C/V\.'C/V\,VERB,trouver,10,,
659,l',l',3,1,9,Det,Det,le,C/\,DET,le,10,,
660,evesche,evesche,3,1,9,N,N,,/V\.'C/V\.C/(e)\,NOUN,évêche,3,,
661,Hely,hely,3,1,9,N,N,,/V\.'C/V\,PROPN,Hely,5,,
662,a,a,3,1,9,Pre,Pre,à,/V\,ADP,à,10,,
663,l',l',3,1,9,Det,Det,le,C/\,DET,le,10,,
664,entree,entree,3,1,9,N,N,,/V\.'C/V\./(e)\,NOUN,entrée,8,,
665,",",",",3,1,9,Pnc,Pnc,,,PUNCT,",",9,,
666,ki,ki,3,1,9,Qux,Qux,qui,C/V\,PRON,qui,10,,
667,ásis,asis,3,1,9,Vpp,Vpp,asseoir,/V\.'C/V\,VERB,asseoir,10,,
668,í,i,3,1,9,Prn,Prn$$,y2,/V\,PRON,y,10,,
669,ért,ert,3,1,9,Vfin,Vfin,être,/V\,VERB,être,10,,
670,qu',qu',3,1,9,Sub,Sub,que,C/\,SCONJ,que,10,,
671,il,il,3,1,9,Prn,Prn,il,/V\,PRON,il,10,,
672,as,as,3,1,9,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
673,alanz,alanz,3,1,9,Vprs,Vprs,aller,/V\.'C/V\,VERB,aller,10,,
674,é,e,3,1,9,Crd,Crd,et,/V\,CCONJ,et,10,,
675,as,as,3,1,9,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
676,venanz,venanz,3,1,9,Vprs,Vprs,venir,C/V\.'C/V\,VERB,venir,10,,
677,parole,parole,3,1,9,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parole,8,,
678,de,de,3,1,9,Pre,Pre,de,C/(e)\,ADP,de,10,,
679,salu,salu,3,1,9,N,N,,C/V\.'C/V\,NOUN,salut,8,,
680,mustrast,mustrast,3,1,9,Vfin,Vfin,montrer,C/V\.'C/V\,VERB,montrer,10,,
681,.,.,3,1,9,Pnc,Pnc,,,PUNCT,.,9,,
682,La,la,3,1,10,Det,Det,le,C/V\,DET,le,10,,
683,dame,dame,3,1,10,N,N,,'C/V\.C/(e)\,NOUN,dame,8,,
684,fist,fist,3,1,10,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
685,á,a,3,1,10,Pre,Pre,à,/V\,ADP,à,10,,
686,Deu,deu,3,1,10,N,N,,C/V\,PROPN,Dieu,3,,
687,sun,sun,3,1,10,Det,Det,son4,C/V\,DET,son,10,,
688,present,present,3,1,10,N,N,,C/V\.'C/V\,NOUN,présent,8,,
689,é,e,3,1,10,Crd,Crd,et,/V\,CCONJ,et,10,,
690,sa,sa,3,1,10,Det,Det,son4,C/V\,DET,son,10,,
691,oblatiun,oblatiun,3,1,10,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,oblation,0,,
692,.,.,3,1,10,Pnc,Pnc,,,PUNCT,.,9,,
693,Sun,sun,3,1,10,Det,Det,son4,C/V\,DET,son,10,,
694,quer,quer,3,1,10,N,N,,C/V\,NOUN,coeur,3,,
695,meine,meine,3,1,10,Vfin,Vfin,mener,'C/V\.C/(e)\,VERB,mener,10,,
696,as,as,3,1,10,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
697,chaldes,chaldes,3,1,10,Adj,Adj,chaud,'C/V\.C/e\,ADJ,chaud,10,,
698,lermes,lermes,3,1,10,N,N,,'C/V\.C/e\,NOUN,larme,9,,
699,acuragéé,acuragee,3,1,10,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\./(e)\,VERB,acorager,-10,acourager,DMF
700,ureisun,ureisun,3,1,10,N,N,,/V\.C/V\.'C/V\,NOUN,oraison,0,,
701,é,e,3,1,10,Crd,Crd,et,/V\,CCONJ,et,10,,
702,en,en,3,1,10,Pre,Pre,en,/V\,ADP,en,10,,
703,ceste,ceste,3,1,10,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,,
704,baillie,baillie,3,1,10,Vfin,Vfin,bailler,C/V\.'C/V\./(e)\,VERB,bailler,10,,
705,:,:,3,1,10,Pnc,Pnc,,,PUNCT,:,9,,
706,‘,‘,3,1,11,Pnc,Pnc,,,PUNCT,‘,9,,
707,Sire,sire,3,1,11,N,N,,'C/V\.C/(e)\,NOUN,sire,3,,
708,merciable,merciable,3,1,11,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,merciable,9,,
709,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
710,Sire,sire,3,1,11,N,N,,'C/V\.C/(e)\,NOUN,sire,3,,
711,Deus,deus,3,1,11,N,N,,C/V\,PROPN,Dieu,3,,
712,puissanz,puissanz,3,1,11,Adj,Adj,,C/V\.'C/V\,ADJ,puissant,9,,
713,des,des,3,1,11,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
714,hoz,hoz,3,1,11,N,N,,C/V\,NOUN,hout,0,,
715,banis,banis,3,1,11,Vpp,Vpp,,C/V\.'C/V\,VERB,bannir,9,,
716,é,e,3,1,11,Crd,Crd,et,/V\,CCONJ,et,10,,
717,des,des,3,1,11,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
718,champiuns,champiuns,3,1,11,N,N,,C/V\.C/{V}\.'/V\,NOUN,champion,0,,
719,cumbatanz,cumbatanz,3,1,11,Vprs,Vprs,combattre,C/V\.C/V\.'C/V\,VERB,combattre,10,,
720,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
721,si,si,3,1,11,Adv,Adv,si4,C/V\,ADV,si,10,,
722,fust,fust,3,1,11,Vfin,Vfin,être,C/V\,VERB,être,10,,
723,tun,tun,3,1,11,Det,Det,ton2,C/V\,DET,ton,10,,
724,plaisir,plaisir,3,1,11,N,N,,C/V\.'C/V\,NOUN,plaisir,8,,
725,que,que,3,1,11,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
726,véisses,veisses,3,1,11,Vfin,Vfin,voir,C/(V)\.'/V\.C/e\,VERB,voir,10,,
727,ma,ma,3,1,11,Det,Det,mon,C/V\,DET,mon,10,,
728,miserie,miserie,3,1,11,N,N,,C/V\.'C/V\./(e)\,NOUN,misère,6,,
729,é,e,3,1,11,Crd,Crd,et,/V\,CCONJ,et,10,,
730,ma,ma,3,1,11,Det,Det,mon,C/V\,DET,mon,10,,
731,afflictiun,afflictiun,3,1,11,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,affliction,9,,
732,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
733,é,e,3,1,11,Crd,Crd,et,/V\,CCONJ,et,10,,
734,tei,tei,3,1,11,Prn,Prn$$,toi,C/V\,PRON,toi,10,,
735,membrast,membrast,3,1,11,Vfin,Vfin,membrer,C/V\.'C/V\,VERB,membrer,10,,
736,de,de,3,1,11,Pre,Pre,de,C/(e)\,ADP,de,10,,
737,mei,mei,3,1,11,Prn,Prn,moi,C/V\,PRON,moi,10,,
738,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
739,la,la,3,1,11,Det,Det,le,C/V\,DET,le,10,,
740,tue,tue,3,1,11,Adj,Adj,ton2,'C/V\./(e)\,ADJ,ton,10,,
741,ancele,ancele,3,1,11,N,N,,/V\.'C/V\.C/(e)\,NOUN,ancelle,9,,
742,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
743,que,que,3,1,11,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
744,par,par,3,1,11,Pre,Pre,par,C/V\,ADP,par,10,,
745,ta,ta,3,1,11,Det,Det,ton2,C/V\,DET,ton,10,,
746,pitied,pitiéd,3,1,11,N,N,,C/V\.'C/V\,NOUN,pitié,0,,
747,eüsse,eusse,3,1,11,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,VERB,avoir,10,,
748,fiz,fiz,3,1,11,N,N,,C/V\,NOUN,fils,8,,
749,:,:,3,1,11,Pnc,Pnc,,,PUNCT,:,9,,
750,durreie,durreie,3,1,11,Vfin,Vfin,donner,C/V\.'C/V\./(e)\,VERB,donner,10,,
751,le,le,3,1,11,Prn,Prn%%,le,C/(e)\,PRON,le,10,,
752,tei,tei,3,1,11,Prn,Prn%%,toi,C/V\,PRON,toi,10,,
753,á,a,3,1,11,Pre,Pre,à,/V\,ADP,à,10,,
754,tun,tun,3,1,11,Det,Det,ton2,C/V\,DET,ton,10,,
755,servise,servise,3,1,11,N,N,,C/V\.'C/V\.C/(e)\,NOUN,service,8,,
756,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
757,é,e,3,1,11,Crd,Crd,et,/V\,CCONJ,et,10,,
758,rasur,rasur,3,1,11,N,N,,C/V\.'C/V\,NOUN,rasoir,0,,
759,ne,ne,3,1,11,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
760,li,li,3,1,11,Prn,Prn$$,li,C/V\,PRON,li,10,,
761,munterad,munterad,3,1,11,Vfin,Vfin,monter,C/V\.C/e\.'C/V\,VERB,monter,10,,
762,le,le,3,1,11,Det,Det,le,C/(e)\,DET,le,10,,
763,chief,chief,3,1,11,N,N,,C/V\,NOUN,chef,8,,
764,;,;,3,1,11,Pnc,Pnc,,,PUNCT,;,9,,
765,mais,mais,3,1,11,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
766,tuz,tuz,3,1,11,QIs,QIs,tout,C/V\,DET,tout,10,,
767,dis,dis,3,1,11,N,N,,C/V\,NOUN,di,3,,
768,á,a,3,1,11,Pre,Pre,à,/V\,ADP,à,10,,
769,tei,tei,3,1,11,Prn,Prn,toi,C/V\,PRON,toi,10,,
770,iert,iert,3,1,11,Vfin,Vfin,être,/V\,VERB,être,10,,
771,ádetid,adetid,3,1,11,Vpp,Vpp,,/V\.C/e\.'C/V\,VERB,déterdre,-10,esterdre,DMF
772,.,.,3,1,11,Pnc,Pnc,,,PUNCT,.,9,,
773,’,’,3,1,11,Pnc,Pnc,,,PUNCT,’,9,,
774,Usages,usages,3,1,11,N,N,,/V\.'C/V\.C/e\,NOUN,usage,8,,
775,ert,ert,3,1,11,Vfin,Vfin,être,/V\,VERB,être,10,,
776,en,en,3,1,11,Pre,Pre,en,/V\,ADP,en,10,,
777,cele,cele,3,1,11,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10,,
778,lei,lei,3,1,11,N,N,,C/V\,NOUN,loi,3,,
779,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
780,se,se,3,1,11,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
781,alcuns,alcuns,3,1,11,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10,,
782,par,par,3,1,11,Pre,Pre,par,C/V\,ADP,par,10,,
783,vud,vud,3,1,11,N,N,,C/V\,NOUN,veuil,0,,
784,á,a,3,1,11,Pre,Pre,à,/V\,ADP,à,10,,
785,Deu,deu,3,1,11,N,N,,C/V\,PROPN,Dieu,3,,
786,se,se,3,1,11,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
787,sacrast,sacrast,3,1,11,Vfin,Vfin,,C/V\.'C/V\,VERB,sacrer,9,,
788,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
789,tant,tant,3,1,11,QIs,QIs,tant,C/V\,ADV,tant,10,,
790,cum,cum,3,1,11,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
791,cel,cel,3,1,11,Dem,Dem,cil,C/V\,DET,cil,10,,
792,vud,vud,3,1,11,N,N,,C/V\,NOUN,veuil,0,,
793,li,li,3,1,11,Prn,Prn$$,li,C/V\,PRON,li,10,,
794,durreit,durreit,3,1,11,Vfin,Vfin,durer,C/V\.'C/V\,VERB,durer,10,,
795,",",",",3,1,11,Pnc,Pnc,,,PUNCT,",",9,,
796,rasur,rasur,3,1,11,N,N,,C/V\.'C/V\,NOUN,rasoir,0,,
797,le,le,3,1,11,Det,Det,le,C/(e)\,DET,le,10,,
798,chief,chief,3,1,11,N,N,,C/V\,NOUN,chef,8,,
799,ne,ne,3,1,11,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
800,li,li,3,1,11,Prn,Prn$$,li,C/V\,PRON,li,10,,
801,muntereit,muntereit,3,1,11,Vfin,Vfin,monter,C/V\.C/e\.'C/V\,VERB,monter,10,,
802,.,.,3,1,11,Pnc,Pnc,,,PUNCT,.,9,,
803,La,la,4,1,12,Det,Det,le,C/V\,DET,le,10,,
804,dame,dame,4,1,12,N,N,,'C/V\.C/(e)\,NOUN,dame,8,,
805,en,en,4,1,12,Pre,Pre,en,/V\,ADP,en,10,,
806,sa,sa,4,1,12,Det,Det,son4,C/V\,DET,son,10,,
807,préére,preere,4,1,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,préeure,-10,préeure,DMF
808,demurad,demurad,4,1,12,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10,,
809,.,.,4,1,12,Pnc,Pnc,,,PUNCT,.,9,,
810,Ses,ses,4,1,13,Det,Det,son4,C/V\,DET,son,10,,
811,levres,levres,4,1,13,N,N,,'C/V\.C/e\,NOUN,lèvre,9,,
812,mout,mout,4,1,13,Vfin,Vfin,mouvoir,C/V\,VERB,mouvoir,10,,
813,",",",",4,1,13,Pnc,Pnc,,,PUNCT,",",9,,
814,li,li,4,1,13,Det,Det,le,C/V\,DET,le,10,,
815,quers,quers,4,1,13,N,N,,C/V\,NOUN,coeur,9,,
816,parlad,parlad,4,1,13,Vfin,Vfin,parler,C/V\.'C/V\,VERB,parler,10,,
817,",",",",4,1,13,Pnc,Pnc,,,PUNCT,",",9,,
818,tant,tant,4,1,13,QIs,QIs,tant,C/V\,ADV,tant,10,,
819,que,que,4,1,13,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
820,li,li,4,1,13,Det,Det,le,C/V\,DET,le,10,,
821,evesches,evesches,4,1,13,N,N,,/V\.'C/V\.C/e\,NOUN,évêché,6,,
822,l',l',4,1,13,Prn,Prn$$,le,C/\,PRON,le,10,,
823,esguardad,esguardad,4,1,13,Vfin,Vfin,égarder,/V\.C/V\.'C/V\,VERB,égarder,10,,
824,é,e,4,1,13,Crd,Crd,et,/V\,CCONJ,et,10,,
825,pur,pur,4,1,13,Pre,Pre,pour,C/V\,ADP,pour,10,,
826,ívre,ivre,4,1,13,Adj,Adj,,'/V\.C/(e)\,ADJ,avoir,0,,
827,l',l',4,1,13,Prn,Prn$$,le,C/\,PRON,le,10,,
828,enterçad,enterçad,4,1,13,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,entercier,0,,
829,.,.,4,1,13,Pnc,Pnc,,,PUNCT,.,9,,
830,E,e,4,1,14,Crd,Crd,et,/V\,CCONJ,et,10,,
831,si,si,4,1,14,Adv,Adv,si4,C/V\,ADV,si,10,,
832,li,li,4,1,14,Prn,Prn$$,li,C/V\,PRON,li,10,,
833,dist,dist,4,1,14,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
834,:,:,4,1,14,Pnc,Pnc,,,PUNCT,:,9,,
835,‘,‘,4,1,14,Pnc,Pnc,,,PUNCT,‘,9,,
836,Va,va,4,1,14,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
837,",",",",4,1,14,Pnc,Pnc,,,PUNCT,",",9,,
838,bone,bone,4,1,14,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10,,
839,femme,femme,4,1,14,N,N,,'C/V\.C/(e)\,NOUN,femme,3,,
840,",",",",4,1,14,Pnc,Pnc,,,PUNCT,",",9,,
841,á,a,4,1,14,Pre,Pre,à,/V\,ADP,à,10,,
842,tun,tun,4,1,14,Det,Det,ton2,C/V\,DET,ton,10,,
843,ostel,ostel,4,1,14,N,N,,/V\.'C/V\,NOUN,hôtel,3,,
844,dormir,dormir,4,1,14,Vinf,Vinf,dormir,C/V\.'C/V\,VERB,dormir,10,,
845,;,;,4,1,14,Pnc,Pnc,,,PUNCT,;,9,,
846,si,si,4,1,14,Adv,Adv,si4,C/V\,ADV,si,10,,
847,te,te,4,1,14,Prn,Prn$$,te,C/(e)\,PRON,te,10,,
848,deseníveras,deseniveras,4,1,14,Vfin,Vfin,,C/V\.C/V\.C/V\.C/e\.'C/V\,VERB,désenver,-10,désenivrer,DMF
849,par,par,4,1,14,Pre,Pre,par,C/V\,ADP,par,10,,
850,le,le,4,1,14,Det,Det,le,C/(e)\,DET,le,10,,
851,dormir,dormir,4,1,14,Vinf,Vinf,dormir,C/V\.'C/V\,VERB,dormir,10,,
852,’,’,4,1,14,Pnc,Pnc,,,PUNCT,’,9,,
853,.,.,4,1,14,Pnc,Pnc,,,PUNCT,.,9,,
854,Respundit,respundit,4,1,15,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10,,
855,Anna,annä,4,1,15,N,N,,'/V\.C/(e)\,PROPN,Anna,6,,
856,:,:,4,1,15,Pnc,Pnc,,,PUNCT,:,9,,
857,‘,‘,4,1,15,Pnc,Pnc,,,PUNCT,‘,9,,
858,Ne,ne,4,1,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
859,me,me,4,1,15,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
860,tient,tient,4,1,15,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,,
861,si,si,4,1,15,Adv,Adv,si4,C/V\,ADV,si,10,,
862,.,.,4,1,15,Pnc,Pnc,,,PUNCT,.,9,,
863,N',n',4,1,15,Neg,Neg$$,ne,C/\,ADV,ne,10,,
864,ai,ai,4,1,15,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
865,beü,beü,4,1,15,Vpp,Vpp,boire,C/(V)\.'/V\,VERB,boire,10,,
866,ne,ne,4,1,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
867,vin,vin,4,1,15,N,N,,C/V\,NOUN,vin,8,,
868,ne,ne,4,1,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
869,él,él,4,1,15,Prn,Prn,el,/V\,PRON,el,10,,
870,par,par,4,1,15,Pre,Pre,par,C/V\,ADP,par,10,,
871,unt,unt,4,1,15,Qux,Qux,où,/V\,PRON,où,10,,
872,l',l',4,1,15,Det,Det,le,C/\,DET,le,10,,
873,um,um,4,1,15,Prn,Prn$,on,/V\,PRON,on,10,,
874,se,se,4,1,15,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
875,poïsse,poisse,4,1,15,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,VERB,pouvoir,10,,
876,enívrer,enivrer,4,1,15,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,envivrer,-10,enivrer,DMF
877,.,.,4,1,15,Pnc,Pnc,,,PUNCT,.,9,,
878,Ne,ne,4,1,16,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
879,me,me,4,1,16,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
880,tenez,tenez,4,1,16,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10,,
881,pur,pur,4,1,16,Pre,Pre,pour,C/V\,ADP,pour,10,,
882,fille,fille,4,1,16,N,N,,'C/V\.C/(e)\,NOUN,fille,3,,
883,Belial,belial,4,1,16,N,N,,C/V\.'C/V\,PROPN,Belial,6,,
884,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
885,kar,kar,4,1,16,Crd,Crd,car,C/V\,CCONJ,car,10,,
886,sobre,sobre,4,1,16,Adj,Adj,,'C/V\.C/(e)\,ADJ,sobre,8,,
887,sui,sui,4,1,16,Vfin,Vfin,être,C/V\,VERB,être,10,,
888,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
889,é,e,4,1,16,Crd,Crd,et,/V\,CCONJ,et,10,,
890,en,en,4,1,16,Pre,Pre,en,/V\,ADP,en,10,,
891,anguisse,anguisse,4,1,16,N,N,,/V\.'C/V\.C/(e)\,NOUN,angoisse,9,,
892,é,e,4,1,16,Crd,Crd,et,/V\,CCONJ,et,10,,
893,en,en,4,1,16,Pre,Pre,en,/V\,ADP,en,10,,
894,plur,plur,4,1,16,N,N,,C/V\,NOUN,pleur,9,,
895,á,a,4,1,16,Pre,Pre,à,/V\,ADP,à,10,,
896,Deu,deu,4,1,16,N,N,,C/V\,PROPN,Dieu,3,,
897,áí,ai,4,1,16,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
898,reveled,reveléd,4,1,16,Vpp,Vpp,,C/V\.C/e\.'C/V\,VERB,révéler,0,,
899,mun,mun,4,1,16,Det,Det,mon,C/V\,DET,mon,10,,
900,duel,duel,4,1,16,N,N,,C/V\,NOUN,deuil,8,,
901,.,.,4,1,16,Pnc,Pnc,,,PUNCT,.,9,,
902,’,’,4,1,16,Pnc,Pnc,,,PUNCT,’,9,,
903,_,[,4,1,16,Pnc,Pnc,,,PUNCT,UNKNOWN,-10,_,
904,Belial,belial,4,1,16,N,N,,C/V\.'C/V\,PROPN,Belial,6,,
905,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
906,çó,ço,4,1,16,Prn,Prn,ce,C/V\,PRON,ce,10,,
907,est,est,4,1,16,Vfin,Vfin,être,/V\,VERB,être,10,,
908,senz,senz,4,1,16,Pre,Pre,sans,C/V\,ADP,sans,10,,
909,jú,ju,4,1,16,N,N,,C/V\,NOUN,jeu,0,,
910,;,;,4,1,16,Pnc,Pnc,,,PUNCT,;,9,,
911,é,e,4,1,16,Crd,Crd,et,/V\,CCONJ,et,10,,
912,cil,cil,4,1,16,Dem,Dem,cil,C/V\,PRON,cil,10,,
913,sunt,sunt,4,1,16,Vfin,Vfin,être,C/V\,VERB,être,10,,
914,fiz,fiz,4,1,16,N,N,,C/V\,NOUN,fils,8,,
915,Belial,belial,4,1,16,N,N,,C/V\.'C/V\,PROPN,Belial,6,,
916,ki,ki,4,1,16,Qux,Qux,qui,C/V\,PRON,qui,10,,
917,tuz,tuz,4,1,16,QIs,QIs,tout,C/V\,DET,tout,10,,
918,jurs,jurs,4,1,16,N,N,,C/V\,NOUN,jour,8,,
919,tirent,tirent,4,1,16,Vfin,Vfin,,'C/V\.C/e\,VERB,tirer,9,,
920,vers,vers,4,1,16,Pre,Pre,vers2,C/V\,ADP,vers,10,,
921,le,le,4,1,16,Det,Det,le,C/(e)\,DET,le,10,,
922,mal,mal,4,1,16,N,N,mal,C/V\,NOUN,mal,10,,
923,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
924,ostent,ostent,4,1,16,Vfin,Vfin,ôter,'/V\.C/e\,VERB,ôter,10,,
925,le,le,4,1,16,Det,Det,le,C/(e)\,DET,le,10,,
926,j́ú,ju,4,1,16,N,N,,C/V\,NOUN,jeu,0,,
927,de,de,4,1,16,Pre,Pre,de,C/(e)\,ADP,de,10,,
928,la,la,4,1,16,Det,Det,le,C/V\,DET,le,10,,
929,lei,lei,4,1,16,N,N,,C/V\,NOUN,loi,3,,
930,Deu,deu,4,1,16,N,N,,C/V\,PROPN,Dieu,3,,
931,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
932,é,e,4,1,16,Crd,Crd,et,/V\,CCONJ,et,10,,
933,de,de,4,1,16,Pre,Pre,de,C/(e)\,ADP,de,10,,
934,vice,vice,4,1,16,N,N,,'C/V\.C/(e)\,NOUN,vice,8,,
935,en,en,4,1,16,Pre,Pre,en,/V\,ADP,en,10,,
936,altre,altre,4,1,16,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
937,vunt,vunt,4,1,16,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
938,cancelant,cancelant,4,1,16,Vprs,Vprs,chanceler,C/V\.C/e\.'C/V\,VERB,chanceler,10,,
939,",",",",4,1,16,Pnc,Pnc,,,PUNCT,",",9,,
940,lur,lur,4,1,16,Det,Det,leur2,C/V\,DET,leur,10,,
941,criatur,criatur,4,1,16,N,N,,C/V\.C/V\.'C/V\,NOUN,créateur,0,,
942,átariant,atariant,4,1,16,Vprs,Vprs,,/V\.C/V\.C/V\.'C/V\,VERB,tarier,0,,
943,.,.,4,1,16,Pnc,Pnc,,,PUNCT,.,9,,
944,__,],4,1,16,Pnc,Pnc,,,PUNCT,UNKNOWN,-10,_,
945,Dunc,dunc,4,1,17,Adv,Adv,donc,C/V\,ADV,donc,10,,
946,respundi,respundi,4,1,17,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10,,
947,li,li,4,1,17,Det,Det,le,C/V\,DET,le,10,,
948,evesche,evesche,4,1,17,N,N,,/V\.'C/V\.C/(e)\,NOUN,évêche,3,,
949,Hely,hely,4,1,17,N,N,,/V\.'C/V\,PROPN,Hely,5,,
950,:,:,4,1,17,Pnc,Pnc,,,PUNCT,:,9,,
951,‘,‘,4,1,17,Pnc,Pnc,,,PUNCT,‘,9,,
952,Vá,va,4,1,17,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
953,",",",",4,1,17,Pnc,Pnc,,,PUNCT,",",9,,
954,bóne,bone,4,1,17,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10,,
955,femme,femme,4,1,17,N,N,,'C/V\.C/(e)\,NOUN,femme,3,,
956,",",",",4,1,17,Pnc,Pnc,,,PUNCT,",",9,,
957,as,as,4,1,17,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
958,véies,veies,4,1,17,N,N,,'C/V\./e\,NOUN,Véies,2,,
959,Deu,deu,4,1,17,N,N,,C/V\,PROPN,Dieu,3,,
960,.,.,4,1,17,Pnc,Pnc,,,PUNCT,.,9,,
