wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
1,1,1,Li,li,965,Det,Det,le,C/V\,DET,le,10,,
2,1,2,rois,rois,965,N,N,,C/V\,NOUN,roi,3,,
3,1,3,ait,ait,965,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
4,1,4,tres,tres,965,Adv,Adv,très,C/V\,ADV,très,10,,
5,1,5,bien,bien,965,Adv,Adv,bien,C/V\,ADV,bien,10,,
6,1,6,escouté,escouté,965,Vpp,Vpp,écouter,/V\.C/V\.'C/V\,VERB,écouter,10,,
7,2,1,Seu,seu,966,Vpp,Vpp,savoir,C/V\,VERB,savoir,10,,
8,2,2,que,que,966,Qux,Qux,que,C/(e)\,PRON,que,10,,
9,2,3,Damians,damians,966,N,N,,C/V\.C/{V}\.'/V\,PROPN,Damian,-10,Damien,DMF
10,2,4,ait,ait,966,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
11,2,5,conté,conté,966,Vpp,Vpp,conter,C/V\.'C/V\,VERB,conter,10,,
12,2,6,",",",",966,Pnc,Pnc,,,PUNCT,",",9,,
13,3,1,A,a,967,Pre,Pre,à,/V\,ADP,à,10,,
14,3,2,seneschal,seneschal,967,N,N,,C/V\.C/e\.'C/V\,NOUN,sénéchal,8,,
15,3,3,dist,dist,967,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
16,3,4,et,et,967,Crd,Crd,et,/V\,CCONJ,et,10,,
17,3,5,re[s]pont,respont,967,Vfin,Vfin,répondre,C/V\.'C/V\,VERB,répondre,10,,
18,4,1,Et,et,968,Crd,Crd,et,/V\,CCONJ,et,10,,
19,4,2,as,as,968,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
20,4,3,atres,atres,968,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,,
21,4,4,qui,qui,968,Qux,Qux,qui,C/V\,PRON,qui,10,,
22,4,5,iluec,iluec,968,Adv,Adv,illuec,/V\.'C/V\,ADV,illuec,10,,
23,4,6,sont,sont,968,Vfin,Vfin,être,C/V\,VERB,être,10,,
