wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
83,14,2,lor,lor,14,Det,Det,leur2,C/V\,DET,leur,10,,
84,14,3,bons,bons,14,Adj,Adj,bon,C/V\,ADJ,bon,10,,
85,14,4,faiz,faiz,14,N,N,,C/V\,NOUN,fait,3,,
86,14,5,dire,dire,14,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,,
87,14,6,e,e,14,Crd,Crd,et,/V\,CCONJ,et,10,,
88,14,7,oïr,oïr,14,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,ouïr,10,,
89,15,1,ki,ki,15,Qux,Qux,qui,C/V\,PRON,qui,10,,
90,15,2,mult,mult,15,QIs,QIs,moult,C/V\,ADV,moult,10,,
91,15,3,ot,ot,15,Vfin,Vfin,ouïr,/V\,VERB,ouïr,10,,
92,15,4,e,e,15,Crd,Crd,et,/V\,CCONJ,et,10,,
93,15,5,ço,ço,15,Prn,Prn,ce,C/V\,PRON,ce,10,,
94,15,6,refient,refient,15,Vfin,Vfin,,C/V\.'C/V\,VERB,refier,0,,
95,16,1,sovent,sovent,16,Adv,Adv,souvent,C/V\.'C/V\,ADV,souvent,10,,
96,16,2,mult,mult,16,QIs,QIs,moult,C/V\,ADV,moult,10,,
97,16,3,sage,sage,16,Adj,Adj,sage,'C/V\.C/(e)\,ADJ,sage,10,,
98,16,4,devient,devient,16,Vfin,Vfin,devenir,C/V\.'C/V\,VERB,devenir,10,,
99,16,5,;,;,16,Pnc,Pnc,,,PUNCT,;,9,,
100,17,1,iço,iço,17,Prn,Prn,ce,/V\.'C/V\,PRON,ce,10,,
101,17,2,est,est,17,Vfin,Vfin,être,/V\,VERB,être,10,,
102,17,3,tenu,tenu,17,Vpp,Vpp,tenir,C/V\.'C/V\,VERB,tenir,10,,
103,17,4,a,a,17,Pre,Pre,à,/V\,ADP,à,10,,
104,17,5,bele,bele,17,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10,,
105,17,6,mestrie,mestrie,17,N,N,,C/V\.'C/V\./(e)\,NOUN,maîtrie,8,,
106,17,7,",",",",17,Pnc,Pnc,,,PUNCT,",",9,,
107,18,1,ki,ki,18,Qux,Qux,qui,C/V\,PRON,qui,10,,
108,18,2,fait,fait,18,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
109,18,3,le,le,18,Det,Det,le,C/(e)\,DET,le,10,,
110,18,4,sen,sen,18,N,N,,C/V\,NOUN,sens,3,,
111,18,5,e,e,18,Crd,Crd,et,/V\,CCONJ,et,10,,
112,18,6,laist,laist,18,Vfin,Vfin,laisser,C/V\,VERB,laisser,10,,
113,18,7,la,la,18,Det,Det,le,C/V\,DET,le,10,,
114,18,8,folie,folie,18,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8,,
115,18,9,.,.,18,Pnc,Pnc,,,PUNCT,.,9,,
116,19,1,de,de,19,Pre,Pre,de,C/(e)\,ADP,de,10,,
117,19,2,un,un,19,QIs,QIs,un,/V\,DET,un,10,,
118,19,3,cunte,cunte,19,N,N,,'C/V\.C/(e)\,NOUN,comte,3,,
119,19,4,voluns,voluns,19,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10,,
120,19,5,parler,parler,19,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10,,
121,20,1,ki,ki,20,Qux,Qux,qui,C/V\,PRON,qui,10,,
122,20,2,mult,mult,20,QIs,QIs,moult,C/V\,ADV,moult,10,,
123,20,3,fait,fait,20,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
124,20,4,a,a,20,Pre,Pre,à,/V\,ADP,à,10,,
125,20,5,preiser,preiser,20,Vinf,Vinf,priser,C/V\.'C/V\,VERB,priser,10,,
126,20,6,",",",",20,Pnc,Pnc,,,PUNCT,",",9,,
127,21,1,e,e,21,Crd,Crd,et,/V\,CCONJ,et,10,,
128,21,2,de,de,21,Pre,Pre,de,C/(e)\,ADP,de,10,,
129,21,3,un,un,21,QIs,QIs,un,/V\,DET,un,10,,
130,21,4,sun,sun,21,Adj,Adj,son4,C/V\,ADJ,son,10,,
131,21,5,seneschal,seneschal,21,N,N,,C/V\.C/e\.'C/V\,NOUN,sénéchal,8,,
132,22,1,ke,ke,22,Qux,Qux,que,C/(e)\,PRON,que,10,,
133,22,2,preuz,preuz,22,Adj,Adj,preux,C/V\,ADJ,preux,10,,
134,22,3,ert,ert,22,Vfin,Vfin,être,/V\,VERB,être,10,,
135,22,4,e,e,22,Crd,Crd,et,/V\,CCONJ,et,10,,
136,22,5,leal,leal,22,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9,,
137,22,6,",",",",22,Pnc,Pnc,,,PUNCT,",",9,,
138,23,1,e,e,23,Crd,Crd,et,/V\,CCONJ,et,10,,
139,23,2,de,de,23,Pre,Pre,de,C/(e)\,ADP,de,10,,
140,23,3,sun,sun,23,Det,Det,son4,C/V\,DET,son,10,,
141,23,4,fiz,fiz,23,N,N,,C/V\,NOUN,fils,8,,
142,23,5,",",",",23,Pnc,Pnc,,,PUNCT,",",9,,
143,23,6,un,un,23,QIs,QIs,un,/V\,DET,un,10,,
144,23,7,damaisel,damaisel,23,N,N,,C/V\.C/V\.'C/V\,NOUN,damaiseau,-10,damoiseau,DMF
145,23,8,",",",",23,Pnc,Pnc,,,PUNCT,",",9,,
146,24,1,qui,qui,24,Qux,Qux,qui,C/V\,PRON,qui,10,,
147,24,2,mult,mult,24,QIs,QIs,moult,C/V\,ADV,moult,10,,
148,24,3,par,par,24,Adv,Adv,par2,C/V\,ADV,par,10,,
149,24,4,ert,ert,24,Vfin,Vfin,être,/V\,VERB,être,10,,
150,24,5,e,e,24,Crd,Crd,et,/V\,CCONJ,et,10,,
151,24,6,gent,gent,24,Adj,Adj,gent2,C/V\,ADJ,gent,10,,
152,24,7,e,e,24,Crd,Crd,et,/V\,CCONJ,et,10,,
153,24,8,bel,bel,24,Adj,Adj,beau,C/V\,ADJ,beau,10,,
154,24,9,",",",",24,Pnc,Pnc,,,PUNCT,",",9,,
155,25,1,e,e,25,Crd,Crd,et,/V\,CCONJ,et,10,,
156,25,2,cum,cum,25,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
157,25,3,il,il,25,Prn,Prn$,il,/V\,PRON,il,10,,
158,25,4,amat,amat,25,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10,,
159,25,5,une,une,25,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
160,25,6,pucele,pucele,25,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8,,
161,25,7,",",",",25,Pnc,Pnc,,,PUNCT,",",9,,
162,26,1,la,la,26,Det,Det,le,C/V\,DET,le,10,,
163,26,2,fille,fille,26,N,N,,'C/V\.C/(e)\,NOUN,fille,3,,
164,26,3,al,al,26,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
165,26,4,conte,conte,26,N,N,,'C/V\.C/(e)\,NOUN,comte,3,,
166,26,5,",",",",26,Pnc,Pnc,,,PUNCT,",",9,,
167,26,6,que,que,26,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
168,26,7,mult,mult,26,QIs,QIs,moult,C/V\,ADV,moult,10,,
169,26,8,ert,ert,26,Vfin,Vfin,être,/V\,VERB,être,10,,
170,26,9,bele,bele,26,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10,,
171,26,10,.,.,26,Pnc,Pnc,,,PUNCT,.,9,,
172,27,1,en,en,27,Pre,Pre,en,/V\,ADP,en,10,,
173,27,2,engletere,engletere,27,N,N,,/V\.C/e\.'C/V\.C/(e)\,NOUN,Angleterre,2,,
174,27,3,uns,uns,27,QIs,QIs,un,/V\,DET,un,10,,
175,27,4,coens,coens,27,N,N,,C/V\,NOUN,comte,9,,
176,27,5,esteit,esteit,27,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
177,27,6,",",",",27,Pnc,Pnc,,,PUNCT,",",9,,
178,28,1,en,en,28,Pre,Pre,en,/V\,ADP,en,10,,
179,28,2,warewic,warewic,28,N,N,,C/V\.C/e\.'C/V\,NOUN,garwic,-10,Warwick,Warwick - Google Maps 
180,28,3,la,la,28,Det,Det,le,C/V\,DET,le,10,,
181,28,4,cité,cité,28,N,N,,C/V\.'C/V\,NOUN,cité,8,,
182,28,5,maneit,maneit,28,Vfin,Vfin,manoir2,C/V\.'C/V\,VERB,manoir,10,,
183,28,6,;,;,28,Pnc,Pnc,,,PUNCT,;,9,,
184,29,1,riches,riches,29,Adj,Adj,riche,'C/V\.C/e\,ADJ,riche,10,,
185,29,2,ert,ert,29,Vfin,Vfin,être,/V\,VERB,être,10,,
186,29,3,e,e,29,Crd,Crd,et,/V\,CCONJ,et,10,,
187,29,4,de,de,29,Pre,Pre,de,C/(e)\,ADP,de,10,,
188,29,5,grant,grant,29,Adj,Adj,grand,C/V\,ADJ,grand,10,,
189,29,6,poeir,poeir,29,N,N,,C/V\.'C/V\,PROPN|NOUN,pouvoir,8,,
190,29,7,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
191,30,1,cointes,cointes,30,Adj,Adj,,'C/V\.C/e\,ADJ,cointe,8,,
192,30,2,e,e,30,Crd,Crd,et,/V\,CCONJ,et,10,,
193,30,3,sages,sages,30,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10,,
194,30,4,",",",",30,Pnc,Pnc,,,PUNCT,",",9,,
195,30,5,bon,bon,30,Adj,Adj,bon,C/V\,ADJ,bon,10,,
196,30,6,chevaleir,chevaleir,30,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,0,,
197,30,7,;,;,30,Pnc,Pnc,,,PUNCT,;,9,,
198,31,1,riches,riches,31,Adj,Adj,riche,'C/V\.C/e\,ADJ,riche,10,,
199,31,2,ert,ert,31,Vfin,Vfin,être,/V\,VERB,être,10,,
200,31,3,d',d',31,Pre,Pre,de,C/\,ADP,de,10,,
201,31,4,or,or,31,N,N,,/V\,NOUN,or,8,,
202,31,5,e,e,31,Crd,Crd,et,/V\,CCONJ,et,10,,
203,31,6,d',d',31,Pre,Pre,de,C/\,ADP,de,10,,
204,31,7,argent,argent,31,N,N,,/V\.'C/V\,NOUN,argent,8,,
205,31,8,",",",",31,Pnc,Pnc,,,PUNCT,",",9,,
206,32,1,de,de,32,Pre,Pre,de,C/(e)\,ADP,de,10,,
207,32,2,dras,dras,32,N,N,,C/V\,NOUN,drap,8,,
